actor_id,film_id
115,391
54,970
199,785
144,762
142,759
141,207
179,65
133,351
72,237
196,122
103,437
172,345
157,303
57,267
86,163
104,904
73,379
32,136
186,552
48,757
18,280
154,988
120,659
37,467
67,144
38,458
152,846
173,313
13,144
7,25
66,350
46,38
14,415
182,677
132,156
140,509
5,19
173,106
150,468
170,180
57,637
41,784
53,961
48,134
13,718
25,86
98,710
144,99
13,528
155,513
192,117
111,962
68,296
39,606
195,141
74,28
191,378
131,809
37,555
89,488
161,188
19,428
97,446
198,745
120,424
81,186
97,188
90,11
126,43
66,909
132,82
142,859
85,92
104,739
34,788
164,148
85,591
73,946
113,525
157,802
134,861
197,29
145,692
106,365
115,955
104,184
118,384
20,652
188,51
10,716
29,862
65,371
183,388
38,241
77,612
137,263
26,327
18,863
86,878
6,29
111,679
73,667
41,596
115,985
81,579
100,815
26,103
176,238
36,731
31,88
162,279
151,482
144,123
175,977
144,135
15,342
27,586
57,737
181,311
143,792
2,561
50,520
59,241
183,850
123,67
199,689
69,396
113,35
116,384
129,826
147,957
96,134
97,561
54,842
68,325
32,112
129,520
164,347
120,894
177,12
123,3
42,865
110,8
197,123
62,445
132,81
84,290
13,524
44,751
53,490
13,154
13,600
192,16
128,949
89,212
180,732
12,672
184,640
112,37
62,688
43,19
151,170
19,644
121,198
13,385
176,740
111,919
122,238
119,381
107,603
81,564
108,966
173,564
48,295
19,785
146,278
157,10
86,482
21,804
109,753
143,613
73,36
56,593
160,368
187,224
9,650
196,156
56,892
197,249
61,648
42,907
183,71
161,921
101,494
5,817
47,790
37,477
119,614
91,416
177,764
3,827
23,673
75,667
50,417
163,303
63,763
93,124
172,493
26,544
174,61
114,420
165,947
23,370
83,52
51,974
151,658
82,143
13,17
175,778
127,119
169,398
171,49
39,920
36,426
36,15
189,940
56,868
167,717
140,373
168,619
198,109
102,852
172,744
140,702
41,942
85,85
19,212
135,719
39,73
131,713
170,416
129,705
28,107
39,689
181,596
24,126
9,204
146,33
137,56
85,216
68,380
79,205
141,67
45,537
109,243
11,118
156,297
42,932
40,107
69,529
167,341
58,316
40,326
64,543
139,706
13,832
120,715
132,806
171,450
11,709
168,188
46,829
23,254
90,676
70,725
41,657
90,433
153,64
92,547
21,429
166,297
142,875
65,305
11,433
134,219
61,639
17,515
65,541
146,191
37,839
98,734
161,825
164,431
92,564
28,625
75,301
7,806
72,865
174,352
30,321
37,853
125,175
198,406
187,127
110,62
125,395
97,951
180,609
146,117
69,111
24,781
15,783
172,758
136,243
129,230
178,1000
172,215
27,273
104,39
136,842
158,188
49,558
155,688
46,820
105,239
192,166
177,683
83,655
110,27
75,541
112,565
60,297
158,293
28,827
173,49
95,431
166,61
168,519
44,434
187,441
162,909
85,290
83,784
2,399
188,14
62,428
19,510
9,74
25,204
61,433
38,335
162,1
150,206
152,968
191,596
94,521
179,698
94,475
151,451
38,450
165,659
2,226
25,213
133,280
35,256
132,987
117,926
176,872
110,625
44,952
196,906
181,301
104,233
116,420
183,576
172,385
149,913
150,306
180,724
158,473
11,205
102,508
131,590
21,798
171,872
40,396
105,994
146,314
172,771
108,517
155,128
85,383
159,208
66,434
140,999
131,66
166,944
165,644
143,906
76,648
152,611
188,111
176,252
109,77
194,163
67,731
35,738
34,172
142,501
43,89
28,287
74,704
163,996
116,338
140,778
39,648
123,730
1,509
165,798
98,955
81,910
29,131
98,705
82,290
9,30
130,478
191,692
118,399
26,241
112,829
113,353
103,333
34,971
157,913
158,990
102,334
29,812
173,55
175,405
42,546
42,673
166,867
108,721
92,929
15,949
35,589
116,742
102,123
198,379
118,39
90,901
65,496
126,468
92,802
156,754
154,588
37,900
132,410
131,450
127,382
140,77
180,506
199,541
75,870
87,606
159,82
119,394
145,475
170,996
38,160
185,965
4,712
151,703
108,892
187,976
174,827
102,958
116,653
161,281
88,881
63,809
18,44
197,369
181,83
51,990
8,769
172,423
178,517
105,993
19,673
126,199
90,384
133,894
134,132
40,128
47,913
67,870
93,916
5,146
12,631
144,272
72,718
65,338
151,989
158,601
165,833
117,10
20,348
100,411
87,253
190,62
193,960
1,25
27,771
11,567
54,858
72,609
168,826
77,943
165,146
29,172
125,324
163,833
104,999
169,992
20,717
17,880
167,628
176,441
91,608
61,780
60,754
159,248
180,144
150,854
168,56
18,883
38,501
195,494
171,318
74,321
109,463
196,64
101,758
132,162
79,299
21,686
194,161
60,658
2,742
89,446
118,938
29,482
113,249
99,7
163,239
17,521
199,604
128,516
101,984
195,677
161,807
130,49
23,856
65,516
112,450
181,78
63,249
167,794
192,578
64,506
58,68
52,879
132,311
86,391
92,838
158,483
83,833
200,465
145,641
188,988
161,58
130,725
138,561
170,299
53,181
183,636
78,505
111,414
198,499
186,648
167,882
83,339
184,959
193,828
31,793
116,105
103,221
59,772
164,448
154,602
95,619
124,775
127,613
190,54
92,338
108,920
153,203
119,509
155,757
7,957
145,109
28,259
189,748
181,874
171,761
71,874
140,830
106,894
72,938
164,15
155,153
186,422
132,345
163,891
8,115
21,321
177,684
112,188
87,161
146,207
133,933
112,312
8,47
52,999
116,956
16,269
182,639
142,494
166,68
43,917
73,823
86,303
23,853
81,545
120,691
21,281
89,266
99,622
74,747
130,930
149,458
64,335
164,801
199,953
37,317
186,508
127,141
134,936
76,912
132,377
124,322
171,549
187,417
37,253
135,41
26,764
190,374
21,398
43,462
189,899
29,462
101,662
137,96
138,747
82,750
109,190
176,13
53,386
127,79
28,551
29,335
79,267
42,861
179,489
45,198
196,284
7,170
188,517
198,892
87,207
104,600
88,128
12,344
49,348
29,342
57,437
111,407
146,320
171,953
187,51
31,146
135,458
66,951
187,379
195,298
159,907
29,488
194,938
16,345
131,48
150,892
96,874
61,703
129,348
140,587
16,218
21,530
173,592
180,955
161,655
107,467
108,733
139,90
156,646
40,223
145,748
169,727
80,262
185,360
171,645
22,495
144,164
16,967
67,496
181,387
194,215
115,994
102,605
15,541
178,109
116,606
44,825
2,550
84,646
4,616
33,112
79,262
196,837
140,647
107,239
18,268
53,58
92,470
159,20
166,55
59,862
145,592
28,679
50,504
12,177
31,368
84,281
147,295
52,714
180,12
88,4
12,16
176,839
25,411
153,627
93,445
116,88
32,103
83,121
29,296
80,687
178,197
37,966
91,48
136,818
174,879
195,738
64,980
59,694
125,664
1,832
84,460
27,19
57,114
77,73
25,226
174,797
68,161
34,393
74,263
149,339
155,768
89,306
191,84
1,166
80,709
146,16
128,759
171,560
137,14
83,777
140,742
79,776
30,64
176,521
183,495
156,155
22,56
149,921
184,661
123,926
106,469
189,378
178,744
99,540
184,580
9,974
50,243
146,871
177,55
108,242
49,391
165,607
90,771
143,706
167,800
146,427
107,781
181,868
144,776
84,996
18,462
190,411
28,358
156,518
110,513
94,540
154,399
26,9
54,129
81,268
137,745
154,170
97,933
60,186
89,342
134,655
131,875
134,683
156,705
141,772
145,726
68,315
44,902
156,462
17,280
2,555
82,838
96,40
111,847
177,52
60,783
154,274
176,517
72,249
192,69
97,947
97,197
114,210
143,79
75,436
60,177
192,470
20,445
159,784
99,512
55,709
65,683
46,478
106,752
156,448
82,978
9,552
130,702
34,119
140,135
94,275
4,62
189,628
58,553
148,772
34,794
43,344
56,936
127,763
95,294
169,246
132,904
184,969
200,474
44,854
155,459
103,315
37,694
106,858
157,400
173,491
53,697
116,492
185,761
96,54
44,875
154,802
5,316
118,788
138,627
185,882
198,450
155,387
155,1000
136,61
51,461
48,705
182,679
74,117
48,211
6,256
139,282
83,412
176,802
18,84
104,677
77,442
197,370
52,878
20,63
185,560
14,612
112,151
197,243
80,341
75,508
12,213
139,261
128,665
60,142
136,256
102,124
120,590
61,832
170,886
182,413
151,570
57,393
69,864
178,762
57,144
144,953
176,699
51,395
126,317
70,290
150,953
17,201
186,482
196,908
164,834
54,285
169,847
174,830
84,764
195,869
162,28
19,217
84,703
100,909
190,253
123,576
198,796
169,998
133,882
139,200
68,834
89,473
79,853
200,714
27,347
141,849
193,119
105,858
139,489
157,210
14,241
200,538
69,15
50,552
16,155
146,966
199,886
150,433
150,962
31,299
69,761
107,879
69,452
195,813
157,604
146,384
198,125
77,694
195,392
14,764
50,437
121,170
10,522
159,978
92,123
41,779
55,815
12,91
104,984
82,453
87,570
27,477
27,540
184,35
149,761
186,95
14,688
133,368
102,521
140,608
93,573
138,52
97,518
33,754
144,90
104,607
54,84
64,860
71,233
149,362
108,137
167,672
20,165
164,252
171,447
101,66
147,394
144,216
23,419
86,432
23,855
176,726
139,570
66,376
169,289
25,179
175,908
109,694
113,258
101,702
120,489
168,959
184,500
167,692
119,939
75,12
30,357
58,698
177,563
184,867
37,572
193,44
39,598
182,720
71,918
104,287
6,509
8,158
100,991
31,380
15,502
146,410
163,947
190,472
44,982
89,564
84,809
79,40
130,416
101,146
95,65
104,583
118,553
190,959
192,708
179,924
27,359
120,722
107,973
105,835
73,998
172,529
48,99
119,418
117,337
66,226
14,232
18,944
160,826
43,608
22,430
40,34
136,474
168,804
138,446
164,698
76,95
51,891
173,933
35,201
7,758
121,338
9,889
169,93
5,286
158,102
115,615
128,212
38,223
183,113
22,369
152,821
106,345
111,699
113,726
199,84
58,135
111,98
63,392
56,862
99,572
22,111
126,193
1,361
36,715
127,411
134,386
147,131
199,432
30,301
179,960
88,839
17,959
194,738
142,350
165,360
39,431
155,584
43,276
159,343
107,859
129,367
51,5
143,576
166,361
58,306
120,911
74,902
93,835
29,590
28,619
103,5
128,899
80,69
78,811
154,208
102,268
66,143
66,957
144,293
198,871
181,195
7,292
108,350
134,145
1,23
151,880
9,811
151,367
123,988
68,396
171,566
146,514
121,885
54,764
58,755
17,119
70,343
117,707
144,312
200,958
113,181
159,800
29,449
2,958
116,939
103,206
122,157
104,59
73,772
158,241
94,337
19,490
90,880
76,223
66,55
181,546
113,719
100,714
67,915
2,132
7,910
3,329
78,767
185,448
161,644
143,830
63,134
64,597
21,159
117,273
170,322
191,819
49,400
70,964
86,331
64,852
78,963
103,285
106,241
106,866
27,415
86,519
25,564
4,25
110,126
1,277
45,219
139,181
30,1
150,551
34,389
162,4
128,119
155,312
138,214
111,325
3,685
103,318
31,188
145,923
65,965
123,185
132,930
46,407
15,594
60,835
61,237
157,874
170,102
68,357
90,391
138,695
151,232
140,112
71,638
68,665
106,500
126,469
16,287
7,96
13,897
115,428
159,364
113,84
193,80
139,373
8,205
17,124
168,685
177,363
72,331
137,433
112,34
75,744
70,834
85,869
177,543
122,673
55,963
77,635
152,153
145,243
152,318
147,864
26,529
67,256
103,912
12,871
96,8
142,863
191,849
115,49
139,862
90,586
150,447
24,335
107,172
94,989
200,993
2,3
18,144
146,571
195,673
178,733
76,862
114,619
181,409
130,869
36,931
60,31
89,182
97,437
22,742
35,389
141,191
84,729
22,964
80,212
181,870
30,732
148,768
142,999
185,265
117,738
70,504
143,560
66,793
193,851
67,726
127,953
45,407
28,574
7,173
18,484
72,550
129,431
163,409
86,923
173,529
5,503
74,185
146,372
6,902
60,928
191,830
166,38
163,522
52,675
145,893
161,924
56,307
86,486
55,27
146,197
151,501
27,805
94,354
64,124
40,723
181,609
107,571
55,827
98,194
188,223
96,661
152,964
9,815
171,342
135,905
40,11
107,548
137,610
153,136
32,980
188,849
80,807
176,758
86,929
14,537
97,143
40,737
55,612
58,549
124,468
103,903
34,950
133,806
89,970
96,58
63,893
93,473
31,739
191,971
128,696
74,537
164,884
164,673
197,758
87,599
87,421
148,226
34,836
53,465
3,341
80,622
83,932
120,746
85,2
165,253
75,222
36,381
156,285
177,956
130,764
129,418
40,747
161,714
92,543
90,406
47,172
196,515
25,755
2,811
191,16
197,724
195,769
100,846
23,691
49,725
166,326
138,508
61,766
10,980
71,359
67,244
176,417
39,415
116,481
172,487
26,93
137,564
182,695
141,589
59,88
95,903
140,934
111,359
193,953
23,235
129,640
65,517
192,214
9,191
62,100
109,281
101,511
79,634
125,497
124,306
20,366
79,473
189,266
139,262
27,889
38,353
145,661
85,678
172,368
95,126
36,569
123,860
149,95
117,812
148,422
25,153
101,617
62,231
33,712
113,292
181,539
16,582
108,655
195,361
85,148
6,503
52,249
89,697
137,446
143,821
162,659
92,712
125,114
56,965
136,933
53,285
108,495
193,109
53,447
24,194
164,851
13,87
144,504
185,437
143,603
122,363
141,740
50,645
184,772
38,111
98,107
102,326
67,725
84,413
45,975
129,166
105,864
166,1000
20,663
57,685
102,544
167,626
71,833
127,286
168,889
121,633
183,949
114,68
28,96
187,297
73,322
68,386
13,966
37,146
44,784
41,159
110,801
174,722
16,101
182,324
27,85
130,507
114,757
117,395
158,896
13,254
77,224
32,585
118,311
86,623
82,911
81,508
200,537
133,338
150,23
27,996
172,667
150,168
147,987
175,9
25,245
28,816
78,599
52,96
194,42
136,806
197,522
182,828
84,616
69,722
23,125
162,612
190,87
180,809
123,530
45,503
194,872
83,49
23,6
187,98
165,693
25,606
12,880
41,912
122,22
47,273
134,927
16,271
88,620
183,520
160,950
147,333
105,333
154,396
185,973
79,32
69,374
166,86
132,586
14,187
136,288
125,683
117,42
95,748
166,255
181,604
94,775
101,787
175,998
90,385
39,320
133,286
46,766
153,766
130,525
179,193
111,194
85,875
161,340
82,17
133,210
27,503
107,430
154,489
75,920
112,173
59,295
11,988
100,759
107,277
191,185
15,414
129,938
71,532
80,888
188,770
18,717
83,268
39,222
144,184
194,531
161,653
168,927
147,563
53,508
95,522
74,637
50,840
149,146
165,375
194,9
48,506
65,46
131,147
72,773
87,157
197,746
31,802
28,973
111,403
95,375
93,453
98,985
127,366
187,168
13,515
64,616
85,812
145,953
107,133
125,250
158,869
88,193
171,608
49,595
121,161
133,514
122,158
84,529
151,342
37,840
105,906
23,435
92,207
16,438
135,541
198,395
18,561
180,258
115,846
108,702
59,644
14,908
7,846
197,554
115,52
44,322
119,570
54,184
23,826
3,40
137,268
26,758
62,951
165,948
76,870
52,584
161,526
28,953
37,529
16,87
189,315
20,714
169,6
118,969
119,143
152,475
65,398
196,560
17,770
81,178
56,893
94,517
200,419
12,92
137,832
192,763
65,577
111,603
83,135
20,643
170,212
69,612
60,679
195,403
7,901
34,244
144,599
136,993
181,579
4,924
155,249
25,583
168,626
193,745
150,647
126,369
194,940
106,780
20,231
52,474
150,386
161,414
61,990
160,954
19,404
89,864
70,869
154,314
9,148
138,989
72,34
78,86
14,454
137,6
26,34
181,74
192,622
92,443
85,761
179,588
101,255
6,517
119,802
14,847
23,833
115,952
50,795
188,146
93,856
7,414
22,600
142,139
157,122
1,749
133,7
108,567
88,908
11,896
149,139
152,729
75,498
52,596
60,952
85,72
52,407
143,660
62,398
170,139
9,671
2,458
125,188
72,757
71,574
32,401
108,1
6,70
78,301
12,37
163,434
190,562
36,390
151,370
181,286
7,959
62,129
101,568
176,303
31,163
3,967
186,654
133,727
35,35
196,484
144,67
145,625
92,453
41,894
50,274
145,822
168,602
98,829
117,831
196,815
48,926
50,178
200,945
27,904
106,934
143,316
118,151
117,797
175,719
134,558
37,119
50,401
132,897
42,535
150,446
120,149
151,892
73,374
38,547
172,833
162,500
98,738
60,235
34,438
185,665
84,414
81,260
144,125
49,195
124,113
60,986
60,85
136,214
89,529
19,144
164,820
8,771
123,494
101,85
80,175
164,169
144,127
109,732
97,656
37,204
184,985
160,43
108,9
123,151
103,197
98,66
95,22
23,116
182,940
21,734
52,388
115,714
79,916
27,682
161,749
156,844
47,53
191,461
116,451
122,795
157,835
43,621
60,493
155,20
137,390
181,911
175,978
22,349
86,520
69,88
103,692
74,780
182,346
74,192
41,69
135,170
81,643
119,738
95,207
130,26
89,410
14,536
156,263
11,969
143,386
112,869
94,13
103,822
11,597
172,661
96,832
10,983
145,494
85,475
10,914
39,815
58,856
84,843
117,15
69,914
43,147
200,49
65,39
66,283
62,198
54,489
110,360
92,662
49,250
118,35
113,218
111,731
128,614
53,577
176,89
30,292
137,841
73,748
96,987
40,754
108,958
184,146
9,926
51,678
48,345
142,199
97,826
20,140
23,997
118,141
8,532
97,358
143,404
28,14
195,794
23,78
127,911
104,70
119,786
146,945
87,679
95,813
198,588
25,538
198,541
71,385
71,399
48,245
58,800
199,145
111,732
70,628
152,891
98,721
63,944
7,633
133,172
112,865
12,540
14,292
69,300
10,930
159,876
83,631
90,663
134,341
134,588
22,775
20,478
39,736
17,853
163,180
70,654
107,165
11,636
12,243
49,506
138,885
98,824
181,836
40,163
83,110
154,680
104,40
198,843
186,237
149,899
46,567
17,127
119,788
40,887
65,556
53,980
38,827
28,743
104,657
138,258
168,433
115,245
19,473
134,161
80,979
153,938
87,48
26,821
97,177
50,897
185,518
155,885
78,530
114,452
32,197
76,348
157,217
89,542
84,887
16,121
23,782
198,997
22,802
78,689
131,94
156,53
39,696
22,648
119,64
40,466
61,649
57,502
162,41
198,555
35,10
197,258
42,687
176,458
90,520
57,714
74,836
36,716
62,42
64,694
146,922
59,130
94,270
58,119
43,958
77,969
36,493
37,118
25,688
168,336
29,226
179,250
19,513
142,18
35,615
194,98
124,539
44,94
32,431
59,572
123,892
95,329
54,913
131,432
130,326
106,194
173,188
161,425
94,950
130,208
133,133
60,971
168,115
108,652
108,744
121,220
8,752
24,112
128,693
9,752
87,199
139,170
128,82
99,600
162,409
144,260
74,44
50,632
192,179
26,906
198,1
173,550
10,964
83,249
11,938
28,502
6,165
35,817
190,38
83,120
105,649
46,768
162,786
37,553
157,642
47,351
91,190
154,282
140,730
109,700
149,53
139,447
76,606
75,347
5,535
82,468
142,842
81,4
187,29
115,383
173,928
110,156
66,229
197,752
141,992
3,185
146,969
179,131
144,105
139,107
124,785
46,731
129,910
100,872
126,256
21,6
22,9
118,558
99,250
65,571
180,824
1,499
114,961
80,619
110,545
174,496
136,420
170,925
106,136
77,566
46,836
37,260
192,592
150,105
6,53
17,873
93,427
180,622
171,849
73,562
67,945
117,298
155,987
171,273
91,859
30,286
152,332
106,675
172,609
128,168
199,67
174,168
93,644
102,351
185,919
111,894
38,448
145,39
4,635
189,853
44,176
67,861
188,506
73,548
47,576
54,754
170,758
107,138
198,924
187,76
127,333
32,309
101,928
62,101
175,890
104,892
159,342
196,575
22,291
55,485
112,817
48,922
50,924
67,601
69,292
14,919
158,121
36,956
70,953
101,700
121,284
56,63
186,208
134,243
56,462
83,519
154,954
171,779
114,254
23,649
136,781
152,248
129,962
149,811
135,320
106,229
44,998
76,642
53,518
128,326
114,861
76,958
158,880
4,87
166,714
130,107
9,865
86,857
140,857
20,54
71,560
82,33
180,561
116,647
110,435
185,845
185,427
158,626
127,819
112,728
68,607
200,346
198,817
96,320
103,199
56,298
185,286
179,463
180,195
102,837
148,27
57,134
66,676
139,746
70,304
192,747
131,881
94,724
102,606
155,630
5,665
163,444
93,325
180,657
180,847
20,243
176,73
193,709
42,648
165,204
115,531
172,639
106,108
95,498
111,489
56,750
197,531
4,398
169,248
2,369
3,480
9,873
90,262
197,628
68,654
42,333
120,898
79,430
199,730
83,873
3,453
99,475
174,982
102,600
121,449
64,345
131,479
36,590
34,720
193,462
117,197
57,605
15,275
106,457
190,426
187,625
165,437
93,339
63,248
116,36
159,674
134,250
102,728
168,92
194,415
48,164
47,944
81,219
120,57
184,452
13,456
168,196
126,370
129,56
187,779
95,546
27,334
135,364
108,648
190,682
61,374
130,9
86,216
177,289
50,420
192,155
127,970
145,664
136,56
88,968
93,678
21,700
91,176
80,342
56,851
26,795
92,699
180,441
162,415
72,405
196,635
48,101
133,390
103,895
78,880
149,949
1,506
192,711
107,445
14,856
160,794
138,553
143,690
85,296
24,242
62,6
115,754
60,334
93,777
184,486
106,639
177,175
127,617
171,397
174,451
160,579
8,936
20,274
33,473
78,239
78,549
187,548
17,500
19,670
65,125
58,128
167,25
141,821
27,637
60,423
147,305
26,644
21,680
181,625
104,516
53,122
100,877
107,338
167,107
143,687
99,322
182,714
58,635
93,744
15,635
33,305
7,691
117,468
141,491
113,642
25,311
99,672
76,850
105,42
97,553
140,258
5,340
145,487
59,72
46,296
121,297
98,87
158,437
53,256
120,717
176,401
77,938
186,579
111,680
30,797
73,275
158,879
69,791
31,164
174,618
116,128
119,412
79,141
178,30
106,659
175,616
145,155
155,997
117,167
81,215
139,540
60,253
155,966
51,737
121,222
79,727
58,541
101,655
50,591
139,602
113,969
42,867
83,529
5,369
161,120
177,910
62,337
63,208
40,233
120,513
44,84
129,669
108,673
42,713
123,786
119,858
28,994
6,826
100,779
113,723
118,41
120,682
97,755
129,805
80,788
147,341
153,919
165,72
65,158
128,774
72,325
82,242
15,31
200,116
198,570
104,394
37,508
163,166
32,651
185,920
109,967
51,525
193,376
136,808
54,150
83,340
161,247
84,312
128,485
5,841
69,306
143,361
187,474
125,584
185,694
169,894
170,868
166,580
9,434
54,988
182,668
113,981
79,753
199,784
40,394
92,94
153,476
58,632
179,732
24,405
176,573
