ss_d,ss_rgnsm,td,chmbl_d,vrnt_d,src_d,b_frmt,ss_tp,ss_tx_d,rltnshp_tp,crtd_b,ss_cll_tp,ss_sbclllr_frctn,cnfdnc_scr,src_ss_d,cll_d,tss_d
7560,Rattus norvegicus,50597,CHEMBL621132,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
7561,Rattus norvegicus,50597,CHEMBL621133,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
7562,Rattus norvegicus,50597,CHEMBL621312,,1,BAO_0000218,A,10116.0,N,Expert,,,1,,,
7563,Rattus norvegicus,50597,CHEMBL621313,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
7564,Rattus norvegicus,50597,CHEMBL621314,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,178.0
7565,Rattus norvegicus,50597,CHEMBL621315,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
7566,Rattus norvegicus,50597,CHEMBL621316,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
7567,Rattus norvegicus,50597,CHEMBL621317,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
7568,Rattus norvegicus,50597,CHEMBL621318,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
7569,Rattus norvegicus,50597,CHEMBL621319,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
7570,Rattus norvegicus,50597,CHEMBL621377,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
7571,Rattus norvegicus,50597,CHEMBL621378,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
7572,Rattus norvegicus,50597,CHEMBL876599,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
7573,Rattus norvegicus,50597,CHEMBL621379,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
7574,Rattus norvegicus,50597,CHEMBL621380,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,1969.0
7575,Rattus norvegicus,50597,CHEMBL621381,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,1969.0
7576,Rattus norvegicus,50597,CHEMBL618515,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
7577,Rattus norvegicus,50597,CHEMBL618516,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
7578,Rattus norvegicus,50597,CHEMBL618517,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
7579,Rattus norvegicus,50597,CHEMBL618518,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
7580,Rattus norvegicus,50597,CHEMBL618519,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
7581,Rattus norvegicus,50597,CHEMBL618698,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
7582,Rattus norvegicus,50597,CHEMBL618862,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
7583,Rattus norvegicus,50597,CHEMBL618863,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
7584,Rattus norvegicus,50597,CHEMBL618864,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
7585,Rattus norvegicus,50597,CHEMBL618865,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
7586,Rattus norvegicus,50597,CHEMBL618866,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
7587,Rattus norvegicus,50597,CHEMBL618867,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
7588,Rattus norvegicus,50597,CHEMBL875828,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
7589,Rattus norvegicus,50597,CHEMBL618868,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
7590,Rattus norvegicus,50597,CHEMBL618869,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
7591,Rattus norvegicus,50597,CHEMBL618870,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
7592,Rattus norvegicus,50597,CHEMBL618871,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,1969.0
7593,Rattus norvegicus,50597,CHEMBL618872,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,1969.0
7594,Rattus norvegicus,50597,CHEMBL873816,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
7595,,22224,CHEMBL618873,,1,BAO_0000218,A,,U,Autocuration,,,0,,,
7596,,22224,CHEMBL621602,,1,BAO_0000019,A,,U,Autocuration,,,0,,,
7597,,22224,CHEMBL621603,,1,BAO_0000218,A,,U,Autocuration,,,0,,,
7598,,22224,CHEMBL621604,,1,BAO_0000218,A,,U,Autocuration,,,0,,,
7599,,22224,CHEMBL621605,,1,BAO_0000218,A,,U,Autocuration,,,0,,,
7600,,22224,CHEMBL621606,,1,BAO_0000218,A,,U,Autocuration,,,0,,,
7601,,22224,CHEMBL621607,,1,BAO_0000218,A,,U,Autocuration,,,0,,,
7602,,22224,CHEMBL621608,,1,BAO_0000218,A,,U,Autocuration,,,0,,,
7603,,22224,CHEMBL621609,,1,BAO_0000019,A,,U,Autocuration,,,0,,,
7604,,22224,CHEMBL621610,,1,BAO_0000218,A,,U,Autocuration,,,0,,,
7605,Rattus norvegicus,50597,CHEMBL621611,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
7606,Rattus norvegicus,50597,CHEMBL621612,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
7607,Rattus norvegicus,50597,CHEMBL622308,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
7608,Rattus norvegicus,50597,CHEMBL622309,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
7609,Rattus norvegicus,50597,CHEMBL622310,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
7610,Rattus norvegicus,50597,CHEMBL622311,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
7611,Rattus norvegicus,50597,CHEMBL622312,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
7612,Rattus norvegicus,50597,CHEMBL622931,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
7613,Rattus norvegicus,50597,CHEMBL622932,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
7614,Rattus norvegicus,50597,CHEMBL622736,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,1969.0
7615,Rattus norvegicus,50597,CHEMBL622737,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,1969.0
7616,Rattus norvegicus,50597,CHEMBL622738,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,1969.0
7617,Rattus norvegicus,50597,CHEMBL622739,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,1969.0
7618,Rattus norvegicus,50597,CHEMBL622740,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,1969.0
7619,Rattus norvegicus,50597,CHEMBL622741,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,1969.0
7620,Rattus norvegicus,50597,CHEMBL622742,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,1969.0
7621,Rattus norvegicus,50597,CHEMBL622743,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,1969.0
7622,Mus musculus,50594,CHEMBL622744,,1,BAO_0000218,A,10090.0,N,Intermediate,,,1,,,1969.0
7623,,22224,CHEMBL624134,,1,BAO_0000019,A,,U,Autocuration,,,0,,,
7624,,22224,CHEMBL624135,,1,BAO_0000019,A,,U,Autocuration,,,0,,,
7625,Rattus norvegicus,50597,CHEMBL624136,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
7626,Rattus norvegicus,50597,CHEMBL624137,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
7627,Rattus norvegicus,50597,CHEMBL624320,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
7628,Canis lupus familiaris,50588,CHEMBL624321,,1,BAO_0000218,A,9615.0,N,Intermediate,,,1,,,
7629,Rattus norvegicus,50597,CHEMBL624322,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
7630,Rattus norvegicus,50597,CHEMBL624323,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
7631,Rattus norvegicus,50597,CHEMBL624324,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
7632,Rattus norvegicus,50597,CHEMBL624325,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
7633,Rattus norvegicus,50597,CHEMBL624326,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
7634,Rattus norvegicus,50597,CHEMBL624327,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
7635,Rattus norvegicus,50597,CHEMBL624328,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
7636,Canis lupus familiaris,50588,CHEMBL627848,,1,BAO_0000218,A,9615.0,N,Intermediate,,,1,,,
7637,Rattus norvegicus,50597,CHEMBL627849,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
7638,Rattus norvegicus,50597,CHEMBL627850,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
7639,Rattus norvegicus,50597,CHEMBL627851,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
7640,Mus musculus,50594,CHEMBL627852,,1,BAO_0000218,A,10090.0,N,Intermediate,,,1,,,
7641,Mus musculus,50594,CHEMBL627853,,1,BAO_0000218,A,10090.0,N,Intermediate,,,1,,,
7642,Mus musculus,50594,CHEMBL627854,,1,BAO_0000218,A,10090.0,N,Intermediate,,,1,,,
7643,Mus musculus,50594,CHEMBL627855,,1,BAO_0000218,A,10090.0,N,Intermediate,,,1,,,
7644,Mus musculus,50594,CHEMBL627856,,1,BAO_0000218,A,10090.0,N,Intermediate,,,1,,,
7645,Mus musculus,50594,CHEMBL875339,,1,BAO_0000218,A,10090.0,N,Intermediate,,,1,,,
7646,Mus musculus,50594,CHEMBL627857,,1,BAO_0000218,A,10090.0,N,Intermediate,,,1,,,
7647,Rattus norvegicus,50597,CHEMBL627858,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2106.0
7648,Rattus norvegicus,50597,CHEMBL627859,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,178.0
7649,Rattus norvegicus,50597,CHEMBL627860,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,955.0
7650,Rattus norvegicus,50597,CHEMBL627019,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,948.0
7651,Rattus norvegicus,50597,CHEMBL627020,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2107.0
7652,Rattus norvegicus,50597,CHEMBL627021,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2048.0
7653,Rattus norvegicus,50597,CHEMBL627022,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2385.0
7654,Rattus norvegicus,50597,CHEMBL627023,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
7655,Rattus norvegicus,50597,CHEMBL627024,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2106.0
7656,Rattus norvegicus,50597,CHEMBL627025,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2046.0
7657,Rattus norvegicus,50597,CHEMBL627026,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2113.0
7658,Rattus norvegicus,50597,CHEMBL627027,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,178.0
7659,Rattus norvegicus,50597,CHEMBL627028,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,955.0
7660,Rattus norvegicus,50597,CHEMBL627029,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,948.0
7661,Rattus norvegicus,50597,CHEMBL627030,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2113.0
7662,Rattus norvegicus,50597,CHEMBL627031,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2107.0
7663,Rattus norvegicus,50597,CHEMBL627032,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2048.0
7664,Rattus norvegicus,50597,CHEMBL627033,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2385.0
7665,Rattus norvegicus,50597,CHEMBL627034,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
7666,Rattus norvegicus,50597,CHEMBL627035,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2106.0
7667,Rattus norvegicus,50597,CHEMBL627036,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2046.0
7668,Rattus norvegicus,50597,CHEMBL875340,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,178.0
7669,Rattus norvegicus,50597,CHEMBL627037,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,948.0
7670,Rattus norvegicus,50597,CHEMBL627038,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2113.0
7671,Rattus norvegicus,50597,CHEMBL627039,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2107.0
7672,Rattus norvegicus,50597,CHEMBL627040,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2385.0
7673,Rattus norvegicus,50597,CHEMBL624663,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2106.0
7674,Rattus norvegicus,50597,CHEMBL625963,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2046.0
7675,Rattus norvegicus,50597,CHEMBL876799,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,955.0
7676,Rattus norvegicus,50597,CHEMBL626133,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2048.0
7677,Rattus norvegicus,50597,CHEMBL626134,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
7678,Rattus norvegicus,50597,CHEMBL626135,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
7679,Rattus norvegicus,50597,CHEMBL626136,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
7680,Rattus norvegicus,50597,CHEMBL626137,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
7681,Rattus norvegicus,50597,CHEMBL626138,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
7682,Rattus norvegicus,50597,CHEMBL626139,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
7683,Rattus norvegicus,50597,CHEMBL626140,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
7684,Rattus norvegicus,50597,CHEMBL626141,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
7685,Rattus norvegicus,50597,CHEMBL626142,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
7686,Rattus norvegicus,50597,CHEMBL627930,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2385.0
7687,Rattus norvegicus,50597,CHEMBL627931,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2385.0
7688,Rattus norvegicus,50597,CHEMBL627932,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2385.0
7689,Rattus norvegicus,50597,CHEMBL627933,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2106.0
7690,Rattus norvegicus,50597,CHEMBL627934,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2106.0
7691,Rattus norvegicus,50597,CHEMBL627935,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2106.0
7692,Rattus norvegicus,50597,CHEMBL627936,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,178.0
7693,Rattus norvegicus,50597,CHEMBL627937,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,178.0
7694,Rattus norvegicus,50597,CHEMBL627938,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,178.0
7695,Rattus norvegicus,50597,CHEMBL627939,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,178.0
7696,Rattus norvegicus,50597,CHEMBL627940,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,178.0
7697,Rattus norvegicus,50597,CHEMBL627941,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,178.0
7698,Rattus norvegicus,50597,CHEMBL876800,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,178.0
7699,Rattus norvegicus,50597,CHEMBL627942,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,178.0
7700,Rattus norvegicus,50597,CHEMBL627943,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,178.0
7701,Rattus norvegicus,50597,CHEMBL627944,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,178.0
7702,Rattus norvegicus,50597,CHEMBL627945,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,178.0
7703,Rattus norvegicus,50597,CHEMBL628584,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,178.0
7704,Rattus norvegicus,50597,CHEMBL628585,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,178.0
7705,Rattus norvegicus,50597,CHEMBL628586,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,178.0
7706,Rattus norvegicus,50597,CHEMBL628587,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,178.0
7707,Rattus norvegicus,50597,CHEMBL628588,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,178.0
7708,Rattus norvegicus,50597,CHEMBL628589,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,178.0
7709,Rattus norvegicus,50597,CHEMBL625304,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,178.0
7710,Rattus norvegicus,50597,CHEMBL625305,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,178.0
7711,Rattus norvegicus,50597,CHEMBL625306,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,178.0
7712,Rattus norvegicus,50597,CHEMBL625307,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,178.0
7713,Rattus norvegicus,50597,CHEMBL625308,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,178.0
7714,Rattus norvegicus,50597,CHEMBL627740,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,178.0
7715,Rattus norvegicus,50597,CHEMBL627741,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,178.0
7716,Rattus norvegicus,50597,CHEMBL627742,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,178.0
7717,Rattus norvegicus,50597,CHEMBL627743,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,178.0
7718,Rattus norvegicus,50597,CHEMBL627744,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,178.0
7719,Rattus norvegicus,50597,CHEMBL627745,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,10000001.0
7720,Rattus norvegicus,50597,CHEMBL627746,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,10000001.0
7721,Rattus norvegicus,50597,CHEMBL627747,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,10000001.0
7722,Rattus norvegicus,50597,CHEMBL876810,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,10000001.0
7723,Rattus norvegicus,50597,CHEMBL627748,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,10000001.0
7724,Rattus norvegicus,50597,CHEMBL627749,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,10000001.0
7725,Rattus norvegicus,50597,CHEMBL627750,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,10000001.0
7726,Rattus norvegicus,50597,CHEMBL618728,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,10000001.0
7727,Rattus norvegicus,50597,CHEMBL618729,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,10000001.0
7728,Rattus norvegicus,50597,CHEMBL618730,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,10000001.0
7729,Rattus norvegicus,50597,CHEMBL618731,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,10000001.0
7730,Rattus norvegicus,50597,CHEMBL618732,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,10000001.0
7731,Rattus norvegicus,50597,CHEMBL618733,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,10000001.0
7732,Rattus norvegicus,50597,CHEMBL618734,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,10000001.0
7733,Rattus norvegicus,50597,CHEMBL618735,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,10000001.0
7734,Rattus norvegicus,50597,CHEMBL876602,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,10000001.0
7735,Rattus norvegicus,50597,CHEMBL618736,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,10000001.0
7736,Rattus norvegicus,50597,CHEMBL618737,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,10000001.0
7737,Rattus norvegicus,50597,CHEMBL618738,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,10000001.0
7738,Rattus norvegicus,50597,CHEMBL618739,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,10000001.0
7739,Rattus norvegicus,50597,CHEMBL618740,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,10000001.0
7740,Rattus norvegicus,50597,CHEMBL618741,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,10000001.0
7741,Rattus norvegicus,50597,CHEMBL618742,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,10000001.0
7742,Rattus norvegicus,50597,CHEMBL618743,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,10000001.0
7743,Rattus norvegicus,50597,CHEMBL618744,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,1969.0
7744,Rattus norvegicus,50597,CHEMBL618745,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
7745,Rattus norvegicus,50597,CHEMBL620479,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
7746,Rattus norvegicus,50597,CHEMBL620480,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
7747,Rattus norvegicus,50597,CHEMBL620481,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
7748,Rattus norvegicus,50597,CHEMBL620482,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
7749,Rattus norvegicus,50597,CHEMBL876603,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
7750,Rattus norvegicus,50597,CHEMBL620483,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
7751,Rattus norvegicus,50597,CHEMBL620484,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
7752,Rattus norvegicus,50597,CHEMBL620485,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
7753,Rattus norvegicus,50597,CHEMBL620486,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
7754,Rattus norvegicus,50597,CHEMBL620487,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
7755,Rattus norvegicus,50597,CHEMBL620488,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
7756,Rattus norvegicus,50597,CHEMBL620489,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
