assay_tax_id,curated_by,assay_id,src_id,variant_id,assay_type,assay_test_type,tissue_id,assay_strain,src_assay_id,bao_format,assay_category,assay_tissue,doc_id,tid,assay_subcellular_fraction,cell_id,assay_cell_type,relationship_type,confidence_score,description,assay_organism,chembl_id
9606.0,Intermediate,11,1,,F,,,,,BAO_0000219,,,17430,80001,,163.0,143B,N,1,In vitro cell cytotoxicity against 143B-LTK cell lines expressed in HSV-1 TK,Homo sapiens,CHEMBL615127
9606.0,Expert,12,1,,F,,,,,BAO_0000219,,,17774,80001,,163.0,143B,N,1,In vitro cell cytotoxicity was determined against 143B-LTK cell line,Homo sapiens,CHEMBL615128
1280.0,Intermediate,13,1,,F,,,,,BAO_0000218,,,11324,50185,,,,N,1,"The compound was tested for minimum inhibitory concentration in Staphylococcus aureus,147N penicillin sensitive Staphylococcus aureus",Staphylococcus aureus,CHEMBL857900
1280.0,Intermediate,14,1,,F,,,,,BAO_0000218,,,11324,50185,,,,N,1,"The compound was tested for minimum inhibitory concentration in Staphylococcus aureus,147N penicillin sensitive Staphylococcus aureus",Staphylococcus aureus,CHEMBL615129
1280.0,Intermediate,15,1,,F,,,,,BAO_0000218,,,11324,50185,,,,N,1,"The compound was tested for minimum inhibitory concentration in Staphylococcus aureus,147N penicillin sensitive Staphylococcus aureus",Staphylococcus aureus,CHEMBL615130
1280.0,Intermediate,16,1,,F,,,,,BAO_0000218,,,11324,50185,,,,N,1,"The compound was tested for minimum inhibitory concentration in Staphylococcus aureus,147N penicillin sensitive Staphylococcus aureus",Staphylococcus aureus,CHEMBL615131
10116.0,Expert,17,1,,A,,,,,BAO_0000357,,,11347,100122,,,,D,9,Inhibition of cytochrome P450 progesterone 15-alpha hydroxylase,Rattus norvegicus,CHEMBL884521
,Autocuration,18,1,,B,,,,,BAO_0000357,,,16474,12054,,,,H,8,Concentration that cause 50% activation of human reticulocyte 15-lipoxygenase (15-HLO),,CHEMBL615132
,Autocuration,19,1,,B,,,,,BAO_0000019,,,10091,12054,,,,H,8,Inhibition of partially purified 15-lipoxygenase from human leukocytes,,CHEMBL615133
,Autocuration,20,1,,B,,,,,BAO_0000357,,,16474,12054,,,,H,8,Inhibitory activity against human reticulocyte 15-lipoxygenase (15-HLO),,CHEMBL615134
,Autocuration,21,1,,B,,,,,BAO_0000357,,,16474,12054,,,,H,8,Compound was evaluated for the percent increase in activation concentration of human reticulocyte 15-lipoxygenase (15-HLO),,CHEMBL615135
,Autocuration,22,1,,B,,,,,BAO_0000357,,,16474,12054,,,,H,8,Inhibitory activity against human reticulocyte 15-lipoxygenase (15-HLO),,CHEMBL615136
,Autocuration,23,1,,B,,,,,BAO_0000357,,,16474,12054,,,,H,8,Inhibitory activity against human reticulocyte 15-lipoxygenase (15-HLO); NI is no inhibition,,CHEMBL615137
,Autocuration,24,1,,B,,,,,BAO_0000357,,,16474,12054,,,,H,8,Inhibitory activity against human reticulocyte 15-lipoxygenase (15-HLO); NI is no inhibition,,CHEMBL615138
,Autocuration,25,1,,B,,,,,BAO_0000219,,,14352,22226,,,,U,0,"Inhibitory concentration against 15-lipoxygenase, by inhibiting 15-HETE production by human umbilical vein endothelial cells (HUVEC) stimulated by calcium ionophore A 23187 at concentration of 10e-5 M.",,CHEMBL836324
9986.0,Autocuration,26,1,,B,,,,,BAO_0000357,,,5646,12054,,,,H,8,In vitro inhibitory activity of compound on rabbit reticulocyte 15-lipoxygenase,Oryctolagus cuniculus,CHEMBL615139
9986.0,Autocuration,27,1,,B,,,,,BAO_0000357,,,5646,12054,,,,H,8,Inhibition of rabbit reticulocyte 15-lipoxygenase by compound (30 uM),Oryctolagus cuniculus,CHEMBL615140
,Autocuration,28,1,,B,,,,,BAO_0000219,,,10997,12426,,,,H,8,Inhibitory activity against 15-lipoxygenase in rat polymorphonuclear leukocytes,,CHEMBL615141
3847.0,Autocuration,29,1,,B,,,,,BAO_0000357,,,6309,12054,,,,H,8,Inhibitory activity against 15-lipoxygenase was determined obtained from soya bean,soya bean,CHEMBL615142
3847.0,Autocuration,30,1,,B,,,,,BAO_0000357,,,167,12054,,,,H,8,Inhibitory activity against soybean 15-lipoxygenase was evaluated,Glycine max,CHEMBL615143
3847.0,Autocuration,31,1,,B,,,,,BAO_0000357,,,167,12054,,,,H,8,Inhibitory activity against soybean 15-lipoxygenase was evaluated at 100 uM,Glycine max,CHEMBL615144
3847.0,Autocuration,32,1,,B,,,,,BAO_0000357,,,11087,12054,,,,H,8,The compound was tested for the in vitro inhibition of 15-lipoxygenase of soybean at a concentration of 10 uM,Glycine max,CHEMBL872867
3847.0,Autocuration,33,1,,B,,,,,BAO_0000357,,,11087,12054,,,,H,8,The compound was tested for the in vitro inhibition of 15-lipoxygenase of soybean at a concentration of 100 uM,Glycine max,CHEMBL615145
3847.0,Autocuration,34,1,,B,,,,,BAO_0000357,,,13622,12054,,,,H,8,Compound was tested in vitro for inhibition of 15-lipoxygenase soybean,Glycine max,CHEMBL615146
3847.0,Autocuration,35,1,,B,,,,,BAO_0000357,,,13622,12054,,,,H,8,Compound at 100 uM was tested in vitro for inhibition of 15-lipoxygenase soybean,Glycine max,CHEMBL615147
10116.0,Autocuration,36,1,,A,,,,,BAO_0000019,,,11347,22226,,,,U,0,Inhibition of cytochrome P450 progesterone 16-alpha hydroxylase,Rattus norvegicus,CHEMBL615148
562.0,Autocuration,37,1,,B,,,,,BAO_0000019,,,5926,22226,,,,U,0,Binding affinity against bacterial 16S rRNA using mass spectrometry based assay,Escherichia coli,CHEMBL615149
,Autocuration,38,1,,B,,,,,BAO_0000019,,,4567,22226,,,,U,0,Dissociation constant with dimeric 16S rRNA RNA construct B,,CHEMBL615150
,Intermediate,39,1,,B,,,,,BAO_0000225,,,3782,22222,,,,M,3,Dissociation constant towards 16S rRNA construct A,,CHEMBL615151
,Intermediate,40,1,,B,,,,,BAO_0000225,,,3782,22222,,,,M,3,Dissociation constant towards 16S rRNA construct B,,CHEMBL615152
562.0,Expert,41,1,,B,,,,,BAO_0000225,,,4466,100263,,,,M,3,Binding affinity of aminoglycoside to 16S ribosomal RNA A-site in Escherichia coli,Escherichia coli,CHEMBL615153
562.0,Expert,42,1,,B,,,,,BAO_0000225,,,6592,100263,,,,M,3,Binding affinity for the 16S ribosomal RNA A-site of Escherichia coli,Escherichia coli,CHEMBL615154
,Autocuration,43,1,,B,,,,,BAO_0000019,,,898,13053,,,,H,8,Inhibitory activity against human placenta 17-beta-hydroxysteroid dehydrogenase type 2 (17-beta-HSD type 2),,CHEMBL615155
,Autocuration,44,1,,B,,,,,BAO_0000019,,,898,13053,,,,H,8,Inhibitory constant against human placenta 17-beta-hydroxysteroid dehydrogenase type 2 (17-beta-HSD type 2),,CHEMBL615156
9606.0,Autocuration,45,1,,B,,,,,BAO_0000019,,,13163,20001,,,,H,8,The compound was tested at a concentration of 1 uM for inhibitory activity against 17 beta-hydroxysteroid dehydrogenase from human placental microsomes,Homo sapiens,CHEMBL615157
9606.0,Autocuration,46,1,,B,,,,,BAO_0000019,,,13163,20001,,,,H,8,The compound was tested at a concentration of 1 uM for inhibitory activity against 17 beta-hydroxysteroid dehydrogenase from human placental microsomes,Homo sapiens,CHEMBL615158
10116.0,Expert,47,1,,B,,,,,BAO_0000019,,,10691,12971,,,,D,9,"Inhibition of 17-alpha-hydroxylase/17,20 lyase from rat testes microsomal preparation",Rattus norvegicus,CHEMBL615159
10116.0,Expert,48,1,,B,,,,,BAO_0000019,,,10691,12971,,,,D,9,"Inhibition of 17-alpha-hydroxylase/17,20 lyase from rat testes microsomal preparation",Rattus norvegicus,CHEMBL615172
10116.0,Expert,49,1,,B,,,,,BAO_0000019,,,10691,12971,,,,D,9,"Percent inhibition of 17-alpha-hydroxylase/17,20 lyase of rat testes microsomes at 100 uM",Rattus norvegicus,CHEMBL615173
10116.0,Expert,50,1,,B,,,,,BAO_0000019,,,10691,12971,,,,D,9,"Percent inhibition of Steroid 17-alpha-hydroxylase/17,20 lyase of rat testes microsomes at 100 uM",Rattus norvegicus,CHEMBL615174
,Autocuration,51,1,,B,,,,,BAO_0000019,,,898,13053,,,,H,8,Inhibitory activity against human placenta 17-beta-hydroxysteroid dehydrogenase type 2 (17-beta-HSD type 2),,CHEMBL884518
,Autocuration,52,1,,B,,,,,BAO_0000357,,,912,11512,,,,H,8,Compound was tested for the inhibition of 17-beta-hydroxysteroid dehydrogenase type 1(17-beta-HSD type 1),,CHEMBL615175
,Autocuration,53,1,,B,,,,,BAO_0000357,,,912,11512,,,,H,8,Compound was tested for the inhibition of 17-beta-hydroxysteroid dehydrogenase type 1(17-beta-HSD type 1) at 1 uM concentration,,CHEMBL615176
,Autocuration,54,1,,B,,,,,BAO_0000357,,,912,11512,,,,H,8,Compound was tested for the inhibition of 17-beta-hydroxysteroid dehydrogenase type 1(17-beta-HSD type 1) at 10 uM concentration,,CHEMBL615177
10116.0,Autocuration,55,1,,B,,,,,BAO_0000249,,,15103,104740,Membranes,,,D,5,Selectivity ratio of binding affinity towards mu to delta receptors of rat brain membranes,Rattus norvegicus,CHEMBL615178
9606.0,Intermediate,56,1,,F,,,,,BAO_0000219,,,5116,80002,,506.0,1A9,N,1,Cytotoxicity against ovarian cancer cell line (1A-9) of humans was determined,Homo sapiens,CHEMBL615179
10116.0,Autocuration,57,1,,F,,,,,BAO_0000219,,,14578,104835,,,Oocytes,D,7,Functional antagonism by electrical assays in Xenopus oocytes expressing 1A/2A NMDA receptor subtype,Rattus norvegicus,CHEMBL615180
10116.0,Autocuration,58,1,,F,,,,,BAO_0000219,,,14578,104821,,,Oocytes,D,7,Functional antagonism by electrical assays in Xenopus oocytes expressing the 1A/2B NMDA receptor,Rattus norvegicus,CHEMBL615181
10116.0,Autocuration,59,1,,F,,,,,BAO_0000219,,,14578,104848,,,Oocytes,D,7,Functional antagonism by electrical assays in Xenopus oocytes expressing the 1A/2C NMDA receptor,Rattus norvegicus,CHEMBL615182
9606.0,Expert,60,1,,F,,,,,BAO_0000219,,,4787,80002,,506.0,1A9,N,1,In vitro effective concentration required to reduce the number of human ovarian cancer (1A9) after 3-day incubation,Homo sapiens,CHEMBL615183
9606.0,Intermediate,61,1,,F,,,,,BAO_0000219,,,4787,80002,,506.0,1A9,N,1,In vitro effective concentration required to reduce the number of human ovarian cancer cells (1A9) after 3-day incubation,Homo sapiens,CHEMBL615184
9606.0,Intermediate,62,1,,F,,,,,BAO_0000219,,,3547,80002,,506.0,1A9,N,1,Cytotoxic activity against human ovarian cancer (1A9) cell line,Homo sapiens,CHEMBL615185
9606.0,Intermediate,63,1,,F,,,,,BAO_0000219,,,3547,80002,,506.0,1A9,N,1,Cytotoxic activity against human ovarian cancer (1A9) cell line; ND=Not determined,Homo sapiens,CHEMBL615186
9606.0,Intermediate,64,1,,F,,,,,BAO_0000219,,,6726,80002,,506.0,1A9,N,1,Effective dose of compound against replication of 1A9 cell line was evaluated,Homo sapiens,CHEMBL615187
9606.0,Expert,65,1,,F,,,,,BAO_0000219,,,3455,80002,,506.0,1A9,N,1,In vitro cytotoxic activity was determined against ovarian cancer (1A9) cell line,Homo sapiens,CHEMBL885343
9606.0,Intermediate,66,1,,F,,,,,BAO_0000219,,,5726,80002,,506.0,1A9,N,1,In vitro cytotoxicity evaluated against human ovarian cancer (1A9 cell line),Homo sapiens,CHEMBL615188
9606.0,Intermediate,67,1,,F,,,,,BAO_0000219,,,5726,80002,,506.0,1A9,N,1,In vitro cytotoxicity evaluated against human ovarian cancer (1A9 cell line); NA is not active,Homo sapiens,CHEMBL615189
9606.0,Intermediate,68,1,,F,,,,,BAO_0000219,,,5726,80002,,506.0,1A9,N,1,In vitro percent inhibition evaluated against human ovarian cancer (1A9 cell line) at >20 ug/mL,Homo sapiens,CHEMBL615190
9606.0,Intermediate,69,1,,F,,,,,BAO_0000219,,,3395,80002,,506.0,1A9,N,1,Inhibitory activity against Taxol resistant 1A9 cell lines,Homo sapiens,CHEMBL615191
9606.0,Expert,70,1,,F,,,,,BAO_0000219,,,3415,80002,,506.0,1A9,N,1,Cytotoxicity against human ovarian cancer (1A9) cell lines.,Homo sapiens,CHEMBL615192
9606.0,Expert,71,1,,F,,,,,BAO_0000219,,,3415,80002,,506.0,1A9,N,1,Percentage inhibition of human ovarian cancer (1A9) cell lines.,Homo sapiens,CHEMBL827083
9606.0,Expert,72,1,,F,,,,,BAO_0000219,,,17099,80002,,506.0,1A9,N,1,Effective dose required for inhibitory activity against 1A9 human tumor cell line.,Homo sapiens,CHEMBL615193
9606.0,Intermediate,73,1,,F,,,,,BAO_0000219,,,17099,80002,,506.0,1A9,N,1,Percent inhibition against 1A9 human tumor cell line at 0.10 ug/mL,Homo sapiens,CHEMBL615194
9606.0,Intermediate,74,1,,F,,,,,BAO_0000219,,,17099,80002,,506.0,1A9,N,1,Percent inhibition against 1A9 human tumor cell line at <0.00008 ug/mL,Homo sapiens,CHEMBL615195
9606.0,Intermediate,75,1,,F,,,,,BAO_0000219,,,17099,80002,,506.0,1A9,N,1,Percent inhibition against 1A9 human tumor cell line at >10 ug/mL,Homo sapiens,CHEMBL615196
9606.0,Intermediate,76,1,,F,,,,,BAO_0000219,,,17721,81072,,503.0,Jurkat,N,1,Inhibitory concentration against Jurkat cells,Homo sapiens,CHEMBL615197
,Intermediate,77,1,,F,,,,,BAO_0000019,,,1229,22226,,,,U,0,In vitro anticancer activity against 2 NCI SCLC cell lines; inactive,,CHEMBL615198
10116.0,Expert,78,1,,A,,,,,BAO_0000357,,,11347,100121,,,,D,9,Inhibition of cytochrome P450 progesterone 2-alpha-hydroxylase,Rattus norvegicus,CHEMBL615199
,Expert,79,1,,B,,,,,BAO_0000357,,,17117,11231,,,,H,8,"In vitro inhibition of human 2,3-oxidosqualene cyclase.",,CHEMBL615200
,Expert,80,1,,B,,,,,BAO_0000357,,,17117,11231,,,,H,8,"In vitro inhibition of human 2,3-oxidosqualene cyclase.",,CHEMBL615201
,Expert,81,1,,B,,,,,BAO_0000357,,,17117,11231,,,,H,8,"In vitro inhibition of human 2,3-oxidosqualene cyclase at 100 nM.",,CHEMBL615202
5476.0,Autocuration,82,1,,B,,,,,BAO_0000251,,,11375,11231,Microsomes,,,H,8,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene cyclase in Candida albicans microsomes",Candida albicans,CHEMBL615203
5476.0,Autocuration,83,1,,B,,,,,BAO_0000251,,,11375,11231,Microsomes,,,H,8,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in Candida albicans microsomes",Candida albicans,CHEMBL615204
4932.0,Autocuration,84,1,,B,,,,,BAO_0000251,,,11375,11231,Microsomes,,,H,8,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene cyclase in Saccharomyces cerevisiae microsomes",Saccharomyces cerevisiae,CHEMBL615205
4932.0,Autocuration,85,1,,B,,,,,BAO_0000251,,,11375,11231,Microsomes,,,H,8,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in Saccharomyces cerevisiae microsomes",Saccharomyces cerevisiae,CHEMBL615206
9823.0,Autocuration,86,1,,B,,2107.0,,,BAO_0000251,,Liver,11375,12083,Microsomes,,,H,8,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in pig liver microsomes",Sus scrofa,CHEMBL615207
10116.0,Autocuration,87,1,,B,,,,,BAO_0000019,,,791,11231,,,,H,8,"Concentration required to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase",Rattus norvegicus,CHEMBL827084
10116.0,Autocuration,88,1,,B,,,,,BAO_0000019,,,791,11231,,,,H,8,"Concentration required to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase (OSC)",Rattus norvegicus,CHEMBL615208
10116.0,Autocuration,89,1,,B,,,,,BAO_0000019,,,791,11231,,,,H,8,"Evaluated for its activity to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase, activity expressed as Ki",Rattus norvegicus,CHEMBL615209
10116.0,Autocuration,90,1,,B,,2107.0,,,BAO_0000251,,Liver,11375,12083,Microsomes,,,D,9,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene cyclase in rat liver microsomes",Rattus norvegicus,CHEMBL615210
10116.0,Autocuration,91,1,,B,,2107.0,,,BAO_0000251,,Liver,11375,12083,Microsomes,,,D,9,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in rat liver microsomes",Rattus norvegicus,CHEMBL615211
10116.0,Autocuration,92,1,,B,,2107.0,,,BAO_0000251,,Liver,153,12083,Microsomes,,,D,9,"Compound was evaluated for inhibitory activity against 2,3-oxidosqualene-lanosterol cyclase in rat liver microsomes",Rattus norvegicus,CHEMBL615212
,Expert,93,1,,B,,,,,BAO_0000357,,,8269,11377,,,,H,8,Molar concentration needed to give 50% prevention of 2-5A (Adenosine dependent endoribonuclease),,CHEMBL615213
,Expert,94,1,,B,,,,,BAO_0000357,,,8269,11377,,,,H,8,Molar concentration required to displace 50% of the radiolabeled probe from 2-5A (Adenosine dependent endoribonuclease) in endonuclease-nitrocellulose complex,,CHEMBL615273
9606.0,Expert,95,1,,F,,,,,BAO_0000219,,,17653,81020,,726.0,HepG2,N,1,In vitro cytotoxic concentration required to inhibit hepatitisB virus (HBV) replication in 2.2.15 cell line,Homo sapiens,CHEMBL615274
9606.0,Intermediate,96,1,,F,,,,,BAO_0000219,,,14277,81020,,726.0,HepG2,N,1,50% Effective concentration of compound required for inhibiting intracellular viral replicative intermediate DNA in HBV-transfected 2.2.15 cell line.,Homo sapiens,CHEMBL615275
9606.0,Intermediate,97,1,,F,,,,,BAO_0000219,,,1717,81020,,726.0,HepG2,N,1,Antiviral activity against Hepatitis B virus in 2.2.15 cell line,Homo sapiens,CHEMBL615276
9606.0,Intermediate,98,1,,F,,,,,BAO_0000219,,,14091,81020,,726.0,HepG2,N,1,In vitro effective concentration against hepatitis B virus was determined in 2.2.15 cells,Homo sapiens,CHEMBL615277
9606.0,Intermediate,99,1,,F,,,,,BAO_0000219,,,14091,81020,,726.0,HepG2,N,1,In vitro effective concentration against hepatitis B virus was determined in 2.2.15 cells; Not determined,Homo sapiens,CHEMBL615326
10407.0,Expert,100,1,,F,,,,,BAO_0000218,,,17653,50606,,,,N,1,In vitro effective concentration required to inhibit hepatitisB virus (HBV) replication in 2.2.15 cell line,Hepatitis B virus,CHEMBL883130
9606.0,Intermediate,101,1,,F,,,,,BAO_0000219,,,13105,81020,,726.0,HepG2,N,1,Ability to inhibit the episomal HBV-DNA in 2.2.15 cells.,Homo sapiens,CHEMBL884519
9606.0,Intermediate,102,1,,F,,,,,BAO_0000219,,,1717,81020,,726.0,HepG2,N,1,Concentration required to inhibit 50% of 2.2.15 cell line,Homo sapiens,CHEMBL615327
9606.0,Intermediate,103,1,,A,,,,,BAO_0000219,,,13105,81020,,726.0,HepG2,N,1,Anti viral activity against 2.2.15 cells (concentration required to reduce the log phase cell growth by 50%).,Homo sapiens,CHEMBL615328
9606.0,Intermediate,104,1,,F,,,,,BAO_0000218,,,13600,50587,,,2.2.15,N,1,Cytotoxic activity of compound against uninfected 2.2.15 cells.,Homo sapiens,CHEMBL615329
9606.0,Intermediate,105,1,,F,,,,,BAO_0000218,,,13467,50587,,,2.2.15,N,1,Anti hepatitis-B virus activity was evaluated in 2.2.15 cells.,Homo sapiens,CHEMBL615330
10407.0,Expert,106,1,,F,,,,,BAO_0000218,,,17477,50606,,,2.2.15,N,1,"Inhibition of the replication of HBV in 2.2.15 cells, by DNA hybridization assay",Hepatitis B virus,CHEMBL615331
9606.0,Intermediate,107,1,,F,,,,,BAO_0000218,,,1593,50587,,,2.2.15,N,1,In vitro anti-HBV activity in 2.2.15 cells,Homo sapiens,CHEMBL615332
9606.0,Intermediate,108,1,,F,,,,,BAO_0000218,,,1593,50587,,,2.2.15,N,1,In vitro anti-HBV activity in 2.2.15 cells; Not determined,Homo sapiens,CHEMBL615333
9606.0,Intermediate,109,1,,F,,,,,BAO_0000218,,,15089,50587,,,2.2.15,N,1,The compound was tested in vitro for the anti-HBV activity against 2.2.15 cells,Homo sapiens,CHEMBL615334
9606.0,Intermediate,110,1,,F,,,,,BAO_0000218,,,15089,50587,,,2.2.15,N,1,The compound was tested in vitro for the anti-HBV activity in 2.2.15 cells,Homo sapiens,CHEMBL615335
9606.0,Intermediate,111,1,,F,,,,,BAO_0000218,,,1593,50587,,,2.2.15,N,1,Cytotoxicity in 2.2.15 cells,Homo sapiens,CHEMBL615336
9606.0,Intermediate,112,1,,F,,,,,BAO_0000218,,,1593,50587,,,2.2.15,N,1,Cytotoxicity in 2.2.15 cells; Not determined,Homo sapiens,CHEMBL615337
9606.0,Intermediate,113,1,,F,,,,,BAO_0000218,,,13600,50587,,,2.2.15,N,1,Inhibitory activity of compound against hepatitis B virus (HBV) in growing cultures of 2.2.15 cells,Homo sapiens,CHEMBL615338
9606.0,Intermediate,114,1,,F,,,,,BAO_0000218,,,13467,50587,,,2.2.15,N,1,The growth inhibition activity for the compound was evaluated in 2.2.15 cells.,Homo sapiens,CHEMBL615339
9606.0,Intermediate,115,1,,F,,,,,BAO_0000218,,,13467,50587,,,2.2.15,N,1,Selectivity index was determined from the ratio of IC50 to the EC50 values evaluated in 2.2.15 cells.,Homo sapiens,CHEMBL615340
9606.0,Intermediate,116,1,,F,,,,,BAO_0000219,,,14764,81020,,726.0,HepG2,N,1,Antiviral activity against HBV was determined in 2.215 cell line,Homo sapiens,CHEMBL615341
9606.0,Autocuration,117,1,,B,,,,,BAO_0000251,,,6531,22226,Microsomes,,,U,0,Inhibition of 20-HETE synthesis in human renal microsomes,Homo sapiens,CHEMBL615342
,Autocuration,118,1,,B,,,,,BAO_0000019,,,17322,22226,,,,U,0,Inhibitory activity against 20-HETE production from arachidonic acid using human renal microsome 20-HETE synthase.,,CHEMBL615343
9606.0,Intermediate,119,1,,F,,,,,BAO_0000219,,,17072,80612,,388.0,2008,N,1,Inhibitory concentration against 2008 (ovarian) cells,Homo sapiens,CHEMBL615344
9606.0,Intermediate,120,1,,F,,,,,BAO_0000219,,,16936,80612,,388.0,2008,N,1,50% Growth inhibitory concentration( GI 50 ) by using 2008 human ovarian carcinoma cell lines.,Homo sapiens,CHEMBL615345
9606.0,Intermediate,121,1,,F,,,,,BAO_0000219,,,16936,80612,,388.0,2008,N,1,Compound was tested for 50% growth inhibitory concentration by using human ovarian carcinoma cell lines (2008),Homo sapiens,CHEMBL615346
9606.0,Intermediate,122,1,,F,,,,,BAO_0000219,,,17146,80612,,388.0,2008,N,1,Direct cytotoxicity against the selected tumor cell line 2008 was determined especially on ovarian adenocarcinoma derived cells,Homo sapiens,CHEMBL615347
9606.0,Intermediate,123,1,,F,,,,,BAO_0000219,,,17146,80612,,388.0,2008,N,1,Direct cytotoxicity against the selected tumor cell line 2008 was determined especially on ovarian adenocarcinoma derived cells; not detected,Homo sapiens,CHEMBL615348
9606.0,Intermediate,124,1,,F,,,,,BAO_0000219,,,10797,80613,,561.0,2008/R,N,1,In vitro inhibition of 2008/R ovarian cancer cell line,Homo sapiens,CHEMBL827085
9606.0,Intermediate,125,1,,F,,,,,BAO_0000219,,,10797,80613,,561.0,2008/R,N,1,In vitro inhibition of 2008/R ovarian cancer cell line; NA= Not achievable,Homo sapiens,CHEMBL615349
9606.0,Intermediate,126,1,,F,,,,,BAO_0000219,,,10797,80614,,389.0,2008/S,N,1,In vitro inhibition of 2008/S ovarian cancer cell line,Homo sapiens,CHEMBL615350
9606.0,Intermediate,127,1,,F,,,,,BAO_0000219,,,10797,80614,,389.0,2008/S,N,1,In vitro inhibition of 2008/S ovarian cancer cell line; NA= Not achievable,Homo sapiens,CHEMBL615351
9606.0,Expert,128,1,,B,,,,,BAO_0000220,,,4823,100256,,,,S,2,Tested in vitro for inhibition of chymotrypsin like activity of purified human 20S proteasome,Homo sapiens,CHEMBL615352
9606.0,Intermediate,129,1,,B,,,,,BAO_0000220,,,12912,100256,,,,S,2,Compound was evaluated for inhibitory activity against 20S proteasome from human liver and brain,Homo sapiens,CHEMBL615353
,Expert,130,1,,B,,,,,BAO_0000220,,,2957,100256,,,,S,2,Inhibition of chymotrypsin-like activity of 20S proteasome,,CHEMBL615354
,Expert,131,1,,B,,,,,BAO_0000220,,,2957,100256,,,,S,2,Inhibition of chymotrypsin-like activity of 20S proteasome; value ranges from 10-20 uM,,CHEMBL615355
,Intermediate,132,1,,B,,,,,BAO_0000220,,,3260,100256,,,,S,2,Inhibitory activity against 20S proteosome,,CHEMBL615356
9606.0,Autocuration,133,1,,B,,,,,BAO_0000019,,,3451,22226,,,,U,0,Compound was tested for inhibitory activity against tryptase,Homo sapiens,CHEMBL615357
9606.0,Intermediate,134,1,,F,,,,,BAO_0000219,,,13885,81020,,726.0,HepG2,N,1,Concentration required to inhibit 50% of extracellular circular replication of HBV DNA using 2215 cell line,Homo sapiens,CHEMBL615358
9606.0,Intermediate,135,1,,F,,,,,BAO_0000219,,,13885,81020,,726.0,HepG2,N,1,Concentration required to inhibit 50% of intracellular circular replication of HBV DNA using 2215 cell line,Homo sapiens,CHEMBL827086
,Autocuration,136,1,,B,,,,,BAO_0000019,,,3676,22226,,,,U,0,Compound was tested for the inhibition of Alpha-glucosidase,,CHEMBL615359
,Autocuration,137,1,,B,,,,,BAO_0000357,,,6043,235,,,,H,8,Inhibitory concentration against human neutrophil elastase (HNE),,CHEMBL615360
10116.0,Autocuration,138,1,,F,,948.0,,,BAO_0000218,,Heart,11140,22226,,,,U,0,Change in heart rate was expressed in percent at at a dose 0.002 mg/kg iv in anesthetized rat,Rattus norvegicus,CHEMBL615361
