assay_tissue,tid,relationship_type,confidence_score,assay_test_type,assay_strain,assay_subcellular_fraction,doc_id,assay_category,description,src_id,assay_organism,curated_by,variant_id,cell_id,src_assay_id,assay_tax_id,assay_cell_type,tissue_id,assay_type,bao_format,chembl_id,assay_id
,12054,H,8,,,,16474,,Inhibitory activity against human reticulocyte 15-lipoxygenase (15-HLO),1,,Autocuration,,,,,,,B,BAO_0000357,CHEMBL615136,22
,12054,H,8,,,,16474,,Inhibitory activity against human reticulocyte 15-lipoxygenase (15-HLO); NI is no inhibition,1,,Autocuration,,,,,,,B,BAO_0000357,CHEMBL615137,23
,12054,H,8,,,,16474,,Inhibitory activity against human reticulocyte 15-lipoxygenase (15-HLO); NI is no inhibition,1,,Autocuration,,,,,,,B,BAO_0000357,CHEMBL615138,24
,22226,U,0,,,,14352,,"Inhibitory concentration against 15-lipoxygenase, by inhibiting 15-HETE production by human umbilical vein endothelial cells (HUVEC) stimulated by calcium ionophore A 23187 at concentration of 10e-5 M.",1,,Autocuration,,,,,,,B,BAO_0000219,CHEMBL836324,25
,12054,H,8,,,,5646,,In vitro inhibitory activity of compound on rabbit reticulocyte 15-lipoxygenase,1,Oryctolagus cuniculus,Autocuration,,,,9986.0,,,B,BAO_0000357,CHEMBL615139,26
,12054,H,8,,,,5646,,Inhibition of rabbit reticulocyte 15-lipoxygenase by compound (30 uM),1,Oryctolagus cuniculus,Autocuration,,,,9986.0,,,B,BAO_0000357,CHEMBL615140,27
,12426,H,8,,,,10997,,Inhibitory activity against 15-lipoxygenase in rat polymorphonuclear leukocytes,1,,Autocuration,,,,,,,B,BAO_0000219,CHEMBL615141,28
,12054,H,8,,,,6309,,Inhibitory activity against 15-lipoxygenase was determined obtained from soya bean,1,soya bean,Autocuration,,,,3847.0,,,B,BAO_0000357,CHEMBL615142,29
,12054,H,8,,,,167,,Inhibitory activity against soybean 15-lipoxygenase was evaluated,1,Glycine max,Autocuration,,,,3847.0,,,B,BAO_0000357,CHEMBL615143,30
,12054,H,8,,,,167,,Inhibitory activity against soybean 15-lipoxygenase was evaluated at 100 uM,1,Glycine max,Autocuration,,,,3847.0,,,B,BAO_0000357,CHEMBL615144,31
,12054,H,8,,,,11087,,The compound was tested for the in vitro inhibition of 15-lipoxygenase of soybean at a concentration of 10 uM,1,Glycine max,Autocuration,,,,3847.0,,,B,BAO_0000357,CHEMBL872867,32
,12054,H,8,,,,11087,,The compound was tested for the in vitro inhibition of 15-lipoxygenase of soybean at a concentration of 100 uM,1,Glycine max,Autocuration,,,,3847.0,,,B,BAO_0000357,CHEMBL615145,33
,12054,H,8,,,,13622,,Compound was tested in vitro for inhibition of 15-lipoxygenase soybean,1,Glycine max,Autocuration,,,,3847.0,,,B,BAO_0000357,CHEMBL615146,34
,12054,H,8,,,,13622,,Compound at 100 uM was tested in vitro for inhibition of 15-lipoxygenase soybean,1,Glycine max,Autocuration,,,,3847.0,,,B,BAO_0000357,CHEMBL615147,35
,22226,U,0,,,,11347,,Inhibition of cytochrome P450 progesterone 16-alpha hydroxylase,1,Rattus norvegicus,Autocuration,,,,10116.0,,,A,BAO_0000019,CHEMBL615148,36
,22226,U,0,,,,5926,,Binding affinity against bacterial 16S rRNA using mass spectrometry based assay,1,Escherichia coli,Autocuration,,,,562.0,,,B,BAO_0000019,CHEMBL615149,37
,22226,U,0,,,,4567,,Dissociation constant with dimeric 16S rRNA RNA construct B,1,,Autocuration,,,,,,,B,BAO_0000019,CHEMBL615150,38
,22222,M,3,,,,3782,,Dissociation constant towards 16S rRNA construct A,1,,Intermediate,,,,,,,B,BAO_0000225,CHEMBL615151,39
,22222,M,3,,,,3782,,Dissociation constant towards 16S rRNA construct B,1,,Intermediate,,,,,,,B,BAO_0000225,CHEMBL615152,40
,100263,M,3,,,,4466,,Binding affinity of aminoglycoside to 16S ribosomal RNA A-site in Escherichia coli,1,Escherichia coli,Expert,,,,562.0,,,B,BAO_0000225,CHEMBL615153,41
,100263,M,3,,,,6592,,Binding affinity for the 16S ribosomal RNA A-site of Escherichia coli,1,Escherichia coli,Expert,,,,562.0,,,B,BAO_0000225,CHEMBL615154,42
,13053,H,8,,,,898,,Inhibitory activity against human placenta 17-beta-hydroxysteroid dehydrogenase type 2 (17-beta-HSD type 2),1,,Autocuration,,,,,,,B,BAO_0000019,CHEMBL615155,43
,13053,H,8,,,,898,,Inhibitory constant against human placenta 17-beta-hydroxysteroid dehydrogenase type 2 (17-beta-HSD type 2),1,,Autocuration,,,,,,,B,BAO_0000019,CHEMBL615156,44
,20001,H,8,,,,13163,,The compound was tested at a concentration of 1 uM for inhibitory activity against 17 beta-hydroxysteroid dehydrogenase from human placental microsomes,1,Homo sapiens,Autocuration,,,,9606.0,,,B,BAO_0000019,CHEMBL615157,45
,20001,H,8,,,,13163,,The compound was tested at a concentration of 1 uM for inhibitory activity against 17 beta-hydroxysteroid dehydrogenase from human placental microsomes,1,Homo sapiens,Autocuration,,,,9606.0,,,B,BAO_0000019,CHEMBL615158,46
,12971,D,9,,,,10691,,"Inhibition of 17-alpha-hydroxylase/17,20 lyase from rat testes microsomal preparation",1,Rattus norvegicus,Expert,,,,10116.0,,,B,BAO_0000019,CHEMBL615159,47
,12971,D,9,,,,10691,,"Inhibition of 17-alpha-hydroxylase/17,20 lyase from rat testes microsomal preparation",1,Rattus norvegicus,Expert,,,,10116.0,,,B,BAO_0000019,CHEMBL615172,48
,12971,D,9,,,,10691,,"Percent inhibition of 17-alpha-hydroxylase/17,20 lyase of rat testes microsomes at 100 uM",1,Rattus norvegicus,Expert,,,,10116.0,,,B,BAO_0000019,CHEMBL615173,49
,12971,D,9,,,,10691,,"Percent inhibition of Steroid 17-alpha-hydroxylase/17,20 lyase of rat testes microsomes at 100 uM",1,Rattus norvegicus,Expert,,,,10116.0,,,B,BAO_0000019,CHEMBL615174,50
,13053,H,8,,,,898,,Inhibitory activity against human placenta 17-beta-hydroxysteroid dehydrogenase type 2 (17-beta-HSD type 2),1,,Autocuration,,,,,,,B,BAO_0000019,CHEMBL884518,51
,11512,H,8,,,,912,,Compound was tested for the inhibition of 17-beta-hydroxysteroid dehydrogenase type 1(17-beta-HSD type 1),1,,Autocuration,,,,,,,B,BAO_0000357,CHEMBL615175,52
,11512,H,8,,,,912,,Compound was tested for the inhibition of 17-beta-hydroxysteroid dehydrogenase type 1(17-beta-HSD type 1) at 1 uM concentration,1,,Autocuration,,,,,,,B,BAO_0000357,CHEMBL615176,53
,11512,H,8,,,,912,,Compound was tested for the inhibition of 17-beta-hydroxysteroid dehydrogenase type 1(17-beta-HSD type 1) at 10 uM concentration,1,,Autocuration,,,,,,,B,BAO_0000357,CHEMBL615177,54
,104740,D,5,,,Membranes,15103,,Selectivity ratio of binding affinity towards mu to delta receptors of rat brain membranes,1,Rattus norvegicus,Autocuration,,,,10116.0,,,B,BAO_0000249,CHEMBL615178,55
,80002,N,1,,,,5116,,Cytotoxicity against ovarian cancer cell line (1A-9) of humans was determined,1,Homo sapiens,Intermediate,,506.0,,9606.0,1A9,,F,BAO_0000219,CHEMBL615179,56
,104835,D,7,,,,14578,,Functional antagonism by electrical assays in Xenopus oocytes expressing 1A/2A NMDA receptor subtype,1,Rattus norvegicus,Autocuration,,,,10116.0,Oocytes,,F,BAO_0000219,CHEMBL615180,57
,104821,D,7,,,,14578,,Functional antagonism by electrical assays in Xenopus oocytes expressing the 1A/2B NMDA receptor,1,Rattus norvegicus,Autocuration,,,,10116.0,Oocytes,,F,BAO_0000219,CHEMBL615181,58
,104848,D,7,,,,14578,,Functional antagonism by electrical assays in Xenopus oocytes expressing the 1A/2C NMDA receptor,1,Rattus norvegicus,Autocuration,,,,10116.0,Oocytes,,F,BAO_0000219,CHEMBL615182,59
,80002,N,1,,,,4787,,In vitro effective concentration required to reduce the number of human ovarian cancer (1A9) after 3-day incubation,1,Homo sapiens,Expert,,506.0,,9606.0,1A9,,F,BAO_0000219,CHEMBL615183,60
,80002,N,1,,,,4787,,In vitro effective concentration required to reduce the number of human ovarian cancer cells (1A9) after 3-day incubation,1,Homo sapiens,Intermediate,,506.0,,9606.0,1A9,,F,BAO_0000219,CHEMBL615184,61
,80002,N,1,,,,3547,,Cytotoxic activity against human ovarian cancer (1A9) cell line,1,Homo sapiens,Intermediate,,506.0,,9606.0,1A9,,F,BAO_0000219,CHEMBL615185,62
,80002,N,1,,,,3547,,Cytotoxic activity against human ovarian cancer (1A9) cell line; ND=Not determined,1,Homo sapiens,Intermediate,,506.0,,9606.0,1A9,,F,BAO_0000219,CHEMBL615186,63
,80002,N,1,,,,6726,,Effective dose of compound against replication of 1A9 cell line was evaluated,1,Homo sapiens,Intermediate,,506.0,,9606.0,1A9,,F,BAO_0000219,CHEMBL615187,64
,80002,N,1,,,,3455,,In vitro cytotoxic activity was determined against ovarian cancer (1A9) cell line,1,Homo sapiens,Expert,,506.0,,9606.0,1A9,,F,BAO_0000219,CHEMBL885343,65
,80002,N,1,,,,5726,,In vitro cytotoxicity evaluated against human ovarian cancer (1A9 cell line),1,Homo sapiens,Intermediate,,506.0,,9606.0,1A9,,F,BAO_0000219,CHEMBL615188,66
,80002,N,1,,,,5726,,In vitro cytotoxicity evaluated against human ovarian cancer (1A9 cell line); NA is not active,1,Homo sapiens,Intermediate,,506.0,,9606.0,1A9,,F,BAO_0000219,CHEMBL615189,67
,80002,N,1,,,,5726,,In vitro percent inhibition evaluated against human ovarian cancer (1A9 cell line) at >20 ug/mL,1,Homo sapiens,Intermediate,,506.0,,9606.0,1A9,,F,BAO_0000219,CHEMBL615190,68
,80002,N,1,,,,3395,,Inhibitory activity against Taxol resistant 1A9 cell lines,1,Homo sapiens,Intermediate,,506.0,,9606.0,1A9,,F,BAO_0000219,CHEMBL615191,69
,80002,N,1,,,,3415,,Cytotoxicity against human ovarian cancer (1A9) cell lines.,1,Homo sapiens,Expert,,506.0,,9606.0,1A9,,F,BAO_0000219,CHEMBL615192,70
,80002,N,1,,,,3415,,Percentage inhibition of human ovarian cancer (1A9) cell lines.,1,Homo sapiens,Expert,,506.0,,9606.0,1A9,,F,BAO_0000219,CHEMBL827083,71
,80002,N,1,,,,17099,,Effective dose required for inhibitory activity against 1A9 human tumor cell line.,1,Homo sapiens,Expert,,506.0,,9606.0,1A9,,F,BAO_0000219,CHEMBL615193,72
,80002,N,1,,,,17099,,Percent inhibition against 1A9 human tumor cell line at 0.10 ug/mL,1,Homo sapiens,Intermediate,,506.0,,9606.0,1A9,,F,BAO_0000219,CHEMBL615194,73
,80002,N,1,,,,17099,,Percent inhibition against 1A9 human tumor cell line at <0.00008 ug/mL,1,Homo sapiens,Intermediate,,506.0,,9606.0,1A9,,F,BAO_0000219,CHEMBL615195,74
,80002,N,1,,,,17099,,Percent inhibition against 1A9 human tumor cell line at >10 ug/mL,1,Homo sapiens,Intermediate,,506.0,,9606.0,1A9,,F,BAO_0000219,CHEMBL615196,75
,81072,N,1,,,,17721,,Inhibitory concentration against Jurkat cells,1,Homo sapiens,Intermediate,,503.0,,9606.0,Jurkat,,F,BAO_0000219,CHEMBL615197,76
,22226,U,0,,,,1229,,In vitro anticancer activity against 2 NCI SCLC cell lines; inactive,1,,Intermediate,,,,,,,F,BAO_0000019,CHEMBL615198,77
,100121,D,9,,,,11347,,Inhibition of cytochrome P450 progesterone 2-alpha-hydroxylase,1,Rattus norvegicus,Expert,,,,10116.0,,,A,BAO_0000357,CHEMBL615199,78
,11231,H,8,,,,17117,,"In vitro inhibition of human 2,3-oxidosqualene cyclase.",1,,Expert,,,,,,,B,BAO_0000357,CHEMBL615200,79
,11231,H,8,,,,17117,,"In vitro inhibition of human 2,3-oxidosqualene cyclase.",1,,Expert,,,,,,,B,BAO_0000357,CHEMBL615201,80
,11231,H,8,,,,17117,,"In vitro inhibition of human 2,3-oxidosqualene cyclase at 100 nM.",1,,Expert,,,,,,,B,BAO_0000357,CHEMBL615202,81
,11231,H,8,,,Microsomes,11375,,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene cyclase in Candida albicans microsomes",1,Candida albicans,Autocuration,,,,5476.0,,,B,BAO_0000251,CHEMBL615203,82
,11231,H,8,,,Microsomes,11375,,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in Candida albicans microsomes",1,Candida albicans,Autocuration,,,,5476.0,,,B,BAO_0000251,CHEMBL615204,83
,11231,H,8,,,Microsomes,11375,,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene cyclase in Saccharomyces cerevisiae microsomes",1,Saccharomyces cerevisiae,Autocuration,,,,4932.0,,,B,BAO_0000251,CHEMBL615205,84
,11231,H,8,,,Microsomes,11375,,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in Saccharomyces cerevisiae microsomes",1,Saccharomyces cerevisiae,Autocuration,,,,4932.0,,,B,BAO_0000251,CHEMBL615206,85
Liver,12083,H,8,,,Microsomes,11375,,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in pig liver microsomes",1,Sus scrofa,Autocuration,,,,9823.0,,2107.0,B,BAO_0000251,CHEMBL615207,86
,11231,H,8,,,,791,,"Concentration required to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase",1,Rattus norvegicus,Autocuration,,,,10116.0,,,B,BAO_0000019,CHEMBL827084,87
,11231,H,8,,,,791,,"Concentration required to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase (OSC)",1,Rattus norvegicus,Autocuration,,,,10116.0,,,B,BAO_0000019,CHEMBL615208,88
,11231,H,8,,,,791,,"Evaluated for its activity to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase, activity expressed as Ki",1,Rattus norvegicus,Autocuration,,,,10116.0,,,B,BAO_0000019,CHEMBL615209,89
Liver,12083,D,9,,,Microsomes,11375,,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene cyclase in rat liver microsomes",1,Rattus norvegicus,Autocuration,,,,10116.0,,2107.0,B,BAO_0000251,CHEMBL615210,90
Liver,12083,D,9,,,Microsomes,11375,,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in rat liver microsomes",1,Rattus norvegicus,Autocuration,,,,10116.0,,2107.0,B,BAO_0000251,CHEMBL615211,91
Liver,12083,D,9,,,Microsomes,153,,"Compound was evaluated for inhibitory activity against 2,3-oxidosqualene-lanosterol cyclase in rat liver microsomes",1,Rattus norvegicus,Autocuration,,,,10116.0,,2107.0,B,BAO_0000251,CHEMBL615212,92
,11377,H,8,,,,8269,,Molar concentration needed to give 50% prevention of 2-5A (Adenosine dependent endoribonuclease),1,,Expert,,,,,,,B,BAO_0000357,CHEMBL615213,93
,11377,H,8,,,,8269,,Molar concentration required to displace 50% of the radiolabeled probe from 2-5A (Adenosine dependent endoribonuclease) in endonuclease-nitrocellulose complex,1,,Expert,,,,,,,B,BAO_0000357,CHEMBL615273,94
,81020,N,1,,,,17653,,In vitro cytotoxic concentration required to inhibit hepatitisB virus (HBV) replication in 2.2.15 cell line,1,Homo sapiens,Expert,,726.0,,9606.0,HepG2,,F,BAO_0000219,CHEMBL615274,95
,81020,N,1,,,,14277,,50% Effective concentration of compound required for inhibiting intracellular viral replicative intermediate DNA in HBV-transfected 2.2.15 cell line.,1,Homo sapiens,Intermediate,,726.0,,9606.0,HepG2,,F,BAO_0000219,CHEMBL615275,96
,81020,N,1,,,,1717,,Antiviral activity against Hepatitis B virus in 2.2.15 cell line,1,Homo sapiens,Intermediate,,726.0,,9606.0,HepG2,,F,BAO_0000219,CHEMBL615276,97
,81020,N,1,,,,14091,,In vitro effective concentration against hepatitis B virus was determined in 2.2.15 cells,1,Homo sapiens,Intermediate,,726.0,,9606.0,HepG2,,F,BAO_0000219,CHEMBL615277,98
,81020,N,1,,,,14091,,In vitro effective concentration against hepatitis B virus was determined in 2.2.15 cells; Not determined,1,Homo sapiens,Intermediate,,726.0,,9606.0,HepG2,,F,BAO_0000219,CHEMBL615326,99
,50606,N,1,,,,17653,,In vitro effective concentration required to inhibit hepatitisB virus (HBV) replication in 2.2.15 cell line,1,Hepatitis B virus,Expert,,,,10407.0,,,F,BAO_0000218,CHEMBL883130,100
,81020,N,1,,,,13105,,Ability to inhibit the episomal HBV-DNA in 2.2.15 cells.,1,Homo sapiens,Intermediate,,726.0,,9606.0,HepG2,,F,BAO_0000219,CHEMBL884519,101
,81020,N,1,,,,1717,,Concentration required to inhibit 50% of 2.2.15 cell line,1,Homo sapiens,Intermediate,,726.0,,9606.0,HepG2,,F,BAO_0000219,CHEMBL615327,102
,81020,N,1,,,,13105,,Anti viral activity against 2.2.15 cells (concentration required to reduce the log phase cell growth by 50%).,1,Homo sapiens,Intermediate,,726.0,,9606.0,HepG2,,A,BAO_0000219,CHEMBL615328,103
,50587,N,1,,,,13600,,Cytotoxic activity of compound against uninfected 2.2.15 cells.,1,Homo sapiens,Intermediate,,,,9606.0,2.2.15,,F,BAO_0000218,CHEMBL615329,104
,50587,N,1,,,,13467,,Anti hepatitis-B virus activity was evaluated in 2.2.15 cells.,1,Homo sapiens,Intermediate,,,,9606.0,2.2.15,,F,BAO_0000218,CHEMBL615330,105
,50606,N,1,,,,17477,,"Inhibition of the replication of HBV in 2.2.15 cells, by DNA hybridization assay",1,Hepatitis B virus,Expert,,,,10407.0,2.2.15,,F,BAO_0000218,CHEMBL615331,106
,50587,N,1,,,,1593,,In vitro anti-HBV activity in 2.2.15 cells,1,Homo sapiens,Intermediate,,,,9606.0,2.2.15,,F,BAO_0000218,CHEMBL615332,107
,50587,N,1,,,,1593,,In vitro anti-HBV activity in 2.2.15 cells; Not determined,1,Homo sapiens,Intermediate,,,,9606.0,2.2.15,,F,BAO_0000218,CHEMBL615333,108
,50587,N,1,,,,15089,,The compound was tested in vitro for the anti-HBV activity against 2.2.15 cells,1,Homo sapiens,Intermediate,,,,9606.0,2.2.15,,F,BAO_0000218,CHEMBL615334,109
,50587,N,1,,,,15089,,The compound was tested in vitro for the anti-HBV activity in 2.2.15 cells,1,Homo sapiens,Intermediate,,,,9606.0,2.2.15,,F,BAO_0000218,CHEMBL615335,110
,50587,N,1,,,,1593,,Cytotoxicity in 2.2.15 cells,1,Homo sapiens,Intermediate,,,,9606.0,2.2.15,,F,BAO_0000218,CHEMBL615336,111
,50587,N,1,,,,1593,,Cytotoxicity in 2.2.15 cells; Not determined,1,Homo sapiens,Intermediate,,,,9606.0,2.2.15,,F,BAO_0000218,CHEMBL615337,112
,50587,N,1,,,,13600,,Inhibitory activity of compound against hepatitis B virus (HBV) in growing cultures of 2.2.15 cells,1,Homo sapiens,Intermediate,,,,9606.0,2.2.15,,F,BAO_0000218,CHEMBL615338,113
,50587,N,1,,,,13467,,The growth inhibition activity for the compound was evaluated in 2.2.15 cells.,1,Homo sapiens,Intermediate,,,,9606.0,2.2.15,,F,BAO_0000218,CHEMBL615339,114
,50587,N,1,,,,13467,,Selectivity index was determined from the ratio of IC50 to the EC50 values evaluated in 2.2.15 cells.,1,Homo sapiens,Intermediate,,,,9606.0,2.2.15,,F,BAO_0000218,CHEMBL615340,115
,81020,N,1,,,,14764,,Antiviral activity against HBV was determined in 2.215 cell line,1,Homo sapiens,Intermediate,,726.0,,9606.0,HepG2,,F,BAO_0000219,CHEMBL615341,116
,22226,U,0,,,Microsomes,6531,,Inhibition of 20-HETE synthesis in human renal microsomes,1,Homo sapiens,Autocuration,,,,9606.0,,,B,BAO_0000251,CHEMBL615342,117
,22226,U,0,,,,17322,,Inhibitory activity against 20-HETE production from arachidonic acid using human renal microsome 20-HETE synthase.,1,,Autocuration,,,,,,,B,BAO_0000019,CHEMBL615343,118
,80612,N,1,,,,17072,,Inhibitory concentration against 2008 (ovarian) cells,1,Homo sapiens,Intermediate,,388.0,,9606.0,2008,,F,BAO_0000219,CHEMBL615344,119
,80612,N,1,,,,16936,,50% Growth inhibitory concentration( GI 50 ) by using 2008 human ovarian carcinoma cell lines.,1,Homo sapiens,Intermediate,,388.0,,9606.0,2008,,F,BAO_0000219,CHEMBL615345,120
,80612,N,1,,,,16936,,Compound was tested for 50% growth inhibitory concentration by using human ovarian carcinoma cell lines (2008),1,Homo sapiens,Intermediate,,388.0,,9606.0,2008,,F,BAO_0000219,CHEMBL615346,121
,80612,N,1,,,,17146,,Direct cytotoxicity against the selected tumor cell line 2008 was determined especially on ovarian adenocarcinoma derived cells,1,Homo sapiens,Intermediate,,388.0,,9606.0,2008,,F,BAO_0000219,CHEMBL615347,122
,80612,N,1,,,,17146,,Direct cytotoxicity against the selected tumor cell line 2008 was determined especially on ovarian adenocarcinoma derived cells; not detected,1,Homo sapiens,Intermediate,,388.0,,9606.0,2008,,F,BAO_0000219,CHEMBL615348,123
,80613,N,1,,,,10797,,In vitro inhibition of 2008/R ovarian cancer cell line,1,Homo sapiens,Intermediate,,561.0,,9606.0,2008/R,,F,BAO_0000219,CHEMBL827085,124
,80613,N,1,,,,10797,,In vitro inhibition of 2008/R ovarian cancer cell line; NA= Not achievable,1,Homo sapiens,Intermediate,,561.0,,9606.0,2008/R,,F,BAO_0000219,CHEMBL615349,125
,80614,N,1,,,,10797,,In vitro inhibition of 2008/S ovarian cancer cell line,1,Homo sapiens,Intermediate,,389.0,,9606.0,2008/S,,F,BAO_0000219,CHEMBL615350,126
,80614,N,1,,,,10797,,In vitro inhibition of 2008/S ovarian cancer cell line; NA= Not achievable,1,Homo sapiens,Intermediate,,389.0,,9606.0,2008/S,,F,BAO_0000219,CHEMBL615351,127
,100256,S,2,,,,4823,,Tested in vitro for inhibition of chymotrypsin like activity of purified human 20S proteasome,1,Homo sapiens,Expert,,,,9606.0,,,B,BAO_0000220,CHEMBL615352,128
,100256,S,2,,,,12912,,Compound was evaluated for inhibitory activity against 20S proteasome from human liver and brain,1,Homo sapiens,Intermediate,,,,9606.0,,,B,BAO_0000220,CHEMBL615353,129
,100256,S,2,,,,2957,,Inhibition of chymotrypsin-like activity of 20S proteasome,1,,Expert,,,,,,,B,BAO_0000220,CHEMBL615354,130
,100256,S,2,,,,2957,,Inhibition of chymotrypsin-like activity of 20S proteasome; value ranges from 10-20 uM,1,,Expert,,,,,,,B,BAO_0000220,CHEMBL615355,131
,100256,S,2,,,,3260,,Inhibitory activity against 20S proteosome,1,,Intermediate,,,,,,,B,BAO_0000220,CHEMBL615356,132
,22226,U,0,,,,3451,,Compound was tested for inhibitory activity against tryptase,1,Homo sapiens,Autocuration,,,,9606.0,,,B,BAO_0000019,CHEMBL615357,133
,81020,N,1,,,,13885,,Concentration required to inhibit 50% of extracellular circular replication of HBV DNA using 2215 cell line,1,Homo sapiens,Intermediate,,726.0,,9606.0,HepG2,,F,BAO_0000219,CHEMBL615358,134
,81020,N,1,,,,13885,,Concentration required to inhibit 50% of intracellular circular replication of HBV DNA using 2215 cell line,1,Homo sapiens,Intermediate,,726.0,,9606.0,HepG2,,F,BAO_0000219,CHEMBL827086,135
,22226,U,0,,,,3676,,Compound was tested for the inhibition of Alpha-glucosidase,1,,Autocuration,,,,,,,B,BAO_0000019,CHEMBL615359,136
,235,H,8,,,,6043,,Inhibitory concentration against human neutrophil elastase (HNE),1,,Autocuration,,,,,,,B,BAO_0000357,CHEMBL615360,137
Heart,22226,U,0,,,,11140,,Change in heart rate was expressed in percent at at a dose 0.002 mg/kg iv in anesthetized rat,1,Rattus norvegicus,Autocuration,,,,10116.0,,948.0,F,BAO_0000218,CHEMBL615361,138
