FisY,SePer,CFLI,Deser,SeNa,KnowFDeve,CIDABuDeliMo,ChIs,UntAmoProBu,ProjNu,ClChAdap,FSTCPer,AmoSp,IRTCPer,PBAT,UrbIss,YouIs,IndigIs,DisIs,ICTAAToFDevelo,GenEqua,OrganID,OrgaNa,OrganiTy,OrganiCl,OrganS,ContID,ContNa,ProjBroCounID,CoRegID,CoRegN,CounRePe,SecID
2009/2010,1.0,0,0,Material relief assistance and services,0,Core Funding,0,3000000.0,M013172001,0,0.0,900000.0,0.0,Not PBA,0,0,0,0,0,1,1014663,ICRC Appeals via CRCS,Canadian Non-Profit Making,Civil Society,INTERNATIONAL NGO,3,Asia,X3,X3,Asia MC,0.3,72010
2009/2010,1.0,0,0,Material relief assistance and services,0,Core Funding,0,3000000.0,M013172001,0,0.0,150000.0,0.0,Not PBA,0,0,0,0,0,1,1014663,ICRC Appeals via CRCS,Canadian Non-Profit Making,Civil Society,INTERNATIONAL NGO,5,Europe,X4,X4,Europe MC,0.05,72010
2009/2010,1.0,0,0,Material relief assistance and services,0,Core Funding,0,3000000.0,M013173001,0,0.0,1500000.0,0.0,Not PBA,0,0,0,0,0,1,1014663,ICRC Appeals via CRCS,Canadian Non-Profit Making,Civil Society,INTERNATIONAL NGO,2,Africa,X1,X1,Africa MC,0.5,72010
2009/2010,1.0,0,0,Material relief assistance and services,0,Core Funding,0,3000000.0,M013173001,0,0.0,450000.0,0.0,Not PBA,0,0,0,0,0,1,1014663,ICRC Appeals via CRCS,Canadian Non-Profit Making,Civil Society,INTERNATIONAL NGO,1,America,X2,X2,Americas MC,0.15,72010
2009/2010,1.0,0,0,Material relief assistance and services,0,Core Funding,0,3000000.0,M013173001,0,0.0,900000.0,0.0,Not PBA,0,0,0,0,0,1,1014663,ICRC Appeals via CRCS,Canadian Non-Profit Making,Civil Society,INTERNATIONAL NGO,3,Asia,X3,X3,Asia MC,0.3,72010
2009/2010,1.0,0,0,Material relief assistance and services,0,Core Funding,0,3000000.0,M013173001,0,0.0,150000.0,0.0,Not PBA,0,0,0,0,0,1,1014663,ICRC Appeals via CRCS,Canadian Non-Profit Making,Civil Society,INTERNATIONAL NGO,5,Europe,X4,X4,Europe MC,0.05,72010
2009/2010,1.0,0,0,Material relief assistance and services,0,Responsive,0,500000.0,M013174001,0,0.0,500000.0,0.0,Not PBA,0,0,0,0,0,0,1015332,Mines Advisory Group,Foreign Non-Profit Making,Civil Society,NGO,3,Asia,LK,LK,Sri Lanka,1.0,72010
2009/2010,1.0,0,0,Material relief assistance and services,0,Responsive,0,500000.0,M013175001,0,0.0,500000.0,0.0,Not PBA,0,0,0,0,0,0,1015331,The Halo Trust,Foreign Non-Profit Making,Civil Society,NGO,3,Asia,LK,LK,Sri Lanka,1.0,72010
2009/2010,1.0,0,0,Relief co-ordination; protection and support services,1,Responsive,0,600000.0,M013176001,0,0.0,150000.0,0.0,Not PBA,0,0,0,0,0,0,1002035,International Crisis Group,Foreign Non-Profit Making,Civil Society,NGO,2,Africa,X1,X1,Africa MC,0.5,72050
2009/2010,1.0,0,0,Relief co-ordination; protection and support services,1,Responsive,0,600000.0,M013176001,0,0.0,30000.0,0.0,Not PBA,0,0,0,0,0,0,1002035,International Crisis Group,Foreign Non-Profit Making,Civil Society,NGO,1,America,X2,X2,Americas MC,0.1,72050
2009/2010,1.0,0,0,Relief co-ordination; protection and support services,1,Responsive,0,600000.0,M013176001,0,0.0,90000.0,0.0,Not PBA,0,0,0,0,0,0,1002035,International Crisis Group,Foreign Non-Profit Making,Civil Society,NGO,3,Asia,X3,X3,Asia MC,0.3,72050
2009/2010,1.0,0,0,Relief co-ordination; protection and support services,1,Responsive,0,600000.0,M013176001,0,0.0,30000.0,0.0,Not PBA,0,0,0,0,0,0,1002035,International Crisis Group,Foreign Non-Profit Making,Civil Society,NGO,5,Europe,X4,X4,Europe MC,0.1,72050
2009/2010,1.0,0,0,Emergency food aid,0,Responsive,0,1800000.0,M013177001,0,0.0,500000.0,0.0,Not PBA,0,0,0,0,0,0,1001721,WFP - World Food Programme,Foreign Non-Profit Making,Multilateral,UNITED NATIONS,3,Asia,YE,YE,Yemen,1.0,72040
2009/2010,1.0,0,0,Emergency food aid,0,Responsive,0,3000000.0,M013178001,0,0.0,1500000.0,0.0,Not PBA,0,0,0,0,0,0,1001721,WFP - World Food Programme,Foreign Non-Profit Making,Multilateral,UNITED NATIONS,1,America,CO,CO,Colombia,1.0,72040
2009/2010,1.0,0,0,Emergency food aid,0,Responsive,0,6500000.0,M013180001,0,0.0,6500000.0,0.0,Not PBA,0,0,0,0,0,1,1001721,WFP - World Food Programme,Foreign Non-Profit Making,Multilateral,UNITED NATIONS,2,Africa,TD,TD,Chad,1.0,72040
2009/2010,1.0,0,0,Emergency food aid,0,Responsive,0,22450000.0,M013181001,0,0.0,3950000.0,0.0,Not PBA,0,0,0,0,0,0,1001721,WFP - World Food Programme,Foreign Non-Profit Making,Multilateral,UNITED NATIONS,2,Africa,SD,SD,Sudan,1.0,72040
2009/2010,1.0,0,0,Material relief assistance and services,0,Core Funding,0,14000000.0,M013182001,0,0.0,6300000.0,0.0,Not PBA,0,0,0,0,0,1,1001730,UNHCR - United Nations High Commissioner for Refugees,Foreign Non-Profit Making,Multilateral,UNITED NATIONS,2,Africa,X1,X1,Africa MC,0.45,72010
2009/2010,1.0,0,0,Material relief assistance and services,0,Core Funding,0,14000000.0,M013182001,0,0.0,700000.0,0.0,Not PBA,0,0,0,0,0,1,1001730,UNHCR - United Nations High Commissioner for Refugees,Foreign Non-Profit Making,Multilateral,UNITED NATIONS,1,America,X2,X2,Americas MC,0.05,72010
2009/2010,1.0,0,0,Material relief assistance and services,0,Core Funding,0,14000000.0,M013182001,0,0.0,6300000.0,0.0,Not PBA,0,0,0,0,0,1,1001730,UNHCR - United Nations High Commissioner for Refugees,Foreign Non-Profit Making,Multilateral,UNITED NATIONS,3,Asia,X3,X3,Asia MC,0.45,72010
2009/2010,1.0,0,0,Material relief assistance and services,0,Core Funding,0,14000000.0,M013182001,0,0.0,700000.0,0.0,Not PBA,0,0,0,0,0,1,1001730,UNHCR - United Nations High Commissioner for Refugees,Foreign Non-Profit Making,Multilateral,UNITED NATIONS,5,Europe,X4,X4,Europe MC,0.05,72010
2009/2010,1.0,0,0,Material relief assistance and services,0,Responsive,0,500000.0,M013183001,0,0.0,500000.0,0.0,Not PBA,0,0,0,0,0,0,1014663,ICRC Appeals via CRCS,Canadian Non-Profit Making,Civil Society,INTERNATIONAL NGO,3,Asia,X3,X3,Asia MC,1.0,72010
2009/2010,1.0,0,0,Relief co-ordination; protection and support services,0,Responsive,0,2700000.0,M013184001,0,0.0,1350000.0,0.0,Not PBA,0,0,0,0,0,0,1003586,OCHA - Office for the Coordination of Humanitarian Affairs,Foreign Non-Profit Making,Multilateral,UNITED NATIONS,2,Africa,X1,X1,Africa MC,0.5,72050
2009/2010,1.0,0,0,Relief co-ordination; protection and support services,0,Responsive,0,2700000.0,M013184001,0,0.0,405000.0,0.0,Not PBA,0,0,0,0,0,0,1003586,OCHA - Office for the Coordination of Humanitarian Affairs,Foreign Non-Profit Making,Multilateral,UNITED NATIONS,1,America,X2,X2,Americas MC,0.15,72050
2009/2010,1.0,0,0,Relief co-ordination; protection and support services,0,Responsive,0,2700000.0,M013184001,0,0.0,810000.0,0.0,Not PBA,0,0,0,0,0,0,1003586,OCHA - Office for the Coordination of Humanitarian Affairs,Foreign Non-Profit Making,Multilateral,UNITED NATIONS,3,Asia,X3,X3,Asia MC,0.3,72050
2009/2010,1.0,0,0,Relief co-ordination; protection and support services,0,Responsive,0,2700000.0,M013184001,0,0.0,135000.0,0.0,Not PBA,0,0,0,0,0,0,1003586,OCHA - Office for the Coordination of Humanitarian Affairs,Foreign Non-Profit Making,Multilateral,UNITED NATIONS,5,Europe,X4,X4,Europe MC,0.05,72050
2009/2010,0.2,0,0,Agricultural policy and administrative management,0,Responsive,0,30000000.0,M013185001,0,0.1,39000.0,0.0,Not PBA,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,3,Asia,AF,AF,Afghanistan,0.0065,31110
2009/2010,0.2,0,0,Agricultural development,0,Responsive,0,30000000.0,M013185001,0,0.1,39000.0,0.0,Not PBA,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,3,Asia,AF,AF,Afghanistan,0.0065,31120
2009/2010,0.1,0,0,Agricultural inputs,0,Responsive,0,30000000.0,M013185001,0,0.1,19500.0,0.0,Not PBA,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,3,Asia,AF,AF,Afghanistan,0.0065,31150
2009/2010,0.1,0,0,Food crop production,0,Responsive,0,30000000.0,M013185001,0,0.1,19500.0,0.0,Not PBA,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,3,Asia,AF,AF,Afghanistan,0.0065,31161
2009/2010,0.1,0,0,Agricultural extension,0,Responsive,0,30000000.0,M013185001,0,0.1,19500.0,0.0,Not PBA,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,3,Asia,AF,AF,Afghanistan,0.0065,31166
2009/2010,0.1,0,0,Agricultural research,0,Responsive,0,30000000.0,M013185001,0,0.1,19500.0,0.0,Not PBA,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,3,Asia,AF,AF,Afghanistan,0.0065,31182
2009/2010,0.1,0,0,Agricultural services,0,Responsive,0,30000000.0,M013185001,0,0.1,19500.0,0.0,Not PBA,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,3,Asia,AF,AF,Afghanistan,0.0065,31191
2009/2010,0.1,0,0,Agricultural financial services,0,Responsive,0,30000000.0,M013185001,0,0.1,19500.0,0.0,Not PBA,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,3,Asia,AF,AF,Afghanistan,0.0065,31193
2009/2010,0.2,0,0,Agricultural policy and administrative management,0,Responsive,0,30000000.0,M013185001,0,0.1,630000.0,0.0,Not PBA,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,3,Asia,BD,BD,Bangladesh,0.105,31110
2009/2010,0.2,0,0,Agricultural development,0,Responsive,0,30000000.0,M013185001,0,0.1,630000.0,0.0,Not PBA,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,3,Asia,BD,BD,Bangladesh,0.105,31120
2009/2010,0.1,0,0,Agricultural inputs,0,Responsive,0,30000000.0,M013185001,0,0.1,315000.0,0.0,Not PBA,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,3,Asia,BD,BD,Bangladesh,0.105,31150
2009/2010,0.1,0,0,Food crop production,0,Responsive,0,30000000.0,M013185001,0,0.1,315000.0,0.0,Not PBA,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,3,Asia,BD,BD,Bangladesh,0.105,31161
2009/2010,0.1,0,0,Agricultural extension,0,Responsive,0,30000000.0,M013185001,0,0.1,315000.0,0.0,Not PBA,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,3,Asia,BD,BD,Bangladesh,0.105,31166
2009/2010,0.1,0,0,Agricultural research,0,Responsive,0,30000000.0,M013185001,0,0.1,315000.0,0.0,Not PBA,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,3,Asia,BD,BD,Bangladesh,0.105,31182
2009/2010,0.1,0,0,Agricultural services,0,Responsive,0,30000000.0,M013185001,0,0.1,315000.0,0.0,Not PBA,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,3,Asia,BD,BD,Bangladesh,0.105,31191
2009/2010,0.1,0,0,Agricultural financial services,0,Responsive,0,30000000.0,M013185001,0,0.1,315000.0,0.0,Not PBA,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,3,Asia,BD,BD,Bangladesh,0.105,31193
2009/2010,0.2,0,0,Agricultural policy and administrative management,0,Responsive,0,30000000.0,M013185001,0,0.1,48600.0,0.0,Not PBA,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,BI,BI,Burundi,0.0081,31110
2009/2010,0.2,0,0,Agricultural development,0,Responsive,0,30000000.0,M013185001,0,0.1,48600.0,0.0,Not PBA,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,BI,BI,Burundi,0.0081,31120
2009/2010,0.1,0,0,Agricultural inputs,0,Responsive,0,30000000.0,M013185001,0,0.1,24300.0,0.0,Not PBA,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,BI,BI,Burundi,0.0081,31150
2009/2010,0.1,0,0,Food crop production,0,Responsive,0,30000000.0,M013185001,0,0.1,24300.0,0.0,Not PBA,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,BI,BI,Burundi,0.0081,31161
2009/2010,0.1,0,0,Agricultural extension,0,Responsive,0,30000000.0,M013185001,0,0.1,24300.0,0.0,Not PBA,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,BI,BI,Burundi,0.0081,31166
2009/2010,0.1,0,0,Agricultural research,0,Responsive,0,30000000.0,M013185001,0,0.1,24300.0,0.0,Not PBA,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,BI,BI,Burundi,0.0081,31182
2009/2010,0.1,0,0,Agricultural services,0,Responsive,0,30000000.0,M013185001,0,0.1,24300.0,0.0,Not PBA,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,BI,BI,Burundi,0.0081,31191
2009/2010,0.1,0,0,Agricultural financial services,0,Responsive,0,30000000.0,M013185001,0,0.1,24300.0,0.0,Not PBA,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,BI,BI,Burundi,0.0081,31193
2009/2010,0.2,0,0,Agricultural policy and administrative management,0,Responsive,0,30000000.0,M013185001,0,0.1,43800.0,0.0,Not PBA,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,BJ,BJ,Benin,0.0073,31110
2009/2010,0.2,0,0,Agricultural development,0,Responsive,0,30000000.0,M013185001,0,0.1,43800.0,0.0,Not PBA,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,BJ,BJ,Benin,0.0073,31120
2009/2010,0.1,0,0,Agricultural inputs,0,Responsive,0,30000000.0,M013185001,0,0.1,21900.0,0.0,Not PBA,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,BJ,BJ,Benin,0.0073,31150
2009/2010,0.1,0,0,Food crop production,0,Responsive,0,30000000.0,M013185001,0,0.1,21900.0,0.0,Not PBA,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,BJ,BJ,Benin,0.0073,31161
2009/2010,0.1,0,0,Agricultural extension,0,Responsive,0,30000000.0,M013185001,0,0.1,21900.0,0.0,Not PBA,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,BJ,BJ,Benin,0.0073,31166
2009/2010,0.1,0,0,Agricultural research,0,Responsive,0,30000000.0,M013185001,0,0.1,21900.0,0.0,Not PBA,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,BJ,BJ,Benin,0.0073,31182
2009/2010,0.1,0,0,Agricultural services,0,Responsive,0,30000000.0,M013185001,0,0.1,21900.0,0.0,Not PBA,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,BJ,BJ,Benin,0.0073,31191
2009/2010,0.1,0,0,Agricultural financial services,0,Responsive,0,30000000.0,M013185001,0,0.1,21900.0,0.0,Not PBA,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,BJ,BJ,Benin,0.0073,31193
2009/2010,0.2,0,0,Agricultural policy and administrative management,0,Responsive,0,30000000.0,M013185001,0,0.1,34200.0,0.0,Not PBA,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,CF,CF,Central Afr.Rep,0.0057,31110
2009/2010,0.2,0,0,Agricultural development,0,Responsive,0,30000000.0,M013185001,0,0.1,34200.0,0.0,Not PBA,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,CF,CF,Central Afr.Rep,0.0057,31120
2009/2010,0.1,0,0,Agricultural inputs,0,Responsive,0,30000000.0,M013185001,0,0.1,17100.0,0.0,Not PBA,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,CF,CF,Central Afr.Rep,0.0057,31150
2009/2010,0.1,0,0,Food crop production,0,Responsive,0,30000000.0,M013185001,0,0.1,17100.0,0.0,Not PBA,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,CF,CF,Central Afr.Rep,0.0057,31161
2009/2010,0.1,0,0,Agricultural extension,0,Responsive,0,30000000.0,M013185001,0,0.1,17100.0,0.0,Not PBA,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,CF,CF,Central Afr.Rep,0.0057,31166
2009/2010,0.1,0,0,Agricultural research,0,Responsive,0,30000000.0,M013185001,0,0.1,17100.0,0.0,Not PBA,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,CF,CF,Central Afr.Rep,0.0057,31182
2009/2010,0.1,0,0,Agricultural services,0,Responsive,0,30000000.0,M013185001,0,0.1,17100.0,0.0,Not PBA,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,CF,CF,Central Afr.Rep,0.0057,31191
2009/2010,0.1,0,0,Agricultural financial services,0,Responsive,0,30000000.0,M013185001,0,0.1,17100.0,0.0,Not PBA,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,CF,CF,Central Afr.Rep,0.0057,31193
2009/2010,0.2,0,0,Agricultural policy and administrative management,0,Responsive,0,30000000.0,M013185001,0,0.1,24000.0,0.0,Not PBA,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,DJ,DJ,Djibouti,0.004,31110
2009/2010,0.2,0,0,Agricultural development,0,Responsive,0,30000000.0,M013185001,0,0.1,24000.0,0.0,Not PBA,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,DJ,DJ,Djibouti,0.004,31120
2009/2010,0.1,0,0,Agricultural inputs,0,Responsive,0,30000000.0,M013185001,0,0.1,12000.0,0.0,Not PBA,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,DJ,DJ,Djibouti,0.004,31150
2009/2010,0.1,0,0,Food crop production,0,Responsive,0,30000000.0,M013185001,0,0.1,12000.0,0.0,Not PBA,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,DJ,DJ,Djibouti,0.004,31161
2009/2010,0.1,0,0,Agricultural extension,0,Responsive,0,30000000.0,M013185001,0,0.1,12000.0,0.0,Not PBA,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,DJ,DJ,Djibouti,0.004,31166
2009/2010,0.1,0,0,Agricultural research,0,Responsive,0,30000000.0,M013185001,0,0.1,12000.0,0.0,Not PBA,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,DJ,DJ,Djibouti,0.004,31182
2009/2010,0.1,0,0,Agricultural services,0,Responsive,0,30000000.0,M013185001,0,0.1,12000.0,0.0,Not PBA,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,DJ,DJ,Djibouti,0.004,31191
2009/2010,0.1,0,0,Agricultural financial services,0,Responsive,0,30000000.0,M013185001,0,0.1,12000.0,0.0,Not PBA,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,DJ,DJ,Djibouti,0.004,31193
2009/2010,0.2,0,0,Agricultural policy and administrative management,0,Responsive,0,30000000.0,M013185001,0,0.1,1332000.0,0.0,Not PBA,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,ET,ET,Ethiopia,0.222,31110
2009/2010,0.2,0,0,Agricultural development,0,Responsive,0,30000000.0,M013185001,0,0.1,1332000.0,0.0,Not PBA,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,ET,ET,Ethiopia,0.222,31120
2009/2010,0.1,0,0,Agricultural inputs,0,Responsive,0,30000000.0,M013185001,0,0.1,666000.0,0.0,Not PBA,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,ET,ET,Ethiopia,0.222,31150
2009/2010,0.1,0,0,Food crop production,0,Responsive,0,30000000.0,M013185001,0,0.1,666000.0,0.0,Not PBA,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,ET,ET,Ethiopia,0.222,31161
2009/2010,0.1,0,0,Agricultural extension,0,Responsive,0,30000000.0,M013185001,0,0.1,666000.0,0.0,Not PBA,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,ET,ET,Ethiopia,0.222,31166
2009/2010,0.1,0,0,Agricultural research,0,Responsive,0,30000000.0,M013185001,0,0.1,666000.0,0.0,Not PBA,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,ET,ET,Ethiopia,0.222,31182
2009/2010,0.1,0,0,Agricultural services,0,Responsive,0,30000000.0,M013185001,0,0.1,666000.0,0.0,Not PBA,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,ET,ET,Ethiopia,0.222,31191
2009/2010,0.1,0,0,Agricultural financial services,0,Responsive,0,30000000.0,M013185001,0,0.1,666000.0,0.0,Not PBA,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,ET,ET,Ethiopia,0.222,31193
2009/2010,0.2,0,0,Agricultural policy and administrative management,0,Responsive,0,30000000.0,M013185001,0,0.1,48600.0,0.0,Not PBA,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,GN,GN,Guinea,0.0081,31110
2009/2010,0.2,0,0,Agricultural development,0,Responsive,0,30000000.0,M013185001,0,0.1,48600.0,0.0,Not PBA,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,GN,GN,Guinea,0.0081,31120
2009/2010,0.1,0,0,Agricultural inputs,0,Responsive,0,30000000.0,M013185001,0,0.1,24300.0,0.0,Not PBA,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,GN,GN,Guinea,0.0081,31150
2009/2010,0.1,0,0,Food crop production,0,Responsive,0,30000000.0,M013185001,0,0.1,24300.0,0.0,Not PBA,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,GN,GN,Guinea,0.0081,31161
2009/2010,0.1,0,0,Agricultural extension,0,Responsive,0,30000000.0,M013185001,0,0.1,24300.0,0.0,Not PBA,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,GN,GN,Guinea,0.0081,31166
