miller2_FiY,miller2_PBATy,miller2_CounRePe,miller2_Deser,miller2_OrgNa,miller2_UnAmProjBud,miller2_ICTAATFoDeve,miller2_SectNa,miller2_DiviID,miller2_Sta,miller2_IndiIs,miller2_SeN,miller2_CouReNa,miller2_RegiProg,miller2_CouRegID,miller2_TrDevel,miller2_Biodiv,miller2_UrIss,miller2_ChilIss,miller2_YoIss,miller2_DisaIs,miller2_KnoFoDevelo,miller2_GeEqua,miller2_OrganID,miller2_OrganiT,miller2_OrgaCla,miller2_OrgS,miller2_ConID,miller2_ContiN,miller2_ProjBrowCoID,miller2_SeID,miller2_SePerc,miller2_AmSp
2009/2010,Not PBA,0.3,0,ICRC Appeals via CRCS,3000000.0,0,MHO Huma Organization & Food Assistance,D5301,Terminating,0,Material relief assistance and services,Asia MC,0,X3,0,0,0,0,0,0,0,1,1014663,Canadian Non-Profit Making,Civil Society,INTERNATIONAL NGO,3,Asia,X3,72010,1.0,900000.0
2009/2010,Not PBA,0.05,0,ICRC Appeals via CRCS,3000000.0,0,MHO Huma Organization & Food Assistance,D5301,Terminating,0,Material relief assistance and services,Europe MC,0,X4,0,0,0,0,0,0,0,1,1014663,Canadian Non-Profit Making,Civil Society,INTERNATIONAL NGO,5,Europe,X4,72010,1.0,150000.0
2009/2010,Not PBA,0.5,0,ICRC Appeals via CRCS,3000000.0,0,MHO Huma Organization & Food Assistance,D5301,Terminating,0,Material relief assistance and services,Africa MC,0,X1,0,0,0,0,0,0,0,1,1014663,Canadian Non-Profit Making,Civil Society,INTERNATIONAL NGO,2,Africa,X1,72010,1.0,1500000.0
2009/2010,Not PBA,0.15,0,ICRC Appeals via CRCS,3000000.0,0,MHO Huma Organization & Food Assistance,D5301,Terminating,0,Material relief assistance and services,Americas MC,0,X2,0,0,0,0,0,0,0,1,1014663,Canadian Non-Profit Making,Civil Society,INTERNATIONAL NGO,1,America,X2,72010,1.0,450000.0
2009/2010,Not PBA,0.3,0,ICRC Appeals via CRCS,3000000.0,0,MHO Huma Organization & Food Assistance,D5301,Terminating,0,Material relief assistance and services,Asia MC,0,X3,0,0,0,0,0,0,0,1,1014663,Canadian Non-Profit Making,Civil Society,INTERNATIONAL NGO,3,Asia,X3,72010,1.0,900000.0
2009/2010,Not PBA,0.05,0,ICRC Appeals via CRCS,3000000.0,0,MHO Huma Organization & Food Assistance,D5301,Terminating,0,Material relief assistance and services,Europe MC,0,X4,0,0,0,0,0,0,0,1,1014663,Canadian Non-Profit Making,Civil Society,INTERNATIONAL NGO,5,Europe,X4,72010,1.0,150000.0
2009/2010,Not PBA,1.0,0,Mines Advisory Group,500000.0,0,MHI International Humanitarian Assis ops,D5301,Closed,0,Material relief assistance and services,Sri Lanka,0,LK,0,0,0,0,0,0,0,0,1015332,Foreign Non-Profit Making,Civil Society,NGO,3,Asia,LK,72010,1.0,500000.0
2009/2010,Not PBA,1.0,0,The Halo Trust,500000.0,0,MHI International Humanitarian Assis ops,D5301,Closed,0,Material relief assistance and services,Sri Lanka,0,LK,0,0,0,0,0,0,0,0,1015331,Foreign Non-Profit Making,Civil Society,NGO,3,Asia,LK,72010,1.0,500000.0
2009/2010,Not PBA,0.5,0,International Crisis Group,600000.0,0,MHO Huma Organization & Food Assistance,D5301,Closed,0,Relief co-ordination; protection and support services,Africa MC,0,X1,0,0,0,0,0,0,1,0,1002035,Foreign Non-Profit Making,Civil Society,NGO,2,Africa,X1,72050,1.0,150000.0
2009/2010,Not PBA,0.1,0,International Crisis Group,600000.0,0,MHO Huma Organization & Food Assistance,D5301,Closed,0,Relief co-ordination; protection and support services,Americas MC,0,X2,0,0,0,0,0,0,1,0,1002035,Foreign Non-Profit Making,Civil Society,NGO,1,America,X2,72050,1.0,30000.0
2009/2010,Not PBA,0.3,0,International Crisis Group,600000.0,0,MHO Huma Organization & Food Assistance,D5301,Closed,0,Relief co-ordination; protection and support services,Asia MC,0,X3,0,0,0,0,0,0,1,0,1002035,Foreign Non-Profit Making,Civil Society,NGO,3,Asia,X3,72050,1.0,90000.0
2009/2010,Not PBA,0.1,0,International Crisis Group,600000.0,0,MHO Huma Organization & Food Assistance,D5301,Closed,0,Relief co-ordination; protection and support services,Europe MC,0,X4,0,0,0,0,0,0,1,0,1002035,Foreign Non-Profit Making,Civil Society,NGO,5,Europe,X4,72050,1.0,30000.0
2009/2010,Not PBA,1.0,0,WFP - World Food Programme,1800000.0,0,MHI International Humanitarian Assis ops,D5301,Closed,0,Emergency food aid,Yemen,0,YE,0,0,0,0,0,0,0,0,1001721,Foreign Non-Profit Making,Multilateral,UNITED NATIONS,3,Asia,YE,72040,1.0,500000.0
2009/2010,Not PBA,1.0,0,WFP - World Food Programme,3000000.0,0,MHI International Humanitarian Assis ops,D5301,Closed,0,Emergency food aid,Colombia,0,CO,0,0,0,0,0,0,0,0,1001721,Foreign Non-Profit Making,Multilateral,UNITED NATIONS,1,America,CO,72040,1.0,1500000.0
2009/2010,Not PBA,1.0,0,WFP - World Food Programme,6500000.0,0,MHI International Humanitarian Assis ops,D5301,Closed,0,Emergency food aid,Chad,0,TD,0,0,0,0,0,0,0,1,1001721,Foreign Non-Profit Making,Multilateral,UNITED NATIONS,2,Africa,TD,72040,1.0,6500000.0
2009/2010,Not PBA,1.0,0,WFP - World Food Programme,22450000.0,0,MHI International Humanitarian Assis ops,D5301,Closed,0,Emergency food aid,Sudan,0,SD,0,0,0,0,0,0,0,0,1001721,Foreign Non-Profit Making,Multilateral,UNITED NATIONS,2,Africa,SD,72040,1.0,3950000.0
2009/2010,Not PBA,0.45,0,UNHCR - United Nations High Commissioner for Refugees,14000000.0,0,MHO Huma Organization & Food Assistance,D5301,Closed,0,Material relief assistance and services,Africa MC,0,X1,0,0,0,0,0,0,0,1,1001730,Foreign Non-Profit Making,Multilateral,UNITED NATIONS,2,Africa,X1,72010,1.0,6300000.0
2009/2010,Not PBA,0.05,0,UNHCR - United Nations High Commissioner for Refugees,14000000.0,0,MHO Huma Organization & Food Assistance,D5301,Closed,0,Material relief assistance and services,Americas MC,0,X2,0,0,0,0,0,0,0,1,1001730,Foreign Non-Profit Making,Multilateral,UNITED NATIONS,1,America,X2,72010,1.0,700000.0
2009/2010,Not PBA,0.45,0,UNHCR - United Nations High Commissioner for Refugees,14000000.0,0,MHO Huma Organization & Food Assistance,D5301,Closed,0,Material relief assistance and services,Asia MC,0,X3,0,0,0,0,0,0,0,1,1001730,Foreign Non-Profit Making,Multilateral,UNITED NATIONS,3,Asia,X3,72010,1.0,6300000.0
2009/2010,Not PBA,0.05,0,UNHCR - United Nations High Commissioner for Refugees,14000000.0,0,MHO Huma Organization & Food Assistance,D5301,Closed,0,Material relief assistance and services,Europe MC,0,X4,0,0,0,0,0,0,0,1,1001730,Foreign Non-Profit Making,Multilateral,UNITED NATIONS,5,Europe,X4,72010,1.0,700000.0
2009/2010,Not PBA,1.0,0,ICRC Appeals via CRCS,500000.0,0,MHI International Humanitarian Assis ops,D5301,Closed,0,Material relief assistance and services,Asia MC,0,X3,0,0,0,0,0,0,0,0,1014663,Canadian Non-Profit Making,Civil Society,INTERNATIONAL NGO,3,Asia,X3,72010,1.0,500000.0
2009/2010,Not PBA,0.5,0,OCHA - Office for the Coordination of Humanitarian Affairs,2700000.0,0,MHI International Humanitarian Assis ops,D5301,Closed,0,Relief co-ordination; protection and support services,Africa MC,0,X1,0,0,0,0,0,0,0,0,1003586,Foreign Non-Profit Making,Multilateral,UNITED NATIONS,2,Africa,X1,72050,1.0,1350000.0
2009/2010,Not PBA,0.15,0,OCHA - Office for the Coordination of Humanitarian Affairs,2700000.0,0,MHI International Humanitarian Assis ops,D5301,Closed,0,Relief co-ordination; protection and support services,Americas MC,0,X2,0,0,0,0,0,0,0,0,1003586,Foreign Non-Profit Making,Multilateral,UNITED NATIONS,1,America,X2,72050,1.0,405000.0
2009/2010,Not PBA,0.3,0,OCHA - Office for the Coordination of Humanitarian Affairs,2700000.0,0,MHI International Humanitarian Assis ops,D5301,Closed,0,Relief co-ordination; protection and support services,Asia MC,0,X3,0,0,0,0,0,0,0,0,1003586,Foreign Non-Profit Making,Multilateral,UNITED NATIONS,3,Asia,X3,72050,1.0,810000.0
2009/2010,Not PBA,0.05,0,OCHA - Office for the Coordination of Humanitarian Affairs,2700000.0,0,MHI International Humanitarian Assis ops,D5301,Closed,0,Relief co-ordination; protection and support services,Europe MC,0,X4,0,0,0,0,0,0,0,0,1003586,Foreign Non-Profit Making,Multilateral,UNITED NATIONS,5,Europe,X4,72050,1.0,135000.0
2009/2010,Not PBA,0.0065,0,World Bank,30000000.0,0,*Bretton Woods Inst Fin Prog,D5430,Operational,0,Agricultural policy and administrative management,Afghanistan,0,AF,1,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,3,Asia,AF,31110,0.2,39000.0
2009/2010,Not PBA,0.0065,0,World Bank,30000000.0,0,*Bretton Woods Inst Fin Prog,D5430,Operational,0,Agricultural development,Afghanistan,0,AF,1,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,3,Asia,AF,31120,0.2,39000.0
2009/2010,Not PBA,0.0065,0,World Bank,30000000.0,0,*Bretton Woods Inst Fin Prog,D5430,Operational,0,Agricultural inputs,Afghanistan,0,AF,1,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,3,Asia,AF,31150,0.1,19500.0
2009/2010,Not PBA,0.0065,0,World Bank,30000000.0,0,*Bretton Woods Inst Fin Prog,D5430,Operational,0,Food crop production,Afghanistan,0,AF,1,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,3,Asia,AF,31161,0.1,19500.0
2009/2010,Not PBA,0.0065,0,World Bank,30000000.0,0,*Bretton Woods Inst Fin Prog,D5430,Operational,0,Agricultural extension,Afghanistan,0,AF,1,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,3,Asia,AF,31166,0.1,19500.0
2009/2010,Not PBA,0.0065,0,World Bank,30000000.0,0,*Bretton Woods Inst Fin Prog,D5430,Operational,0,Agricultural research,Afghanistan,0,AF,1,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,3,Asia,AF,31182,0.1,19500.0
2009/2010,Not PBA,0.0065,0,World Bank,30000000.0,0,*Bretton Woods Inst Fin Prog,D5430,Operational,0,Agricultural services,Afghanistan,0,AF,1,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,3,Asia,AF,31191,0.1,19500.0
2009/2010,Not PBA,0.0065,0,World Bank,30000000.0,0,*Bretton Woods Inst Fin Prog,D5430,Operational,0,Agricultural financial services,Afghanistan,0,AF,1,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,3,Asia,AF,31193,0.1,19500.0
2009/2010,Not PBA,0.105,0,World Bank,30000000.0,0,*Bretton Woods Inst Fin Prog,D5430,Operational,0,Agricultural policy and administrative management,Bangladesh,0,BD,1,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,3,Asia,BD,31110,0.2,630000.0
2009/2010,Not PBA,0.105,0,World Bank,30000000.0,0,*Bretton Woods Inst Fin Prog,D5430,Operational,0,Agricultural development,Bangladesh,0,BD,1,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,3,Asia,BD,31120,0.2,630000.0
2009/2010,Not PBA,0.105,0,World Bank,30000000.0,0,*Bretton Woods Inst Fin Prog,D5430,Operational,0,Agricultural inputs,Bangladesh,0,BD,1,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,3,Asia,BD,31150,0.1,315000.0
2009/2010,Not PBA,0.105,0,World Bank,30000000.0,0,*Bretton Woods Inst Fin Prog,D5430,Operational,0,Food crop production,Bangladesh,0,BD,1,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,3,Asia,BD,31161,0.1,315000.0
2009/2010,Not PBA,0.105,0,World Bank,30000000.0,0,*Bretton Woods Inst Fin Prog,D5430,Operational,0,Agricultural extension,Bangladesh,0,BD,1,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,3,Asia,BD,31166,0.1,315000.0
2009/2010,Not PBA,0.105,0,World Bank,30000000.0,0,*Bretton Woods Inst Fin Prog,D5430,Operational,0,Agricultural research,Bangladesh,0,BD,1,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,3,Asia,BD,31182,0.1,315000.0
2009/2010,Not PBA,0.105,0,World Bank,30000000.0,0,*Bretton Woods Inst Fin Prog,D5430,Operational,0,Agricultural services,Bangladesh,0,BD,1,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,3,Asia,BD,31191,0.1,315000.0
2009/2010,Not PBA,0.105,0,World Bank,30000000.0,0,*Bretton Woods Inst Fin Prog,D5430,Operational,0,Agricultural financial services,Bangladesh,0,BD,1,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,3,Asia,BD,31193,0.1,315000.0
2009/2010,Not PBA,0.0081,0,World Bank,30000000.0,0,*Bretton Woods Inst Fin Prog,D5430,Operational,0,Agricultural policy and administrative management,Burundi,0,BI,1,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,BI,31110,0.2,48600.0
2009/2010,Not PBA,0.0081,0,World Bank,30000000.0,0,*Bretton Woods Inst Fin Prog,D5430,Operational,0,Agricultural development,Burundi,0,BI,1,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,BI,31120,0.2,48600.0
2009/2010,Not PBA,0.0081,0,World Bank,30000000.0,0,*Bretton Woods Inst Fin Prog,D5430,Operational,0,Agricultural inputs,Burundi,0,BI,1,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,BI,31150,0.1,24300.0
2009/2010,Not PBA,0.0081,0,World Bank,30000000.0,0,*Bretton Woods Inst Fin Prog,D5430,Operational,0,Food crop production,Burundi,0,BI,1,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,BI,31161,0.1,24300.0
2009/2010,Not PBA,0.0081,0,World Bank,30000000.0,0,*Bretton Woods Inst Fin Prog,D5430,Operational,0,Agricultural extension,Burundi,0,BI,1,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,BI,31166,0.1,24300.0
2009/2010,Not PBA,0.0081,0,World Bank,30000000.0,0,*Bretton Woods Inst Fin Prog,D5430,Operational,0,Agricultural research,Burundi,0,BI,1,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,BI,31182,0.1,24300.0
2009/2010,Not PBA,0.0081,0,World Bank,30000000.0,0,*Bretton Woods Inst Fin Prog,D5430,Operational,0,Agricultural services,Burundi,0,BI,1,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,BI,31191,0.1,24300.0
2009/2010,Not PBA,0.0081,0,World Bank,30000000.0,0,*Bretton Woods Inst Fin Prog,D5430,Operational,0,Agricultural financial services,Burundi,0,BI,1,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,BI,31193,0.1,24300.0
2009/2010,Not PBA,0.0073,0,World Bank,30000000.0,0,*Bretton Woods Inst Fin Prog,D5430,Operational,0,Agricultural policy and administrative management,Benin,0,BJ,1,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,BJ,31110,0.2,43800.0
2009/2010,Not PBA,0.0073,0,World Bank,30000000.0,0,*Bretton Woods Inst Fin Prog,D5430,Operational,0,Agricultural development,Benin,0,BJ,1,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,BJ,31120,0.2,43800.0
2009/2010,Not PBA,0.0073,0,World Bank,30000000.0,0,*Bretton Woods Inst Fin Prog,D5430,Operational,0,Agricultural inputs,Benin,0,BJ,1,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,BJ,31150,0.1,21900.0
2009/2010,Not PBA,0.0073,0,World Bank,30000000.0,0,*Bretton Woods Inst Fin Prog,D5430,Operational,0,Food crop production,Benin,0,BJ,1,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,BJ,31161,0.1,21900.0
2009/2010,Not PBA,0.0073,0,World Bank,30000000.0,0,*Bretton Woods Inst Fin Prog,D5430,Operational,0,Agricultural extension,Benin,0,BJ,1,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,BJ,31166,0.1,21900.0
2009/2010,Not PBA,0.0073,0,World Bank,30000000.0,0,*Bretton Woods Inst Fin Prog,D5430,Operational,0,Agricultural research,Benin,0,BJ,1,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,BJ,31182,0.1,21900.0
2009/2010,Not PBA,0.0073,0,World Bank,30000000.0,0,*Bretton Woods Inst Fin Prog,D5430,Operational,0,Agricultural services,Benin,0,BJ,1,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,BJ,31191,0.1,21900.0
2009/2010,Not PBA,0.0073,0,World Bank,30000000.0,0,*Bretton Woods Inst Fin Prog,D5430,Operational,0,Agricultural financial services,Benin,0,BJ,1,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,BJ,31193,0.1,21900.0
2009/2010,Not PBA,0.0057,0,World Bank,30000000.0,0,*Bretton Woods Inst Fin Prog,D5430,Operational,0,Agricultural policy and administrative management,Central Afr.Rep,0,CF,1,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,CF,31110,0.2,34200.0
2009/2010,Not PBA,0.0057,0,World Bank,30000000.0,0,*Bretton Woods Inst Fin Prog,D5430,Operational,0,Agricultural development,Central Afr.Rep,0,CF,1,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,CF,31120,0.2,34200.0
2009/2010,Not PBA,0.0057,0,World Bank,30000000.0,0,*Bretton Woods Inst Fin Prog,D5430,Operational,0,Agricultural inputs,Central Afr.Rep,0,CF,1,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,CF,31150,0.1,17100.0
2009/2010,Not PBA,0.0057,0,World Bank,30000000.0,0,*Bretton Woods Inst Fin Prog,D5430,Operational,0,Food crop production,Central Afr.Rep,0,CF,1,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,CF,31161,0.1,17100.0
2009/2010,Not PBA,0.0057,0,World Bank,30000000.0,0,*Bretton Woods Inst Fin Prog,D5430,Operational,0,Agricultural extension,Central Afr.Rep,0,CF,1,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,CF,31166,0.1,17100.0
2009/2010,Not PBA,0.0057,0,World Bank,30000000.0,0,*Bretton Woods Inst Fin Prog,D5430,Operational,0,Agricultural research,Central Afr.Rep,0,CF,1,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,CF,31182,0.1,17100.0
2009/2010,Not PBA,0.0057,0,World Bank,30000000.0,0,*Bretton Woods Inst Fin Prog,D5430,Operational,0,Agricultural services,Central Afr.Rep,0,CF,1,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,CF,31191,0.1,17100.0
2009/2010,Not PBA,0.0057,0,World Bank,30000000.0,0,*Bretton Woods Inst Fin Prog,D5430,Operational,0,Agricultural financial services,Central Afr.Rep,0,CF,1,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,CF,31193,0.1,17100.0
2009/2010,Not PBA,0.004,0,World Bank,30000000.0,0,*Bretton Woods Inst Fin Prog,D5430,Operational,0,Agricultural policy and administrative management,Djibouti,0,DJ,1,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,DJ,31110,0.2,24000.0
2009/2010,Not PBA,0.004,0,World Bank,30000000.0,0,*Bretton Woods Inst Fin Prog,D5430,Operational,0,Agricultural development,Djibouti,0,DJ,1,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,DJ,31120,0.2,24000.0
2009/2010,Not PBA,0.004,0,World Bank,30000000.0,0,*Bretton Woods Inst Fin Prog,D5430,Operational,0,Agricultural inputs,Djibouti,0,DJ,1,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,DJ,31150,0.1,12000.0
2009/2010,Not PBA,0.004,0,World Bank,30000000.0,0,*Bretton Woods Inst Fin Prog,D5430,Operational,0,Food crop production,Djibouti,0,DJ,1,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,DJ,31161,0.1,12000.0
2009/2010,Not PBA,0.004,0,World Bank,30000000.0,0,*Bretton Woods Inst Fin Prog,D5430,Operational,0,Agricultural extension,Djibouti,0,DJ,1,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,DJ,31166,0.1,12000.0
2009/2010,Not PBA,0.004,0,World Bank,30000000.0,0,*Bretton Woods Inst Fin Prog,D5430,Operational,0,Agricultural research,Djibouti,0,DJ,1,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,DJ,31182,0.1,12000.0
2009/2010,Not PBA,0.004,0,World Bank,30000000.0,0,*Bretton Woods Inst Fin Prog,D5430,Operational,0,Agricultural services,Djibouti,0,DJ,1,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,DJ,31191,0.1,12000.0
2009/2010,Not PBA,0.004,0,World Bank,30000000.0,0,*Bretton Woods Inst Fin Prog,D5430,Operational,0,Agricultural financial services,Djibouti,0,DJ,1,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,DJ,31193,0.1,12000.0
2009/2010,Not PBA,0.222,0,World Bank,30000000.0,0,*Bretton Woods Inst Fin Prog,D5430,Operational,0,Agricultural policy and administrative management,Ethiopia,0,ET,1,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,ET,31110,0.2,1332000.0
2009/2010,Not PBA,0.222,0,World Bank,30000000.0,0,*Bretton Woods Inst Fin Prog,D5430,Operational,0,Agricultural development,Ethiopia,0,ET,1,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,ET,31120,0.2,1332000.0
2009/2010,Not PBA,0.222,0,World Bank,30000000.0,0,*Bretton Woods Inst Fin Prog,D5430,Operational,0,Agricultural inputs,Ethiopia,0,ET,1,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,ET,31150,0.1,666000.0
2009/2010,Not PBA,0.222,0,World Bank,30000000.0,0,*Bretton Woods Inst Fin Prog,D5430,Operational,0,Food crop production,Ethiopia,0,ET,1,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,ET,31161,0.1,666000.0
2009/2010,Not PBA,0.222,0,World Bank,30000000.0,0,*Bretton Woods Inst Fin Prog,D5430,Operational,0,Agricultural extension,Ethiopia,0,ET,1,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,ET,31166,0.1,666000.0
