FisYe,IRTCPe,SectN,BraID,SecPe,GenEq,PartDeveloAGGover,OrganS,RegPro,YouIs,SecID,SectID,ClimChaAdap,Biodiv,CoRegNa,FSTCPer,OrganiTy,KnowlFoDevel,St,ClimChMit,OrgaCl,CIDABuDeliMod,IndIs,DisaIss,AmSp,ICTAATFDevel,DiNa,ContiID,ProgrPro,CFLI,CoRegPerc,ProjNu,Desertif,ChilIs,FCeID,TraDevel,UrbIs,OrganID,OrganiNa,ContiN,ProjBrowCouID,CoRegID,SecNa
2009/2010,0.0,MHO Huma Organization & Food Assistance,B5100,1.0,1,0,INTERNATIONAL NGO,0,0,72010,S5330,0,0,Asia MC,0.0,Canadian Non-Profit Making,0,Terminating,0,Civil Society,Core Funding,0,0,900000.0,0,MHDInternational Humanitarian Assistance,3,Uncoded: Pre-APP,0,0.3,M013172001,0,0,5311,0,0,1014663,ICRC Appeals via CRCS,Asia,X3,X3,Material relief assistance and services
2009/2010,0.0,MHO Huma Organization & Food Assistance,B5100,1.0,1,0,INTERNATIONAL NGO,0,0,72010,S5330,0,0,Europe MC,0.0,Canadian Non-Profit Making,0,Terminating,0,Civil Society,Core Funding,0,0,150000.0,0,MHDInternational Humanitarian Assistance,5,Uncoded: Pre-APP,0,0.05,M013172001,0,0,5311,0,0,1014663,ICRC Appeals via CRCS,Europe,X4,X4,Material relief assistance and services
2009/2010,0.0,MHO Huma Organization & Food Assistance,B5100,1.0,1,0,INTERNATIONAL NGO,0,0,72010,S5330,0,0,Africa MC,0.0,Canadian Non-Profit Making,0,Terminating,0,Civil Society,Core Funding,0,0,1500000.0,0,MHDInternational Humanitarian Assistance,2,Uncoded: Pre-APP,0,0.5,M013173001,0,0,5311,0,0,1014663,ICRC Appeals via CRCS,Africa,X1,X1,Material relief assistance and services
2009/2010,0.0,MHO Huma Organization & Food Assistance,B5100,1.0,1,0,INTERNATIONAL NGO,0,0,72010,S5330,0,0,Americas MC,0.0,Canadian Non-Profit Making,0,Terminating,0,Civil Society,Core Funding,0,0,450000.0,0,MHDInternational Humanitarian Assistance,1,Uncoded: Pre-APP,0,0.15,M013173001,0,0,5311,0,0,1014663,ICRC Appeals via CRCS,America,X2,X2,Material relief assistance and services
2009/2010,0.0,MHO Huma Organization & Food Assistance,B5100,1.0,1,0,INTERNATIONAL NGO,0,0,72010,S5330,0,0,Asia MC,0.0,Canadian Non-Profit Making,0,Terminating,0,Civil Society,Core Funding,0,0,900000.0,0,MHDInternational Humanitarian Assistance,3,Uncoded: Pre-APP,0,0.3,M013173001,0,0,5311,0,0,1014663,ICRC Appeals via CRCS,Asia,X3,X3,Material relief assistance and services
2009/2010,0.0,MHO Huma Organization & Food Assistance,B5100,1.0,1,0,INTERNATIONAL NGO,0,0,72010,S5330,0,0,Europe MC,0.0,Canadian Non-Profit Making,0,Terminating,0,Civil Society,Core Funding,0,0,150000.0,0,MHDInternational Humanitarian Assistance,5,Uncoded: Pre-APP,0,0.05,M013173001,0,0,5311,0,0,1014663,ICRC Appeals via CRCS,Europe,X4,X4,Material relief assistance and services
2009/2010,0.0,MHI International Humanitarian Assis ops,B5100,1.0,0,0,NGO,0,0,72010,S5320,0,0,Sri Lanka,0.0,Foreign Non-Profit Making,0,Closed,0,Civil Society,Responsive,0,0,500000.0,0,MHDInternational Humanitarian Assistance,3,Uncoded: Pre-APP,0,1.0,M013174001,0,0,5303,0,0,1015332,Mines Advisory Group,Asia,LK,LK,Material relief assistance and services
2009/2010,0.0,MHI International Humanitarian Assis ops,B5100,1.0,0,0,NGO,0,0,72010,S5320,0,0,Sri Lanka,0.0,Foreign Non-Profit Making,0,Closed,0,Civil Society,Responsive,0,0,500000.0,0,MHDInternational Humanitarian Assistance,3,Uncoded: Pre-APP,0,1.0,M013175001,0,0,5303,0,0,1015331,The Halo Trust,Asia,LK,LK,Material relief assistance and services
2009/2010,0.0,MHO Huma Organization & Food Assistance,B5100,1.0,0,1,NGO,0,0,72050,S5330,0,0,Africa MC,0.0,Foreign Non-Profit Making,1,Closed,0,Civil Society,Responsive,0,0,150000.0,0,MHDInternational Humanitarian Assistance,2,Uncoded: Pre-APP,0,0.5,M013176001,0,0,5230,0,0,1002035,International Crisis Group,Africa,X1,X1,Relief co-ordination; protection and support services
2009/2010,0.0,MHO Huma Organization & Food Assistance,B5100,1.0,0,1,NGO,0,0,72050,S5330,0,0,Americas MC,0.0,Foreign Non-Profit Making,1,Closed,0,Civil Society,Responsive,0,0,30000.0,0,MHDInternational Humanitarian Assistance,1,Uncoded: Pre-APP,0,0.1,M013176001,0,0,5230,0,0,1002035,International Crisis Group,America,X2,X2,Relief co-ordination; protection and support services
2009/2010,0.0,MHO Huma Organization & Food Assistance,B5100,1.0,0,1,NGO,0,0,72050,S5330,0,0,Asia MC,0.0,Foreign Non-Profit Making,1,Closed,0,Civil Society,Responsive,0,0,90000.0,0,MHDInternational Humanitarian Assistance,3,Uncoded: Pre-APP,0,0.3,M013176001,0,0,5230,0,0,1002035,International Crisis Group,Asia,X3,X3,Relief co-ordination; protection and support services
2009/2010,0.0,MHO Huma Organization & Food Assistance,B5100,1.0,0,1,NGO,0,0,72050,S5330,0,0,Europe MC,0.0,Foreign Non-Profit Making,1,Closed,0,Civil Society,Responsive,0,0,30000.0,0,MHDInternational Humanitarian Assistance,5,Uncoded: Pre-APP,0,0.1,M013176001,0,0,5230,0,0,1002035,International Crisis Group,Europe,X4,X4,Relief co-ordination; protection and support services
2009/2010,0.0,MHI International Humanitarian Assis ops,B5100,1.0,0,0,UNITED NATIONS,0,0,72040,S5320,0,0,Yemen,0.0,Foreign Non-Profit Making,0,Closed,0,Multilateral,Responsive,0,0,500000.0,0,MHDInternational Humanitarian Assistance,3,Uncoded: Pre-APP,0,1.0,M013177001,0,0,5309,0,0,1001721,WFP - World Food Programme,Asia,YE,YE,Emergency food aid
2009/2010,0.0,MHI International Humanitarian Assis ops,B5100,1.0,0,0,UNITED NATIONS,0,0,72040,S5320,0,0,Colombia,0.0,Foreign Non-Profit Making,0,Closed,0,Multilateral,Responsive,0,0,1500000.0,0,MHDInternational Humanitarian Assistance,1,Uncoded: Pre-APP,0,1.0,M013178001,0,0,5309,0,0,1001721,WFP - World Food Programme,America,CO,CO,Emergency food aid
2009/2010,0.0,MHI International Humanitarian Assis ops,B5100,1.0,1,0,UNITED NATIONS,0,0,72040,S5320,0,0,Chad,0.0,Foreign Non-Profit Making,0,Closed,0,Multilateral,Responsive,0,0,6500000.0,0,MHDInternational Humanitarian Assistance,2,Uncoded: Pre-APP,0,1.0,M013180001,0,0,5309,0,0,1001721,WFP - World Food Programme,Africa,TD,TD,Emergency food aid
2009/2010,0.0,MHI International Humanitarian Assis ops,B5100,1.0,0,0,UNITED NATIONS,0,0,72040,S5320,0,0,Sudan,0.0,Foreign Non-Profit Making,0,Closed,0,Multilateral,Responsive,0,0,3950000.0,0,MHDInternational Humanitarian Assistance,2,Uncoded: Pre-APP,0,1.0,M013181001,0,0,5309,0,0,1001721,WFP - World Food Programme,Africa,SD,SD,Emergency food aid
2009/2010,0.0,MHO Huma Organization & Food Assistance,B5100,1.0,1,0,UNITED NATIONS,0,0,72010,S5330,0,0,Africa MC,0.0,Foreign Non-Profit Making,0,Closed,0,Multilateral,Core Funding,0,0,6300000.0,0,MHDInternational Humanitarian Assistance,2,Uncoded: Pre-APP,0,0.45,M013182001,0,0,5311,0,0,1001730,UNHCR - United Nations High Commissioner for Refugees,Africa,X1,X1,Material relief assistance and services
2009/2010,0.0,MHO Huma Organization & Food Assistance,B5100,1.0,1,0,UNITED NATIONS,0,0,72010,S5330,0,0,Americas MC,0.0,Foreign Non-Profit Making,0,Closed,0,Multilateral,Core Funding,0,0,700000.0,0,MHDInternational Humanitarian Assistance,1,Uncoded: Pre-APP,0,0.05,M013182001,0,0,5311,0,0,1001730,UNHCR - United Nations High Commissioner for Refugees,America,X2,X2,Material relief assistance and services
2009/2010,0.0,MHO Huma Organization & Food Assistance,B5100,1.0,1,0,UNITED NATIONS,0,0,72010,S5330,0,0,Asia MC,0.0,Foreign Non-Profit Making,0,Closed,0,Multilateral,Core Funding,0,0,6300000.0,0,MHDInternational Humanitarian Assistance,3,Uncoded: Pre-APP,0,0.45,M013182001,0,0,5311,0,0,1001730,UNHCR - United Nations High Commissioner for Refugees,Asia,X3,X3,Material relief assistance and services
2009/2010,0.0,MHO Huma Organization & Food Assistance,B5100,1.0,1,0,UNITED NATIONS,0,0,72010,S5330,0,0,Europe MC,0.0,Foreign Non-Profit Making,0,Closed,0,Multilateral,Core Funding,0,0,700000.0,0,MHDInternational Humanitarian Assistance,5,Uncoded: Pre-APP,0,0.05,M013182001,0,0,5311,0,0,1001730,UNHCR - United Nations High Commissioner for Refugees,Europe,X4,X4,Material relief assistance and services
2009/2010,0.0,MHI International Humanitarian Assis ops,B5100,1.0,0,0,INTERNATIONAL NGO,0,0,72010,S5320,0,0,Asia MC,0.0,Canadian Non-Profit Making,0,Closed,0,Civil Society,Responsive,0,0,500000.0,0,MHDInternational Humanitarian Assistance,3,Uncoded: Pre-APP,0,1.0,M013183001,0,0,5303,0,0,1014663,ICRC Appeals via CRCS,Asia,X3,X3,Material relief assistance and services
2009/2010,0.0,MHI International Humanitarian Assis ops,B5100,1.0,0,0,UNITED NATIONS,0,0,72050,S5320,0,0,Africa MC,0.0,Foreign Non-Profit Making,0,Closed,0,Multilateral,Responsive,0,0,1350000.0,0,MHDInternational Humanitarian Assistance,2,Uncoded: Pre-APP,0,0.5,M013184001,0,0,5303,0,0,1003586,OCHA - Office for the Coordination of Humanitarian Affairs,Africa,X1,X1,Relief co-ordination; protection and support services
2009/2010,0.0,MHI International Humanitarian Assis ops,B5100,1.0,0,0,UNITED NATIONS,0,0,72050,S5320,0,0,Americas MC,0.0,Foreign Non-Profit Making,0,Closed,0,Multilateral,Responsive,0,0,405000.0,0,MHDInternational Humanitarian Assistance,1,Uncoded: Pre-APP,0,0.15,M013184001,0,0,5303,0,0,1003586,OCHA - Office for the Coordination of Humanitarian Affairs,America,X2,X2,Relief co-ordination; protection and support services
2009/2010,0.0,MHI International Humanitarian Assis ops,B5100,1.0,0,0,UNITED NATIONS,0,0,72050,S5320,0,0,Asia MC,0.0,Foreign Non-Profit Making,0,Closed,0,Multilateral,Responsive,0,0,810000.0,0,MHDInternational Humanitarian Assistance,3,Uncoded: Pre-APP,0,0.3,M013184001,0,0,5303,0,0,1003586,OCHA - Office for the Coordination of Humanitarian Affairs,Asia,X3,X3,Relief co-ordination; protection and support services
2009/2010,0.0,MHI International Humanitarian Assis ops,B5100,1.0,0,0,UNITED NATIONS,0,0,72050,S5320,0,0,Europe MC,0.0,Foreign Non-Profit Making,0,Closed,0,Multilateral,Responsive,0,0,135000.0,0,MHDInternational Humanitarian Assistance,5,Uncoded: Pre-APP,0,0.05,M013184001,0,0,5303,0,0,1003586,OCHA - Office for the Coordination of Humanitarian Affairs,Europe,X4,X4,Relief co-ordination; protection and support services
2009/2010,0.0,*Bretton Woods Inst Fin Prog,B5100,0.2,1,0,IFI,0,0,31110,S5460,0,0,Afghanistan,0.1,Foreign Non-Profit Making,0,Operational,0,Multilateral,Responsive,0,0,39000.0,0,MED Economic Development,3,Uncoded: Pre-APP,0,0.0065,M013185001,0,0,5461,1,0,1001306,World Bank,Asia,AF,AF,Agricultural policy and administrative management
2009/2010,0.0,*Bretton Woods Inst Fin Prog,B5100,0.2,1,0,IFI,0,0,31120,S5460,0,0,Afghanistan,0.1,Foreign Non-Profit Making,0,Operational,0,Multilateral,Responsive,0,0,39000.0,0,MED Economic Development,3,Uncoded: Pre-APP,0,0.0065,M013185001,0,0,5461,1,0,1001306,World Bank,Asia,AF,AF,Agricultural development
2009/2010,0.0,*Bretton Woods Inst Fin Prog,B5100,0.1,1,0,IFI,0,0,31150,S5460,0,0,Afghanistan,0.1,Foreign Non-Profit Making,0,Operational,0,Multilateral,Responsive,0,0,19500.0,0,MED Economic Development,3,Uncoded: Pre-APP,0,0.0065,M013185001,0,0,5461,1,0,1001306,World Bank,Asia,AF,AF,Agricultural inputs
2009/2010,0.0,*Bretton Woods Inst Fin Prog,B5100,0.1,1,0,IFI,0,0,31161,S5460,0,0,Afghanistan,0.1,Foreign Non-Profit Making,0,Operational,0,Multilateral,Responsive,0,0,19500.0,0,MED Economic Development,3,Uncoded: Pre-APP,0,0.0065,M013185001,0,0,5461,1,0,1001306,World Bank,Asia,AF,AF,Food crop production
2009/2010,0.0,*Bretton Woods Inst Fin Prog,B5100,0.1,1,0,IFI,0,0,31166,S5460,0,0,Afghanistan,0.1,Foreign Non-Profit Making,0,Operational,0,Multilateral,Responsive,0,0,19500.0,0,MED Economic Development,3,Uncoded: Pre-APP,0,0.0065,M013185001,0,0,5461,1,0,1001306,World Bank,Asia,AF,AF,Agricultural extension
2009/2010,0.0,*Bretton Woods Inst Fin Prog,B5100,0.1,1,0,IFI,0,0,31182,S5460,0,0,Afghanistan,0.1,Foreign Non-Profit Making,0,Operational,0,Multilateral,Responsive,0,0,19500.0,0,MED Economic Development,3,Uncoded: Pre-APP,0,0.0065,M013185001,0,0,5461,1,0,1001306,World Bank,Asia,AF,AF,Agricultural research
2009/2010,0.0,*Bretton Woods Inst Fin Prog,B5100,0.1,1,0,IFI,0,0,31191,S5460,0,0,Afghanistan,0.1,Foreign Non-Profit Making,0,Operational,0,Multilateral,Responsive,0,0,19500.0,0,MED Economic Development,3,Uncoded: Pre-APP,0,0.0065,M013185001,0,0,5461,1,0,1001306,World Bank,Asia,AF,AF,Agricultural services
2009/2010,0.0,*Bretton Woods Inst Fin Prog,B5100,0.1,1,0,IFI,0,0,31193,S5460,0,0,Afghanistan,0.1,Foreign Non-Profit Making,0,Operational,0,Multilateral,Responsive,0,0,19500.0,0,MED Economic Development,3,Uncoded: Pre-APP,0,0.0065,M013185001,0,0,5461,1,0,1001306,World Bank,Asia,AF,AF,Agricultural financial services
2009/2010,0.0,*Bretton Woods Inst Fin Prog,B5100,0.2,1,0,IFI,0,0,31110,S5460,0,0,Bangladesh,0.1,Foreign Non-Profit Making,0,Operational,0,Multilateral,Responsive,0,0,630000.0,0,MED Economic Development,3,Uncoded: Pre-APP,0,0.105,M013185001,0,0,5461,1,0,1001306,World Bank,Asia,BD,BD,Agricultural policy and administrative management
2009/2010,0.0,*Bretton Woods Inst Fin Prog,B5100,0.2,1,0,IFI,0,0,31120,S5460,0,0,Bangladesh,0.1,Foreign Non-Profit Making,0,Operational,0,Multilateral,Responsive,0,0,630000.0,0,MED Economic Development,3,Uncoded: Pre-APP,0,0.105,M013185001,0,0,5461,1,0,1001306,World Bank,Asia,BD,BD,Agricultural development
2009/2010,0.0,*Bretton Woods Inst Fin Prog,B5100,0.1,1,0,IFI,0,0,31150,S5460,0,0,Bangladesh,0.1,Foreign Non-Profit Making,0,Operational,0,Multilateral,Responsive,0,0,315000.0,0,MED Economic Development,3,Uncoded: Pre-APP,0,0.105,M013185001,0,0,5461,1,0,1001306,World Bank,Asia,BD,BD,Agricultural inputs
2009/2010,0.0,*Bretton Woods Inst Fin Prog,B5100,0.1,1,0,IFI,0,0,31161,S5460,0,0,Bangladesh,0.1,Foreign Non-Profit Making,0,Operational,0,Multilateral,Responsive,0,0,315000.0,0,MED Economic Development,3,Uncoded: Pre-APP,0,0.105,M013185001,0,0,5461,1,0,1001306,World Bank,Asia,BD,BD,Food crop production
2009/2010,0.0,*Bretton Woods Inst Fin Prog,B5100,0.1,1,0,IFI,0,0,31166,S5460,0,0,Bangladesh,0.1,Foreign Non-Profit Making,0,Operational,0,Multilateral,Responsive,0,0,315000.0,0,MED Economic Development,3,Uncoded: Pre-APP,0,0.105,M013185001,0,0,5461,1,0,1001306,World Bank,Asia,BD,BD,Agricultural extension
2009/2010,0.0,*Bretton Woods Inst Fin Prog,B5100,0.1,1,0,IFI,0,0,31182,S5460,0,0,Bangladesh,0.1,Foreign Non-Profit Making,0,Operational,0,Multilateral,Responsive,0,0,315000.0,0,MED Economic Development,3,Uncoded: Pre-APP,0,0.105,M013185001,0,0,5461,1,0,1001306,World Bank,Asia,BD,BD,Agricultural research
2009/2010,0.0,*Bretton Woods Inst Fin Prog,B5100,0.1,1,0,IFI,0,0,31191,S5460,0,0,Bangladesh,0.1,Foreign Non-Profit Making,0,Operational,0,Multilateral,Responsive,0,0,315000.0,0,MED Economic Development,3,Uncoded: Pre-APP,0,0.105,M013185001,0,0,5461,1,0,1001306,World Bank,Asia,BD,BD,Agricultural services
2009/2010,0.0,*Bretton Woods Inst Fin Prog,B5100,0.1,1,0,IFI,0,0,31193,S5460,0,0,Bangladesh,0.1,Foreign Non-Profit Making,0,Operational,0,Multilateral,Responsive,0,0,315000.0,0,MED Economic Development,3,Uncoded: Pre-APP,0,0.105,M013185001,0,0,5461,1,0,1001306,World Bank,Asia,BD,BD,Agricultural financial services
2009/2010,0.0,*Bretton Woods Inst Fin Prog,B5100,0.2,1,0,IFI,0,0,31110,S5460,0,0,Burundi,0.1,Foreign Non-Profit Making,0,Operational,0,Multilateral,Responsive,0,0,48600.0,0,MED Economic Development,2,Uncoded: Pre-APP,0,0.0081,M013185001,0,0,5461,1,0,1001306,World Bank,Africa,BI,BI,Agricultural policy and administrative management
2009/2010,0.0,*Bretton Woods Inst Fin Prog,B5100,0.2,1,0,IFI,0,0,31120,S5460,0,0,Burundi,0.1,Foreign Non-Profit Making,0,Operational,0,Multilateral,Responsive,0,0,48600.0,0,MED Economic Development,2,Uncoded: Pre-APP,0,0.0081,M013185001,0,0,5461,1,0,1001306,World Bank,Africa,BI,BI,Agricultural development
2009/2010,0.0,*Bretton Woods Inst Fin Prog,B5100,0.1,1,0,IFI,0,0,31150,S5460,0,0,Burundi,0.1,Foreign Non-Profit Making,0,Operational,0,Multilateral,Responsive,0,0,24300.0,0,MED Economic Development,2,Uncoded: Pre-APP,0,0.0081,M013185001,0,0,5461,1,0,1001306,World Bank,Africa,BI,BI,Agricultural inputs
2009/2010,0.0,*Bretton Woods Inst Fin Prog,B5100,0.1,1,0,IFI,0,0,31161,S5460,0,0,Burundi,0.1,Foreign Non-Profit Making,0,Operational,0,Multilateral,Responsive,0,0,24300.0,0,MED Economic Development,2,Uncoded: Pre-APP,0,0.0081,M013185001,0,0,5461,1,0,1001306,World Bank,Africa,BI,BI,Food crop production
2009/2010,0.0,*Bretton Woods Inst Fin Prog,B5100,0.1,1,0,IFI,0,0,31166,S5460,0,0,Burundi,0.1,Foreign Non-Profit Making,0,Operational,0,Multilateral,Responsive,0,0,24300.0,0,MED Economic Development,2,Uncoded: Pre-APP,0,0.0081,M013185001,0,0,5461,1,0,1001306,World Bank,Africa,BI,BI,Agricultural extension
2009/2010,0.0,*Bretton Woods Inst Fin Prog,B5100,0.1,1,0,IFI,0,0,31182,S5460,0,0,Burundi,0.1,Foreign Non-Profit Making,0,Operational,0,Multilateral,Responsive,0,0,24300.0,0,MED Economic Development,2,Uncoded: Pre-APP,0,0.0081,M013185001,0,0,5461,1,0,1001306,World Bank,Africa,BI,BI,Agricultural research
2009/2010,0.0,*Bretton Woods Inst Fin Prog,B5100,0.1,1,0,IFI,0,0,31191,S5460,0,0,Burundi,0.1,Foreign Non-Profit Making,0,Operational,0,Multilateral,Responsive,0,0,24300.0,0,MED Economic Development,2,Uncoded: Pre-APP,0,0.0081,M013185001,0,0,5461,1,0,1001306,World Bank,Africa,BI,BI,Agricultural services
2009/2010,0.0,*Bretton Woods Inst Fin Prog,B5100,0.1,1,0,IFI,0,0,31193,S5460,0,0,Burundi,0.1,Foreign Non-Profit Making,0,Operational,0,Multilateral,Responsive,0,0,24300.0,0,MED Economic Development,2,Uncoded: Pre-APP,0,0.0081,M013185001,0,0,5461,1,0,1001306,World Bank,Africa,BI,BI,Agricultural financial services
2009/2010,0.0,*Bretton Woods Inst Fin Prog,B5100,0.2,1,0,IFI,0,0,31110,S5460,0,0,Benin,0.1,Foreign Non-Profit Making,0,Operational,0,Multilateral,Responsive,0,0,43800.0,0,MED Economic Development,2,Uncoded: Pre-APP,0,0.0073,M013185001,0,0,5461,1,0,1001306,World Bank,Africa,BJ,BJ,Agricultural policy and administrative management
2009/2010,0.0,*Bretton Woods Inst Fin Prog,B5100,0.2,1,0,IFI,0,0,31120,S5460,0,0,Benin,0.1,Foreign Non-Profit Making,0,Operational,0,Multilateral,Responsive,0,0,43800.0,0,MED Economic Development,2,Uncoded: Pre-APP,0,0.0073,M013185001,0,0,5461,1,0,1001306,World Bank,Africa,BJ,BJ,Agricultural development
2009/2010,0.0,*Bretton Woods Inst Fin Prog,B5100,0.1,1,0,IFI,0,0,31150,S5460,0,0,Benin,0.1,Foreign Non-Profit Making,0,Operational,0,Multilateral,Responsive,0,0,21900.0,0,MED Economic Development,2,Uncoded: Pre-APP,0,0.0073,M013185001,0,0,5461,1,0,1001306,World Bank,Africa,BJ,BJ,Agricultural inputs
2009/2010,0.0,*Bretton Woods Inst Fin Prog,B5100,0.1,1,0,IFI,0,0,31161,S5460,0,0,Benin,0.1,Foreign Non-Profit Making,0,Operational,0,Multilateral,Responsive,0,0,21900.0,0,MED Economic Development,2,Uncoded: Pre-APP,0,0.0073,M013185001,0,0,5461,1,0,1001306,World Bank,Africa,BJ,BJ,Food crop production
2009/2010,0.0,*Bretton Woods Inst Fin Prog,B5100,0.1,1,0,IFI,0,0,31166,S5460,0,0,Benin,0.1,Foreign Non-Profit Making,0,Operational,0,Multilateral,Responsive,0,0,21900.0,0,MED Economic Development,2,Uncoded: Pre-APP,0,0.0073,M013185001,0,0,5461,1,0,1001306,World Bank,Africa,BJ,BJ,Agricultural extension
2009/2010,0.0,*Bretton Woods Inst Fin Prog,B5100,0.1,1,0,IFI,0,0,31182,S5460,0,0,Benin,0.1,Foreign Non-Profit Making,0,Operational,0,Multilateral,Responsive,0,0,21900.0,0,MED Economic Development,2,Uncoded: Pre-APP,0,0.0073,M013185001,0,0,5461,1,0,1001306,World Bank,Africa,BJ,BJ,Agricultural research
2009/2010,0.0,*Bretton Woods Inst Fin Prog,B5100,0.1,1,0,IFI,0,0,31191,S5460,0,0,Benin,0.1,Foreign Non-Profit Making,0,Operational,0,Multilateral,Responsive,0,0,21900.0,0,MED Economic Development,2,Uncoded: Pre-APP,0,0.0073,M013185001,0,0,5461,1,0,1001306,World Bank,Africa,BJ,BJ,Agricultural services
2009/2010,0.0,*Bretton Woods Inst Fin Prog,B5100,0.1,1,0,IFI,0,0,31193,S5460,0,0,Benin,0.1,Foreign Non-Profit Making,0,Operational,0,Multilateral,Responsive,0,0,21900.0,0,MED Economic Development,2,Uncoded: Pre-APP,0,0.0073,M013185001,0,0,5461,1,0,1001306,World Bank,Africa,BJ,BJ,Agricultural financial services
