assays_assay_id,assays_bao_format,assays_assay_type,assays_tid,assays_assay_test_type,assays_curated_by,assays_assay_subcellular_fraction,assays_relationship_type,assays_confidence_score,assays_src_id,assays_src_assay_id,assays_chembl_id,assays_cell_id,assays_tissue_id,assays_variant_id
97,BAO_0000219,F,81020,,Intermediate,,N,1,1,,CHEMBL615276,726.0,,
98,BAO_0000219,F,81020,,Intermediate,,N,1,1,,CHEMBL615277,726.0,,
99,BAO_0000219,F,81020,,Intermediate,,N,1,1,,CHEMBL615326,726.0,,
100,BAO_0000218,F,50606,,Expert,,N,1,1,,CHEMBL883130,,,
101,BAO_0000219,F,81020,,Intermediate,,N,1,1,,CHEMBL884519,726.0,,
102,BAO_0000219,F,81020,,Intermediate,,N,1,1,,CHEMBL615327,726.0,,
103,BAO_0000219,A,81020,,Intermediate,,N,1,1,,CHEMBL615328,726.0,,
104,BAO_0000218,F,50587,,Intermediate,,N,1,1,,CHEMBL615329,,,
105,BAO_0000218,F,50587,,Intermediate,,N,1,1,,CHEMBL615330,,,
106,BAO_0000218,F,50606,,Expert,,N,1,1,,CHEMBL615331,,,
107,BAO_0000218,F,50587,,Intermediate,,N,1,1,,CHEMBL615332,,,
108,BAO_0000218,F,50587,,Intermediate,,N,1,1,,CHEMBL615333,,,
109,BAO_0000218,F,50587,,Intermediate,,N,1,1,,CHEMBL615334,,,
110,BAO_0000218,F,50587,,Intermediate,,N,1,1,,CHEMBL615335,,,
111,BAO_0000218,F,50587,,Intermediate,,N,1,1,,CHEMBL615336,,,
112,BAO_0000218,F,50587,,Intermediate,,N,1,1,,CHEMBL615337,,,
113,BAO_0000218,F,50587,,Intermediate,,N,1,1,,CHEMBL615338,,,
114,BAO_0000218,F,50587,,Intermediate,,N,1,1,,CHEMBL615339,,,
115,BAO_0000218,F,50587,,Intermediate,,N,1,1,,CHEMBL615340,,,
116,BAO_0000219,F,81020,,Intermediate,,N,1,1,,CHEMBL615341,726.0,,
117,BAO_0000251,B,22226,,Autocuration,Microsomes,U,0,1,,CHEMBL615342,,,
118,BAO_0000019,B,22226,,Autocuration,,U,0,1,,CHEMBL615343,,,
119,BAO_0000219,F,80612,,Intermediate,,N,1,1,,CHEMBL615344,388.0,,
120,BAO_0000219,F,80612,,Intermediate,,N,1,1,,CHEMBL615345,388.0,,
121,BAO_0000219,F,80612,,Intermediate,,N,1,1,,CHEMBL615346,388.0,,
122,BAO_0000219,F,80612,,Intermediate,,N,1,1,,CHEMBL615347,388.0,,
123,BAO_0000219,F,80612,,Intermediate,,N,1,1,,CHEMBL615348,388.0,,
124,BAO_0000219,F,80613,,Intermediate,,N,1,1,,CHEMBL827085,561.0,,
125,BAO_0000219,F,80613,,Intermediate,,N,1,1,,CHEMBL615349,561.0,,
126,BAO_0000219,F,80614,,Intermediate,,N,1,1,,CHEMBL615350,389.0,,
127,BAO_0000219,F,80614,,Intermediate,,N,1,1,,CHEMBL615351,389.0,,
128,BAO_0000220,B,100256,,Expert,,S,2,1,,CHEMBL615352,,,
129,BAO_0000220,B,100256,,Intermediate,,S,2,1,,CHEMBL615353,,,
130,BAO_0000220,B,100256,,Expert,,S,2,1,,CHEMBL615354,,,
131,BAO_0000220,B,100256,,Expert,,S,2,1,,CHEMBL615355,,,
132,BAO_0000220,B,100256,,Intermediate,,S,2,1,,CHEMBL615356,,,
133,BAO_0000019,B,22226,,Autocuration,,U,0,1,,CHEMBL615357,,,
134,BAO_0000219,F,81020,,Intermediate,,N,1,1,,CHEMBL615358,726.0,,
135,BAO_0000219,F,81020,,Intermediate,,N,1,1,,CHEMBL827086,726.0,,
136,BAO_0000019,B,22226,,Autocuration,,U,0,1,,CHEMBL615359,,,
137,BAO_0000357,B,235,,Autocuration,,H,8,1,,CHEMBL615360,,,
138,BAO_0000218,F,22226,,Autocuration,,U,0,1,,CHEMBL615361,,948.0,
139,BAO_0000019,F,19640,,Autocuration,,H,8,1,,CHEMBL615362,,,
140,BAO_0000019,F,19640,,Expert,,H,8,1,,CHEMBL615363,,,
141,BAO_0000357,B,19640,,Autocuration,,H,8,1,,CHEMBL615364,,,
142,BAO_0000019,F,19640,,Expert,,H,8,1,,CHEMBL615365,,,
143,BAO_0000219,F,80360,,Intermediate,,N,1,1,,CHEMBL615366,524.0,,
144,BAO_0000219,F,80360,,Intermediate,,N,1,1,,CHEMBL615367,524.0,,
145,BAO_0000219,F,80384,,Intermediate,,N,1,1,,CHEMBL615368,554.0,,
146,BAO_0000019,F,22226,,Autocuration,,U,0,1,,CHEMBL615369,,,
147,BAO_0000019,F,22226,,Autocuration,,U,0,1,,CHEMBL615370,,,
148,BAO_0000357,B,191,,Autocuration,,H,8,1,,CHEMBL615673,,,
149,BAO_0000019,F,22226,,Autocuration,,U,0,1,,CHEMBL615674,,,
150,BAO_0000019,F,22226,,Autocuration,,U,0,1,,CHEMBL615675,,,
151,BAO_0000219,F,22226,,Autocuration,,U,0,1,,CHEMBL615676,635.0,,
152,BAO_0000219,F,22226,,Autocuration,,U,0,1,,CHEMBL615677,635.0,,
153,BAO_0000219,F,22226,,Autocuration,,U,0,1,,CHEMBL615678,635.0,,
154,BAO_0000219,F,22226,,Autocuration,,U,0,1,,CHEMBL615679,635.0,,
155,BAO_0000019,F,22226,,Autocuration,,U,0,1,,CHEMBL615680,,,
156,BAO_0000019,F,22226,,Autocuration,,U,0,1,,CHEMBL615681,,,
157,BAO_0000249,B,104290,,Autocuration,,H,6,1,,CHEMBL857972,,,
158,BAO_0000218,F,50264,,Intermediate,,N,1,1,,CHEMBL857899,,,
159,BAO_0000218,F,50527,,Intermediate,,N,1,1,,CHEMBL615371,,,
160,BAO_0000218,F,50527,,Expert,,N,1,1,,CHEMBL615372,468.0,,
161,BAO_0000218,F,50527,,Intermediate,,N,1,1,,CHEMBL615373,,,
162,BAO_0000218,F,50527,,Intermediate,,N,1,1,,CHEMBL615374,,,
163,BAO_0000218,F,50145,,Intermediate,,N,1,1,,CHEMBL615375,,,
164,BAO_0000019,B,22226,,Autocuration,,U,0,1,,CHEMBL615376,,,
165,BAO_0000249,B,11143,,Expert,,H,8,1,,CHEMBL615377,,,
166,BAO_0000357,B,18077,,Expert,,H,8,1,,CHEMBL615378,,,
167,BAO_0000219,F,80609,,Intermediate,,N,1,1,,CHEMBL615379,832.0,,
168,BAO_0000219,B,12166,,Expert,,D,9,1,,CHEMBL615380,,,
169,BAO_0000357,B,100171,,Autocuration,,D,9,1,,CHEMBL615381,,,
170,BAO_0000357,B,100171,,Autocuration,,D,9,1,,CHEMBL615382,,,
171,BAO_0000357,B,100171,,Autocuration,,D,9,1,,CHEMBL615383,,,
172,BAO_0000357,B,100171,,Autocuration,,D,9,1,,CHEMBL615384,,,
173,BAO_0000357,B,100171,,Autocuration,,D,9,1,,CHEMBL615385,,,
174,BAO_0000357,B,100171,,Autocuration,,D,9,1,,CHEMBL615386,,,
175,BAO_0000357,B,100171,,Autocuration,,D,9,1,,CHEMBL615387,,,
176,BAO_0000357,B,100171,,Autocuration,,D,9,1,,CHEMBL615388,,,
177,BAO_0000357,B,100171,,Autocuration,,D,9,1,,CHEMBL615214,,,
178,BAO_0000357,B,100171,,Autocuration,,D,9,1,,CHEMBL827087,,,
179,BAO_0000357,B,100171,,Autocuration,,D,9,1,,CHEMBL615215,,,
180,BAO_0000357,B,100171,,Autocuration,,D,9,1,,CHEMBL615216,,,
181,BAO_0000357,B,100171,,Autocuration,,D,9,1,,CHEMBL615217,,,
182,BAO_0000357,B,100171,,Autocuration,,D,9,1,,CHEMBL615218,,,
183,BAO_0000357,B,100171,,Autocuration,,D,9,1,,CHEMBL615219,,,
184,BAO_0000019,B,22226,,Autocuration,,U,0,1,,CHEMBL615220,,,
185,BAO_0000219,F,80049,,Intermediate,,N,1,1,,CHEMBL615221,294.0,,
186,BAO_0000019,F,22226,,Intermediate,,U,0,1,,CHEMBL615222,,,
187,BAO_0000357,B,11489,,Autocuration,,H,8,1,,CHEMBL615223,,,
188,BAO_0000357,B,11862,,Autocuration,,H,8,1,,CHEMBL615224,,,
189,BAO_0000357,B,11862,,Autocuration,,H,8,1,,CHEMBL615225,,,
190,BAO_0000357,B,11489,,Autocuration,,H,8,1,,CHEMBL615226,,,
191,BAO_0000357,B,11862,,Autocuration,,H,8,1,,CHEMBL615227,,,
192,BAO_0000019,F,12347,,Expert,,D,9,1,,CHEMBL615228,,,
193,BAO_0000357,B,100120,,Expert,,D,9,1,,CHEMBL615229,,,
194,BAO_0000357,B,100120,,Expert,,D,9,1,,CHEMBL615230,,2369.0,
195,BAO_0000357,B,100120,,Expert,,D,9,1,,CHEMBL615231,,,
196,BAO_0000357,B,100120,,Expert,,D,9,1,,CHEMBL884520,,,
197,BAO_0000357,B,100120,,Expert,,D,9,1,,CHEMBL615232,,,
198,BAO_0000019,B,10328,,Autocuration,,H,8,1,,CHEMBL615233,,,
199,BAO_0000357,B,11490,,Autocuration,,H,8,1,,CHEMBL827088,,,
200,BAO_0000357,B,11490,,Autocuration,,H,8,1,,CHEMBL615234,,,
201,BAO_0000019,F,11134,,Autocuration,,H,8,1,,CHEMBL615235,,,
202,BAO_0000019,B,12052,,Autocuration,,H,8,1,,CHEMBL615236,,,
203,BAO_0000019,B,11134,,Autocuration,,H,8,1,,CHEMBL615237,,,
204,BAO_0000019,F,11134,,Autocuration,,H,8,1,,CHEMBL615238,,,
205,BAO_0000019,B,11134,,Autocuration,,H,8,1,,CHEMBL615239,,,
206,BAO_0000019,F,11134,,Autocuration,,D,9,1,,CHEMBL615240,,,
207,BAO_0000019,B,11835,,Expert,,H,8,1,,CHEMBL615241,,,
208,BAO_0000357,B,11601,,Expert,,H,8,1,,CHEMBL615242,,,
209,BAO_0000019,B,11134,,Autocuration,,H,8,1,,CHEMBL615243,,,
210,BAO_0000019,B,11134,,Autocuration,,H,8,1,,CHEMBL615244,,,
211,BAO_0000019,B,11134,,Autocuration,,H,8,1,,CHEMBL615245,,,
212,BAO_0000019,B,11134,,Autocuration,,H,8,1,,CHEMBL615246,,,
213,BAO_0000019,B,11134,,Autocuration,,H,8,1,,CHEMBL615247,,,
214,BAO_0000019,B,11134,,Autocuration,,H,8,1,,CHEMBL615248,,,
215,BAO_0000357,B,11601,,Autocuration,,H,8,1,,CHEMBL615249,,,
216,BAO_0000357,B,11601,,Autocuration,,H,8,1,,CHEMBL615250,,,
217,BAO_0000019,B,12052,,Autocuration,,H,8,1,,CHEMBL615251,,,
218,BAO_0000019,B,12052,,Autocuration,,H,8,1,,CHEMBL615252,,,
219,BAO_0000019,B,12052,,Expert,,H,8,1,,CHEMBL828340,,,
220,BAO_0000019,B,12052,,Autocuration,,H,8,1,,CHEMBL615253,,,
221,BAO_0000019,B,12052,,Autocuration,,H,8,1,,CHEMBL615254,,,
222,BAO_0000019,B,12052,,Autocuration,,H,8,1,,CHEMBL615255,,,
223,BAO_0000019,B,12052,,Autocuration,,H,8,1,,CHEMBL615256,,,
224,BAO_0000019,B,12052,,Autocuration,,H,8,1,,CHEMBL615257,,,
225,BAO_0000019,B,12052,,Autocuration,,H,8,1,,CHEMBL615258,,,
226,BAO_0000219,F,80007,,Intermediate,,N,1,1,,CHEMBL615259,621.0,,
227,BAO_0000219,F,80007,,Expert,,N,1,1,,CHEMBL615260,621.0,,
228,BAO_0000219,F,80007,,Intermediate,,N,1,1,,CHEMBL615261,621.0,,
229,BAO_0000219,F,80007,,Intermediate,,N,1,1,,CHEMBL615262,621.0,,
230,BAO_0000219,F,80007,,Expert,,N,1,1,,CHEMBL615263,621.0,,
231,BAO_0000219,F,80007,,Expert,,N,1,1,,CHEMBL838393,621.0,,
232,BAO_0000219,F,80007,,Intermediate,,N,1,1,,CHEMBL615264,621.0,,
233,BAO_0000357,B,84,,Expert,,D,9,1,,CHEMBL615265,,,
234,BAO_0000357,B,68,,Expert,,D,9,1,,CHEMBL615266,,,
235,BAO_0000357,B,68,,Expert,,H,8,1,,CHEMBL615267,,,
236,BAO_0000357,B,10201,,Expert,,H,8,1,,CHEMBL615268,,,
237,BAO_0000357,B,10201,,Expert,,H,8,1,,CHEMBL615269,,,
238,BAO_0000357,B,10201,,Expert,,H,8,1,,CHEMBL615270,,,
239,BAO_0000357,B,12220,,Autocuration,,H,8,1,,CHEMBL615271,,,
240,BAO_0000357,B,11303,,Autocuration,,H,8,1,,CHEMBL615272,,,
241,BAO_0000357,B,11303,,Autocuration,,H,8,1,,CHEMBL615103,,,
242,BAO_0000357,B,11303,,Autocuration,,H,8,1,,CHEMBL615104,,,
243,BAO_0000357,B,12220,,Autocuration,,H,8,1,,CHEMBL615105,,,
244,BAO_0000357,B,12220,,Autocuration,,H,8,1,,CHEMBL872866,,,
245,BAO_0000357,B,11303,,Autocuration,,H,8,1,,CHEMBL615106,,,
246,BAO_0000019,B,11303,,Autocuration,,H,8,1,,CHEMBL615107,,,
247,BAO_0000357,B,11303,,Autocuration,,H,8,1,,CHEMBL615108,,,
248,BAO_0000357,B,11303,,Autocuration,,H,8,1,,CHEMBL615109,,,
249,BAO_0000357,B,11303,,Autocuration,,H,8,1,,CHEMBL615110,,,
250,BAO_0000019,B,11303,,Autocuration,,H,8,1,,CHEMBL840105,,,
251,BAO_0000019,B,11303,,Autocuration,,H,8,1,,CHEMBL615111,,,
252,BAO_0000019,B,11303,,Autocuration,,H,8,1,,CHEMBL615112,,,
253,BAO_0000019,B,11303,,Autocuration,,H,8,1,,CHEMBL615113,,,
254,BAO_0000019,B,11303,,Autocuration,,H,8,1,,CHEMBL615114,,,
255,BAO_0000357,B,11303,,Autocuration,,H,8,1,,CHEMBL615115,,,
256,BAO_0000019,B,11303,,Autocuration,,H,8,1,,CHEMBL615116,,,
257,BAO_0000357,B,11303,,Autocuration,,H,8,1,,CHEMBL615698,,,
258,BAO_0000019,B,22226,,Autocuration,,U,0,1,,CHEMBL615699,,,
259,BAO_0000019,B,22226,,Autocuration,,U,0,1,,CHEMBL615700,,,
260,BAO_0000357,B,100249,,Expert,,H,8,1,,CHEMBL615701,,,
261,BAO_0000019,B,22226,,Autocuration,,U,0,1,,CHEMBL615702,,,
262,BAO_0000019,B,22226,,Autocuration,,U,0,1,,CHEMBL615703,,,
263,BAO_0000019,B,22226,,Autocuration,,U,0,1,,CHEMBL615704,,,
264,BAO_0000019,F,104698,,Autocuration,,H,6,1,,CHEMBL615705,,,
265,BAO_0000019,F,104698,,Autocuration,,H,6,1,,CHEMBL615706,,,
266,BAO_0000221,F,20033,,Intermediate,,D,9,1,,CHEMBL615707,,2116.0,
267,BAO_0000019,F,10623,,Expert,,H,8,1,,CHEMBL615708,,,
268,BAO_0000357,B,121,,Autocuration,,H,8,1,,CHEMBL615709,,,
269,BAO_0000218,F,22226,,Autocuration,,U,0,1,,CHEMBL615710,,,
270,BAO_0000019,F,12688,,Autocuration,,H,8,1,,CHEMBL615711,,,
271,BAO_0000357,B,121,,Expert,,D,9,1,,CHEMBL615712,,,
272,BAO_0000357,B,121,,Expert,,D,9,1,,CHEMBL836325,,,
273,BAO_0000019,F,12198,,Autocuration,,H,8,1,,CHEMBL615713,,,
274,BAO_0000357,B,12198,,Autocuration,,H,8,1,,CHEMBL615714,,,
275,BAO_0000019,F,12198,,Autocuration,,H,8,1,,CHEMBL615715,,,
276,BAO_0000019,F,12198,,Autocuration,,H,8,1,,CHEMBL615716,,,
277,BAO_0000019,F,104714,,Autocuration,,H,4,1,,CHEMBL615717,,,
278,BAO_0000019,B,10577,,Expert,,H,8,1,,CHEMBL881818,,,
279,BAO_0000357,B,105,,Expert,,H,8,1,,CHEMBL884540,,,
280,BAO_0000224,B,104744,,Autocuration,,D,5,1,,CHEMBL615718,,,
281,BAO_0000224,B,104744,,Autocuration,,H,4,1,,CHEMBL615719,,,
282,BAO_0000249,B,104744,,Autocuration,Membranes,H,4,1,,CHEMBL615720,,,
283,BAO_0000249,B,104744,,Autocuration,Membranes,H,4,1,,CHEMBL615721,,,
284,BAO_0000019,B,104744,,Autocuration,,H,4,1,,CHEMBL615722,,,
285,BAO_0000019,F,51,,Autocuration,,H,8,1,,CHEMBL615723,,,
286,BAO_0000221,B,51,,Autocuration,,H,8,1,,CHEMBL615724,,10000000.0,
287,BAO_0000221,B,51,,Autocuration,,H,8,1,,CHEMBL615725,,10000000.0,
288,BAO_0000221,B,51,,Autocuration,,H,8,1,,CHEMBL615726,,10000000.0,
289,BAO_0000218,F,10576,In vivo,Autocuration,,H,8,1,,CHEMBL615727,,,
290,BAO_0000019,F,105570,,Intermediate,,D,9,1,,CHEMBL615728,,,
291,BAO_0000219,B,279,,Autocuration,,H,8,1,,CHEMBL857971,449.0,,
292,BAO_0000357,B,107,,Autocuration,,H,8,1,,CHEMBL615729,,,
293,BAO_0000019,F,12687,,Expert,,D,9,1,,CHEMBL615730,,,
294,BAO_0000019,F,12687,,Expert,,H,8,1,,CHEMBL615731,,,
295,BAO_0000019,F,12687,,Expert,,H,8,1,,CHEMBL615732,,,
296,BAO_0000019,F,12687,,Expert,,H,8,1,,CHEMBL615733,,,
297,BAO_0000019,F,12687,,Expert,,H,8,1,,CHEMBL615734,,,
298,BAO_0000019,F,12687,,Autocuration,,H,8,1,,CHEMBL615735,,,
299,BAO_0000019,F,12687,,Expert,,H,8,1,,CHEMBL615736,,,
300,BAO_0000221,F,20033,,Intermediate,,D,9,1,,CHEMBL615737,,2116.0,
301,BAO_0000221,F,20033,,Intermediate,,D,9,1,,CHEMBL615738,,2116.0,
302,BAO_0000221,F,20033,,Intermediate,,D,9,1,,CHEMBL615739,,2116.0,
303,BAO_0000357,B,10623,,Autocuration,,H,8,1,,CHEMBL615278,,,
304,BAO_0000019,F,10623,,Expert,,D,9,1,,CHEMBL615279,,,
305,BAO_0000357,B,168,,Expert,,H,8,1,,CHEMBL615280,,,
306,BAO_0000019,B,22226,,Autocuration,,U,0,1,,CHEMBL615281,,,
307,BAO_0000019,F,22226,,Autocuration,,U,0,1,,CHEMBL615282,,,
308,BAO_0000019,F,22226,,Autocuration,,U,0,1,,CHEMBL615283,,,
309,BAO_0000219,B,80156,,Autocuration,,N,1,1,,CHEMBL615284,649.0,,
310,BAO_0000019,B,22226,,Autocuration,,U,0,1,,CHEMBL615285,,,
311,BAO_0000019,B,22226,,Autocuration,,U,0,1,,CHEMBL615286,,,
312,BAO_0000219,B,104703,,Autocuration,,D,7,1,,CHEMBL615287,,,
313,BAO_0000220,F,100256,,Intermediate,,S,2,1,,CHEMBL615288,,,
314,BAO_0000220,B,100256,,Intermediate,,S,2,1,,CHEMBL615289,,,
315,BAO_0000219,F,81034,,Intermediate,,N,1,1,,CHEMBL615290,478.0,,
316,BAO_0000219,F,81034,,Intermediate,,N,1,1,,CHEMBL884522,478.0,,
317,BAO_0000019,F,22226,,Autocuration,,U,0,1,,CHEMBL615291,,,
318,BAO_0000225,B,22222,,Intermediate,,M,3,1,,CHEMBL615292,,,
319,BAO_0000225,B,22222,,Intermediate,,M,3,1,,CHEMBL615293,,,
320,BAO_0000225,B,22222,,Intermediate,,M,3,1,,CHEMBL615294,,,
321,BAO_0000225,B,22222,,Intermediate,,M,3,1,,CHEMBL615295,,,
322,BAO_0000019,F,22226,,Autocuration,,U,0,1,,CHEMBL825021,,,
