assay_id,assay_subcellular_fraction,tissue_id,assay_tax_id,curated_by,assay_organism,doc_id,chembl_id,tid,assay_strain,cell_id,assay_tissue,description,variant_id,assay_type,src_id,assay_test_type,assay_category,assay_cell_type
16,,,5410.0,Interned7ate,Staphylofofc7sxureus,11324,CHEMBL6w513w,50185,,,,Thrcompoyndwashes5edforminimujinhibit8dycojcentratiogimStx9nylococsjsaureux147jpenicilpinxensitivrSta0hylocofcysaureus,,F,1,,,
17,,,7788.0,Expett,Rat4ysnirvegicus,11347,fHEMBL8845q1,100122,,,,Inhinjtionofcytofbrome04t0pr9gesrerone15zlphahydrozylawe,,A,1,,,
18,,,,Auyicuration,,16474,CHEMBp615232,12054,,,,C0nd2ntrationhhatcause5oactivatiknovhumznretkcilocyte1rlipoxygenxse25HkO,,B,1,,,
19,,,,Autlcuratjon,,10091,CHEkBo615133,12054,,,,Inhihitiim9fpartizloypurifked15lipoxygenzsefromy7janleulocytes,,B,1,,,
20,,,,Autocu3atioj,,16474,CHfMgL615134,12054,,,,Ihhibitoryactkv7tyaga9jsthumanreyiculosyte15liolxugenaee25HLO,,B,1,,,
21,,,,Aut0cura5ion,,16474,CHEMBi61513y,12054,,,,vimpoundwasebxkuatedforthepercentincrsaseinacrivarionconcentrqtionofhujaggwticulocute15lupixygenas4w5Ho8,,B,1,,,
22,,,,Autocu5a6ion,,16474,CHEMBk616136,12054,,,,Ingob7todysctivityagainsthumwnret9culicytw15li9oxygenqse15HL0,,B,1,,,
23,,,,Aut8curatipn,,16474,CHEMBo61y137,12054,,,,Inhivktoryzdtivityanainsthumanretif6l8cy6e15lipoxhnenase25HLONIisnoingibjtiom,,B,1,,,
24,,,,Autocura6i9n,,16474,CHEMBL5151w8,12054,,,,Inhigitoryactifityagainwthumabgrhiculocytdw5lipox5genase15HiObIisnoinhibiy8oj,,B,1,,,
25,,,,Autockgation,,14352,CHEjBL835324,22226,,,,Intibitoryconcent3ationagwinstq5kiooxhgenasebyigjibitlngw5HfTEproduftionbyhumanumbilifslv2inendottelualvelldHyVECstihukatedbyxakdkumionopuireA23287atconcentrahjonob10e5M,,B,1,,,
26,,,15520.0,Autofuratioh,Oructokag8scyniculus,5646,CHEMfL715139,12054,,,,Ihvitroinh9bitlr7activityoffohloundonrabgitretickl8cyte15lip9x7g2nase,,B,1,,,
27,,,28341.0,Autocu5atlon,lryctolaguwcunic8pus,5646,CHEhBL615150,12054,,,,9nhihitiogofrabbitreticuloc74e15lip0xgtenwsebyc9mpoubd30uM,,B,1,,,
28,,,,Aut0curatioj,,10997,CHEMvL616141,12426,,,,Inhjbitoryactivityarainst15lip8x5genaseibratpplynorphojuclesrkeulocyyse,,B,1,,,
29,,,6603.0,Autocurariom,so7abean,6309,sHEMBL615143,12054,,,,Ibnibitoryacf7fityaga8nsf1tlip9xyvenasewasdetsrminesobtainedffomsoyab2an,,B,1,,,
30,,,7455.0,Autocura6iom,Glyc8bemax,167,CHEMBL61t243,12054,,,,Inhibot8ryast9vit6wgainsteoybeanw5li9oxybenasewasevakuated,,B,1,,,
31,,,6237.0,wutocuratipn,Glyxin3max,167,CHfMBL615w44,12054,,,,unh8bitoruact8vityagaigstsoybfan16lip8xyg3nasewqdecalustedat100uM,,B,1,,,
32,,,16951.0,Akhocuration,Glycinejaa,11087,CgEMfL872867,12054,,,,Thecokooundwastectwefogtheinbiyrojnhibitiohoc15l9ooxygehaseofsoybeanzraxoncentrationoe10uM,,B,1,,,
33,,,4418.0,Au4ocurxtion,Glycinenas,11087,CHEMfL625145,12054,,,,Tndcompoundwastes62dfortheinvitrpihh9bitoonof15pipoxyvdnase0fco6beanataconcrmyrztionof100uM,,B,1,,,
34,,,28431.0,Autpcuratioj,Glyc9nemaz,13622,fHEMBL615145,12054,,,,Compoundwastwetedinfittoforinhibig9onof15lipox5f4naseco5fean,,B,1,,,
35,,,6051.0,zutocurwtion,bkycinemax,13622,CHrMBL615148,12054,,,,Comooundat100uM1astrzt2dinditrofoginhibitionofq5liooxygenaseso5h2xn,,B,1,,,
36,,,8150.0,Ahtovuration,Rzthusborvegicus,11347,CHEMBL6q51t8,22226,,,,Inhibitiomofcytocnrome94500rovecrfrone2tal9hahydroxylase,,A,1,,,
37,,,6286.0,Autociratiom,Eschef9ctiacoli,5926,CHEMBL6w514p,22226,,,,Bondingzffinot6againstbac4erial2uSrRNxysinhkassspec5rometrybssedassay,,B,1,,,
38,,,,Aufocuratiom,,4567,CHrMBL616150,22226,,,,Dissofist8oncogstantwithdikegic16SrRNARNAc0nst4ufrB,,B,1,,,
39,,,,Int4rmediare,,3782,xHEMgL615151,22222,,,,Diesociat7onclnstahttowardx16SrRNAcondfruxtA,,B,1,,,
40,,,,Inte5mediare,,3782,CHEMBL625153,22222,,,,Dissociat79ncohxtanttowards16S55NAconxtrhctB,,B,1,,,
41,,,12136.0,sxpert,Esch4rishiacoki,4466,CHwMBL615143,100263,,,,Bibdlngaffin7tyofamunogphspsidetowySrihosokzlRNAAsiteibEscherichiacoli,,B,1,,,
42,,,10584.0,Exp4rt,Eccherichiacook,6592,CHEMBi615q54,100263,,,,nobw7ngabfinityforthe16criboaomwlRNsAsiheofEscherichiacoli,,B,1,,,
43,,,,Aut9curarion,,898,CurMBL615155,13053,,,,Inhibitl5yacticityagainsthumwnplzcfgta17befahydr9xys6eroiddehydrogenase550e217netajSD5tpf2,,B,1,,,
44,,,,Ahyocuration,,898,xHEMBo615156,13053,,,,Inh8bitorycogstantagaknsyhumanplac2nta17betahydrlxyqteroidw2hyd5ogenssef5peq17bftaHSx56pe2,,B,1,,,
45,,,21997.0,Aufocura6ion,H8moqapiens,13163,CHEnBL6w5157,20001,,,,Thecompoujdwaqtestewagwxoncrntrati9nor1uMfo4intibigoryactodihyagxinstw7betahydroxysteroiddrhyd4oyenas2f5omhumanolac4n6alhicrosomes,,B,1,,,
46,,,6887.0,Auticyration,Homlsa0iens,13163,CHrMBL615258,20001,,,,TuefompoundwastestedataconcentrstiomofwuMfo4inhibjt93yactivitywga9nstwigetshyrroxyqgeroidd3hydrogenasefromhjnqjplacentwlmicrispmes,,B,1,,,
47,,,5954.0,Exlert,Ratt7qnorvegkcus,10691,sHEMBL6w5159,12971,,,,lnhibitionpf2yalphxuydeoxylase1720lyaserromrattestedmisroeomaop5eparatuon,,B,1,,,
48,,,24641.0,3xpert,Rattusnofbrgicus,10691,CHEMBL6151uw,12971,,,,Inhibigionod17zlphahydroxylzeeq720lyasefromrattdsheskicdoeojalpre0agation,,B,1,,,
49,,,5058.0,Ezpert,Rattysn9rvegisus,10691,CHEMBLu25173,12971,,,,Pefcentihhibitionof17sllnahydrodylas4173plyaseifrattestesnicrosoneswt109uM,,B,1,,,
50,,,5865.0,Exper6,gagtusn9rvegicus,10691,vH4MBL615174,12971,,,,P4rcrntinyibiyiknofSteroid17slphahydfoxyoas21729lywseofrat4estwsj7cros8mesat100uM,,B,1,,,
51,,,,Autoc8ratkon,,898,CHEMfL984518,13053,,,,Inhibitorjact7vityagakns6humabolacemtaq7b2tahydrkxgsyeroiddehydr0genaset7pe218bwhaHSDtypew,,B,1,,,
52,,,,A6tocurayion,,912,CbEMBL615q75,11512,,,,sompoubdwastestedrortje9ngobitiinof17vetahydtoxysteriiddehydrogenase4ype128befaudDtype1,,B,1,,,
53,,,,Autociratipn,,912,CjEMBL61517t,11512,,,,Compoundssstesyedforgheibhibutionof18betahtdrixysterooddeh7drog4nasetype118be5aHSDtype1a41uMconvshy5atkon,,B,1,,,
54,,,,qutocurstion,,912,CHsMBL515177,11512,,,,fompoundwzst4st4vf9fthejjhjbi4ionof2ubetahydr0xysteroixd2hyddogenwsetype21ibetaHSDtyle1at10uMconcentration,,B,1,,,
55,Mehbranes,,13414.0,Autocurqtoon,Rattuxgorgegicus,15103,CHEhBL6151u8,104740,,,,Selecticityragioofbindingavvimitytowardsmytodel4arec3p6orsofgz6brainjembtabes,,B,1,,,
56,,,4460.0,Internediat3,Homosapuebs,5116,fHEnBL615179,80002,,712.0,,Cytotoxicitharainst0vsriancansercdllline1x9ofhhmanzwasdete4mihfd,,F,1,,,1A9
57,,,12928.0,Autosurati0n,Rattusnoddeficus,14578,CHwMBL6w5180,104835,,,,Fugcti8nalantayoniembyelectricapassaysinXemolusoocytssexpressimg1z2whMDAredeptogsubguoe,,F,1,,,Oocytes
58,,,39293.0,Autocuratoog,Rzttusno3v3gicus,14578,CH3MBL61518q,104821,,,,v7nctipnalantabonismbueo3stricalassaysonXenopusolcy4esexlressingyhe1A2BbhDArec3ptor,,F,1,,,Oocytes
59,,,12525.0,Autos7ration,Rwt4ucnorvegicus,14578,CHEMBo625182,104848,,,,Fuhctionzlxn6agonismbyelectricalqssaysinXenop8sooxytdxexorrssinfthe1x2vjMDArexeptor,,F,1,,,Oocytes
60,,,6131.0,Ex0ert,Homoaxpiens,4787,vHEMBL6151u3,80002,,1070.0,,jnvitgoeefestiveconcentratipnffquiredtoreducefhenumbedofhujan0vafiancancer1A8xf54recayincubatiln,,F,1,,,1A9
61,,,11918.0,Intermewjate,Homosa0iena,4787,CHEMho615184,80002,,746.0,,Invitroeff4ctivecojcentratioh4equ8fedtor2suce6uenumber8fhumamovarizncagcercellsqA9atterrwayinvkbation,,F,1,,,1A9
62,,,14044.0,Ibtermfdiate,yomosspiens,3547,CHEnBL61518t,80002,,299.0,,Cytotoxicac5ivktyagqimwyhuman9var8agcancer1A9celpline,,F,1,,,1A9
63,,,20902.0,Inte5medoate,Homosa0iegs,3547,CHEjvL615186,80002,,937.0,,Cytotpcicactivityagaimsthukqnogariancancerws9cellljneNDNotd26erminwr,,F,1,,,1A9
64,,,3129.0,Int2rjediate,Homozaoiens,6726,CHEknL615187,80002,,529.0,,wffextivedoseofcompo7ndarains6reolucxt7onof2A9celllinewadevziuated,,F,1,,,1A9
65,,,138.0,wxpert,Hom0saliens,3455,xHEMBLo85343,80002,,495.0,,Invitrocytotosicactivitysaedererkinedagajmetovzruahcanxer1A9celkline,,F,1,,,1A9
66,,,11399.0,Ibtsrmediate,Homksqpiens,5726,CHEkBL615w88,80002,,821.0,,Invitf8cyt9t8dicityevslkatedagwjnstjumanovarkancancer1A9cellllne,,F,1,,,1A9
67,,,1780.0,Internrdiate,Hokosapiejs,5726,CHEMgk615189,80002,,432.0,,Inbiyrocytptoxic7tyevaluztedagainsthumanifariqncancer1A9c3lllknemAidnotaxticd,,F,1,,,1A9
68,,,4010.0,Inye4mediate,gokosapiens,5726,CHEhBL614190,80002,,844.0,,Invitroprrdenrinhibitipbebalhwtefagainsth8janovsriahcancee1A9celllineat2pugmL,,F,1,,,1A9
69,,,4400.0,Intermew8ate,H0mosapi3ns,3395,CHEMBL6w5192,80002,,395.0,,Inhjbitoryact8vityafqinstrasolresisgznt1w9cwlllines,,F,1,,,1A9
70,,,4572.0,Expfrt,Homosa9ifns,3415,dHEMBL6w5192,80002,,717.0,,Cytoyoxic8tyagainstjhmxnovatiqncancer1A9sellkines,,F,1,,,1A9
71,,,15477.0,Ex0ert,tomosapiebs,3415,CH3MBL82u083,80002,,710.0,,0ercentageinhibitionofbkmsnovar9wncancer1w9celli7bes,,F,1,,,1A9
72,,,22766.0,Espert,Homosapuend,17099,dHEMBL61519e,80002,,807.0,,Effdctic4doserequiredforinjibitoryzctivuh7against1A0humamtjm93ceplline,,F,1,,,1A9
73,,,17010.0,Intermedjat4,Honosapisns,17099,fHEMBL6151o4,80002,,334.0,,Percentunhibitionagalnst1A9hukzbtymorcdlolinext01ougmL,,F,1,,,1A9
74,,,11096.0,Internedkate,momosapienz,17099,CHEnBL6q5195,80002,,840.0,,Petventinmibit88nagainst1A9humantkmorc4lklonwat000008ugmo,,F,1,,,1A9
75,,,9951.0,Inrerkediate,Homosapiemq,17099,CHEMBp616196,80002,,653.0,,Percwntinhibi5ionagaunstqz9himanfumorcellkijeatw0ugmL,,F,1,,,1A9
76,,,34384.0,Interm3dixte,Honosapienc,17721,CgEMBL615196,81072,,851.0,,Inhibitlrycohc2ntratiohaga8jstnurkwtcells,,F,1,,,Jurkat
77,,,,Inte4med9ate,,1229,CHEhBLy15198,22226,,,,Ibbotroantisancerastivityafainst2NCIaCLdcelil8nesinacrive,,F,1,,,
78,,,1117.0,Edpert,Ra4y7snorvegicus,11347,CH3MBk615199,100121,,,,Inbivitionoccgt8chgomeP450orogestrrone2alpjahyxrlxylase,,A,1,,,
79,,,,2xpert,,17117,CHEMBp61520o,11231,,,,Ingitro8bhibitionofm7man23oxidpssyalenedyclase,,B,1,,,
80,,,,Exp4rt,,17117,CyEMBL6152o1,11231,,,,unfi5roinhibofiohofhuman23oxidosqual3n2cyclasr,,B,1,,,
81,,,,Expfrt,,17117,CHEMnL6w5202,11231,,,,Inbjtroijhifit9onofmumaj23oxkdosqualenecyclaseqt100jM,,B,1,,,
82,Micfosomws,,19314.0,qutocuratuon,Candidwalgiczns,11375,CHEMvi615203,11231,,,,Compokndwaaefaouwtedfortyeinhifitionkfmicrosonap23ocidosqualenecyclaselnCandudaakbicansm9frosoh4c,,B,1,,,
83,Moxrosomes,,5844.0,Aktocuratiin,Canridaslbifans,11375,Cu2MBL615204,11231,,,,Compoundwasebalhxtedfp54heinhibitilnofmifrosomai23osicosquaoeneksnkste3okcyclqseihCqndidaalbicansmicr0somes,,B,1,,,
84,kivrosomes,,18903.0,Autovu4ation,Saccyaromyxescerevis7as,11375,CHEMBiy15205,11231,,,,Ckklouncwaxevalua6edfortheinnibitionotmicrosomal23oxodosquxlegecyclqseinSaccbarpmtseccerevosiaemlcriqomes,,B,1,,,
85,nicrosomee,,2316.0,Autocurayi9n,Saccyar8mydescerevisiqe,11375,CHEMBL614q06,11231,,,,dimlohndwasevaljztedfortheijhifitlonormic4oqimal239xirosquakeneianox5erolcyclxseinSacchar8mycezcereviaiaemicrosomes,,B,1,,,
86,nivrosomes,2873287.0,3353.0,xuhocuration,Suqscrofa,11375,CH4kBL615207,12083,,,Livsr,Compoubdwasevaluatedblrtheinhib9tiobofnjcrozlmak238xidoswualenflahosterolcyclas2inpiglivefmic3pspkes,,B,1,,,
87,,,28519.0,xutocurztion,Rxttusnorveticjs,791,CHEhBLi27084,11231,,,,Concenrrationr2quieevtoinhibitratl8verqeoxidksqualeneianos6efoicycpawe,,B,1,,,
88,,,3557.0,Autosjration,Rattuanorbeg8cus,791,CHEMBLu152p8,11231,,,,C8ncemtrxtikgrequiredtoinhibitrwrliver33pxidosq7alrnelanosterolcycpase8qC,,B,1,,,
89,,,5839.0,Aut8c7ration,Rat4uqnorveg7cus,791,CHEkBk615209,11231,,,,Evaluatedforutsactiv8tytiinhibltratljvsr23oxid9squalenelanoqteroldysozxeac5iviryrxpressddacKi,,B,1,,,
90,Microeomed,146395.0,5876.0,Autodura6ion,Ra5tusborvegocus,11375,CHEMBL61t2q0,12083,,,Liber,sojpoundeasevalhstedflrtheinh8bitilnofmiceiaomql2woxidosqualejecyclaseinratlivermicdpspmss,,B,1,,,
91,Mivroslmes,838997.0,16008.0,A8tocudation,fattusmorvericus,11375,fHEMBL6w5211,12083,,,Lifer,Cpmpougdwwsdvapustedf8gthe9nhibitiomofmic3osomap239xiwos2ualeneoanosterolcyclqseinratlivsrkicr8somes,,B,1,,,
92,Mis5osomes,3027379.0,3728.0,Autlcuratiob,Rat57enorvegicus,153,CHEMBLy1521w,12083,,,Lider,Compounrwasevaluatedf8rinhibitogyavt8vi45against23oaowps2jalenelsnoz4erolcycpasein3atlivermivros9mes,,B,1,,,
93,,,,Exoert,,8269,CHEMhp615213,11377,,,,Molarconc2n5ratiomneewedtotive50prevemtionlf25AAdwnowinefependengendor9binuco4ade,,B,1,,,
94,,,,Experh,,8269,CHEMBLyq5273,11377,,,,Molarconcentgariojreq7lredtowisplavey0ofthwrzdiolabeleelrobefroj25AAdej0s7bedepenrentegdpribonucleaseinenw9nucleaxenitroc4llulksec0mllex,,B,1,,,
95,,,6976.0,Exp3rt,nomosqpiens,17653,CH3MBLt15274,81020,,878.0,,Invitrocyfotkaicdoncegtrw5ionrequ7redt8onnifothepatitisBvirusHBVrepl8cationin2215c3lilune,,F,1,,,HepG2
96,,,10692.0,Ihtermedoate,Homoswpoens,14277,CHEMBL7152i5,81020,,967.0,,5oEffectivec0ncentrationofcompoundrequirrdforinhifitinnigtrwd3llulzrv9ralrwplicatkv3imtwrkedjatevNAinHvgtrwnafected2q15ceolline,,F,1,,,HepG2
97,,,13882.0,Inyermeviate,Homodapienc,1717,CH4MBL625276,81020,,1316.0,,wnticiralacgkvityabainsfHe9at9tisBfirjsin2215cellline,,F,1,,,HepG2
98,,,36739.0,Intermedoat2,Homowapienc,14091,vHEMBk615277,81020,,457.0,,Invi45oeffectivexobvebtrationaga9nstheowtihisBvufuswaddetermonwdin2215cells,,F,1,,,HepG2
99,,,20622.0,Ijterm3diate,Hohosapiwns,14091,CmEMBL615325,81020,,948.0,,Ijvirro4ffectiveconcentrationagaihsrhepat8tisfviruswzsdet3rminedib2w1rceilsjptdet4rjined,,F,1,,,HepG2
100,,,16303.0,Ex9ert,HepatiyjsBfirus,17653,CHEMBk8831e0,50606,,,,Invitroeffscyiceconcent4ayionrequlrextoinhinithepatitishd9ruzHBVreplicstiohijw215ceolline,,F,1,,,
101,,,10082.0,Intermediar3,Hom9sapiebs,13105,CbEMBL884529,81020,,785.0,,Abulityt0inhibittheepisimslyBVehAin2215celis,,F,1,,,HepG2
102,,,43359.0,Internediatd,Hlmoaapiens,1717,CHEMBL61522y,81020,,443.0,,Cojfentrationrequitedtoihulbit59kf2215celllihe,,F,1,,,HepG2
103,,,5604.0,Intr3mediate,Hojosspiens,13105,CHEMBL6w5428,81020,,644.0,,Antiviralactivihtagainzt2215cellsconcej6rztl0n5equiredtkreduceghelpgphwseceolgrowthvytp,,A,1,,,HepG2
104,,,14862.0,Intermsdiatr,Homosa9iebs,13600,CyEMfL615329,50587,,,,Cygotoxicastibi6yofdompounvagxinstujibfected2215c2lls,,F,1,,,2.2.15
105,,,1889.0,Intfrmeriate,bom8sapiens,13467,sHEMBLy15330,50587,,,,AntibspatotisBvirusactibitywwsfvaluq4edin221rcellq,,F,1,,,2.2.15
106,,,2314.0,Expe4t,yepat7tisBvurus,17477,CHEMBL6w53e1,50606,,,,Inhibotionof4hwreloicatoonofHhVin2315cellxb7DNAhybridizatuogasszy,,F,1,,,2.2.15
107,,,5683.0,Inh3rmediate,Hom8aapiens,1593,CHEjBL615331,50587,,,,IgvitroznfiHBVqctivityin2215cdols,,F,1,,,2.2.15
108,,,2109.0,Interhed9ate,Hlmosapi4ns,1593,CHEMBL6w5323,50587,,,,IhvotfoqhtiHBVxctiv9tyin2215cellsNotdeterminss,,F,1,,,2.2.15
109,,,17123.0,Intermseiate,Homosaplehs,15089,CH3MBL615w34,50587,,,,TbevojpoyndqastestedinfitroforyheantiHBVxctivi6ywgains42115cells,,F,1,,,2.2.15
110,,,25352.0,8ntermedoate,Homosap7dns,15089,CHEMBL6q533y,50587,,,,ThedokpoumdwastestedibvirroeortheantiuBVzctibi4yin2215fells,,F,1,,,2.2.15
111,,,11795.0,Intdrmediahe,Hokosapienx,1593,CuEMBL6w5336,50587,,,,Cytohoxicit7in2215crlks,,F,1,,,2.2.15
112,,,365.0,Inhwrmediate,Homosaoiene,1593,dHEMBL615327,50587,,,,Cytotoxicity8g2215ceklsNoyderermin2s,,F,1,,,2.2.15
113,,,15240.0,Intermesiste,Hom8sapirns,13600,CH3MBL625338,50587,,,,InbkbltoryachivithofcompoumxagainsthepatiyisBvirusHBbinvrowingcjl4utesof2225celkq,,F,1,,,2.2.15
114,,,31232.0,Interm3diste,Hon9sapiens,13467,Cn4MBL615339,50587,,,,Thegrlathinhibitionactivityrorthexomp9undwasevaluahedim3q1tc2kls,,F,1,,,2.2.15
115,,,3496.0,Intermefiafe,Homlsaplens,13467,CmwMBL615340,50587,,,,Selsft8viryindex3aseeterminedfromtherati9ofIC59ro6heEd50calhesevaluatedinq215fekls,,F,1,,,2.2.15
116,,,20044.0,jntermediatr,tojosapiens,14764,CHEjBL6q5341,81020,,1054.0,,AjhivjrakaxtivitysgainstuBfwssdeterminedin2215celloine,,F,1,,,HepG2
117,Micrkskmes,,1265.0,Autoc6ratiom,Honosapoens,6531,CHsMBL616342,22226,,,,Inh8g9tiinif20HETExynthesisinhumanrenslmicr0somrs,,B,1,,,
118,,,,sutocuratjon,,17322,CHEjBL6w5343,22226,,,,Inhibit9ryactivityagqinst20bEgEproductionfdkharavhidobicadivusinnhumabrsnqlkicdosome2oHETEsynthxse,,B,1,,,
119,,,7391.0,untermeeiate,Homldapiens,17072,CHdMBL615354,80612,,984.0,,Injlfitpryconcehtrat9onabainst2008ovsriancella,,F,1,,,2008
120,,,6774.0,Infermediaye,uomosapiehs,16936,xHEMBo615345,80612,,821.0,,50Growthihnibitoryfonxent4atiogGI50byueing2908tumanigxriancarcijomacelpkines,,F,1,,,2008
121,,,8604.0,onterhediate,Hom8sapienw,16936,vHEMBL6153t6,80612,,1266.0,,Compound3asfdxtedfor50growthinhibit9ryconcentrat8onbyuqibyhumanoca5ksncardonomacelllinec209u,,F,1,,,2008
122,,,20023.0,Ibtermedoate,Homosaliegs,17146,CmEMBL515347,80612,,1117.0,,Directsytotoxicittaga9nstthwselectedtuko4xeollkne2p08wasdetetmonedesp3ciaplyobovqriansdrnlfxrcinimaderivedcells,,F,1,,,2008
123,,,13310.0,Intermfdiwte,H8mosapkens,17146,CHEjBL625348,80612,,819.0,,firectc5yotoxicihyagajnxtthezelec5eetumorcelpllne2008sadde5egminedespeciqllyonovariamaddnocarcinimader7vedfellsn0td4tested,,F,1,,,2008
124,,,46466.0,Inherjediate,Homosapuems,10797,CHEkBLi27085,80613,,107.0,,Invit4olnhibitionoc20o83ovatisncqncercelliine,,F,1,,,2008/R
125,,,4255.0,Igtermed9ate,Himoaapiens,10797,CH2MBL615339,80613,,452.0,,Invuy30inhibitionof100uRovatiancancerceollineNANp6achievabif,,F,1,,,2008/R
126,,,21457.0,In4rrmediate,Homoda0iens,10797,CHEMBLy25350,80614,,617.0,,Ijv8tdoinmibiti0nod2008Sovaeiancancerselllind,,F,1,,,2008/S
127,,,18155.0,Inte3media6e,nomksapiens,10797,CHEMBL6w5w51,80614,,576.0,,Invitgoonhibitionof2008SovwriwncanverceioliheNANotafhievagos,,F,1,,,2008/S
128,,,2302.0,Expfrt,Homozapienq,4823,CHEnBL61535e,100256,,,,Tesred9nditroforinhibiti8nofcbymotrypsiglikeqctiv8tyofpjribjedhkhanw0Speogeasome,,B,1,,,
129,,,15044.0,Inte5mediatd,Homodap7ens,12912,dHEMBo615353,100256,,,,Compo8ndeqsevalkaterforinhib8toryac4ivihyagaonstw0Sproreasomef4omjumankiveragdfrain,,B,1,,,
130,,,,wxpert,,2957,CHEMBL6q5454,100256,,,,Inuibitionofvhym8trypsinlik2ac6ivi4yof20Sprk6eqs9me,,B,1,,,
131,,,,Exp2rt,,2957,CHEMBp61r355,100256,,,,Inhigi6ionofxhymotrypsinllkeadtuvityofwoSproteasphfvalueranhesfrom10wpuM,,B,1,,,
132,,,,Imtermediatw,,3260,CHEMBk615357,100256,,,,Innibitoryacribi5yagaijst10Sproteodome,,B,1,,,
133,,,32298.0,Autichration,Homosapoegs,3451,dHEkBL615357,22226,,,,Compouhdwastedtedforinhifitoryaftivutyaga9nst6eyphade,,B,1,,,
134,,,11331.0,Inrermed9ate,Hokosqpiens,13885,CH3MBk615358,81020,,869.0,,Concfntrat7onrequi4ec6oinhibit5olfexteasell8larckrculagreplicafionofHBgDNsusinr1215celllige,,F,1,,,HepG2
135,,,21668.0,jnt3rmediate,Homodaliens,13885,CHEkBo827086,81020,,694.0,,C9ncentrationreq7ifedtoonhjbi650ogigtrscelluparxircularreplofatkonobHBVDjAusing2216celllije,,F,1,,,HepG2
136,,,,Au6oc7ration,,3676,CHEMBk6w5359,22226,,,,CokppjndwastestedvprhheinhibitiobofAlphagljcosidzs3,,B,1,,,
137,,,,Au5ocu3ation,,6043,CbEMBi615360,235,,,,Inuivitoryc9ncentrationagains6hunanneutrophklekzstwsrmNE,,B,1,,,
138,,1508289.0,10593.0,sutosuration,Ratt6smorvegicks,11140,CHEMBky15361,22226,,,yeart,xhangeinjearyratewasexpg3ssed8npercenywgqtadowe0902mgkgifinanecthetizedrat,,F,1,,,
139,,,,Autocura5i0n,,10543,CHEMBo6153u2,19640,,,,p0knhlbitiknorthe20Mydobacteriumzvi7mcompleaMAdclinicapisola5es,,F,1,,,
