assay_id,confidence_score,assay_organism,description,assay_type,assay_tax_id,assay_tissue,assay_subcellular_fraction,assay_category,chembl_id,doc_id,relationship_type,bao_format,src_id,tissue_id,assay_test_type,assay_strain,assay_cell_type,tid
18,8,,Concentration that cause 50% activation of human reticulocyte 15-lipoxygenase (15-HLO),B,,,,,CHEMBL615132,16474,H,BAO_0000357,1,,,,,12054
19,8,,Inhibition of partially purified 15-lipoxygenase from human leukocytes,B,,,,,CHEMBL615133,10091,H,BAO_0000019,1,,,,,12054
20,8,,Inhibitory activity against human reticulocyte 15-lipoxygenase (15-HLO),B,,,,,CHEMBL615134,16474,H,BAO_0000357,1,,,,,12054
21,8,,Compound was evaluated for the percent increase in activation concentration of human reticulocyte 15-lipoxygenase (15-HLO),B,,,,,CHEMBL615135,16474,H,BAO_0000357,1,,,,,12054
22,8,,Inhibitory activity against human reticulocyte 15-lipoxygenase (15-HLO),B,,,,,CHEMBL615136,16474,H,BAO_0000357,1,,,,,12054
23,8,,Inhibitory activity against human reticulocyte 15-lipoxygenase (15-HLO); NI is no inhibition,B,,,,,CHEMBL615137,16474,H,BAO_0000357,1,,,,,12054
24,8,,Inhibitory activity against human reticulocyte 15-lipoxygenase (15-HLO); NI is no inhibition,B,,,,,CHEMBL615138,16474,H,BAO_0000357,1,,,,,12054
25,0,,"Inhibitory concentration against 15-lipoxygenase, by inhibiting 15-HETE production by human umbilical vein endothelial cells (HUVEC) stimulated by calcium ionophore A 23187 at concentration of 10e-5 M.",B,,,,,CHEMBL836324,14352,U,BAO_0000219,1,,,,,22226
26,8,Oryctolagus cuniculus,In vitro inhibitory activity of compound on rabbit reticulocyte 15-lipoxygenase,B,9986.0,,,,CHEMBL615139,5646,H,BAO_0000357,1,,,,,12054
27,8,Oryctolagus cuniculus,Inhibition of rabbit reticulocyte 15-lipoxygenase by compound (30 uM),B,9986.0,,,,CHEMBL615140,5646,H,BAO_0000357,1,,,,,12054
28,8,,Inhibitory activity against 15-lipoxygenase in rat polymorphonuclear leukocytes,B,,,,,CHEMBL615141,10997,H,BAO_0000219,1,,,,,12426
29,8,soya bean,Inhibitory activity against 15-lipoxygenase was determined obtained from soya bean,B,3847.0,,,,CHEMBL615142,6309,H,BAO_0000357,1,,,,,12054
30,8,Glycine max,Inhibitory activity against soybean 15-lipoxygenase was evaluated,B,3847.0,,,,CHEMBL615143,167,H,BAO_0000357,1,,,,,12054
31,8,Glycine max,Inhibitory activity against soybean 15-lipoxygenase was evaluated at 100 uM,B,3847.0,,,,CHEMBL615144,167,H,BAO_0000357,1,,,,,12054
32,8,Glycine max,The compound was tested for the in vitro inhibition of 15-lipoxygenase of soybean at a concentration of 10 uM,B,3847.0,,,,CHEMBL872867,11087,H,BAO_0000357,1,,,,,12054
33,8,Glycine max,The compound was tested for the in vitro inhibition of 15-lipoxygenase of soybean at a concentration of 100 uM,B,3847.0,,,,CHEMBL615145,11087,H,BAO_0000357,1,,,,,12054
34,8,Glycine max,Compound was tested in vitro for inhibition of 15-lipoxygenase soybean,B,3847.0,,,,CHEMBL615146,13622,H,BAO_0000357,1,,,,,12054
35,8,Glycine max,Compound at 100 uM was tested in vitro for inhibition of 15-lipoxygenase soybean,B,3847.0,,,,CHEMBL615147,13622,H,BAO_0000357,1,,,,,12054
36,0,Rattus norvegicus,Inhibition of cytochrome P450 progesterone 16-alpha hydroxylase,A,10116.0,,,,CHEMBL615148,11347,U,BAO_0000019,1,,,,,22226
37,0,Escherichia coli,Binding affinity against bacterial 16S rRNA using mass spectrometry based assay,B,562.0,,,,CHEMBL615149,5926,U,BAO_0000019,1,,,,,22226
38,0,,Dissociation constant with dimeric 16S rRNA RNA construct B,B,,,,,CHEMBL615150,4567,U,BAO_0000019,1,,,,,22226
39,3,,Dissociation constant towards 16S rRNA construct A,B,,,,,CHEMBL615151,3782,M,BAO_0000225,1,,,,,22222
40,3,,Dissociation constant towards 16S rRNA construct B,B,,,,,CHEMBL615152,3782,M,BAO_0000225,1,,,,,22222
41,3,Escherichia coli,Binding affinity of aminoglycoside to 16S ribosomal RNA A-site in Escherichia coli,B,562.0,,,,CHEMBL615153,4466,M,BAO_0000225,1,,,,,100263
42,3,Escherichia coli,Binding affinity for the 16S ribosomal RNA A-site of Escherichia coli,B,562.0,,,,CHEMBL615154,6592,M,BAO_0000225,1,,,,,100263
43,8,,Inhibitory activity against human placenta 17-beta-hydroxysteroid dehydrogenase type 2 (17-beta-HSD type 2),B,,,,,CHEMBL615155,898,H,BAO_0000019,1,,,,,13053
44,8,,Inhibitory constant against human placenta 17-beta-hydroxysteroid dehydrogenase type 2 (17-beta-HSD type 2),B,,,,,CHEMBL615156,898,H,BAO_0000019,1,,,,,13053
45,8,Homo sapiens,The compound was tested at a concentration of 1 uM for inhibitory activity against 17 beta-hydroxysteroid dehydrogenase from human placental microsomes,B,9606.0,,,,CHEMBL615157,13163,H,BAO_0000019,1,,,,,20001
46,8,Homo sapiens,The compound was tested at a concentration of 1 uM for inhibitory activity against 17 beta-hydroxysteroid dehydrogenase from human placental microsomes,B,9606.0,,,,CHEMBL615158,13163,H,BAO_0000019,1,,,,,20001
47,9,Rattus norvegicus,"Inhibition of 17-alpha-hydroxylase/17,20 lyase from rat testes microsomal preparation",B,10116.0,,,,CHEMBL615159,10691,D,BAO_0000019,1,,,,,12971
48,9,Rattus norvegicus,"Inhibition of 17-alpha-hydroxylase/17,20 lyase from rat testes microsomal preparation",B,10116.0,,,,CHEMBL615172,10691,D,BAO_0000019,1,,,,,12971
49,9,Rattus norvegicus,"Percent inhibition of 17-alpha-hydroxylase/17,20 lyase of rat testes microsomes at 100 uM",B,10116.0,,,,CHEMBL615173,10691,D,BAO_0000019,1,,,,,12971
50,9,Rattus norvegicus,"Percent inhibition of Steroid 17-alpha-hydroxylase/17,20 lyase of rat testes microsomes at 100 uM",B,10116.0,,,,CHEMBL615174,10691,D,BAO_0000019,1,,,,,12971
51,8,,Inhibitory activity against human placenta 17-beta-hydroxysteroid dehydrogenase type 2 (17-beta-HSD type 2),B,,,,,CHEMBL884518,898,H,BAO_0000019,1,,,,,13053
52,8,,Compound was tested for the inhibition of 17-beta-hydroxysteroid dehydrogenase type 1(17-beta-HSD type 1),B,,,,,CHEMBL615175,912,H,BAO_0000357,1,,,,,11512
53,8,,Compound was tested for the inhibition of 17-beta-hydroxysteroid dehydrogenase type 1(17-beta-HSD type 1) at 1 uM concentration,B,,,,,CHEMBL615176,912,H,BAO_0000357,1,,,,,11512
54,8,,Compound was tested for the inhibition of 17-beta-hydroxysteroid dehydrogenase type 1(17-beta-HSD type 1) at 10 uM concentration,B,,,,,CHEMBL615177,912,H,BAO_0000357,1,,,,,11512
55,5,Rattus norvegicus,Selectivity ratio of binding affinity towards mu to delta receptors of rat brain membranes,B,10116.0,,Membranes,,CHEMBL615178,15103,D,BAO_0000249,1,,,,,104740
56,1,Homo sapiens,Cytotoxicity against ovarian cancer cell line (1A-9) of humans was determined,F,9606.0,,,,CHEMBL615179,5116,N,BAO_0000219,1,,,,1A9,80002
57,7,Rattus norvegicus,Functional antagonism by electrical assays in Xenopus oocytes expressing 1A/2A NMDA receptor subtype,F,10116.0,,,,CHEMBL615180,14578,D,BAO_0000219,1,,,,Oocytes,104835
58,7,Rattus norvegicus,Functional antagonism by electrical assays in Xenopus oocytes expressing the 1A/2B NMDA receptor,F,10116.0,,,,CHEMBL615181,14578,D,BAO_0000219,1,,,,Oocytes,104821
59,7,Rattus norvegicus,Functional antagonism by electrical assays in Xenopus oocytes expressing the 1A/2C NMDA receptor,F,10116.0,,,,CHEMBL615182,14578,D,BAO_0000219,1,,,,Oocytes,104848
60,1,Homo sapiens,In vitro effective concentration required to reduce the number of human ovarian cancer (1A9) after 3-day incubation,F,9606.0,,,,CHEMBL615183,4787,N,BAO_0000219,1,,,,1A9,80002
61,1,Homo sapiens,In vitro effective concentration required to reduce the number of human ovarian cancer cells (1A9) after 3-day incubation,F,9606.0,,,,CHEMBL615184,4787,N,BAO_0000219,1,,,,1A9,80002
62,1,Homo sapiens,Cytotoxic activity against human ovarian cancer (1A9) cell line,F,9606.0,,,,CHEMBL615185,3547,N,BAO_0000219,1,,,,1A9,80002
63,1,Homo sapiens,Cytotoxic activity against human ovarian cancer (1A9) cell line; ND=Not determined,F,9606.0,,,,CHEMBL615186,3547,N,BAO_0000219,1,,,,1A9,80002
64,1,Homo sapiens,Effective dose of compound against replication of 1A9 cell line was evaluated,F,9606.0,,,,CHEMBL615187,6726,N,BAO_0000219,1,,,,1A9,80002
65,1,Homo sapiens,In vitro cytotoxic activity was determined against ovarian cancer (1A9) cell line,F,9606.0,,,,CHEMBL885343,3455,N,BAO_0000219,1,,,,1A9,80002
66,1,Homo sapiens,In vitro cytotoxicity evaluated against human ovarian cancer (1A9 cell line),F,9606.0,,,,CHEMBL615188,5726,N,BAO_0000219,1,,,,1A9,80002
67,1,Homo sapiens,In vitro cytotoxicity evaluated against human ovarian cancer (1A9 cell line); NA is not active,F,9606.0,,,,CHEMBL615189,5726,N,BAO_0000219,1,,,,1A9,80002
68,1,Homo sapiens,In vitro percent inhibition evaluated against human ovarian cancer (1A9 cell line) at >20 ug/mL,F,9606.0,,,,CHEMBL615190,5726,N,BAO_0000219,1,,,,1A9,80002
69,1,Homo sapiens,Inhibitory activity against Taxol resistant 1A9 cell lines,F,9606.0,,,,CHEMBL615191,3395,N,BAO_0000219,1,,,,1A9,80002
70,1,Homo sapiens,Cytotoxicity against human ovarian cancer (1A9) cell lines.,F,9606.0,,,,CHEMBL615192,3415,N,BAO_0000219,1,,,,1A9,80002
71,1,Homo sapiens,Percentage inhibition of human ovarian cancer (1A9) cell lines.,F,9606.0,,,,CHEMBL827083,3415,N,BAO_0000219,1,,,,1A9,80002
72,1,Homo sapiens,Effective dose required for inhibitory activity against 1A9 human tumor cell line.,F,9606.0,,,,CHEMBL615193,17099,N,BAO_0000219,1,,,,1A9,80002
73,1,Homo sapiens,Percent inhibition against 1A9 human tumor cell line at 0.10 ug/mL,F,9606.0,,,,CHEMBL615194,17099,N,BAO_0000219,1,,,,1A9,80002
74,1,Homo sapiens,Percent inhibition against 1A9 human tumor cell line at <0.00008 ug/mL,F,9606.0,,,,CHEMBL615195,17099,N,BAO_0000219,1,,,,1A9,80002
75,1,Homo sapiens,Percent inhibition against 1A9 human tumor cell line at >10 ug/mL,F,9606.0,,,,CHEMBL615196,17099,N,BAO_0000219,1,,,,1A9,80002
76,1,Homo sapiens,Inhibitory concentration against Jurkat cells,F,9606.0,,,,CHEMBL615197,17721,N,BAO_0000219,1,,,,Jurkat,81072
77,0,,In vitro anticancer activity against 2 NCI SCLC cell lines; inactive,F,,,,,CHEMBL615198,1229,U,BAO_0000019,1,,,,,22226
78,9,Rattus norvegicus,Inhibition of cytochrome P450 progesterone 2-alpha-hydroxylase,A,10116.0,,,,CHEMBL615199,11347,D,BAO_0000357,1,,,,,100121
79,8,,"In vitro inhibition of human 2,3-oxidosqualene cyclase.",B,,,,,CHEMBL615200,17117,H,BAO_0000357,1,,,,,11231
80,8,,"In vitro inhibition of human 2,3-oxidosqualene cyclase.",B,,,,,CHEMBL615201,17117,H,BAO_0000357,1,,,,,11231
81,8,,"In vitro inhibition of human 2,3-oxidosqualene cyclase at 100 nM.",B,,,,,CHEMBL615202,17117,H,BAO_0000357,1,,,,,11231
82,8,Candida albicans,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene cyclase in Candida albicans microsomes",B,5476.0,,Microsomes,,CHEMBL615203,11375,H,BAO_0000251,1,,,,,11231
83,8,Candida albicans,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in Candida albicans microsomes",B,5476.0,,Microsomes,,CHEMBL615204,11375,H,BAO_0000251,1,,,,,11231
84,8,Saccharomyces cerevisiae,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene cyclase in Saccharomyces cerevisiae microsomes",B,4932.0,,Microsomes,,CHEMBL615205,11375,H,BAO_0000251,1,,,,,11231
85,8,Saccharomyces cerevisiae,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in Saccharomyces cerevisiae microsomes",B,4932.0,,Microsomes,,CHEMBL615206,11375,H,BAO_0000251,1,,,,,11231
86,8,Sus scrofa,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in pig liver microsomes",B,9823.0,Liver,Microsomes,,CHEMBL615207,11375,H,BAO_0000251,1,2107.0,,,,12083
87,8,Rattus norvegicus,"Concentration required to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase",B,10116.0,,,,CHEMBL827084,791,H,BAO_0000019,1,,,,,11231
88,8,Rattus norvegicus,"Concentration required to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase (OSC)",B,10116.0,,,,CHEMBL615208,791,H,BAO_0000019,1,,,,,11231
89,8,Rattus norvegicus,"Evaluated for its activity to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase, activity expressed as Ki",B,10116.0,,,,CHEMBL615209,791,H,BAO_0000019,1,,,,,11231
90,9,Rattus norvegicus,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene cyclase in rat liver microsomes",B,10116.0,Liver,Microsomes,,CHEMBL615210,11375,D,BAO_0000251,1,2107.0,,,,12083
91,9,Rattus norvegicus,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in rat liver microsomes",B,10116.0,Liver,Microsomes,,CHEMBL615211,11375,D,BAO_0000251,1,2107.0,,,,12083
92,9,Rattus norvegicus,"Compound was evaluated for inhibitory activity against 2,3-oxidosqualene-lanosterol cyclase in rat liver microsomes",B,10116.0,Liver,Microsomes,,CHEMBL615212,153,D,BAO_0000251,1,2107.0,,,,12083
93,8,,Molar concentration needed to give 50% prevention of 2-5A (Adenosine dependent endoribonuclease),B,,,,,CHEMBL615213,8269,H,BAO_0000357,1,,,,,11377
94,8,,Molar concentration required to displace 50% of the radiolabeled probe from 2-5A (Adenosine dependent endoribonuclease) in endonuclease-nitrocellulose complex,B,,,,,CHEMBL615273,8269,H,BAO_0000357,1,,,,,11377
95,1,Homo sapiens,In vitro cytotoxic concentration required to inhibit hepatitisB virus (HBV) replication in 2.2.15 cell line,F,9606.0,,,,CHEMBL615274,17653,N,BAO_0000219,1,,,,HepG2,81020
96,1,Homo sapiens,50% Effective concentration of compound required for inhibiting intracellular viral replicative intermediate DNA in HBV-transfected 2.2.15 cell line.,F,9606.0,,,,CHEMBL615275,14277,N,BAO_0000219,1,,,,HepG2,81020
97,1,Homo sapiens,Antiviral activity against Hepatitis B virus in 2.2.15 cell line,F,9606.0,,,,CHEMBL615276,1717,N,BAO_0000219,1,,,,HepG2,81020
98,1,Homo sapiens,In vitro effective concentration against hepatitis B virus was determined in 2.2.15 cells,F,9606.0,,,,CHEMBL615277,14091,N,BAO_0000219,1,,,,HepG2,81020
99,1,Homo sapiens,In vitro effective concentration against hepatitis B virus was determined in 2.2.15 cells; Not determined,F,9606.0,,,,CHEMBL615326,14091,N,BAO_0000219,1,,,,HepG2,81020
100,1,Hepatitis B virus,In vitro effective concentration required to inhibit hepatitisB virus (HBV) replication in 2.2.15 cell line,F,10407.0,,,,CHEMBL883130,17653,N,BAO_0000218,1,,,,,50606
101,1,Homo sapiens,Ability to inhibit the episomal HBV-DNA in 2.2.15 cells.,F,9606.0,,,,CHEMBL884519,13105,N,BAO_0000219,1,,,,HepG2,81020
102,1,Homo sapiens,Concentration required to inhibit 50% of 2.2.15 cell line,F,9606.0,,,,CHEMBL615327,1717,N,BAO_0000219,1,,,,HepG2,81020
103,1,Homo sapiens,Anti viral activity against 2.2.15 cells (concentration required to reduce the log phase cell growth by 50%).,A,9606.0,,,,CHEMBL615328,13105,N,BAO_0000219,1,,,,HepG2,81020
104,1,Homo sapiens,Cytotoxic activity of compound against uninfected 2.2.15 cells.,F,9606.0,,,,CHEMBL615329,13600,N,BAO_0000218,1,,,,2.2.15,50587
105,1,Homo sapiens,Anti hepatitis-B virus activity was evaluated in 2.2.15 cells.,F,9606.0,,,,CHEMBL615330,13467,N,BAO_0000218,1,,,,2.2.15,50587
106,1,Hepatitis B virus,"Inhibition of the replication of HBV in 2.2.15 cells, by DNA hybridization assay",F,10407.0,,,,CHEMBL615331,17477,N,BAO_0000218,1,,,,2.2.15,50606
107,1,Homo sapiens,In vitro anti-HBV activity in 2.2.15 cells,F,9606.0,,,,CHEMBL615332,1593,N,BAO_0000218,1,,,,2.2.15,50587
108,1,Homo sapiens,In vitro anti-HBV activity in 2.2.15 cells; Not determined,F,9606.0,,,,CHEMBL615333,1593,N,BAO_0000218,1,,,,2.2.15,50587
109,1,Homo sapiens,The compound was tested in vitro for the anti-HBV activity against 2.2.15 cells,F,9606.0,,,,CHEMBL615334,15089,N,BAO_0000218,1,,,,2.2.15,50587
110,1,Homo sapiens,The compound was tested in vitro for the anti-HBV activity in 2.2.15 cells,F,9606.0,,,,CHEMBL615335,15089,N,BAO_0000218,1,,,,2.2.15,50587
111,1,Homo sapiens,Cytotoxicity in 2.2.15 cells,F,9606.0,,,,CHEMBL615336,1593,N,BAO_0000218,1,,,,2.2.15,50587
112,1,Homo sapiens,Cytotoxicity in 2.2.15 cells; Not determined,F,9606.0,,,,CHEMBL615337,1593,N,BAO_0000218,1,,,,2.2.15,50587
113,1,Homo sapiens,Inhibitory activity of compound against hepatitis B virus (HBV) in growing cultures of 2.2.15 cells,F,9606.0,,,,CHEMBL615338,13600,N,BAO_0000218,1,,,,2.2.15,50587
114,1,Homo sapiens,The growth inhibition activity for the compound was evaluated in 2.2.15 cells.,F,9606.0,,,,CHEMBL615339,13467,N,BAO_0000218,1,,,,2.2.15,50587
115,1,Homo sapiens,Selectivity index was determined from the ratio of IC50 to the EC50 values evaluated in 2.2.15 cells.,F,9606.0,,,,CHEMBL615340,13467,N,BAO_0000218,1,,,,2.2.15,50587
116,1,Homo sapiens,Antiviral activity against HBV was determined in 2.215 cell line,F,9606.0,,,,CHEMBL615341,14764,N,BAO_0000219,1,,,,HepG2,81020
117,0,Homo sapiens,Inhibition of 20-HETE synthesis in human renal microsomes,B,9606.0,,Microsomes,,CHEMBL615342,6531,U,BAO_0000251,1,,,,,22226
118,0,,Inhibitory activity against 20-HETE production from arachidonic acid using human renal microsome 20-HETE synthase.,B,,,,,CHEMBL615343,17322,U,BAO_0000019,1,,,,,22226
119,1,Homo sapiens,Inhibitory concentration against 2008 (ovarian) cells,F,9606.0,,,,CHEMBL615344,17072,N,BAO_0000219,1,,,,2008,80612
120,1,Homo sapiens,50% Growth inhibitory concentration( GI 50 ) by using 2008 human ovarian carcinoma cell lines.,F,9606.0,,,,CHEMBL615345,16936,N,BAO_0000219,1,,,,2008,80612
121,1,Homo sapiens,Compound was tested for 50% growth inhibitory concentration by using human ovarian carcinoma cell lines (2008),F,9606.0,,,,CHEMBL615346,16936,N,BAO_0000219,1,,,,2008,80612
122,1,Homo sapiens,Direct cytotoxicity against the selected tumor cell line 2008 was determined especially on ovarian adenocarcinoma derived cells,F,9606.0,,,,CHEMBL615347,17146,N,BAO_0000219,1,,,,2008,80612
123,1,Homo sapiens,Direct cytotoxicity against the selected tumor cell line 2008 was determined especially on ovarian adenocarcinoma derived cells; not detected,F,9606.0,,,,CHEMBL615348,17146,N,BAO_0000219,1,,,,2008,80612
124,1,Homo sapiens,In vitro inhibition of 2008/R ovarian cancer cell line,F,9606.0,,,,CHEMBL827085,10797,N,BAO_0000219,1,,,,2008/R,80613
125,1,Homo sapiens,In vitro inhibition of 2008/R ovarian cancer cell line; NA= Not achievable,F,9606.0,,,,CHEMBL615349,10797,N,BAO_0000219,1,,,,2008/R,80613
126,1,Homo sapiens,In vitro inhibition of 2008/S ovarian cancer cell line,F,9606.0,,,,CHEMBL615350,10797,N,BAO_0000219,1,,,,2008/S,80614
127,1,Homo sapiens,In vitro inhibition of 2008/S ovarian cancer cell line; NA= Not achievable,F,9606.0,,,,CHEMBL615351,10797,N,BAO_0000219,1,,,,2008/S,80614
128,2,Homo sapiens,Tested in vitro for inhibition of chymotrypsin like activity of purified human 20S proteasome,B,9606.0,,,,CHEMBL615352,4823,S,BAO_0000220,1,,,,,100256
129,2,Homo sapiens,Compound was evaluated for inhibitory activity against 20S proteasome from human liver and brain,B,9606.0,,,,CHEMBL615353,12912,S,BAO_0000220,1,,,,,100256
130,2,,Inhibition of chymotrypsin-like activity of 20S proteasome,B,,,,,CHEMBL615354,2957,S,BAO_0000220,1,,,,,100256
131,2,,Inhibition of chymotrypsin-like activity of 20S proteasome; value ranges from 10-20 uM,B,,,,,CHEMBL615355,2957,S,BAO_0000220,1,,,,,100256
132,2,,Inhibitory activity against 20S proteosome,B,,,,,CHEMBL615356,3260,S,BAO_0000220,1,,,,,100256
133,0,Homo sapiens,Compound was tested for inhibitory activity against tryptase,B,9606.0,,,,CHEMBL615357,3451,U,BAO_0000019,1,,,,,22226
134,1,Homo sapiens,Concentration required to inhibit 50% of extracellular circular replication of HBV DNA using 2215 cell line,F,9606.0,,,,CHEMBL615358,13885,N,BAO_0000219,1,,,,HepG2,81020
135,1,Homo sapiens,Concentration required to inhibit 50% of intracellular circular replication of HBV DNA using 2215 cell line,F,9606.0,,,,CHEMBL827086,13885,N,BAO_0000219,1,,,,HepG2,81020
136,0,,Compound was tested for the inhibition of Alpha-glucosidase,B,,,,,CHEMBL615359,3676,U,BAO_0000019,1,,,,,22226
137,8,,Inhibitory concentration against human neutrophil elastase (HNE),B,,,,,CHEMBL615360,6043,H,BAO_0000357,1,,,,,235
138,0,Rattus norvegicus,Change in heart rate was expressed in percent at at a dose 0.002 mg/kg iv in anesthetized rat,F,10116.0,Heart,,,CHEMBL615361,11140,U,BAO_0000218,1,948.0,,,,22226
139,8,,90% inhibition of the 20 Mycobacterium avium complex (MAC) clinical isolates,F,,,,,CHEMBL615362,10543,H,BAO_0000019,1,,,,,19640
140,8,,Minimum inhibitory concentration of compound against 20 Mycobacterium avium complex (MAC) clinical isolates,F,,,,,CHEMBL615363,10543,H,BAO_0000019,1,,,,,19640
141,8,,Minimum inhibitory concentration of compound against 20 Mycobacterium avium complex (MAC) clinical isolates,B,,,,,CHEMBL615364,10543,H,BAO_0000357,1,,,,,19640
142,8,,90% inhibition of the 20 Mycobacterium avium complex (MAC) clinical isolates,F,,,,,CHEMBL615365,10543,H,BAO_0000019,1,,,,,19640
143,1,Mus musculus,In Vitro evaluation for the growth inhibition of Subline (P388/AMSA) Leukemia cell lines,F,10090.0,,,,CHEMBL615366,11365,N,BAO_0000219,1,,,,P338,80360
144,1,Mus musculus,In Vitro evaluation for the growth inhibition of Subline (P388/CP) Leukemia cell lines,F,10090.0,,,,CHEMBL615367,11365,N,BAO_0000219,1,,,,P338,80360
145,1,Homo sapiens,Compound was evaluated for the inhibition of cell replication human peripheral blood lymphocytes (PBL's).,F,9606.0,,,,CHEMBL615368,11803,N,BAO_0000219,1,,,,PBL,80384
146,0,Ovis aries,Compound was evaluated for the inhibition of cell replication sheep choroid plexus (SCP) cells,F,9940.0,,,,CHEMBL615369,11803,U,BAO_0000019,1,,,,,22226
147,0,Ovis aries,Compound was evaluated for the inhibition of cell replication sheep choroid plexus (SCP) cells.,F,9940.0,,,,CHEMBL615370,11803,U,BAO_0000019,1,,,,,22226
148,8,,Compound is evaluated in vitro for the inhibition single mutant of HIV-1 RT (Y181C),B,,,,,CHEMBL615673,12278,H,BAO_0000357,1,,,,,191
149,0,Homo sapiens,Compound was evaluated for its inhibitory effect on thymidine [3H]dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-5,F,9606.0,,,,CHEMBL615674,8249,U,BAO_0000019,1,,,,,22226
150,0,Homo sapiens,Compound was evaluated for its inhibitory effect on thymidine [3H]-dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-6,F,9606.0,,,,CHEMBL615675,8249,U,BAO_0000019,1,,,,,22226
151,0,Homo sapiens,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in at conc. 10e-7,F,9606.0,,,,CHEMBL615676,8249,U,BAO_0000219,1,,,,CCRF-CEM,22226
152,0,Homo sapiens,Compound was evaluated for its inhibitory effect on thymidine ([3H]-dThd) incorporation into DNA of CEM cells in culture at conc. 10e-4,F,9606.0,,,,CHEMBL615677,8249,U,BAO_0000219,1,,,,CCRF-CEM,22226
