tid,src_assay_id,relationship_type,tissue_id,assay_strain,assay_id,assay_organism,description,assay_tissue,curated_by,variant_id,chembl_id,assay_test_type,assay_tax_id,cell_id,confidence_score,src_id,assay_cell_type,assay_type,assay_category,assay_subcellular_fraction,bao_format,doc_id
13053,,H,,,51,,Inhibitory activity against human placenta 17-beta-hydroxysteroid dehydrogenase type 2 (17-beta-HSD type 2),,Autocuration,,CHEMBL884518,,,,8,1,,B,,,BAO_0000019,898
11512,,H,,,52,,Compound was tested for the inhibition of 17-beta-hydroxysteroid dehydrogenase type 1(17-beta-HSD type 1),,Autocuration,,CHEMBL615175,,,,8,1,,B,,,BAO_0000357,912
11512,,H,,,53,,Compound was tested for the inhibition of 17-beta-hydroxysteroid dehydrogenase type 1(17-beta-HSD type 1) at 1 uM concentration,,Autocuration,,CHEMBL615176,,,,8,1,,B,,,BAO_0000357,912
11512,,H,,,54,,Compound was tested for the inhibition of 17-beta-hydroxysteroid dehydrogenase type 1(17-beta-HSD type 1) at 10 uM concentration,,Autocuration,,CHEMBL615177,,,,8,1,,B,,,BAO_0000357,912
104740,,D,,,55,Rattus norvegicus,Selectivity ratio of binding affinity towards mu to delta receptors of rat brain membranes,,Autocuration,,CHEMBL615178,,10116.0,,5,1,,B,,Membranes,BAO_0000249,15103
80002,,N,,,56,Homo sapiens,Cytotoxicity against ovarian cancer cell line (1A-9) of humans was determined,,Intermediate,,CHEMBL615179,,9606.0,506.0,1,1,1A9,F,,,BAO_0000219,5116
104835,,D,,,57,Rattus norvegicus,Functional antagonism by electrical assays in Xenopus oocytes expressing 1A/2A NMDA receptor subtype,,Autocuration,,CHEMBL615180,,10116.0,,7,1,Oocytes,F,,,BAO_0000219,14578
104821,,D,,,58,Rattus norvegicus,Functional antagonism by electrical assays in Xenopus oocytes expressing the 1A/2B NMDA receptor,,Autocuration,,CHEMBL615181,,10116.0,,7,1,Oocytes,F,,,BAO_0000219,14578
104848,,D,,,59,Rattus norvegicus,Functional antagonism by electrical assays in Xenopus oocytes expressing the 1A/2C NMDA receptor,,Autocuration,,CHEMBL615182,,10116.0,,7,1,Oocytes,F,,,BAO_0000219,14578
80002,,N,,,60,Homo sapiens,In vitro effective concentration required to reduce the number of human ovarian cancer (1A9) after 3-day incubation,,Expert,,CHEMBL615183,,9606.0,506.0,1,1,1A9,F,,,BAO_0000219,4787
80002,,N,,,61,Homo sapiens,In vitro effective concentration required to reduce the number of human ovarian cancer cells (1A9) after 3-day incubation,,Intermediate,,CHEMBL615184,,9606.0,506.0,1,1,1A9,F,,,BAO_0000219,4787
80002,,N,,,62,Homo sapiens,Cytotoxic activity against human ovarian cancer (1A9) cell line,,Intermediate,,CHEMBL615185,,9606.0,506.0,1,1,1A9,F,,,BAO_0000219,3547
80002,,N,,,63,Homo sapiens,Cytotoxic activity against human ovarian cancer (1A9) cell line; ND=Not determined,,Intermediate,,CHEMBL615186,,9606.0,506.0,1,1,1A9,F,,,BAO_0000219,3547
80002,,N,,,64,Homo sapiens,Effective dose of compound against replication of 1A9 cell line was evaluated,,Intermediate,,CHEMBL615187,,9606.0,506.0,1,1,1A9,F,,,BAO_0000219,6726
80002,,N,,,65,Homo sapiens,In vitro cytotoxic activity was determined against ovarian cancer (1A9) cell line,,Expert,,CHEMBL885343,,9606.0,506.0,1,1,1A9,F,,,BAO_0000219,3455
80002,,N,,,66,Homo sapiens,In vitro cytotoxicity evaluated against human ovarian cancer (1A9 cell line),,Intermediate,,CHEMBL615188,,9606.0,506.0,1,1,1A9,F,,,BAO_0000219,5726
80002,,N,,,67,Homo sapiens,In vitro cytotoxicity evaluated against human ovarian cancer (1A9 cell line); NA is not active,,Intermediate,,CHEMBL615189,,9606.0,506.0,1,1,1A9,F,,,BAO_0000219,5726
80002,,N,,,68,Homo sapiens,In vitro percent inhibition evaluated against human ovarian cancer (1A9 cell line) at >20 ug/mL,,Intermediate,,CHEMBL615190,,9606.0,506.0,1,1,1A9,F,,,BAO_0000219,5726
80002,,N,,,69,Homo sapiens,Inhibitory activity against Taxol resistant 1A9 cell lines,,Intermediate,,CHEMBL615191,,9606.0,506.0,1,1,1A9,F,,,BAO_0000219,3395
80002,,N,,,70,Homo sapiens,Cytotoxicity against human ovarian cancer (1A9) cell lines.,,Expert,,CHEMBL615192,,9606.0,506.0,1,1,1A9,F,,,BAO_0000219,3415
80002,,N,,,71,Homo sapiens,Percentage inhibition of human ovarian cancer (1A9) cell lines.,,Expert,,CHEMBL827083,,9606.0,506.0,1,1,1A9,F,,,BAO_0000219,3415
80002,,N,,,72,Homo sapiens,Effective dose required for inhibitory activity against 1A9 human tumor cell line.,,Expert,,CHEMBL615193,,9606.0,506.0,1,1,1A9,F,,,BAO_0000219,17099
80002,,N,,,73,Homo sapiens,Percent inhibition against 1A9 human tumor cell line at 0.10 ug/mL,,Intermediate,,CHEMBL615194,,9606.0,506.0,1,1,1A9,F,,,BAO_0000219,17099
80002,,N,,,74,Homo sapiens,Percent inhibition against 1A9 human tumor cell line at <0.00008 ug/mL,,Intermediate,,CHEMBL615195,,9606.0,506.0,1,1,1A9,F,,,BAO_0000219,17099
80002,,N,,,75,Homo sapiens,Percent inhibition against 1A9 human tumor cell line at >10 ug/mL,,Intermediate,,CHEMBL615196,,9606.0,506.0,1,1,1A9,F,,,BAO_0000219,17099
81072,,N,,,76,Homo sapiens,Inhibitory concentration against Jurkat cells,,Intermediate,,CHEMBL615197,,9606.0,503.0,1,1,Jurkat,F,,,BAO_0000219,17721
22226,,U,,,77,,In vitro anticancer activity against 2 NCI SCLC cell lines; inactive,,Intermediate,,CHEMBL615198,,,,0,1,,F,,,BAO_0000019,1229
100121,,D,,,78,Rattus norvegicus,Inhibition of cytochrome P450 progesterone 2-alpha-hydroxylase,,Expert,,CHEMBL615199,,10116.0,,9,1,,A,,,BAO_0000357,11347
11231,,H,,,79,,"In vitro inhibition of human 2,3-oxidosqualene cyclase.",,Expert,,CHEMBL615200,,,,8,1,,B,,,BAO_0000357,17117
11231,,H,,,80,,"In vitro inhibition of human 2,3-oxidosqualene cyclase.",,Expert,,CHEMBL615201,,,,8,1,,B,,,BAO_0000357,17117
11231,,H,,,81,,"In vitro inhibition of human 2,3-oxidosqualene cyclase at 100 nM.",,Expert,,CHEMBL615202,,,,8,1,,B,,,BAO_0000357,17117
11231,,H,,,82,Candida albicans,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene cyclase in Candida albicans microsomes",,Autocuration,,CHEMBL615203,,5476.0,,8,1,,B,,Microsomes,BAO_0000251,11375
11231,,H,,,83,Candida albicans,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in Candida albicans microsomes",,Autocuration,,CHEMBL615204,,5476.0,,8,1,,B,,Microsomes,BAO_0000251,11375
11231,,H,,,84,Saccharomyces cerevisiae,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene cyclase in Saccharomyces cerevisiae microsomes",,Autocuration,,CHEMBL615205,,4932.0,,8,1,,B,,Microsomes,BAO_0000251,11375
11231,,H,,,85,Saccharomyces cerevisiae,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in Saccharomyces cerevisiae microsomes",,Autocuration,,CHEMBL615206,,4932.0,,8,1,,B,,Microsomes,BAO_0000251,11375
12083,,H,2107.0,,86,Sus scrofa,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in pig liver microsomes",Liver,Autocuration,,CHEMBL615207,,9823.0,,8,1,,B,,Microsomes,BAO_0000251,11375
11231,,H,,,87,Rattus norvegicus,"Concentration required to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase",,Autocuration,,CHEMBL827084,,10116.0,,8,1,,B,,,BAO_0000019,791
11231,,H,,,88,Rattus norvegicus,"Concentration required to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase (OSC)",,Autocuration,,CHEMBL615208,,10116.0,,8,1,,B,,,BAO_0000019,791
11231,,H,,,89,Rattus norvegicus,"Evaluated for its activity to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase, activity expressed as Ki",,Autocuration,,CHEMBL615209,,10116.0,,8,1,,B,,,BAO_0000019,791
12083,,D,2107.0,,90,Rattus norvegicus,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene cyclase in rat liver microsomes",Liver,Autocuration,,CHEMBL615210,,10116.0,,9,1,,B,,Microsomes,BAO_0000251,11375
12083,,D,2107.0,,91,Rattus norvegicus,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in rat liver microsomes",Liver,Autocuration,,CHEMBL615211,,10116.0,,9,1,,B,,Microsomes,BAO_0000251,11375
12083,,D,2107.0,,92,Rattus norvegicus,"Compound was evaluated for inhibitory activity against 2,3-oxidosqualene-lanosterol cyclase in rat liver microsomes",Liver,Autocuration,,CHEMBL615212,,10116.0,,9,1,,B,,Microsomes,BAO_0000251,153
11377,,H,,,93,,Molar concentration needed to give 50% prevention of 2-5A (Adenosine dependent endoribonuclease),,Expert,,CHEMBL615213,,,,8,1,,B,,,BAO_0000357,8269
11377,,H,,,94,,Molar concentration required to displace 50% of the radiolabeled probe from 2-5A (Adenosine dependent endoribonuclease) in endonuclease-nitrocellulose complex,,Expert,,CHEMBL615273,,,,8,1,,B,,,BAO_0000357,8269
81020,,N,,,95,Homo sapiens,In vitro cytotoxic concentration required to inhibit hepatitisB virus (HBV) replication in 2.2.15 cell line,,Expert,,CHEMBL615274,,9606.0,726.0,1,1,HepG2,F,,,BAO_0000219,17653
81020,,N,,,96,Homo sapiens,50% Effective concentration of compound required for inhibiting intracellular viral replicative intermediate DNA in HBV-transfected 2.2.15 cell line.,,Intermediate,,CHEMBL615275,,9606.0,726.0,1,1,HepG2,F,,,BAO_0000219,14277
81020,,N,,,97,Homo sapiens,Antiviral activity against Hepatitis B virus in 2.2.15 cell line,,Intermediate,,CHEMBL615276,,9606.0,726.0,1,1,HepG2,F,,,BAO_0000219,1717
81020,,N,,,98,Homo sapiens,In vitro effective concentration against hepatitis B virus was determined in 2.2.15 cells,,Intermediate,,CHEMBL615277,,9606.0,726.0,1,1,HepG2,F,,,BAO_0000219,14091
81020,,N,,,99,Homo sapiens,In vitro effective concentration against hepatitis B virus was determined in 2.2.15 cells; Not determined,,Intermediate,,CHEMBL615326,,9606.0,726.0,1,1,HepG2,F,,,BAO_0000219,14091
50606,,N,,,100,Hepatitis B virus,In vitro effective concentration required to inhibit hepatitisB virus (HBV) replication in 2.2.15 cell line,,Expert,,CHEMBL883130,,10407.0,,1,1,,F,,,BAO_0000218,17653
81020,,N,,,101,Homo sapiens,Ability to inhibit the episomal HBV-DNA in 2.2.15 cells.,,Intermediate,,CHEMBL884519,,9606.0,726.0,1,1,HepG2,F,,,BAO_0000219,13105
81020,,N,,,102,Homo sapiens,Concentration required to inhibit 50% of 2.2.15 cell line,,Intermediate,,CHEMBL615327,,9606.0,726.0,1,1,HepG2,F,,,BAO_0000219,1717
81020,,N,,,103,Homo sapiens,Anti viral activity against 2.2.15 cells (concentration required to reduce the log phase cell growth by 50%).,,Intermediate,,CHEMBL615328,,9606.0,726.0,1,1,HepG2,A,,,BAO_0000219,13105
50587,,N,,,104,Homo sapiens,Cytotoxic activity of compound against uninfected 2.2.15 cells.,,Intermediate,,CHEMBL615329,,9606.0,,1,1,2.2.15,F,,,BAO_0000218,13600
50587,,N,,,105,Homo sapiens,Anti hepatitis-B virus activity was evaluated in 2.2.15 cells.,,Intermediate,,CHEMBL615330,,9606.0,,1,1,2.2.15,F,,,BAO_0000218,13467
50606,,N,,,106,Hepatitis B virus,"Inhibition of the replication of HBV in 2.2.15 cells, by DNA hybridization assay",,Expert,,CHEMBL615331,,10407.0,,1,1,2.2.15,F,,,BAO_0000218,17477
50587,,N,,,107,Homo sapiens,In vitro anti-HBV activity in 2.2.15 cells,,Intermediate,,CHEMBL615332,,9606.0,,1,1,2.2.15,F,,,BAO_0000218,1593
50587,,N,,,108,Homo sapiens,In vitro anti-HBV activity in 2.2.15 cells; Not determined,,Intermediate,,CHEMBL615333,,9606.0,,1,1,2.2.15,F,,,BAO_0000218,1593
50587,,N,,,109,Homo sapiens,The compound was tested in vitro for the anti-HBV activity against 2.2.15 cells,,Intermediate,,CHEMBL615334,,9606.0,,1,1,2.2.15,F,,,BAO_0000218,15089
50587,,N,,,110,Homo sapiens,The compound was tested in vitro for the anti-HBV activity in 2.2.15 cells,,Intermediate,,CHEMBL615335,,9606.0,,1,1,2.2.15,F,,,BAO_0000218,15089
50587,,N,,,111,Homo sapiens,Cytotoxicity in 2.2.15 cells,,Intermediate,,CHEMBL615336,,9606.0,,1,1,2.2.15,F,,,BAO_0000218,1593
50587,,N,,,112,Homo sapiens,Cytotoxicity in 2.2.15 cells; Not determined,,Intermediate,,CHEMBL615337,,9606.0,,1,1,2.2.15,F,,,BAO_0000218,1593
50587,,N,,,113,Homo sapiens,Inhibitory activity of compound against hepatitis B virus (HBV) in growing cultures of 2.2.15 cells,,Intermediate,,CHEMBL615338,,9606.0,,1,1,2.2.15,F,,,BAO_0000218,13600
50587,,N,,,114,Homo sapiens,The growth inhibition activity for the compound was evaluated in 2.2.15 cells.,,Intermediate,,CHEMBL615339,,9606.0,,1,1,2.2.15,F,,,BAO_0000218,13467
50587,,N,,,115,Homo sapiens,Selectivity index was determined from the ratio of IC50 to the EC50 values evaluated in 2.2.15 cells.,,Intermediate,,CHEMBL615340,,9606.0,,1,1,2.2.15,F,,,BAO_0000218,13467
81020,,N,,,116,Homo sapiens,Antiviral activity against HBV was determined in 2.215 cell line,,Intermediate,,CHEMBL615341,,9606.0,726.0,1,1,HepG2,F,,,BAO_0000219,14764
22226,,U,,,117,Homo sapiens,Inhibition of 20-HETE synthesis in human renal microsomes,,Autocuration,,CHEMBL615342,,9606.0,,0,1,,B,,Microsomes,BAO_0000251,6531
22226,,U,,,118,,Inhibitory activity against 20-HETE production from arachidonic acid using human renal microsome 20-HETE synthase.,,Autocuration,,CHEMBL615343,,,,0,1,,B,,,BAO_0000019,17322
80612,,N,,,119,Homo sapiens,Inhibitory concentration against 2008 (ovarian) cells,,Intermediate,,CHEMBL615344,,9606.0,388.0,1,1,2008,F,,,BAO_0000219,17072
80612,,N,,,120,Homo sapiens,50% Growth inhibitory concentration( GI 50 ) by using 2008 human ovarian carcinoma cell lines.,,Intermediate,,CHEMBL615345,,9606.0,388.0,1,1,2008,F,,,BAO_0000219,16936
80612,,N,,,121,Homo sapiens,Compound was tested for 50% growth inhibitory concentration by using human ovarian carcinoma cell lines (2008),,Intermediate,,CHEMBL615346,,9606.0,388.0,1,1,2008,F,,,BAO_0000219,16936
80612,,N,,,122,Homo sapiens,Direct cytotoxicity against the selected tumor cell line 2008 was determined especially on ovarian adenocarcinoma derived cells,,Intermediate,,CHEMBL615347,,9606.0,388.0,1,1,2008,F,,,BAO_0000219,17146
80612,,N,,,123,Homo sapiens,Direct cytotoxicity against the selected tumor cell line 2008 was determined especially on ovarian adenocarcinoma derived cells; not detected,,Intermediate,,CHEMBL615348,,9606.0,388.0,1,1,2008,F,,,BAO_0000219,17146
80613,,N,,,124,Homo sapiens,In vitro inhibition of 2008/R ovarian cancer cell line,,Intermediate,,CHEMBL827085,,9606.0,561.0,1,1,2008/R,F,,,BAO_0000219,10797
80613,,N,,,125,Homo sapiens,In vitro inhibition of 2008/R ovarian cancer cell line; NA= Not achievable,,Intermediate,,CHEMBL615349,,9606.0,561.0,1,1,2008/R,F,,,BAO_0000219,10797
80614,,N,,,126,Homo sapiens,In vitro inhibition of 2008/S ovarian cancer cell line,,Intermediate,,CHEMBL615350,,9606.0,389.0,1,1,2008/S,F,,,BAO_0000219,10797
80614,,N,,,127,Homo sapiens,In vitro inhibition of 2008/S ovarian cancer cell line; NA= Not achievable,,Intermediate,,CHEMBL615351,,9606.0,389.0,1,1,2008/S,F,,,BAO_0000219,10797
100256,,S,,,128,Homo sapiens,Tested in vitro for inhibition of chymotrypsin like activity of purified human 20S proteasome,,Expert,,CHEMBL615352,,9606.0,,2,1,,B,,,BAO_0000220,4823
100256,,S,,,129,Homo sapiens,Compound was evaluated for inhibitory activity against 20S proteasome from human liver and brain,,Intermediate,,CHEMBL615353,,9606.0,,2,1,,B,,,BAO_0000220,12912
100256,,S,,,130,,Inhibition of chymotrypsin-like activity of 20S proteasome,,Expert,,CHEMBL615354,,,,2,1,,B,,,BAO_0000220,2957
100256,,S,,,131,,Inhibition of chymotrypsin-like activity of 20S proteasome; value ranges from 10-20 uM,,Expert,,CHEMBL615355,,,,2,1,,B,,,BAO_0000220,2957
100256,,S,,,132,,Inhibitory activity against 20S proteosome,,Intermediate,,CHEMBL615356,,,,2,1,,B,,,BAO_0000220,3260
22226,,U,,,133,Homo sapiens,Compound was tested for inhibitory activity against tryptase,,Autocuration,,CHEMBL615357,,9606.0,,0,1,,B,,,BAO_0000019,3451
81020,,N,,,134,Homo sapiens,Concentration required to inhibit 50% of extracellular circular replication of HBV DNA using 2215 cell line,,Intermediate,,CHEMBL615358,,9606.0,726.0,1,1,HepG2,F,,,BAO_0000219,13885
81020,,N,,,135,Homo sapiens,Concentration required to inhibit 50% of intracellular circular replication of HBV DNA using 2215 cell line,,Intermediate,,CHEMBL827086,,9606.0,726.0,1,1,HepG2,F,,,BAO_0000219,13885
22226,,U,,,136,,Compound was tested for the inhibition of Alpha-glucosidase,,Autocuration,,CHEMBL615359,,,,0,1,,B,,,BAO_0000019,3676
235,,H,,,137,,Inhibitory concentration against human neutrophil elastase (HNE),,Autocuration,,CHEMBL615360,,,,8,1,,B,,,BAO_0000357,6043
22226,,U,948.0,,138,Rattus norvegicus,Change in heart rate was expressed in percent at at a dose 0.002 mg/kg iv in anesthetized rat,Heart,Autocuration,,CHEMBL615361,,10116.0,,0,1,,F,,,BAO_0000218,11140
