ASSTIS,CI,ASTT,ASST,ASCETY,ASSTY,ASSORGA,CONFSC,ASSSUBCELFRAC,TII,VARI,ASCAT,BFOR,DI,Desc,RELATT,ASSI,SRASI,CHEI,ASTI,CURAB,Ti,SRI
,,,,,A,Rattus norvegicus,1,,,,,BAO_0000218,1465,Compound was tested for solubility in water,N,7534,,CHEMBL618656,10116.0,Intermediate,50597,1
,,,,,P,,0,,,,,BAO_0000100,5182,Solubility in phosphate buffered saline (1% DMSO) at pH 6.5 (24 hr equilibration),U,7535,,CHEMBL618657,,Intermediate,22229,1
,,,,,A,Rattus norvegicus,1,,,,,BAO_0000218,17847,Solubility was determined,N,7536,,CHEMBL618658,10116.0,Intermediate,50597,1
,,,,,A,Rattus norvegicus,1,,,,,BAO_0000218,15339,solubility in water (ug/mL) at 37 degree C.,N,7537,,CHEMBL618659,10116.0,Intermediate,50597,1
,,,,,A,Rattus norvegicus,1,,,,,BAO_0000218,5202,First pass metabolism and metabolic bioavailability using rat hepatic microsomes,N,7538,,CHEMBL618660,10116.0,Intermediate,50597,1
,,,,,A,Rattus norvegicus,1,,,,,BAO_0000218,1088,In vitro stability relative to (+)-AJ76 in rat hepatocyte assay,N,7539,,CHEMBL618661,10116.0,Intermediate,50597,1
,,,,,A,Rattus norvegicus,1,,,,,BAO_0000218,3169,Half life in rats,N,7540,,CHEMBL873807,10116.0,Intermediate,50597,1
,,,,,A,Rattus norvegicus,1,,,,,BAO_0000218,5353,Half life in Dawley rat,N,7541,,CHEMBL618662,10116.0,Intermediate,50597,1
,,In vivo,,,A,Rattus norvegicus,1,,,,,BAO_0000218,2864,Half life period after 3 mg/kg iv administration,N,7542,,CHEMBL618663,10116.0,Intermediate,50597,1
,,In vivo,,,A,Rattus norvegicus,1,,,,,BAO_0000218,2864,Half life period after 3 mg/kg iv administration in rat,N,7543,,CHEMBL618664,10116.0,Intermediate,50597,1
,,In vivo,,,A,Rattus norvegicus,1,,,,,BAO_0000218,2864,Half life period after 3 mg/kg iv administration in the rat,N,7544,,CHEMBL618665,10116.0,Intermediate,50597,1
,,,,,A,Rattus norvegicus,1,,,,,BAO_0000218,6362,Half life period in female Sprague-Dawley rats,N,7545,,CHEMBL876498,10116.0,Intermediate,50597,1
,,,,,A,Rattus norvegicus,1,,,,,BAO_0000218,6249,Half life period in rat,N,7546,,CHEMBL618666,10116.0,Intermediate,50597,1
,,,,,A,Rattus norvegicus,1,,,,,BAO_0000218,3169,Half-life in rats was determined,N,7547,,CHEMBL620440,10116.0,Intermediate,50597,1
,,,,,A,Rattus norvegicus,1,,,,,BAO_0000218,3169,Half-life in rats with metabolic oxidation,N,7548,,CHEMBL620441,10116.0,Intermediate,50597,1
,,,,,A,Rattus norvegicus,1,,,,,BAO_0000218,3169,Half-life in rats,N,7549,,CHEMBL620442,10116.0,Intermediate,50597,1
,,In vivo,,,A,Rattus norvegicus,1,,,,,BAO_0000218,17260,T 1/2 at a dose of 10 mg/Kg administered intravenously in female hanover-wistar rat,N,7550,,CHEMBL620443,10116.0,Intermediate,50597,1
,,In vivo,,,A,Rattus norvegicus,1,,,,,BAO_0000218,17260,T 1/2 at a dose of 10 mg/Kg administered perorally in female hanover-wistar rat,N,7551,,CHEMBL620444,10116.0,Intermediate,50597,1
,,In vivo,,,A,Rattus norvegicus,1,,,,,BAO_0000218,17260,T max at a dose of 10 mg/Kg administered intravenously in female hanover-wistar rat,N,7552,,CHEMBL620445,10116.0,Intermediate,50597,1
,,In vivo,,,A,Rattus norvegicus,1,,,,,BAO_0000218,17260,T max at a dose of 10 mg/Kg administered perorally in female hanover-wistar rat,N,7553,,CHEMBL620446,10116.0,Intermediate,50597,1
Plasma,,,,,A,Rattus norvegicus,1,,1969.0,,,BAO_0000218,2879,Biological half-life measured in plasma of rat,N,7554,,CHEMBL620447,10116.0,Intermediate,50597,1
Plasma,,,,,A,Rattus norvegicus,1,,1969.0,,,BAO_0000218,2879,Biological half-life measured in plasma of rat; 22-25,N,7555,,CHEMBL621129,10116.0,Intermediate,50597,1
Plasma,,,,,A,Rattus norvegicus,1,,1969.0,,,BAO_0000218,2879,Biological half-life measured in plasma of rat; 9-16,N,7556,,CHEMBL621130,10116.0,Intermediate,50597,1
,,In vivo,,,A,Rattus norvegicus,1,,,,,BAO_0000218,3184,Compound was evaluated for its half life when administered intravenously in rat,N,7557,,CHEMBL873808,10116.0,Intermediate,50597,1
,,In vivo,,,A,Rattus norvegicus,1,,,,,BAO_0000218,4891,Compound was evaluated for pharmacokinetic parameter percent bioavailability at 8 h,N,7558,,CHEMBL876598,10116.0,Intermediate,50597,1
,,In vivo,,,A,Rattus norvegicus,1,,,,,BAO_0000218,429,Evaluated for pharmacokinetic parameter half-life in rat at the dose 50 mg/kg,N,7559,,CHEMBL621131,10116.0,Intermediate,50597,1
,,In vivo,,,A,Rattus norvegicus,1,,,,,BAO_0000218,5656,Half life (T1/2) after oral administration in rat,N,7560,,CHEMBL621132,10116.0,Intermediate,50597,1
,,In vivo,,,A,Rattus norvegicus,1,,,,,BAO_0000218,4413,Half life of compound after iv administration of 20 mg/kg dose in rat,N,7561,,CHEMBL621133,10116.0,Intermediate,50597,1
,,In vivo,,,A,Rattus norvegicus,1,,,,,BAO_0000218,3598,Half life of compound determined in rat after iv administration at a dose of 10 mg/kg,N,7562,,CHEMBL621312,10116.0,Expert,50597,1
,,,,,A,Rattus norvegicus,1,,,,,BAO_0000218,17267,Half life of compound was determined in rat,N,7563,,CHEMBL621313,10116.0,Intermediate,50597,1
Blood,,,,,A,Rattus norvegicus,1,,178.0,,,BAO_0000218,4727,Half life of compound was determined in rat blood,N,7564,,CHEMBL621314,10116.0,Intermediate,50597,1
,,In vivo,,,A,Rattus norvegicus,1,,,,,BAO_0000218,17651,Half life at 1 mg/kg was determined in rat,N,7565,,CHEMBL621315,10116.0,Intermediate,50597,1
,,In vivo,,,A,Rattus norvegicus,1,,,,,BAO_0000218,17651,Half life at 10 mg/kg was determined in rat,N,7566,,CHEMBL621316,10116.0,Intermediate,50597,1
,,,,,A,Rattus norvegicus,1,,,,,BAO_0000218,401,Half life in rats,N,7567,,CHEMBL621317,10116.0,Intermediate,50597,1
,,,,,A,Rattus norvegicus,1,,,,,BAO_0000218,4942,Half life in rats in hours,N,7568,,CHEMBL621318,10116.0,Intermediate,50597,1
,,In vivo,,,A,Rattus norvegicus,1,,,,,BAO_0000218,17735,Half life following 10 mg/kg intravenous or 50 mg/kg oral dosing in rats was determined,N,7569,,CHEMBL621319,10116.0,Intermediate,50597,1
,,In vivo,,,A,Rattus norvegicus,1,,,,,BAO_0000218,6056,Half life was calculated at a single intravenous administration of 20 mg/kg in rat,N,7570,,CHEMBL621377,10116.0,Intermediate,50597,1
,,,,,A,Rattus norvegicus,1,,,,,BAO_0000218,5213,Half life was determined,N,7571,,CHEMBL621378,10116.0,Intermediate,50597,1
,,In vivo,,,A,Rattus norvegicus,1,,,,,BAO_0000218,6616,Half life after i.v. administration,N,7572,,CHEMBL876599,10116.0,Intermediate,50597,1
,,In vivo,,,A,Rattus norvegicus,1,,,,,BAO_0000218,5937,Half life in rat after intravenous administration at a concentration 0.5 mg/kg,N,7573,,CHEMBL621379,10116.0,Intermediate,50597,1
Plasma,,,,,A,Rattus norvegicus,1,,1969.0,,,BAO_0000218,5819,Half life in rat plasma,N,7574,,CHEMBL621380,10116.0,Intermediate,50597,1
Plasma,,,,,A,Rattus norvegicus,1,,1969.0,,,BAO_0000218,5819,Half life in rat plasma; Not detected,N,7575,,CHEMBL621381,10116.0,Intermediate,50597,1
,,,,,A,Rattus norvegicus,1,,,,,BAO_0000218,6803,Half life in rats,N,7576,,CHEMBL618515,10116.0,Intermediate,50597,1
,,In vivo,,,A,Rattus norvegicus,1,,,,,BAO_0000218,17804,Half life period of compound was determined after peroral administration,N,7577,,CHEMBL618516,10116.0,Intermediate,50597,1
,,In vivo,,,A,Rattus norvegicus,1,,,,,BAO_0000218,17804,Half life period of compound was determined at a dose of 3 mg/kg by intravenous administration,N,7578,,CHEMBL618517,10116.0,Intermediate,50597,1
,,,,,A,Rattus norvegicus,1,,,,,BAO_0000218,5948,Half life period in rat,N,7579,,CHEMBL618518,10116.0,Intermediate,50597,1
,,In vivo,,,A,Rattus norvegicus,1,,,,,BAO_0000218,1916,Half life period was evaluated against Sprague-Dawley rats at a dose of 15 mg/kg after iv administration,N,7580,,CHEMBL618519,10116.0,Intermediate,50597,1
,,In vivo,,,A,Rattus norvegicus,1,,,,,BAO_0000218,1916,Half life period was evaluated in Sprague-Dawley rats at a dose of 15 mg/kg after po administration,N,7581,,CHEMBL618698,10116.0,Intermediate,50597,1
,,In vivo,,,A,Rattus norvegicus,1,,,,,BAO_0000218,1916,Half life period was evaluated in Sprague-Dawley rats at a dose of 15 mg/kg after po administration; Not available,N,7582,,CHEMBL618862,10116.0,Intermediate,50597,1
,,In vivo,,,A,Rattus norvegicus,1,,,,,BAO_0000218,4890,Half life period was determined after intravenous administration at a dose 5 mg/kg to male Sprague-Dawley rats,N,7583,,CHEMBL618863,10116.0,Intermediate,50597,1
,,In vivo,,,A,Rattus norvegicus,1,,,,,BAO_0000218,17764,Half life period was determined for compound after intravenous administration in rats at 24 uM/kg,N,7584,,CHEMBL618864,10116.0,Intermediate,50597,1
,,In vivo,,,A,Rattus norvegicus,1,,,,,BAO_0000218,4727,Half life time in rat the dose of 2 mg/kg,N,7585,,CHEMBL618865,10116.0,Intermediate,50597,1
,,In vivo,,,A,Rattus norvegicus,1,,,,,BAO_0000218,17509,Half-life 24 hr after 10 mg/kg iv administration in rats,N,7586,,CHEMBL618866,10116.0,Intermediate,50597,1
,,In vivo,,,A,Rattus norvegicus,1,,,,,BAO_0000218,17509,Half-life 24 hr after 2 mg/kg iv administration in rats,N,7587,,CHEMBL618867,10116.0,Intermediate,50597,1
,,,,,A,Rattus norvegicus,1,,,,,BAO_0000218,6597,Half-life consistent with the observed metabolic steady state in rats,N,7588,,CHEMBL875828,10116.0,Intermediate,50597,1
,,In vivo,,,A,Rattus norvegicus,1,,,,,BAO_0000218,17735,Half-life following 10 mg/kg intravenous or 50 mg/kg oral dosing in rats was determined,N,7589,,CHEMBL618868,10116.0,Intermediate,50597,1
,,,,,A,Rattus norvegicus,1,,,,,BAO_0000218,6597,Half-life for oxidative metabolic stability was determined using male human,N,7590,,CHEMBL618869,10116.0,Intermediate,50597,1
,,In vivo,,,A,Rattus norvegicus,1,,,,,BAO_0000218,17670,"Half-life in fischer rats at 5 mg/kg dose, administered intravenously",N,7591,,CHEMBL618870,10116.0,Intermediate,50597,1
Plasma,,,,,A,Rattus norvegicus,1,,1969.0,,,BAO_0000218,1696,Half-life in rat plasma,N,7592,,CHEMBL618871,10116.0,Intermediate,50597,1
Plasma,,,,,A,Rattus norvegicus,1,,1969.0,,,BAO_0000218,1742,Half-life in rat plasma was determined,N,7593,,CHEMBL618872,10116.0,Intermediate,50597,1
,,,,,A,Rattus norvegicus,1,,,,,BAO_0000218,17800,Half-life in rats was determined,N,7594,,CHEMBL873816,10116.0,Intermediate,50597,1
,,,,,A,,0,,,,,BAO_0000218,12923,Area under curve of acid 2a was determined by HPLC at a dosage of 54.5 mg/kg administered intragastrically by gavage method in dog,U,7595,,CHEMBL618873,,Autocuration,22224,1
,,,,,A,,0,,,,,BAO_0000019,11954,Area under curve after oral dose of 0.1 mg//kg,U,7596,,CHEMBL621602,,Autocuration,22224,1
,,,,,A,,0,,,,,BAO_0000218,11954,Area under curve after oral dose of 0.3 mg/kg,U,7597,,CHEMBL621603,,Autocuration,22224,1
,,,,,A,,0,,,,,BAO_0000218,11954,Area under curve after oral dose of 1 mg/kg,U,7598,,CHEMBL621604,,Autocuration,22224,1
,,,,,A,,0,,,,,BAO_0000218,11954,Area under curve after oral dose of 10 mg/kg,U,7599,,CHEMBL621605,,Autocuration,22224,1
,,,,,A,,0,,,,,BAO_0000218,11954,Area under curve after oral dose of 23.4 mg/kg,U,7600,,CHEMBL621606,,Autocuration,22224,1
,,,,,A,,0,,,,,BAO_0000218,11954,Area under curve after oral dose of 3 mg/kg,U,7601,,CHEMBL621607,,Autocuration,22224,1
,,,,,A,,0,,,,,BAO_0000218,11954,Area under curve after oral dose of 3.87 mg/kg,U,7602,,CHEMBL621608,,Autocuration,22224,1
,,,,,A,,0,,,,,BAO_0000019,5237,Area under curve was determined,U,7603,,CHEMBL621609,,Autocuration,22224,1
,,,,,A,,0,,,,,BAO_0000218,4026,Area under curve at a dose of 10 mg/kg,U,7604,,CHEMBL621610,,Autocuration,22224,1
,,,,,A,Rattus norvegicus,1,,,,,BAO_0000218,5237,Area under curve was determined; ND=No data,N,7605,,CHEMBL621611,10116.0,Intermediate,50597,1
,,,,,A,Rattus norvegicus,1,,,,,BAO_0000218,14793,Area under curve was evaluated in rat brain when administered intraperitoneally at a dose of 10 mg/kg for 4 or 6 hours,N,7606,,CHEMBL621612,10116.0,Intermediate,50597,1
,,,,,A,Rattus norvegicus,1,,,,,BAO_0000218,14793,Area under curve was evaluated in rat brain when administered intraperitoneally at a dose of 10 mg/kg for infinite hours,N,7607,,CHEMBL622308,10116.0,Intermediate,50597,1
,,,,,A,Rattus norvegicus,1,,,,,BAO_0000218,14793,Area under curve was evaluated in rat brain when administered intravenously at a dose of 10 mg/kg for 4 or 6 hours,N,7608,,CHEMBL622309,10116.0,Intermediate,50597,1
,,,,,A,Rattus norvegicus,1,,,,,BAO_0000218,14793,Area under curve was evaluated in rat brain when administered intravenously at a dose of 10 mg/kg for infinite hours,N,7609,,CHEMBL622310,10116.0,Intermediate,50597,1
,,,,,A,Rattus norvegicus,1,,,,,BAO_0000218,14793,Area under curve was evaluated in rat brain when administered perorally at a dose of 100 mg/kg for 4 or 6 hours,N,7610,,CHEMBL622311,10116.0,Intermediate,50597,1
,,,,,A,Rattus norvegicus,1,,,,,BAO_0000218,14793,Area under curve was evaluated in rat brain when administered perorally at a dose of 100 mg/kg for infinite hours; Not calculated,N,7611,,CHEMBL622312,10116.0,Intermediate,50597,1
,,,,,A,Rattus norvegicus,1,,,,,BAO_0000218,14793,Area under curve was evaluated in rat brain when administered perorally at a dose of 10 mg/kg for 4 or 6 hours,N,7612,,CHEMBL622931,10116.0,Intermediate,50597,1
,,,,,A,Rattus norvegicus,1,,,,,BAO_0000218,14793,Area under curve was evaluated in rat brain when administered perorally at a dose of 10 mg/kg for infinite hours; Not calculated,N,7613,,CHEMBL622932,10116.0,Intermediate,50597,1
Plasma,,,,,A,Rattus norvegicus,1,,1969.0,,,BAO_0000218,14793,Area under curve was evaluated in rat plasma when administered intraperitoneally at a dose of 10 mg/kg for 4 or 6 hours,N,7614,,CHEMBL622736,10116.0,Intermediate,50597,1
Plasma,,,,,A,Rattus norvegicus,1,,1969.0,,,BAO_0000218,14793,Area under curve was evaluated in rat plasma when administered intraperitoneally at a dose of 10 mg/kg for infinite hours,N,7615,,CHEMBL622737,10116.0,Intermediate,50597,1
Plasma,,,,,A,Rattus norvegicus,1,,1969.0,,,BAO_0000218,14793,Area under curve was evaluated in rat plasma when administered intravenously at a dose of 10 mg/kg for 4 or 6 hours,N,7616,,CHEMBL622738,10116.0,Intermediate,50597,1
Plasma,,,,,A,Rattus norvegicus,1,,1969.0,,,BAO_0000218,14793,Area under curve was evaluated in rat plasma when administered intravenously at a dose of 10 mg/kg for infinite hours,N,7617,,CHEMBL622739,10116.0,Intermediate,50597,1
Plasma,,,,,A,Rattus norvegicus,1,,1969.0,,,BAO_0000218,14793,Area under curve was evaluated in rat plasma when administered perorally at a dose of 100 mg/kg for 4 or 6 hours,N,7618,,CHEMBL622740,10116.0,Intermediate,50597,1
Plasma,,,,,A,Rattus norvegicus,1,,1969.0,,,BAO_0000218,14793,Area under curve was evaluated in rat plasma when administered perorally at a dose of 100 mg/kg for infinite hours,N,7619,,CHEMBL622741,10116.0,Intermediate,50597,1
Plasma,,,,,A,Rattus norvegicus,1,,1969.0,,,BAO_0000218,14793,Area under curve was evaluated in rat plasma when administered perorally at a dose of 10 mg/kg for 4 or 6 hours,N,7620,,CHEMBL622742,10116.0,Intermediate,50597,1
Plasma,,,,,A,Rattus norvegicus,1,,1969.0,,,BAO_0000218,14793,Area under curve was evaluated in rat plasma when administered perorally at a dose of 10 mg/kg for infinite hours,N,7621,,CHEMBL622743,10116.0,Intermediate,50597,1
Plasma,,,,,A,Mus musculus,1,,1969.0,,,BAO_0000218,11637,AUC in mice,N,7622,,CHEMBL622744,10090.0,Intermediate,50594,1
,,,,,A,,0,,,,,BAO_0000019,11149,Area under curve was measured from the graph obtained from concentration Vs time,U,7623,,CHEMBL624134,,Autocuration,22224,1
,,,,,A,,0,,,,,BAO_0000019,10016,Area under curve value of compound per hour after oral administration,U,7624,,CHEMBL624135,,Autocuration,22224,1
,,,,,A,Rattus norvegicus,1,,,,,BAO_0000218,17796,Area under curve was determined after oral administration in rats,N,7625,,CHEMBL624136,10116.0,Intermediate,50597,1
,,,,,A,Rattus norvegicus,1,,,,,BAO_0000218,17796,Area under curve was determined after oral administration in rats; No data,N,7626,,CHEMBL624137,10116.0,Intermediate,50597,1
,,,,,A,Rattus norvegicus,1,,,,,BAO_0000218,17796,Area under curve was determined after oral administration in rats;No data,N,7627,,CHEMBL624320,10116.0,Intermediate,50597,1
,,,,,A,Canis lupus familiaris,1,,,,,BAO_0000218,12923,Area under curve was determined by HPLC at a dosage of 2.27 mg/kg administered intravenously by bolus method in dog,N,7628,,CHEMBL624321,9615.0,Intermediate,50588,1
,,,,,A,Rattus norvegicus,1,,,,,BAO_0000218,15372,Area under curve was determined for the compound after iv dose of 4.74 mg/kg in rats,N,7629,,CHEMBL624322,10116.0,Intermediate,50597,1
,,,,,A,Rattus norvegicus,1,,,,,BAO_0000218,15372,Area under curve was determined for the compound after iv dose of 5.06 in rats,N,7630,,CHEMBL624323,10116.0,Intermediate,50597,1
,,,,,A,Rattus norvegicus,1,,,,,BAO_0000218,15372,Area under curve was determined for the compound after iv dose of 5.10 mg/kg in rats,N,7631,,CHEMBL624324,10116.0,Intermediate,50597,1
,,,,,A,Rattus norvegicus,1,,,,,BAO_0000218,15372,Area under curve was determined for the compound after po dose of 5.01 mg/kg in rats,N,7632,,CHEMBL624325,10116.0,Intermediate,50597,1
,,,,,A,Rattus norvegicus,1,,,,,BAO_0000218,15372,Area under curve was determined for the compound after po dose of 5.03 mg/kg in rats,N,7633,,CHEMBL624326,10116.0,Intermediate,50597,1
,,,,,A,Rattus norvegicus,1,,,,,BAO_0000218,15372,Area under curve was determined for the compound after po dose of 5.22 mg/kg in rats,N,7634,,CHEMBL624327,10116.0,Intermediate,50597,1
,,,,,A,Rattus norvegicus,1,,,,,BAO_0000218,15372,Area under curve was determined for the compound after po dose of 5.46 mg/kg in rats,N,7635,,CHEMBL624328,10116.0,Intermediate,50597,1
,,,,,A,Canis lupus familiaris,1,,,,,BAO_0000218,14169,Area under curve was determined in Dogs after peroral administration,N,7636,,CHEMBL627848,9615.0,Intermediate,50588,1
,,,,,A,Rattus norvegicus,1,,,,,BAO_0000218,14169,Area under curve was determined in Rats after peroral administration,N,7637,,CHEMBL627849,10116.0,Intermediate,50597,1
,,,,,A,Rattus norvegicus,1,,,,,BAO_0000218,14258,Area under curve was determined in carotid blood of rat when administered intradermally,N,7638,,CHEMBL627850,10116.0,Intermediate,50597,1
,,,,,A,Rattus norvegicus,1,,,,,BAO_0000218,14258,Area under curve was determined in portal blood of rat when administered intradermally,N,7639,,CHEMBL627851,10116.0,Intermediate,50597,1
,,,,,A,Mus musculus,1,,,,,BAO_0000218,15011,Area under curve was determined using 0.4% Methyl cellulose (MC) as vehicle. Compound was administered intravenously to nude mice at a dose of 25 mg/kg,N,7640,,CHEMBL627852,10090.0,Intermediate,50594,1
,,,,,A,Mus musculus,1,,,,,BAO_0000218,15011,Area under curve was determined using 0.4% Methyl cellulose (MC) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg,N,7641,,CHEMBL627853,10090.0,Intermediate,50594,1
,,,,,A,Mus musculus,1,,,,,BAO_0000218,15011,Area under curve was determined using 0.4% Methyl cellulose (MC) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg (micronized sample),N,7642,,CHEMBL627854,10090.0,Intermediate,50594,1
,,,,,A,Mus musculus,1,,,,,BAO_0000218,15011,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered intravenously to nude mice at a dose of 25 mg/kg,N,7643,,CHEMBL627855,10090.0,Intermediate,50594,1
,,,,,A,Mus musculus,1,,,,,BAO_0000218,15011,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered intravenously to nude mice at a dose of 25 mg/kg (run time 7 hr),N,7644,,CHEMBL627856,10090.0,Intermediate,50594,1
,,,,,A,Mus musculus,1,,,,,BAO_0000218,15011,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg,N,7645,,CHEMBL875339,10090.0,Intermediate,50594,1
,,,,,A,Mus musculus,1,,,,,BAO_0000218,15011,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg (Run time = 7 hr),N,7646,,CHEMBL627857,10090.0,Intermediate,50594,1
Spleen,,In vivo,,,A,Rattus norvegicus,1,,2106.0,,,BAO_0000218,11195,Biodistribution of the radiolabeled compound (2-5 uCi) in rat spleen 65 mins after i.v. administration,N,7647,,CHEMBL627858,10116.0,Intermediate,50597,1
Blood,,,,,A,Rattus norvegicus,1,,178.0,,,BAO_0000218,10130,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in blood; Expressed as percent dose/organ,N,7648,,CHEMBL627859,10116.0,Intermediate,50597,1
Brain,,,,,A,Rattus norvegicus,1,,955.0,,,BAO_0000218,10130,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in brain; Expressed as percent dose/organ,N,7649,,CHEMBL627860,10116.0,Intermediate,50597,1
Heart,,,,,A,Rattus norvegicus,1,,948.0,,,BAO_0000218,10130,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in heart; Expressed as percent dose/organ,N,7650,,CHEMBL627019,10116.0,Intermediate,50597,1
Liver,,,,,A,Rattus norvegicus,1,,2107.0,,,BAO_0000218,10130,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in liver; Expressed as percent dose/organ,N,7651,,CHEMBL627020,10116.0,Intermediate,50597,1
Lung,,,,,A,Rattus norvegicus,1,,2048.0,,,BAO_0000218,10130,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in lung; Expressed as percent dose/organ,N,7652,,CHEMBL627021,10116.0,Intermediate,50597,1
Muscle tissue,,,,,A,Rattus norvegicus,1,,2385.0,,,BAO_0000218,10130,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in muscle; Expressed as percent dose/organ,N,7653,,CHEMBL627022,10116.0,Intermediate,50597,1
,,,,,A,Rattus norvegicus,1,,,,,BAO_0000218,10130,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in skin; Expressed as percent dose/organ,N,7654,,CHEMBL627023,10116.0,Intermediate,50597,1
Spleen,,,,,A,Rattus norvegicus,1,,2106.0,,,BAO_0000218,10130,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in spleen; Expressed as percent dose/organ,N,7655,,CHEMBL627024,10116.0,Intermediate,50597,1
Thyroid gland,,,,,A,Rattus norvegicus,1,,2046.0,,,BAO_0000218,10130,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in thyroid; Expressed as percent dose/organ,N,7656,,CHEMBL627025,10116.0,Intermediate,50597,1
Kidney,,,,,A,Rattus norvegicus,1,,2113.0,,,BAO_0000218,10130,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in kidney; Expressed as percent dose/organ,N,7657,,CHEMBL627026,10116.0,Intermediate,50597,1
Blood,,,,,A,Rattus norvegicus,1,,178.0,,,BAO_0000218,10130,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in blood; Expressed as percent dose/organ,N,7658,,CHEMBL627027,10116.0,Intermediate,50597,1
Brain,,,,,A,Rattus norvegicus,1,,955.0,,,BAO_0000218,10130,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in brain; Expressed as percent dose/organ,N,7659,,CHEMBL627028,10116.0,Intermediate,50597,1
Heart,,,,,A,Rattus norvegicus,1,,948.0,,,BAO_0000218,10130,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in heart; Expressed as percent dose/organ,N,7660,,CHEMBL627029,10116.0,Intermediate,50597,1
Kidney,,,,,A,Rattus norvegicus,1,,2113.0,,,BAO_0000218,10130,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in kidney; Expressed as percent dose/organ,N,7661,,CHEMBL627030,10116.0,Intermediate,50597,1
Liver,,,,,A,Rattus norvegicus,1,,2107.0,,,BAO_0000218,10130,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in liver; Expressed as percent dose/organ,N,7662,,CHEMBL627031,10116.0,Intermediate,50597,1
