assays_doc_id,assays_assay_tax_id,assays_relationship_type,assays_tissue_id,assays_chembl_id,assays_assay_cell_type,assays_variant_id,assays_assay_category,assays_assay_tissue,assays_assay_id,assays_confidence_score,assays_description,assays_assay_strain,assays_curated_by,assays_tid,assays_cell_id,assays_bao_format,assays_assay_subcellular_fraction,assays_assay_test_type,assays_assay_organism,assays_src_id,assays_src_assay_id,assays_assay_type
1465,10116.0,N,,CHEMBL618656,,,,,7534,1,Compound was tested for solubility in water,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
5182,,U,,CHEMBL618657,,,,,7535,0,Solubility in phosphate buffered saline (1% DMSO) at pH 6.5 (24 hr equilibration),,Intermediate,22229,,BAO_0000100,,,,1,,P
17847,10116.0,N,,CHEMBL618658,,,,,7536,1,Solubility was determined,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
15339,10116.0,N,,CHEMBL618659,,,,,7537,1,solubility in water (ug/mL) at 37 degree C.,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
5202,10116.0,N,,CHEMBL618660,,,,,7538,1,First pass metabolism and metabolic bioavailability using rat hepatic microsomes,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
1088,10116.0,N,,CHEMBL618661,,,,,7539,1,In vitro stability relative to (+)-AJ76 in rat hepatocyte assay,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
3169,10116.0,N,,CHEMBL873807,,,,,7540,1,Half life in rats,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
5353,10116.0,N,,CHEMBL618662,,,,,7541,1,Half life in Dawley rat,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
2864,10116.0,N,,CHEMBL618663,,,,,7542,1,Half life period after 3 mg/kg iv administration,,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
2864,10116.0,N,,CHEMBL618664,,,,,7543,1,Half life period after 3 mg/kg iv administration in rat,,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
2864,10116.0,N,,CHEMBL618665,,,,,7544,1,Half life period after 3 mg/kg iv administration in the rat,,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
6362,10116.0,N,,CHEMBL876498,,,,,7545,1,Half life period in female Sprague-Dawley rats,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
6249,10116.0,N,,CHEMBL618666,,,,,7546,1,Half life period in rat,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
3169,10116.0,N,,CHEMBL620440,,,,,7547,1,Half-life in rats was determined,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
3169,10116.0,N,,CHEMBL620441,,,,,7548,1,Half-life in rats with metabolic oxidation,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
3169,10116.0,N,,CHEMBL620442,,,,,7549,1,Half-life in rats,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
17260,10116.0,N,,CHEMBL620443,,,,,7550,1,T 1/2 at a dose of 10 mg/Kg administered intravenously in female hanover-wistar rat,,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
17260,10116.0,N,,CHEMBL620444,,,,,7551,1,T 1/2 at a dose of 10 mg/Kg administered perorally in female hanover-wistar rat,,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
17260,10116.0,N,,CHEMBL620445,,,,,7552,1,T max at a dose of 10 mg/Kg administered intravenously in female hanover-wistar rat,,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
17260,10116.0,N,,CHEMBL620446,,,,,7553,1,T max at a dose of 10 mg/Kg administered perorally in female hanover-wistar rat,,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
2879,10116.0,N,1969.0,CHEMBL620447,,,,Plasma,7554,1,Biological half-life measured in plasma of rat,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
2879,10116.0,N,1969.0,CHEMBL621129,,,,Plasma,7555,1,Biological half-life measured in plasma of rat; 22-25,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
2879,10116.0,N,1969.0,CHEMBL621130,,,,Plasma,7556,1,Biological half-life measured in plasma of rat; 9-16,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
3184,10116.0,N,,CHEMBL873808,,,,,7557,1,Compound was evaluated for its half life when administered intravenously in rat,,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
4891,10116.0,N,,CHEMBL876598,,,,,7558,1,Compound was evaluated for pharmacokinetic parameter percent bioavailability at 8 h,,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
429,10116.0,N,,CHEMBL621131,,,,,7559,1,Evaluated for pharmacokinetic parameter half-life in rat at the dose 50 mg/kg,,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
5656,10116.0,N,,CHEMBL621132,,,,,7560,1,Half life (T1/2) after oral administration in rat,,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
4413,10116.0,N,,CHEMBL621133,,,,,7561,1,Half life of compound after iv administration of 20 mg/kg dose in rat,,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
3598,10116.0,N,,CHEMBL621312,,,,,7562,1,Half life of compound determined in rat after iv administration at a dose of 10 mg/kg,,Expert,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
17267,10116.0,N,,CHEMBL621313,,,,,7563,1,Half life of compound was determined in rat,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
4727,10116.0,N,178.0,CHEMBL621314,,,,Blood,7564,1,Half life of compound was determined in rat blood,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
17651,10116.0,N,,CHEMBL621315,,,,,7565,1,Half life at 1 mg/kg was determined in rat,,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
17651,10116.0,N,,CHEMBL621316,,,,,7566,1,Half life at 10 mg/kg was determined in rat,,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
401,10116.0,N,,CHEMBL621317,,,,,7567,1,Half life in rats,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
4942,10116.0,N,,CHEMBL621318,,,,,7568,1,Half life in rats in hours,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
17735,10116.0,N,,CHEMBL621319,,,,,7569,1,Half life following 10 mg/kg intravenous or 50 mg/kg oral dosing in rats was determined,,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
6056,10116.0,N,,CHEMBL621377,,,,,7570,1,Half life was calculated at a single intravenous administration of 20 mg/kg in rat,,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
5213,10116.0,N,,CHEMBL621378,,,,,7571,1,Half life was determined,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
6616,10116.0,N,,CHEMBL876599,,,,,7572,1,Half life after i.v. administration,,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
5937,10116.0,N,,CHEMBL621379,,,,,7573,1,Half life in rat after intravenous administration at a concentration 0.5 mg/kg,,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
5819,10116.0,N,1969.0,CHEMBL621380,,,,Plasma,7574,1,Half life in rat plasma,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
5819,10116.0,N,1969.0,CHEMBL621381,,,,Plasma,7575,1,Half life in rat plasma; Not detected,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
6803,10116.0,N,,CHEMBL618515,,,,,7576,1,Half life in rats,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
17804,10116.0,N,,CHEMBL618516,,,,,7577,1,Half life period of compound was determined after peroral administration,,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
17804,10116.0,N,,CHEMBL618517,,,,,7578,1,Half life period of compound was determined at a dose of 3 mg/kg by intravenous administration,,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
5948,10116.0,N,,CHEMBL618518,,,,,7579,1,Half life period in rat,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
1916,10116.0,N,,CHEMBL618519,,,,,7580,1,Half life period was evaluated against Sprague-Dawley rats at a dose of 15 mg/kg after iv administration,,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
1916,10116.0,N,,CHEMBL618698,,,,,7581,1,Half life period was evaluated in Sprague-Dawley rats at a dose of 15 mg/kg after po administration,,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
1916,10116.0,N,,CHEMBL618862,,,,,7582,1,Half life period was evaluated in Sprague-Dawley rats at a dose of 15 mg/kg after po administration; Not available,,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
4890,10116.0,N,,CHEMBL618863,,,,,7583,1,Half life period was determined after intravenous administration at a dose 5 mg/kg to male Sprague-Dawley rats,,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
17764,10116.0,N,,CHEMBL618864,,,,,7584,1,Half life period was determined for compound after intravenous administration in rats at 24 uM/kg,,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
4727,10116.0,N,,CHEMBL618865,,,,,7585,1,Half life time in rat the dose of 2 mg/kg,,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
17509,10116.0,N,,CHEMBL618866,,,,,7586,1,Half-life 24 hr after 10 mg/kg iv administration in rats,,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
17509,10116.0,N,,CHEMBL618867,,,,,7587,1,Half-life 24 hr after 2 mg/kg iv administration in rats,,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
6597,10116.0,N,,CHEMBL875828,,,,,7588,1,Half-life consistent with the observed metabolic steady state in rats,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
17735,10116.0,N,,CHEMBL618868,,,,,7589,1,Half-life following 10 mg/kg intravenous or 50 mg/kg oral dosing in rats was determined,,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
6597,10116.0,N,,CHEMBL618869,,,,,7590,1,Half-life for oxidative metabolic stability was determined using male human,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
17670,10116.0,N,,CHEMBL618870,,,,,7591,1,"Half-life in fischer rats at 5 mg/kg dose, administered intravenously",,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
1696,10116.0,N,1969.0,CHEMBL618871,,,,Plasma,7592,1,Half-life in rat plasma,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
1742,10116.0,N,1969.0,CHEMBL618872,,,,Plasma,7593,1,Half-life in rat plasma was determined,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
17800,10116.0,N,,CHEMBL873816,,,,,7594,1,Half-life in rats was determined,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
12923,,U,,CHEMBL618873,,,,,7595,0,Area under curve of acid 2a was determined by HPLC at a dosage of 54.5 mg/kg administered intragastrically by gavage method in dog,,Autocuration,22224,,BAO_0000218,,,,1,,A
11954,,U,,CHEMBL621602,,,,,7596,0,Area under curve after oral dose of 0.1 mg//kg,,Autocuration,22224,,BAO_0000019,,,,1,,A
11954,,U,,CHEMBL621603,,,,,7597,0,Area under curve after oral dose of 0.3 mg/kg,,Autocuration,22224,,BAO_0000218,,,,1,,A
11954,,U,,CHEMBL621604,,,,,7598,0,Area under curve after oral dose of 1 mg/kg,,Autocuration,22224,,BAO_0000218,,,,1,,A
11954,,U,,CHEMBL621605,,,,,7599,0,Area under curve after oral dose of 10 mg/kg,,Autocuration,22224,,BAO_0000218,,,,1,,A
11954,,U,,CHEMBL621606,,,,,7600,0,Area under curve after oral dose of 23.4 mg/kg,,Autocuration,22224,,BAO_0000218,,,,1,,A
11954,,U,,CHEMBL621607,,,,,7601,0,Area under curve after oral dose of 3 mg/kg,,Autocuration,22224,,BAO_0000218,,,,1,,A
11954,,U,,CHEMBL621608,,,,,7602,0,Area under curve after oral dose of 3.87 mg/kg,,Autocuration,22224,,BAO_0000218,,,,1,,A
5237,,U,,CHEMBL621609,,,,,7603,0,Area under curve was determined,,Autocuration,22224,,BAO_0000019,,,,1,,A
4026,,U,,CHEMBL621610,,,,,7604,0,Area under curve at a dose of 10 mg/kg,,Autocuration,22224,,BAO_0000218,,,,1,,A
5237,10116.0,N,,CHEMBL621611,,,,,7605,1,Area under curve was determined; ND=No data,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
14793,10116.0,N,,CHEMBL621612,,,,,7606,1,Area under curve was evaluated in rat brain when administered intraperitoneally at a dose of 10 mg/kg for 4 or 6 hours,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
14793,10116.0,N,,CHEMBL622308,,,,,7607,1,Area under curve was evaluated in rat brain when administered intraperitoneally at a dose of 10 mg/kg for infinite hours,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
14793,10116.0,N,,CHEMBL622309,,,,,7608,1,Area under curve was evaluated in rat brain when administered intravenously at a dose of 10 mg/kg for 4 or 6 hours,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
14793,10116.0,N,,CHEMBL622310,,,,,7609,1,Area under curve was evaluated in rat brain when administered intravenously at a dose of 10 mg/kg for infinite hours,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
14793,10116.0,N,,CHEMBL622311,,,,,7610,1,Area under curve was evaluated in rat brain when administered perorally at a dose of 100 mg/kg for 4 or 6 hours,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
14793,10116.0,N,,CHEMBL622312,,,,,7611,1,Area under curve was evaluated in rat brain when administered perorally at a dose of 100 mg/kg for infinite hours; Not calculated,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
14793,10116.0,N,,CHEMBL622931,,,,,7612,1,Area under curve was evaluated in rat brain when administered perorally at a dose of 10 mg/kg for 4 or 6 hours,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
14793,10116.0,N,,CHEMBL622932,,,,,7613,1,Area under curve was evaluated in rat brain when administered perorally at a dose of 10 mg/kg for infinite hours; Not calculated,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
14793,10116.0,N,1969.0,CHEMBL622736,,,,Plasma,7614,1,Area under curve was evaluated in rat plasma when administered intraperitoneally at a dose of 10 mg/kg for 4 or 6 hours,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
14793,10116.0,N,1969.0,CHEMBL622737,,,,Plasma,7615,1,Area under curve was evaluated in rat plasma when administered intraperitoneally at a dose of 10 mg/kg for infinite hours,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
14793,10116.0,N,1969.0,CHEMBL622738,,,,Plasma,7616,1,Area under curve was evaluated in rat plasma when administered intravenously at a dose of 10 mg/kg for 4 or 6 hours,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
14793,10116.0,N,1969.0,CHEMBL622739,,,,Plasma,7617,1,Area under curve was evaluated in rat plasma when administered intravenously at a dose of 10 mg/kg for infinite hours,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
14793,10116.0,N,1969.0,CHEMBL622740,,,,Plasma,7618,1,Area under curve was evaluated in rat plasma when administered perorally at a dose of 100 mg/kg for 4 or 6 hours,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
14793,10116.0,N,1969.0,CHEMBL622741,,,,Plasma,7619,1,Area under curve was evaluated in rat plasma when administered perorally at a dose of 100 mg/kg for infinite hours,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
14793,10116.0,N,1969.0,CHEMBL622742,,,,Plasma,7620,1,Area under curve was evaluated in rat plasma when administered perorally at a dose of 10 mg/kg for 4 or 6 hours,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
14793,10116.0,N,1969.0,CHEMBL622743,,,,Plasma,7621,1,Area under curve was evaluated in rat plasma when administered perorally at a dose of 10 mg/kg for infinite hours,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
11637,10090.0,N,1969.0,CHEMBL622744,,,,Plasma,7622,1,AUC in mice,,Intermediate,50594,,BAO_0000218,,,Mus musculus,1,,A
11149,,U,,CHEMBL624134,,,,,7623,0,Area under curve was measured from the graph obtained from concentration Vs time,,Autocuration,22224,,BAO_0000019,,,,1,,A
10016,,U,,CHEMBL624135,,,,,7624,0,Area under curve value of compound per hour after oral administration,,Autocuration,22224,,BAO_0000019,,,,1,,A
17796,10116.0,N,,CHEMBL624136,,,,,7625,1,Area under curve was determined after oral administration in rats,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
17796,10116.0,N,,CHEMBL624137,,,,,7626,1,Area under curve was determined after oral administration in rats; No data,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
17796,10116.0,N,,CHEMBL624320,,,,,7627,1,Area under curve was determined after oral administration in rats;No data,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
12923,9615.0,N,,CHEMBL624321,,,,,7628,1,Area under curve was determined by HPLC at a dosage of 2.27 mg/kg administered intravenously by bolus method in dog,,Intermediate,50588,,BAO_0000218,,,Canis lupus familiaris,1,,A
15372,10116.0,N,,CHEMBL624322,,,,,7629,1,Area under curve was determined for the compound after iv dose of 4.74 mg/kg in rats,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
15372,10116.0,N,,CHEMBL624323,,,,,7630,1,Area under curve was determined for the compound after iv dose of 5.06 in rats,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
15372,10116.0,N,,CHEMBL624324,,,,,7631,1,Area under curve was determined for the compound after iv dose of 5.10 mg/kg in rats,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
15372,10116.0,N,,CHEMBL624325,,,,,7632,1,Area under curve was determined for the compound after po dose of 5.01 mg/kg in rats,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
15372,10116.0,N,,CHEMBL624326,,,,,7633,1,Area under curve was determined for the compound after po dose of 5.03 mg/kg in rats,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
15372,10116.0,N,,CHEMBL624327,,,,,7634,1,Area under curve was determined for the compound after po dose of 5.22 mg/kg in rats,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
15372,10116.0,N,,CHEMBL624328,,,,,7635,1,Area under curve was determined for the compound after po dose of 5.46 mg/kg in rats,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
14169,9615.0,N,,CHEMBL627848,,,,,7636,1,Area under curve was determined in Dogs after peroral administration,,Intermediate,50588,,BAO_0000218,,,Canis lupus familiaris,1,,A
14169,10116.0,N,,CHEMBL627849,,,,,7637,1,Area under curve was determined in Rats after peroral administration,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
14258,10116.0,N,,CHEMBL627850,,,,,7638,1,Area under curve was determined in carotid blood of rat when administered intradermally,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
14258,10116.0,N,,CHEMBL627851,,,,,7639,1,Area under curve was determined in portal blood of rat when administered intradermally,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
15011,10090.0,N,,CHEMBL627852,,,,,7640,1,Area under curve was determined using 0.4% Methyl cellulose (MC) as vehicle. Compound was administered intravenously to nude mice at a dose of 25 mg/kg,,Intermediate,50594,,BAO_0000218,,,Mus musculus,1,,A
15011,10090.0,N,,CHEMBL627853,,,,,7641,1,Area under curve was determined using 0.4% Methyl cellulose (MC) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg,,Intermediate,50594,,BAO_0000218,,,Mus musculus,1,,A
15011,10090.0,N,,CHEMBL627854,,,,,7642,1,Area under curve was determined using 0.4% Methyl cellulose (MC) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg (micronized sample),,Intermediate,50594,,BAO_0000218,,,Mus musculus,1,,A
15011,10090.0,N,,CHEMBL627855,,,,,7643,1,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered intravenously to nude mice at a dose of 25 mg/kg,,Intermediate,50594,,BAO_0000218,,,Mus musculus,1,,A
15011,10090.0,N,,CHEMBL627856,,,,,7644,1,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered intravenously to nude mice at a dose of 25 mg/kg (run time 7 hr),,Intermediate,50594,,BAO_0000218,,,Mus musculus,1,,A
15011,10090.0,N,,CHEMBL875339,,,,,7645,1,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg,,Intermediate,50594,,BAO_0000218,,,Mus musculus,1,,A
15011,10090.0,N,,CHEMBL627857,,,,,7646,1,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg (Run time = 7 hr),,Intermediate,50594,,BAO_0000218,,,Mus musculus,1,,A
11195,10116.0,N,2106.0,CHEMBL627858,,,,Spleen,7647,1,Biodistribution of the radiolabeled compound (2-5 uCi) in rat spleen 65 mins after i.v. administration,,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
10130,10116.0,N,178.0,CHEMBL627859,,,,Blood,7648,1,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in blood; Expressed as percent dose/organ,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
10130,10116.0,N,955.0,CHEMBL627860,,,,Brain,7649,1,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in brain; Expressed as percent dose/organ,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
10130,10116.0,N,948.0,CHEMBL627019,,,,Heart,7650,1,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in heart; Expressed as percent dose/organ,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
10130,10116.0,N,2107.0,CHEMBL627020,,,,Liver,7651,1,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in liver; Expressed as percent dose/organ,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
10130,10116.0,N,2048.0,CHEMBL627021,,,,Lung,7652,1,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in lung; Expressed as percent dose/organ,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
10130,10116.0,N,2385.0,CHEMBL627022,,,,Muscle tissue,7653,1,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in muscle; Expressed as percent dose/organ,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
10130,10116.0,N,,CHEMBL627023,,,,,7654,1,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in skin; Expressed as percent dose/organ,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
10130,10116.0,N,2106.0,CHEMBL627024,,,,Spleen,7655,1,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in spleen; Expressed as percent dose/organ,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
10130,10116.0,N,2046.0,CHEMBL627025,,,,Thyroid gland,7656,1,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in thyroid; Expressed as percent dose/organ,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
10130,10116.0,N,2113.0,CHEMBL627026,,,,Kidney,7657,1,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in kidney; Expressed as percent dose/organ,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
10130,10116.0,N,178.0,CHEMBL627027,,,,Blood,7658,1,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in blood; Expressed as percent dose/organ,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
10130,10116.0,N,955.0,CHEMBL627028,,,,Brain,7659,1,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in brain; Expressed as percent dose/organ,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
10130,10116.0,N,948.0,CHEMBL627029,,,,Heart,7660,1,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in heart; Expressed as percent dose/organ,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
