assays_CURB,assays_BAFO,assays_VARII,assays_ASSTI,assays_ASCA,assays_ASSOR,assays_ASSI,assays_ASTTY,assays_ASSUBFRA,assays_ASTIS,assays_ASSST,assays_DI,assays_TII,assays_T,assays_SRASI,assays_RELTY,assays_SI,assays_ASSCTY,assays_Descri,assays_CHI,assays_CEI,assays_CONFISCO,assays_ASST
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7534,,,,,1465,,50597,,N,1,,Compound was tested for solubility in water,CHEMBL618656,,1,A
Intermediate,BAO_0000100,,,,,7535,,,,,5182,,22229,,U,1,,Solubility in phosphate buffered saline (1% DMSO) at pH 6.5 (24 hr equilibration),CHEMBL618657,,0,P
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7536,,,,,17847,,50597,,N,1,,Solubility was determined,CHEMBL618658,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7537,,,,,15339,,50597,,N,1,,solubility in water (ug/mL) at 37 degree C.,CHEMBL618659,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7538,,,,,5202,,50597,,N,1,,First pass metabolism and metabolic bioavailability using rat hepatic microsomes,CHEMBL618660,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7539,,,,,1088,,50597,,N,1,,In vitro stability relative to (+)-AJ76 in rat hepatocyte assay,CHEMBL618661,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7540,,,,,3169,,50597,,N,1,,Half life in rats,CHEMBL873807,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7541,,,,,5353,,50597,,N,1,,Half life in Dawley rat,CHEMBL618662,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7542,In vivo,,,,2864,,50597,,N,1,,Half life period after 3 mg/kg iv administration,CHEMBL618663,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7543,In vivo,,,,2864,,50597,,N,1,,Half life period after 3 mg/kg iv administration in rat,CHEMBL618664,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7544,In vivo,,,,2864,,50597,,N,1,,Half life period after 3 mg/kg iv administration in the rat,CHEMBL618665,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7545,,,,,6362,,50597,,N,1,,Half life period in female Sprague-Dawley rats,CHEMBL876498,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7546,,,,,6249,,50597,,N,1,,Half life period in rat,CHEMBL618666,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7547,,,,,3169,,50597,,N,1,,Half-life in rats was determined,CHEMBL620440,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7548,,,,,3169,,50597,,N,1,,Half-life in rats with metabolic oxidation,CHEMBL620441,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7549,,,,,3169,,50597,,N,1,,Half-life in rats,CHEMBL620442,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7550,In vivo,,,,17260,,50597,,N,1,,T 1/2 at a dose of 10 mg/Kg administered intravenously in female hanover-wistar rat,CHEMBL620443,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7551,In vivo,,,,17260,,50597,,N,1,,T 1/2 at a dose of 10 mg/Kg administered perorally in female hanover-wistar rat,CHEMBL620444,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7552,In vivo,,,,17260,,50597,,N,1,,T max at a dose of 10 mg/Kg administered intravenously in female hanover-wistar rat,CHEMBL620445,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7553,In vivo,,,,17260,,50597,,N,1,,T max at a dose of 10 mg/Kg administered perorally in female hanover-wistar rat,CHEMBL620446,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7554,,,Plasma,,2879,1969.0,50597,,N,1,,Biological half-life measured in plasma of rat,CHEMBL620447,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7555,,,Plasma,,2879,1969.0,50597,,N,1,,Biological half-life measured in plasma of rat; 22-25,CHEMBL621129,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7556,,,Plasma,,2879,1969.0,50597,,N,1,,Biological half-life measured in plasma of rat; 9-16,CHEMBL621130,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7557,In vivo,,,,3184,,50597,,N,1,,Compound was evaluated for its half life when administered intravenously in rat,CHEMBL873808,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7558,In vivo,,,,4891,,50597,,N,1,,Compound was evaluated for pharmacokinetic parameter percent bioavailability at 8 h,CHEMBL876598,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7559,In vivo,,,,429,,50597,,N,1,,Evaluated for pharmacokinetic parameter half-life in rat at the dose 50 mg/kg,CHEMBL621131,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7560,In vivo,,,,5656,,50597,,N,1,,Half life (T1/2) after oral administration in rat,CHEMBL621132,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7561,In vivo,,,,4413,,50597,,N,1,,Half life of compound after iv administration of 20 mg/kg dose in rat,CHEMBL621133,,1,A
Expert,BAO_0000218,,10116.0,,Rattus norvegicus,7562,In vivo,,,,3598,,50597,,N,1,,Half life of compound determined in rat after iv administration at a dose of 10 mg/kg,CHEMBL621312,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7563,,,,,17267,,50597,,N,1,,Half life of compound was determined in rat,CHEMBL621313,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7564,,,Blood,,4727,178.0,50597,,N,1,,Half life of compound was determined in rat blood,CHEMBL621314,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7565,In vivo,,,,17651,,50597,,N,1,,Half life at 1 mg/kg was determined in rat,CHEMBL621315,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7566,In vivo,,,,17651,,50597,,N,1,,Half life at 10 mg/kg was determined in rat,CHEMBL621316,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7567,,,,,401,,50597,,N,1,,Half life in rats,CHEMBL621317,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7568,,,,,4942,,50597,,N,1,,Half life in rats in hours,CHEMBL621318,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7569,In vivo,,,,17735,,50597,,N,1,,Half life following 10 mg/kg intravenous or 50 mg/kg oral dosing in rats was determined,CHEMBL621319,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7570,In vivo,,,,6056,,50597,,N,1,,Half life was calculated at a single intravenous administration of 20 mg/kg in rat,CHEMBL621377,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7571,,,,,5213,,50597,,N,1,,Half life was determined,CHEMBL621378,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7572,In vivo,,,,6616,,50597,,N,1,,Half life after i.v. administration,CHEMBL876599,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7573,In vivo,,,,5937,,50597,,N,1,,Half life in rat after intravenous administration at a concentration 0.5 mg/kg,CHEMBL621379,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7574,,,Plasma,,5819,1969.0,50597,,N,1,,Half life in rat plasma,CHEMBL621380,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7575,,,Plasma,,5819,1969.0,50597,,N,1,,Half life in rat plasma; Not detected,CHEMBL621381,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7576,,,,,6803,,50597,,N,1,,Half life in rats,CHEMBL618515,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7577,In vivo,,,,17804,,50597,,N,1,,Half life period of compound was determined after peroral administration,CHEMBL618516,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7578,In vivo,,,,17804,,50597,,N,1,,Half life period of compound was determined at a dose of 3 mg/kg by intravenous administration,CHEMBL618517,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7579,,,,,5948,,50597,,N,1,,Half life period in rat,CHEMBL618518,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7580,In vivo,,,,1916,,50597,,N,1,,Half life period was evaluated against Sprague-Dawley rats at a dose of 15 mg/kg after iv administration,CHEMBL618519,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7581,In vivo,,,,1916,,50597,,N,1,,Half life period was evaluated in Sprague-Dawley rats at a dose of 15 mg/kg after po administration,CHEMBL618698,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7582,In vivo,,,,1916,,50597,,N,1,,Half life period was evaluated in Sprague-Dawley rats at a dose of 15 mg/kg after po administration; Not available,CHEMBL618862,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7583,In vivo,,,,4890,,50597,,N,1,,Half life period was determined after intravenous administration at a dose 5 mg/kg to male Sprague-Dawley rats,CHEMBL618863,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7584,In vivo,,,,17764,,50597,,N,1,,Half life period was determined for compound after intravenous administration in rats at 24 uM/kg,CHEMBL618864,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7585,In vivo,,,,4727,,50597,,N,1,,Half life time in rat the dose of 2 mg/kg,CHEMBL618865,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7586,In vivo,,,,17509,,50597,,N,1,,Half-life 24 hr after 10 mg/kg iv administration in rats,CHEMBL618866,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7587,In vivo,,,,17509,,50597,,N,1,,Half-life 24 hr after 2 mg/kg iv administration in rats,CHEMBL618867,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7588,,,,,6597,,50597,,N,1,,Half-life consistent with the observed metabolic steady state in rats,CHEMBL875828,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7589,In vivo,,,,17735,,50597,,N,1,,Half-life following 10 mg/kg intravenous or 50 mg/kg oral dosing in rats was determined,CHEMBL618868,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7590,,,,,6597,,50597,,N,1,,Half-life for oxidative metabolic stability was determined using male human,CHEMBL618869,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7591,In vivo,,,,17670,,50597,,N,1,,"Half-life in fischer rats at 5 mg/kg dose, administered intravenously",CHEMBL618870,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7592,,,Plasma,,1696,1969.0,50597,,N,1,,Half-life in rat plasma,CHEMBL618871,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7593,,,Plasma,,1742,1969.0,50597,,N,1,,Half-life in rat plasma was determined,CHEMBL618872,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7594,,,,,17800,,50597,,N,1,,Half-life in rats was determined,CHEMBL873816,,1,A
Autocuration,BAO_0000218,,,,,7595,,,,,12923,,22224,,U,1,,Area under curve of acid 2a was determined by HPLC at a dosage of 54.5 mg/kg administered intragastrically by gavage method in dog,CHEMBL618873,,0,A
Autocuration,BAO_0000019,,,,,7596,,,,,11954,,22224,,U,1,,Area under curve after oral dose of 0.1 mg//kg,CHEMBL621602,,0,A
Autocuration,BAO_0000218,,,,,7597,,,,,11954,,22224,,U,1,,Area under curve after oral dose of 0.3 mg/kg,CHEMBL621603,,0,A
Autocuration,BAO_0000218,,,,,7598,,,,,11954,,22224,,U,1,,Area under curve after oral dose of 1 mg/kg,CHEMBL621604,,0,A
Autocuration,BAO_0000218,,,,,7599,,,,,11954,,22224,,U,1,,Area under curve after oral dose of 10 mg/kg,CHEMBL621605,,0,A
Autocuration,BAO_0000218,,,,,7600,,,,,11954,,22224,,U,1,,Area under curve after oral dose of 23.4 mg/kg,CHEMBL621606,,0,A
Autocuration,BAO_0000218,,,,,7601,,,,,11954,,22224,,U,1,,Area under curve after oral dose of 3 mg/kg,CHEMBL621607,,0,A
Autocuration,BAO_0000218,,,,,7602,,,,,11954,,22224,,U,1,,Area under curve after oral dose of 3.87 mg/kg,CHEMBL621608,,0,A
Autocuration,BAO_0000019,,,,,7603,,,,,5237,,22224,,U,1,,Area under curve was determined,CHEMBL621609,,0,A
Autocuration,BAO_0000218,,,,,7604,,,,,4026,,22224,,U,1,,Area under curve at a dose of 10 mg/kg,CHEMBL621610,,0,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7605,,,,,5237,,50597,,N,1,,Area under curve was determined; ND=No data,CHEMBL621611,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7606,,,,,14793,,50597,,N,1,,Area under curve was evaluated in rat brain when administered intraperitoneally at a dose of 10 mg/kg for 4 or 6 hours,CHEMBL621612,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7607,,,,,14793,,50597,,N,1,,Area under curve was evaluated in rat brain when administered intraperitoneally at a dose of 10 mg/kg for infinite hours,CHEMBL622308,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7608,,,,,14793,,50597,,N,1,,Area under curve was evaluated in rat brain when administered intravenously at a dose of 10 mg/kg for 4 or 6 hours,CHEMBL622309,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7609,,,,,14793,,50597,,N,1,,Area under curve was evaluated in rat brain when administered intravenously at a dose of 10 mg/kg for infinite hours,CHEMBL622310,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7610,,,,,14793,,50597,,N,1,,Area under curve was evaluated in rat brain when administered perorally at a dose of 100 mg/kg for 4 or 6 hours,CHEMBL622311,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7611,,,,,14793,,50597,,N,1,,Area under curve was evaluated in rat brain when administered perorally at a dose of 100 mg/kg for infinite hours; Not calculated,CHEMBL622312,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7612,,,,,14793,,50597,,N,1,,Area under curve was evaluated in rat brain when administered perorally at a dose of 10 mg/kg for 4 or 6 hours,CHEMBL622931,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7613,,,,,14793,,50597,,N,1,,Area under curve was evaluated in rat brain when administered perorally at a dose of 10 mg/kg for infinite hours; Not calculated,CHEMBL622932,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7614,,,Plasma,,14793,1969.0,50597,,N,1,,Area under curve was evaluated in rat plasma when administered intraperitoneally at a dose of 10 mg/kg for 4 or 6 hours,CHEMBL622736,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7615,,,Plasma,,14793,1969.0,50597,,N,1,,Area under curve was evaluated in rat plasma when administered intraperitoneally at a dose of 10 mg/kg for infinite hours,CHEMBL622737,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7616,,,Plasma,,14793,1969.0,50597,,N,1,,Area under curve was evaluated in rat plasma when administered intravenously at a dose of 10 mg/kg for 4 or 6 hours,CHEMBL622738,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7617,,,Plasma,,14793,1969.0,50597,,N,1,,Area under curve was evaluated in rat plasma when administered intravenously at a dose of 10 mg/kg for infinite hours,CHEMBL622739,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7618,,,Plasma,,14793,1969.0,50597,,N,1,,Area under curve was evaluated in rat plasma when administered perorally at a dose of 100 mg/kg for 4 or 6 hours,CHEMBL622740,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7619,,,Plasma,,14793,1969.0,50597,,N,1,,Area under curve was evaluated in rat plasma when administered perorally at a dose of 100 mg/kg for infinite hours,CHEMBL622741,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7620,,,Plasma,,14793,1969.0,50597,,N,1,,Area under curve was evaluated in rat plasma when administered perorally at a dose of 10 mg/kg for 4 or 6 hours,CHEMBL622742,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7621,,,Plasma,,14793,1969.0,50597,,N,1,,Area under curve was evaluated in rat plasma when administered perorally at a dose of 10 mg/kg for infinite hours,CHEMBL622743,,1,A
Intermediate,BAO_0000218,,10090.0,,Mus musculus,7622,,,Plasma,,11637,1969.0,50594,,N,1,,AUC in mice,CHEMBL622744,,1,A
Autocuration,BAO_0000019,,,,,7623,,,,,11149,,22224,,U,1,,Area under curve was measured from the graph obtained from concentration Vs time,CHEMBL624134,,0,A
Autocuration,BAO_0000019,,,,,7624,,,,,10016,,22224,,U,1,,Area under curve value of compound per hour after oral administration,CHEMBL624135,,0,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7625,,,,,17796,,50597,,N,1,,Area under curve was determined after oral administration in rats,CHEMBL624136,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7626,,,,,17796,,50597,,N,1,,Area under curve was determined after oral administration in rats; No data,CHEMBL624137,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7627,,,,,17796,,50597,,N,1,,Area under curve was determined after oral administration in rats;No data,CHEMBL624320,,1,A
Intermediate,BAO_0000218,,9615.0,,Canis lupus familiaris,7628,,,,,12923,,50588,,N,1,,Area under curve was determined by HPLC at a dosage of 2.27 mg/kg administered intravenously by bolus method in dog,CHEMBL624321,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7629,,,,,15372,,50597,,N,1,,Area under curve was determined for the compound after iv dose of 4.74 mg/kg in rats,CHEMBL624322,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7630,,,,,15372,,50597,,N,1,,Area under curve was determined for the compound after iv dose of 5.06 in rats,CHEMBL624323,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7631,,,,,15372,,50597,,N,1,,Area under curve was determined for the compound after iv dose of 5.10 mg/kg in rats,CHEMBL624324,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7632,,,,,15372,,50597,,N,1,,Area under curve was determined for the compound after po dose of 5.01 mg/kg in rats,CHEMBL624325,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7633,,,,,15372,,50597,,N,1,,Area under curve was determined for the compound after po dose of 5.03 mg/kg in rats,CHEMBL624326,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7634,,,,,15372,,50597,,N,1,,Area under curve was determined for the compound after po dose of 5.22 mg/kg in rats,CHEMBL624327,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7635,,,,,15372,,50597,,N,1,,Area under curve was determined for the compound after po dose of 5.46 mg/kg in rats,CHEMBL624328,,1,A
Intermediate,BAO_0000218,,9615.0,,Canis lupus familiaris,7636,,,,,14169,,50588,,N,1,,Area under curve was determined in Dogs after peroral administration,CHEMBL627848,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7637,,,,,14169,,50597,,N,1,,Area under curve was determined in Rats after peroral administration,CHEMBL627849,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7638,,,,,14258,,50597,,N,1,,Area under curve was determined in carotid blood of rat when administered intradermally,CHEMBL627850,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7639,,,,,14258,,50597,,N,1,,Area under curve was determined in portal blood of rat when administered intradermally,CHEMBL627851,,1,A
Intermediate,BAO_0000218,,10090.0,,Mus musculus,7640,,,,,15011,,50594,,N,1,,Area under curve was determined using 0.4% Methyl cellulose (MC) as vehicle. Compound was administered intravenously to nude mice at a dose of 25 mg/kg,CHEMBL627852,,1,A
Intermediate,BAO_0000218,,10090.0,,Mus musculus,7641,,,,,15011,,50594,,N,1,,Area under curve was determined using 0.4% Methyl cellulose (MC) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg,CHEMBL627853,,1,A
Intermediate,BAO_0000218,,10090.0,,Mus musculus,7642,,,,,15011,,50594,,N,1,,Area under curve was determined using 0.4% Methyl cellulose (MC) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg (micronized sample),CHEMBL627854,,1,A
Intermediate,BAO_0000218,,10090.0,,Mus musculus,7643,,,,,15011,,50594,,N,1,,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered intravenously to nude mice at a dose of 25 mg/kg,CHEMBL627855,,1,A
Intermediate,BAO_0000218,,10090.0,,Mus musculus,7644,,,,,15011,,50594,,N,1,,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered intravenously to nude mice at a dose of 25 mg/kg (run time 7 hr),CHEMBL627856,,1,A
Intermediate,BAO_0000218,,10090.0,,Mus musculus,7645,,,,,15011,,50594,,N,1,,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg,CHEMBL875339,,1,A
Intermediate,BAO_0000218,,10090.0,,Mus musculus,7646,,,,,15011,,50594,,N,1,,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg (Run time = 7 hr),CHEMBL627857,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7647,In vivo,,Spleen,,11195,2106.0,50597,,N,1,,Biodistribution of the radiolabeled compound (2-5 uCi) in rat spleen 65 mins after i.v. administration,CHEMBL627858,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7648,,,Blood,,10130,178.0,50597,,N,1,,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in blood; Expressed as percent dose/organ,CHEMBL627859,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7649,,,Brain,,10130,955.0,50597,,N,1,,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in brain; Expressed as percent dose/organ,CHEMBL627860,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7650,,,Heart,,10130,948.0,50597,,N,1,,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in heart; Expressed as percent dose/organ,CHEMBL627019,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7651,,,Liver,,10130,2107.0,50597,,N,1,,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in liver; Expressed as percent dose/organ,CHEMBL627020,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7652,,,Lung,,10130,2048.0,50597,,N,1,,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in lung; Expressed as percent dose/organ,CHEMBL627021,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7653,,,Muscle tissue,,10130,2385.0,50597,,N,1,,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in muscle; Expressed as percent dose/organ,CHEMBL627022,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7654,,,,,10130,,50597,,N,1,,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in skin; Expressed as percent dose/organ,CHEMBL627023,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7655,,,Spleen,,10130,2106.0,50597,,N,1,,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in spleen; Expressed as percent dose/organ,CHEMBL627024,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7656,,,Thyroid gland,,10130,2046.0,50597,,N,1,,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in thyroid; Expressed as percent dose/organ,CHEMBL627025,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7657,,,Kidney,,10130,2113.0,50597,,N,1,,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in kidney; Expressed as percent dose/organ,CHEMBL627026,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7658,,,Blood,,10130,178.0,50597,,N,1,,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in blood; Expressed as percent dose/organ,CHEMBL627027,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7659,,,Brain,,10130,955.0,50597,,N,1,,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in brain; Expressed as percent dose/organ,CHEMBL627028,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7660,,,Heart,,10130,948.0,50597,,N,1,,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in heart; Expressed as percent dose/organ,CHEMBL627029,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,7661,,,Kidney,,10130,2113.0,50597,,N,1,,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in kidney; Expressed as percent dose/organ,CHEMBL627030,,1,A
