assays_assay_id,assays_cell_id,assays_curated_by,assays_assay_category,assays_variant_id,assays_assay_tissue,assays_assay_subcellular_fraction,assays_tid,assays_relationship_type,assays_confidence_score,assays_src_id,assays_src_assay_id,assays_chembl_id,assays_bao_format,assays_tissue_id
7580,,Intermediate,,,,,50597,N,1,1,,CHEMBL618519,BAO_0000218,
7581,,Intermediate,,,,,50597,N,1,1,,CHEMBL618698,BAO_0000218,
7582,,Intermediate,,,,,50597,N,1,1,,CHEMBL618862,BAO_0000218,
7583,,Intermediate,,,,,50597,N,1,1,,CHEMBL618863,BAO_0000218,
7584,,Intermediate,,,,,50597,N,1,1,,CHEMBL618864,BAO_0000218,
7585,,Intermediate,,,,,50597,N,1,1,,CHEMBL618865,BAO_0000218,
7586,,Intermediate,,,,,50597,N,1,1,,CHEMBL618866,BAO_0000218,
7587,,Intermediate,,,,,50597,N,1,1,,CHEMBL618867,BAO_0000218,
7588,,Intermediate,,,,,50597,N,1,1,,CHEMBL875828,BAO_0000218,
7589,,Intermediate,,,,,50597,N,1,1,,CHEMBL618868,BAO_0000218,
7590,,Intermediate,,,,,50597,N,1,1,,CHEMBL618869,BAO_0000218,
7591,,Intermediate,,,,,50597,N,1,1,,CHEMBL618870,BAO_0000218,
7592,,Intermediate,,,Plasma,,50597,N,1,1,,CHEMBL618871,BAO_0000218,1969.0
7593,,Intermediate,,,Plasma,,50597,N,1,1,,CHEMBL618872,BAO_0000218,1969.0
7594,,Intermediate,,,,,50597,N,1,1,,CHEMBL873816,BAO_0000218,
7595,,Autocuration,,,,,22224,U,0,1,,CHEMBL618873,BAO_0000218,
7596,,Autocuration,,,,,22224,U,0,1,,CHEMBL621602,BAO_0000019,
7597,,Autocuration,,,,,22224,U,0,1,,CHEMBL621603,BAO_0000218,
7598,,Autocuration,,,,,22224,U,0,1,,CHEMBL621604,BAO_0000218,
7599,,Autocuration,,,,,22224,U,0,1,,CHEMBL621605,BAO_0000218,
7600,,Autocuration,,,,,22224,U,0,1,,CHEMBL621606,BAO_0000218,
7601,,Autocuration,,,,,22224,U,0,1,,CHEMBL621607,BAO_0000218,
7602,,Autocuration,,,,,22224,U,0,1,,CHEMBL621608,BAO_0000218,
7603,,Autocuration,,,,,22224,U,0,1,,CHEMBL621609,BAO_0000019,
7604,,Autocuration,,,,,22224,U,0,1,,CHEMBL621610,BAO_0000218,
7605,,Intermediate,,,,,50597,N,1,1,,CHEMBL621611,BAO_0000218,
7606,,Intermediate,,,,,50597,N,1,1,,CHEMBL621612,BAO_0000218,
7607,,Intermediate,,,,,50597,N,1,1,,CHEMBL622308,BAO_0000218,
7608,,Intermediate,,,,,50597,N,1,1,,CHEMBL622309,BAO_0000218,
7609,,Intermediate,,,,,50597,N,1,1,,CHEMBL622310,BAO_0000218,
7610,,Intermediate,,,,,50597,N,1,1,,CHEMBL622311,BAO_0000218,
7611,,Intermediate,,,,,50597,N,1,1,,CHEMBL622312,BAO_0000218,
7612,,Intermediate,,,,,50597,N,1,1,,CHEMBL622931,BAO_0000218,
7613,,Intermediate,,,,,50597,N,1,1,,CHEMBL622932,BAO_0000218,
7614,,Intermediate,,,Plasma,,50597,N,1,1,,CHEMBL622736,BAO_0000218,1969.0
7615,,Intermediate,,,Plasma,,50597,N,1,1,,CHEMBL622737,BAO_0000218,1969.0
7616,,Intermediate,,,Plasma,,50597,N,1,1,,CHEMBL622738,BAO_0000218,1969.0
7617,,Intermediate,,,Plasma,,50597,N,1,1,,CHEMBL622739,BAO_0000218,1969.0
7618,,Intermediate,,,Plasma,,50597,N,1,1,,CHEMBL622740,BAO_0000218,1969.0
7619,,Intermediate,,,Plasma,,50597,N,1,1,,CHEMBL622741,BAO_0000218,1969.0
7620,,Intermediate,,,Plasma,,50597,N,1,1,,CHEMBL622742,BAO_0000218,1969.0
7621,,Intermediate,,,Plasma,,50597,N,1,1,,CHEMBL622743,BAO_0000218,1969.0
7622,,Intermediate,,,Plasma,,50594,N,1,1,,CHEMBL622744,BAO_0000218,1969.0
7623,,Autocuration,,,,,22224,U,0,1,,CHEMBL624134,BAO_0000019,
7624,,Autocuration,,,,,22224,U,0,1,,CHEMBL624135,BAO_0000019,
7625,,Intermediate,,,,,50597,N,1,1,,CHEMBL624136,BAO_0000218,
7626,,Intermediate,,,,,50597,N,1,1,,CHEMBL624137,BAO_0000218,
7627,,Intermediate,,,,,50597,N,1,1,,CHEMBL624320,BAO_0000218,
7628,,Intermediate,,,,,50588,N,1,1,,CHEMBL624321,BAO_0000218,
7629,,Intermediate,,,,,50597,N,1,1,,CHEMBL624322,BAO_0000218,
7630,,Intermediate,,,,,50597,N,1,1,,CHEMBL624323,BAO_0000218,
7631,,Intermediate,,,,,50597,N,1,1,,CHEMBL624324,BAO_0000218,
7632,,Intermediate,,,,,50597,N,1,1,,CHEMBL624325,BAO_0000218,
7633,,Intermediate,,,,,50597,N,1,1,,CHEMBL624326,BAO_0000218,
7634,,Intermediate,,,,,50597,N,1,1,,CHEMBL624327,BAO_0000218,
7635,,Intermediate,,,,,50597,N,1,1,,CHEMBL624328,BAO_0000218,
7636,,Intermediate,,,,,50588,N,1,1,,CHEMBL627848,BAO_0000218,
7637,,Intermediate,,,,,50597,N,1,1,,CHEMBL627849,BAO_0000218,
7638,,Intermediate,,,,,50597,N,1,1,,CHEMBL627850,BAO_0000218,
7639,,Intermediate,,,,,50597,N,1,1,,CHEMBL627851,BAO_0000218,
7640,,Intermediate,,,,,50594,N,1,1,,CHEMBL627852,BAO_0000218,
7641,,Intermediate,,,,,50594,N,1,1,,CHEMBL627853,BAO_0000218,
7642,,Intermediate,,,,,50594,N,1,1,,CHEMBL627854,BAO_0000218,
7643,,Intermediate,,,,,50594,N,1,1,,CHEMBL627855,BAO_0000218,
7644,,Intermediate,,,,,50594,N,1,1,,CHEMBL627856,BAO_0000218,
7645,,Intermediate,,,,,50594,N,1,1,,CHEMBL875339,BAO_0000218,
7646,,Intermediate,,,,,50594,N,1,1,,CHEMBL627857,BAO_0000218,
7647,,Intermediate,,,Spleen,,50597,N,1,1,,CHEMBL627858,BAO_0000218,2106.0
7648,,Intermediate,,,Blood,,50597,N,1,1,,CHEMBL627859,BAO_0000218,178.0
7649,,Intermediate,,,Brain,,50597,N,1,1,,CHEMBL627860,BAO_0000218,955.0
7650,,Intermediate,,,Heart,,50597,N,1,1,,CHEMBL627019,BAO_0000218,948.0
7651,,Intermediate,,,Liver,,50597,N,1,1,,CHEMBL627020,BAO_0000218,2107.0
7652,,Intermediate,,,Lung,,50597,N,1,1,,CHEMBL627021,BAO_0000218,2048.0
7653,,Intermediate,,,Muscle tissue,,50597,N,1,1,,CHEMBL627022,BAO_0000218,2385.0
7654,,Intermediate,,,,,50597,N,1,1,,CHEMBL627023,BAO_0000218,
7655,,Intermediate,,,Spleen,,50597,N,1,1,,CHEMBL627024,BAO_0000218,2106.0
7656,,Intermediate,,,Thyroid gland,,50597,N,1,1,,CHEMBL627025,BAO_0000218,2046.0
7657,,Intermediate,,,Kidney,,50597,N,1,1,,CHEMBL627026,BAO_0000218,2113.0
7658,,Intermediate,,,Blood,,50597,N,1,1,,CHEMBL627027,BAO_0000218,178.0
7659,,Intermediate,,,Brain,,50597,N,1,1,,CHEMBL627028,BAO_0000218,955.0
7660,,Intermediate,,,Heart,,50597,N,1,1,,CHEMBL627029,BAO_0000218,948.0
7661,,Intermediate,,,Kidney,,50597,N,1,1,,CHEMBL627030,BAO_0000218,2113.0
7662,,Intermediate,,,Liver,,50597,N,1,1,,CHEMBL627031,BAO_0000218,2107.0
7663,,Intermediate,,,Lung,,50597,N,1,1,,CHEMBL627032,BAO_0000218,2048.0
7664,,Intermediate,,,Muscle tissue,,50597,N,1,1,,CHEMBL627033,BAO_0000218,2385.0
7665,,Intermediate,,,,,50597,N,1,1,,CHEMBL627034,BAO_0000218,
7666,,Intermediate,,,Spleen,,50597,N,1,1,,CHEMBL627035,BAO_0000218,2106.0
7667,,Intermediate,,,Thyroid gland,,50597,N,1,1,,CHEMBL627036,BAO_0000218,2046.0
7668,,Intermediate,,,Blood,,50597,N,1,1,,CHEMBL875340,BAO_0000218,178.0
7669,,Intermediate,,,Heart,,50597,N,1,1,,CHEMBL627037,BAO_0000218,948.0
7670,,Intermediate,,,Kidney,,50597,N,1,1,,CHEMBL627038,BAO_0000218,2113.0
7671,,Intermediate,,,Liver,,50597,N,1,1,,CHEMBL627039,BAO_0000218,2107.0
7672,,Intermediate,,,Muscle tissue,,50597,N,1,1,,CHEMBL627040,BAO_0000218,2385.0
7673,,Intermediate,,,Spleen,,50597,N,1,1,,CHEMBL624663,BAO_0000218,2106.0
7674,,Intermediate,,,Thyroid gland,,50597,N,1,1,,CHEMBL625963,BAO_0000218,2046.0
7675,,Intermediate,,,Brain,,50597,N,1,1,,CHEMBL876799,BAO_0000218,955.0
7676,,Intermediate,,,Lung,,50597,N,1,1,,CHEMBL626133,BAO_0000218,2048.0
7677,,Intermediate,,,,,50597,N,1,1,,CHEMBL626134,BAO_0000218,
7678,,Intermediate,,,,,50597,N,1,1,,CHEMBL626135,BAO_0000218,
7679,,Intermediate,,,,,50597,N,1,1,,CHEMBL626136,BAO_0000218,
7680,,Intermediate,,,,,50597,N,1,1,,CHEMBL626137,BAO_0000218,
7681,,Intermediate,,,,,50597,N,1,1,,CHEMBL626138,BAO_0000218,
7682,,Intermediate,,,,,50597,N,1,1,,CHEMBL626139,BAO_0000218,
7683,,Intermediate,,,,,50597,N,1,1,,CHEMBL626140,BAO_0000218,
7684,,Intermediate,,,,,50597,N,1,1,,CHEMBL626141,BAO_0000218,
7685,,Intermediate,,,,,50597,N,1,1,,CHEMBL626142,BAO_0000218,
7686,,Intermediate,,,Muscle tissue,,50597,N,1,1,,CHEMBL627930,BAO_0000218,2385.0
7687,,Intermediate,,,Muscle tissue,,50597,N,1,1,,CHEMBL627931,BAO_0000218,2385.0
7688,,Intermediate,,,Muscle tissue,,50597,N,1,1,,CHEMBL627932,BAO_0000218,2385.0
7689,,Intermediate,,,Spleen,,50597,N,1,1,,CHEMBL627933,BAO_0000218,2106.0
7690,,Intermediate,,,Spleen,,50597,N,1,1,,CHEMBL627934,BAO_0000218,2106.0
7691,,Intermediate,,,Spleen,,50597,N,1,1,,CHEMBL627935,BAO_0000218,2106.0
7692,,Intermediate,,,Blood,,50597,N,1,1,,CHEMBL627936,BAO_0000218,178.0
7693,,Intermediate,,,Blood,,50597,N,1,1,,CHEMBL627937,BAO_0000218,178.0
7694,,Intermediate,,,Blood,,50597,N,1,1,,CHEMBL627938,BAO_0000218,178.0
7695,,Intermediate,,,Blood,,50597,N,1,1,,CHEMBL627939,BAO_0000218,178.0
7696,,Intermediate,,,Blood,,50597,N,1,1,,CHEMBL627940,BAO_0000218,178.0
7697,,Intermediate,,,Blood,,50597,N,1,1,,CHEMBL627941,BAO_0000218,178.0
7698,,Intermediate,,,Blood,,50597,N,1,1,,CHEMBL876800,BAO_0000218,178.0
7699,,Intermediate,,,Blood,,50597,N,1,1,,CHEMBL627942,BAO_0000218,178.0
7700,,Intermediate,,,Blood,,50597,N,1,1,,CHEMBL627943,BAO_0000218,178.0
7701,,Intermediate,,,Blood,,50597,N,1,1,,CHEMBL627944,BAO_0000218,178.0
7702,,Intermediate,,,Blood,,50597,N,1,1,,CHEMBL627945,BAO_0000218,178.0
7703,,Intermediate,,,Blood,,50597,N,1,1,,CHEMBL628584,BAO_0000218,178.0
7704,,Intermediate,,,Blood,,50597,N,1,1,,CHEMBL628585,BAO_0000218,178.0
7705,,Intermediate,,,Blood,,50597,N,1,1,,CHEMBL628586,BAO_0000218,178.0
7706,,Intermediate,,,Blood,,50597,N,1,1,,CHEMBL628587,BAO_0000218,178.0
7707,,Intermediate,,,Blood,,50597,N,1,1,,CHEMBL628588,BAO_0000218,178.0
7708,,Intermediate,,,Blood,,50597,N,1,1,,CHEMBL628589,BAO_0000218,178.0
7709,,Intermediate,,,Blood,,50597,N,1,1,,CHEMBL625304,BAO_0000218,178.0
7710,,Intermediate,,,Blood,,50597,N,1,1,,CHEMBL625305,BAO_0000218,178.0
7711,,Intermediate,,,Blood,,50597,N,1,1,,CHEMBL625306,BAO_0000218,178.0
7712,,Intermediate,,,Blood,,50597,N,1,1,,CHEMBL625307,BAO_0000218,178.0
7713,,Intermediate,,,Blood,,50597,N,1,1,,CHEMBL625308,BAO_0000218,178.0
7714,,Intermediate,,,Blood,,50597,N,1,1,,CHEMBL627740,BAO_0000218,178.0
7715,,Intermediate,,,Blood,,50597,N,1,1,,CHEMBL627741,BAO_0000218,178.0
7716,,Intermediate,,,Blood,,50597,N,1,1,,CHEMBL627742,BAO_0000218,178.0
7717,,Intermediate,,,Blood,,50597,N,1,1,,CHEMBL627743,BAO_0000218,178.0
7718,,Intermediate,,,Blood,,50597,N,1,1,,CHEMBL627744,BAO_0000218,178.0
7719,,Intermediate,,,Bone,,50597,N,1,1,,CHEMBL627745,BAO_0000218,10000001.0
7720,,Intermediate,,,Bone,,50597,N,1,1,,CHEMBL627746,BAO_0000218,10000001.0
7721,,Intermediate,,,Bone,,50597,N,1,1,,CHEMBL627747,BAO_0000218,10000001.0
7722,,Intermediate,,,Bone,,50597,N,1,1,,CHEMBL876810,BAO_0000218,10000001.0
7723,,Intermediate,,,Bone,,50597,N,1,1,,CHEMBL627748,BAO_0000218,10000001.0
7724,,Intermediate,,,Bone,,50597,N,1,1,,CHEMBL627749,BAO_0000218,10000001.0
7725,,Intermediate,,,Bone,,50597,N,1,1,,CHEMBL627750,BAO_0000218,10000001.0
7726,,Intermediate,,,Bone,,50597,N,1,1,,CHEMBL618728,BAO_0000218,10000001.0
7727,,Intermediate,,,Bone,,50597,N,1,1,,CHEMBL618729,BAO_0000218,10000001.0
7728,,Intermediate,,,Bone,,50597,N,1,1,,CHEMBL618730,BAO_0000218,10000001.0
7729,,Intermediate,,,Bone,,50597,N,1,1,,CHEMBL618731,BAO_0000218,10000001.0
7730,,Intermediate,,,Bone,,50597,N,1,1,,CHEMBL618732,BAO_0000218,10000001.0
7731,,Intermediate,,,Bone,,50597,N,1,1,,CHEMBL618733,BAO_0000218,10000001.0
7732,,Intermediate,,,Bone,,50597,N,1,1,,CHEMBL618734,BAO_0000218,10000001.0
7733,,Intermediate,,,Bone,,50597,N,1,1,,CHEMBL618735,BAO_0000218,10000001.0
7734,,Intermediate,,,Bone,,50597,N,1,1,,CHEMBL876602,BAO_0000218,10000001.0
7735,,Intermediate,,,Bone,,50597,N,1,1,,CHEMBL618736,BAO_0000218,10000001.0
7736,,Intermediate,,,Bone,,50597,N,1,1,,CHEMBL618737,BAO_0000218,10000001.0
7737,,Intermediate,,,Bone,,50597,N,1,1,,CHEMBL618738,BAO_0000218,10000001.0
7738,,Intermediate,,,Bone,,50597,N,1,1,,CHEMBL618739,BAO_0000218,10000001.0
7739,,Intermediate,,,Bone,,50597,N,1,1,,CHEMBL618740,BAO_0000218,10000001.0
7740,,Intermediate,,,Bone,,50597,N,1,1,,CHEMBL618741,BAO_0000218,10000001.0
7741,,Intermediate,,,Bone,,50597,N,1,1,,CHEMBL618742,BAO_0000218,10000001.0
7742,,Intermediate,,,Bone,,50597,N,1,1,,CHEMBL618743,BAO_0000218,10000001.0
7743,,Intermediate,,,Plasma,,50597,N,1,1,,CHEMBL618744,BAO_0000218,1969.0
7744,,Intermediate,,,,,50597,N,1,1,,CHEMBL618745,BAO_0000218,
7745,,Intermediate,,,,,50597,N,1,1,,CHEMBL620479,BAO_0000218,
7746,,Intermediate,,,,,50597,N,1,1,,CHEMBL620480,BAO_0000218,
7747,,Intermediate,,,,,50597,N,1,1,,CHEMBL620481,BAO_0000218,
7748,,Intermediate,,,,,50597,N,1,1,,CHEMBL620482,BAO_0000218,
7749,,Intermediate,,,,,50597,N,1,1,,CHEMBL876603,BAO_0000218,
7750,,Intermediate,,,,,50597,N,1,1,,CHEMBL620483,BAO_0000218,
7751,,Intermediate,,,,,50597,N,1,1,,CHEMBL620484,BAO_0000218,
7752,,Intermediate,,,,,50597,N,1,1,,CHEMBL620485,BAO_0000218,
7753,,Intermediate,,,,,50597,N,1,1,,CHEMBL620486,BAO_0000218,
7754,,Intermediate,,,,,50597,N,1,1,,CHEMBL620487,BAO_0000218,
7755,,Intermediate,,,,,50597,N,1,1,,CHEMBL620488,BAO_0000218,
7756,,Intermediate,,,,,50597,N,1,1,,CHEMBL620489,BAO_0000218,
7757,,Intermediate,,,,,50597,N,1,1,,CHEMBL620490,BAO_0000218,
7758,,Intermediate,,,,,50597,N,1,1,,CHEMBL620491,BAO_0000218,
7759,,Intermediate,,,Plasma,,50597,N,1,1,,CHEMBL876604,BAO_0000218,1969.0
7760,,Intermediate,,,,,50597,N,1,1,,CHEMBL620492,BAO_0000218,
7761,,Intermediate,,,,,50597,N,1,1,,CHEMBL620493,BAO_0000218,
7762,,Intermediate,,,,,50597,N,1,1,,CHEMBL620494,BAO_0000218,
7763,,Intermediate,,,Plasma,,50597,N,1,1,,CHEMBL620495,BAO_0000218,1969.0
7764,,Intermediate,,,Plasma,,50597,N,1,1,,CHEMBL620496,BAO_0000218,1969.0
7765,,Intermediate,,,Plasma,,50597,N,1,1,,CHEMBL620497,BAO_0000218,1969.0
7766,,Intermediate,,,Plasma,,50597,N,1,1,,CHEMBL620498,BAO_0000218,1969.0
7767,,Intermediate,,,Plasma,,50597,N,1,1,,CHEMBL620499,BAO_0000218,1969.0
7768,,Intermediate,,,Plasma,,50597,N,1,1,,CHEMBL620500,BAO_0000218,1969.0
7769,,Intermediate,,,Plasma,,50597,N,1,1,,CHEMBL873809,BAO_0000218,1969.0
7770,,Intermediate,,,,,50597,N,1,1,,CHEMBL620501,BAO_0000218,
7771,,Intermediate,,,,,50597,N,1,1,,CHEMBL620502,BAO_0000218,
7772,,Intermediate,,,,,50597,N,1,1,,CHEMBL620503,BAO_0000218,
7773,,Intermediate,,,,,50597,N,1,1,,CHEMBL620504,BAO_0000218,
7774,,Intermediate,,,,,50597,N,1,1,,CHEMBL876605,BAO_0000218,
7775,,Intermediate,,,,,50597,N,1,1,,CHEMBL620505,BAO_0000218,
7776,,Intermediate,,,Plasma,,50597,N,1,1,,CHEMBL873811,BAO_0000218,1969.0
7777,,Expert,,,,,50597,N,1,1,,CHEMBL624016,BAO_0000218,
7778,,Intermediate,,,,,50597,N,1,1,,CHEMBL624017,BAO_0000218,
7779,,Intermediate,,,,,50597,N,1,1,,CHEMBL624018,BAO_0000218,
7780,,Intermediate,,,,,50597,N,1,1,,CHEMBL624019,BAO_0000218,
7781,,Intermediate,,,Brain,,50597,N,1,1,,CHEMBL624020,BAO_0000218,955.0
7782,,Intermediate,,,,,50597,N,1,1,,CHEMBL624201,BAO_0000218,
7783,,Intermediate,,,,,50597,N,1,1,,CHEMBL872528,BAO_0000218,
7784,,Intermediate,,,,,50597,N,1,1,,CHEMBL624202,BAO_0000218,
7785,,Intermediate,,,,,50597,N,1,1,,CHEMBL624203,BAO_0000218,
7786,,Intermediate,,,,,50597,N,1,1,,CHEMBL624350,BAO_0000218,
7787,,Intermediate,,,,,50597,N,1,1,,CHEMBL621320,BAO_0000218,
7788,,Intermediate,,,,,50597,N,1,1,,CHEMBL621321,BAO_0000218,
7789,,Intermediate,,,,,50597,N,1,1,,CHEMBL621322,BAO_0000218,
7790,,Intermediate,,,,,50597,N,1,1,,CHEMBL621323,BAO_0000218,
7791,,Intermediate,,,,,50597,N,1,1,,CHEMBL621324,BAO_0000218,
7792,,Intermediate,,,,,50597,N,1,1,,CHEMBL621325,BAO_0000218,
7793,,Intermediate,,,Plasma,,50597,N,1,1,,CHEMBL875837,BAO_0000218,1969.0
7794,,Intermediate,,,Plasma,,50597,N,1,1,,CHEMBL621326,BAO_0000218,1969.0
7795,,Intermediate,,,,,50597,N,1,1,,CHEMBL621327,BAO_0000218,
7796,,Intermediate,,,,,50597,N,1,1,,CHEMBL621328,BAO_0000218,
7797,,Intermediate,,,,,50597,N,1,1,,CHEMBL621329,BAO_0000218,
7798,,Intermediate,,,,,50597,N,1,1,,CHEMBL621330,BAO_0000218,
7799,,Intermediate,,,,,50597,N,1,1,,CHEMBL621331,BAO_0000218,
7800,,Intermediate,,,,,50597,N,1,1,,CHEMBL621332,BAO_0000218,
7801,,Intermediate,,,,,50597,N,1,1,,CHEMBL621333,BAO_0000218,
7802,,Intermediate,,,,,50597,N,1,1,,CHEMBL621334,BAO_0000218,
7803,,Intermediate,,,,,50594,N,1,1,,CHEMBL621335,BAO_0000218,
7804,,Intermediate,,,,,50588,N,1,1,,CHEMBL621336,BAO_0000218,
7805,,Intermediate,,,,,50597,N,1,1,,CHEMBL621337,BAO_0000218,
7806,,Intermediate,,,,,50588,N,1,1,,CHEMBL621338,BAO_0000218,
7807,,Intermediate,,,,,50588,N,1,1,,CHEMBL875838,BAO_0000218,
7808,,Intermediate,,,,,50588,N,1,1,,CHEMBL621339,BAO_0000218,
7809,,Intermediate,,,,,50588,N,1,1,,CHEMBL621340,BAO_0000218,
7810,,Autocuration,,,,,22224,U,0,1,,CHEMBL621341,BAO_0000218,
7811,,Autocuration,,,,,22224,U,0,1,,CHEMBL621342,BAO_0000019,
7812,,Autocuration,,,,,22224,U,0,1,,CHEMBL621343,BAO_0000019,
7813,,Intermediate,,,,,50594,N,1,1,,CHEMBL621344,BAO_0000218,
7814,,Intermediate,,,,,50594,N,1,1,,CHEMBL621345,BAO_0000218,
7815,,Autocuration,,,,,22224,U,0,1,,CHEMBL621346,BAO_0000019,
7816,,Autocuration,,,,,22224,U,0,1,,CHEMBL621347,BAO_0000218,
7817,,Intermediate,,,,,50588,N,1,1,,CHEMBL621348,BAO_0000218,
7818,,Autocuration,,,Blood,,22224,U,0,1,,CHEMBL621349,BAO_0000019,178.0
7819,,Autocuration,,,Blood,,22224,U,0,1,,CHEMBL621350,BAO_0000019,178.0
7820,,Autocuration,,,Blood,,22224,U,0,1,,CHEMBL875839,BAO_0000019,178.0
7821,,Autocuration,,,Blood,,22224,U,0,1,,CHEMBL620211,BAO_0000019,178.0
7822,,Autocuration,,,Blood,,22224,U,0,1,,CHEMBL620212,BAO_0000019,178.0
7823,,Autocuration,,,Blood,,22224,U,0,1,,CHEMBL620213,BAO_0000019,178.0
7824,,Intermediate,,,Plasma,,50797,N,1,1,,CHEMBL620214,BAO_0000218,1969.0
7825,,Intermediate,,,Plasma,,50797,N,1,1,,CHEMBL620215,BAO_0000218,1969.0
7826,,Intermediate,,,Plasma,,50797,N,1,1,,CHEMBL620216,BAO_0000218,1969.0
