ss_d,ss_sbclllr_frctn,ss_tst_tp,ss_tp,tss_d,ss_tx_d,rltnshp_tp,cnfdnc_scr,crtd_b,src_d,src_ss_d,chmbl_d,cll_d,b_frmt,vrnt_d
7546,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL618666,,BAO_0000218,
7547,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL620440,,BAO_0000218,
7548,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL620441,,BAO_0000218,
7549,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL620442,,BAO_0000218,
7550,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL620443,,BAO_0000218,
7551,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL620444,,BAO_0000218,
7552,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL620445,,BAO_0000218,
7553,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL620446,,BAO_0000218,
7554,,,A,1969.0,10116.0,N,1,Intermediate,1,,CHEMBL620447,,BAO_0000218,
7555,,,A,1969.0,10116.0,N,1,Intermediate,1,,CHEMBL621129,,BAO_0000218,
7556,,,A,1969.0,10116.0,N,1,Intermediate,1,,CHEMBL621130,,BAO_0000218,
7557,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL873808,,BAO_0000218,
7558,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL876598,,BAO_0000218,
7559,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL621131,,BAO_0000218,
7560,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL621132,,BAO_0000218,
7561,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL621133,,BAO_0000218,
7562,,In vivo,A,,10116.0,N,1,Expert,1,,CHEMBL621312,,BAO_0000218,
7563,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL621313,,BAO_0000218,
7564,,,A,178.0,10116.0,N,1,Intermediate,1,,CHEMBL621314,,BAO_0000218,
7565,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL621315,,BAO_0000218,
7566,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL621316,,BAO_0000218,
7567,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL621317,,BAO_0000218,
7568,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL621318,,BAO_0000218,
7569,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL621319,,BAO_0000218,
7570,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL621377,,BAO_0000218,
7571,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL621378,,BAO_0000218,
7572,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL876599,,BAO_0000218,
7573,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL621379,,BAO_0000218,
7574,,,A,1969.0,10116.0,N,1,Intermediate,1,,CHEMBL621380,,BAO_0000218,
7575,,,A,1969.0,10116.0,N,1,Intermediate,1,,CHEMBL621381,,BAO_0000218,
7576,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL618515,,BAO_0000218,
7577,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL618516,,BAO_0000218,
7578,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL618517,,BAO_0000218,
7579,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL618518,,BAO_0000218,
7580,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL618519,,BAO_0000218,
7581,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL618698,,BAO_0000218,
7582,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL618862,,BAO_0000218,
7583,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL618863,,BAO_0000218,
7584,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL618864,,BAO_0000218,
7585,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL618865,,BAO_0000218,
7586,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL618866,,BAO_0000218,
7587,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL618867,,BAO_0000218,
7588,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL875828,,BAO_0000218,
7589,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL618868,,BAO_0000218,
7590,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL618869,,BAO_0000218,
7591,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL618870,,BAO_0000218,
7592,,,A,1969.0,10116.0,N,1,Intermediate,1,,CHEMBL618871,,BAO_0000218,
7593,,,A,1969.0,10116.0,N,1,Intermediate,1,,CHEMBL618872,,BAO_0000218,
7594,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL873816,,BAO_0000218,
7595,,,A,,,U,0,Autocuration,1,,CHEMBL618873,,BAO_0000218,
7596,,,A,,,U,0,Autocuration,1,,CHEMBL621602,,BAO_0000019,
7597,,,A,,,U,0,Autocuration,1,,CHEMBL621603,,BAO_0000218,
7598,,,A,,,U,0,Autocuration,1,,CHEMBL621604,,BAO_0000218,
7599,,,A,,,U,0,Autocuration,1,,CHEMBL621605,,BAO_0000218,
7600,,,A,,,U,0,Autocuration,1,,CHEMBL621606,,BAO_0000218,
7601,,,A,,,U,0,Autocuration,1,,CHEMBL621607,,BAO_0000218,
7602,,,A,,,U,0,Autocuration,1,,CHEMBL621608,,BAO_0000218,
7603,,,A,,,U,0,Autocuration,1,,CHEMBL621609,,BAO_0000019,
7604,,,A,,,U,0,Autocuration,1,,CHEMBL621610,,BAO_0000218,
7605,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL621611,,BAO_0000218,
7606,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL621612,,BAO_0000218,
7607,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL622308,,BAO_0000218,
7608,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL622309,,BAO_0000218,
7609,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL622310,,BAO_0000218,
7610,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL622311,,BAO_0000218,
7611,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL622312,,BAO_0000218,
7612,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL622931,,BAO_0000218,
7613,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL622932,,BAO_0000218,
7614,,,A,1969.0,10116.0,N,1,Intermediate,1,,CHEMBL622736,,BAO_0000218,
7615,,,A,1969.0,10116.0,N,1,Intermediate,1,,CHEMBL622737,,BAO_0000218,
7616,,,A,1969.0,10116.0,N,1,Intermediate,1,,CHEMBL622738,,BAO_0000218,
7617,,,A,1969.0,10116.0,N,1,Intermediate,1,,CHEMBL622739,,BAO_0000218,
7618,,,A,1969.0,10116.0,N,1,Intermediate,1,,CHEMBL622740,,BAO_0000218,
7619,,,A,1969.0,10116.0,N,1,Intermediate,1,,CHEMBL622741,,BAO_0000218,
7620,,,A,1969.0,10116.0,N,1,Intermediate,1,,CHEMBL622742,,BAO_0000218,
7621,,,A,1969.0,10116.0,N,1,Intermediate,1,,CHEMBL622743,,BAO_0000218,
7622,,,A,1969.0,10090.0,N,1,Intermediate,1,,CHEMBL622744,,BAO_0000218,
7623,,,A,,,U,0,Autocuration,1,,CHEMBL624134,,BAO_0000019,
7624,,,A,,,U,0,Autocuration,1,,CHEMBL624135,,BAO_0000019,
7625,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL624136,,BAO_0000218,
7626,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL624137,,BAO_0000218,
7627,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL624320,,BAO_0000218,
7628,,,A,,9615.0,N,1,Intermediate,1,,CHEMBL624321,,BAO_0000218,
7629,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL624322,,BAO_0000218,
7630,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL624323,,BAO_0000218,
7631,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL624324,,BAO_0000218,
7632,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL624325,,BAO_0000218,
7633,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL624326,,BAO_0000218,
7634,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL624327,,BAO_0000218,
7635,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL624328,,BAO_0000218,
7636,,,A,,9615.0,N,1,Intermediate,1,,CHEMBL627848,,BAO_0000218,
7637,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL627849,,BAO_0000218,
7638,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL627850,,BAO_0000218,
7639,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL627851,,BAO_0000218,
7640,,,A,,10090.0,N,1,Intermediate,1,,CHEMBL627852,,BAO_0000218,
7641,,,A,,10090.0,N,1,Intermediate,1,,CHEMBL627853,,BAO_0000218,
7642,,,A,,10090.0,N,1,Intermediate,1,,CHEMBL627854,,BAO_0000218,
7643,,,A,,10090.0,N,1,Intermediate,1,,CHEMBL627855,,BAO_0000218,
7644,,,A,,10090.0,N,1,Intermediate,1,,CHEMBL627856,,BAO_0000218,
7645,,,A,,10090.0,N,1,Intermediate,1,,CHEMBL875339,,BAO_0000218,
7646,,,A,,10090.0,N,1,Intermediate,1,,CHEMBL627857,,BAO_0000218,
7647,,In vivo,A,2106.0,10116.0,N,1,Intermediate,1,,CHEMBL627858,,BAO_0000218,
7648,,,A,178.0,10116.0,N,1,Intermediate,1,,CHEMBL627859,,BAO_0000218,
7649,,,A,955.0,10116.0,N,1,Intermediate,1,,CHEMBL627860,,BAO_0000218,
7650,,,A,948.0,10116.0,N,1,Intermediate,1,,CHEMBL627019,,BAO_0000218,
7651,,,A,2107.0,10116.0,N,1,Intermediate,1,,CHEMBL627020,,BAO_0000218,
7652,,,A,2048.0,10116.0,N,1,Intermediate,1,,CHEMBL627021,,BAO_0000218,
7653,,,A,2385.0,10116.0,N,1,Intermediate,1,,CHEMBL627022,,BAO_0000218,
7654,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL627023,,BAO_0000218,
7655,,,A,2106.0,10116.0,N,1,Intermediate,1,,CHEMBL627024,,BAO_0000218,
7656,,,A,2046.0,10116.0,N,1,Intermediate,1,,CHEMBL627025,,BAO_0000218,
7657,,,A,2113.0,10116.0,N,1,Intermediate,1,,CHEMBL627026,,BAO_0000218,
7658,,,A,178.0,10116.0,N,1,Intermediate,1,,CHEMBL627027,,BAO_0000218,
7659,,,A,955.0,10116.0,N,1,Intermediate,1,,CHEMBL627028,,BAO_0000218,
7660,,,A,948.0,10116.0,N,1,Intermediate,1,,CHEMBL627029,,BAO_0000218,
7661,,,A,2113.0,10116.0,N,1,Intermediate,1,,CHEMBL627030,,BAO_0000218,
7662,,,A,2107.0,10116.0,N,1,Intermediate,1,,CHEMBL627031,,BAO_0000218,
7663,,,A,2048.0,10116.0,N,1,Intermediate,1,,CHEMBL627032,,BAO_0000218,
7664,,,A,2385.0,10116.0,N,1,Intermediate,1,,CHEMBL627033,,BAO_0000218,
7665,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL627034,,BAO_0000218,
7666,,,A,2106.0,10116.0,N,1,Intermediate,1,,CHEMBL627035,,BAO_0000218,
7667,,,A,2046.0,10116.0,N,1,Intermediate,1,,CHEMBL627036,,BAO_0000218,
7668,,,A,178.0,10116.0,N,1,Intermediate,1,,CHEMBL875340,,BAO_0000218,
7669,,,A,948.0,10116.0,N,1,Intermediate,1,,CHEMBL627037,,BAO_0000218,
7670,,,A,2113.0,10116.0,N,1,Intermediate,1,,CHEMBL627038,,BAO_0000218,
7671,,,A,2107.0,10116.0,N,1,Intermediate,1,,CHEMBL627039,,BAO_0000218,
7672,,,A,2385.0,10116.0,N,1,Intermediate,1,,CHEMBL627040,,BAO_0000218,
7673,,,A,2106.0,10116.0,N,1,Intermediate,1,,CHEMBL624663,,BAO_0000218,
7674,,,A,2046.0,10116.0,N,1,Intermediate,1,,CHEMBL625963,,BAO_0000218,
7675,,,A,955.0,10116.0,N,1,Intermediate,1,,CHEMBL876799,,BAO_0000218,
7676,,,A,2048.0,10116.0,N,1,Intermediate,1,,CHEMBL626133,,BAO_0000218,
7677,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL626134,,BAO_0000218,
7678,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL626135,,BAO_0000218,
7679,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL626136,,BAO_0000218,
7680,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL626137,,BAO_0000218,
7681,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL626138,,BAO_0000218,
7682,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL626139,,BAO_0000218,
7683,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL626140,,BAO_0000218,
7684,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL626141,,BAO_0000218,
7685,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL626142,,BAO_0000218,
7686,,In vivo,A,2385.0,10116.0,N,1,Intermediate,1,,CHEMBL627930,,BAO_0000218,
7687,,In vivo,A,2385.0,10116.0,N,1,Intermediate,1,,CHEMBL627931,,BAO_0000218,
7688,,In vivo,A,2385.0,10116.0,N,1,Intermediate,1,,CHEMBL627932,,BAO_0000218,
7689,,In vivo,A,2106.0,10116.0,N,1,Intermediate,1,,CHEMBL627933,,BAO_0000218,
7690,,In vivo,A,2106.0,10116.0,N,1,Intermediate,1,,CHEMBL627934,,BAO_0000218,
7691,,In vivo,A,2106.0,10116.0,N,1,Intermediate,1,,CHEMBL627935,,BAO_0000218,
7692,,In vivo,A,178.0,10116.0,N,1,Intermediate,1,,CHEMBL627936,,BAO_0000218,
7693,,In vivo,A,178.0,10116.0,N,1,Intermediate,1,,CHEMBL627937,,BAO_0000218,
7694,,In vivo,A,178.0,10116.0,N,1,Intermediate,1,,CHEMBL627938,,BAO_0000218,
7695,,In vivo,A,178.0,10116.0,N,1,Intermediate,1,,CHEMBL627939,,BAO_0000218,
7696,,In vivo,A,178.0,10116.0,N,1,Intermediate,1,,CHEMBL627940,,BAO_0000218,
7697,,In vivo,A,178.0,10116.0,N,1,Intermediate,1,,CHEMBL627941,,BAO_0000218,
7698,,In vivo,A,178.0,10116.0,N,1,Intermediate,1,,CHEMBL876800,,BAO_0000218,
7699,,In vivo,A,178.0,10116.0,N,1,Intermediate,1,,CHEMBL627942,,BAO_0000218,
7700,,In vivo,A,178.0,10116.0,N,1,Intermediate,1,,CHEMBL627943,,BAO_0000218,
7701,,In vivo,A,178.0,10116.0,N,1,Intermediate,1,,CHEMBL627944,,BAO_0000218,
7702,,In vivo,A,178.0,10116.0,N,1,Intermediate,1,,CHEMBL627945,,BAO_0000218,
7703,,In vivo,A,178.0,10116.0,N,1,Intermediate,1,,CHEMBL628584,,BAO_0000218,
7704,,In vivo,A,178.0,10116.0,N,1,Intermediate,1,,CHEMBL628585,,BAO_0000218,
7705,,In vivo,A,178.0,10116.0,N,1,Intermediate,1,,CHEMBL628586,,BAO_0000218,
7706,,In vivo,A,178.0,10116.0,N,1,Intermediate,1,,CHEMBL628587,,BAO_0000218,
7707,,In vivo,A,178.0,10116.0,N,1,Intermediate,1,,CHEMBL628588,,BAO_0000218,
7708,,In vivo,A,178.0,10116.0,N,1,Intermediate,1,,CHEMBL628589,,BAO_0000218,
7709,,In vivo,A,178.0,10116.0,N,1,Intermediate,1,,CHEMBL625304,,BAO_0000218,
7710,,In vivo,A,178.0,10116.0,N,1,Intermediate,1,,CHEMBL625305,,BAO_0000218,
7711,,In vivo,A,178.0,10116.0,N,1,Intermediate,1,,CHEMBL625306,,BAO_0000218,
7712,,In vivo,A,178.0,10116.0,N,1,Intermediate,1,,CHEMBL625307,,BAO_0000218,
7713,,In vivo,A,178.0,10116.0,N,1,Intermediate,1,,CHEMBL625308,,BAO_0000218,
7714,,In vivo,A,178.0,10116.0,N,1,Intermediate,1,,CHEMBL627740,,BAO_0000218,
7715,,In vivo,A,178.0,10116.0,N,1,Intermediate,1,,CHEMBL627741,,BAO_0000218,
7716,,In vivo,A,178.0,10116.0,N,1,Intermediate,1,,CHEMBL627742,,BAO_0000218,
7717,,In vivo,A,178.0,10116.0,N,1,Intermediate,1,,CHEMBL627743,,BAO_0000218,
7718,,In vivo,A,178.0,10116.0,N,1,Intermediate,1,,CHEMBL627744,,BAO_0000218,
7719,,In vivo,A,10000001.0,10116.0,N,1,Intermediate,1,,CHEMBL627745,,BAO_0000218,
7720,,In vivo,A,10000001.0,10116.0,N,1,Intermediate,1,,CHEMBL627746,,BAO_0000218,
7721,,In vivo,A,10000001.0,10116.0,N,1,Intermediate,1,,CHEMBL627747,,BAO_0000218,
7722,,In vivo,A,10000001.0,10116.0,N,1,Intermediate,1,,CHEMBL876810,,BAO_0000218,
7723,,In vivo,A,10000001.0,10116.0,N,1,Intermediate,1,,CHEMBL627748,,BAO_0000218,
7724,,In vivo,A,10000001.0,10116.0,N,1,Intermediate,1,,CHEMBL627749,,BAO_0000218,
7725,,In vivo,A,10000001.0,10116.0,N,1,Intermediate,1,,CHEMBL627750,,BAO_0000218,
7726,,In vivo,A,10000001.0,10116.0,N,1,Intermediate,1,,CHEMBL618728,,BAO_0000218,
7727,,In vivo,A,10000001.0,10116.0,N,1,Intermediate,1,,CHEMBL618729,,BAO_0000218,
7728,,In vivo,A,10000001.0,10116.0,N,1,Intermediate,1,,CHEMBL618730,,BAO_0000218,
7729,,In vivo,A,10000001.0,10116.0,N,1,Intermediate,1,,CHEMBL618731,,BAO_0000218,
7730,,In vivo,A,10000001.0,10116.0,N,1,Intermediate,1,,CHEMBL618732,,BAO_0000218,
7731,,In vivo,A,10000001.0,10116.0,N,1,Intermediate,1,,CHEMBL618733,,BAO_0000218,
7732,,In vivo,A,10000001.0,10116.0,N,1,Intermediate,1,,CHEMBL618734,,BAO_0000218,
7733,,In vivo,A,10000001.0,10116.0,N,1,Intermediate,1,,CHEMBL618735,,BAO_0000218,
7734,,In vivo,A,10000001.0,10116.0,N,1,Intermediate,1,,CHEMBL876602,,BAO_0000218,
7735,,In vivo,A,10000001.0,10116.0,N,1,Intermediate,1,,CHEMBL618736,,BAO_0000218,
7736,,In vivo,A,10000001.0,10116.0,N,1,Intermediate,1,,CHEMBL618737,,BAO_0000218,
7737,,In vivo,A,10000001.0,10116.0,N,1,Intermediate,1,,CHEMBL618738,,BAO_0000218,
7738,,In vivo,A,10000001.0,10116.0,N,1,Intermediate,1,,CHEMBL618739,,BAO_0000218,
7739,,In vivo,A,10000001.0,10116.0,N,1,Intermediate,1,,CHEMBL618740,,BAO_0000218,
7740,,In vivo,A,10000001.0,10116.0,N,1,Intermediate,1,,CHEMBL618741,,BAO_0000218,
7741,,In vivo,A,10000001.0,10116.0,N,1,Intermediate,1,,CHEMBL618742,,BAO_0000218,
7742,,In vivo,A,10000001.0,10116.0,N,1,Intermediate,1,,CHEMBL618743,,BAO_0000218,
7743,,In vivo,A,1969.0,10116.0,N,1,Intermediate,1,,CHEMBL618744,,BAO_0000218,
7744,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL618745,,BAO_0000218,
7745,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL620479,,BAO_0000218,
7746,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL620480,,BAO_0000218,
7747,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL620481,,BAO_0000218,
7748,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL620482,,BAO_0000218,
7749,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL876603,,BAO_0000218,
7750,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL620483,,BAO_0000218,
7751,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL620484,,BAO_0000218,
7752,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL620485,,BAO_0000218,
7753,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL620486,,BAO_0000218,
7754,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL620487,,BAO_0000218,
7755,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL620488,,BAO_0000218,
7756,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL620489,,BAO_0000218,
7757,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL620490,,BAO_0000218,
7758,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL620491,,BAO_0000218,
7759,,In vivo,A,1969.0,10116.0,N,1,Intermediate,1,,CHEMBL876604,,BAO_0000218,
7760,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL620492,,BAO_0000218,
7761,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL620493,,BAO_0000218,
7762,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL620494,,BAO_0000218,
7763,,,A,1969.0,10116.0,N,1,Intermediate,1,,CHEMBL620495,,BAO_0000218,
7764,,In vivo,A,1969.0,10116.0,N,1,Intermediate,1,,CHEMBL620496,,BAO_0000218,
7765,,In vivo,A,1969.0,10116.0,N,1,Intermediate,1,,CHEMBL620497,,BAO_0000218,
7766,,,A,1969.0,10116.0,N,1,Intermediate,1,,CHEMBL620498,,BAO_0000218,
7767,,In vivo,A,1969.0,10116.0,N,1,Intermediate,1,,CHEMBL620499,,BAO_0000218,
7768,,,A,1969.0,10116.0,N,1,Intermediate,1,,CHEMBL620500,,BAO_0000218,
7769,,In vivo,A,1969.0,10116.0,N,1,Intermediate,1,,CHEMBL873809,,BAO_0000218,
7770,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL620501,,BAO_0000218,
7771,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL620502,,BAO_0000218,
7772,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL620503,,BAO_0000218,
7773,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL620504,,BAO_0000218,
7774,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL876605,,BAO_0000218,
7775,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL620505,,BAO_0000218,
7776,,In vivo,A,1969.0,10116.0,N,1,Intermediate,1,,CHEMBL873811,,BAO_0000218,
7777,,In vivo,A,,10116.0,N,1,Expert,1,,CHEMBL624016,,BAO_0000218,
7778,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL624017,,BAO_0000218,
7779,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL624018,,BAO_0000218,
7780,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL624019,,BAO_0000218,
7781,,In vivo,A,955.0,10116.0,N,1,Intermediate,1,,CHEMBL624020,,BAO_0000218,
7782,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL624201,,BAO_0000218,
7783,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL872528,,BAO_0000218,
7784,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL624202,,BAO_0000218,
7785,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL624203,,BAO_0000218,
7786,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL624350,,BAO_0000218,
7787,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL621320,,BAO_0000218,
7788,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL621321,,BAO_0000218,
7789,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL621322,,BAO_0000218,
7790,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL621323,,BAO_0000218,
7791,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL621324,,BAO_0000218,
7792,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL621325,,BAO_0000218,
7793,,In vivo,A,1969.0,10116.0,N,1,Intermediate,1,,CHEMBL875837,,BAO_0000218,
7794,,In vivo,A,1969.0,10116.0,N,1,Intermediate,1,,CHEMBL621326,,BAO_0000218,
7795,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL621327,,BAO_0000218,
7796,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL621328,,BAO_0000218,
7797,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL621329,,BAO_0000218,
7798,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL621330,,BAO_0000218,
7799,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL621331,,BAO_0000218,
7800,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL621332,,BAO_0000218,
7801,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL621333,,BAO_0000218,
7802,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL621334,,BAO_0000218,
7803,,,A,,10090.0,N,1,Intermediate,1,,CHEMBL621335,,BAO_0000218,
7804,,,A,,9615.0,N,1,Intermediate,1,,CHEMBL621336,,BAO_0000218,
7805,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL621337,,BAO_0000218,
7806,,,A,,9615.0,N,1,Intermediate,1,,CHEMBL621338,,BAO_0000218,
