noleggio_id,cliente_id,data_noleggio,npersonale_id,data_pagamento,pagamento_id,inventario_id,data_restituzione,ammontare,ppersonale_id
975,7,2005-05-30 21:07:15,2,2005-05-30 21:07:15,177,3109,2005-06-03 01:48:15,4.99,1
2250,7,2005-06-18 05:03:36,2,2005-06-18 05:03:36,180,4042,2005-06-22 02:25:36,2.99,1
6761,7,2005-07-12 15:17:42,2,2005-07-12 15:17:42,192,3645,2005-07-18 17:59:42,3.99,2
10423,7,2005-08-01 08:19:53,1,2005-08-01 08:19:53,196,739,2005-08-08 10:25:53,5.99,1
10514,7,2005-08-01 11:39:26,2,2005-08-01 11:39:26,197,1512,2005-08-03 07:53:26,4.99,1
10644,7,2005-08-01 15:52:00,1,2005-08-01 15:52:00,198,4374,2005-08-08 16:08:00,4.99,2
12367,7,2005-08-18 07:57:14,2,2005-08-18 07:57:14,201,1822,2005-08-27 07:07:14,8.99,1
13476,7,2005-08-20 01:06:04,1,2005-08-20 01:06:04,204,2866,2005-08-24 23:56:04,2.99,1
3114,8,2005-06-20 17:57:47,2,2005-06-20 17:57:47,210,2388,2005-06-21 19:18:47,4.99,2
8809,8,2005-07-29 21:42:49,1,2005-07-29 21:42:49,220,3278,2005-08-04 01:13:49,1.99,1
10561,8,2005-08-01 13:05:35,2,2005-08-01 13:05:35,223,2195,2005-08-04 08:34:35,2.99,2
15764,8,2005-08-23 13:05:10,1,2005-08-23 13:05:10,229,2937,2005-08-25 16:15:10,2.99,1
877,9,2005-05-30 05:48:59,1,2005-05-30 05:48:59,232,886,2005-06-02 09:30:59,0.99,2
3262,9,2005-06-21 04:08:43,1,2005-06-21 04:08:43,235,3773,2005-06-28 02:55:43,4.99,2
7616,9,2005-07-28 00:15:26,1,2005-07-28 00:15:26,242,3790,2005-07-30 21:52:26,0.99,2
9043,9,2005-07-30 06:34:07,1,2005-07-30 06:34:07,244,4127,2005-08-02 01:16:07,4.99,1
12652,9,2005-08-18 18:48:58,1,2005-08-18 18:48:58,251,2118,2005-08-21 14:15:58,4.99,2
2222,10,2005-06-18 03:26:23,2,2005-06-18 03:26:23,257,3834,2005-06-26 08:50:23,3.99,2
3790,10,2005-07-06 14:13:45,1,2005-07-06 14:13:45,260,1711,2005-07-14 13:35:45,3.99,2
4042,10,2005-07-07 03:06:40,1,2005-07-07 03:06:40,261,50,2005-07-10 02:37:40,4.99,2
5068,10,2005-07-09 04:53:18,1,2005-07-09 04:53:18,264,2937,2005-07-13 09:21:18,2.99,2
5905,10,2005-07-10 20:41:09,1,2005-07-10 20:41:09,266,3891,2005-07-19 14:49:09,2.99,1
8188,10,2005-07-28 22:34:12,2,2005-07-28 22:34:12,269,3826,2005-08-01 02:32:12,4.99,2
12031,10,2005-08-17 20:11:35,2,2005-08-17 20:11:35,274,2793,2005-08-24 23:48:35,2.99,2
12400,10,2005-08-18 09:19:12,1,2005-08-18 09:19:12,275,1767,2005-08-26 06:52:12,2.99,2
13917,10,2005-08-20 16:43:28,2,2005-08-20 16:43:28,277,4326,2005-08-29 16:44:28,2.99,2
15370,10,2005-08-22 21:59:29,1,2005-08-22 21:59:29,278,67,2005-08-27 16:32:29,5.99,1
8950,11,2005-07-30 03:17:13,1,2005-07-30 03:17:13,292,3015,2005-08-07 00:20:13,9.99,1
9292,11,2005-07-30 16:08:21,2,2005-07-30 16:08:21,293,1702,2005-08-07 10:38:21,6.99,2
11166,11,2005-08-02 10:14:58,1,2005-08-02 10:14:58,295,638,2005-08-11 11:43:58,6.99,2
13572,11,2005-08-20 05:07:27,1,2005-08-20 05:07:27,298,660,2005-08-23 23:33:27,0.99,2
15120,11,2005-08-22 12:42:47,1,2005-08-22 12:42:47,300,3083,2005-08-23 14:21:47,0.99,1
988,12,2005-05-30 23:08:03,1,2005-05-30 23:08:03,303,1364,2005-06-07 00:22:03,4.99,1
2434,12,2005-06-18 18:11:51,2,2005-06-18 18:11:51,306,3739,2005-06-23 12:52:51,5.99,2
2623,12,2005-06-19 08:11:51,2,2005-06-19 08:11:51,308,4477,2005-06-26 12:28:51,4.99,2
3411,12,2005-06-21 16:31:27,2,2005-06-21 16:31:27,310,4250,2005-06-28 12:27:27,0.99,1
5071,12,2005-07-09 05:00:39,1,2005-07-09 05:00:39,312,4358,2005-07-09 23:08:39,0.99,1
5111,12,2005-07-09 07:02:19,2,2005-07-09 07:02:19,314,2875,2005-07-10 06:27:19,0.99,2
7008,12,2005-07-27 01:44:03,2,2005-07-27 01:44:03,317,3659,2005-07-28 21:19:03,0.99,2
9166,12,2005-07-30 11:26:28,1,2005-07-30 11:26:28,320,308,2005-08-04 12:32:28,4.99,2
9627,12,2005-07-31 04:42:46,2,2005-07-31 04:42:46,322,471,2005-08-08 00:42:46,5.99,1
12604,12,2005-08-18 16:58:48,1,2005-08-18 16:58:48,326,4127,2005-08-19 19:36:48,4.99,1
15993,12,2005-08-23 20:28:44,2,2005-08-23 20:28:44,330,1638,2005-08-27 16:23:44,0.99,1
1933,13,2005-06-17 06:54:42,1,2005-06-17 06:54:42,331,980,2005-06-26 02:00:42,2.99,1
6118,13,2005-07-11 07:43:08,1,2005-07-11 07:43:08,336,3013,2005-07-20 03:17:08,8.99,1
8277,13,2005-07-29 01:38:53,2,2005-07-29 01:38:53,341,1296,2005-08-04 07:09:53,2.99,1
11292,13,2005-08-02 14:58:41,2,2005-08-02 14:58:41,348,210,2005-08-06 14:38:41,4.99,1
11315,13,2005-08-02 16:05:17,1,2005-08-02 16:05:17,349,1116,2005-08-05 16:33:17,0.99,2
11761,13,2005-08-17 09:44:59,1,2005-08-17 09:44:59,350,2230,2005-08-25 07:46:59,5.99,2
15338,13,2005-08-22 20:51:24,2,2005-08-22 20:51:24,357,502,2005-08-24 23:41:24,4.99,1
1360,14,2005-06-15 13:32:15,2,2005-06-15 13:32:15,363,4107,2005-06-18 10:59:15,4.99,2
5317,14,2005-07-09 16:10:25,2,2005-07-09 16:10:25,367,2693,2005-07-18 17:10:25,7.99,2
9438,14,2005-07-30 21:36:15,2,2005-07-30 21:36:15,374,121,2005-08-07 16:54:15,4.99,2
9592,14,2005-07-31 03:21:16,1,2005-07-31 03:21:16,375,1828,2005-08-05 08:32:16,2.99,1
10526,14,2005-08-01 11:55:33,1,2005-08-01 11:55:33,377,27,2005-08-08 16:42:33,6.99,2
11528,14,2005-08-17 00:27:23,2,2005-08-17 00:27:23,379,893,2005-08-22 06:12:23,3.99,2
13757,14,2005-08-20 11:20:12,2,2005-08-20 11:20:12,381,1147,2005-08-23 10:14:12,4.99,1
3550,15,2005-07-06 02:29:21,2,2005-07-06 02:29:21,389,2417,2005-07-13 05:26:21,7.99,1
4127,15,2005-07-07 07:26:19,2,2005-07-07 07:26:19,390,1774,2005-07-14 07:50:19,5.99,1
9987,15,2005-07-31 17:22:35,2,2005-07-31 17:22:35,397,1619,2005-08-01 21:19:35,2.99,1
11118,15,2005-08-02 08:44:18,2,2005-08-02 08:44:18,398,2411,2005-08-05 08:08:18,2.99,1
11341,15,2005-08-02 17:09:24,2,2005-08-02 17:09:24,401,3586,2005-08-09 19:48:24,2.99,2
12272,15,2005-08-18 04:39:10,1,2005-08-18 04:39:10,403,1964,2005-08-24 09:41:10,2.99,2
12551,15,2005-08-18 14:46:26,2,2005-08-18 14:46:26,404,2195,2005-08-19 16:59:26,2.99,2
12635,15,2005-08-18 18:00:23,2,2005-08-18 18:00:23,405,331,2005-08-23 16:40:23,2.99,1
13677,15,2005-08-20 08:34:41,2,2005-08-20 08:34:41,410,4013,2005-08-26 11:51:41,3.99,2
13798,15,2006-02-14 15:16:03,2,2006-02-14 15:16:03,416,526,,3.98,1
1017,16,2005-05-31 02:53:36,1,2005-05-31 02:53:36,421,1242,2005-06-03 05:04:36,2.99,1
1944,16,2005-06-17 07:50:53,2,2005-06-17 07:50:53,423,318,2005-06-23 02:52:53,7.99,1
8452,16,2005-07-29 07:45:00,2,2005-07-29 07:45:00,434,4312,2005-08-05 09:46:00,5.99,2
9158,16,2005-07-30 11:12:03,2,2005-07-30 11:12:03,435,4017,2005-08-02 05:55:03,0.99,2
287,17,2005-05-26 19:44:54,1,2005-05-26 19:44:54,447,3631,2005-06-02 01:10:54,2.99,2
5714,17,2005-07-10 10:46:57,1,2005-07-10 10:46:57,453,3706,2005-07-18 14:07:57,3.99,1
8076,17,2005-07-28 17:45:58,2,2005-07-28 17:45:58,456,214,2005-08-04 18:07:58,8.99,2
14326,17,2005-08-21 08:15:41,1,2005-08-21 08:15:41,465,1052,2005-08-27 05:22:41,2.99,2
116,18,2005-05-25 19:27:51,1,2005-05-25 19:27:51,469,4453,2005-05-26 16:23:51,4.99,1
692,18,2005-05-29 01:32:10,2,2005-05-29 01:32:10,470,800,2005-06-02 03:54:10,4.99,1
4923,18,2005-07-08 21:44:39,2,2005-07-08 21:44:39,477,932,2005-07-17 15:50:39,3.99,2
6846,18,2005-07-12 19:20:45,1,2005-07-12 19:20:45,479,1214,2005-07-17 00:06:45,0.99,1
10682,18,2005-08-01 17:32:53,2,2005-08-01 17:32:53,484,4557,2005-08-06 15:49:53,4.99,1
18,19,2005-05-25 01:10:47,2,2005-05-25 01:10:47,490,3376,2005-05-31 06:35:47,0.99,2
337,19,2005-05-27 03:22:30,1,2005-05-27 03:22:30,493,751,2005-06-02 03:27:30,2.99,1
591,19,2005-05-28 13:11:04,2,2005-05-28 13:11:04,494,377,2005-05-29 17:20:04,2.99,2
2848,19,2005-06-19 22:55:37,1,2005-06-19 22:55:37,497,3449,2005-06-25 23:10:37,2.99,1
3549,19,2005-07-06 02:24:55,2,2005-07-06 02:24:55,499,3921,2005-07-06 21:40:55,4.99,2
9256,19,2005-07-30 14:29:29,1,2005-07-30 14:29:29,502,4021,2005-08-05 16:59:29,0.99,1
11508,19,2005-08-16 23:27:36,2,2005-08-16 23:27:36,505,2688,2005-08-25 01:34:36,8.99,2
12211,19,2005-08-18 02:31:18,1,2005-08-18 02:31:18,507,1484,2005-08-26 02:36:18,9.99,1
13718,19,2005-08-20 09:53:44,2,2005-08-20 09:53:44,509,205,2005-08-29 13:46:44,8.99,1
13804,19,2005-08-20 12:46:32,2,2005-08-20 12:46:32,510,2232,2005-08-29 14:04:32,8.99,2
14101,19,2005-08-21 00:33:03,1,2005-08-21 00:33:03,511,1892,2005-08-24 01:59:03,4.99,1
546,20,2005-05-28 07:16:25,1,2005-05-28 07:16:25,516,487,2005-06-01 08:36:25,1.99,2
4011,20,2005-07-07 00:48:25,2,2005-07-07 00:48:25,521,2052,2005-07-13 06:30:25,3.99,2
9468,20,2005-07-30 22:53:52,2,2005-07-30 22:53:52,530,4366,2005-08-07 00:22:52,3.99,2
10954,20,2005-08-02 03:30:24,2,2005-08-02 03:30:24,533,3406,2005-08-08 05:52:24,1.99,1
13317,20,2005-08-19 19:25:42,2,2005-08-19 19:25:42,538,3349,2005-08-20 20:57:42,2.99,2
570,21,2005-05-28 10:15:04,1,2005-05-28 10:15:04,546,1122,2005-05-30 08:32:04,0.99,1
2393,21,2005-06-18 15:37:55,1,2005-06-18 15:37:55,549,3143,2005-06-25 17:11:55,2.99,1
9149,21,2005-07-30 10:45:12,1,2005-07-30 10:45:12,559,2632,2005-08-01 09:40:12,0.99,2
9699,21,2005-07-31 07:29:25,1,2005-07-31 07:29:25,560,199,2005-08-06 01:35:25,5.99,1
10570,21,2005-08-01 13:23:06,2,2005-08-01 13:23:06,561,369,2005-08-05 15:30:06,4.99,2
11072,21,2005-08-02 07:10:57,1,2005-08-02 07:10:57,563,3078,2005-08-04 07:42:57,0.99,2
12774,21,2005-08-18 23:34:22,2,2005-08-18 23:34:22,567,3601,2005-08-28 05:00:22,6.99,1
13411,21,2005-08-19 22:43:38,2,2005-08-19 22:43:38,570,4425,2005-08-26 18:29:38,4.99,1
3419,22,2005-06-21 17:18:01,1,2005-06-21 17:18:01,582,4022,2005-06-22 15:08:01,2.99,1
5815,22,2005-07-10 15:48:19,1,2005-07-10 15:48:19,585,2934,2005-07-13 12:09:19,2.99,1
7705,22,2005-07-28 04:02:58,2,2005-07-28 04:02:58,587,1072,2005-08-05 01:19:58,7.99,1
9580,22,2005-07-31 03:01:11,1,2005-07-31 03:01:11,589,532,2005-08-05 06:01:11,4.99,1
15589,22,2005-08-23 06:03:31,2,2005-08-23 06:03:31,597,2379,2005-08-30 07:44:31,6.99,1
2827,23,2005-06-19 20:50:01,2,2005-06-19 20:50:01,605,2745,2005-06-20 18:54:01,0.99,1
3461,23,2005-06-21 21:49:18,1,2005-06-21 21:49:18,608,1715,2005-06-26 19:51:18,2.99,1
8015,23,2005-07-28 15:33:03,2,2005-07-28 15:33:03,616,1814,2005-07-30 15:32:03,2.99,1
9718,23,2005-07-31 08:25:03,2,2005-07-31 08:25:03,620,2747,2005-08-08 04:16:03,3.99,2
10132,23,2005-07-31 21:50:24,2,2005-07-31 21:50:24,621,3934,2005-08-07 23:37:24,6.99,1
13331,23,2005-08-19 20:00:25,1,2005-08-19 20:00:25,625,3867,2005-08-21 17:03:25,4.99,2
13429,23,2005-08-19 23:25:37,2,2005-08-19 23:25:37,626,3677,2005-08-28 01:04:37,6.99,2
13511,23,2005-08-20 02:21:40,1,2005-08-20 02:21:40,627,2973,2005-08-21 03:26:40,0.99,2
13557,23,2005-08-20 04:12:41,2,2005-08-20 04:12:41,628,2290,2005-08-21 02:33:41,0.99,2
1077,24,2005-05-31 10:22:54,1,2005-05-31 10:22:54,632,1986,2005-06-02 12:21:54,2.99,2
2451,24,2005-06-18 19:28:02,1,2005-06-18 19:28:02,636,835,2005-06-23 16:41:02,5.99,1
8947,24,2005-07-30 03:15:37,2,2005-07-30 03:15:37,644,341,2005-08-04 07:10:37,4.99,1
11209,24,2005-08-02 12:09:45,1,2005-08-02 12:09:45,648,3219,2005-08-07 08:52:45,2.99,1
12165,24,2005-08-18 00:53:37,2,2005-08-18 00:53:37,650,4215,2005-08-27 00:09:37,8.99,2
13058,24,2005-08-19 09:40:53,2,2005-08-19 09:40:53,653,2437,2005-08-26 05:48:53,4.99,2
15357,24,2005-08-22 21:28:59,1,2005-08-22 21:28:59,655,727,2005-08-25 17:15:59,4.99,2
1338,25,2005-06-15 12:17:34,2,2005-06-15 12:17:34,658,1206,2005-06-19 07:40:34,4.99,1
2625,25,2005-06-19 08:23:11,2,2005-06-19 08:23:11,661,3946,2005-06-26 09:52:11,8.99,2
2901,25,2005-06-20 02:41:28,2,2005-06-20 02:41:28,662,667,2005-06-23 04:43:28,4.99,1
5881,25,2005-07-10 19:19:43,1,2005-07-10 19:19:43,667,236,2005-07-12 20:11:43,2.99,1
8878,25,2005-07-30 00:15:57,2,2005-07-30 00:15:57,671,440,2005-08-01 00:22:57,0.99,2
9922,25,2005-07-31 14:59:37,1,2005-07-31 14:59:37,674,3615,2005-08-06 14:05:37,2.99,2
10324,25,2005-08-01 04:49:06,2,2005-08-01 04:49:06,676,523,2005-08-09 08:04:06,5.99,1
2093,26,2005-06-17 18:14:08,1,2005-06-17 18:14:08,689,814,2005-06-26 18:10:08,9.99,1
2532,26,2005-06-19 01:27:46,1,2005-06-19 01:27:46,692,1870,2005-06-20 02:15:46,4.99,1
2745,26,2005-06-19 16:21:19,2,2005-06-19 16:21:19,693,1253,2005-06-21 22:07:19,4.99,1
4382,26,2005-07-07 20:41:03,1,2005-07-07 20:41:03,696,657,2005-07-14 15:15:03,4.99,1
4641,26,2005-07-08 09:09:46,2,2005-07-08 09:09:46,700,2436,2005-07-17 03:54:46,6.99,1
5437,26,2005-07-09 21:32:29,2,2005-07-09 21:32:29,701,3532,2005-07-15 00:27:29,2.99,1
6149,26,2005-07-11 09:19:31,2,2005-07-11 09:19:31,702,4337,2005-07-17 14:45:31,1.99,1
6243,26,2005-07-11 14:53:25,2,2005-07-11 14:53:25,703,3456,2005-07-15 09:26:25,2.99,2
9484,26,2005-07-30 23:31:40,1,2005-07-30 23:31:40,706,3389,2005-08-02 18:25:40,0.99,1
10996,26,2005-08-02 04:48:11,1,2005-08-02 04:48:11,708,2235,2005-08-06 08:00:11,3.99,1
11338,26,2005-08-02 17:00:12,1,2005-08-02 17:00:12,710,3689,2005-08-03 18:54:12,0.99,1
11744,26,2005-08-17 08:54:30,1,2005-08-17 08:54:30,711,297,2005-08-25 03:28:30,5.99,1
15384,26,2005-08-22 22:34:44,2,2005-08-22 22:34:44,717,3208,2005-08-23 23:25:44,2.99,1
787,27,2005-05-29 16:03:03,2,2005-05-29 16:03:03,719,3919,2005-06-07 11:07:03,2.99,2
2512,27,2005-06-18 23:48:47,2,2005-06-18 23:48:47,724,4515,2005-06-21 04:58:47,2.99,2
3420,27,2005-06-21 17:22:36,1,2005-06-21 17:22:36,727,2523,2005-06-28 12:34:36,3.99,2
4038,27,2005-07-07 02:52:53,2,2005-07-07 02:52:53,728,1264,2005-07-11 22:32:53,0.99,2
4510,27,2005-07-08 02:34:51,2,2005-07-08 02:34:51,729,1085,2005-07-17 06:03:51,5.99,1
10852,27,2005-08-02 00:00:33,1,2005-08-02 00:00:33,741,3862,2005-08-03 23:09:33,4.99,1
388,28,2005-05-27 10:37:27,1,2005-05-27 10:37:27,750,434,2005-05-30 05:45:27,2.99,2
2299,28,2005-06-18 08:18:52,1,2005-06-18 08:18:52,754,4339,2005-06-26 11:48:52,3.99,2
5817,28,2005-07-10 15:49:12,2,2005-07-10 15:49:12,761,2993,2005-07-18 19:30:12,5.99,1
8901,28,2005-07-30 01:07:12,1,2005-07-30 01:07:12,766,4392,2005-08-02 06:34:12,2.99,1
9705,28,2005-07-31 07:40:33,2,2005-07-31 07:40:33,769,4158,2005-08-01 03:50:33,4.99,2
10116,28,2005-07-31 21:14:02,2,2005-07-31 21:14:02,770,738,2005-08-03 01:48:02,2.99,2
10294,28,2005-08-01 03:48:12,2,2005-08-01 03:48:12,771,528,2005-08-09 01:19:12,6.99,2
11856,28,2005-08-17 13:44:49,1,2005-08-17 13:44:49,773,305,2005-08-21 17:20:49,3.99,1
12190,28,2005-08-18 01:54:44,1,2005-08-18 01:54:44,774,2464,2005-08-27 04:32:44,2.99,2
13783,28,2005-08-20 12:11:03,2,2005-08-20 12:11:03,777,2643,2005-08-21 15:53:03,4.99,2
2655,29,2005-06-19 10:38:42,1,2005-06-19 10:38:42,783,1649,2005-06-23 14:20:42,0.99,1
2735,29,2005-06-19 15:42:07,1,2005-06-19 15:42:07,786,4550,2005-06-22 17:28:07,2.99,1
4313,29,2005-07-07 17:36:56,1,2005-07-07 17:36:56,791,91,2005-07-13 12:00:56,0.99,1
4535,29,2005-07-08 03:40:46,2,2005-07-08 03:40:46,792,561,2005-07-13 06:53:46,0.99,2
5857,29,2005-07-10 17:59:29,1,2005-07-10 17:59:29,794,1265,2005-07-18 18:13:29,1.99,1
10543,29,2005-08-01 12:36:09,1,2005-08-01 12:36:09,801,624,2005-08-07 07:42:09,5.99,1
10899,29,2005-08-02 01:30:21,2,2005-08-02 01:30:21,802,859,2005-08-06 05:01:21,1.99,2
13777,29,2005-08-20 12:03:35,1,2005-08-20 12:03:35,811,3587,2005-08-27 10:13:35,2.99,2
15577,29,2006-02-14 15:16:03,2,2006-02-14 15:16:03,817,539,,0.99,2
2730,30,2005-06-19 15:10:09,1,2005-06-19 15:10:09,821,1264,2005-06-28 13:05:09,2.99,2
3964,30,2005-07-06 22:23:02,1,2005-07-06 22:23:02,822,1853,2005-07-07 22:21:02,4.99,1
4642,30,2005-07-08 09:13:28,2,2005-07-08 09:13:28,824,1962,2005-07-10 06:17:28,2.99,2
5028,30,2005-07-09 02:34:45,2,2005-07-09 02:34:45,825,4531,2005-07-14 20:45:45,5.99,2
6359,30,2005-07-11 21:06:17,2,2005-07-11 21:06:17,830,1656,2005-07-16 02:51:17,2.99,2
7769,30,2005-07-28 06:45:23,1,2005-07-28 06:45:23,832,3250,2005-07-30 12:18:23,4.99,2
8641,30,2005-07-29 14:37:30,2,2005-07-29 14:37:30,836,3199,2005-08-02 19:32:30,2.99,1
9551,30,2005-07-31 02:04:58,2,2005-07-31 02:04:58,838,1260,2005-08-06 04:07:58,0.99,2
10235,30,2005-08-01 01:57:48,2,2005-08-01 01:57:48,841,2850,2005-08-10 07:38:48,6.99,1
12758,30,2005-08-18 22:58:34,1,2005-08-18 22:58:34,844,2279,2005-08-22 23:33:34,0.99,2
13435,30,2005-08-19 23:35:44,2,2005-08-19 23:35:44,845,3919,2005-08-24 18:14:44,0.99,1
15829,30,2005-08-23 15:17:14,1,2005-08-23 15:17:14,851,4387,2005-08-27 13:04:14,2.99,2
1656,31,2005-06-16 10:05:40,1,2005-06-16 10:05:40,852,2253,2005-06-22 06:26:40,4.99,2
1838,31,2005-06-16 23:20:16,1,2005-06-16 23:20:16,853,513,2005-06-20 02:34:16,1.99,1
2396,31,2005-06-18 15:49:48,2,2005-06-18 15:49:48,856,1986,2005-06-27 20:31:48,7.99,1
2438,31,2005-06-18 18:34:21,1,2005-06-18 18:34:21,857,184,2005-06-19 16:50:21,0.99,2
3205,31,2005-06-21 00:38:47,1,2005-06-21 00:38:47,862,2964,2005-06-21 22:49:47,0.99,1
3701,31,2005-07-06 10:12:45,1,2005-07-06 10:12:45,863,3679,2005-07-09 08:52:45,4.99,1
6580,31,2005-07-12 06:26:10,1,2005-07-12 06:26:10,868,1543,2005-07-13 06:44:10,4.99,2
7000,31,2005-07-27 01:23:24,2,2005-07-27 01:23:24,869,2024,2005-08-03 02:10:24,1.99,1
12085,31,2005-08-17 22:17:09,1,2005-08-17 22:17:09,874,600,2005-08-21 01:45:09,4.99,2
15816,31,2005-08-23 14:58:06,1,2005-08-23 14:58:06,877,3628,2005-08-28 13:30:06,6.99,2
2624,32,2005-06-19 08:22:09,1,2005-06-19 08:22:09,883,3071,2005-06-27 11:13:09,5.99,2
2891,32,2005-06-20 02:02:05,1,2005-06-20 02:02:05,884,343,2005-06-25 02:45:05,1.99,2
4771,32,2005-07-08 15:33:32,1,2005-07-08 15:33:32,887,1060,2005-07-10 12:38:32,2.99,2
4899,32,2005-07-08 20:37:11,1,2005-07-08 20:37:11,888,414,2005-07-10 21:53:11,0.99,2
5307,32,2005-07-09 15:57:15,2,2005-07-09 15:57:15,889,2847,2005-07-17 13:42:15,9.99,1
8914,32,2005-07-30 01:42:03,1,2005-07-30 01:42:03,899,1347,2005-08-04 03:53:03,2.99,2
13736,32,2005-08-20 10:31:23,1,2005-08-20 10:31:23,903,3369,2005-08-28 06:51:23,8.99,1
3173,33,2005-06-20 22:21:10,2,2005-06-20 22:21:10,909,4306,2005-06-27 19:41:10,8.99,2
9040,33,2005-07-30 06:31:45,1,2005-07-30 06:31:45,915,392,2005-08-03 12:20:45,4.99,1
