assay_id,assay_tax_id,assay_test_type,relationship_type,assay_category,doc_id,assay_strain,tid,assay_type,assay_organism,assay_cell_type,src_assay_id,chembl_id,cell_id,bao_format,tissue_id,variant_id
7572,10116.0,In vivo,N,,6616,,50597,A,Rattus norvegicus,,,CHEMBL876599,,BAO_0000218,,
7573,10116.0,In vivo,N,,5937,,50597,A,Rattus norvegicus,,,CHEMBL621379,,BAO_0000218,,
7574,10116.0,,N,,5819,,50597,A,Rattus norvegicus,,,CHEMBL621380,,BAO_0000218,1969.0,
7575,10116.0,,N,,5819,,50597,A,Rattus norvegicus,,,CHEMBL621381,,BAO_0000218,1969.0,
7576,10116.0,,N,,6803,,50597,A,Rattus norvegicus,,,CHEMBL618515,,BAO_0000218,,
7577,10116.0,In vivo,N,,17804,,50597,A,Rattus norvegicus,,,CHEMBL618516,,BAO_0000218,,
7578,10116.0,In vivo,N,,17804,,50597,A,Rattus norvegicus,,,CHEMBL618517,,BAO_0000218,,
7579,10116.0,,N,,5948,,50597,A,Rattus norvegicus,,,CHEMBL618518,,BAO_0000218,,
7580,10116.0,In vivo,N,,1916,,50597,A,Rattus norvegicus,,,CHEMBL618519,,BAO_0000218,,
7581,10116.0,In vivo,N,,1916,,50597,A,Rattus norvegicus,,,CHEMBL618698,,BAO_0000218,,
7582,10116.0,In vivo,N,,1916,,50597,A,Rattus norvegicus,,,CHEMBL618862,,BAO_0000218,,
7583,10116.0,In vivo,N,,4890,,50597,A,Rattus norvegicus,,,CHEMBL618863,,BAO_0000218,,
7584,10116.0,In vivo,N,,17764,,50597,A,Rattus norvegicus,,,CHEMBL618864,,BAO_0000218,,
7585,10116.0,In vivo,N,,4727,,50597,A,Rattus norvegicus,,,CHEMBL618865,,BAO_0000218,,
7586,10116.0,In vivo,N,,17509,,50597,A,Rattus norvegicus,,,CHEMBL618866,,BAO_0000218,,
7587,10116.0,In vivo,N,,17509,,50597,A,Rattus norvegicus,,,CHEMBL618867,,BAO_0000218,,
7588,10116.0,,N,,6597,,50597,A,Rattus norvegicus,,,CHEMBL875828,,BAO_0000218,,
7589,10116.0,In vivo,N,,17735,,50597,A,Rattus norvegicus,,,CHEMBL618868,,BAO_0000218,,
7590,10116.0,,N,,6597,,50597,A,Rattus norvegicus,,,CHEMBL618869,,BAO_0000218,,
7591,10116.0,In vivo,N,,17670,,50597,A,Rattus norvegicus,,,CHEMBL618870,,BAO_0000218,,
7592,10116.0,,N,,1696,,50597,A,Rattus norvegicus,,,CHEMBL618871,,BAO_0000218,1969.0,
7593,10116.0,,N,,1742,,50597,A,Rattus norvegicus,,,CHEMBL618872,,BAO_0000218,1969.0,
7594,10116.0,,N,,17800,,50597,A,Rattus norvegicus,,,CHEMBL873816,,BAO_0000218,,
7595,,,U,,12923,,22224,A,,,,CHEMBL618873,,BAO_0000218,,
7596,,,U,,11954,,22224,A,,,,CHEMBL621602,,BAO_0000019,,
7597,,,U,,11954,,22224,A,,,,CHEMBL621603,,BAO_0000218,,
7598,,,U,,11954,,22224,A,,,,CHEMBL621604,,BAO_0000218,,
7599,,,U,,11954,,22224,A,,,,CHEMBL621605,,BAO_0000218,,
7600,,,U,,11954,,22224,A,,,,CHEMBL621606,,BAO_0000218,,
7601,,,U,,11954,,22224,A,,,,CHEMBL621607,,BAO_0000218,,
7602,,,U,,11954,,22224,A,,,,CHEMBL621608,,BAO_0000218,,
7603,,,U,,5237,,22224,A,,,,CHEMBL621609,,BAO_0000019,,
7604,,,U,,4026,,22224,A,,,,CHEMBL621610,,BAO_0000218,,
7605,10116.0,,N,,5237,,50597,A,Rattus norvegicus,,,CHEMBL621611,,BAO_0000218,,
7606,10116.0,,N,,14793,,50597,A,Rattus norvegicus,,,CHEMBL621612,,BAO_0000218,,
7607,10116.0,,N,,14793,,50597,A,Rattus norvegicus,,,CHEMBL622308,,BAO_0000218,,
7608,10116.0,,N,,14793,,50597,A,Rattus norvegicus,,,CHEMBL622309,,BAO_0000218,,
7609,10116.0,,N,,14793,,50597,A,Rattus norvegicus,,,CHEMBL622310,,BAO_0000218,,
7610,10116.0,,N,,14793,,50597,A,Rattus norvegicus,,,CHEMBL622311,,BAO_0000218,,
7611,10116.0,,N,,14793,,50597,A,Rattus norvegicus,,,CHEMBL622312,,BAO_0000218,,
7612,10116.0,,N,,14793,,50597,A,Rattus norvegicus,,,CHEMBL622931,,BAO_0000218,,
7613,10116.0,,N,,14793,,50597,A,Rattus norvegicus,,,CHEMBL622932,,BAO_0000218,,
7614,10116.0,,N,,14793,,50597,A,Rattus norvegicus,,,CHEMBL622736,,BAO_0000218,1969.0,
7615,10116.0,,N,,14793,,50597,A,Rattus norvegicus,,,CHEMBL622737,,BAO_0000218,1969.0,
7616,10116.0,,N,,14793,,50597,A,Rattus norvegicus,,,CHEMBL622738,,BAO_0000218,1969.0,
7617,10116.0,,N,,14793,,50597,A,Rattus norvegicus,,,CHEMBL622739,,BAO_0000218,1969.0,
7618,10116.0,,N,,14793,,50597,A,Rattus norvegicus,,,CHEMBL622740,,BAO_0000218,1969.0,
7619,10116.0,,N,,14793,,50597,A,Rattus norvegicus,,,CHEMBL622741,,BAO_0000218,1969.0,
7620,10116.0,,N,,14793,,50597,A,Rattus norvegicus,,,CHEMBL622742,,BAO_0000218,1969.0,
7621,10116.0,,N,,14793,,50597,A,Rattus norvegicus,,,CHEMBL622743,,BAO_0000218,1969.0,
7622,10090.0,,N,,11637,,50594,A,Mus musculus,,,CHEMBL622744,,BAO_0000218,1969.0,
7623,,,U,,11149,,22224,A,,,,CHEMBL624134,,BAO_0000019,,
7624,,,U,,10016,,22224,A,,,,CHEMBL624135,,BAO_0000019,,
7625,10116.0,,N,,17796,,50597,A,Rattus norvegicus,,,CHEMBL624136,,BAO_0000218,,
7626,10116.0,,N,,17796,,50597,A,Rattus norvegicus,,,CHEMBL624137,,BAO_0000218,,
7627,10116.0,,N,,17796,,50597,A,Rattus norvegicus,,,CHEMBL624320,,BAO_0000218,,
7628,9615.0,,N,,12923,,50588,A,Canis lupus familiaris,,,CHEMBL624321,,BAO_0000218,,
7629,10116.0,,N,,15372,,50597,A,Rattus norvegicus,,,CHEMBL624322,,BAO_0000218,,
7630,10116.0,,N,,15372,,50597,A,Rattus norvegicus,,,CHEMBL624323,,BAO_0000218,,
7631,10116.0,,N,,15372,,50597,A,Rattus norvegicus,,,CHEMBL624324,,BAO_0000218,,
7632,10116.0,,N,,15372,,50597,A,Rattus norvegicus,,,CHEMBL624325,,BAO_0000218,,
7633,10116.0,,N,,15372,,50597,A,Rattus norvegicus,,,CHEMBL624326,,BAO_0000218,,
7634,10116.0,,N,,15372,,50597,A,Rattus norvegicus,,,CHEMBL624327,,BAO_0000218,,
7635,10116.0,,N,,15372,,50597,A,Rattus norvegicus,,,CHEMBL624328,,BAO_0000218,,
7636,9615.0,,N,,14169,,50588,A,Canis lupus familiaris,,,CHEMBL627848,,BAO_0000218,,
7637,10116.0,,N,,14169,,50597,A,Rattus norvegicus,,,CHEMBL627849,,BAO_0000218,,
7638,10116.0,,N,,14258,,50597,A,Rattus norvegicus,,,CHEMBL627850,,BAO_0000218,,
7639,10116.0,,N,,14258,,50597,A,Rattus norvegicus,,,CHEMBL627851,,BAO_0000218,,
7640,10090.0,,N,,15011,,50594,A,Mus musculus,,,CHEMBL627852,,BAO_0000218,,
7641,10090.0,,N,,15011,,50594,A,Mus musculus,,,CHEMBL627853,,BAO_0000218,,
7642,10090.0,,N,,15011,,50594,A,Mus musculus,,,CHEMBL627854,,BAO_0000218,,
7643,10090.0,,N,,15011,,50594,A,Mus musculus,,,CHEMBL627855,,BAO_0000218,,
7644,10090.0,,N,,15011,,50594,A,Mus musculus,,,CHEMBL627856,,BAO_0000218,,
7645,10090.0,,N,,15011,,50594,A,Mus musculus,,,CHEMBL875339,,BAO_0000218,,
7646,10090.0,,N,,15011,,50594,A,Mus musculus,,,CHEMBL627857,,BAO_0000218,,
7647,10116.0,In vivo,N,,11195,,50597,A,Rattus norvegicus,,,CHEMBL627858,,BAO_0000218,2106.0,
7648,10116.0,,N,,10130,,50597,A,Rattus norvegicus,,,CHEMBL627859,,BAO_0000218,178.0,
7649,10116.0,,N,,10130,,50597,A,Rattus norvegicus,,,CHEMBL627860,,BAO_0000218,955.0,
7650,10116.0,,N,,10130,,50597,A,Rattus norvegicus,,,CHEMBL627019,,BAO_0000218,948.0,
7651,10116.0,,N,,10130,,50597,A,Rattus norvegicus,,,CHEMBL627020,,BAO_0000218,2107.0,
7652,10116.0,,N,,10130,,50597,A,Rattus norvegicus,,,CHEMBL627021,,BAO_0000218,2048.0,
7653,10116.0,,N,,10130,,50597,A,Rattus norvegicus,,,CHEMBL627022,,BAO_0000218,2385.0,
7654,10116.0,,N,,10130,,50597,A,Rattus norvegicus,,,CHEMBL627023,,BAO_0000218,,
7655,10116.0,,N,,10130,,50597,A,Rattus norvegicus,,,CHEMBL627024,,BAO_0000218,2106.0,
7656,10116.0,,N,,10130,,50597,A,Rattus norvegicus,,,CHEMBL627025,,BAO_0000218,2046.0,
7657,10116.0,,N,,10130,,50597,A,Rattus norvegicus,,,CHEMBL627026,,BAO_0000218,2113.0,
7658,10116.0,,N,,10130,,50597,A,Rattus norvegicus,,,CHEMBL627027,,BAO_0000218,178.0,
7659,10116.0,,N,,10130,,50597,A,Rattus norvegicus,,,CHEMBL627028,,BAO_0000218,955.0,
7660,10116.0,,N,,10130,,50597,A,Rattus norvegicus,,,CHEMBL627029,,BAO_0000218,948.0,
7661,10116.0,,N,,10130,,50597,A,Rattus norvegicus,,,CHEMBL627030,,BAO_0000218,2113.0,
7662,10116.0,,N,,10130,,50597,A,Rattus norvegicus,,,CHEMBL627031,,BAO_0000218,2107.0,
7663,10116.0,,N,,10130,,50597,A,Rattus norvegicus,,,CHEMBL627032,,BAO_0000218,2048.0,
7664,10116.0,,N,,10130,,50597,A,Rattus norvegicus,,,CHEMBL627033,,BAO_0000218,2385.0,
7665,10116.0,,N,,10130,,50597,A,Rattus norvegicus,,,CHEMBL627034,,BAO_0000218,,
7666,10116.0,,N,,10130,,50597,A,Rattus norvegicus,,,CHEMBL627035,,BAO_0000218,2106.0,
7667,10116.0,,N,,10130,,50597,A,Rattus norvegicus,,,CHEMBL627036,,BAO_0000218,2046.0,
7668,10116.0,,N,,10130,,50597,A,Rattus norvegicus,,,CHEMBL875340,,BAO_0000218,178.0,
7669,10116.0,,N,,10130,,50597,A,Rattus norvegicus,,,CHEMBL627037,,BAO_0000218,948.0,
7670,10116.0,,N,,10130,,50597,A,Rattus norvegicus,,,CHEMBL627038,,BAO_0000218,2113.0,
7671,10116.0,,N,,10130,,50597,A,Rattus norvegicus,,,CHEMBL627039,,BAO_0000218,2107.0,
7672,10116.0,,N,,10130,,50597,A,Rattus norvegicus,,,CHEMBL627040,,BAO_0000218,2385.0,
7673,10116.0,,N,,10130,,50597,A,Rattus norvegicus,,,CHEMBL624663,,BAO_0000218,2106.0,
7674,10116.0,,N,,10130,,50597,A,Rattus norvegicus,,,CHEMBL625963,,BAO_0000218,2046.0,
7675,10116.0,,N,,10130,,50597,A,Rattus norvegicus,,,CHEMBL876799,,BAO_0000218,955.0,
7676,10116.0,,N,,10130,,50597,A,Rattus norvegicus,,,CHEMBL626133,,BAO_0000218,2048.0,
7677,10116.0,,N,,10130,,50597,A,Rattus norvegicus,,,CHEMBL626134,,BAO_0000218,,
7678,10116.0,,N,,6295,,50597,A,Rattus norvegicus,,,CHEMBL626135,,BAO_0000218,,
7679,10116.0,,N,,6296,,50597,A,Rattus norvegicus,,,CHEMBL626136,,BAO_0000218,,
7680,10116.0,,N,,6296,,50597,A,Rattus norvegicus,,,CHEMBL626137,,BAO_0000218,,
7681,10116.0,,N,,6295,,50597,A,Rattus norvegicus,,,CHEMBL626138,,BAO_0000218,,
7682,10116.0,,N,,6296,,50597,A,Rattus norvegicus,,,CHEMBL626139,,BAO_0000218,,
7683,10116.0,In vivo,N,,17260,,50597,A,Rattus norvegicus,,,CHEMBL626140,,BAO_0000218,,
7684,10116.0,In vivo,N,,17260,,50597,A,Rattus norvegicus,,,CHEMBL626141,,BAO_0000218,,
7685,10116.0,,N,,17686,,50597,A,Rattus norvegicus,,,CHEMBL626142,,BAO_0000218,,
7686,10116.0,In vivo,N,,9866,,50597,A,Rattus norvegicus,,,CHEMBL627930,,BAO_0000218,2385.0,
7687,10116.0,In vivo,N,,9866,,50597,A,Rattus norvegicus,,,CHEMBL627931,,BAO_0000218,2385.0,
7688,10116.0,In vivo,N,,9866,,50597,A,Rattus norvegicus,,,CHEMBL627932,,BAO_0000218,2385.0,
7689,10116.0,In vivo,N,,9866,,50597,A,Rattus norvegicus,,,CHEMBL627933,,BAO_0000218,2106.0,
7690,10116.0,In vivo,N,,9866,,50597,A,Rattus norvegicus,,,CHEMBL627934,,BAO_0000218,2106.0,
7691,10116.0,In vivo,N,,9866,,50597,A,Rattus norvegicus,,,CHEMBL627935,,BAO_0000218,2106.0,
7692,10116.0,In vivo,N,,9866,,50597,A,Rattus norvegicus,,,CHEMBL627936,,BAO_0000218,178.0,
7693,10116.0,In vivo,N,,9866,,50597,A,Rattus norvegicus,,,CHEMBL627937,,BAO_0000218,178.0,
7694,10116.0,In vivo,N,,9866,,50597,A,Rattus norvegicus,,,CHEMBL627938,,BAO_0000218,178.0,
7695,10116.0,In vivo,N,,9866,,50597,A,Rattus norvegicus,,,CHEMBL627939,,BAO_0000218,178.0,
7696,10116.0,In vivo,N,,9866,,50597,A,Rattus norvegicus,,,CHEMBL627940,,BAO_0000218,178.0,
7697,10116.0,In vivo,N,,9866,,50597,A,Rattus norvegicus,,,CHEMBL627941,,BAO_0000218,178.0,
7698,10116.0,In vivo,N,,9866,,50597,A,Rattus norvegicus,,,CHEMBL876800,,BAO_0000218,178.0,
7699,10116.0,In vivo,N,,9866,,50597,A,Rattus norvegicus,,,CHEMBL627942,,BAO_0000218,178.0,
7700,10116.0,In vivo,N,,9866,,50597,A,Rattus norvegicus,,,CHEMBL627943,,BAO_0000218,178.0,
7701,10116.0,In vivo,N,,9866,,50597,A,Rattus norvegicus,,,CHEMBL627944,,BAO_0000218,178.0,
7702,10116.0,In vivo,N,,9866,,50597,A,Rattus norvegicus,,,CHEMBL627945,,BAO_0000218,178.0,
7703,10116.0,In vivo,N,,9866,,50597,A,Rattus norvegicus,,,CHEMBL628584,,BAO_0000218,178.0,
7704,10116.0,In vivo,N,,9866,,50597,A,Rattus norvegicus,,,CHEMBL628585,,BAO_0000218,178.0,
7705,10116.0,In vivo,N,,9866,,50597,A,Rattus norvegicus,,,CHEMBL628586,,BAO_0000218,178.0,
7706,10116.0,In vivo,N,,9866,,50597,A,Rattus norvegicus,,,CHEMBL628587,,BAO_0000218,178.0,
7707,10116.0,In vivo,N,,9866,,50597,A,Rattus norvegicus,,,CHEMBL628588,,BAO_0000218,178.0,
7708,10116.0,In vivo,N,,9866,,50597,A,Rattus norvegicus,,,CHEMBL628589,,BAO_0000218,178.0,
7709,10116.0,In vivo,N,,9866,,50597,A,Rattus norvegicus,,,CHEMBL625304,,BAO_0000218,178.0,
7710,10116.0,In vivo,N,,9866,,50597,A,Rattus norvegicus,,,CHEMBL625305,,BAO_0000218,178.0,
7711,10116.0,In vivo,N,,9866,,50597,A,Rattus norvegicus,,,CHEMBL625306,,BAO_0000218,178.0,
7712,10116.0,In vivo,N,,9866,,50597,A,Rattus norvegicus,,,CHEMBL625307,,BAO_0000218,178.0,
7713,10116.0,In vivo,N,,9866,,50597,A,Rattus norvegicus,,,CHEMBL625308,,BAO_0000218,178.0,
7714,10116.0,In vivo,N,,9866,,50597,A,Rattus norvegicus,,,CHEMBL627740,,BAO_0000218,178.0,
7715,10116.0,In vivo,N,,9866,,50597,A,Rattus norvegicus,,,CHEMBL627741,,BAO_0000218,178.0,
7716,10116.0,In vivo,N,,9866,,50597,A,Rattus norvegicus,,,CHEMBL627742,,BAO_0000218,178.0,
7717,10116.0,In vivo,N,,9866,,50597,A,Rattus norvegicus,,,CHEMBL627743,,BAO_0000218,178.0,
7718,10116.0,In vivo,N,,9866,,50597,A,Rattus norvegicus,,,CHEMBL627744,,BAO_0000218,178.0,
7719,10116.0,In vivo,N,,9866,,50597,A,Rattus norvegicus,,,CHEMBL627745,,BAO_0000218,10000001.0,
7720,10116.0,In vivo,N,,9866,,50597,A,Rattus norvegicus,,,CHEMBL627746,,BAO_0000218,10000001.0,
7721,10116.0,In vivo,N,,9866,,50597,A,Rattus norvegicus,,,CHEMBL627747,,BAO_0000218,10000001.0,
7722,10116.0,In vivo,N,,9866,,50597,A,Rattus norvegicus,,,CHEMBL876810,,BAO_0000218,10000001.0,
7723,10116.0,In vivo,N,,9866,,50597,A,Rattus norvegicus,,,CHEMBL627748,,BAO_0000218,10000001.0,
7724,10116.0,In vivo,N,,9866,,50597,A,Rattus norvegicus,,,CHEMBL627749,,BAO_0000218,10000001.0,
7725,10116.0,In vivo,N,,9866,,50597,A,Rattus norvegicus,,,CHEMBL627750,,BAO_0000218,10000001.0,
7726,10116.0,In vivo,N,,9866,,50597,A,Rattus norvegicus,,,CHEMBL618728,,BAO_0000218,10000001.0,
7727,10116.0,In vivo,N,,9866,,50597,A,Rattus norvegicus,,,CHEMBL618729,,BAO_0000218,10000001.0,
7728,10116.0,In vivo,N,,9866,,50597,A,Rattus norvegicus,,,CHEMBL618730,,BAO_0000218,10000001.0,
7729,10116.0,In vivo,N,,9866,,50597,A,Rattus norvegicus,,,CHEMBL618731,,BAO_0000218,10000001.0,
7730,10116.0,In vivo,N,,9866,,50597,A,Rattus norvegicus,,,CHEMBL618732,,BAO_0000218,10000001.0,
7731,10116.0,In vivo,N,,9866,,50597,A,Rattus norvegicus,,,CHEMBL618733,,BAO_0000218,10000001.0,
7732,10116.0,In vivo,N,,9866,,50597,A,Rattus norvegicus,,,CHEMBL618734,,BAO_0000218,10000001.0,
7733,10116.0,In vivo,N,,9866,,50597,A,Rattus norvegicus,,,CHEMBL618735,,BAO_0000218,10000001.0,
7734,10116.0,In vivo,N,,9866,,50597,A,Rattus norvegicus,,,CHEMBL876602,,BAO_0000218,10000001.0,
7735,10116.0,In vivo,N,,9866,,50597,A,Rattus norvegicus,,,CHEMBL618736,,BAO_0000218,10000001.0,
7736,10116.0,In vivo,N,,9866,,50597,A,Rattus norvegicus,,,CHEMBL618737,,BAO_0000218,10000001.0,
7737,10116.0,In vivo,N,,9866,,50597,A,Rattus norvegicus,,,CHEMBL618738,,BAO_0000218,10000001.0,
7738,10116.0,In vivo,N,,9866,,50597,A,Rattus norvegicus,,,CHEMBL618739,,BAO_0000218,10000001.0,
7739,10116.0,In vivo,N,,9866,,50597,A,Rattus norvegicus,,,CHEMBL618740,,BAO_0000218,10000001.0,
7740,10116.0,In vivo,N,,9866,,50597,A,Rattus norvegicus,,,CHEMBL618741,,BAO_0000218,10000001.0,
7741,10116.0,In vivo,N,,9866,,50597,A,Rattus norvegicus,,,CHEMBL618742,,BAO_0000218,10000001.0,
7742,10116.0,In vivo,N,,9866,,50597,A,Rattus norvegicus,,,CHEMBL618743,,BAO_0000218,10000001.0,
7743,10116.0,In vivo,N,,17752,,50597,A,Rattus norvegicus,,,CHEMBL618744,,BAO_0000218,1969.0,
7744,10116.0,,N,,5610,,50597,A,Rattus norvegicus,,,CHEMBL618745,,BAO_0000218,,
7745,10116.0,In vivo,N,,5939,,50597,A,Rattus norvegicus,,,CHEMBL620479,,BAO_0000218,,
7746,10116.0,In vivo,N,,5939,,50597,A,Rattus norvegicus,,,CHEMBL620480,,BAO_0000218,,
7747,10116.0,In vivo,N,,17771,,50597,A,Rattus norvegicus,,,CHEMBL620481,,BAO_0000218,,
7748,10116.0,,N,,1974,,50597,A,Rattus norvegicus,,,CHEMBL620482,,BAO_0000218,,
7749,10116.0,,N,,4239,,50597,A,Rattus norvegicus,,,CHEMBL876603,,BAO_0000218,,
7750,10116.0,In vivo,N,,6681,,50597,A,Rattus norvegicus,,,CHEMBL620483,,BAO_0000218,,
7751,10116.0,In vivo,N,,17752,,50597,A,Rattus norvegicus,,,CHEMBL620484,,BAO_0000218,,
7752,10116.0,In vivo,N,,6046,,50597,A,Rattus norvegicus,,,CHEMBL620485,,BAO_0000218,,
7753,10116.0,In vivo,N,,6685,,50597,A,Rattus norvegicus,,,CHEMBL620486,,BAO_0000218,,
7754,10116.0,In vivo,N,,6685,,50597,A,Rattus norvegicus,,,CHEMBL620487,,BAO_0000218,,
7755,10116.0,In vivo,N,,6685,,50597,A,Rattus norvegicus,,,CHEMBL620488,,BAO_0000218,,
7756,10116.0,In vivo,N,,4727,,50597,A,Rattus norvegicus,,,CHEMBL620489,,BAO_0000218,,
7757,10116.0,In vivo,N,,1088,,50597,A,Rattus norvegicus,,,CHEMBL620490,,BAO_0000218,,
7758,10116.0,In vivo,N,,5610,,50597,A,Rattus norvegicus,,,CHEMBL620491,,BAO_0000218,,
7759,10116.0,In vivo,N,,3032,,50597,A,Rattus norvegicus,,,CHEMBL876604,,BAO_0000218,1969.0,
7760,10116.0,In vivo,N,,5199,,50597,A,Rattus norvegicus,,,CHEMBL620492,,BAO_0000218,,
7761,10116.0,In vivo,N,,14941,,50597,A,Rattus norvegicus,,,CHEMBL620493,,BAO_0000218,,
7762,10116.0,In vivo,N,,4408,,50597,A,Rattus norvegicus,,,CHEMBL620494,,BAO_0000218,,
7763,10116.0,,N,,2552,,50597,A,Rattus norvegicus,,,CHEMBL620495,,BAO_0000218,1969.0,
7764,10116.0,In vivo,N,,5199,,50597,A,Rattus norvegicus,,,CHEMBL620496,,BAO_0000218,1969.0,
7765,10116.0,In vivo,N,,15662,,50597,A,Rattus norvegicus,,,CHEMBL620497,,BAO_0000218,1969.0,
7766,10116.0,,N,,1465,,50597,A,Rattus norvegicus,,,CHEMBL620498,,BAO_0000218,1969.0,
7767,10116.0,In vivo,N,,1446,,50597,A,Rattus norvegicus,,,CHEMBL620499,,BAO_0000218,1969.0,
7768,10116.0,,N,,6824,,50597,A,Rattus norvegicus,,,CHEMBL620500,,BAO_0000218,1969.0,
7769,10116.0,In vivo,N,,17533,,50597,A,Rattus norvegicus,,,CHEMBL873809,,BAO_0000218,1969.0,
