film_id,categoria_id,nome_categoria
362,10,Games
176,15,Sports
105,1,Action
816,2,Animation
869,1,Action
248,6,Documentary
707,1,Action
294,16,Travel
714,14,Sci-Fi
358,4,Classics
260,15,Sports
62,6,Documentary
36,2,Animation
962,4,Classics
402,2,Animation
555,5,Comedy
900,9,Foreign
437,8,Family
995,11,Horror
225,7,Drama
982,1,Action
370,3,Children
319,14,Sci-Fi
599,15,Sports
969,7,Drama
166,4,Classics
832,8,Family
725,4,Classics
776,6,Documentary
921,12,Music
299,16,Travel
305,13,New
953,2,Animation
508,10,Games
356,3,Children
857,5,Comedy
205,1,Action
75,16,Travel
889,3,Children
912,14,Sci-Fi
52,9,Foreign
926,6,Documentary
775,7,Drama
750,13,New
784,16,Travel
683,7,Drama
924,14,Sci-Fi
935,13,New
191,3,Children
842,10,Games
653,11,Horror
735,3,Children
679,8,Family
489,2,Animation
51,12,Music
449,14,Sci-Fi
448,13,New
876,11,Horror
431,9,Foreign
899,4,Classics
502,5,Comedy
933,13,New
713,6,Documentary
731,4,Classics
646,10,Games
717,1,Action
557,8,Family
868,16,Travel
697,1,Action
729,15,Sports
635,13,New
759,13,New
194,1,Action
612,15,Sports
986,2,Animation
388,5,Comedy
844,15,Sports
423,3,Children
541,2,Animation
519,15,Sports
902,15,Sports
315,8,Family
916,2,Animation
34,11,Horror
895,4,Classics
439,7,Drama
550,8,Family
642,16,Travel
970,4,Classics
130,1,Action
894,16,Travel
792,9,Foreign
993,3,Children
334,11,Horror
753,8,Family
675,13,New
318,1,Action
726,9,Foreign
851,15,Sports
917,15,Sports
800,11,Horror
659,1,Action
446,15,Sports
76,12,Music
883,3,Children
712,6,Documentary
526,16,Travel
124,3,Children
1000,5,Comedy
216,13,New
348,8,Family
906,5,Comedy
767,12,Music
230,7,Drama
213,8,Family
455,9,Foreign
520,14,Sci-Fi
39,14,Sci-Fi
347,16,Travel
9,11,Horror
984,9,Foreign
87,16,Travel
170,9,Foreign
700,8,Family
855,6,Documentary
728,7,Drama
768,3,Children
93,13,New
828,4,Classics
624,10,Games
352,10,Games
310,10,Games
593,11,Horror
978,5,Comedy
340,13,New
264,10,Games
424,3,Children
54,12,Music
383,15,Sports
542,1,Action
165,14,Sci-Fi
531,9,Foreign
893,14,Sci-Fi
907,7,Drama
497,6,Documentary
896,3,Children
422,14,Sci-Fi
736,8,Family
32,13,New
316,10,Games
710,8,Family
48,3,Children
799,11,Horror
952,6,Documentary
336,6,Documentary
517,15,Sports
236,10,Games
663,4,Classics
932,5,Comedy
418,7,Drama
237,15,Sports
821,9,Foreign
33,7,Drama
163,13,New
395,1,Action
88,16,Travel
963,2,Animation
681,15,Sports
300,2,Animation
377,8,Family
781,10,Games
721,12,Music
464,2,Animation
303,1,Action
486,9,Foreign
66,3,Children
101,6,Documentary
231,8,Family
909,11,Horror
632,13,New
583,2,Animation
704,5,Comedy
915,1,Action
425,4,Classics
228,4,Classics
24,11,Horror
535,11,Horror
102,15,Sports
514,7,Drama
523,4,Classics
366,7,Drama
393,6,Documentary
543,16,Travel
411,12,Music
434,16,Travel
585,7,Drama
45,13,New
49,14,Sci-Fi
343,3,Children
185,9,Foreign
794,1,Action
287,1,Action
789,9,Foreign
42,15,Sports
929,9,Foreign
879,12,Music
117,10,Games
525,4,Classics
249,4,Classics
150,6,Documentary
181,16,Travel
560,10,Games
648,16,Travel
570,15,Sports
571,6,Documentary
162,1,Action
254,15,Sports
178,5,Comedy
125,16,Travel
467,9,Foreign
372,15,Sports
290,9,Foreign
330,2,Animation
664,1,Action
983,12,Music
810,8,Family
136,13,New
285,14,Sci-Fi
877,12,Music
980,12,Music
643,7,Drama
638,5,Comedy
433,2,Animation
298,14,Sci-Fi
476,8,Family
688,3,Children
654,10,Games
360,1,Action
421,9,Foreign
891,4,Classics
616,6,Documentary
532,15,Sports
466,6,Documentary
803,7,Drama
818,7,Drama
40,6,Documentary
631,15,Sports
311,9,Foreign
210,1,Action
432,4,Classics
521,7,Drama
886,2,Animation
892,2,Animation
817,14,Sci-Fi
413,5,Comedy
14,4,Classics
897,7,Drama
809,15,Sports
870,11,Horror
72,6,Documentary
443,5,Comedy
469,4,Classics
684,10,Games
658,11,Horror
678,15,Sports
566,9,Foreign
796,15,Sports
137,14,Sci-Fi
991,1,Action
374,14,Sci-Fi
997,12,Music
470,2,Animation
811,16,Travel
582,2,Animation
695,8,Family
390,14,Sci-Fi
138,14,Sci-Fi
458,8,Family
473,7,Drama
964,1,Action
733,15,Sports
182,5,Comedy
3,6,Documentary
71,8,Family
666,7,Drama
546,10,Games
967,14,Sci-Fi
591,10,Games
365,5,Comedy
23,2,Animation
720,13,New
373,3,Children
474,15,Sports
463,15,Sports
327,1,Action
925,6,Documentary
992,6,Documentary
820,2,Animation
306,10,Games
693,2,Animation
574,1,Action
480,4,Classics
501,1,Action
734,6,Documentary
651,2,Animation
401,7,Drama
280,3,Children
172,7,Drama
406,10,Games
836,15,Sports
864,3,Children
630,7,Drama
417,1,Action
333,12,Music
384,12,Music
614,10,Games
332,5,Comedy
747,10,Games
265,5,Comedy
86,12,Music
282,7,Drama
565,9,Foreign
139,8,Family
309,8,Family
927,1,Action
81,14,Sci-Fi
119,5,Comedy
477,12,Music
131,4,Classics
112,9,Foreign
609,16,Travel
399,9,Foreign
441,6,Documentary
15,9,Foreign
244,12,Music
147,8,Family
206,6,Documentary
595,9,Foreign
99,5,Comedy
748,1,Action
950,4,Classics
513,16,Travel
812,6,Documentary
199,6,Documentary
289,13,New
910,7,Drama
187,15,Sports
749,11,Horror
326,2,Animation
504,7,Drama
815,4,Classics
275,11,Horror
155,13,New
69,14,Sci-Fi
242,5,Comedy
985,14,Sci-Fi
703,2,Animation
21,1,Action
201,9,Foreign
804,11,Horror
293,15,Sports
580,13,New
67,1,Action
368,7,Drama
778,8,Family
931,16,Travel
403,7,Drama
746,10,Games
63,8,Family
544,6,Documentary
329,1,Action
339,16,Travel
919,10,Games
564,2,Animation
937,13,New
608,3,Children
38,1,Action
871,5,Comedy
286,16,Travel
603,8,Family
308,5,Comedy
146,7,Drama
26,14,Sci-Fi
8,11,Horror
95,13,New
834,6,Documentary
258,11,Horror
724,8,Family
475,11,Horror
903,16,Travel
668,15,Sports
956,10,Games
960,6,Documentary
357,4,Classics
955,3,Children
160,2,Animation
835,10,Games
965,11,Horror
972,14,Sci-Fi
490,13,New
198,9,Foreign
840,10,Games
436,13,New
389,15,Sports
696,2,Animation
973,6,Documentary
801,3,Children
686,13,New
959,3,Children
203,14,Sci-Fi
208,2,Animation
590,13,New
961,9,Foreign
349,2,Animation
426,12,Music
774,5,Comedy
60,4,Classics
988,16,Travel
276,5,Comedy
462,12,Music
212,1,Action
64,7,Drama
226,13,New
202,5,Comedy
802,1,Action
971,9,Foreign
665,11,Horror
936,12,Music
690,2,Animation
819,12,Music
752,12,Music
460,9,Foreign
371,1,Action
691,15,Sports
82,8,Family
153,14,Sci-Fi
745,15,Sports
587,6,Documentary
114,14,Sci-Fi
623,9,Foreign
790,7,Drama
245,2,Animation
361,15,Sports
627,6,Documentary
29,1,Action
313,11,Horror
625,14,Sci-Fi
22,13,New
241,2,Animation
930,14,Sci-Fi
885,11,Horror
307,16,Travel
538,13,New
850,1,Action
321,13,New
692,2,Animation
754,5,Comedy
600,11,Horror
660,5,Comedy
989,16,Travel
379,7,Drama
825,1,Action
132,14,Sci-Fi
257,16,Travel
167,16,Travel
156,6,Documentary
861,10,Games
568,5,Comedy
320,13,New
694,4,Classics
615,2,Animation
274,6,Documentary
174,12,Music
359,8,Family
530,1,Action
255,12,Music
491,3,Children
998,11,Horror
482,4,Classics
671,15,Sports
451,16,Travel
882,7,Drama
141,10,Games
515,3,Children
396,7,Drama
453,15,Sports
676,15,Sports
592,12,Music
1,6,Documentary
524,5,Comedy
650,6,Documentary
180,4,Classics
220,12,Music
647,12,Music
408,10,Games
133,12,Music
465,13,New
243,2,Animation
596,10,Games
20,12,Music
354,3,Children
976,10,Games
923,7,Drama
70,2,Animation
613,5,Comedy
253,1,Action
761,3,Children
322,15,Sports
718,12,Music
838,1,Action
824,8,Family
115,1,Action
234,14,Sci-Fi
786,3,Children
16,9,Foreign
500,9,Foreign
481,13,New
89,2,Animation
487,4,Classics
604,5,Comedy
428,8,Family
551,13,New
730,13,New
846,13,New
757,6,Documentary
302,10,Games
773,15,Sports
