assays_assay_id,assays_assay_tissue,assays_variant_id,assays_src_assay_id,assays_assay_cell_type,assays_chembl_id,assays_assay_type,assays_bao_format,assays_assay_strain,assays_assay_category,assays_confidence_score,assays_tid,assays_relationship_type,assays_curated_by,assays_src_id,assays_cell_id,assays_tissue_id
7553,,,,,CHEMBL620446,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7554,Plasma,,,,CHEMBL620447,A,BAO_0000218,,,1,50597,N,Intermediate,1,,1969.0
7555,Plasma,,,,CHEMBL621129,A,BAO_0000218,,,1,50597,N,Intermediate,1,,1969.0
7556,Plasma,,,,CHEMBL621130,A,BAO_0000218,,,1,50597,N,Intermediate,1,,1969.0
7557,,,,,CHEMBL873808,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7558,,,,,CHEMBL876598,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7559,,,,,CHEMBL621131,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7560,,,,,CHEMBL621132,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7561,,,,,CHEMBL621133,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7562,,,,,CHEMBL621312,A,BAO_0000218,,,1,50597,N,Expert,1,,
7563,,,,,CHEMBL621313,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7564,Blood,,,,CHEMBL621314,A,BAO_0000218,,,1,50597,N,Intermediate,1,,178.0
7565,,,,,CHEMBL621315,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7566,,,,,CHEMBL621316,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7567,,,,,CHEMBL621317,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7568,,,,,CHEMBL621318,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7569,,,,,CHEMBL621319,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7570,,,,,CHEMBL621377,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7571,,,,,CHEMBL621378,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7572,,,,,CHEMBL876599,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7573,,,,,CHEMBL621379,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7574,Plasma,,,,CHEMBL621380,A,BAO_0000218,,,1,50597,N,Intermediate,1,,1969.0
7575,Plasma,,,,CHEMBL621381,A,BAO_0000218,,,1,50597,N,Intermediate,1,,1969.0
7576,,,,,CHEMBL618515,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7577,,,,,CHEMBL618516,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7578,,,,,CHEMBL618517,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7579,,,,,CHEMBL618518,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7580,,,,,CHEMBL618519,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7581,,,,,CHEMBL618698,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7582,,,,,CHEMBL618862,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7583,,,,,CHEMBL618863,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7584,,,,,CHEMBL618864,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7585,,,,,CHEMBL618865,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7586,,,,,CHEMBL618866,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7587,,,,,CHEMBL618867,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7588,,,,,CHEMBL875828,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7589,,,,,CHEMBL618868,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7590,,,,,CHEMBL618869,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7591,,,,,CHEMBL618870,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7592,Plasma,,,,CHEMBL618871,A,BAO_0000218,,,1,50597,N,Intermediate,1,,1969.0
7593,Plasma,,,,CHEMBL618872,A,BAO_0000218,,,1,50597,N,Intermediate,1,,1969.0
7594,,,,,CHEMBL873816,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7595,,,,,CHEMBL618873,A,BAO_0000218,,,0,22224,U,Autocuration,1,,
7596,,,,,CHEMBL621602,A,BAO_0000019,,,0,22224,U,Autocuration,1,,
7597,,,,,CHEMBL621603,A,BAO_0000218,,,0,22224,U,Autocuration,1,,
7598,,,,,CHEMBL621604,A,BAO_0000218,,,0,22224,U,Autocuration,1,,
7599,,,,,CHEMBL621605,A,BAO_0000218,,,0,22224,U,Autocuration,1,,
7600,,,,,CHEMBL621606,A,BAO_0000218,,,0,22224,U,Autocuration,1,,
7601,,,,,CHEMBL621607,A,BAO_0000218,,,0,22224,U,Autocuration,1,,
7602,,,,,CHEMBL621608,A,BAO_0000218,,,0,22224,U,Autocuration,1,,
7603,,,,,CHEMBL621609,A,BAO_0000019,,,0,22224,U,Autocuration,1,,
7604,,,,,CHEMBL621610,A,BAO_0000218,,,0,22224,U,Autocuration,1,,
7605,,,,,CHEMBL621611,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7606,,,,,CHEMBL621612,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7607,,,,,CHEMBL622308,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7608,,,,,CHEMBL622309,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7609,,,,,CHEMBL622310,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7610,,,,,CHEMBL622311,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7611,,,,,CHEMBL622312,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7612,,,,,CHEMBL622931,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7613,,,,,CHEMBL622932,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7614,Plasma,,,,CHEMBL622736,A,BAO_0000218,,,1,50597,N,Intermediate,1,,1969.0
7615,Plasma,,,,CHEMBL622737,A,BAO_0000218,,,1,50597,N,Intermediate,1,,1969.0
7616,Plasma,,,,CHEMBL622738,A,BAO_0000218,,,1,50597,N,Intermediate,1,,1969.0
7617,Plasma,,,,CHEMBL622739,A,BAO_0000218,,,1,50597,N,Intermediate,1,,1969.0
7618,Plasma,,,,CHEMBL622740,A,BAO_0000218,,,1,50597,N,Intermediate,1,,1969.0
7619,Plasma,,,,CHEMBL622741,A,BAO_0000218,,,1,50597,N,Intermediate,1,,1969.0
7620,Plasma,,,,CHEMBL622742,A,BAO_0000218,,,1,50597,N,Intermediate,1,,1969.0
7621,Plasma,,,,CHEMBL622743,A,BAO_0000218,,,1,50597,N,Intermediate,1,,1969.0
7622,Plasma,,,,CHEMBL622744,A,BAO_0000218,,,1,50594,N,Intermediate,1,,1969.0
7623,,,,,CHEMBL624134,A,BAO_0000019,,,0,22224,U,Autocuration,1,,
7624,,,,,CHEMBL624135,A,BAO_0000019,,,0,22224,U,Autocuration,1,,
7625,,,,,CHEMBL624136,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7626,,,,,CHEMBL624137,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7627,,,,,CHEMBL624320,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7628,,,,,CHEMBL624321,A,BAO_0000218,,,1,50588,N,Intermediate,1,,
7629,,,,,CHEMBL624322,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7630,,,,,CHEMBL624323,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7631,,,,,CHEMBL624324,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7632,,,,,CHEMBL624325,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7633,,,,,CHEMBL624326,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7634,,,,,CHEMBL624327,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7635,,,,,CHEMBL624328,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7636,,,,,CHEMBL627848,A,BAO_0000218,,,1,50588,N,Intermediate,1,,
7637,,,,,CHEMBL627849,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7638,,,,,CHEMBL627850,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7639,,,,,CHEMBL627851,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7640,,,,,CHEMBL627852,A,BAO_0000218,,,1,50594,N,Intermediate,1,,
7641,,,,,CHEMBL627853,A,BAO_0000218,,,1,50594,N,Intermediate,1,,
7642,,,,,CHEMBL627854,A,BAO_0000218,,,1,50594,N,Intermediate,1,,
7643,,,,,CHEMBL627855,A,BAO_0000218,,,1,50594,N,Intermediate,1,,
7644,,,,,CHEMBL627856,A,BAO_0000218,,,1,50594,N,Intermediate,1,,
7645,,,,,CHEMBL875339,A,BAO_0000218,,,1,50594,N,Intermediate,1,,
7646,,,,,CHEMBL627857,A,BAO_0000218,,,1,50594,N,Intermediate,1,,
7647,Spleen,,,,CHEMBL627858,A,BAO_0000218,,,1,50597,N,Intermediate,1,,2106.0
7648,Blood,,,,CHEMBL627859,A,BAO_0000218,,,1,50597,N,Intermediate,1,,178.0
7649,Brain,,,,CHEMBL627860,A,BAO_0000218,,,1,50597,N,Intermediate,1,,955.0
7650,Heart,,,,CHEMBL627019,A,BAO_0000218,,,1,50597,N,Intermediate,1,,948.0
7651,Liver,,,,CHEMBL627020,A,BAO_0000218,,,1,50597,N,Intermediate,1,,2107.0
7652,Lung,,,,CHEMBL627021,A,BAO_0000218,,,1,50597,N,Intermediate,1,,2048.0
7653,Muscle tissue,,,,CHEMBL627022,A,BAO_0000218,,,1,50597,N,Intermediate,1,,2385.0
7654,,,,,CHEMBL627023,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7655,Spleen,,,,CHEMBL627024,A,BAO_0000218,,,1,50597,N,Intermediate,1,,2106.0
7656,Thyroid gland,,,,CHEMBL627025,A,BAO_0000218,,,1,50597,N,Intermediate,1,,2046.0
7657,Kidney,,,,CHEMBL627026,A,BAO_0000218,,,1,50597,N,Intermediate,1,,2113.0
7658,Blood,,,,CHEMBL627027,A,BAO_0000218,,,1,50597,N,Intermediate,1,,178.0
7659,Brain,,,,CHEMBL627028,A,BAO_0000218,,,1,50597,N,Intermediate,1,,955.0
7660,Heart,,,,CHEMBL627029,A,BAO_0000218,,,1,50597,N,Intermediate,1,,948.0
7661,Kidney,,,,CHEMBL627030,A,BAO_0000218,,,1,50597,N,Intermediate,1,,2113.0
7662,Liver,,,,CHEMBL627031,A,BAO_0000218,,,1,50597,N,Intermediate,1,,2107.0
7663,Lung,,,,CHEMBL627032,A,BAO_0000218,,,1,50597,N,Intermediate,1,,2048.0
7664,Muscle tissue,,,,CHEMBL627033,A,BAO_0000218,,,1,50597,N,Intermediate,1,,2385.0
7665,,,,,CHEMBL627034,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7666,Spleen,,,,CHEMBL627035,A,BAO_0000218,,,1,50597,N,Intermediate,1,,2106.0
7667,Thyroid gland,,,,CHEMBL627036,A,BAO_0000218,,,1,50597,N,Intermediate,1,,2046.0
7668,Blood,,,,CHEMBL875340,A,BAO_0000218,,,1,50597,N,Intermediate,1,,178.0
7669,Heart,,,,CHEMBL627037,A,BAO_0000218,,,1,50597,N,Intermediate,1,,948.0
7670,Kidney,,,,CHEMBL627038,A,BAO_0000218,,,1,50597,N,Intermediate,1,,2113.0
7671,Liver,,,,CHEMBL627039,A,BAO_0000218,,,1,50597,N,Intermediate,1,,2107.0
7672,Muscle tissue,,,,CHEMBL627040,A,BAO_0000218,,,1,50597,N,Intermediate,1,,2385.0
7673,Spleen,,,,CHEMBL624663,A,BAO_0000218,,,1,50597,N,Intermediate,1,,2106.0
7674,Thyroid gland,,,,CHEMBL625963,A,BAO_0000218,,,1,50597,N,Intermediate,1,,2046.0
7675,Brain,,,,CHEMBL876799,A,BAO_0000218,,,1,50597,N,Intermediate,1,,955.0
7676,Lung,,,,CHEMBL626133,A,BAO_0000218,,,1,50597,N,Intermediate,1,,2048.0
7677,,,,,CHEMBL626134,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7678,,,,,CHEMBL626135,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7679,,,,,CHEMBL626136,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7680,,,,,CHEMBL626137,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7681,,,,,CHEMBL626138,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7682,,,,,CHEMBL626139,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7683,,,,,CHEMBL626140,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7684,,,,,CHEMBL626141,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7685,,,,,CHEMBL626142,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7686,Muscle tissue,,,,CHEMBL627930,A,BAO_0000218,,,1,50597,N,Intermediate,1,,2385.0
7687,Muscle tissue,,,,CHEMBL627931,A,BAO_0000218,,,1,50597,N,Intermediate,1,,2385.0
7688,Muscle tissue,,,,CHEMBL627932,A,BAO_0000218,,,1,50597,N,Intermediate,1,,2385.0
7689,Spleen,,,,CHEMBL627933,A,BAO_0000218,,,1,50597,N,Intermediate,1,,2106.0
7690,Spleen,,,,CHEMBL627934,A,BAO_0000218,,,1,50597,N,Intermediate,1,,2106.0
7691,Spleen,,,,CHEMBL627935,A,BAO_0000218,,,1,50597,N,Intermediate,1,,2106.0
7692,Blood,,,,CHEMBL627936,A,BAO_0000218,,,1,50597,N,Intermediate,1,,178.0
7693,Blood,,,,CHEMBL627937,A,BAO_0000218,,,1,50597,N,Intermediate,1,,178.0
7694,Blood,,,,CHEMBL627938,A,BAO_0000218,,,1,50597,N,Intermediate,1,,178.0
7695,Blood,,,,CHEMBL627939,A,BAO_0000218,,,1,50597,N,Intermediate,1,,178.0
7696,Blood,,,,CHEMBL627940,A,BAO_0000218,,,1,50597,N,Intermediate,1,,178.0
7697,Blood,,,,CHEMBL627941,A,BAO_0000218,,,1,50597,N,Intermediate,1,,178.0
7698,Blood,,,,CHEMBL876800,A,BAO_0000218,,,1,50597,N,Intermediate,1,,178.0
7699,Blood,,,,CHEMBL627942,A,BAO_0000218,,,1,50597,N,Intermediate,1,,178.0
7700,Blood,,,,CHEMBL627943,A,BAO_0000218,,,1,50597,N,Intermediate,1,,178.0
7701,Blood,,,,CHEMBL627944,A,BAO_0000218,,,1,50597,N,Intermediate,1,,178.0
7702,Blood,,,,CHEMBL627945,A,BAO_0000218,,,1,50597,N,Intermediate,1,,178.0
7703,Blood,,,,CHEMBL628584,A,BAO_0000218,,,1,50597,N,Intermediate,1,,178.0
7704,Blood,,,,CHEMBL628585,A,BAO_0000218,,,1,50597,N,Intermediate,1,,178.0
7705,Blood,,,,CHEMBL628586,A,BAO_0000218,,,1,50597,N,Intermediate,1,,178.0
7706,Blood,,,,CHEMBL628587,A,BAO_0000218,,,1,50597,N,Intermediate,1,,178.0
7707,Blood,,,,CHEMBL628588,A,BAO_0000218,,,1,50597,N,Intermediate,1,,178.0
7708,Blood,,,,CHEMBL628589,A,BAO_0000218,,,1,50597,N,Intermediate,1,,178.0
7709,Blood,,,,CHEMBL625304,A,BAO_0000218,,,1,50597,N,Intermediate,1,,178.0
7710,Blood,,,,CHEMBL625305,A,BAO_0000218,,,1,50597,N,Intermediate,1,,178.0
7711,Blood,,,,CHEMBL625306,A,BAO_0000218,,,1,50597,N,Intermediate,1,,178.0
7712,Blood,,,,CHEMBL625307,A,BAO_0000218,,,1,50597,N,Intermediate,1,,178.0
7713,Blood,,,,CHEMBL625308,A,BAO_0000218,,,1,50597,N,Intermediate,1,,178.0
7714,Blood,,,,CHEMBL627740,A,BAO_0000218,,,1,50597,N,Intermediate,1,,178.0
7715,Blood,,,,CHEMBL627741,A,BAO_0000218,,,1,50597,N,Intermediate,1,,178.0
7716,Blood,,,,CHEMBL627742,A,BAO_0000218,,,1,50597,N,Intermediate,1,,178.0
7717,Blood,,,,CHEMBL627743,A,BAO_0000218,,,1,50597,N,Intermediate,1,,178.0
7718,Blood,,,,CHEMBL627744,A,BAO_0000218,,,1,50597,N,Intermediate,1,,178.0
7719,Bone,,,,CHEMBL627745,A,BAO_0000218,,,1,50597,N,Intermediate,1,,10000001.0
7720,Bone,,,,CHEMBL627746,A,BAO_0000218,,,1,50597,N,Intermediate,1,,10000001.0
7721,Bone,,,,CHEMBL627747,A,BAO_0000218,,,1,50597,N,Intermediate,1,,10000001.0
7722,Bone,,,,CHEMBL876810,A,BAO_0000218,,,1,50597,N,Intermediate,1,,10000001.0
7723,Bone,,,,CHEMBL627748,A,BAO_0000218,,,1,50597,N,Intermediate,1,,10000001.0
7724,Bone,,,,CHEMBL627749,A,BAO_0000218,,,1,50597,N,Intermediate,1,,10000001.0
7725,Bone,,,,CHEMBL627750,A,BAO_0000218,,,1,50597,N,Intermediate,1,,10000001.0
7726,Bone,,,,CHEMBL618728,A,BAO_0000218,,,1,50597,N,Intermediate,1,,10000001.0
7727,Bone,,,,CHEMBL618729,A,BAO_0000218,,,1,50597,N,Intermediate,1,,10000001.0
7728,Bone,,,,CHEMBL618730,A,BAO_0000218,,,1,50597,N,Intermediate,1,,10000001.0
7729,Bone,,,,CHEMBL618731,A,BAO_0000218,,,1,50597,N,Intermediate,1,,10000001.0
7730,Bone,,,,CHEMBL618732,A,BAO_0000218,,,1,50597,N,Intermediate,1,,10000001.0
7731,Bone,,,,CHEMBL618733,A,BAO_0000218,,,1,50597,N,Intermediate,1,,10000001.0
7732,Bone,,,,CHEMBL618734,A,BAO_0000218,,,1,50597,N,Intermediate,1,,10000001.0
7733,Bone,,,,CHEMBL618735,A,BAO_0000218,,,1,50597,N,Intermediate,1,,10000001.0
7734,Bone,,,,CHEMBL876602,A,BAO_0000218,,,1,50597,N,Intermediate,1,,10000001.0
7735,Bone,,,,CHEMBL618736,A,BAO_0000218,,,1,50597,N,Intermediate,1,,10000001.0
7736,Bone,,,,CHEMBL618737,A,BAO_0000218,,,1,50597,N,Intermediate,1,,10000001.0
7737,Bone,,,,CHEMBL618738,A,BAO_0000218,,,1,50597,N,Intermediate,1,,10000001.0
7738,Bone,,,,CHEMBL618739,A,BAO_0000218,,,1,50597,N,Intermediate,1,,10000001.0
7739,Bone,,,,CHEMBL618740,A,BAO_0000218,,,1,50597,N,Intermediate,1,,10000001.0
7740,Bone,,,,CHEMBL618741,A,BAO_0000218,,,1,50597,N,Intermediate,1,,10000001.0
7741,Bone,,,,CHEMBL618742,A,BAO_0000218,,,1,50597,N,Intermediate,1,,10000001.0
7742,Bone,,,,CHEMBL618743,A,BAO_0000218,,,1,50597,N,Intermediate,1,,10000001.0
7743,Plasma,,,,CHEMBL618744,A,BAO_0000218,,,1,50597,N,Intermediate,1,,1969.0
7744,,,,,CHEMBL618745,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7745,,,,,CHEMBL620479,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7746,,,,,CHEMBL620480,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7747,,,,,CHEMBL620481,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7748,,,,,CHEMBL620482,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7749,,,,,CHEMBL876603,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7750,,,,,CHEMBL620483,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7751,,,,,CHEMBL620484,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7752,,,,,CHEMBL620485,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7753,,,,,CHEMBL620486,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7754,,,,,CHEMBL620487,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7755,,,,,CHEMBL620488,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7756,,,,,CHEMBL620489,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7757,,,,,CHEMBL620490,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7758,,,,,CHEMBL620491,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7759,Plasma,,,,CHEMBL876604,A,BAO_0000218,,,1,50597,N,Intermediate,1,,1969.0
7760,,,,,CHEMBL620492,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7761,,,,,CHEMBL620493,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7762,,,,,CHEMBL620494,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7763,Plasma,,,,CHEMBL620495,A,BAO_0000218,,,1,50597,N,Intermediate,1,,1969.0
7764,Plasma,,,,CHEMBL620496,A,BAO_0000218,,,1,50597,N,Intermediate,1,,1969.0
7765,Plasma,,,,CHEMBL620497,A,BAO_0000218,,,1,50597,N,Intermediate,1,,1969.0
7766,Plasma,,,,CHEMBL620498,A,BAO_0000218,,,1,50597,N,Intermediate,1,,1969.0
7767,Plasma,,,,CHEMBL620499,A,BAO_0000218,,,1,50597,N,Intermediate,1,,1969.0
7768,Plasma,,,,CHEMBL620500,A,BAO_0000218,,,1,50597,N,Intermediate,1,,1969.0
7769,Plasma,,,,CHEMBL873809,A,BAO_0000218,,,1,50597,N,Intermediate,1,,1969.0
7770,,,,,CHEMBL620501,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7771,,,,,CHEMBL620502,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7772,,,,,CHEMBL620503,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7773,,,,,CHEMBL620504,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7774,,,,,CHEMBL876605,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7775,,,,,CHEMBL620505,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7776,Plasma,,,,CHEMBL873811,A,BAO_0000218,,,1,50597,N,Intermediate,1,,1969.0
7777,,,,,CHEMBL624016,A,BAO_0000218,,,1,50597,N,Expert,1,,
7778,,,,,CHEMBL624017,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7779,,,,,CHEMBL624018,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7780,,,,,CHEMBL624019,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7781,Brain,,,,CHEMBL624020,A,BAO_0000218,,,1,50597,N,Intermediate,1,,955.0
7782,,,,,CHEMBL624201,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7783,,,,,CHEMBL872528,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7784,,,,,CHEMBL624202,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7785,,,,,CHEMBL624203,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7786,,,,,CHEMBL624350,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7787,,,,,CHEMBL621320,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7788,,,,,CHEMBL621321,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7789,,,,,CHEMBL621322,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7790,,,,,CHEMBL621323,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7791,,,,,CHEMBL621324,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7792,,,,,CHEMBL621325,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7793,Plasma,,,,CHEMBL875837,A,BAO_0000218,,,1,50597,N,Intermediate,1,,1969.0
7794,Plasma,,,,CHEMBL621326,A,BAO_0000218,,,1,50597,N,Intermediate,1,,1969.0
7795,,,,,CHEMBL621327,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7796,,,,,CHEMBL621328,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7797,,,,,CHEMBL621329,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7798,,,,,CHEMBL621330,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7799,,,,,CHEMBL621331,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7800,,,,,CHEMBL621332,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7801,,,,,CHEMBL621333,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7802,,,,,CHEMBL621334,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7803,,,,,CHEMBL621335,A,BAO_0000218,,,1,50594,N,Intermediate,1,,
7804,,,,,CHEMBL621336,A,BAO_0000218,,,1,50588,N,Intermediate,1,,
7805,,,,,CHEMBL621337,A,BAO_0000218,,,1,50597,N,Intermediate,1,,
7806,,,,,CHEMBL621338,A,BAO_0000218,,,1,50588,N,Intermediate,1,,
7807,,,,,CHEMBL875838,A,BAO_0000218,,,1,50588,N,Intermediate,1,,
