ammontare,cliente_id,pagamento_id,personale_id,noleggio_id,data_pagamento
0.99,523,14077,2,664,2005-05-28 21:31:08
0.99,317,8605,2,14385,2005-08-21 10:02:55
4.99,347,9386,1,9013,2005-07-30 05:19:20
0.99,231,6231,1,8556,2005-07-29 11:18:27
0.99,561,15044,2,14139,2005-08-21 02:04:33
4.99,273,7397,2,14092,2005-08-21 00:14:32
2.99,480,12977,2,15363,2005-08-22 21:41:40
5.99,439,11841,2,5801,2005-07-10 14:59:05
4.99,210,5692,2,3884,2005-07-06 18:41:33
7.99,113,3051,2,11655,2005-08-17 05:11:07
6.99,247,6685,1,5328,2005-07-09 16:48:29
5.99,572,15326,2,9950,2005-07-31 15:50:22
2.99,557,14930,2,13794,2005-08-20 12:25:32
4.99,460,12418,2,1064,2005-05-31 08:50:07
0.99,66,1815,1,12699,2005-08-18 20:20:59
2.99,372,10056,1,2315,2005-06-18 09:03:39
4.99,268,7253,2,3670,2005-07-06 08:56:43
0.99,538,14505,1,14591,2005-08-21 17:30:09
6.99,46,1285,2,14528,2005-08-21 15:08:05
4.99,120,3249,1,14153,2005-08-21 02:24:33
4.99,86,2344,2,9376,2005-07-30 19:11:49
0.99,454,12264,2,6701,2005-07-12 12:47:59
4.99,308,8378,1,15243,2005-08-22 17:48:28
7.99,90,2468,1,15674,2005-08-23 09:16:39
7.99,138,3724,1,2731,2005-06-19 15:14:55
3.99,292,7898,1,2838,2005-06-19 22:06:06
4.99,587,15731,2,14710,2005-08-21 21:15:23
7.99,396,10739,2,15198,2005-08-22 16:15:33
2.99,418,11322,2,14860,2005-08-22 02:47:07
2.99,263,7117,1,11339,2005-08-02 17:02:06
7.99,15,389,1,3550,2005-07-06 02:29:21
2.99,561,15042,2,11402,2005-08-02 19:07:21
5.99,462,12470,2,1773,2005-06-16 18:13:43
0.99,405,10966,1,13398,2005-08-19 22:08:48
7.99,126,3413,1,16007,2005-08-23 21:02:43
0.99,502,13531,2,9232,2005-07-30 13:43:00
8.99,433,11672,1,5969,2005-07-11 00:03:22
1.99,560,15014,1,14341,2005-08-21 08:38:24
9.99,582,15601,1,9768,2005-07-31 09:48:41
4.99,213,5786,2,5159,2005-07-09 08:55:52
5.99,589,15790,2,15917,2005-08-23 17:57:28
0.99,317,8586,1,3251,2005-06-21 03:20:37
0.99,196,5315,2,15980,2005-08-23 20:10:13
0.99,122,3282,1,1211,2005-06-15 03:01:20
6.99,26,700,1,4641,2005-07-08 09:09:46
2.99,345,9328,2,9207,2005-07-30 12:49:57
0.99,468,12614,2,459,2005-05-27 20:00:04
2.99,10,275,2,12400,2005-08-18 09:19:12
4.99,254,6859,1,10522,2005-08-01 11:48:51
0.99,242,6555,2,11020,2005-08-02 05:29:48
5.99,161,4401,1,15420,2005-08-22 23:55:51
2.99,34,937,2,7124,2005-07-27 06:09:30
4.99,66,1800,1,4108,2005-07-07 06:38:31
2.99,210,5688,1,953,2005-05-30 16:34:02
6.99,213,5792,2,9150,2005-07-30 10:49:32
2.99,196,5293,1,4879,2005-07-08 19:34:55
2.99,57,1585,2,9812,2005-07-31 11:28:07
10.99,333,9002,2,9338,2005-07-30 18:03:13
4.99,201,5451,1,3106,2005-06-20 17:18:06
4.99,52,1453,1,12001,2006-02-14 15:16:03
5.99,276,7482,2,10149,2005-07-31 22:20:46
2.99,462,12483,2,7935,2005-07-28 12:33:17
4.99,50,1391,1,16015,2005-08-23 21:25:03
5.99,433,11690,1,15502,2005-08-23 02:40:04
5.99,314,8504,1,80,2005-05-25 12:12:07
6.99,535,14426,1,15287,2005-08-22 19:19:37
6.99,356,9611,2,3829,2005-07-06 15:59:40
1.99,231,6230,1,6877,2005-07-12 20:32:58
2.99,181,4943,2,13415,2005-08-19 22:48:09
4.99,246,6663,1,3152,2005-06-20 20:42:41
3.99,234,6294,2,1245,2005-06-15 05:09:01
4.99,181,4930,1,9844,2005-07-31 12:26:31
9.99,32,902,2,12414,2005-08-18 09:50:40
2.99,209,5663,2,3504,2005-07-06 00:18:29
0.99,41,1134,1,8098,2005-07-28 18:34:20
4.99,575,15396,2,454,2005-05-27 19:31:36
8.99,446,12053,2,12480,2005-08-18 12:26:43
8.99,39,1075,2,4695,2005-07-08 11:07:59
2.99,267,7214,2,2265,2005-06-18 06:03:27
3.99,485,13108,2,11188,2005-08-02 11:17:11
2.99,245,6653,2,12682,2006-02-14 15:16:03
0.99,384,10409,2,6387,2005-07-11 22:15:56
4.99,269,7299,1,14266,2005-08-21 06:20:51
0.99,215,5851,2,14126,2005-08-21 01:32:17
1.99,471,12748,1,15654,2005-08-23 08:34:53
3.99,272,7354,2,5047,2005-07-09 03:44:15
4.99,188,5113,2,9613,2005-07-31 03:58:53
0.99,71,1923,2,7160,2005-07-27 07:26:06
6.99,47,1292,1,300,2005-05-26 20:57:00
3.99,487,13143,1,5634,2005-07-10 06:25:48
8.99,168,4574,1,13018,2005-08-19 08:04:50
0.99,121,3272,2,12892,2005-08-19 03:46:34
2.99,40,1121,1,13951,2005-08-20 17:58:11
0.99,35,966,1,5963,2005-07-10 23:47:08
2.99,445,12000,1,960,2005-05-30 18:13:23
4.99,224,6054,1,12492,2005-08-18 12:49:04
2.99,413,11181,2,11304,2005-08-02 15:40:10
0.99,6,155,1,5553,2005-07-10 03:03:35
2.99,423,11431,1,4679,2005-07-08 10:33:14
0.99,147,4005,2,14641,2005-08-21 19:05:23
4.99,370,10017,1,15626,2005-08-23 07:25:34
7.99,528,14227,1,13600,2005-08-20 06:00:25
4.99,381,10326,2,9173,2005-07-30 11:40:10
2.99,308,8368,1,10571,2005-08-01 13:25:30
0.99,53,1460,1,1964,2005-06-17 09:10:09
4.99,75,2056,1,12426,2005-08-18 10:24:11
4.99,470,12712,2,10944,2005-08-02 03:20:03
0.99,29,792,2,4535,2005-07-08 03:40:46
2.99,325,8789,2,7687,2005-07-28 03:20:26
0.99,536,14436,2,5196,2005-07-09 10:43:34
2.99,342,9265,2,14096,2005-08-21 00:27:46
0.99,52,1443,1,10635,2005-08-01 15:37:58
10.99,78,2133,1,10942,2005-08-02 03:16:31
2.99,170,4604,1,211,2005-05-26 08:33:10
0.99,395,10709,2,14720,2005-08-21 21:43:53
2.99,248,6706,1,5370,2005-07-09 18:43:19
0.99,411,11137,1,8023,2005-07-28 15:53:29
3.99,81,2211,1,14642,2005-08-21 19:09:40
2.99,597,15992,1,6508,2005-07-12 03:34:50
4.99,235,6329,2,6352,2005-07-11 20:34:13
4.99,409,11076,1,8037,2005-07-28 16:31:20
0.99,198,5361,2,2185,2005-06-18 01:12:22
4.99,49,1349,1,9851,2005-07-31 12:50:24
2.99,409,11070,1,5848,2005-07-10 17:28:14
3.99,98,2649,2,7120,2005-07-27 05:56:39
1.99,3,75,1,9226,2005-07-30 13:31:20
2.99,536,14431,2,1962,2005-06-17 09:08:58
9.99,131,3531,1,1646,2005-06-16 09:12:53
2.99,551,14781,1,728,2005-05-29 06:12:38
5.99,396,10731,2,12393,2005-08-18 09:02:41
2.99,540,14529,2,1263,2005-06-15 06:56:39
6.99,464,12539,1,15092,2005-08-22 11:36:16
4.99,390,10579,1,13473,2005-08-20 01:03:50
4.99,331,8952,2,12533,2005-08-18 14:01:40
7.99,479,12939,2,6084,2005-07-11 05:16:20
5.99,277,7506,2,4987,2005-07-09 00:45:41
9.99,533,14352,2,6837,2005-07-12 18:59:45
1.99,306,8300,2,4596,2005-07-08 06:41:25
5.99,261,7066,2,13506,2005-08-20 02:07:06
8.99,202,5474,1,3861,2005-07-06 17:24:49
5.99,400,10817,2,6790,2005-07-12 16:34:59
4.99,383,10377,1,6775,2005-07-12 16:01:44
4.99,131,3545,1,10459,2005-08-01 09:20:09
0.99,460,12416,2,298,2005-05-26 20:52:26
2.99,430,11612,2,9450,2005-07-30 22:04:04
5.99,449,12127,2,10083,2005-07-31 20:10:19
2.99,456,12314,2,3881,2005-07-06 18:35:37
0.99,50,1364,2,3000,2005-06-20 09:32:33
1.99,76,2062,2,574,2005-05-28 10:44:28
4.99,10,276,2,13316,2005-08-19 19:23:30
5.99,460,12424,1,6788,2005-07-12 16:33:44
2.99,387,10493,2,13034,2005-08-19 08:41:29
2.99,411,11140,2,11294,2005-08-02 15:08:27
5.99,154,4203,1,11296,2005-08-02 15:15:27
3.99,52,1432,2,5313,2005-07-09 16:04:45
1.99,456,12327,2,14690,2005-08-21 20:42:25
4.99,362,9796,2,12244,2005-08-18 03:39:11
1.99,102,2762,2,10841,2005-08-01 23:39:21
0.99,395,10707,1,11889,2005-08-17 15:08:27
2.99,283,7675,2,11846,2005-08-17 13:18:29
5.99,124,3349,2,11493,2005-08-02 22:47:00
4.99,403,10881,1,2927,2005-06-20 04:41:41
8.99,260,7034,2,10970,2005-08-02 04:06:46
7.99,41,1146,2,14539,2005-08-21 15:29:47
7.99,305,8280,1,6134,2005-07-11 08:28:19
0.99,406,10993,1,8903,2005-07-30 01:08:06
3.99,81,2205,2,9454,2005-07-30 22:20:09
5.99,353,9537,2,4380,2005-07-07 20:35:00
2.99,544,14622,1,2395,2005-06-18 15:45:15
2.99,376,10188,1,8269,2005-07-29 01:26:54
0.99,350,9466,1,2619,2005-06-19 08:03:12
3.99,398,10774,2,8119,2005-07-28 19:23:15
0.99,316,8577,1,12028,2005-08-17 20:03:47
4.99,228,6148,1,5320,2005-07-09 16:23:32
4.99,154,4205,2,13861,2005-08-20 14:56:53
4.99,298,8083,2,3095,2005-06-20 16:16:53
5.99,337,9102,1,3626,2005-07-06 06:15:35
4.99,59,1620,2,212,2005-05-26 08:34:41
6.99,247,6679,1,450,2005-05-27 19:18:54
4.99,546,14673,1,8532,2005-07-29 10:26:56
0.99,234,6312,1,12226,2005-08-18 03:00:48
5.99,582,15608,1,15090,2005-08-22 11:34:33
7.99,449,12133,2,14962,2005-08-22 06:37:43
0.99,257,6949,2,13218,2005-08-19 15:39:39
4.99,587,15725,2,10224,2005-08-01 01:31:56
4.99,268,7268,2,12694,2005-08-18 20:10:39
4.99,55,1529,1,12776,2005-08-18 23:37:33
2.99,588,15762,1,15158,2005-08-22 14:30:39
5.99,525,14117,1,437,2005-05-27 17:47:22
7.99,475,12849,1,7641,2005-07-28 01:15:45
4.99,474,12816,2,3787,2005-07-06 14:02:01
2.99,461,12448,2,7664,2005-07-28 02:24:23
4.99,487,13163,2,13210,2005-08-19 15:23:38
5.99,361,9762,2,11243,2005-08-02 13:32:48
5.99,249,6719,1,1473,2005-06-15 20:55:20
6.99,520,13988,1,962,2005-05-30 18:45:17
9.99,295,7990,1,3876,2005-07-06 18:21:13
4.99,78,2128,2,8920,2005-07-30 01:59:24
9.99,258,6964,1,5935,2005-07-10 22:11:04
2.99,580,15556,2,13742,2005-08-20 10:49:15
0.99,330,8930,1,12867,2005-08-19 02:40:11
6.99,50,1382,2,10180,2005-07-31 23:57:43
0.99,376,10177,1,2779,2005-06-19 18:19:07
3.99,42,1161,1,7405,2005-07-27 16:25:11
0.99,89,2432,2,9767,2005-07-31 09:46:49
2.99,51,1417,2,13098,2005-08-19 10:51:59
6.99,128,3448,2,6481,2005-07-12 01:50:15
4.99,290,7860,1,8639,2005-07-29 14:30:31
4.99,374,10148,2,15202,2005-08-22 16:26:53
0.99,537,14458,1,3555,2005-07-06 02:45:35
2.99,166,4489,2,1412,2005-06-15 17:09:48
4.99,495,13333,1,2349,2005-06-18 12:25:14
4.99,446,12038,1,6510,2005-07-12 03:35:39
6.99,543,14595,1,243,2005-05-26 13:06:05
5.98,516,13912,1,12130,2006-02-14 15:16:03
7.99,144,3920,1,15753,2005-08-23 12:43:30
2.99,444,11991,2,12712,2005-08-18 21:04:13
2.99,410,11085,1,1514,2005-06-15 22:57:34
3.99,194,5257,2,12851,2005-08-19 02:12:12
0.99,350,9468,2,3206,2005-06-21 00:39:39
1.99,533,14340,2,190,2005-05-26 06:11:28
2.99,17,464,1,14040,2005-08-20 21:43:44
2.99,532,14312,2,5190,2005-07-09 10:25:24
8.99,502,13523,1,6760,2005-07-12 15:16:00
0.99,139,3758,2,4660,2005-07-08 09:54:47
0.99,340,9205,1,10995,2005-08-02 04:48:00
6.99,512,13786,1,5064,2005-07-09 04:38:51
4.99,477,12889,2,2676,2005-06-19 11:54:57
6.99,139,3764,1,6496,2005-07-12 02:57:39
4.99,460,12420,2,3820,2005-07-06 15:35:26
4.99,552,14825,2,14724,2005-08-21 21:53:47
2.99,471,12736,2,9560,2005-07-31 02:17:27
4.99,482,13029,2,14383,2005-08-21 10:02:05
0.99,85,2319,1,10548,2005-08-01 12:44:32
4.99,464,12541,1,15983,2005-08-23 20:13:38
3.99,398,10784,1,15189,2005-08-22 15:56:42
2.99,134,3633,2,13006,2005-08-19 07:47:16
2.99,348,9426,2,13238,2005-08-19 16:20:56
4.99,528,14212,2,3654,2005-07-06 07:45:31
0.99,106,2858,2,6992,2005-07-27 01:04:45
7.99,317,8591,2,5942,2005-07-10 22:47:17
7.99,324,8776,2,14479,2005-08-21 13:35:54
2.99,544,14624,1,4703,2005-07-08 11:44:56
2.99,217,5889,2,7104,2005-07-27 05:15:25
2.99,135,3664,2,15908,2005-08-23 17:42:00
6.99,528,14229,2,15880,2005-08-23 16:43:54
2.99,45,1240,2,6002,2005-07-11 01:27:49
4.99,252,6797,1,7024,2005-07-27 02:36:40
5.99,40,1120,1,13840,2005-08-20 14:23:20
2.99,243,6585,1,14033,2005-08-20 21:30:53
2.99,147,3992,2,6753,2005-07-12 14:55:42
4.99,370,10009,1,10336,2005-08-01 04:59:53
0.99,299,8120,2,6732,2005-07-12 13:58:51
4.99,2,58,2,15145,2005-08-22 13:53:04
4.99,349,9444,1,7002,2005-07-27 01:26:14
2.99,55,1518,1,2904,2005-06-20 02:54:06
4.99,24,644,1,8947,2005-07-30 03:15:37
4.99,348,9404,2,3610,2005-07-06 05:36:59
2.99,463,12518,2,10906,2005-08-02 01:47:04
0.99,201,5460,1,10891,2005-08-02 01:09:55
4.99,421,11373,1,1693,2005-06-16 12:39:51
4.99,364,9847,2,9266,2005-07-30 14:59:01
2.99,89,2440,1,15845,2005-08-23 15:38:34
5.99,576,15442,2,9548,2005-07-31 01:54:19
4.99,333,9009,2,13710,2005-08-20 09:35:20
2.99,102,2750,1,5716,2005-07-10 10:59:23
0.99,354,9575,2,8921,2005-07-30 02:04:02
0.99,430,11604,2,2892,2005-06-20 02:06:39
5.99,187,5080,1,2742,2005-06-19 16:05:47
5.99,299,8116,2,4153,2005-07-07 08:53:08
3.99,63,1720,2,9549,2005-07-31 01:57:04
4.99,218,5920,2,14848,2005-08-22 02:14:19
2.99,500,13488,1,15584,2005-08-23 05:49:21
5.99,171,4635,2,2599,2005-06-19 06:06:07
2.99,297,8064,2,9014,2005-07-30 05:19:27
4.99,473,12792,2,6890,2005-07-12 21:03:03
7.99,479,12948,2,9754,2005-07-31 09:23:43
7.99,259,6983,1,1641,2005-06-16 08:46:26
0.99,45,1238,1,5637,2005-07-10 06:31:37
2.99,503,13568,1,13551,2005-08-20 04:00:30
6.99,163,4426,1,2994,2005-06-20 09:17:05
2.99,347,9396,2,15426,2005-08-23 00:07:19
2.99,362,9778,2,3197,2005-06-21 00:07:23
8.99,368,9967,2,13189,2005-08-19 14:27:16
7.99,251,6764,2,3422,2005-06-21 17:24:40
4.99,322,8711,1,7091,2005-07-27 04:44:10
4.99,405,10943,2,1315,2005-06-15 10:23:08
3.99,237,6402,1,8835,2005-07-29 22:44:35
6.99,133,3612,1,16009,2005-08-23 21:07:59
4.99,239,6446,1,1160,2005-06-14 23:00:34
2.99,385,10430,1,8346,2005-07-29 04:48:22
2.99,466,12559,2,1104,2005-05-31 14:30:01
7.99,185,5028,2,4822,2005-07-08 17:28:47
0.99,160,4352,2,7500,2005-07-27 20:16:03
4.99,340,9187,2,2183,2005-06-18 01:06:01
4.99,596,15970,2,10692,2005-08-01 18:12:35
5.99,310,8424,2,8637,2005-07-29 14:30:11
1.99,558,14936,1,2411,2005-06-18 16:55:54
0.99,426,11524,2,11237,2005-08-02 13:24:01
0.99,234,6309,1,11073,2005-08-02 07:13:03
2.99,121,3261,2,7298,2005-07-27 12:45:14
3.99,231,6244,1,15389,2005-08-22 22:51:13
5.99,20,527,2,7864,2005-07-28 10:06:10
3.99,209,5672,1,7269,2005-07-27 11:23:47
4.99,121,3254,1,217,2005-05-26 09:24:26
3.99,165,4486,1,15801,2005-08-23 14:26:04
3.99,70,1906,1,12951,2005-08-19 05:56:44
4.99,368,9947,1,2694,2005-06-19 13:17:21
0.99,520,14005,1,10072,2005-07-31 19:50:37
4.99,480,12973,2,12905,2005-08-19 04:13:37
2.99,437,11777,1,2792,2005-06-19 18:52:25
2.99,55,1516,2,1825,2005-06-16 21:53:05
2.99,245,6628,1,1377,2005-06-15 15:02:03
4.99,118,3176,1,7850,2005-07-28 09:31:13
2.99,60,1665,1,15093,2005-08-22 11:39:03
4.99,156,4258,2,14831,2005-08-22 01:40:49
6.99,150,4101,1,13116,2005-08-19 11:31:41
4.99,250,6739,1,637,2005-05-28 18:14:29
1.99,86,2356,1,15715,2005-08-23 10:57:40
4.99,70,1904,2,12218,2005-08-18 02:48:14
5.99,536,14437,1,6400,2005-07-11 22:43:44
2.99,393,10653,1,6221,2005-07-11 13:24:27
1.99,160,4351,2,6448,2005-07-12 00:45:59
4.99,204,5549,1,15364,2005-08-22 21:41:41
4.99,309,8409,2,13909,2005-08-20 16:26:36
5.99,321,8685,1,6859,2005-07-12 19:53:57
5.99,475,12858,1,11293,2005-08-02 15:00:43
2.99,29,787,2,2801,2005-06-19 19:18:09
2.99,371,10047,1,13028,2005-08-19 08:27:23
8.99,236,6349,2,2139,2005-06-17 21:29:34
5.99,309,8407,2,13021,2005-08-19 08:08:04
4.99,337,9104,2,4093,2005-07-07 05:54:50
4.99,94,2572,1,14865,2005-08-22 03:06:38
2.99,349,9435,1,1197,2005-06-15 01:42:46
2.99,460,12439,2,15954,2005-08-23 19:14:07
0.99,156,4250,1,9696,2005-07-31 07:13:46
4.99,252,6788,1,707,2005-05-29 03:18:19
0.99,377,10217,1,9564,2005-07-31 02:31:37
2.99,39,1079,2,5515,2005-07-10 01:12:44
6.99,287,7776,2,8994,2005-07-30 04:51:32
3.99,20,521,2,4011,2005-07-07 00:48:25
4.99,240,6488,2,7481,2005-07-27 19:20:25
0.99,91,2497,1,14132,2005-08-21 01:43:58
4.99,96,2613,2,11864,2005-08-17 14:02:01
4.99,147,4001,2,13542,2005-08-20 03:41:57
4.99,114,3090,2,12506,2006-02-14 15:16:03
5.99,373,10094,1,5120,2005-07-09 07:14:23
4.99,573,15354,2,9846,2005-07-31 12:30:12
4.99,94,2575,1,15371,2006-02-14 15:16:03
4.99,520,13991,1,2772,2005-06-19 17:59:27
0.99,148,4018,1,3653,2005-07-06 07:45:13
6.99,156,4246,2,6540,2005-07-12 04:51:13
4.99,50,1359,1,905,2005-05-30 10:25:00
0.99,197,5349,1,12799,2005-08-19 00:27:01
2.99,442,11923,1,3661,2005-07-06 08:10:02
0.99,251,6784,1,14292,2005-08-21 07:06:20
2.99,8,229,1,15764,2005-08-23 13:05:10
4.99,94,2568,1,9605,2005-07-31 03:50:07
7.99,253,6819,1,3658,2005-07-06 08:01:08
0.99,462,12488,1,9891,2005-07-31 14:05:44
2.99,502,13511,2,258,2005-05-26 15:28:14
1.99,398,10779,1,9771,2005-07-31 09:55:36
4.99,517,13931,1,10063,2005-07-31 19:25:13
4.99,571,15293,2,1990,2005-06-17 10:48:44
6.99,8,207,2,866,2005-05-30 03:43:54
0.99,330,8911,2,2885,2005-06-20 01:33:42
1.99,121,3263,2,8788,2005-07-29 20:46:44
4.99,210,5711,1,12879,2005-08-19 03:22:55
2.99,312,8477,2,14362,2005-08-21 09:19:49
2.99,358,9673,1,6362,2005-07-11 21:09:31
4.99,254,6869,2,14497,2005-08-21 14:09:47
0.99,550,14758,1,7030,2005-07-27 03:01:40
2.99,208,5645,2,7984,2005-07-28 14:27:51
3.99,380,10272,1,1868,2005-06-17 02:03:22
3.99,583,15613,1,1428,2005-06-15 18:19:30
5.99,230,6211,1,11552,2005-08-17 01:04:29
6.99,217,5896,1,10836,2005-08-01 23:29:58
7.99,22,596,1,15134,2005-08-22 13:18:25
2.99,372,10060,1,5314,2005-07-09 16:05:28
5.99,436,11763,2,11896,2005-08-17 15:19:54
5.99,583,15624,1,5478,2005-07-09 23:45:15
0.99,303,8238,1,12365,2005-08-18 07:55:09
2.99,394,10677,2,4009,2005-07-07 00:28:55
0.99,355,9594,1,6127,2005-07-11 08:06:59
0.99,95,2590,2,10446,2005-08-01 09:02:17
2.99,579,15509,1,3111,2005-06-20 17:46:47
9.99,549,14740,2,9511,2005-07-31 00:25:05
2.99,255,6879,1,7646,2005-07-28 01:31:45
3.99,214,5817,1,10563,2005-08-01 13:06:03
4.99,166,4498,2,5380,2005-07-09 19:08:44
