inventario_id,negozio_id,film_id
3529,2,772
515,1,114
1288,1,285
3328,1,732
1788,2,388
2183,2,471
3509,1,768
1279,1,283
2005,2,436
2653,1,581
1915,2,416
1848,2,402
2353,1,512
3956,1,863
2058,1,447
1811,1,393
3663,2,800
2337,2,508
4512,2,985
1609,2,351
3584,1,784
4222,2,918
4141,1,900
2649,2,580
3413,1,748
4042,1,880
3696,2,809
1709,1,373
725,1,159
658,2,142
2116,2,458
3494,1,765
2751,1,603
2781,2,610
4484,2,979
3678,2,804
410,2,90
349,2,77
155,2,32
1809,2,392
4272,1,930
3567,2,780
4430,1,969
902,2,200
3781,2,828
3060,2,672
3300,2,726
3411,1,748
2634,1,578
917,1,204
889,1,199
2957,2,648
508,2,113
2386,1,521
2147,1,464
2023,1,440
837,2,183
709,1,155
872,2,191
1454,1,319
3686,1,806
3132,2,688
3762,2,823
100,1,20
1836,2,398
3282,1,723
529,2,116
3308,1,728
1548,2,339
1707,1,372
629,2,137
4318,1,941
580,1,127
1907,1,415
668,2,145
3265,1,719
1416,1,310
4268,1,929
3605,1,788
3057,1,672
1086,2,242
3222,2,707
1625,2,355
4513,2,985
131,1,26
3105,1,682
1300,1,287
2026,2,440
2085,2,452
4346,1,947
3027,2,664
2840,2,623
2736,2,600
1113,1,247
2592,1,569
2338,2,508
4353,1,949
1842,1,401
4150,2,901
4046,2,880
3232,2,709
3570,2,781
3592,2,785
3536,2,773
1450,2,317
3340,2,734
4289,2,934
3139,2,689
1872,2,408
3542,1,774
1164,2,257
2733,2,599
3023,1,664
208,2,46
1613,2,352
1937,2,421
2548,1,559
2084,2,451
1740,2,378
2443,1,533
1844,1,402
2216,2,479
1852,1,403
4131,2,897
3765,2,823
1590,1,349
2618,2,574
3614,2,789
987,1,220
1870,1,408
120,1,24
2777,2,609
960,2,214
80,2,16
4177,2,908
3227,1,709
561,1,122
743,2,162
1076,2,239
4189,1,912
693,2,151
1438,2,314
2941,1,646
3657,2,798
1722,1,376
452,1,100
1028,1,230
1515,1,331
2379,2,519
4521,1,987
4204,2,914
3544,1,775
3520,1,771
361,2,79
1913,2,416
2911,2,639
669,1,146
248,1,56
575,2,125
2250,2,486
3749,1,820
1846,2,402
1406,1,308
2894,1,636
135,1,27
1368,2,301
4105,2,893
2906,2,638
2569,1,563
2115,2,458
3732,1,816
2646,1,580
418,2,91
1648,1,360
3601,1,787
1557,2,341
4119,2,895
1443,2,316
4027,2,877
1666,2,363
880,2,193
439,1,97
3149,2,691
175,1,39
1292,2,285
1491,1,327
1682,1,367
3585,2,784
2336,2,507
3692,2,807
2984,2,654
2305,1,501
2091,1,453
3816,2,835
3061,2,672
2849,2,624
242,1,55
3625,2,791
4293,1,936
1184,2,263
664,2,143
2314,2,502
4490,1,981
2996,1,657
1383,2,303
2883,1,632
3739,1,818
4422,1,967
376,1,83
3766,2,824
3961,2,863
3782,2,828
1596,1,350
215,2,48
3079,1,677
3830,2,838
1958,1,427
4320,1,941
2235,2,483
3417,2,748
3787,2,829
758,1,166
699,1,153
1188,1,265
1100,2,244
1393,1,305
1889,1,412
1857,2,405
4083,2,890
3095,2,680
3735,2,816
2318,1,503
2995,1,657
4391,1,959
4417,1,966
3679,1,805
1652,1,361
82,1,17
3428,2,752
3528,1,772
2832,2,621
3814,1,835
2117,2,458
3611,1,789
3069,1,675
1905,1,415
461,2,101
2830,1,621
1781,2,387
4381,1,957
2357,2,512
3632,1,793
4341,2,946
1252,1,276
3628,2,791
3745,1,819
182,2,40
3623,1,791
3368,1,739
1687,2,367
469,2,103
678,1,149
2213,1,479
4050,2,881
3578,1,783
4468,2,976
233,2,52
1261,1,280
4270,1,929
2042,1,444
3207,1,705
1892,2,412
3851,1,843
3574,1,782
1607,2,351
1947,1,424
4370,1,953
728,2,159
1280,1,283
521,1,115
3930,1,857
2462,2,538
2252,2,487
4057,2,883
4193,2,912
2759,1,606
130,1,26
2219,1,480
2927,2,643
2478,1,543
3540,1,774
1980,1,432
1561,1,342
3501,1,767
2919,2,641
2767,2,608
3081,2,677
108,1,22
510,2,113
3305,2,727
4016,1,875
886,1,196
3473,2,761
2009,2,437
3055,2,670
1378,1,303
3036,1,666
1410,1,309
3862,1,845
1700,1,370
2400,2,524
3142,1,690
3844,1,842
2716,1,596
2291,2,496
3299,2,726
1603,2,350
4158,2,902
4238,2,921
442,1,98
2368,2,516
1533,1,335
2140,1,463
1812,1,394
2007,1,437
2360,1,514
921,2,204
2812,1,617
1592,1,349
4317,1,941
674,1,147
1286,2,284
204,1,45
2895,1,636
2484,1,545
1247,2,275
3430,2,752
4556,1,994
2522,2,554
590,1,129
2931,2,644
178,2,39
4409,1,964
1537,2,336
1208,1,269
3102,2,681
4152,1,902
2775,2,609
2029,1,442
586,2,127
3382,1,743
3733,1,816
2050,2,445
3612,2,789
2958,1,649
2670,1,586
3674,1,804
2718,2,596
2198,1,476
3750,1,820
740,1,162
2020,1,439
203,1,45
3731,1,816
2732,2,599
655,1,142
3517,2,770
2061,2,447
338,2,74
3910,1,853
846,1,185
3213,2,706
3736,2,816
2083,2,451
3045,1,668
3302,1,727
4031,2,878
2898,2,637
4384,1,958
619,1,135
4445,1,972
616,2,134
1364,1,301
1730,1,377
778,1,170
4187,2,911
3164,2,694
4183,1,911
974,1,218
578,2,126
24,2,5
3707,1,811
2,1,1
1321,1,292
802,2,174
3333,1,733
1826,1,397
1751,2,380
1014,2,227
1360,2,300
2790,2,612
3403,2,746
4519,2,986
1994,2,434
3758,2,822
4461,1,975
4178,2,908
3580,1,783
4363,2,951
4528,2,988
3035,1,666
427,1,94
1397,1,306
2376,2,518
4224,2,918
1218,2,270
4393,2,960
1060,2,235
2222,1,481
1789,2,388
3947,1,861
2632,1,577
3842,2,841
1030,1,231
4117,1,895
1575,1,346
21,2,4
1920,1,417
3345,1,735
2397,1,524
807,2,175
1460,1,320
144,1,30
4303,2,937
3172,1,697
476,1,105
2322,1,504
4107,2,893
1088,2,242
3468,2,760
4104,1,893
3130,2,688
2567,2,562
2510,2,551
954,2,212
4253,2,924
3356,2,737
112,2,22
3677,2,804
2516,2,553
3504,2,767
3203,1,704
543,2,118
3228,1,709
935,1,207
3734,2,816
3445,2,755
4305,1,938
3178,2,697
163,1,35
1273,1,282
975,1,218
2214,1,479
2535,2,556
3908,2,852
2114,2,458
4343,2,946
1177,2,262
4263,1,927
3372,2,739
2174,2,469
3314,2,729
3281,1,723
3025,2,664
4094,1,892
4121,1,896
2209,1,478
1187,2,264
2945,2,646
1070,1,239
1272,1,282
1655,2,361
3878,1,848
705,2,154
3240,2,711
3214,2,706
3773,2,826
824,2,180
4020,2,875
1776,2,385
1713,1,374
3604,1,788
2824,1,620
2362,2,514
2887,2,634
2095,1,454
2489,2,545
213,1,48
4478,1,979
3371,2,739
684,1,150
9,2,2
1424,2,311
2475,1,542
1287,2,284
290,2,65
971,2,216
4063,1,886
1284,2,284
2231,1,483
3491,2,764
3572,1,782
1163,2,257
905,1,201
3869,1,846
3538,2,773
4291,2,935
3248,1,715
4416,1,966
2564,1,562
125,1,25
2623,2,575
3704,2,810
1898,1,413
3426,2,751
2098,1,455
3991,1,870
3461,2,759
2800,2,615
4103,1,893
742,2,162
2680,2,588
3775,1,827
1222,1,271
2479,1,543
830,2,181
4110,1,894
2464,2,538
3712,1,812
2257,2,488
2401,2,524
1535,1,336
4492,1,981
1093,2,243
1353,2,298
84,2,17
3208,1,705
621,1,135
1951,2,425
2323,2,504
4302,2,937
230,2,51
395,2,88
2260,1,489
2960,2,649
2122,1,460
2858,2,626
3618,1,790
751,2,164
1863,2,406
2048,1,445
393,2,86
3279,1,723
2428,1,530
3495,1,765
2273,2,491
4082,1,890
657,2,142
2441,2,532
2227,2,481
3419,1,749
1036,2,231
2665,2,585
1830,2,397
2934,2,644
3336,2,733
420,1,92
4235,1,921
2668,1,586
568,1,123
2157,1,466
2039,1,444
1455,2,319
2981,1,653
3017,2,662
2069,2,449
492,2,109
2861,2,627
13,2,3
3421,2,749
61,1,12
70,2,13
3420,1,749
2998,2,657
1374,2,302
1366,1,301
3865,2,845
640,1,139
1106,2,245
2329,1,506
1756,2,381
2666,2,585
1404,2,307
836,1,183
2978,1,652
2583,1,567
1904,2,414
4524,2,987
1095,1,244
3957,1,863
2580,1,565
1215,1,270
1042,1,233
937,1,207
1995,2,434
4344,2,946
2499,1,549
1981,1,432
126,1,25
4211,2,915
810,2,176
2491,2,546
180,2,39
1576,1,346
252,2,56
366,1,80
3724,2,814
4332,2,944
994,1,222
3928,1,857
2923,1,643
1989,2,433
2036,2,443
18,1,4
3973,2,865
3446,2,755
862,2,189
2178,1,471
4108,2,893
592,2,129
1879,2,409
4130,2,897
4095,1,892
4377,1,956
4256,1,925
2608,2,572
662,1,143
1855,2,403
2143,2,463
4140,1,899
4435,1,970
4314,1,940
1067,1,238
27,1,6
3754,2,821
1101,2,244
2627,2,576
1017,1,228
99,1,20
2086,2,452
3883,1,849
3535,2,773
1886,1,411
4505,1,983
791,1,173
1090,1,243
2659,2,583
798,1,174
607,1,132
4026,1,877
2868,2,628
1597,1,350
1593,2,349
3519,1,771
201,1,45
806,2,175
2820,2,619
1741,2,378
4264,1,927
2637,2,578
3997,2,870
1477,2,323
3789,2,829
2917,1,641
2888,2,634
43,1,9
2423,1,529
50,2,10
3513,2,769
2316,1,503
644,1,140
776,2,169
2469,1,540
716,2,157
869,1,191
2694,2,591
848,1,186
2737,2,600
247,2,55
1151,2,254
2602,2,571
1441,2,315
991,2,220
3638,2,794
4563,1,996
4226,1,919
3598,2,786
2711,2,595
158,2,34
3042,2,667
1719,2,374
1235,2,273
2699,2,592
1589,1,349
263,2,58
3941,1,859
3577,2,782
3269,2,720
985,1,220
3093,1,680
2340,2,509
459,1,101
2852,1,625
946,2,210
3440,2,754
3116,2,684
272,1,61
3590,1,785
1755,2,381
701,1,153
2123,1,460
2421,1,528
4315,1,940
4163,1,905
1662,1,363
4174,1,907
4261,1,927
4529,2,988
3806,2,833
3437,2,753
2303,2,500
721,2,158
2278,2,493
4161,1,904
2688,1,590
71,1,15
878,2,193
4258,2,925
4128,1,897
894,2,199
4100,2,892
2726,1,598
1083,1,241
4331,2,944
2568,2,562
3860,1,845
1021,2,228
276,2,61
944,1,209
1073,2,239
560,1,122
626,1,136
3335,2,733
3672,1,804
2343,1,510
4088,1,891
1531,2,334
2886,2,633
1825,2,396
3992,1,870
1865,1,407
2015,2,438
479,2,105
2019,1,439
2082,2,451
3355,1,737
2682,2,589
1554,1,341
1299,2,286
1169,1,259
211,2,47
2579,1,565
2661,1,584
3176,2,697
3913,2,854
857,1,189
2090,1,453
3311,2,729
3123,1,687
3395,1,745
2753,2,603
1526,1,334
1578,2,346
3492,1,765
1814,1,394
1501,1,329
696,1,152
4394,2,960
3185,2,698
720,1,158
1437,2,314
585,2,127
2723,2,597
1091,2,243
3987,1,869
2505,1,551
2905,2,638
1318,1,291
3857,2,844
373,1,82
1559,1,342
1046,2,233
3005,2,659
1948,1,424
4157,2,902
4504,1,983
2435,2,531
2037,2,443
4399,2,961
4167,1,906
906,1,201
4297,2,936
1536,1,336
291,1,66
1433,2,313
999,2,223
2582,1,566
4215,2,916
348,1,77
2429,1,530
1429,1,313
1783,2,387
2971,1,651
2275,2,491
2096,1,455
4175,1,908
3125,1,687
3053,2,670
124,1,25
93,1,19
2247,1,486
2167,1,468
3757,2,822
2549,1,559
761,1,166
3146,1,691
1176,1,261
1231,1,273
4296,2,936
2432,1,531
3921,1,856
2962,2,649
502,1,112
2951,2,647
3521,2,771
3432,1,753
4180,2,910
3268,1,720
1470,1,322
1228,1,272
153,2,31
4127,1,897
523,2,115
2373,1,518
495,1,110
3795,1,831
2201,2,476
1312,1,290
3292,1,725
3037,1,666
2744,1,602
1703,1,371
2976,1,652
140,1,28
1708,1,373
2427,1,530
534,1,117
2014,2,438
867,1,191
3922,1,856
1595,2,349
1171,2,260
2286,2,494
3277,2,722
2244,2,485
956,1,213
3896,1,851
329,1,73
2916,1,641
1224,2,271
1769,2,383
2150,2,464
2057,1,447
370,1,81
2997,1,657
1268,2,281
1266,1,281
3137,1,689
679,1,149
3550,2,776
1803,2,391
4423,1,967
268,2,59
2162,2,467
3645,1,796
2453,1,535
273,1,61
582,1,127
4041,1,880
2601,2,571
2740,1,601
2111,2,457
4034,1,879
2365,2,514
2495,2,547
2253,2,487
2959,1,649
4251,2,924
1843,1,402
509,2,113
1453,1,319
1875,1,409
827,1,181
1332,2,294
4102,1,893
606,1,132
1970,2,429
3013,1,661
4223,2,918
2474,1,542
3971,1,865
206,2,45
2528,2,555
1689,1,368
760,1,166
1891,1,412
2355,2,512
482,1,106
2801,2,615
3230,2,709
1302,2,287
2345,1,510
774,1,169
2834,2,621
4486,1,980
3108,1,683
4164,1,905
2482,2,544
1361,2,300
3654,1,798
533,1,117
2354,2,512
1887,1,411
943,1,209
110,1,22
128,2,25
622,2,135
3094,2,680
882,1,194
4514,2,985
3414,1,748
1631,2,356
3136,1,689
773,1,169
1352,2,298
3942,2,859
3539,1,774
3854,2,843
3499,1,767
1244,1,275
2614,1,573
335,1,74
984,1,219
4415,1,965
3918,2,855
4188,2,911
516,2,114
2826,2,620
2492,2,546
4485,1,980
449,2,99
1986,1,433
2936,1,645
3278,2,722
2126,2,460
3824,2,837
4368,1,952
1348,2,297
1608,2,351
3396,1,745
1342,2,295
717,2,157
1387,1,304
1850,1,403
4312,2,939
1142,1,253
1162,2,257
3050,1,670
3220,2,707
3810,2,834
3004,2,659
1883,1,410
3467,1,760
332,2,73
1246,1,275
423,2,93
386,2,85
2035,2,443
2297,1,500
723,2,158
4006,2,872
137,1,27
1919,1,417
2684,2,589
315,2,70
1474,2,322
2104,2,456
2975,2,651
4068,1,887
1640,1,358
981,1,219
3378,1,741
317,2,71
198,2,44
2339,2,508
1010,2,226
1902,2,414
1394,2,305
2506,1,551
2746,2,602
3551,2,776
4542,2,991
3779,2,827
381,1,84
4578,2,1000
3192,1,702
4299,1,937
2212,2,478
4352,2,948
4496,1,982
2307,2,501
3389,1,744
405,1,90
2457,2,536
2331,1,506
2364,2,514
3459,1,759
311,2,69
3917,1,855
3809,2,834
4375,1,956
852,2,187
445,1,99
3837,1,841
3579,1,783
3639,2,794
4245,2,922
4214,1,916
4495,2,981
244,1,55
3564,2,778
1102,1,245
4452,1,973
368,1,81
2663,2,585
3489,2,764
4350,2,948
3441,1,755
1051,1,234
3714,2,812
1432,2,313
310,2,69
968,2,215
1658,2,361
4308,2,938
1054,2,234
3982,1,868
4426,2,967
4292,2,935
1736,1,378
279,2,62
3546,2,775
2064,1,448
2607,1,572
4240,1,922
2205,2,477
855,1,188
2864,1,628
3466,1,760
1678,2,366
1519,2,331
1493,1,327
1660,1,362
1160,2,256
1116,2,247
397,2,88
3351,1,736
633,1,138
3875,2,847
2144,1,464
3937,2,858
530,2,116
3972,1,865
4064,1,886
4220,2,917
1408,2,308
3668,1,803
3884,1,849
1146,2,253
212,1,48
2313,2,502
2774,1,609
106,2,21
2341,2,509
3630,2,792
2135,1,462
299,2,67
755,1,165
3975,2,866
1506,2,329
136,1,27
3511,2,768
1198,2,266
2729,1,599
4348,1,948
3399,2,745
2138,2,462
304,1,69
337,2,74
551,1,120
598,2,130
3376,1,741
1764,2,382
1202,1,267
3120,1,686
4198,1,913
3288,2,724
2508,2,551
714,2,156
736,1,161
3181,1,698
1513,2,330
2979,1,652
1890,1,412
2173,2,469
3239,2,711
1969,2,429
2745,2,602
4321,2,941
142,1,29
2413,2,526
1492,1,327
2833,2,621
3582,1,784
2992,2,656
2170,2,468
283,2,63
1831,2,397
345,1,77
2595,2,570
292,1,66
35,2,7
2814,2,618
646,2,140
224,1,50
1503,1,329
1038,1,232
4336,1,945
789,2,172
2407,2,525
1555,2,341
1778,1,387
281,1,63
425,2,93
2132,2,461
874,1,193
3427,2,751
2181,2,471
1785,1,388
3255,2,716
1419,1,311
2584,1,567
4136,2,898
2262,1,489
4109,1,894
3836,1,840
3828,2,838
391,2,86
1599,1,350
3339,2,734
1604,1,351
2837,2,622
1472,1,322
4471,2,976
805,2,175
3629,2,792
1335,1,295
3770,1,825
1862,2,406
3077,1,677
2299,1,500
1754,2,381
2969,2,650
3486,1,764
3217,1,707
105,2,21
3619,1,790
4443,1,971
3767,2,824
3365,2,738
3456,2,758
2553,2,559
4565,1,997
1746,2,379
531,2,116
949,1,211
608,1,132
352,1,78
1314,1,290
4248,2,923
2748,1,603
4555,1,994
4071,2,887
2876,1,631
3014,1,662
37,2,8
898,1,200
4358,2,949
713,2,155
4019,2,875
1396,2,305
171,2,37
2754,2,604
661,1,143
1668,1,364
56,1,11
4230,1,920
434,1,96
4208,1,915
2392,2,522
3700,1,810
648,2,140
2153,2,465
2494,2,547
576,2,125
1023,1,229
552,1,120
1728,2,376
313,1,70
165,2,35
3464,2,759
1663,1,363
2662,1,584
2644,2,579
3594,1,786
2195,2,474
1732,2,377
4328,1,944
4001,2,871
205,2,45
1856,2,403
3929,1,857
72,1,15
638,1,139
2237,1,484
1671,1,365
3943,2,859
20,2,4
3086,1,678
3477,2,762
841,1,184
993,1,222
3007,1,660
2531,2,555
3864,2,845
1442,2,315
832,1,182
1483,2,324
1499,2,328
2572,1,563
3324,2,731
383,2,85
986,1,220
1488,2,326
933,2,206
3155,1,693
2953,1,648
1696,2,369
3526,1,772
4311,2,939
1698,1,370
1381,1,303
4455,2,973
3984,1,869
2077,2,450
1511,2,330
2697,1,592
2292,1,498
3295,2,725
148,1,31
3134,1,689
612,1,133
1762,2,382
557,2,121
2533,1,556
3799,1,832
2326,2,505
1463,2,320
4201,1,914
3187,1,699
2808,2,616
78,1,16
3785,1,829
4460,1,974
1749,2,380
800,2,174
1616,2,353
3768,2,824
3250,2,715
2136,2,462
1423,2,311
3296,2,725
2274,2,491
1765,1,383
4073,1,888
3329,1,732
4427,1,968
4446,1,972
3697,2,809
3038,2,666
2973,2,651
1584,1,347
513,1,114
1457,2,319
2780,1,610
4076,1,888
7,2,1
2467,1,540
4367,1,952
4575,1,1000
3276,1,722
1214,1,270
2079,2,450
2555,1,560
4412,2,964
472,2,103
3019,1,663
3072,1,676
519,1,115
2151,1,465
1530,2,334
3986,1,869
2481,1,544
2389,2,521
3695,2,808
2581,1,566
4070,1,887
1485,1,326
2500,2,549
382,1,84
4322,2,941
2922,1,643
636,2,138
3568,2,780
2912,2,640
396,2,88
4045,2,880
2932,2,644
2603,2,571
3386,2,743
2954,1,648
4181,1,911
1114,1,247
3064,2,673
2867,2,628
3177,2,697
2757,2,605
2771,1,609
3587,2,784
2245,2,485
691,1,151
3054,2,670
1260,1,280
732,1,160
1081,1,241
4576,1,1000
4049,2,881
2011,2,437
3242,2,711
4286,1,933
185,2,42
4359,1,951
4099,2,892
565,2,122
207,2,46
4507,1,984
1944,2,423
2598,1,571
4260,2,926
3653,2,797
286,2,64
3728,1,815
2404,1,525
4522,1,987
2348,1,511
4147,1,901
38,2,8
1421,2,311
584,2,127
319,2,71
2012,1,438
365,1,80
226,2,50
2875,2,630
556,1,121
3126,2,687
3373,2,740
3879,1,848
4372,1,953
3565,2,779
321,1,72
2203,2,476
1544,2,338
1464,2,320
267,2,59
1274,1,282
1019,2,228
223,1,50
4474,2,977
982,1,219
2089,1,453
3481,1,763
4447,1,972
4382,2,957
4561,2,995
1456,2,319
930,2,206
698,1,153
840,1,184
1108,2,245
2145,1,464
1250,1,276
1558,2,341
3721,1,814
2630,1,577
2426,1,529
1761,2,382
919,1,204
885,1,196
