assays_ASI,assays_CHEI,assays_ASORGA,assays_ASSTIS,assays_ASSTY,assays_CURB,assays_T,assays_RELATY,assays_CONFSCO,assays_SI,assays_SASI,assays_CI,assays_BFO,assays_TII,assays_VAI
7557,CHEMBL873808,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
7558,CHEMBL876598,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
7559,CHEMBL621131,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
7560,CHEMBL621132,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
7561,CHEMBL621133,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
7562,CHEMBL621312,Rattus norvegicus,,A,Expert,50597,N,1,1,,,BAO_0000218,,
7563,CHEMBL621313,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
7564,CHEMBL621314,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
7565,CHEMBL621315,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
7566,CHEMBL621316,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
7567,CHEMBL621317,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
7568,CHEMBL621318,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
7569,CHEMBL621319,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
7570,CHEMBL621377,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
7571,CHEMBL621378,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
7572,CHEMBL876599,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
7573,CHEMBL621379,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
7574,CHEMBL621380,Rattus norvegicus,Plasma,A,Intermediate,50597,N,1,1,,,BAO_0000218,1969.0,
7575,CHEMBL621381,Rattus norvegicus,Plasma,A,Intermediate,50597,N,1,1,,,BAO_0000218,1969.0,
7576,CHEMBL618515,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
7577,CHEMBL618516,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
7578,CHEMBL618517,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
7579,CHEMBL618518,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
7580,CHEMBL618519,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
7581,CHEMBL618698,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
7582,CHEMBL618862,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
7583,CHEMBL618863,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
7584,CHEMBL618864,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
7585,CHEMBL618865,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
7586,CHEMBL618866,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
7587,CHEMBL618867,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
7588,CHEMBL875828,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
7589,CHEMBL618868,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
7590,CHEMBL618869,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
7591,CHEMBL618870,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
7592,CHEMBL618871,Rattus norvegicus,Plasma,A,Intermediate,50597,N,1,1,,,BAO_0000218,1969.0,
7593,CHEMBL618872,Rattus norvegicus,Plasma,A,Intermediate,50597,N,1,1,,,BAO_0000218,1969.0,
7594,CHEMBL873816,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
7595,CHEMBL618873,,,A,Autocuration,22224,U,0,1,,,BAO_0000218,,
7596,CHEMBL621602,,,A,Autocuration,22224,U,0,1,,,BAO_0000019,,
7597,CHEMBL621603,,,A,Autocuration,22224,U,0,1,,,BAO_0000218,,
7598,CHEMBL621604,,,A,Autocuration,22224,U,0,1,,,BAO_0000218,,
7599,CHEMBL621605,,,A,Autocuration,22224,U,0,1,,,BAO_0000218,,
7600,CHEMBL621606,,,A,Autocuration,22224,U,0,1,,,BAO_0000218,,
7601,CHEMBL621607,,,A,Autocuration,22224,U,0,1,,,BAO_0000218,,
7602,CHEMBL621608,,,A,Autocuration,22224,U,0,1,,,BAO_0000218,,
7603,CHEMBL621609,,,A,Autocuration,22224,U,0,1,,,BAO_0000019,,
7604,CHEMBL621610,,,A,Autocuration,22224,U,0,1,,,BAO_0000218,,
7605,CHEMBL621611,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
7606,CHEMBL621612,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
7607,CHEMBL622308,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
7608,CHEMBL622309,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
7609,CHEMBL622310,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
7610,CHEMBL622311,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
7611,CHEMBL622312,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
7612,CHEMBL622931,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
7613,CHEMBL622932,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
7614,CHEMBL622736,Rattus norvegicus,Plasma,A,Intermediate,50597,N,1,1,,,BAO_0000218,1969.0,
7615,CHEMBL622737,Rattus norvegicus,Plasma,A,Intermediate,50597,N,1,1,,,BAO_0000218,1969.0,
7616,CHEMBL622738,Rattus norvegicus,Plasma,A,Intermediate,50597,N,1,1,,,BAO_0000218,1969.0,
7617,CHEMBL622739,Rattus norvegicus,Plasma,A,Intermediate,50597,N,1,1,,,BAO_0000218,1969.0,
7618,CHEMBL622740,Rattus norvegicus,Plasma,A,Intermediate,50597,N,1,1,,,BAO_0000218,1969.0,
7619,CHEMBL622741,Rattus norvegicus,Plasma,A,Intermediate,50597,N,1,1,,,BAO_0000218,1969.0,
7620,CHEMBL622742,Rattus norvegicus,Plasma,A,Intermediate,50597,N,1,1,,,BAO_0000218,1969.0,
7621,CHEMBL622743,Rattus norvegicus,Plasma,A,Intermediate,50597,N,1,1,,,BAO_0000218,1969.0,
7622,CHEMBL622744,Mus musculus,Plasma,A,Intermediate,50594,N,1,1,,,BAO_0000218,1969.0,
7623,CHEMBL624134,,,A,Autocuration,22224,U,0,1,,,BAO_0000019,,
7624,CHEMBL624135,,,A,Autocuration,22224,U,0,1,,,BAO_0000019,,
7625,CHEMBL624136,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
7626,CHEMBL624137,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
7627,CHEMBL624320,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
7628,CHEMBL624321,Canis lupus familiaris,,A,Intermediate,50588,N,1,1,,,BAO_0000218,,
7629,CHEMBL624322,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
7630,CHEMBL624323,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
7631,CHEMBL624324,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
7632,CHEMBL624325,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
7633,CHEMBL624326,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
7634,CHEMBL624327,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
7635,CHEMBL624328,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
7636,CHEMBL627848,Canis lupus familiaris,,A,Intermediate,50588,N,1,1,,,BAO_0000218,,
7637,CHEMBL627849,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
7638,CHEMBL627850,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
7639,CHEMBL627851,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
7640,CHEMBL627852,Mus musculus,,A,Intermediate,50594,N,1,1,,,BAO_0000218,,
7641,CHEMBL627853,Mus musculus,,A,Intermediate,50594,N,1,1,,,BAO_0000218,,
7642,CHEMBL627854,Mus musculus,,A,Intermediate,50594,N,1,1,,,BAO_0000218,,
7643,CHEMBL627855,Mus musculus,,A,Intermediate,50594,N,1,1,,,BAO_0000218,,
7644,CHEMBL627856,Mus musculus,,A,Intermediate,50594,N,1,1,,,BAO_0000218,,
7645,CHEMBL875339,Mus musculus,,A,Intermediate,50594,N,1,1,,,BAO_0000218,,
7646,CHEMBL627857,Mus musculus,,A,Intermediate,50594,N,1,1,,,BAO_0000218,,
7647,CHEMBL627858,Rattus norvegicus,Spleen,A,Intermediate,50597,N,1,1,,,BAO_0000218,2106.0,
7648,CHEMBL627859,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
7649,CHEMBL627860,Rattus norvegicus,Brain,A,Intermediate,50597,N,1,1,,,BAO_0000218,955.0,
7650,CHEMBL627019,Rattus norvegicus,Heart,A,Intermediate,50597,N,1,1,,,BAO_0000218,948.0,
7651,CHEMBL627020,Rattus norvegicus,Liver,A,Intermediate,50597,N,1,1,,,BAO_0000218,2107.0,
7652,CHEMBL627021,Rattus norvegicus,Lung,A,Intermediate,50597,N,1,1,,,BAO_0000218,2048.0,
7653,CHEMBL627022,Rattus norvegicus,Muscle tissue,A,Intermediate,50597,N,1,1,,,BAO_0000218,2385.0,
7654,CHEMBL627023,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
7655,CHEMBL627024,Rattus norvegicus,Spleen,A,Intermediate,50597,N,1,1,,,BAO_0000218,2106.0,
7656,CHEMBL627025,Rattus norvegicus,Thyroid gland,A,Intermediate,50597,N,1,1,,,BAO_0000218,2046.0,
7657,CHEMBL627026,Rattus norvegicus,Kidney,A,Intermediate,50597,N,1,1,,,BAO_0000218,2113.0,
7658,CHEMBL627027,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
7659,CHEMBL627028,Rattus norvegicus,Brain,A,Intermediate,50597,N,1,1,,,BAO_0000218,955.0,
7660,CHEMBL627029,Rattus norvegicus,Heart,A,Intermediate,50597,N,1,1,,,BAO_0000218,948.0,
7661,CHEMBL627030,Rattus norvegicus,Kidney,A,Intermediate,50597,N,1,1,,,BAO_0000218,2113.0,
7662,CHEMBL627031,Rattus norvegicus,Liver,A,Intermediate,50597,N,1,1,,,BAO_0000218,2107.0,
7663,CHEMBL627032,Rattus norvegicus,Lung,A,Intermediate,50597,N,1,1,,,BAO_0000218,2048.0,
7664,CHEMBL627033,Rattus norvegicus,Muscle tissue,A,Intermediate,50597,N,1,1,,,BAO_0000218,2385.0,
7665,CHEMBL627034,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
7666,CHEMBL627035,Rattus norvegicus,Spleen,A,Intermediate,50597,N,1,1,,,BAO_0000218,2106.0,
7667,CHEMBL627036,Rattus norvegicus,Thyroid gland,A,Intermediate,50597,N,1,1,,,BAO_0000218,2046.0,
7668,CHEMBL875340,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
7669,CHEMBL627037,Rattus norvegicus,Heart,A,Intermediate,50597,N,1,1,,,BAO_0000218,948.0,
7670,CHEMBL627038,Rattus norvegicus,Kidney,A,Intermediate,50597,N,1,1,,,BAO_0000218,2113.0,
7671,CHEMBL627039,Rattus norvegicus,Liver,A,Intermediate,50597,N,1,1,,,BAO_0000218,2107.0,
7672,CHEMBL627040,Rattus norvegicus,Muscle tissue,A,Intermediate,50597,N,1,1,,,BAO_0000218,2385.0,
7673,CHEMBL624663,Rattus norvegicus,Spleen,A,Intermediate,50597,N,1,1,,,BAO_0000218,2106.0,
7674,CHEMBL625963,Rattus norvegicus,Thyroid gland,A,Intermediate,50597,N,1,1,,,BAO_0000218,2046.0,
7675,CHEMBL876799,Rattus norvegicus,Brain,A,Intermediate,50597,N,1,1,,,BAO_0000218,955.0,
7676,CHEMBL626133,Rattus norvegicus,Lung,A,Intermediate,50597,N,1,1,,,BAO_0000218,2048.0,
7677,CHEMBL626134,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
7678,CHEMBL626135,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
7679,CHEMBL626136,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
7680,CHEMBL626137,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
7681,CHEMBL626138,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
7682,CHEMBL626139,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
7683,CHEMBL626140,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
7684,CHEMBL626141,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
7685,CHEMBL626142,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
7686,CHEMBL627930,Rattus norvegicus,Muscle tissue,A,Intermediate,50597,N,1,1,,,BAO_0000218,2385.0,
7687,CHEMBL627931,Rattus norvegicus,Muscle tissue,A,Intermediate,50597,N,1,1,,,BAO_0000218,2385.0,
7688,CHEMBL627932,Rattus norvegicus,Muscle tissue,A,Intermediate,50597,N,1,1,,,BAO_0000218,2385.0,
7689,CHEMBL627933,Rattus norvegicus,Spleen,A,Intermediate,50597,N,1,1,,,BAO_0000218,2106.0,
7690,CHEMBL627934,Rattus norvegicus,Spleen,A,Intermediate,50597,N,1,1,,,BAO_0000218,2106.0,
7691,CHEMBL627935,Rattus norvegicus,Spleen,A,Intermediate,50597,N,1,1,,,BAO_0000218,2106.0,
7692,CHEMBL627936,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
7693,CHEMBL627937,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
7694,CHEMBL627938,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
7695,CHEMBL627939,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
7696,CHEMBL627940,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
7697,CHEMBL627941,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
7698,CHEMBL876800,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
7699,CHEMBL627942,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
7700,CHEMBL627943,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
7701,CHEMBL627944,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
7702,CHEMBL627945,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
7703,CHEMBL628584,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
7704,CHEMBL628585,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
7705,CHEMBL628586,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
7706,CHEMBL628587,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
7707,CHEMBL628588,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
7708,CHEMBL628589,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
7709,CHEMBL625304,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
7710,CHEMBL625305,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
7711,CHEMBL625306,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
7712,CHEMBL625307,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
7713,CHEMBL625308,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
7714,CHEMBL627740,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
7715,CHEMBL627741,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
7716,CHEMBL627742,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
7717,CHEMBL627743,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
7718,CHEMBL627744,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
7719,CHEMBL627745,Rattus norvegicus,Bone,A,Intermediate,50597,N,1,1,,,BAO_0000218,10000001.0,
7720,CHEMBL627746,Rattus norvegicus,Bone,A,Intermediate,50597,N,1,1,,,BAO_0000218,10000001.0,
7721,CHEMBL627747,Rattus norvegicus,Bone,A,Intermediate,50597,N,1,1,,,BAO_0000218,10000001.0,
7722,CHEMBL876810,Rattus norvegicus,Bone,A,Intermediate,50597,N,1,1,,,BAO_0000218,10000001.0,
7723,CHEMBL627748,Rattus norvegicus,Bone,A,Intermediate,50597,N,1,1,,,BAO_0000218,10000001.0,
7724,CHEMBL627749,Rattus norvegicus,Bone,A,Intermediate,50597,N,1,1,,,BAO_0000218,10000001.0,
7725,CHEMBL627750,Rattus norvegicus,Bone,A,Intermediate,50597,N,1,1,,,BAO_0000218,10000001.0,
7726,CHEMBL618728,Rattus norvegicus,Bone,A,Intermediate,50597,N,1,1,,,BAO_0000218,10000001.0,
7727,CHEMBL618729,Rattus norvegicus,Bone,A,Intermediate,50597,N,1,1,,,BAO_0000218,10000001.0,
7728,CHEMBL618730,Rattus norvegicus,Bone,A,Intermediate,50597,N,1,1,,,BAO_0000218,10000001.0,
7729,CHEMBL618731,Rattus norvegicus,Bone,A,Intermediate,50597,N,1,1,,,BAO_0000218,10000001.0,
7730,CHEMBL618732,Rattus norvegicus,Bone,A,Intermediate,50597,N,1,1,,,BAO_0000218,10000001.0,
7731,CHEMBL618733,Rattus norvegicus,Bone,A,Intermediate,50597,N,1,1,,,BAO_0000218,10000001.0,
7732,CHEMBL618734,Rattus norvegicus,Bone,A,Intermediate,50597,N,1,1,,,BAO_0000218,10000001.0,
7733,CHEMBL618735,Rattus norvegicus,Bone,A,Intermediate,50597,N,1,1,,,BAO_0000218,10000001.0,
7734,CHEMBL876602,Rattus norvegicus,Bone,A,Intermediate,50597,N,1,1,,,BAO_0000218,10000001.0,
7735,CHEMBL618736,Rattus norvegicus,Bone,A,Intermediate,50597,N,1,1,,,BAO_0000218,10000001.0,
7736,CHEMBL618737,Rattus norvegicus,Bone,A,Intermediate,50597,N,1,1,,,BAO_0000218,10000001.0,
7737,CHEMBL618738,Rattus norvegicus,Bone,A,Intermediate,50597,N,1,1,,,BAO_0000218,10000001.0,
7738,CHEMBL618739,Rattus norvegicus,Bone,A,Intermediate,50597,N,1,1,,,BAO_0000218,10000001.0,
7739,CHEMBL618740,Rattus norvegicus,Bone,A,Intermediate,50597,N,1,1,,,BAO_0000218,10000001.0,
7740,CHEMBL618741,Rattus norvegicus,Bone,A,Intermediate,50597,N,1,1,,,BAO_0000218,10000001.0,
7741,CHEMBL618742,Rattus norvegicus,Bone,A,Intermediate,50597,N,1,1,,,BAO_0000218,10000001.0,
7742,CHEMBL618743,Rattus norvegicus,Bone,A,Intermediate,50597,N,1,1,,,BAO_0000218,10000001.0,
7743,CHEMBL618744,Rattus norvegicus,Plasma,A,Intermediate,50597,N,1,1,,,BAO_0000218,1969.0,
7744,CHEMBL618745,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
7745,CHEMBL620479,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
7746,CHEMBL620480,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
7747,CHEMBL620481,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
7748,CHEMBL620482,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
7749,CHEMBL876603,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
7750,CHEMBL620483,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
7751,CHEMBL620484,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
7752,CHEMBL620485,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
7753,CHEMBL620486,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
7754,CHEMBL620487,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
7755,CHEMBL620488,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
7756,CHEMBL620489,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
7757,CHEMBL620490,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
7758,CHEMBL620491,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
7759,CHEMBL876604,Rattus norvegicus,Plasma,A,Intermediate,50597,N,1,1,,,BAO_0000218,1969.0,
7760,CHEMBL620492,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
7761,CHEMBL620493,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
7762,CHEMBL620494,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
7763,CHEMBL620495,Rattus norvegicus,Plasma,A,Intermediate,50597,N,1,1,,,BAO_0000218,1969.0,
7764,CHEMBL620496,Rattus norvegicus,Plasma,A,Intermediate,50597,N,1,1,,,BAO_0000218,1969.0,
7765,CHEMBL620497,Rattus norvegicus,Plasma,A,Intermediate,50597,N,1,1,,,BAO_0000218,1969.0,
7766,CHEMBL620498,Rattus norvegicus,Plasma,A,Intermediate,50597,N,1,1,,,BAO_0000218,1969.0,
7767,CHEMBL620499,Rattus norvegicus,Plasma,A,Intermediate,50597,N,1,1,,,BAO_0000218,1969.0,
7768,CHEMBL620500,Rattus norvegicus,Plasma,A,Intermediate,50597,N,1,1,,,BAO_0000218,1969.0,
7769,CHEMBL873809,Rattus norvegicus,Plasma,A,Intermediate,50597,N,1,1,,,BAO_0000218,1969.0,
7770,CHEMBL620501,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
7771,CHEMBL620502,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
7772,CHEMBL620503,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
7773,CHEMBL620504,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
