assay_category,assay_tax_id,doc_id,description,assay_strain,assay_id,tid,assay_organism,assay_subcellular_fraction,assay_cell_type,assay_tissue,tissue_id,assay_type,src_assay_id,variant_id,cell_id,src_id,confidence_score,bao_format,relationship_type,assay_test_type,chembl_id,curated_by
,10116.0,2879,Biological half-life measured in plasma of rat,,7554,50597,Rattus norvegicus,,,Plasma,1969.0,A,,,,1,1,BAO_0000218,N,,CHEMBL620447,Intermediate
,10116.0,2879,Biological half-life measured in plasma of rat; 22-25,,7555,50597,Rattus norvegicus,,,Plasma,1969.0,A,,,,1,1,BAO_0000218,N,,CHEMBL621129,Intermediate
,10116.0,2879,Biological half-life measured in plasma of rat; 9-16,,7556,50597,Rattus norvegicus,,,Plasma,1969.0,A,,,,1,1,BAO_0000218,N,,CHEMBL621130,Intermediate
,10116.0,3184,Compound was evaluated for its half life when administered intravenously in rat,,7557,50597,Rattus norvegicus,,,,,A,,,,1,1,BAO_0000218,N,In vivo,CHEMBL873808,Intermediate
,10116.0,4891,Compound was evaluated for pharmacokinetic parameter percent bioavailability at 8 h,,7558,50597,Rattus norvegicus,,,,,A,,,,1,1,BAO_0000218,N,In vivo,CHEMBL876598,Intermediate
,10116.0,429,Evaluated for pharmacokinetic parameter half-life in rat at the dose 50 mg/kg,,7559,50597,Rattus norvegicus,,,,,A,,,,1,1,BAO_0000218,N,In vivo,CHEMBL621131,Intermediate
,10116.0,5656,Half life (T1/2) after oral administration in rat,,7560,50597,Rattus norvegicus,,,,,A,,,,1,1,BAO_0000218,N,In vivo,CHEMBL621132,Intermediate
,10116.0,4413,Half life of compound after iv administration of 20 mg/kg dose in rat,,7561,50597,Rattus norvegicus,,,,,A,,,,1,1,BAO_0000218,N,In vivo,CHEMBL621133,Intermediate
,10116.0,3598,Half life of compound determined in rat after iv administration at a dose of 10 mg/kg,,7562,50597,Rattus norvegicus,,,,,A,,,,1,1,BAO_0000218,N,In vivo,CHEMBL621312,Expert
,10116.0,17267,Half life of compound was determined in rat,,7563,50597,Rattus norvegicus,,,,,A,,,,1,1,BAO_0000218,N,,CHEMBL621313,Intermediate
,10116.0,4727,Half life of compound was determined in rat blood,,7564,50597,Rattus norvegicus,,,Blood,178.0,A,,,,1,1,BAO_0000218,N,,CHEMBL621314,Intermediate
,10116.0,17651,Half life at 1 mg/kg was determined in rat,,7565,50597,Rattus norvegicus,,,,,A,,,,1,1,BAO_0000218,N,In vivo,CHEMBL621315,Intermediate
,10116.0,17651,Half life at 10 mg/kg was determined in rat,,7566,50597,Rattus norvegicus,,,,,A,,,,1,1,BAO_0000218,N,In vivo,CHEMBL621316,Intermediate
,10116.0,401,Half life in rats,,7567,50597,Rattus norvegicus,,,,,A,,,,1,1,BAO_0000218,N,,CHEMBL621317,Intermediate
,10116.0,4942,Half life in rats in hours,,7568,50597,Rattus norvegicus,,,,,A,,,,1,1,BAO_0000218,N,,CHEMBL621318,Intermediate
,10116.0,17735,Half life following 10 mg/kg intravenous or 50 mg/kg oral dosing in rats was determined,,7569,50597,Rattus norvegicus,,,,,A,,,,1,1,BAO_0000218,N,In vivo,CHEMBL621319,Intermediate
,10116.0,6056,Half life was calculated at a single intravenous administration of 20 mg/kg in rat,,7570,50597,Rattus norvegicus,,,,,A,,,,1,1,BAO_0000218,N,In vivo,CHEMBL621377,Intermediate
,10116.0,5213,Half life was determined,,7571,50597,Rattus norvegicus,,,,,A,,,,1,1,BAO_0000218,N,,CHEMBL621378,Intermediate
,10116.0,6616,Half life after i.v. administration,,7572,50597,Rattus norvegicus,,,,,A,,,,1,1,BAO_0000218,N,In vivo,CHEMBL876599,Intermediate
,10116.0,5937,Half life in rat after intravenous administration at a concentration 0.5 mg/kg,,7573,50597,Rattus norvegicus,,,,,A,,,,1,1,BAO_0000218,N,In vivo,CHEMBL621379,Intermediate
,10116.0,5819,Half life in rat plasma,,7574,50597,Rattus norvegicus,,,Plasma,1969.0,A,,,,1,1,BAO_0000218,N,,CHEMBL621380,Intermediate
,10116.0,5819,Half life in rat plasma; Not detected,,7575,50597,Rattus norvegicus,,,Plasma,1969.0,A,,,,1,1,BAO_0000218,N,,CHEMBL621381,Intermediate
,10116.0,6803,Half life in rats,,7576,50597,Rattus norvegicus,,,,,A,,,,1,1,BAO_0000218,N,,CHEMBL618515,Intermediate
,10116.0,17804,Half life period of compound was determined after peroral administration,,7577,50597,Rattus norvegicus,,,,,A,,,,1,1,BAO_0000218,N,In vivo,CHEMBL618516,Intermediate
,10116.0,17804,Half life period of compound was determined at a dose of 3 mg/kg by intravenous administration,,7578,50597,Rattus norvegicus,,,,,A,,,,1,1,BAO_0000218,N,In vivo,CHEMBL618517,Intermediate
,10116.0,5948,Half life period in rat,,7579,50597,Rattus norvegicus,,,,,A,,,,1,1,BAO_0000218,N,,CHEMBL618518,Intermediate
,10116.0,1916,Half life period was evaluated against Sprague-Dawley rats at a dose of 15 mg/kg after iv administration,,7580,50597,Rattus norvegicus,,,,,A,,,,1,1,BAO_0000218,N,In vivo,CHEMBL618519,Intermediate
,10116.0,1916,Half life period was evaluated in Sprague-Dawley rats at a dose of 15 mg/kg after po administration,,7581,50597,Rattus norvegicus,,,,,A,,,,1,1,BAO_0000218,N,In vivo,CHEMBL618698,Intermediate
,10116.0,1916,Half life period was evaluated in Sprague-Dawley rats at a dose of 15 mg/kg after po administration; Not available,,7582,50597,Rattus norvegicus,,,,,A,,,,1,1,BAO_0000218,N,In vivo,CHEMBL618862,Intermediate
,10116.0,4890,Half life period was determined after intravenous administration at a dose 5 mg/kg to male Sprague-Dawley rats,,7583,50597,Rattus norvegicus,,,,,A,,,,1,1,BAO_0000218,N,In vivo,CHEMBL618863,Intermediate
,10116.0,17764,Half life period was determined for compound after intravenous administration in rats at 24 uM/kg,,7584,50597,Rattus norvegicus,,,,,A,,,,1,1,BAO_0000218,N,In vivo,CHEMBL618864,Intermediate
,10116.0,4727,Half life time in rat the dose of 2 mg/kg,,7585,50597,Rattus norvegicus,,,,,A,,,,1,1,BAO_0000218,N,In vivo,CHEMBL618865,Intermediate
,10116.0,17509,Half-life 24 hr after 10 mg/kg iv administration in rats,,7586,50597,Rattus norvegicus,,,,,A,,,,1,1,BAO_0000218,N,In vivo,CHEMBL618866,Intermediate
,10116.0,17509,Half-life 24 hr after 2 mg/kg iv administration in rats,,7587,50597,Rattus norvegicus,,,,,A,,,,1,1,BAO_0000218,N,In vivo,CHEMBL618867,Intermediate
,10116.0,6597,Half-life consistent with the observed metabolic steady state in rats,,7588,50597,Rattus norvegicus,,,,,A,,,,1,1,BAO_0000218,N,,CHEMBL875828,Intermediate
,10116.0,17735,Half-life following 10 mg/kg intravenous or 50 mg/kg oral dosing in rats was determined,,7589,50597,Rattus norvegicus,,,,,A,,,,1,1,BAO_0000218,N,In vivo,CHEMBL618868,Intermediate
,10116.0,6597,Half-life for oxidative metabolic stability was determined using male human,,7590,50597,Rattus norvegicus,,,,,A,,,,1,1,BAO_0000218,N,,CHEMBL618869,Intermediate
,10116.0,17670,"Half-life in fischer rats at 5 mg/kg dose, administered intravenously",,7591,50597,Rattus norvegicus,,,,,A,,,,1,1,BAO_0000218,N,In vivo,CHEMBL618870,Intermediate
,10116.0,1696,Half-life in rat plasma,,7592,50597,Rattus norvegicus,,,Plasma,1969.0,A,,,,1,1,BAO_0000218,N,,CHEMBL618871,Intermediate
,10116.0,1742,Half-life in rat plasma was determined,,7593,50597,Rattus norvegicus,,,Plasma,1969.0,A,,,,1,1,BAO_0000218,N,,CHEMBL618872,Intermediate
,10116.0,17800,Half-life in rats was determined,,7594,50597,Rattus norvegicus,,,,,A,,,,1,1,BAO_0000218,N,,CHEMBL873816,Intermediate
,,12923,Area under curve of acid 2a was determined by HPLC at a dosage of 54.5 mg/kg administered intragastrically by gavage method in dog,,7595,22224,,,,,,A,,,,1,0,BAO_0000218,U,,CHEMBL618873,Autocuration
,,11954,Area under curve after oral dose of 0.1 mg//kg,,7596,22224,,,,,,A,,,,1,0,BAO_0000019,U,,CHEMBL621602,Autocuration
,,11954,Area under curve after oral dose of 0.3 mg/kg,,7597,22224,,,,,,A,,,,1,0,BAO_0000218,U,,CHEMBL621603,Autocuration
,,11954,Area under curve after oral dose of 1 mg/kg,,7598,22224,,,,,,A,,,,1,0,BAO_0000218,U,,CHEMBL621604,Autocuration
,,11954,Area under curve after oral dose of 10 mg/kg,,7599,22224,,,,,,A,,,,1,0,BAO_0000218,U,,CHEMBL621605,Autocuration
,,11954,Area under curve after oral dose of 23.4 mg/kg,,7600,22224,,,,,,A,,,,1,0,BAO_0000218,U,,CHEMBL621606,Autocuration
,,11954,Area under curve after oral dose of 3 mg/kg,,7601,22224,,,,,,A,,,,1,0,BAO_0000218,U,,CHEMBL621607,Autocuration
,,11954,Area under curve after oral dose of 3.87 mg/kg,,7602,22224,,,,,,A,,,,1,0,BAO_0000218,U,,CHEMBL621608,Autocuration
,,5237,Area under curve was determined,,7603,22224,,,,,,A,,,,1,0,BAO_0000019,U,,CHEMBL621609,Autocuration
,,4026,Area under curve at a dose of 10 mg/kg,,7604,22224,,,,,,A,,,,1,0,BAO_0000218,U,,CHEMBL621610,Autocuration
,10116.0,5237,Area under curve was determined; ND=No data,,7605,50597,Rattus norvegicus,,,,,A,,,,1,1,BAO_0000218,N,,CHEMBL621611,Intermediate
,10116.0,14793,Area under curve was evaluated in rat brain when administered intraperitoneally at a dose of 10 mg/kg for 4 or 6 hours,,7606,50597,Rattus norvegicus,,,,,A,,,,1,1,BAO_0000218,N,,CHEMBL621612,Intermediate
,10116.0,14793,Area under curve was evaluated in rat brain when administered intraperitoneally at a dose of 10 mg/kg for infinite hours,,7607,50597,Rattus norvegicus,,,,,A,,,,1,1,BAO_0000218,N,,CHEMBL622308,Intermediate
,10116.0,14793,Area under curve was evaluated in rat brain when administered intravenously at a dose of 10 mg/kg for 4 or 6 hours,,7608,50597,Rattus norvegicus,,,,,A,,,,1,1,BAO_0000218,N,,CHEMBL622309,Intermediate
,10116.0,14793,Area under curve was evaluated in rat brain when administered intravenously at a dose of 10 mg/kg for infinite hours,,7609,50597,Rattus norvegicus,,,,,A,,,,1,1,BAO_0000218,N,,CHEMBL622310,Intermediate
,10116.0,14793,Area under curve was evaluated in rat brain when administered perorally at a dose of 100 mg/kg for 4 or 6 hours,,7610,50597,Rattus norvegicus,,,,,A,,,,1,1,BAO_0000218,N,,CHEMBL622311,Intermediate
,10116.0,14793,Area under curve was evaluated in rat brain when administered perorally at a dose of 100 mg/kg for infinite hours; Not calculated,,7611,50597,Rattus norvegicus,,,,,A,,,,1,1,BAO_0000218,N,,CHEMBL622312,Intermediate
,10116.0,14793,Area under curve was evaluated in rat brain when administered perorally at a dose of 10 mg/kg for 4 or 6 hours,,7612,50597,Rattus norvegicus,,,,,A,,,,1,1,BAO_0000218,N,,CHEMBL622931,Intermediate
,10116.0,14793,Area under curve was evaluated in rat brain when administered perorally at a dose of 10 mg/kg for infinite hours; Not calculated,,7613,50597,Rattus norvegicus,,,,,A,,,,1,1,BAO_0000218,N,,CHEMBL622932,Intermediate
,10116.0,14793,Area under curve was evaluated in rat plasma when administered intraperitoneally at a dose of 10 mg/kg for 4 or 6 hours,,7614,50597,Rattus norvegicus,,,Plasma,1969.0,A,,,,1,1,BAO_0000218,N,,CHEMBL622736,Intermediate
,10116.0,14793,Area under curve was evaluated in rat plasma when administered intraperitoneally at a dose of 10 mg/kg for infinite hours,,7615,50597,Rattus norvegicus,,,Plasma,1969.0,A,,,,1,1,BAO_0000218,N,,CHEMBL622737,Intermediate
,10116.0,14793,Area under curve was evaluated in rat plasma when administered intravenously at a dose of 10 mg/kg for 4 or 6 hours,,7616,50597,Rattus norvegicus,,,Plasma,1969.0,A,,,,1,1,BAO_0000218,N,,CHEMBL622738,Intermediate
,10116.0,14793,Area under curve was evaluated in rat plasma when administered intravenously at a dose of 10 mg/kg for infinite hours,,7617,50597,Rattus norvegicus,,,Plasma,1969.0,A,,,,1,1,BAO_0000218,N,,CHEMBL622739,Intermediate
,10116.0,14793,Area under curve was evaluated in rat plasma when administered perorally at a dose of 100 mg/kg for 4 or 6 hours,,7618,50597,Rattus norvegicus,,,Plasma,1969.0,A,,,,1,1,BAO_0000218,N,,CHEMBL622740,Intermediate
,10116.0,14793,Area under curve was evaluated in rat plasma when administered perorally at a dose of 100 mg/kg for infinite hours,,7619,50597,Rattus norvegicus,,,Plasma,1969.0,A,,,,1,1,BAO_0000218,N,,CHEMBL622741,Intermediate
,10116.0,14793,Area under curve was evaluated in rat plasma when administered perorally at a dose of 10 mg/kg for 4 or 6 hours,,7620,50597,Rattus norvegicus,,,Plasma,1969.0,A,,,,1,1,BAO_0000218,N,,CHEMBL622742,Intermediate
,10116.0,14793,Area under curve was evaluated in rat plasma when administered perorally at a dose of 10 mg/kg for infinite hours,,7621,50597,Rattus norvegicus,,,Plasma,1969.0,A,,,,1,1,BAO_0000218,N,,CHEMBL622743,Intermediate
,10090.0,11637,AUC in mice,,7622,50594,Mus musculus,,,Plasma,1969.0,A,,,,1,1,BAO_0000218,N,,CHEMBL622744,Intermediate
,,11149,Area under curve was measured from the graph obtained from concentration Vs time,,7623,22224,,,,,,A,,,,1,0,BAO_0000019,U,,CHEMBL624134,Autocuration
,,10016,Area under curve value of compound per hour after oral administration,,7624,22224,,,,,,A,,,,1,0,BAO_0000019,U,,CHEMBL624135,Autocuration
,10116.0,17796,Area under curve was determined after oral administration in rats,,7625,50597,Rattus norvegicus,,,,,A,,,,1,1,BAO_0000218,N,,CHEMBL624136,Intermediate
,10116.0,17796,Area under curve was determined after oral administration in rats; No data,,7626,50597,Rattus norvegicus,,,,,A,,,,1,1,BAO_0000218,N,,CHEMBL624137,Intermediate
,10116.0,17796,Area under curve was determined after oral administration in rats;No data,,7627,50597,Rattus norvegicus,,,,,A,,,,1,1,BAO_0000218,N,,CHEMBL624320,Intermediate
,9615.0,12923,Area under curve was determined by HPLC at a dosage of 2.27 mg/kg administered intravenously by bolus method in dog,,7628,50588,Canis lupus familiaris,,,,,A,,,,1,1,BAO_0000218,N,,CHEMBL624321,Intermediate
,10116.0,15372,Area under curve was determined for the compound after iv dose of 4.74 mg/kg in rats,,7629,50597,Rattus norvegicus,,,,,A,,,,1,1,BAO_0000218,N,,CHEMBL624322,Intermediate
,10116.0,15372,Area under curve was determined for the compound after iv dose of 5.06 in rats,,7630,50597,Rattus norvegicus,,,,,A,,,,1,1,BAO_0000218,N,,CHEMBL624323,Intermediate
,10116.0,15372,Area under curve was determined for the compound after iv dose of 5.10 mg/kg in rats,,7631,50597,Rattus norvegicus,,,,,A,,,,1,1,BAO_0000218,N,,CHEMBL624324,Intermediate
,10116.0,15372,Area under curve was determined for the compound after po dose of 5.01 mg/kg in rats,,7632,50597,Rattus norvegicus,,,,,A,,,,1,1,BAO_0000218,N,,CHEMBL624325,Intermediate
,10116.0,15372,Area under curve was determined for the compound after po dose of 5.03 mg/kg in rats,,7633,50597,Rattus norvegicus,,,,,A,,,,1,1,BAO_0000218,N,,CHEMBL624326,Intermediate
,10116.0,15372,Area under curve was determined for the compound after po dose of 5.22 mg/kg in rats,,7634,50597,Rattus norvegicus,,,,,A,,,,1,1,BAO_0000218,N,,CHEMBL624327,Intermediate
,10116.0,15372,Area under curve was determined for the compound after po dose of 5.46 mg/kg in rats,,7635,50597,Rattus norvegicus,,,,,A,,,,1,1,BAO_0000218,N,,CHEMBL624328,Intermediate
,9615.0,14169,Area under curve was determined in Dogs after peroral administration,,7636,50588,Canis lupus familiaris,,,,,A,,,,1,1,BAO_0000218,N,,CHEMBL627848,Intermediate
,10116.0,14169,Area under curve was determined in Rats after peroral administration,,7637,50597,Rattus norvegicus,,,,,A,,,,1,1,BAO_0000218,N,,CHEMBL627849,Intermediate
,10116.0,14258,Area under curve was determined in carotid blood of rat when administered intradermally,,7638,50597,Rattus norvegicus,,,,,A,,,,1,1,BAO_0000218,N,,CHEMBL627850,Intermediate
,10116.0,14258,Area under curve was determined in portal blood of rat when administered intradermally,,7639,50597,Rattus norvegicus,,,,,A,,,,1,1,BAO_0000218,N,,CHEMBL627851,Intermediate
,10090.0,15011,Area under curve was determined using 0.4% Methyl cellulose (MC) as vehicle. Compound was administered intravenously to nude mice at a dose of 25 mg/kg,,7640,50594,Mus musculus,,,,,A,,,,1,1,BAO_0000218,N,,CHEMBL627852,Intermediate
,10090.0,15011,Area under curve was determined using 0.4% Methyl cellulose (MC) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg,,7641,50594,Mus musculus,,,,,A,,,,1,1,BAO_0000218,N,,CHEMBL627853,Intermediate
,10090.0,15011,Area under curve was determined using 0.4% Methyl cellulose (MC) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg (micronized sample),,7642,50594,Mus musculus,,,,,A,,,,1,1,BAO_0000218,N,,CHEMBL627854,Intermediate
,10090.0,15011,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered intravenously to nude mice at a dose of 25 mg/kg,,7643,50594,Mus musculus,,,,,A,,,,1,1,BAO_0000218,N,,CHEMBL627855,Intermediate
,10090.0,15011,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered intravenously to nude mice at a dose of 25 mg/kg (run time 7 hr),,7644,50594,Mus musculus,,,,,A,,,,1,1,BAO_0000218,N,,CHEMBL627856,Intermediate
,10090.0,15011,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg,,7645,50594,Mus musculus,,,,,A,,,,1,1,BAO_0000218,N,,CHEMBL875339,Intermediate
,10090.0,15011,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg (Run time = 7 hr),,7646,50594,Mus musculus,,,,,A,,,,1,1,BAO_0000218,N,,CHEMBL627857,Intermediate
,10116.0,11195,Biodistribution of the radiolabeled compound (2-5 uCi) in rat spleen 65 mins after i.v. administration,,7647,50597,Rattus norvegicus,,,Spleen,2106.0,A,,,,1,1,BAO_0000218,N,In vivo,CHEMBL627858,Intermediate
,10116.0,10130,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in blood; Expressed as percent dose/organ,,7648,50597,Rattus norvegicus,,,Blood,178.0,A,,,,1,1,BAO_0000218,N,,CHEMBL627859,Intermediate
,10116.0,10130,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in brain; Expressed as percent dose/organ,,7649,50597,Rattus norvegicus,,,Brain,955.0,A,,,,1,1,BAO_0000218,N,,CHEMBL627860,Intermediate
,10116.0,10130,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in heart; Expressed as percent dose/organ,,7650,50597,Rattus norvegicus,,,Heart,948.0,A,,,,1,1,BAO_0000218,N,,CHEMBL627019,Intermediate
,10116.0,10130,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in liver; Expressed as percent dose/organ,,7651,50597,Rattus norvegicus,,,Liver,2107.0,A,,,,1,1,BAO_0000218,N,,CHEMBL627020,Intermediate
,10116.0,10130,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in lung; Expressed as percent dose/organ,,7652,50597,Rattus norvegicus,,,Lung,2048.0,A,,,,1,1,BAO_0000218,N,,CHEMBL627021,Intermediate
,10116.0,10130,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in muscle; Expressed as percent dose/organ,,7653,50597,Rattus norvegicus,,,Muscle tissue,2385.0,A,,,,1,1,BAO_0000218,N,,CHEMBL627022,Intermediate
,10116.0,10130,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in skin; Expressed as percent dose/organ,,7654,50597,Rattus norvegicus,,,,,A,,,,1,1,BAO_0000218,N,,CHEMBL627023,Intermediate
,10116.0,10130,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in spleen; Expressed as percent dose/organ,,7655,50597,Rattus norvegicus,,,Spleen,2106.0,A,,,,1,1,BAO_0000218,N,,CHEMBL627024,Intermediate
,10116.0,10130,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in thyroid; Expressed as percent dose/organ,,7656,50597,Rattus norvegicus,,,Thyroid gland,2046.0,A,,,,1,1,BAO_0000218,N,,CHEMBL627025,Intermediate
,10116.0,10130,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in kidney; Expressed as percent dose/organ,,7657,50597,Rattus norvegicus,,,Kidney,2113.0,A,,,,1,1,BAO_0000218,N,,CHEMBL627026,Intermediate
,10116.0,10130,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in blood; Expressed as percent dose/organ,,7658,50597,Rattus norvegicus,,,Blood,178.0,A,,,,1,1,BAO_0000218,N,,CHEMBL627027,Intermediate
,10116.0,10130,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in brain; Expressed as percent dose/organ,,7659,50597,Rattus norvegicus,,,Brain,955.0,A,,,,1,1,BAO_0000218,N,,CHEMBL627028,Intermediate
,10116.0,10130,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in heart; Expressed as percent dose/organ,,7660,50597,Rattus norvegicus,,,Heart,948.0,A,,,,1,1,BAO_0000218,N,,CHEMBL627029,Intermediate
,10116.0,10130,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in kidney; Expressed as percent dose/organ,,7661,50597,Rattus norvegicus,,,Kidney,2113.0,A,,,,1,1,BAO_0000218,N,,CHEMBL627030,Intermediate
,10116.0,10130,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in liver; Expressed as percent dose/organ,,7662,50597,Rattus norvegicus,,,Liver,2107.0,A,,,,1,1,BAO_0000218,N,,CHEMBL627031,Intermediate
