FisY,Sta,KnoFDevelo,PrNu,CliChaMiti,OrgN,GeEqu,CFLI,DiID,RegProg,CouRegPe,EnvSust,SectID,FSTCPer,OrgCl,OrganiTy,CouRegID,ICTAATFDev,BrN,ContiID,SeID,BilatAiMar,AmoSp,ContNa,YoIs,ProgrPro,SectNa,SecPer,BrID,CouRegNa,PartDevAnGoGov,CliChAdap,IndiIs,DisaIs,OrganiS,Deser,TraDevel,Biod,UrbIs,ChiIss,OrganiID,ProBroCounID,SecN
2009/2010,Terminating,0,M013172001,0,ICRC Appeals via CRCS,1,0,D5301,0,0.3,0,S5330,0.0,Civil Society,Canadian Non-Profit Making,X3,0,MFM Global Issues and Development,3,72010,1,900000.0,Asia,0,Uncoded: Pre-APP,MHO Huma Organization & Food Assistance,1.0,B5100,Asia MC,0,0,0,0,INTERNATIONAL NGO,0,0,0,0,0,1014663,X3,Material relief assistance and services
2009/2010,Terminating,0,M013172001,0,ICRC Appeals via CRCS,1,0,D5301,0,0.05,0,S5330,0.0,Civil Society,Canadian Non-Profit Making,X4,0,MFM Global Issues and Development,5,72010,1,150000.0,Europe,0,Uncoded: Pre-APP,MHO Huma Organization & Food Assistance,1.0,B5100,Europe MC,0,0,0,0,INTERNATIONAL NGO,0,0,0,0,0,1014663,X4,Material relief assistance and services
2009/2010,Terminating,0,M013173001,0,ICRC Appeals via CRCS,1,0,D5301,0,0.5,0,S5330,0.0,Civil Society,Canadian Non-Profit Making,X1,0,MFM Global Issues and Development,2,72010,1,1500000.0,Africa,0,Uncoded: Pre-APP,MHO Huma Organization & Food Assistance,1.0,B5100,Africa MC,0,0,0,0,INTERNATIONAL NGO,0,0,0,0,0,1014663,X1,Material relief assistance and services
2009/2010,Terminating,0,M013173001,0,ICRC Appeals via CRCS,1,0,D5301,0,0.15,0,S5330,0.0,Civil Society,Canadian Non-Profit Making,X2,0,MFM Global Issues and Development,1,72010,1,450000.0,America,0,Uncoded: Pre-APP,MHO Huma Organization & Food Assistance,1.0,B5100,Americas MC,0,0,0,0,INTERNATIONAL NGO,0,0,0,0,0,1014663,X2,Material relief assistance and services
2009/2010,Terminating,0,M013173001,0,ICRC Appeals via CRCS,1,0,D5301,0,0.3,0,S5330,0.0,Civil Society,Canadian Non-Profit Making,X3,0,MFM Global Issues and Development,3,72010,1,900000.0,Asia,0,Uncoded: Pre-APP,MHO Huma Organization & Food Assistance,1.0,B5100,Asia MC,0,0,0,0,INTERNATIONAL NGO,0,0,0,0,0,1014663,X3,Material relief assistance and services
2009/2010,Terminating,0,M013173001,0,ICRC Appeals via CRCS,1,0,D5301,0,0.05,0,S5330,0.0,Civil Society,Canadian Non-Profit Making,X4,0,MFM Global Issues and Development,5,72010,1,150000.0,Europe,0,Uncoded: Pre-APP,MHO Huma Organization & Food Assistance,1.0,B5100,Europe MC,0,0,0,0,INTERNATIONAL NGO,0,0,0,0,0,1014663,X4,Material relief assistance and services
2009/2010,Closed,0,M013174001,0,Mines Advisory Group,0,0,D5301,0,1.0,1,S5320,0.0,Civil Society,Foreign Non-Profit Making,LK,0,MFM Global Issues and Development,3,72010,1,500000.0,Asia,0,Uncoded: Pre-APP,MHI International Humanitarian Assis ops,1.0,B5100,Sri Lanka,0,0,0,0,NGO,0,0,0,0,0,1015332,LK,Material relief assistance and services
2009/2010,Closed,0,M013175001,0,The Halo Trust,0,0,D5301,0,1.0,1,S5320,0.0,Civil Society,Foreign Non-Profit Making,LK,0,MFM Global Issues and Development,3,72010,1,500000.0,Asia,0,Uncoded: Pre-APP,MHI International Humanitarian Assis ops,1.0,B5100,Sri Lanka,0,0,0,0,NGO,0,0,0,0,0,1015331,LK,Material relief assistance and services
2009/2010,Closed,1,M013176001,0,International Crisis Group,0,0,D5301,0,0.5,1,S5330,0.0,Civil Society,Foreign Non-Profit Making,X1,0,MFM Global Issues and Development,2,72050,1,150000.0,Africa,0,Uncoded: Pre-APP,MHO Huma Organization & Food Assistance,1.0,B5100,Africa MC,1,0,0,0,NGO,0,0,0,0,0,1002035,X1,Relief co-ordination; protection and support services
2009/2010,Closed,1,M013176001,0,International Crisis Group,0,0,D5301,0,0.1,1,S5330,0.0,Civil Society,Foreign Non-Profit Making,X2,0,MFM Global Issues and Development,1,72050,1,30000.0,America,0,Uncoded: Pre-APP,MHO Huma Organization & Food Assistance,1.0,B5100,Americas MC,1,0,0,0,NGO,0,0,0,0,0,1002035,X2,Relief co-ordination; protection and support services
2009/2010,Closed,1,M013176001,0,International Crisis Group,0,0,D5301,0,0.3,1,S5330,0.0,Civil Society,Foreign Non-Profit Making,X3,0,MFM Global Issues and Development,3,72050,1,90000.0,Asia,0,Uncoded: Pre-APP,MHO Huma Organization & Food Assistance,1.0,B5100,Asia MC,1,0,0,0,NGO,0,0,0,0,0,1002035,X3,Relief co-ordination; protection and support services
2009/2010,Closed,1,M013176001,0,International Crisis Group,0,0,D5301,0,0.1,1,S5330,0.0,Civil Society,Foreign Non-Profit Making,X4,0,MFM Global Issues and Development,5,72050,1,30000.0,Europe,0,Uncoded: Pre-APP,MHO Huma Organization & Food Assistance,1.0,B5100,Europe MC,1,0,0,0,NGO,0,0,0,0,0,1002035,X4,Relief co-ordination; protection and support services
2009/2010,Closed,0,M013177001,0,WFP - World Food Programme,0,0,D5301,0,1.0,0,S5320,0.0,Multilateral,Foreign Non-Profit Making,YE,0,MFM Global Issues and Development,3,72040,1,500000.0,Asia,0,Uncoded: Pre-APP,MHI International Humanitarian Assis ops,1.0,B5100,Yemen,0,0,0,0,UNITED NATIONS,0,0,0,0,0,1001721,YE,Emergency food aid
2009/2010,Closed,0,M013178001,0,WFP - World Food Programme,0,0,D5301,0,1.0,0,S5320,0.0,Multilateral,Foreign Non-Profit Making,CO,0,MFM Global Issues and Development,1,72040,1,1500000.0,America,0,Uncoded: Pre-APP,MHI International Humanitarian Assis ops,1.0,B5100,Colombia,0,0,0,0,UNITED NATIONS,0,0,0,0,0,1001721,CO,Emergency food aid
2009/2010,Closed,0,M013180001,0,WFP - World Food Programme,1,0,D5301,0,1.0,0,S5320,0.0,Multilateral,Foreign Non-Profit Making,TD,0,MFM Global Issues and Development,2,72040,1,6500000.0,Africa,0,Uncoded: Pre-APP,MHI International Humanitarian Assis ops,1.0,B5100,Chad,0,0,0,0,UNITED NATIONS,0,0,0,0,0,1001721,TD,Emergency food aid
2009/2010,Closed,0,M013181001,0,WFP - World Food Programme,0,0,D5301,0,1.0,0,S5320,0.0,Multilateral,Foreign Non-Profit Making,SD,0,MFM Global Issues and Development,2,72040,1,3950000.0,Africa,0,Uncoded: Pre-APP,MHI International Humanitarian Assis ops,1.0,B5100,Sudan,0,0,0,0,UNITED NATIONS,0,0,0,0,0,1001721,SD,Emergency food aid
2009/2010,Closed,0,M013182001,0,UNHCR - United Nations High Commissioner for Refugees,1,0,D5301,0,0.45,0,S5330,0.0,Multilateral,Foreign Non-Profit Making,X1,0,MFM Global Issues and Development,2,72010,0,6300000.0,Africa,0,Uncoded: Pre-APP,MHO Huma Organization & Food Assistance,1.0,B5100,Africa MC,0,0,0,0,UNITED NATIONS,0,0,0,0,0,1001730,X1,Material relief assistance and services
2009/2010,Closed,0,M013182001,0,UNHCR - United Nations High Commissioner for Refugees,1,0,D5301,0,0.05,0,S5330,0.0,Multilateral,Foreign Non-Profit Making,X2,0,MFM Global Issues and Development,1,72010,0,700000.0,America,0,Uncoded: Pre-APP,MHO Huma Organization & Food Assistance,1.0,B5100,Americas MC,0,0,0,0,UNITED NATIONS,0,0,0,0,0,1001730,X2,Material relief assistance and services
2009/2010,Closed,0,M013182001,0,UNHCR - United Nations High Commissioner for Refugees,1,0,D5301,0,0.45,0,S5330,0.0,Multilateral,Foreign Non-Profit Making,X3,0,MFM Global Issues and Development,3,72010,0,6300000.0,Asia,0,Uncoded: Pre-APP,MHO Huma Organization & Food Assistance,1.0,B5100,Asia MC,0,0,0,0,UNITED NATIONS,0,0,0,0,0,1001730,X3,Material relief assistance and services
2009/2010,Closed,0,M013182001,0,UNHCR - United Nations High Commissioner for Refugees,1,0,D5301,0,0.05,0,S5330,0.0,Multilateral,Foreign Non-Profit Making,X4,0,MFM Global Issues and Development,5,72010,0,700000.0,Europe,0,Uncoded: Pre-APP,MHO Huma Organization & Food Assistance,1.0,B5100,Europe MC,0,0,0,0,UNITED NATIONS,0,0,0,0,0,1001730,X4,Material relief assistance and services
2009/2010,Closed,0,M013183001,0,ICRC Appeals via CRCS,0,0,D5301,0,1.0,0,S5320,0.0,Civil Society,Canadian Non-Profit Making,X3,0,MFM Global Issues and Development,3,72010,1,500000.0,Asia,0,Uncoded: Pre-APP,MHI International Humanitarian Assis ops,1.0,B5100,Asia MC,0,0,0,0,INTERNATIONAL NGO,0,0,0,0,0,1014663,X3,Material relief assistance and services
2009/2010,Closed,0,M013184001,0,OCHA - Office for the Coordination of Humanitarian Affairs,0,0,D5301,0,0.5,0,S5320,0.0,Multilateral,Foreign Non-Profit Making,X1,0,MFM Global Issues and Development,2,72050,1,1350000.0,Africa,0,Uncoded: Pre-APP,MHI International Humanitarian Assis ops,1.0,B5100,Africa MC,0,0,0,0,UNITED NATIONS,0,0,0,0,0,1003586,X1,Relief co-ordination; protection and support services
2009/2010,Closed,0,M013184001,0,OCHA - Office for the Coordination of Humanitarian Affairs,0,0,D5301,0,0.15,0,S5320,0.0,Multilateral,Foreign Non-Profit Making,X2,0,MFM Global Issues and Development,1,72050,1,405000.0,America,0,Uncoded: Pre-APP,MHI International Humanitarian Assis ops,1.0,B5100,Americas MC,0,0,0,0,UNITED NATIONS,0,0,0,0,0,1003586,X2,Relief co-ordination; protection and support services
2009/2010,Closed,0,M013184001,0,OCHA - Office for the Coordination of Humanitarian Affairs,0,0,D5301,0,0.3,0,S5320,0.0,Multilateral,Foreign Non-Profit Making,X3,0,MFM Global Issues and Development,3,72050,1,810000.0,Asia,0,Uncoded: Pre-APP,MHI International Humanitarian Assis ops,1.0,B5100,Asia MC,0,0,0,0,UNITED NATIONS,0,0,0,0,0,1003586,X3,Relief co-ordination; protection and support services
2009/2010,Closed,0,M013184001,0,OCHA - Office for the Coordination of Humanitarian Affairs,0,0,D5301,0,0.05,0,S5320,0.0,Multilateral,Foreign Non-Profit Making,X4,0,MFM Global Issues and Development,5,72050,1,135000.0,Europe,0,Uncoded: Pre-APP,MHI International Humanitarian Assis ops,1.0,B5100,Europe MC,0,0,0,0,UNITED NATIONS,0,0,0,0,0,1003586,X4,Relief co-ordination; protection and support services
2009/2010,Operational,0,M013185001,0,World Bank,1,0,D5430,0,0.0065,1,S5460,0.1,Multilateral,Foreign Non-Profit Making,AF,0,MFM Global Issues and Development,3,31110,1,39000.0,Asia,0,Uncoded: Pre-APP,*Bretton Woods Inst Fin Prog,0.2,B5100,Afghanistan,0,0,0,0,IFI,0,1,0,0,0,1001306,AF,Agricultural policy and administrative management
2009/2010,Operational,0,M013185001,0,World Bank,1,0,D5430,0,0.0065,1,S5460,0.1,Multilateral,Foreign Non-Profit Making,AF,0,MFM Global Issues and Development,3,31120,1,39000.0,Asia,0,Uncoded: Pre-APP,*Bretton Woods Inst Fin Prog,0.2,B5100,Afghanistan,0,0,0,0,IFI,0,1,0,0,0,1001306,AF,Agricultural development
2009/2010,Operational,0,M013185001,0,World Bank,1,0,D5430,0,0.0065,1,S5460,0.1,Multilateral,Foreign Non-Profit Making,AF,0,MFM Global Issues and Development,3,31150,1,19500.0,Asia,0,Uncoded: Pre-APP,*Bretton Woods Inst Fin Prog,0.1,B5100,Afghanistan,0,0,0,0,IFI,0,1,0,0,0,1001306,AF,Agricultural inputs
2009/2010,Operational,0,M013185001,0,World Bank,1,0,D5430,0,0.0065,1,S5460,0.1,Multilateral,Foreign Non-Profit Making,AF,0,MFM Global Issues and Development,3,31161,1,19500.0,Asia,0,Uncoded: Pre-APP,*Bretton Woods Inst Fin Prog,0.1,B5100,Afghanistan,0,0,0,0,IFI,0,1,0,0,0,1001306,AF,Food crop production
2009/2010,Operational,0,M013185001,0,World Bank,1,0,D5430,0,0.0065,1,S5460,0.1,Multilateral,Foreign Non-Profit Making,AF,0,MFM Global Issues and Development,3,31166,1,19500.0,Asia,0,Uncoded: Pre-APP,*Bretton Woods Inst Fin Prog,0.1,B5100,Afghanistan,0,0,0,0,IFI,0,1,0,0,0,1001306,AF,Agricultural extension
2009/2010,Operational,0,M013185001,0,World Bank,1,0,D5430,0,0.0065,1,S5460,0.1,Multilateral,Foreign Non-Profit Making,AF,0,MFM Global Issues and Development,3,31182,1,19500.0,Asia,0,Uncoded: Pre-APP,*Bretton Woods Inst Fin Prog,0.1,B5100,Afghanistan,0,0,0,0,IFI,0,1,0,0,0,1001306,AF,Agricultural research
2009/2010,Operational,0,M013185001,0,World Bank,1,0,D5430,0,0.0065,1,S5460,0.1,Multilateral,Foreign Non-Profit Making,AF,0,MFM Global Issues and Development,3,31191,1,19500.0,Asia,0,Uncoded: Pre-APP,*Bretton Woods Inst Fin Prog,0.1,B5100,Afghanistan,0,0,0,0,IFI,0,1,0,0,0,1001306,AF,Agricultural services
2009/2010,Operational,0,M013185001,0,World Bank,1,0,D5430,0,0.0065,1,S5460,0.1,Multilateral,Foreign Non-Profit Making,AF,0,MFM Global Issues and Development,3,31193,1,19500.0,Asia,0,Uncoded: Pre-APP,*Bretton Woods Inst Fin Prog,0.1,B5100,Afghanistan,0,0,0,0,IFI,0,1,0,0,0,1001306,AF,Agricultural financial services
2009/2010,Operational,0,M013185001,0,World Bank,1,0,D5430,0,0.105,1,S5460,0.1,Multilateral,Foreign Non-Profit Making,BD,0,MFM Global Issues and Development,3,31110,1,630000.0,Asia,0,Uncoded: Pre-APP,*Bretton Woods Inst Fin Prog,0.2,B5100,Bangladesh,0,0,0,0,IFI,0,1,0,0,0,1001306,BD,Agricultural policy and administrative management
2009/2010,Operational,0,M013185001,0,World Bank,1,0,D5430,0,0.105,1,S5460,0.1,Multilateral,Foreign Non-Profit Making,BD,0,MFM Global Issues and Development,3,31120,1,630000.0,Asia,0,Uncoded: Pre-APP,*Bretton Woods Inst Fin Prog,0.2,B5100,Bangladesh,0,0,0,0,IFI,0,1,0,0,0,1001306,BD,Agricultural development
2009/2010,Operational,0,M013185001,0,World Bank,1,0,D5430,0,0.105,1,S5460,0.1,Multilateral,Foreign Non-Profit Making,BD,0,MFM Global Issues and Development,3,31150,1,315000.0,Asia,0,Uncoded: Pre-APP,*Bretton Woods Inst Fin Prog,0.1,B5100,Bangladesh,0,0,0,0,IFI,0,1,0,0,0,1001306,BD,Agricultural inputs
2009/2010,Operational,0,M013185001,0,World Bank,1,0,D5430,0,0.105,1,S5460,0.1,Multilateral,Foreign Non-Profit Making,BD,0,MFM Global Issues and Development,3,31161,1,315000.0,Asia,0,Uncoded: Pre-APP,*Bretton Woods Inst Fin Prog,0.1,B5100,Bangladesh,0,0,0,0,IFI,0,1,0,0,0,1001306,BD,Food crop production
2009/2010,Operational,0,M013185001,0,World Bank,1,0,D5430,0,0.105,1,S5460,0.1,Multilateral,Foreign Non-Profit Making,BD,0,MFM Global Issues and Development,3,31166,1,315000.0,Asia,0,Uncoded: Pre-APP,*Bretton Woods Inst Fin Prog,0.1,B5100,Bangladesh,0,0,0,0,IFI,0,1,0,0,0,1001306,BD,Agricultural extension
2009/2010,Operational,0,M013185001,0,World Bank,1,0,D5430,0,0.105,1,S5460,0.1,Multilateral,Foreign Non-Profit Making,BD,0,MFM Global Issues and Development,3,31182,1,315000.0,Asia,0,Uncoded: Pre-APP,*Bretton Woods Inst Fin Prog,0.1,B5100,Bangladesh,0,0,0,0,IFI,0,1,0,0,0,1001306,BD,Agricultural research
2009/2010,Operational,0,M013185001,0,World Bank,1,0,D5430,0,0.105,1,S5460,0.1,Multilateral,Foreign Non-Profit Making,BD,0,MFM Global Issues and Development,3,31191,1,315000.0,Asia,0,Uncoded: Pre-APP,*Bretton Woods Inst Fin Prog,0.1,B5100,Bangladesh,0,0,0,0,IFI,0,1,0,0,0,1001306,BD,Agricultural services
2009/2010,Operational,0,M013185001,0,World Bank,1,0,D5430,0,0.105,1,S5460,0.1,Multilateral,Foreign Non-Profit Making,BD,0,MFM Global Issues and Development,3,31193,1,315000.0,Asia,0,Uncoded: Pre-APP,*Bretton Woods Inst Fin Prog,0.1,B5100,Bangladesh,0,0,0,0,IFI,0,1,0,0,0,1001306,BD,Agricultural financial services
2009/2010,Operational,0,M013185001,0,World Bank,1,0,D5430,0,0.0081,1,S5460,0.1,Multilateral,Foreign Non-Profit Making,BI,0,MFM Global Issues and Development,2,31110,1,48600.0,Africa,0,Uncoded: Pre-APP,*Bretton Woods Inst Fin Prog,0.2,B5100,Burundi,0,0,0,0,IFI,0,1,0,0,0,1001306,BI,Agricultural policy and administrative management
2009/2010,Operational,0,M013185001,0,World Bank,1,0,D5430,0,0.0081,1,S5460,0.1,Multilateral,Foreign Non-Profit Making,BI,0,MFM Global Issues and Development,2,31120,1,48600.0,Africa,0,Uncoded: Pre-APP,*Bretton Woods Inst Fin Prog,0.2,B5100,Burundi,0,0,0,0,IFI,0,1,0,0,0,1001306,BI,Agricultural development
2009/2010,Operational,0,M013185001,0,World Bank,1,0,D5430,0,0.0081,1,S5460,0.1,Multilateral,Foreign Non-Profit Making,BI,0,MFM Global Issues and Development,2,31150,1,24300.0,Africa,0,Uncoded: Pre-APP,*Bretton Woods Inst Fin Prog,0.1,B5100,Burundi,0,0,0,0,IFI,0,1,0,0,0,1001306,BI,Agricultural inputs
2009/2010,Operational,0,M013185001,0,World Bank,1,0,D5430,0,0.0081,1,S5460,0.1,Multilateral,Foreign Non-Profit Making,BI,0,MFM Global Issues and Development,2,31161,1,24300.0,Africa,0,Uncoded: Pre-APP,*Bretton Woods Inst Fin Prog,0.1,B5100,Burundi,0,0,0,0,IFI,0,1,0,0,0,1001306,BI,Food crop production
2009/2010,Operational,0,M013185001,0,World Bank,1,0,D5430,0,0.0081,1,S5460,0.1,Multilateral,Foreign Non-Profit Making,BI,0,MFM Global Issues and Development,2,31166,1,24300.0,Africa,0,Uncoded: Pre-APP,*Bretton Woods Inst Fin Prog,0.1,B5100,Burundi,0,0,0,0,IFI,0,1,0,0,0,1001306,BI,Agricultural extension
2009/2010,Operational,0,M013185001,0,World Bank,1,0,D5430,0,0.0081,1,S5460,0.1,Multilateral,Foreign Non-Profit Making,BI,0,MFM Global Issues and Development,2,31182,1,24300.0,Africa,0,Uncoded: Pre-APP,*Bretton Woods Inst Fin Prog,0.1,B5100,Burundi,0,0,0,0,IFI,0,1,0,0,0,1001306,BI,Agricultural research
2009/2010,Operational,0,M013185001,0,World Bank,1,0,D5430,0,0.0081,1,S5460,0.1,Multilateral,Foreign Non-Profit Making,BI,0,MFM Global Issues and Development,2,31191,1,24300.0,Africa,0,Uncoded: Pre-APP,*Bretton Woods Inst Fin Prog,0.1,B5100,Burundi,0,0,0,0,IFI,0,1,0,0,0,1001306,BI,Agricultural services
2009/2010,Operational,0,M013185001,0,World Bank,1,0,D5430,0,0.0081,1,S5460,0.1,Multilateral,Foreign Non-Profit Making,BI,0,MFM Global Issues and Development,2,31193,1,24300.0,Africa,0,Uncoded: Pre-APP,*Bretton Woods Inst Fin Prog,0.1,B5100,Burundi,0,0,0,0,IFI,0,1,0,0,0,1001306,BI,Agricultural financial services
2009/2010,Operational,0,M013185001,0,World Bank,1,0,D5430,0,0.0073,1,S5460,0.1,Multilateral,Foreign Non-Profit Making,BJ,0,MFM Global Issues and Development,2,31110,1,43800.0,Africa,0,Uncoded: Pre-APP,*Bretton Woods Inst Fin Prog,0.2,B5100,Benin,0,0,0,0,IFI,0,1,0,0,0,1001306,BJ,Agricultural policy and administrative management
2009/2010,Operational,0,M013185001,0,World Bank,1,0,D5430,0,0.0073,1,S5460,0.1,Multilateral,Foreign Non-Profit Making,BJ,0,MFM Global Issues and Development,2,31120,1,43800.0,Africa,0,Uncoded: Pre-APP,*Bretton Woods Inst Fin Prog,0.2,B5100,Benin,0,0,0,0,IFI,0,1,0,0,0,1001306,BJ,Agricultural development
2009/2010,Operational,0,M013185001,0,World Bank,1,0,D5430,0,0.0073,1,S5460,0.1,Multilateral,Foreign Non-Profit Making,BJ,0,MFM Global Issues and Development,2,31150,1,21900.0,Africa,0,Uncoded: Pre-APP,*Bretton Woods Inst Fin Prog,0.1,B5100,Benin,0,0,0,0,IFI,0,1,0,0,0,1001306,BJ,Agricultural inputs
2009/2010,Operational,0,M013185001,0,World Bank,1,0,D5430,0,0.0073,1,S5460,0.1,Multilateral,Foreign Non-Profit Making,BJ,0,MFM Global Issues and Development,2,31161,1,21900.0,Africa,0,Uncoded: Pre-APP,*Bretton Woods Inst Fin Prog,0.1,B5100,Benin,0,0,0,0,IFI,0,1,0,0,0,1001306,BJ,Food crop production
2009/2010,Operational,0,M013185001,0,World Bank,1,0,D5430,0,0.0073,1,S5460,0.1,Multilateral,Foreign Non-Profit Making,BJ,0,MFM Global Issues and Development,2,31166,1,21900.0,Africa,0,Uncoded: Pre-APP,*Bretton Woods Inst Fin Prog,0.1,B5100,Benin,0,0,0,0,IFI,0,1,0,0,0,1001306,BJ,Agricultural extension
2009/2010,Operational,0,M013185001,0,World Bank,1,0,D5430,0,0.0073,1,S5460,0.1,Multilateral,Foreign Non-Profit Making,BJ,0,MFM Global Issues and Development,2,31182,1,21900.0,Africa,0,Uncoded: Pre-APP,*Bretton Woods Inst Fin Prog,0.1,B5100,Benin,0,0,0,0,IFI,0,1,0,0,0,1001306,BJ,Agricultural research
2009/2010,Operational,0,M013185001,0,World Bank,1,0,D5430,0,0.0073,1,S5460,0.1,Multilateral,Foreign Non-Profit Making,BJ,0,MFM Global Issues and Development,2,31191,1,21900.0,Africa,0,Uncoded: Pre-APP,*Bretton Woods Inst Fin Prog,0.1,B5100,Benin,0,0,0,0,IFI,0,1,0,0,0,1001306,BJ,Agricultural services
2009/2010,Operational,0,M013185001,0,World Bank,1,0,D5430,0,0.0073,1,S5460,0.1,Multilateral,Foreign Non-Profit Making,BJ,0,MFM Global Issues and Development,2,31193,1,21900.0,Africa,0,Uncoded: Pre-APP,*Bretton Woods Inst Fin Prog,0.1,B5100,Benin,0,0,0,0,IFI,0,1,0,0,0,1001306,BJ,Agricultural financial services
2009/2010,Operational,0,M013185001,0,World Bank,1,0,D5430,0,0.0057,1,S5460,0.1,Multilateral,Foreign Non-Profit Making,CF,0,MFM Global Issues and Development,2,31110,1,34200.0,Africa,0,Uncoded: Pre-APP,*Bretton Woods Inst Fin Prog,0.2,B5100,Central Afr.Rep,0,0,0,0,IFI,0,1,0,0,0,1001306,CF,Agricultural policy and administrative management
2009/2010,Operational,0,M013185001,0,World Bank,1,0,D5430,0,0.0057,1,S5460,0.1,Multilateral,Foreign Non-Profit Making,CF,0,MFM Global Issues and Development,2,31120,1,34200.0,Africa,0,Uncoded: Pre-APP,*Bretton Woods Inst Fin Prog,0.2,B5100,Central Afr.Rep,0,0,0,0,IFI,0,1,0,0,0,1001306,CF,Agricultural development
