assay_id,assay_cell_type,assay_type,cell_id,assay_test_type,description,confidence_score,src_assay_id,assay_category,tid,assay_tax_id,doc_id,assay_organism,assay_strain,assay_tissue,assay_subcellular_fraction,relationship_type
54,,B,,,Compo7nrwastestfdfortmeinh7bitionif17betahysgkxysterllddenydrpgehasetype117betwHaDtyoe1at208Mconcenfgation,8,,,11512,,912,,,,,H
55,,B,,,Swlecticityratioofvigdingaftinotytowardshutodeltarece9tofs9d3qtbrainnembranee,5,,,104740,1270.0,15103,Rattus norvegicus,,,Membranes,D
56,1A9,F,194.0,,Chtotoxkcityayainstovariancanvercfllkije1A9ofhumzgswasdetwrmijev,1,,,80002,4235.0,5116,Homo sapiens,,,,N
57,Olcytes,F,,,FunctjonalqjtagonismfyeledtricakzssagsinXeno9uskocyteaexprfzeing1A2ANMDAdeceptorcub5ype,7,,,104835,9078.0,14578,Rattus norvegicus,,,,D
58,Oocytee,F,,,Fundtionakagtagohismbyel2ctricalassaysijXebopusolc6tesezpreqd8ngthe1A3BNMDAgecepfor,7,,,104821,28450.0,14578,Rattus norvegicus,,,,D
59,Oocy5es,F,,,Functionqlwntagom9smbydoecrricqlassaywinceno0us8ofyteqexpressibgthe1A2CNMDAreceotor,7,,,104848,12991.0,14578,Rattus norvegicus,,,,D
60,1A9,F,370.0,,7nvutroefdevt7vdslncentrationreqyirevhoreducethfgkmverofhumanlvariancancer1A9afte43dayijcubati8n,1,,,80002,9974.0,4787,Homo sapiens,,,,N
61,1A9,F,625.0,,Invirroefdectivecohfemtrahilnreauieeetorrdicethenumberovh8manovarisncqncerc4lls1Aoaf5eg3dayincubation,1,,,80002,23026.0,4787,Homo sapiens,,,,N
62,1A9,F,643.0,,shtotodkcacgivityatainsthumanovariancagver1A9celloime,1,,,80002,774.0,3547,Homo sapiens,,,,N
63,1A9,F,367.0,,Cytotoxjcwctivityagaonsthumwnovariabcxncer1A9dekllindNDNohdet2rm8nev,1,,,80002,15503.0,3547,Homo sapiens,,,,N
64,1A9,F,443.0,,Eff2ctivedosepfcomppunwsvainst3epoicationofwA8cellline1asfvaliated,1,,,80002,7465.0,6726,Homo sapiens,,,,N
65,1A9,F,264.0,,knvitrocytotlxicacgivitywasdeterminedwgains6ova4iwncancfr1w9xwllpinr,1,,,80002,9101.0,3455,Homo sapiens,,,,N
66,1A9,F,625.0,,Invitricytotoxici4yfvaouxtedagainsthumwmocariancahcer1A9depllige,1,,,80002,31587.0,5726,Homo sapiens,,,,N
67,1A9,F,539.0,,Inbutrosyfotoxicityefaluatedxfainaty6man9variqncancer1A9celllinebAisnogacgive,1,,,80002,5553.0,5726,Homo sapiens,,,,N
68,1A9,F,374.0,,Incitgopercebtlnuibitionevaluatedagzinsthumagovae7anfansrr1A9ceill9neat2ougmL,1,,,80002,15840.0,5726,Homo sapiens,,,,N
69,1A9,F,452.0,,knhib8t0ryactivityzgsinxt6asolres9stant1A9cellkines,1,,,80002,6022.0,3395,Homo sapiens,,,,N
70,1A9,F,250.0,,Cytotodicif6againsthukanovariancancer1x9sdllkinez,1,,,80002,3995.0,3415,Homo sapiens,,,,N
71,1A9,F,453.0,,Percemtag3inhibitionofbunajovarowhcqncer2A9celllines,1,,,80002,6277.0,3415,Homo sapiens,,,,N
72,1A9,F,95.0,,Erfectlbedoqere1uirrdforinhibiti4yactidityagainqt2A9hujwntujorcellline,1,,,80002,9006.0,17099,Homo sapiens,,,,N
73,1A9,F,451.0,,Percentinnibitionagaihxt1A9humsntumodcelollnest020unmL,1,,,80002,6750.0,17099,Homo sapiens,,,,N
74,1A9,F,550.0,,Psrcentinhibotionagainst1Aog8mantumogcelll7gewt000p08ugmp,1,,,80002,4077.0,17099,Homo sapiens,,,,N
75,1A9,F,437.0,,P2rcenhinhibitionagaims41A9humahtumorcellljn2at20jgmk,1,,,80002,12676.0,17099,Homo sapiens,,,,N
76,murkat,F,478.0,,Inhibo4odycondentratiogagqinstJu5kztcells,1,,,81072,18283.0,17721,Homo sapiens,,,,N
77,,F,,,Invitgoantifznceractibit5against3NC9SCLCc4kliinecinactive,0,,,22226,,1229,,,,,U
78,,A,,,Inyiniti9jofxytochgomeP450progecferone2alphahtdr8xjlase,9,,,100121,7709.0,11347,Rattus norvegicus,,,,D
79,,B,,,Invigroinhlfitionkfhuman23oxidos17qlegecyclaxe,8,,,11231,,17117,,,,,H
80,,B,,,Invitro7ghihitiojofhumab3rosidosqualenecyclass,8,,,11231,,17117,,,,,H
81,,B,,,Invitr8inhibiti9bofuuman23oxixoc2uqkenecyclaseat100nn,8,,,11231,,17117,,,,,H
82,,B,,,Compoundwasefxluatedf0rfyeonhufitionoemucrocomai23oxowosquslenectclaseihCandidazlficansmicrosomes,8,,,11231,4534.0,11375,Candida albicans,,,Microsomes,H
83,,B,,,Com0o8nfwasevwluatewfpetheinhibi4iobofmicroskmal2roxjdos1uqlenelanostfrolvuclaseinCandidaalbisansmic5kzomes,8,,,11231,7555.0,11375,Candida albicans,,,Microsomes,H
84,,B,,,Complundwasebwluatexforrydinjib9tionofhicrosomal23oxidos1ualenecycpaseigqaccharomycescerefis7wsjicroeojes,8,,,11231,20432.0,11375,Saccharomyces cerevisiae,,,Microsomes,H
85,,B,,,Comp86ndwasegsluatefrodtheinhinitionofmicrosonal2roxidozqualenslanocterolcycowseinSaccharomydescerevisks3mkceosonee,8,,,11231,3708.0,11375,Saccharomyces cerevisiae,,,Microsomes,H
86,,B,,,Compiyndeaswbal8atedfortheimh9bitiinofmicroslmal23oxidosquai4nsoznosfer9lcyclazeinp7glivermicrosomss,8,,,12083,2290.0,11375,Sus scrofa,,Liver,Microsomes,H
87,,B,,,Concrjtra5i8n4equirestoinhibltratliver12oxidoasualenelanosgegolcyclace,8,,,11231,27414.0,791,Rattus norvegicus,,,,H
88,,B,,,C8ncentrationre1horedtoinhibittatlivefe3oaicosqualenflanost3r0lcyckxseOSC,8,,,11231,6083.0,791,Rattus norvegicus,,,,H
89,,B,,,Evzluqtedforitsacyivitytoibhibotraglidsrw2oxidpsqyalsnelanost2rplc6claseacyiv9tyexpressedasKi,8,,,11231,28113.0,791,Rattus norvegicus,,,,H
90,,B,,,Comp9unwwas3vzluahedforthrinhibitionotmicrosknal13oxidowquapen4vycpaselnratlibermicrosomee,9,,,12083,12170.0,11375,Rattus norvegicus,,Liver,Microsomes,D
91,,B,,,Cojpounswas2valuatesfog4h2inhifitionofm7crisomql23ox8dos2uqlenelanodteroocyclasdknratlivernicrosom4s,9,,,12083,12370.0,11375,Rattus norvegicus,,Liver,Microsomes,D
92,,B,,,xompound3asevaluqtedforinhib8toryact9dityagwinzt2eoxidocaualfnrlanodte5olfyclaseinratlofeemucrosomes,9,,,12083,12691.0,153,Rattus norvegicus,,Liver,Microsomes,D
93,,B,,,Mpiarconcen5rationnwededtogicey0prebebti8nog25AAd2nosin2vependentehroribonucleaae,8,,,11377,,8269,,,,,H
94,,B,,,Molarconsrntrstion5equiredtodisplace50oftheraw8olabeledpribsfrpm35AAdehosibedepfndentendi4ibonkcleqseim3neohucleasrnittosellullsecomppec,8,,,11377,,8269,,,,,H
95,HeoG2,F,591.0,,Ihvjtrocygo5oxuccknvengratkon5equ8redtoinnib8theoatitisBvirusyBVreplicationij2215celllin4,1,,,81020,4367.0,17653,Homo sapiens,,,,N
96,HwpG2,F,266.0,,50Egf3ctiveconcentrati8nofcimpiunseewuirfdforinhibitinguntracrllhlardiralreplicativeinfsrmediatdcNAinHBgtdagsfex6ed2215dwklline,1,,,81020,4303.0,14277,Homo sapiens,,,,N
97,HfpG2,F,297.0,,Antidirzlac4ivityabaihstHepatitisvfirusjj2215crllline,1,,,81020,7824.0,1717,Homo sapiens,,,,N
98,Hepv2,F,212.0,,Invitro3fcectivedomcentrsrkonahainxthe9atitisBvi5uawwsdeterminedij2215ceils,1,,,81020,5446.0,14091,Homo sapiens,,,,N
99,HdpG2,F,697.0,,Invitrkeffectlveconcenrrwtiobagains6hepayitisBv9ruswwddfterminedon2215cwllsNotcetegmkjed,1,,,81020,8693.0,14091,Homo sapiens,,,,N
100,,F,,,Invitroefeedriveconcentrationrequi3edgoinhjbituepati6isBvidkxHgVrw0kicationin2215ceillihe,1,,,50606,14114.0,17653,Hepatitis B virus,,,,N
101,Heph2,F,316.0,,Abilj4uto8nhibitthee9isomalHBVDNA9n2215ceplq,1,,,81020,8976.0,13105,Homo sapiens,,,,N
102,Hept2,F,411.0,,d9ncentrat9onrequiredtoijhinig50ofw215cellligf,1,,,81020,12439.0,1717,Homo sapiens,,,,N
103,Hepf2,A,504.0,,Amtivoralactuv7gyagainw52215cfllsconcentrationrfaujredtoreducegyelog0hxsecellgrpwtyby50,1,,,81020,31782.0,13105,Homo sapiens,,,,N
104,2215,F,,,Cj5otoxicastjvityofcohpoundanains6ininfected2q15celle,1,,,50587,28537.0,13600,Homo sapiens,,,,N
105,2215,F,,,xjtihepzt76usBvirusacyivl6ywacevaluatedin2215cells,1,,,50587,15620.0,13467,Homo sapiens,,,,N
106,2215,F,,,Inhibitiohofth2teplifstionkfHBV7n2215deolsbyDbAhybridizstiobaasay,1,,,50606,1229.0,17477,Hepatitis B virus,,,,N
107,2215,F,,,Ihvitroantimgcact7vityin2315cells,1,,,50587,22351.0,1593,Homo sapiens,,,,N
108,2215,F,,,Invi45oxntiHBVavgibityin2215cellsNofde4frmined,1,,,50587,20460.0,1593,Homo sapiens,,,,N
109,2215,F,,,Thecompkunfwacteatedinvitrofortheqn4kHBVactici6yagzigstw215cells,1,,,50587,5815.0,15089,Homo sapiens,,,,N
110,2215,F,,,Thecompoyndwasteqtedonvitrof9rtheantiHBVact7bityin33qrxells,1,,,50587,10956.0,15089,Homo sapiens,,,,N
111,2215,F,,,Cytltoxifitjin221rcells,1,,,50587,17861.0,1593,Homo sapiens,,,,N
112,2215,F,,,Cyr9toxifityin2215ceolsNotd3tegmin3d,1,,,50587,1703.0,1593,Homo sapiens,,,,N
113,2215,F,,,InyibitoryactkciryofsompojndxgainwthepatitisBvi4usHfVingrow9ngculturfsod12w5celos,1,,,50587,28848.0,13600,Homo sapiens,,,,N
114,2215,F,,,Tuegrowtgighibitionqct9vittforthecomlounv2asefaluatedkm2215cells,1,,,50587,31821.0,13467,Homo sapiens,,,,N
115,2215,F,,,S4lectivity9ndexwasde6e5minedfromtheragilofIs594otherC50valuesevqlua4eeinw115celps,1,,,50587,11158.0,13467,Homo sapiens,,,,N
116,Hepn2,F,500.0,,AntivirslaxtibityzgalnstHBVwasde4e5minedin2315cellluhe,1,,,81020,3272.0,14764,Homo sapiens,,,,N
117,,B,,,Inhibigikmof29HETEsynthdsizibhumanrdnalmifrosomes,0,,,22226,48578.0,6531,Homo sapiens,,,Microsomes,U
118,,B,,,Inhibi5oryactiv8tyagainzt20HET4prov6ctionfgoma3xchidonicqcidusinbhimqgr2balmicrisome2oHETEsunthase,0,,,22226,,17322,,,,,U
119,2008,F,618.0,,Inhufitpryconcenhragiojagaihst2008ovariwmcells,1,,,80612,10786.0,17072,Homo sapiens,,,,N
120,2008,F,563.0,,50Growthinhkbot9rycobcentrationGj59vyuskng20p8hhmanovzrianxaefinomacelll9nes,1,,,80612,7406.0,16936,Homo sapiens,,,,N
121,2008,F,354.0,,Compoubewastestrfcor5ogrowthijhif9t8rycogcfntrafionbyusinghykabivariamcarcinomacelllines2008,1,,,80612,13001.0,16936,Homo sapiens,,,,N
122,2008,F,631.0,,Directcyt8toxivityagainx6theselec4eft7mofcellline20p8wasde5erminesespec9alluknovarianadsnosz5cinomacw3iveddells,1,,,80612,11231.0,17146,Homo sapiens,,,,N
123,2008,F,688.0,,D9revtcytktoxick6yagainsttheselexfedr7morcelliige2008wasd2t2rminwd2specixllyon8variwnad4nicarcinomadrrivedvellanotdetecter,1,,,80612,13955.0,17146,Homo sapiens,,,,N
124,3008R,F,0.0,,Inbu5roinhibi5i9nof2008Rovaroancance3celllibf,1,,,80613,4999.0,10797,Homo sapiens,,,,N
125,2008g,F,417.0,,Invitroinhibihionof2008R0darisncajceec3llpineNANktqcy9evable,1,,,80613,7864.0,10797,Homo sapiens,,,,N
126,2008z,F,567.0,,Invi6roljhibotionof2p08Sovarjancandercsliline,1,,,80614,31216.0,10797,Homo sapiens,,,,N
127,2908S,F,524.0,,Igvorroinhibihiohof2008Sovaeianfanc4rcellligeNANotachi3gablw,1,,,80614,22873.0,10797,Homo sapiens,,,,N
128,,B,,,ywatsdinvitrogkrinuibitionofchymofrypsinlikeastivityofpurjfiefhijan20epritewsome,2,,,100256,3358.0,4823,Homo sapiens,,,,S
129,,B,,,C9hpoundwasevaluagedfofinhinit8ryac4ivityanzinstw0eproteasok4frohhkmanluverandbrain,2,,,100256,9081.0,12912,Homo sapiens,,,,S
130,,B,,,Inhibigion8fchymotrypsinlukeachig7hyof20S9ro4eaxome,2,,,100256,,2957,,,,,S
131,,B,,,Inmibit9on0fdhjmotgypsijlikeactivityofw0Spro5easomevxlkerangest3om1020kM,2,,,100256,,2957,,,,,S
132,,B,,,Inhibi4o5yadtivihyagxinst20Spr8teisome,2,,,100256,,3260,,,,,S
133,,B,,,Compouhswazteq6edforinhibitoryactivltyqgqonstgryptase,0,,,22226,13267.0,3451,Homo sapiens,,,,U
134,tepG2,F,420.0,,donv2n5rationrequjeedtoimhibit50obextracellularci3cularreplicaylonofHvVrmAucong2115c4llline,1,,,81020,10345.0,13885,Homo sapiens,,,,N
135,HeoG2,F,395.0,,Concentratiojrequiredtoinhiblt50ofintraxellulwrcirc8ozrre0licaguonofmvbDNwusing3q25celkline,1,,,81020,12649.0,13885,Homo sapiens,,,,N
136,,B,,,Compoyndeastestrdfoftheinhibi4ionifzlphahlucisifase,0,,,22226,,3676,,,,,U
137,,B,,,InminitodycogcentrqgionagainsfhumanneytrophiieoastxseHNE,8,,,235,,6043,,,,,H
138,,F,,,Chxnveinh3artra4ewaqex9resqedinpercebtatatadosw900qmgkgivimanesthetlzefrat,0,,,22226,3126.0,11140,Rattus norvegicus,,Heart,,U
139,,F,,,80injibit70nofthe20MycobacterukmaviumvimplsxMsCvlinicalisolatez,8,,,19640,,10543,,,,,H
140,,F,,,Minimun8hhibitoryxoncentrzrionofcompougdagaindt20Myd0bactsriumavijmcompl3xMAvclih7czlixolates,8,,,19640,,10543,,,,,H
141,,B,,,Monihuminhibit85yc0ncent4zgionofcompounragaijst20Mhcobacte3iumqvkumcomplexMACcluniczlis8oates,8,,,19640,,10543,,,,,H
142,,F,,,90intibitoonorthe29kycobafteriimaviumsompledMAsclinicapisolatee,8,,,19640,,10543,,,,,H
143,P338,F,488.0,,IhVitroevalja6ionfkrthegrowthint7bitionogSuhliheP389AMSALeukemizxepllinfs,1,,,80360,36601.0,11365,Mus musculus,,,,N
144,P338,F,483.0,,IhdjtrosvapuafionfortheggowthlnhibitiohofSuhlihdP388sPLeukemiwcelllines,1,,,80360,3407.0,11365,Mus musculus,,,,N
145,PBL,F,509.0,,Compoygrwasevaluatedvortheihhibitionkfcwllrwolica5ionhumanperipueralbl9oel6kphocttedPBLs,1,,,80384,7117.0,11803,Homo sapiens,,,,N
146,,F,,,Compoundwasevaiuwtedfiftheknhivitionofcellrepl9catoohsheepshor99dlledusSCocells,0,,,22226,16590.0,11803,Ovis aries,,,,U
147,,F,,,Comppundsasevaluxhedfoetheinhibitiogofcellreplicati0heheepchotoid9lexuszCPdeolc,0,,,22226,1166.0,11803,Ovis aries,,,,U
148,,B,,,Comoohndisedqlux5edinvitrovortheinhifihiomsinglemuysntofHIV2RTY181C,8,,,191,,12278,,,,,H
149,,F,,,Compoundwasevwluwtedforitsinblb8torueffeftohttym7dine3HdThrimclrporqtioningoDNAocCEnMfXcellsincuiturestc9nc1025,0,,,22226,34535.0,8249,Homo sapiens,,,,U
150,,F,,,Compoundwas4valuatedboritsinhibifo4yefeect8ntbykieine3HdThcincor9oratiojlhtoDmAkffEkMTXcelksinvulhureatconf10e6,0,,,22226,3973.0,8249,Homo sapiens,,,,U
151,CCRFCfM,F,295.0,,sompoyndwasevaluatedfkritainhibifo4jefffctonttgmidine3Hd6hdinsorpo5ation9ntpDNzofCEMceolsinztc0mc10e7,0,,,22226,11408.0,8249,Homo sapiens,,,,U
152,CCRFfEM,F,291.0,,vompoundwasebaluwteeforltsimhibi5or5efv2chonth6mjdins3HdThdkjcorporationintorNAofCEMcwplsincultureatcimc10e4,0,,,22226,14724.0,8249,Homo sapiens,,,,U
153,CCeFCEM,F,363.0,,Compounswasevalus4edforkgsinhibitkrywdfectohthymifine3HdThdjnvorlogayionintoDNAofCEMc4lpeijcultuewatconc10e5,0,,,22226,3402.0,8249,Homo sapiens,,,,U
154,CCRcCEM,F,89.0,,Cpmpounveasevzlhat3dfogitsinhifitorj4fcecfonthymidinerHxThdimcorporationim4oDbAofC4Mcelpsijcultureatconc10e6,0,,,22226,8451.0,8249,Homo sapiens,,,,U
155,,F,,,Comp0ubdwasevai7a6edfiritsinhibitoryeffectonfhymid9ge4HdhhdinvoroorqtionintoDNAobCEMhTXcellsinatcpns1o37,0,,,22226,9285.0,8249,Homo sapiens,,,,U
156,,F,,,Comp0jnxwaseval7atedfoeitsinhubitkdyeffecton5mumjdinerHdThdincorporatipn8ntoDNAlfCEMMTdceliajnxultjreatconc10e4,0,,,22226,23015.0,8249,Homo sapiens,,,,U
157,,B,,,9nvitrobindinbaffin9gy6owardsxlpha4wbeta2wgeueonalglcotinicacetylcholinefexepforinP2mehbdwbefras5iinsofratforebeain,6,,,104290,,16992,,,,,H
158,,F,,,hinkjuminhibitogyconden6rationofcomlkundagainstStrdptococcusp7lgenuwssptidemlainthempuze,1,,,50264,14725.0,10543,Streptococcus pyogenes,,,,N
159,,F,,,qntiviralactjvifyagaigsf07qatrqinofttykixinekinasenegativeTKbaric4olaZost2rVirusgZV,1,,,50527,8734.0,17833,Human herpesvirus 3,,,,N
160,HEL,F,368.0,,Antiviralafhivityagsinet07qctrsinofVZginHELh8manerythrileuiemiscepls,1,,,50527,9516.0,17290,vericilla zoster virus,,,,N
161,,F,,,Antiviralqcticityagaijzt071syrainofVZfgwN9data,1,,,50527,2338.0,17290,vericilla zoster virus,,,,N
162,,F,,,Antiv8ralactlcitysgainsy071strainofgZcNsNodara,1,,,50527,19755.0,17290,vericilla zoster virus,,,,N
163,,F,,,znyibaxterialaxtivi4ywasdeterminerarainstggamnegativeorbanish2jterobqct3rsloaca3jA2646,1,,,50145,3188.0,10932,escherichia cloac,,,,N
164,,B,,,RatioobK7atA2t9KiatA1rsc2ptods,0,,,22226,,9707,,,,,U
165,,B,,,jncitro7nhibitionof13be6aglucansynthsseinCanduswakfkcansmembramwassay,8,,,11143,29973.0,2346,Candida albicans,,,,H
166,,B,,,7nhib7tionif13betxglucagsynrhase,8,,,18077,10216.0,2205,Candida glabrata CBS 138,,,,H
167,187gumorxeolline,F,129.0,,Ibhlbitionofgrowtglf187human4umorfellllbe,1,,,80609,8687.0,11900,Homo sapiens,,,,N
168,,B,,,jntibitiobof1l8poxytegaseLOXinRBLceils,9,,,12166,35352.0,14864,Rattus norvegicus,,,,D
