noleggio_id,cliente_id,data_pagamento,pagamento_id,ammontare,personale_id
14763,116,2005-08-21 23:34:00,3146,11.99,2
6694,204,2005-07-12 12:39:23,5533,6.99,1
5207,59,2005-07-09 11:15:44,1631,3.99,1
10825,587,2005-08-01 23:05:33,15726,2.99,1
6012,258,2005-07-11 02:00:12,6965,4.99,2
11998,299,2005-08-17 18:46:21,8130,0.99,1
10323,577,2005-08-01 04:44:58,15473,4.99,2
5269,230,2005-07-09 14:23:05,6198,2.99,2
14029,219,2005-08-20 21:23:11,5943,0.99,2
3988,421,2005-07-06 23:30:42,11378,8.99,1
13877,5,2005-08-20 15:16:18,140,0.99,2
10027,287,2005-07-31 18:33:51,7778,6.99,1
5756,183,2005-07-10 12:39:28,4983,0.99,2
14083,176,2005-08-20 23:42:31,4796,7.99,1
2470,40,2005-06-18 20:28:31,1098,7.99,2
6224,475,2005-07-11 13:42:18,12848,4.99,1
10176,19,2005-07-31 23:40:35,504,7.99,1
7770,507,2005-07-28 06:49:35,13676,5.99,2
3326,347,2005-06-21 09:04:50,9372,7.99,1
12923,531,2005-08-19 04:50:20,14304,2.99,1
2267,218,2005-06-18 06:10:23,5906,0.99,1
8129,345,2005-07-28 19:47:02,9325,2.99,2
1803,127,2005-06-16 20:32:47,3417,2.99,2
3756,320,2005-07-06 12:40:38,8659,4.99,2
14272,243,2005-08-21 06:24:55,6587,3.99,1
8949,231,2005-07-30 03:17:02,6232,5.99,2
10527,431,2005-08-01 11:55:54,11634,4.99,1
6261,386,2005-07-11 15:28:34,10456,2.99,2
13117,385,2005-08-19 11:33:20,10442,0.99,1
985,564,2005-05-30 22:18:35,15103,2.99,1
8371,396,2005-07-29 05:16:35,10724,2.99,2
9101,566,2005-07-30 08:47:13,15175,4.99,2
11169,329,2005-08-02 10:19:42,8900,3.99,2
14747,153,2005-08-21 23:00:02,4176,4.99,1
1042,506,2005-05-31 05:53:00,13631,2.99,1
1534,42,2005-06-16 00:49:32,1150,0.99,2
12005,403,2005-08-17 18:56:55,10904,5.99,2
3151,77,2005-06-20 20:36:53,2093,2.99,1
11129,566,2005-08-02 09:08:44,15181,2.99,2
4017,595,2005-07-07 01:08:18,15930,4.99,1
9443,3,2005-07-30 21:45:46,76,3.99,2
6342,403,2005-07-11 19:48:24,10889,4.99,1
7963,247,2005-07-28 13:48:38,6687,5.99,1
11992,136,2005-08-17 18:27:22,3674,10.99,2
14469,554,2005-08-21 13:07:24,14870,0.99,1
1348,196,2005-06-15 12:45:30,5286,2.99,1
12663,375,2005-08-18 19:10:52,10171,0.99,2
14386,514,2005-08-21 10:06:34,13857,1.99,1
2227,200,2005-06-18 03:43:23,5422,4.99,1
9421,161,2005-07-30 21:08:32,4389,0.99,2
14829,546,2005-08-22 01:35:37,14683,2.99,1
11380,551,2005-08-02 18:17:32,14795,0.99,2
9974,503,2005-07-31 16:51:11,13561,4.99,1
8116,1,2005-07-28 19:20:07,19,0.99,2
5310,24,2005-07-09 16:00:34,640,0.99,1
5578,378,2005-07-10 04:00:31,10236,1.99,1
12719,87,2006-02-14 15:16:03,2387,4.99,2
13399,21,2005-08-19 22:09:28,569,4.99,2
4710,590,2005-07-08 12:04:53,15799,2.99,1
9557,328,2005-07-31 02:14:01,8862,2.99,2
3749,170,2005-07-06 12:18:03,4610,4.99,1
3769,567,2005-07-06 13:11:33,15191,5.99,1
3080,377,2005-06-20 15:22:32,10204,1.99,1
4031,143,2005-07-07 02:32:07,3864,7.99,1
7250,589,2005-07-27 10:44:09,15776,0.99,2
12538,118,2005-08-18 14:09:09,3182,2.99,2
6702,164,2005-07-12 12:48:03,4460,0.99,2
15293,263,2006-02-14 15:16:03,7126,0.99,1
16010,173,2005-08-23 21:10:24,4717,2.99,1
2027,265,2005-06-17 13:06:56,7153,7.99,2
5357,411,2005-07-09 18:08:59,11131,5.99,2
2745,26,2005-06-19 16:21:19,693,4.99,1
3731,558,2005-07-06 11:33:36,14940,9.99,1
2813,284,2005-06-19 20:01:47,7684,6.99,2
15380,423,2005-08-22 22:28:15,11448,0.99,1
413,307,2005-05-27 14:45:37,8326,4.99,2
3485,111,2005-07-05 23:25:54,2980,1.99,2
664,523,2005-05-28 21:31:08,14077,0.99,2
14385,317,2005-08-21 10:02:55,8605,0.99,2
9013,347,2005-07-30 05:19:20,9386,4.99,1
8556,231,2005-07-29 11:18:27,6231,0.99,1
14139,561,2005-08-21 02:04:33,15044,0.99,2
14092,273,2005-08-21 00:14:32,7397,4.99,2
15363,480,2005-08-22 21:41:40,12977,2.99,2
5801,439,2005-07-10 14:59:05,11841,5.99,2
3884,210,2005-07-06 18:41:33,5692,4.99,2
11655,113,2005-08-17 05:11:07,3051,7.99,2
5328,247,2005-07-09 16:48:29,6685,6.99,1
9950,572,2005-07-31 15:50:22,15326,5.99,2
13794,557,2005-08-20 12:25:32,14930,2.99,2
1064,460,2005-05-31 08:50:07,12418,4.99,2
12699,66,2005-08-18 20:20:59,1815,0.99,1
2315,372,2005-06-18 09:03:39,10056,2.99,1
3670,268,2005-07-06 08:56:43,7253,4.99,2
14591,538,2005-08-21 17:30:09,14505,0.99,1
14528,46,2005-08-21 15:08:05,1285,6.99,2
14153,120,2005-08-21 02:24:33,3249,4.99,1
9376,86,2005-07-30 19:11:49,2344,4.99,2
6701,454,2005-07-12 12:47:59,12264,0.99,2
15243,308,2005-08-22 17:48:28,8378,4.99,1
15674,90,2005-08-23 09:16:39,2468,7.99,1
2731,138,2005-06-19 15:14:55,3724,7.99,1
2838,292,2005-06-19 22:06:06,7898,3.99,1
14710,587,2005-08-21 21:15:23,15731,4.99,2
15198,396,2005-08-22 16:15:33,10739,7.99,2
14860,418,2005-08-22 02:47:07,11322,2.99,2
11339,263,2005-08-02 17:02:06,7117,2.99,1
3550,15,2005-07-06 02:29:21,389,7.99,1
11402,561,2005-08-02 19:07:21,15042,2.99,2
1773,462,2005-06-16 18:13:43,12470,5.99,2
13398,405,2005-08-19 22:08:48,10966,0.99,1
16007,126,2005-08-23 21:02:43,3413,7.99,1
9232,502,2005-07-30 13:43:00,13531,0.99,2
5969,433,2005-07-11 00:03:22,11672,8.99,1
14341,560,2005-08-21 08:38:24,15014,1.99,1
9768,582,2005-07-31 09:48:41,15601,9.99,1
5159,213,2005-07-09 08:55:52,5786,4.99,2
15917,589,2005-08-23 17:57:28,15790,5.99,2
3251,317,2005-06-21 03:20:37,8586,0.99,1
15980,196,2005-08-23 20:10:13,5315,0.99,2
1211,122,2005-06-15 03:01:20,3282,0.99,1
4641,26,2005-07-08 09:09:46,700,6.99,1
9207,345,2005-07-30 12:49:57,9328,2.99,2
459,468,2005-05-27 20:00:04,12614,0.99,2
12400,10,2005-08-18 09:19:12,275,2.99,2
10522,254,2005-08-01 11:48:51,6859,4.99,1
11020,242,2005-08-02 05:29:48,6555,0.99,2
15420,161,2005-08-22 23:55:51,4401,5.99,1
7124,34,2005-07-27 06:09:30,937,2.99,2
4108,66,2005-07-07 06:38:31,1800,4.99,1
953,210,2005-05-30 16:34:02,5688,2.99,1
9150,213,2005-07-30 10:49:32,5792,6.99,2
4879,196,2005-07-08 19:34:55,5293,2.99,1
9812,57,2005-07-31 11:28:07,1585,2.99,2
9338,333,2005-07-30 18:03:13,9002,10.99,2
3106,201,2005-06-20 17:18:06,5451,4.99,1
12001,52,2006-02-14 15:16:03,1453,4.99,1
10149,276,2005-07-31 22:20:46,7482,5.99,2
7935,462,2005-07-28 12:33:17,12483,2.99,2
16015,50,2005-08-23 21:25:03,1391,4.99,1
15502,433,2005-08-23 02:40:04,11690,5.99,1
80,314,2005-05-25 12:12:07,8504,5.99,1
15287,535,2005-08-22 19:19:37,14426,6.99,1
3829,356,2005-07-06 15:59:40,9611,6.99,2
6877,231,2005-07-12 20:32:58,6230,1.99,1
13415,181,2005-08-19 22:48:09,4943,2.99,2
3152,246,2005-06-20 20:42:41,6663,4.99,1
1245,234,2005-06-15 05:09:01,6294,3.99,2
9844,181,2005-07-31 12:26:31,4930,4.99,1
12414,32,2005-08-18 09:50:40,902,9.99,2
3504,209,2005-07-06 00:18:29,5663,2.99,2
8098,41,2005-07-28 18:34:20,1134,0.99,1
454,575,2005-05-27 19:31:36,15396,4.99,2
12480,446,2005-08-18 12:26:43,12053,8.99,2
4695,39,2005-07-08 11:07:59,1075,8.99,2
2265,267,2005-06-18 06:03:27,7214,2.99,2
11188,485,2005-08-02 11:17:11,13108,3.99,2
12682,245,2006-02-14 15:16:03,6653,2.99,2
6387,384,2005-07-11 22:15:56,10409,0.99,2
14266,269,2005-08-21 06:20:51,7299,4.99,1
14126,215,2005-08-21 01:32:17,5851,0.99,2
15654,471,2005-08-23 08:34:53,12748,1.99,1
5047,272,2005-07-09 03:44:15,7354,3.99,2
9613,188,2005-07-31 03:58:53,5113,4.99,2
7160,71,2005-07-27 07:26:06,1923,0.99,2
300,47,2005-05-26 20:57:00,1292,6.99,1
5634,487,2005-07-10 06:25:48,13143,3.99,1
13018,168,2005-08-19 08:04:50,4574,8.99,1
12892,121,2005-08-19 03:46:34,3272,0.99,2
13951,40,2005-08-20 17:58:11,1121,2.99,1
5963,35,2005-07-10 23:47:08,966,0.99,1
960,445,2005-05-30 18:13:23,12000,2.99,1
12492,224,2005-08-18 12:49:04,6054,4.99,1
11304,413,2005-08-02 15:40:10,11181,2.99,2
5553,6,2005-07-10 03:03:35,155,0.99,1
4679,423,2005-07-08 10:33:14,11431,2.99,1
14641,147,2005-08-21 19:05:23,4005,0.99,2
15626,370,2005-08-23 07:25:34,10017,4.99,1
13600,528,2005-08-20 06:00:25,14227,7.99,1
9173,381,2005-07-30 11:40:10,10326,4.99,2
10571,308,2005-08-01 13:25:30,8368,2.99,1
1964,53,2005-06-17 09:10:09,1460,0.99,1
12426,75,2005-08-18 10:24:11,2056,4.99,1
10944,470,2005-08-02 03:20:03,12712,4.99,2
4535,29,2005-07-08 03:40:46,792,0.99,2
7687,325,2005-07-28 03:20:26,8789,2.99,2
5196,536,2005-07-09 10:43:34,14436,0.99,2
14096,342,2005-08-21 00:27:46,9265,2.99,2
10635,52,2005-08-01 15:37:58,1443,0.99,1
10942,78,2005-08-02 03:16:31,2133,10.99,1
211,170,2005-05-26 08:33:10,4604,2.99,1
14720,395,2005-08-21 21:43:53,10709,0.99,2
5370,248,2005-07-09 18:43:19,6706,2.99,1
8023,411,2005-07-28 15:53:29,11137,0.99,1
14642,81,2005-08-21 19:09:40,2211,3.99,1
6508,597,2005-07-12 03:34:50,15992,2.99,1
6352,235,2005-07-11 20:34:13,6329,4.99,2
8037,409,2005-07-28 16:31:20,11076,4.99,1
2185,198,2005-06-18 01:12:22,5361,0.99,2
9851,49,2005-07-31 12:50:24,1349,4.99,1
5848,409,2005-07-10 17:28:14,11070,2.99,1
7120,98,2005-07-27 05:56:39,2649,3.99,2
9226,3,2005-07-30 13:31:20,75,1.99,1
1962,536,2005-06-17 09:08:58,14431,2.99,2
1646,131,2005-06-16 09:12:53,3531,9.99,1
728,551,2005-05-29 06:12:38,14781,2.99,1
12393,396,2005-08-18 09:02:41,10731,5.99,2
1263,540,2005-06-15 06:56:39,14529,2.99,2
15092,464,2005-08-22 11:36:16,12539,6.99,1
13473,390,2005-08-20 01:03:50,10579,4.99,1
12533,331,2005-08-18 14:01:40,8952,4.99,2
6084,479,2005-07-11 05:16:20,12939,7.99,2
4987,277,2005-07-09 00:45:41,7506,5.99,2
6837,533,2005-07-12 18:59:45,14352,9.99,2
4596,306,2005-07-08 06:41:25,8300,1.99,2
13506,261,2005-08-20 02:07:06,7066,5.99,2
3861,202,2005-07-06 17:24:49,5474,8.99,1
6790,400,2005-07-12 16:34:59,10817,5.99,2
6775,383,2005-07-12 16:01:44,10377,4.99,1
10459,131,2005-08-01 09:20:09,3545,4.99,1
298,460,2005-05-26 20:52:26,12416,0.99,2
9450,430,2005-07-30 22:04:04,11612,2.99,2
10083,449,2005-07-31 20:10:19,12127,5.99,2
3881,456,2005-07-06 18:35:37,12314,2.99,2
3000,50,2005-06-20 09:32:33,1364,0.99,2
574,76,2005-05-28 10:44:28,2062,1.99,2
13316,10,2005-08-19 19:23:30,276,4.99,2
6788,460,2005-07-12 16:33:44,12424,5.99,1
13034,387,2005-08-19 08:41:29,10493,2.99,2
11294,411,2005-08-02 15:08:27,11140,2.99,2
11296,154,2005-08-02 15:15:27,4203,5.99,1
5313,52,2005-07-09 16:04:45,1432,3.99,2
14690,456,2005-08-21 20:42:25,12327,1.99,2
12244,362,2005-08-18 03:39:11,9796,4.99,2
10841,102,2005-08-01 23:39:21,2762,1.99,2
11889,395,2005-08-17 15:08:27,10707,0.99,1
11846,283,2005-08-17 13:18:29,7675,2.99,2
11493,124,2005-08-02 22:47:00,3349,5.99,2
2927,403,2005-06-20 04:41:41,10881,4.99,1
10970,260,2005-08-02 04:06:46,7034,8.99,2
14539,41,2005-08-21 15:29:47,1146,7.99,2
6134,305,2005-07-11 08:28:19,8280,7.99,1
8903,406,2005-07-30 01:08:06,10993,0.99,1
9454,81,2005-07-30 22:20:09,2205,3.99,2
4380,353,2005-07-07 20:35:00,9537,5.99,2
2395,544,2005-06-18 15:45:15,14622,2.99,1
8269,376,2005-07-29 01:26:54,10188,2.99,1
2619,350,2005-06-19 08:03:12,9466,0.99,1
8119,398,2005-07-28 19:23:15,10774,3.99,2
12028,316,2005-08-17 20:03:47,8577,0.99,1
5320,228,2005-07-09 16:23:32,6148,4.99,1
13861,154,2005-08-20 14:56:53,4205,4.99,2
3095,298,2005-06-20 16:16:53,8083,4.99,2
3626,337,2005-07-06 06:15:35,9102,5.99,1
212,59,2005-05-26 08:34:41,1620,4.99,2
450,247,2005-05-27 19:18:54,6679,6.99,1
8532,546,2005-07-29 10:26:56,14673,4.99,1
12226,234,2005-08-18 03:00:48,6312,0.99,1
15090,582,2005-08-22 11:34:33,15608,5.99,1
14962,449,2005-08-22 06:37:43,12133,7.99,2
13218,257,2005-08-19 15:39:39,6949,0.99,2
10224,587,2005-08-01 01:31:56,15725,4.99,2
12694,268,2005-08-18 20:10:39,7268,4.99,2
12776,55,2005-08-18 23:37:33,1529,4.99,1
15158,588,2005-08-22 14:30:39,15762,2.99,1
437,525,2005-05-27 17:47:22,14117,5.99,1
7641,475,2005-07-28 01:15:45,12849,7.99,1
3787,474,2005-07-06 14:02:01,12816,4.99,2
7664,461,2005-07-28 02:24:23,12448,2.99,2
13210,487,2005-08-19 15:23:38,13163,4.99,2
11243,361,2005-08-02 13:32:48,9762,5.99,2
1473,249,2005-06-15 20:55:20,6719,5.99,1
962,520,2005-05-30 18:45:17,13988,6.99,1
3876,295,2005-07-06 18:21:13,7990,9.99,1
8920,78,2005-07-30 01:59:24,2128,4.99,2
5935,258,2005-07-10 22:11:04,6964,9.99,1
13742,580,2005-08-20 10:49:15,15556,2.99,2
12867,330,2005-08-19 02:40:11,8930,0.99,1
10180,50,2005-07-31 23:57:43,1382,6.99,2
2779,376,2005-06-19 18:19:07,10177,0.99,1
7405,42,2005-07-27 16:25:11,1161,3.99,1
9767,89,2005-07-31 09:46:49,2432,0.99,2
13098,51,2005-08-19 10:51:59,1417,2.99,2
6481,128,2005-07-12 01:50:15,3448,6.99,2
8639,290,2005-07-29 14:30:31,7860,4.99,1
15202,374,2005-08-22 16:26:53,10148,4.99,2
3555,537,2005-07-06 02:45:35,14458,0.99,1
1412,166,2005-06-15 17:09:48,4489,2.99,2
2349,495,2005-06-18 12:25:14,13333,4.99,1
6510,446,2005-07-12 03:35:39,12038,4.99,1
243,543,2005-05-26 13:06:05,14595,6.99,1
12130,516,2006-02-14 15:16:03,13912,5.98,1
15753,144,2005-08-23 12:43:30,3920,7.99,1
12712,444,2005-08-18 21:04:13,11991,2.99,2
1514,410,2005-06-15 22:57:34,11085,2.99,1
12851,194,2005-08-19 02:12:12,5257,3.99,2
3206,350,2005-06-21 00:39:39,9468,0.99,2
190,533,2005-05-26 06:11:28,14340,1.99,2
14040,17,2005-08-20 21:43:44,464,2.99,1
5190,532,2005-07-09 10:25:24,14312,2.99,2
6760,502,2005-07-12 15:16:00,13523,8.99,1
4660,139,2005-07-08 09:54:47,3758,0.99,2
10995,340,2005-08-02 04:48:00,9205,0.99,1
5064,512,2005-07-09 04:38:51,13786,6.99,1
2676,477,2005-06-19 11:54:57,12889,4.99,2
6496,139,2005-07-12 02:57:39,3764,6.99,1
3820,460,2005-07-06 15:35:26,12420,4.99,2
14724,552,2005-08-21 21:53:47,14825,4.99,2
9560,471,2005-07-31 02:17:27,12736,2.99,2
14383,482,2005-08-21 10:02:05,13029,4.99,2
10548,85,2005-08-01 12:44:32,2319,0.99,1
15983,464,2005-08-23 20:13:38,12541,4.99,1
15189,398,2005-08-22 15:56:42,10784,3.99,1
13006,134,2005-08-19 07:47:16,3633,2.99,2
13238,348,2005-08-19 16:20:56,9426,2.99,2
3654,528,2005-07-06 07:45:31,14212,4.99,2
6992,106,2005-07-27 01:04:45,2858,0.99,2
5942,317,2005-07-10 22:47:17,8591,7.99,2
14479,324,2005-08-21 13:35:54,8776,7.99,2
4703,544,2005-07-08 11:44:56,14624,2.99,1
7104,217,2005-07-27 05:15:25,5889,2.99,2
15908,135,2005-08-23 17:42:00,3664,2.99,2
15880,528,2005-08-23 16:43:54,14229,6.99,2
6002,45,2005-07-11 01:27:49,1240,2.99,2
7024,252,2005-07-27 02:36:40,6797,4.99,1
13840,40,2005-08-20 14:23:20,1120,5.99,1
14033,243,2005-08-20 21:30:53,6585,2.99,1
6753,147,2005-07-12 14:55:42,3992,2.99,2
10336,370,2005-08-01 04:59:53,10009,4.99,1
6732,299,2005-07-12 13:58:51,8120,0.99,2
15145,2,2005-08-22 13:53:04,58,4.99,2
7002,349,2005-07-27 01:26:14,9444,4.99,1
2904,55,2005-06-20 02:54:06,1518,2.99,1
8947,24,2005-07-30 03:15:37,644,4.99,1
3610,348,2005-07-06 05:36:59,9404,4.99,2
10906,463,2005-08-02 01:47:04,12518,2.99,2
10891,201,2005-08-02 01:09:55,5460,0.99,1
1693,421,2005-06-16 12:39:51,11373,4.99,1
9266,364,2005-07-30 14:59:01,9847,4.99,2
15845,89,2005-08-23 15:38:34,2440,2.99,1
9548,576,2005-07-31 01:54:19,15442,5.99,2
13710,333,2005-08-20 09:35:20,9009,4.99,2
5716,102,2005-07-10 10:59:23,2750,2.99,1
8921,354,2005-07-30 02:04:02,9575,0.99,2
2892,430,2005-06-20 02:06:39,11604,0.99,2
2742,187,2005-06-19 16:05:47,5080,5.99,1
4153,299,2005-07-07 08:53:08,8116,5.99,2
9549,63,2005-07-31 01:57:04,1720,3.99,2
14848,218,2005-08-22 02:14:19,5920,4.99,2
15584,500,2005-08-23 05:49:21,13488,2.99,1
2599,171,2005-06-19 06:06:07,4635,5.99,2
9014,297,2005-07-30 05:19:27,8064,2.99,2
6890,473,2005-07-12 21:03:03,12792,4.99,2
9754,479,2005-07-31 09:23:43,12948,7.99,2
1641,259,2005-06-16 08:46:26,6983,7.99,1
5637,45,2005-07-10 06:31:37,1238,0.99,1
13551,503,2005-08-20 04:00:30,13568,2.99,1
2994,163,2005-06-20 09:17:05,4426,6.99,1
15426,347,2005-08-23 00:07:19,9396,2.99,2
3197,362,2005-06-21 00:07:23,9778,2.99,2
13189,368,2005-08-19 14:27:16,9967,8.99,2
3422,251,2005-06-21 17:24:40,6764,7.99,2
7091,322,2005-07-27 04:44:10,8711,4.99,1
1315,405,2005-06-15 10:23:08,10943,4.99,2
8835,237,2005-07-29 22:44:35,6402,3.99,1
16009,133,2005-08-23 21:07:59,3612,6.99,1
1160,239,2005-06-14 23:00:34,6446,4.99,1
8346,385,2005-07-29 04:48:22,10430,2.99,1
1104,466,2005-05-31 14:30:01,12559,2.99,2
4822,185,2005-07-08 17:28:47,5028,7.99,2
7500,160,2005-07-27 20:16:03,4352,0.99,2
2183,340,2005-06-18 01:06:01,9187,4.99,2
10692,596,2005-08-01 18:12:35,15970,4.99,2
8637,310,2005-07-29 14:30:11,8424,5.99,2
2411,558,2005-06-18 16:55:54,14936,1.99,1
11237,426,2005-08-02 13:24:01,11524,0.99,2
11073,234,2005-08-02 07:13:03,6309,0.99,1
7298,121,2005-07-27 12:45:14,3261,2.99,2
15389,231,2005-08-22 22:51:13,6244,3.99,1
7864,20,2005-07-28 10:06:10,527,5.99,2
7269,209,2005-07-27 11:23:47,5672,3.99,1
217,121,2005-05-26 09:24:26,3254,4.99,1
15801,165,2005-08-23 14:26:04,4486,3.99,1
12951,70,2005-08-19 05:56:44,1906,3.99,1
2694,368,2005-06-19 13:17:21,9947,4.99,1
10072,520,2005-07-31 19:50:37,14005,0.99,1
12905,480,2005-08-19 04:13:37,12973,4.99,2
2792,437,2005-06-19 18:52:25,11777,2.99,1
1825,55,2005-06-16 21:53:05,1516,2.99,2
1377,245,2005-06-15 15:02:03,6628,2.99,1
7850,118,2005-07-28 09:31:13,3176,4.99,1
15093,60,2005-08-22 11:39:03,1665,2.99,1
14831,156,2005-08-22 01:40:49,4258,4.99,2
13116,150,2005-08-19 11:31:41,4101,6.99,1
637,250,2005-05-28 18:14:29,6739,4.99,1
15715,86,2005-08-23 10:57:40,2356,1.99,1
12218,70,2005-08-18 02:48:14,1904,4.99,2
6400,536,2005-07-11 22:43:44,14437,5.99,1
6221,393,2005-07-11 13:24:27,10653,2.99,1
6448,160,2005-07-12 00:45:59,4351,1.99,2
15364,204,2005-08-22 21:41:41,5549,4.99,1
13909,309,2005-08-20 16:26:36,8409,4.99,2
6859,321,2005-07-12 19:53:57,8685,5.99,1
11293,475,2005-08-02 15:00:43,12858,5.99,1
2801,29,2005-06-19 19:18:09,787,2.99,2
13028,371,2005-08-19 08:27:23,10047,2.99,1
2139,236,2005-06-17 21:29:34,6349,8.99,2
13021,309,2005-08-19 08:08:04,8407,5.99,2
4093,337,2005-07-07 05:54:50,9104,4.99,2
14865,94,2005-08-22 03:06:38,2572,4.99,1
1197,349,2005-06-15 01:42:46,9435,2.99,1
15954,460,2005-08-23 19:14:07,12439,2.99,2
9696,156,2005-07-31 07:13:46,4250,0.99,1
707,252,2005-05-29 03:18:19,6788,4.99,1
9564,377,2005-07-31 02:31:37,10217,0.99,1
5515,39,2005-07-10 01:12:44,1079,2.99,2
8994,287,2005-07-30 04:51:32,7776,6.99,2
4011,20,2005-07-07 00:48:25,521,3.99,2
7481,240,2005-07-27 19:20:25,6488,4.99,2
14132,91,2005-08-21 01:43:58,2497,0.99,1
11864,96,2005-08-17 14:02:01,2613,4.99,2
13542,147,2005-08-20 03:41:57,4001,4.99,2
12506,114,2006-02-14 15:16:03,3090,4.99,2
5120,373,2005-07-09 07:14:23,10094,5.99,1
9846,573,2005-07-31 12:30:12,15354,4.99,2
15371,94,2006-02-14 15:16:03,2575,4.99,1
2772,520,2005-06-19 17:59:27,13991,4.99,1
3653,148,2005-07-06 07:45:13,4018,0.99,1
6540,156,2005-07-12 04:51:13,4246,6.99,2
905,50,2005-05-30 10:25:00,1359,4.99,1
12799,197,2005-08-19 00:27:01,5349,0.99,1
3661,442,2005-07-06 08:10:02,11923,2.99,1
14292,251,2005-08-21 07:06:20,6784,0.99,1
15764,8,2005-08-23 13:05:10,229,2.99,1
9605,94,2005-07-31 03:50:07,2568,4.99,1
3658,253,2005-07-06 08:01:08,6819,7.99,1
9891,462,2005-07-31 14:05:44,12488,0.99,1
258,502,2005-05-26 15:28:14,13511,2.99,2
9771,398,2005-07-31 09:55:36,10779,1.99,1
10063,517,2005-07-31 19:25:13,13931,4.99,1
1990,571,2005-06-17 10:48:44,15293,4.99,2
866,8,2005-05-30 03:43:54,207,6.99,2
2885,330,2005-06-20 01:33:42,8911,0.99,2
8788,121,2005-07-29 20:46:44,3263,1.99,2
12879,210,2005-08-19 03:22:55,5711,4.99,1
14362,312,2005-08-21 09:19:49,8477,2.99,2
6362,358,2005-07-11 21:09:31,9673,2.99,1
14497,254,2005-08-21 14:09:47,6869,4.99,2
7030,550,2005-07-27 03:01:40,14758,0.99,1
7984,208,2005-07-28 14:27:51,5645,2.99,2
1868,380,2005-06-17 02:03:22,10272,3.99,1
1428,583,2005-06-15 18:19:30,15613,3.99,1
11552,230,2005-08-17 01:04:29,6211,5.99,1
10836,217,2005-08-01 23:29:58,5896,6.99,1
15134,22,2005-08-22 13:18:25,596,7.99,1
5314,372,2005-07-09 16:05:28,10060,2.99,1
11896,436,2005-08-17 15:19:54,11763,5.99,2
5478,583,2005-07-09 23:45:15,15624,5.99,1
12365,303,2005-08-18 07:55:09,8238,0.99,1
4009,394,2005-07-07 00:28:55,10677,2.99,2
6127,355,2005-07-11 08:06:59,9594,0.99,1
10446,95,2005-08-01 09:02:17,2590,0.99,2
3111,579,2005-06-20 17:46:47,15509,2.99,1
9511,549,2005-07-31 00:25:05,14740,9.99,2
7646,255,2005-07-28 01:31:45,6879,2.99,1
10563,214,2005-08-01 13:06:03,5817,3.99,1
5380,166,2005-07-09 19:08:44,4498,4.99,2
