miller2_FisY,miller2_IndiIss,miller2_CFLI,miller2_PrograPr,miller2_SeID,miller2_UrIss,miller2_ClimChaAdap,miller2_Sta,miller2_EnviSustai,miller2_CouRegNa,miller2_OrgaNa,miller2_FuCenNa,miller2_PBATy,miller2_ClChMit,miller2_IRTCPer,miller2_OrgaT,miller2_MaxCIDAContr,miller2_UntAmoProBud,miller2_DivID,miller2_SecPer,miller2_FSTCPe,Section ID,miller2_SeN,miller2_ConID,miller2_FCenID,miller2_YoIss,miller2_DisaIss,miller2_ICTAATFoDeve,miller2_KnowlFoDeve,miller2_GeEqu,miller2_OrganID,miller2_OrgCla,miller2_OrgaSu,miller2_ConNa,miller2_ProjBroCouID,miller2_CouReID,miller2_CouRegPerc,miller2_AmSp
2009/2010,0,0,Uncoded: Pre-APP,72010,0,0,Terminating,0,Africa MC,ICRC Appeals via CRCS,MHO Non Food - CORE,Not PBA,0,0.0,Canadian Non-Profit Making,3000000.0,3000000.0,D5301,1.0,0.0,S5330,Material relief assistance and services,2,5311,0,0,0,0,1,1014663,Civil Society,INTERNATIONAL NGO,Africa,X1,X1,0.5,1500000.0
2009/2010,0,0,Uncoded: Pre-APP,72010,0,0,Terminating,0,Americas MC,ICRC Appeals via CRCS,MHO Non Food - CORE,Not PBA,0,0.0,Canadian Non-Profit Making,3000000.0,3000000.0,D5301,1.0,0.0,S5330,Material relief assistance and services,1,5311,0,0,0,0,1,1014663,Civil Society,INTERNATIONAL NGO,America,X2,X2,0.15,450000.0
2009/2010,0,0,Uncoded: Pre-APP,72010,0,0,Terminating,0,Asia MC,ICRC Appeals via CRCS,MHO Non Food - CORE,Not PBA,0,0.0,Canadian Non-Profit Making,3000000.0,3000000.0,D5301,1.0,0.0,S5330,Material relief assistance and services,3,5311,0,0,0,0,1,1014663,Civil Society,INTERNATIONAL NGO,Asia,X3,X3,0.3,900000.0
2009/2010,0,0,Uncoded: Pre-APP,72010,0,0,Terminating,0,Europe MC,ICRC Appeals via CRCS,MHO Non Food - CORE,Not PBA,0,0.0,Canadian Non-Profit Making,3000000.0,3000000.0,D5301,1.0,0.0,S5330,Material relief assistance and services,5,5311,0,0,0,0,1,1014663,Civil Society,INTERNATIONAL NGO,Europe,X4,X4,0.05,150000.0
2009/2010,0,0,Uncoded: Pre-APP,72010,0,0,Closed,1,Sri Lanka,Mines Advisory Group,MHI Non-Food INIT,Not PBA,0,0.0,Foreign Non-Profit Making,500000.0,500000.0,D5301,1.0,0.0,S5320,Material relief assistance and services,3,5303,0,0,0,0,0,1015332,Civil Society,NGO,Asia,LK,LK,1.0,500000.0
2009/2010,0,0,Uncoded: Pre-APP,72010,0,0,Closed,1,Sri Lanka,The Halo Trust,MHI Non-Food INIT,Not PBA,0,0.0,Foreign Non-Profit Making,500000.0,500000.0,D5301,1.0,0.0,S5320,Material relief assistance and services,3,5303,0,0,0,0,0,1015331,Civil Society,NGO,Asia,LK,LK,1.0,500000.0
2009/2010,0,0,Uncoded: Pre-APP,72050,0,0,Closed,1,Africa MC,International Crisis Group,MHO Inst Strengtherning,Not PBA,0,0.0,Foreign Non-Profit Making,600000.0,600000.0,D5301,1.0,0.0,S5330,Relief co-ordination; protection and support services,2,5230,0,0,0,1,0,1002035,Civil Society,NGO,Africa,X1,X1,0.5,150000.0
2009/2010,0,0,Uncoded: Pre-APP,72050,0,0,Closed,1,Americas MC,International Crisis Group,MHO Inst Strengtherning,Not PBA,0,0.0,Foreign Non-Profit Making,600000.0,600000.0,D5301,1.0,0.0,S5330,Relief co-ordination; protection and support services,1,5230,0,0,0,1,0,1002035,Civil Society,NGO,America,X2,X2,0.1,30000.0
2009/2010,0,0,Uncoded: Pre-APP,72050,0,0,Closed,1,Asia MC,International Crisis Group,MHO Inst Strengtherning,Not PBA,0,0.0,Foreign Non-Profit Making,600000.0,600000.0,D5301,1.0,0.0,S5330,Relief co-ordination; protection and support services,3,5230,0,0,0,1,0,1002035,Civil Society,NGO,Asia,X3,X3,0.3,90000.0
2009/2010,0,0,Uncoded: Pre-APP,72050,0,0,Closed,1,Europe MC,International Crisis Group,MHO Inst Strengtherning,Not PBA,0,0.0,Foreign Non-Profit Making,600000.0,600000.0,D5301,1.0,0.0,S5330,Relief co-ordination; protection and support services,5,5230,0,0,0,1,0,1002035,Civil Society,NGO,Europe,X4,X4,0.1,30000.0
2009/2010,0,0,Uncoded: Pre-APP,72040,0,0,Closed,0,Yemen,WFP - World Food Programme,MHI Food INIT,Not PBA,0,0.0,Foreign Non-Profit Making,1800000.0,1800000.0,D5301,1.0,0.0,S5320,Emergency food aid,3,5309,0,0,0,0,0,1001721,Multilateral,UNITED NATIONS,Asia,YE,YE,1.0,500000.0
2009/2010,0,0,Uncoded: Pre-APP,72040,0,0,Closed,0,Colombia,WFP - World Food Programme,MHI Food INIT,Not PBA,0,0.0,Foreign Non-Profit Making,3000000.0,3000000.0,D5301,1.0,0.0,S5320,Emergency food aid,1,5309,0,0,0,0,0,1001721,Multilateral,UNITED NATIONS,America,CO,CO,1.0,1500000.0
2009/2010,0,0,Uncoded: Pre-APP,72040,0,0,Closed,0,Chad,WFP - World Food Programme,MHI Food INIT,Not PBA,0,0.0,Foreign Non-Profit Making,6500000.0,6500000.0,D5301,1.0,0.0,S5320,Emergency food aid,2,5309,0,0,0,0,1,1001721,Multilateral,UNITED NATIONS,Africa,TD,TD,1.0,6500000.0
2009/2010,0,0,Uncoded: Pre-APP,72040,0,0,Closed,0,Sudan,WFP - World Food Programme,MHI Food INIT,Not PBA,0,0.0,Foreign Non-Profit Making,22450000.0,22450000.0,D5301,1.0,0.0,S5320,Emergency food aid,2,5309,0,0,0,0,0,1001721,Multilateral,UNITED NATIONS,Africa,SD,SD,1.0,3950000.0
2009/2010,0,0,Uncoded: Pre-APP,72010,0,0,Closed,0,Africa MC,UNHCR - United Nations High Commissioner for Refugees,MHO Non Food - CORE,Not PBA,0,0.0,Foreign Non-Profit Making,14000000.0,14000000.0,D5301,1.0,0.0,S5330,Material relief assistance and services,2,5311,0,0,0,0,1,1001730,Multilateral,UNITED NATIONS,Africa,X1,X1,0.45,6300000.0
2009/2010,0,0,Uncoded: Pre-APP,72010,0,0,Closed,0,Americas MC,UNHCR - United Nations High Commissioner for Refugees,MHO Non Food - CORE,Not PBA,0,0.0,Foreign Non-Profit Making,14000000.0,14000000.0,D5301,1.0,0.0,S5330,Material relief assistance and services,1,5311,0,0,0,0,1,1001730,Multilateral,UNITED NATIONS,America,X2,X2,0.05,700000.0
2009/2010,0,0,Uncoded: Pre-APP,72010,0,0,Closed,0,Asia MC,UNHCR - United Nations High Commissioner for Refugees,MHO Non Food - CORE,Not PBA,0,0.0,Foreign Non-Profit Making,14000000.0,14000000.0,D5301,1.0,0.0,S5330,Material relief assistance and services,3,5311,0,0,0,0,1,1001730,Multilateral,UNITED NATIONS,Asia,X3,X3,0.45,6300000.0
2009/2010,0,0,Uncoded: Pre-APP,72010,0,0,Closed,0,Europe MC,UNHCR - United Nations High Commissioner for Refugees,MHO Non Food - CORE,Not PBA,0,0.0,Foreign Non-Profit Making,14000000.0,14000000.0,D5301,1.0,0.0,S5330,Material relief assistance and services,5,5311,0,0,0,0,1,1001730,Multilateral,UNITED NATIONS,Europe,X4,X4,0.05,700000.0
2009/2010,0,0,Uncoded: Pre-APP,72010,0,0,Closed,0,Asia MC,ICRC Appeals via CRCS,MHI Non-Food INIT,Not PBA,0,0.0,Canadian Non-Profit Making,500000.0,500000.0,D5301,1.0,0.0,S5320,Material relief assistance and services,3,5303,0,0,0,0,0,1014663,Civil Society,INTERNATIONAL NGO,Asia,X3,X3,1.0,500000.0
2009/2010,0,0,Uncoded: Pre-APP,72050,0,0,Closed,0,Africa MC,OCHA - Office for the Coordination of Humanitarian Affairs,MHI Non-Food INIT,Not PBA,0,0.0,Foreign Non-Profit Making,2700000.0,2700000.0,D5301,1.0,0.0,S5320,Relief co-ordination; protection and support services,2,5303,0,0,0,0,0,1003586,Multilateral,UNITED NATIONS,Africa,X1,X1,0.5,1350000.0
2009/2010,0,0,Uncoded: Pre-APP,72050,0,0,Closed,0,Americas MC,OCHA - Office for the Coordination of Humanitarian Affairs,MHI Non-Food INIT,Not PBA,0,0.0,Foreign Non-Profit Making,2700000.0,2700000.0,D5301,1.0,0.0,S5320,Relief co-ordination; protection and support services,1,5303,0,0,0,0,0,1003586,Multilateral,UNITED NATIONS,America,X2,X2,0.15,405000.0
2009/2010,0,0,Uncoded: Pre-APP,72050,0,0,Closed,0,Asia MC,OCHA - Office for the Coordination of Humanitarian Affairs,MHI Non-Food INIT,Not PBA,0,0.0,Foreign Non-Profit Making,2700000.0,2700000.0,D5301,1.0,0.0,S5320,Relief co-ordination; protection and support services,3,5303,0,0,0,0,0,1003586,Multilateral,UNITED NATIONS,Asia,X3,X3,0.3,810000.0
2009/2010,0,0,Uncoded: Pre-APP,72050,0,0,Closed,0,Europe MC,OCHA - Office for the Coordination of Humanitarian Affairs,MHI Non-Food INIT,Not PBA,0,0.0,Foreign Non-Profit Making,2700000.0,2700000.0,D5301,1.0,0.0,S5320,Relief co-ordination; protection and support services,5,5303,0,0,0,0,0,1003586,Multilateral,UNITED NATIONS,Europe,X4,X4,0.05,135000.0
2009/2010,0,0,Uncoded: Pre-APP,31110,0,0,Operational,1,Afghanistan,World Bank,*World Bank Group,Not PBA,0,0.0,Foreign Non-Profit Making,30000000.0,30000000.0,D5430,0.2,0.1,S5460,Agricultural policy and administrative management,3,5461,0,0,0,0,1,1001306,Multilateral,IFI,Asia,AF,AF,0.0065,39000.0
2009/2010,0,0,Uncoded: Pre-APP,31120,0,0,Operational,1,Afghanistan,World Bank,*World Bank Group,Not PBA,0,0.0,Foreign Non-Profit Making,30000000.0,30000000.0,D5430,0.2,0.1,S5460,Agricultural development,3,5461,0,0,0,0,1,1001306,Multilateral,IFI,Asia,AF,AF,0.0065,39000.0
2009/2010,0,0,Uncoded: Pre-APP,31150,0,0,Operational,1,Afghanistan,World Bank,*World Bank Group,Not PBA,0,0.0,Foreign Non-Profit Making,30000000.0,30000000.0,D5430,0.1,0.1,S5460,Agricultural inputs,3,5461,0,0,0,0,1,1001306,Multilateral,IFI,Asia,AF,AF,0.0065,19500.0
2009/2010,0,0,Uncoded: Pre-APP,31161,0,0,Operational,1,Afghanistan,World Bank,*World Bank Group,Not PBA,0,0.0,Foreign Non-Profit Making,30000000.0,30000000.0,D5430,0.1,0.1,S5460,Food crop production,3,5461,0,0,0,0,1,1001306,Multilateral,IFI,Asia,AF,AF,0.0065,19500.0
2009/2010,0,0,Uncoded: Pre-APP,31166,0,0,Operational,1,Afghanistan,World Bank,*World Bank Group,Not PBA,0,0.0,Foreign Non-Profit Making,30000000.0,30000000.0,D5430,0.1,0.1,S5460,Agricultural extension,3,5461,0,0,0,0,1,1001306,Multilateral,IFI,Asia,AF,AF,0.0065,19500.0
2009/2010,0,0,Uncoded: Pre-APP,31182,0,0,Operational,1,Afghanistan,World Bank,*World Bank Group,Not PBA,0,0.0,Foreign Non-Profit Making,30000000.0,30000000.0,D5430,0.1,0.1,S5460,Agricultural research,3,5461,0,0,0,0,1,1001306,Multilateral,IFI,Asia,AF,AF,0.0065,19500.0
2009/2010,0,0,Uncoded: Pre-APP,31191,0,0,Operational,1,Afghanistan,World Bank,*World Bank Group,Not PBA,0,0.0,Foreign Non-Profit Making,30000000.0,30000000.0,D5430,0.1,0.1,S5460,Agricultural services,3,5461,0,0,0,0,1,1001306,Multilateral,IFI,Asia,AF,AF,0.0065,19500.0
2009/2010,0,0,Uncoded: Pre-APP,31193,0,0,Operational,1,Afghanistan,World Bank,*World Bank Group,Not PBA,0,0.0,Foreign Non-Profit Making,30000000.0,30000000.0,D5430,0.1,0.1,S5460,Agricultural financial services,3,5461,0,0,0,0,1,1001306,Multilateral,IFI,Asia,AF,AF,0.0065,19500.0
2009/2010,0,0,Uncoded: Pre-APP,31110,0,0,Operational,1,Bangladesh,World Bank,*World Bank Group,Not PBA,0,0.0,Foreign Non-Profit Making,30000000.0,30000000.0,D5430,0.2,0.1,S5460,Agricultural policy and administrative management,3,5461,0,0,0,0,1,1001306,Multilateral,IFI,Asia,BD,BD,0.105,630000.0
2009/2010,0,0,Uncoded: Pre-APP,31120,0,0,Operational,1,Bangladesh,World Bank,*World Bank Group,Not PBA,0,0.0,Foreign Non-Profit Making,30000000.0,30000000.0,D5430,0.2,0.1,S5460,Agricultural development,3,5461,0,0,0,0,1,1001306,Multilateral,IFI,Asia,BD,BD,0.105,630000.0
2009/2010,0,0,Uncoded: Pre-APP,31150,0,0,Operational,1,Bangladesh,World Bank,*World Bank Group,Not PBA,0,0.0,Foreign Non-Profit Making,30000000.0,30000000.0,D5430,0.1,0.1,S5460,Agricultural inputs,3,5461,0,0,0,0,1,1001306,Multilateral,IFI,Asia,BD,BD,0.105,315000.0
2009/2010,0,0,Uncoded: Pre-APP,31161,0,0,Operational,1,Bangladesh,World Bank,*World Bank Group,Not PBA,0,0.0,Foreign Non-Profit Making,30000000.0,30000000.0,D5430,0.1,0.1,S5460,Food crop production,3,5461,0,0,0,0,1,1001306,Multilateral,IFI,Asia,BD,BD,0.105,315000.0
2009/2010,0,0,Uncoded: Pre-APP,31166,0,0,Operational,1,Bangladesh,World Bank,*World Bank Group,Not PBA,0,0.0,Foreign Non-Profit Making,30000000.0,30000000.0,D5430,0.1,0.1,S5460,Agricultural extension,3,5461,0,0,0,0,1,1001306,Multilateral,IFI,Asia,BD,BD,0.105,315000.0
2009/2010,0,0,Uncoded: Pre-APP,31182,0,0,Operational,1,Bangladesh,World Bank,*World Bank Group,Not PBA,0,0.0,Foreign Non-Profit Making,30000000.0,30000000.0,D5430,0.1,0.1,S5460,Agricultural research,3,5461,0,0,0,0,1,1001306,Multilateral,IFI,Asia,BD,BD,0.105,315000.0
2009/2010,0,0,Uncoded: Pre-APP,31191,0,0,Operational,1,Bangladesh,World Bank,*World Bank Group,Not PBA,0,0.0,Foreign Non-Profit Making,30000000.0,30000000.0,D5430,0.1,0.1,S5460,Agricultural services,3,5461,0,0,0,0,1,1001306,Multilateral,IFI,Asia,BD,BD,0.105,315000.0
2009/2010,0,0,Uncoded: Pre-APP,31193,0,0,Operational,1,Bangladesh,World Bank,*World Bank Group,Not PBA,0,0.0,Foreign Non-Profit Making,30000000.0,30000000.0,D5430,0.1,0.1,S5460,Agricultural financial services,3,5461,0,0,0,0,1,1001306,Multilateral,IFI,Asia,BD,BD,0.105,315000.0
2009/2010,0,0,Uncoded: Pre-APP,31110,0,0,Operational,1,Burundi,World Bank,*World Bank Group,Not PBA,0,0.0,Foreign Non-Profit Making,30000000.0,30000000.0,D5430,0.2,0.1,S5460,Agricultural policy and administrative management,2,5461,0,0,0,0,1,1001306,Multilateral,IFI,Africa,BI,BI,0.0081,48600.0
2009/2010,0,0,Uncoded: Pre-APP,31120,0,0,Operational,1,Burundi,World Bank,*World Bank Group,Not PBA,0,0.0,Foreign Non-Profit Making,30000000.0,30000000.0,D5430,0.2,0.1,S5460,Agricultural development,2,5461,0,0,0,0,1,1001306,Multilateral,IFI,Africa,BI,BI,0.0081,48600.0
2009/2010,0,0,Uncoded: Pre-APP,31150,0,0,Operational,1,Burundi,World Bank,*World Bank Group,Not PBA,0,0.0,Foreign Non-Profit Making,30000000.0,30000000.0,D5430,0.1,0.1,S5460,Agricultural inputs,2,5461,0,0,0,0,1,1001306,Multilateral,IFI,Africa,BI,BI,0.0081,24300.0
2009/2010,0,0,Uncoded: Pre-APP,31161,0,0,Operational,1,Burundi,World Bank,*World Bank Group,Not PBA,0,0.0,Foreign Non-Profit Making,30000000.0,30000000.0,D5430,0.1,0.1,S5460,Food crop production,2,5461,0,0,0,0,1,1001306,Multilateral,IFI,Africa,BI,BI,0.0081,24300.0
2009/2010,0,0,Uncoded: Pre-APP,31166,0,0,Operational,1,Burundi,World Bank,*World Bank Group,Not PBA,0,0.0,Foreign Non-Profit Making,30000000.0,30000000.0,D5430,0.1,0.1,S5460,Agricultural extension,2,5461,0,0,0,0,1,1001306,Multilateral,IFI,Africa,BI,BI,0.0081,24300.0
2009/2010,0,0,Uncoded: Pre-APP,31182,0,0,Operational,1,Burundi,World Bank,*World Bank Group,Not PBA,0,0.0,Foreign Non-Profit Making,30000000.0,30000000.0,D5430,0.1,0.1,S5460,Agricultural research,2,5461,0,0,0,0,1,1001306,Multilateral,IFI,Africa,BI,BI,0.0081,24300.0
2009/2010,0,0,Uncoded: Pre-APP,31191,0,0,Operational,1,Burundi,World Bank,*World Bank Group,Not PBA,0,0.0,Foreign Non-Profit Making,30000000.0,30000000.0,D5430,0.1,0.1,S5460,Agricultural services,2,5461,0,0,0,0,1,1001306,Multilateral,IFI,Africa,BI,BI,0.0081,24300.0
2009/2010,0,0,Uncoded: Pre-APP,31193,0,0,Operational,1,Burundi,World Bank,*World Bank Group,Not PBA,0,0.0,Foreign Non-Profit Making,30000000.0,30000000.0,D5430,0.1,0.1,S5460,Agricultural financial services,2,5461,0,0,0,0,1,1001306,Multilateral,IFI,Africa,BI,BI,0.0081,24300.0
2009/2010,0,0,Uncoded: Pre-APP,31110,0,0,Operational,1,Benin,World Bank,*World Bank Group,Not PBA,0,0.0,Foreign Non-Profit Making,30000000.0,30000000.0,D5430,0.2,0.1,S5460,Agricultural policy and administrative management,2,5461,0,0,0,0,1,1001306,Multilateral,IFI,Africa,BJ,BJ,0.0073,43800.0
2009/2010,0,0,Uncoded: Pre-APP,31120,0,0,Operational,1,Benin,World Bank,*World Bank Group,Not PBA,0,0.0,Foreign Non-Profit Making,30000000.0,30000000.0,D5430,0.2,0.1,S5460,Agricultural development,2,5461,0,0,0,0,1,1001306,Multilateral,IFI,Africa,BJ,BJ,0.0073,43800.0
2009/2010,0,0,Uncoded: Pre-APP,31150,0,0,Operational,1,Benin,World Bank,*World Bank Group,Not PBA,0,0.0,Foreign Non-Profit Making,30000000.0,30000000.0,D5430,0.1,0.1,S5460,Agricultural inputs,2,5461,0,0,0,0,1,1001306,Multilateral,IFI,Africa,BJ,BJ,0.0073,21900.0
2009/2010,0,0,Uncoded: Pre-APP,31161,0,0,Operational,1,Benin,World Bank,*World Bank Group,Not PBA,0,0.0,Foreign Non-Profit Making,30000000.0,30000000.0,D5430,0.1,0.1,S5460,Food crop production,2,5461,0,0,0,0,1,1001306,Multilateral,IFI,Africa,BJ,BJ,0.0073,21900.0
2009/2010,0,0,Uncoded: Pre-APP,31166,0,0,Operational,1,Benin,World Bank,*World Bank Group,Not PBA,0,0.0,Foreign Non-Profit Making,30000000.0,30000000.0,D5430,0.1,0.1,S5460,Agricultural extension,2,5461,0,0,0,0,1,1001306,Multilateral,IFI,Africa,BJ,BJ,0.0073,21900.0
2009/2010,0,0,Uncoded: Pre-APP,31182,0,0,Operational,1,Benin,World Bank,*World Bank Group,Not PBA,0,0.0,Foreign Non-Profit Making,30000000.0,30000000.0,D5430,0.1,0.1,S5460,Agricultural research,2,5461,0,0,0,0,1,1001306,Multilateral,IFI,Africa,BJ,BJ,0.0073,21900.0
2009/2010,0,0,Uncoded: Pre-APP,31191,0,0,Operational,1,Benin,World Bank,*World Bank Group,Not PBA,0,0.0,Foreign Non-Profit Making,30000000.0,30000000.0,D5430,0.1,0.1,S5460,Agricultural services,2,5461,0,0,0,0,1,1001306,Multilateral,IFI,Africa,BJ,BJ,0.0073,21900.0
2009/2010,0,0,Uncoded: Pre-APP,31193,0,0,Operational,1,Benin,World Bank,*World Bank Group,Not PBA,0,0.0,Foreign Non-Profit Making,30000000.0,30000000.0,D5430,0.1,0.1,S5460,Agricultural financial services,2,5461,0,0,0,0,1,1001306,Multilateral,IFI,Africa,BJ,BJ,0.0073,21900.0
2009/2010,0,0,Uncoded: Pre-APP,31110,0,0,Operational,1,Central Afr.Rep,World Bank,*World Bank Group,Not PBA,0,0.0,Foreign Non-Profit Making,30000000.0,30000000.0,D5430,0.2,0.1,S5460,Agricultural policy and administrative management,2,5461,0,0,0,0,1,1001306,Multilateral,IFI,Africa,CF,CF,0.0057,34200.0
2009/2010,0,0,Uncoded: Pre-APP,31120,0,0,Operational,1,Central Afr.Rep,World Bank,*World Bank Group,Not PBA,0,0.0,Foreign Non-Profit Making,30000000.0,30000000.0,D5430,0.2,0.1,S5460,Agricultural development,2,5461,0,0,0,0,1,1001306,Multilateral,IFI,Africa,CF,CF,0.0057,34200.0
2009/2010,0,0,Uncoded: Pre-APP,31150,0,0,Operational,1,Central Afr.Rep,World Bank,*World Bank Group,Not PBA,0,0.0,Foreign Non-Profit Making,30000000.0,30000000.0,D5430,0.1,0.1,S5460,Agricultural inputs,2,5461,0,0,0,0,1,1001306,Multilateral,IFI,Africa,CF,CF,0.0057,17100.0
2009/2010,0,0,Uncoded: Pre-APP,31161,0,0,Operational,1,Central Afr.Rep,World Bank,*World Bank Group,Not PBA,0,0.0,Foreign Non-Profit Making,30000000.0,30000000.0,D5430,0.1,0.1,S5460,Food crop production,2,5461,0,0,0,0,1,1001306,Multilateral,IFI,Africa,CF,CF,0.0057,17100.0
2009/2010,0,0,Uncoded: Pre-APP,31166,0,0,Operational,1,Central Afr.Rep,World Bank,*World Bank Group,Not PBA,0,0.0,Foreign Non-Profit Making,30000000.0,30000000.0,D5430,0.1,0.1,S5460,Agricultural extension,2,5461,0,0,0,0,1,1001306,Multilateral,IFI,Africa,CF,CF,0.0057,17100.0
2009/2010,0,0,Uncoded: Pre-APP,31182,0,0,Operational,1,Central Afr.Rep,World Bank,*World Bank Group,Not PBA,0,0.0,Foreign Non-Profit Making,30000000.0,30000000.0,D5430,0.1,0.1,S5460,Agricultural research,2,5461,0,0,0,0,1,1001306,Multilateral,IFI,Africa,CF,CF,0.0057,17100.0
2009/2010,0,0,Uncoded: Pre-APP,31191,0,0,Operational,1,Central Afr.Rep,World Bank,*World Bank Group,Not PBA,0,0.0,Foreign Non-Profit Making,30000000.0,30000000.0,D5430,0.1,0.1,S5460,Agricultural services,2,5461,0,0,0,0,1,1001306,Multilateral,IFI,Africa,CF,CF,0.0057,17100.0
2009/2010,0,0,Uncoded: Pre-APP,31193,0,0,Operational,1,Central Afr.Rep,World Bank,*World Bank Group,Not PBA,0,0.0,Foreign Non-Profit Making,30000000.0,30000000.0,D5430,0.1,0.1,S5460,Agricultural financial services,2,5461,0,0,0,0,1,1001306,Multilateral,IFI,Africa,CF,CF,0.0057,17100.0
