assays_ss_d,assays_ss_tss,assays_dc_d,assays_tss_d,assays_ss_rgnsm,assays_ss_ctgr,assays_cll_d,assays_ss_tx_d,assays_ss_sbclllr_frctn,assays_crtd_b,assays_ss_strn,assays_cnfdnc_scr,assays_src_d,assays_src_ss_d,assays_chmbl_d,assays_b_frmt,assays_vrnt_d
7548,,3169,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL620441,BAO_0000218,
7549,,3169,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL620442,BAO_0000218,
7550,,17260,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL620443,BAO_0000218,
7551,,17260,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL620444,BAO_0000218,
7552,,17260,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL620445,BAO_0000218,
7553,,17260,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL620446,BAO_0000218,
7554,Plasma,2879,1969.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL620447,BAO_0000218,
7555,Plasma,2879,1969.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL621129,BAO_0000218,
7556,Plasma,2879,1969.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL621130,BAO_0000218,
7557,,3184,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL873808,BAO_0000218,
7558,,4891,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL876598,BAO_0000218,
7559,,429,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL621131,BAO_0000218,
7560,,5656,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL621132,BAO_0000218,
7561,,4413,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL621133,BAO_0000218,
7562,,3598,,Rattus norvegicus,,,10116.0,,Expert,,1,1,,CHEMBL621312,BAO_0000218,
7563,,17267,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL621313,BAO_0000218,
7564,Blood,4727,178.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL621314,BAO_0000218,
7565,,17651,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL621315,BAO_0000218,
7566,,17651,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL621316,BAO_0000218,
7567,,401,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL621317,BAO_0000218,
7568,,4942,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL621318,BAO_0000218,
7569,,17735,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL621319,BAO_0000218,
7570,,6056,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL621377,BAO_0000218,
7571,,5213,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL621378,BAO_0000218,
7572,,6616,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL876599,BAO_0000218,
7573,,5937,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL621379,BAO_0000218,
7574,Plasma,5819,1969.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL621380,BAO_0000218,
7575,Plasma,5819,1969.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL621381,BAO_0000218,
7576,,6803,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL618515,BAO_0000218,
7577,,17804,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL618516,BAO_0000218,
7578,,17804,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL618517,BAO_0000218,
7579,,5948,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL618518,BAO_0000218,
7580,,1916,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL618519,BAO_0000218,
7581,,1916,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL618698,BAO_0000218,
7582,,1916,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL618862,BAO_0000218,
7583,,4890,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL618863,BAO_0000218,
7584,,17764,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL618864,BAO_0000218,
7585,,4727,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL618865,BAO_0000218,
7586,,17509,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL618866,BAO_0000218,
7587,,17509,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL618867,BAO_0000218,
7588,,6597,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL875828,BAO_0000218,
7589,,17735,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL618868,BAO_0000218,
7590,,6597,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL618869,BAO_0000218,
7591,,17670,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL618870,BAO_0000218,
7592,Plasma,1696,1969.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL618871,BAO_0000218,
7593,Plasma,1742,1969.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL618872,BAO_0000218,
7594,,17800,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL873816,BAO_0000218,
7595,,12923,,,,,,,Autocuration,,0,1,,CHEMBL618873,BAO_0000218,
7596,,11954,,,,,,,Autocuration,,0,1,,CHEMBL621602,BAO_0000019,
7597,,11954,,,,,,,Autocuration,,0,1,,CHEMBL621603,BAO_0000218,
7598,,11954,,,,,,,Autocuration,,0,1,,CHEMBL621604,BAO_0000218,
7599,,11954,,,,,,,Autocuration,,0,1,,CHEMBL621605,BAO_0000218,
7600,,11954,,,,,,,Autocuration,,0,1,,CHEMBL621606,BAO_0000218,
7601,,11954,,,,,,,Autocuration,,0,1,,CHEMBL621607,BAO_0000218,
7602,,11954,,,,,,,Autocuration,,0,1,,CHEMBL621608,BAO_0000218,
7603,,5237,,,,,,,Autocuration,,0,1,,CHEMBL621609,BAO_0000019,
7604,,4026,,,,,,,Autocuration,,0,1,,CHEMBL621610,BAO_0000218,
7605,,5237,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL621611,BAO_0000218,
7606,,14793,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL621612,BAO_0000218,
7607,,14793,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL622308,BAO_0000218,
7608,,14793,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL622309,BAO_0000218,
7609,,14793,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL622310,BAO_0000218,
7610,,14793,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL622311,BAO_0000218,
7611,,14793,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL622312,BAO_0000218,
7612,,14793,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL622931,BAO_0000218,
7613,,14793,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL622932,BAO_0000218,
7614,Plasma,14793,1969.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL622736,BAO_0000218,
7615,Plasma,14793,1969.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL622737,BAO_0000218,
7616,Plasma,14793,1969.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL622738,BAO_0000218,
7617,Plasma,14793,1969.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL622739,BAO_0000218,
7618,Plasma,14793,1969.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL622740,BAO_0000218,
7619,Plasma,14793,1969.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL622741,BAO_0000218,
7620,Plasma,14793,1969.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL622742,BAO_0000218,
7621,Plasma,14793,1969.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL622743,BAO_0000218,
7622,Plasma,11637,1969.0,Mus musculus,,,10090.0,,Intermediate,,1,1,,CHEMBL622744,BAO_0000218,
7623,,11149,,,,,,,Autocuration,,0,1,,CHEMBL624134,BAO_0000019,
7624,,10016,,,,,,,Autocuration,,0,1,,CHEMBL624135,BAO_0000019,
7625,,17796,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL624136,BAO_0000218,
7626,,17796,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL624137,BAO_0000218,
7627,,17796,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL624320,BAO_0000218,
7628,,12923,,Canis lupus familiaris,,,9615.0,,Intermediate,,1,1,,CHEMBL624321,BAO_0000218,
7629,,15372,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL624322,BAO_0000218,
7630,,15372,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL624323,BAO_0000218,
7631,,15372,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL624324,BAO_0000218,
7632,,15372,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL624325,BAO_0000218,
7633,,15372,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL624326,BAO_0000218,
7634,,15372,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL624327,BAO_0000218,
7635,,15372,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL624328,BAO_0000218,
7636,,14169,,Canis lupus familiaris,,,9615.0,,Intermediate,,1,1,,CHEMBL627848,BAO_0000218,
7637,,14169,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL627849,BAO_0000218,
7638,,14258,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL627850,BAO_0000218,
7639,,14258,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL627851,BAO_0000218,
7640,,15011,,Mus musculus,,,10090.0,,Intermediate,,1,1,,CHEMBL627852,BAO_0000218,
7641,,15011,,Mus musculus,,,10090.0,,Intermediate,,1,1,,CHEMBL627853,BAO_0000218,
7642,,15011,,Mus musculus,,,10090.0,,Intermediate,,1,1,,CHEMBL627854,BAO_0000218,
7643,,15011,,Mus musculus,,,10090.0,,Intermediate,,1,1,,CHEMBL627855,BAO_0000218,
7644,,15011,,Mus musculus,,,10090.0,,Intermediate,,1,1,,CHEMBL627856,BAO_0000218,
7645,,15011,,Mus musculus,,,10090.0,,Intermediate,,1,1,,CHEMBL875339,BAO_0000218,
7646,,15011,,Mus musculus,,,10090.0,,Intermediate,,1,1,,CHEMBL627857,BAO_0000218,
7647,Spleen,11195,2106.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL627858,BAO_0000218,
7648,Blood,10130,178.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL627859,BAO_0000218,
7649,Brain,10130,955.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL627860,BAO_0000218,
7650,Heart,10130,948.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL627019,BAO_0000218,
7651,Liver,10130,2107.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL627020,BAO_0000218,
7652,Lung,10130,2048.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL627021,BAO_0000218,
7653,Muscle tissue,10130,2385.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL627022,BAO_0000218,
7654,,10130,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL627023,BAO_0000218,
7655,Spleen,10130,2106.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL627024,BAO_0000218,
7656,Thyroid gland,10130,2046.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL627025,BAO_0000218,
7657,Kidney,10130,2113.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL627026,BAO_0000218,
7658,Blood,10130,178.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL627027,BAO_0000218,
7659,Brain,10130,955.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL627028,BAO_0000218,
7660,Heart,10130,948.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL627029,BAO_0000218,
7661,Kidney,10130,2113.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL627030,BAO_0000218,
7662,Liver,10130,2107.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL627031,BAO_0000218,
7663,Lung,10130,2048.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL627032,BAO_0000218,
7664,Muscle tissue,10130,2385.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL627033,BAO_0000218,
7665,,10130,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL627034,BAO_0000218,
7666,Spleen,10130,2106.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL627035,BAO_0000218,
7667,Thyroid gland,10130,2046.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL627036,BAO_0000218,
7668,Blood,10130,178.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL875340,BAO_0000218,
7669,Heart,10130,948.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL627037,BAO_0000218,
7670,Kidney,10130,2113.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL627038,BAO_0000218,
7671,Liver,10130,2107.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL627039,BAO_0000218,
7672,Muscle tissue,10130,2385.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL627040,BAO_0000218,
7673,Spleen,10130,2106.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL624663,BAO_0000218,
7674,Thyroid gland,10130,2046.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL625963,BAO_0000218,
7675,Brain,10130,955.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL876799,BAO_0000218,
7676,Lung,10130,2048.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL626133,BAO_0000218,
7677,,10130,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL626134,BAO_0000218,
7678,,6295,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL626135,BAO_0000218,
7679,,6296,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL626136,BAO_0000218,
7680,,6296,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL626137,BAO_0000218,
7681,,6295,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL626138,BAO_0000218,
7682,,6296,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL626139,BAO_0000218,
7683,,17260,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL626140,BAO_0000218,
7684,,17260,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL626141,BAO_0000218,
7685,,17686,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL626142,BAO_0000218,
7686,Muscle tissue,9866,2385.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL627930,BAO_0000218,
7687,Muscle tissue,9866,2385.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL627931,BAO_0000218,
7688,Muscle tissue,9866,2385.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL627932,BAO_0000218,
7689,Spleen,9866,2106.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL627933,BAO_0000218,
7690,Spleen,9866,2106.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL627934,BAO_0000218,
7691,Spleen,9866,2106.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL627935,BAO_0000218,
7692,Blood,9866,178.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL627936,BAO_0000218,
7693,Blood,9866,178.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL627937,BAO_0000218,
7694,Blood,9866,178.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL627938,BAO_0000218,
7695,Blood,9866,178.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL627939,BAO_0000218,
7696,Blood,9866,178.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL627940,BAO_0000218,
7697,Blood,9866,178.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL627941,BAO_0000218,
7698,Blood,9866,178.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL876800,BAO_0000218,
7699,Blood,9866,178.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL627942,BAO_0000218,
7700,Blood,9866,178.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL627943,BAO_0000218,
7701,Blood,9866,178.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL627944,BAO_0000218,
7702,Blood,9866,178.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL627945,BAO_0000218,
7703,Blood,9866,178.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL628584,BAO_0000218,
7704,Blood,9866,178.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL628585,BAO_0000218,
7705,Blood,9866,178.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL628586,BAO_0000218,
7706,Blood,9866,178.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL628587,BAO_0000218,
7707,Blood,9866,178.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL628588,BAO_0000218,
7708,Blood,9866,178.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL628589,BAO_0000218,
7709,Blood,9866,178.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL625304,BAO_0000218,
7710,Blood,9866,178.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL625305,BAO_0000218,
7711,Blood,9866,178.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL625306,BAO_0000218,
7712,Blood,9866,178.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL625307,BAO_0000218,
7713,Blood,9866,178.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL625308,BAO_0000218,
7714,Blood,9866,178.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL627740,BAO_0000218,
7715,Blood,9866,178.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL627741,BAO_0000218,
7716,Blood,9866,178.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL627742,BAO_0000218,
7717,Blood,9866,178.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL627743,BAO_0000218,
7718,Blood,9866,178.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL627744,BAO_0000218,
7719,Bone,9866,10000001.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL627745,BAO_0000218,
7720,Bone,9866,10000001.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL627746,BAO_0000218,
7721,Bone,9866,10000001.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL627747,BAO_0000218,
7722,Bone,9866,10000001.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL876810,BAO_0000218,
7723,Bone,9866,10000001.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL627748,BAO_0000218,
7724,Bone,9866,10000001.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL627749,BAO_0000218,
7725,Bone,9866,10000001.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL627750,BAO_0000218,
7726,Bone,9866,10000001.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL618728,BAO_0000218,
7727,Bone,9866,10000001.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL618729,BAO_0000218,
7728,Bone,9866,10000001.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL618730,BAO_0000218,
7729,Bone,9866,10000001.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL618731,BAO_0000218,
7730,Bone,9866,10000001.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL618732,BAO_0000218,
7731,Bone,9866,10000001.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL618733,BAO_0000218,
7732,Bone,9866,10000001.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL618734,BAO_0000218,
7733,Bone,9866,10000001.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL618735,BAO_0000218,
7734,Bone,9866,10000001.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL876602,BAO_0000218,
7735,Bone,9866,10000001.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL618736,BAO_0000218,
7736,Bone,9866,10000001.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL618737,BAO_0000218,
7737,Bone,9866,10000001.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL618738,BAO_0000218,
7738,Bone,9866,10000001.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL618739,BAO_0000218,
7739,Bone,9866,10000001.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL618740,BAO_0000218,
7740,Bone,9866,10000001.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL618741,BAO_0000218,
7741,Bone,9866,10000001.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL618742,BAO_0000218,
7742,Bone,9866,10000001.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL618743,BAO_0000218,
7743,Plasma,17752,1969.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL618744,BAO_0000218,
7744,,5610,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL618745,BAO_0000218,
7745,,5939,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL620479,BAO_0000218,
7746,,5939,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL620480,BAO_0000218,
7747,,17771,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL620481,BAO_0000218,
7748,,1974,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL620482,BAO_0000218,
7749,,4239,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL876603,BAO_0000218,
7750,,6681,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL620483,BAO_0000218,
7751,,17752,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL620484,BAO_0000218,
7752,,6046,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL620485,BAO_0000218,
7753,,6685,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL620486,BAO_0000218,
7754,,6685,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL620487,BAO_0000218,
7755,,6685,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL620488,BAO_0000218,
