assays_ASI,assays_ASOR,assays_DOI,assays_ASSCET,assays_SI,assays_ASST,assays_SASSI,assays_ASTI,assays_TII,assays_CURB,assays_CEI,assays_T,assays_RELATIT,assays_CONFISCO,assays_CHEI,assays_BAFOR,assays_VAI
7565,Rattus norvegicus,17651,,1,A,,,,Intermediate,,50597,N,1,CHEMBL621315,BAO_0000218,
7566,Rattus norvegicus,17651,,1,A,,,,Intermediate,,50597,N,1,CHEMBL621316,BAO_0000218,
7567,Rattus norvegicus,401,,1,A,,,,Intermediate,,50597,N,1,CHEMBL621317,BAO_0000218,
7568,Rattus norvegicus,4942,,1,A,,,,Intermediate,,50597,N,1,CHEMBL621318,BAO_0000218,
7569,Rattus norvegicus,17735,,1,A,,,,Intermediate,,50597,N,1,CHEMBL621319,BAO_0000218,
7570,Rattus norvegicus,6056,,1,A,,,,Intermediate,,50597,N,1,CHEMBL621377,BAO_0000218,
7571,Rattus norvegicus,5213,,1,A,,,,Intermediate,,50597,N,1,CHEMBL621378,BAO_0000218,
7572,Rattus norvegicus,6616,,1,A,,,,Intermediate,,50597,N,1,CHEMBL876599,BAO_0000218,
7573,Rattus norvegicus,5937,,1,A,,,,Intermediate,,50597,N,1,CHEMBL621379,BAO_0000218,
7574,Rattus norvegicus,5819,,1,A,,Plasma,1969.0,Intermediate,,50597,N,1,CHEMBL621380,BAO_0000218,
7575,Rattus norvegicus,5819,,1,A,,Plasma,1969.0,Intermediate,,50597,N,1,CHEMBL621381,BAO_0000218,
7576,Rattus norvegicus,6803,,1,A,,,,Intermediate,,50597,N,1,CHEMBL618515,BAO_0000218,
7577,Rattus norvegicus,17804,,1,A,,,,Intermediate,,50597,N,1,CHEMBL618516,BAO_0000218,
7578,Rattus norvegicus,17804,,1,A,,,,Intermediate,,50597,N,1,CHEMBL618517,BAO_0000218,
7579,Rattus norvegicus,5948,,1,A,,,,Intermediate,,50597,N,1,CHEMBL618518,BAO_0000218,
7580,Rattus norvegicus,1916,,1,A,,,,Intermediate,,50597,N,1,CHEMBL618519,BAO_0000218,
7581,Rattus norvegicus,1916,,1,A,,,,Intermediate,,50597,N,1,CHEMBL618698,BAO_0000218,
7582,Rattus norvegicus,1916,,1,A,,,,Intermediate,,50597,N,1,CHEMBL618862,BAO_0000218,
7583,Rattus norvegicus,4890,,1,A,,,,Intermediate,,50597,N,1,CHEMBL618863,BAO_0000218,
7584,Rattus norvegicus,17764,,1,A,,,,Intermediate,,50597,N,1,CHEMBL618864,BAO_0000218,
7585,Rattus norvegicus,4727,,1,A,,,,Intermediate,,50597,N,1,CHEMBL618865,BAO_0000218,
7586,Rattus norvegicus,17509,,1,A,,,,Intermediate,,50597,N,1,CHEMBL618866,BAO_0000218,
7587,Rattus norvegicus,17509,,1,A,,,,Intermediate,,50597,N,1,CHEMBL618867,BAO_0000218,
7588,Rattus norvegicus,6597,,1,A,,,,Intermediate,,50597,N,1,CHEMBL875828,BAO_0000218,
7589,Rattus norvegicus,17735,,1,A,,,,Intermediate,,50597,N,1,CHEMBL618868,BAO_0000218,
7590,Rattus norvegicus,6597,,1,A,,,,Intermediate,,50597,N,1,CHEMBL618869,BAO_0000218,
7591,Rattus norvegicus,17670,,1,A,,,,Intermediate,,50597,N,1,CHEMBL618870,BAO_0000218,
7592,Rattus norvegicus,1696,,1,A,,Plasma,1969.0,Intermediate,,50597,N,1,CHEMBL618871,BAO_0000218,
7593,Rattus norvegicus,1742,,1,A,,Plasma,1969.0,Intermediate,,50597,N,1,CHEMBL618872,BAO_0000218,
7594,Rattus norvegicus,17800,,1,A,,,,Intermediate,,50597,N,1,CHEMBL873816,BAO_0000218,
7595,,12923,,1,A,,,,Autocuration,,22224,U,0,CHEMBL618873,BAO_0000218,
7596,,11954,,1,A,,,,Autocuration,,22224,U,0,CHEMBL621602,BAO_0000019,
7597,,11954,,1,A,,,,Autocuration,,22224,U,0,CHEMBL621603,BAO_0000218,
7598,,11954,,1,A,,,,Autocuration,,22224,U,0,CHEMBL621604,BAO_0000218,
7599,,11954,,1,A,,,,Autocuration,,22224,U,0,CHEMBL621605,BAO_0000218,
7600,,11954,,1,A,,,,Autocuration,,22224,U,0,CHEMBL621606,BAO_0000218,
7601,,11954,,1,A,,,,Autocuration,,22224,U,0,CHEMBL621607,BAO_0000218,
7602,,11954,,1,A,,,,Autocuration,,22224,U,0,CHEMBL621608,BAO_0000218,
7603,,5237,,1,A,,,,Autocuration,,22224,U,0,CHEMBL621609,BAO_0000019,
7604,,4026,,1,A,,,,Autocuration,,22224,U,0,CHEMBL621610,BAO_0000218,
7605,Rattus norvegicus,5237,,1,A,,,,Intermediate,,50597,N,1,CHEMBL621611,BAO_0000218,
7606,Rattus norvegicus,14793,,1,A,,,,Intermediate,,50597,N,1,CHEMBL621612,BAO_0000218,
7607,Rattus norvegicus,14793,,1,A,,,,Intermediate,,50597,N,1,CHEMBL622308,BAO_0000218,
7608,Rattus norvegicus,14793,,1,A,,,,Intermediate,,50597,N,1,CHEMBL622309,BAO_0000218,
7609,Rattus norvegicus,14793,,1,A,,,,Intermediate,,50597,N,1,CHEMBL622310,BAO_0000218,
7610,Rattus norvegicus,14793,,1,A,,,,Intermediate,,50597,N,1,CHEMBL622311,BAO_0000218,
7611,Rattus norvegicus,14793,,1,A,,,,Intermediate,,50597,N,1,CHEMBL622312,BAO_0000218,
7612,Rattus norvegicus,14793,,1,A,,,,Intermediate,,50597,N,1,CHEMBL622931,BAO_0000218,
7613,Rattus norvegicus,14793,,1,A,,,,Intermediate,,50597,N,1,CHEMBL622932,BAO_0000218,
7614,Rattus norvegicus,14793,,1,A,,Plasma,1969.0,Intermediate,,50597,N,1,CHEMBL622736,BAO_0000218,
7615,Rattus norvegicus,14793,,1,A,,Plasma,1969.0,Intermediate,,50597,N,1,CHEMBL622737,BAO_0000218,
7616,Rattus norvegicus,14793,,1,A,,Plasma,1969.0,Intermediate,,50597,N,1,CHEMBL622738,BAO_0000218,
7617,Rattus norvegicus,14793,,1,A,,Plasma,1969.0,Intermediate,,50597,N,1,CHEMBL622739,BAO_0000218,
7618,Rattus norvegicus,14793,,1,A,,Plasma,1969.0,Intermediate,,50597,N,1,CHEMBL622740,BAO_0000218,
7619,Rattus norvegicus,14793,,1,A,,Plasma,1969.0,Intermediate,,50597,N,1,CHEMBL622741,BAO_0000218,
7620,Rattus norvegicus,14793,,1,A,,Plasma,1969.0,Intermediate,,50597,N,1,CHEMBL622742,BAO_0000218,
7621,Rattus norvegicus,14793,,1,A,,Plasma,1969.0,Intermediate,,50597,N,1,CHEMBL622743,BAO_0000218,
7622,Mus musculus,11637,,1,A,,Plasma,1969.0,Intermediate,,50594,N,1,CHEMBL622744,BAO_0000218,
7623,,11149,,1,A,,,,Autocuration,,22224,U,0,CHEMBL624134,BAO_0000019,
7624,,10016,,1,A,,,,Autocuration,,22224,U,0,CHEMBL624135,BAO_0000019,
7625,Rattus norvegicus,17796,,1,A,,,,Intermediate,,50597,N,1,CHEMBL624136,BAO_0000218,
7626,Rattus norvegicus,17796,,1,A,,,,Intermediate,,50597,N,1,CHEMBL624137,BAO_0000218,
7627,Rattus norvegicus,17796,,1,A,,,,Intermediate,,50597,N,1,CHEMBL624320,BAO_0000218,
7628,Canis lupus familiaris,12923,,1,A,,,,Intermediate,,50588,N,1,CHEMBL624321,BAO_0000218,
7629,Rattus norvegicus,15372,,1,A,,,,Intermediate,,50597,N,1,CHEMBL624322,BAO_0000218,
7630,Rattus norvegicus,15372,,1,A,,,,Intermediate,,50597,N,1,CHEMBL624323,BAO_0000218,
7631,Rattus norvegicus,15372,,1,A,,,,Intermediate,,50597,N,1,CHEMBL624324,BAO_0000218,
7632,Rattus norvegicus,15372,,1,A,,,,Intermediate,,50597,N,1,CHEMBL624325,BAO_0000218,
7633,Rattus norvegicus,15372,,1,A,,,,Intermediate,,50597,N,1,CHEMBL624326,BAO_0000218,
7634,Rattus norvegicus,15372,,1,A,,,,Intermediate,,50597,N,1,CHEMBL624327,BAO_0000218,
7635,Rattus norvegicus,15372,,1,A,,,,Intermediate,,50597,N,1,CHEMBL624328,BAO_0000218,
7636,Canis lupus familiaris,14169,,1,A,,,,Intermediate,,50588,N,1,CHEMBL627848,BAO_0000218,
7637,Rattus norvegicus,14169,,1,A,,,,Intermediate,,50597,N,1,CHEMBL627849,BAO_0000218,
7638,Rattus norvegicus,14258,,1,A,,,,Intermediate,,50597,N,1,CHEMBL627850,BAO_0000218,
7639,Rattus norvegicus,14258,,1,A,,,,Intermediate,,50597,N,1,CHEMBL627851,BAO_0000218,
7640,Mus musculus,15011,,1,A,,,,Intermediate,,50594,N,1,CHEMBL627852,BAO_0000218,
7641,Mus musculus,15011,,1,A,,,,Intermediate,,50594,N,1,CHEMBL627853,BAO_0000218,
7642,Mus musculus,15011,,1,A,,,,Intermediate,,50594,N,1,CHEMBL627854,BAO_0000218,
7643,Mus musculus,15011,,1,A,,,,Intermediate,,50594,N,1,CHEMBL627855,BAO_0000218,
7644,Mus musculus,15011,,1,A,,,,Intermediate,,50594,N,1,CHEMBL627856,BAO_0000218,
7645,Mus musculus,15011,,1,A,,,,Intermediate,,50594,N,1,CHEMBL875339,BAO_0000218,
7646,Mus musculus,15011,,1,A,,,,Intermediate,,50594,N,1,CHEMBL627857,BAO_0000218,
7647,Rattus norvegicus,11195,,1,A,,Spleen,2106.0,Intermediate,,50597,N,1,CHEMBL627858,BAO_0000218,
7648,Rattus norvegicus,10130,,1,A,,Blood,178.0,Intermediate,,50597,N,1,CHEMBL627859,BAO_0000218,
7649,Rattus norvegicus,10130,,1,A,,Brain,955.0,Intermediate,,50597,N,1,CHEMBL627860,BAO_0000218,
7650,Rattus norvegicus,10130,,1,A,,Heart,948.0,Intermediate,,50597,N,1,CHEMBL627019,BAO_0000218,
7651,Rattus norvegicus,10130,,1,A,,Liver,2107.0,Intermediate,,50597,N,1,CHEMBL627020,BAO_0000218,
7652,Rattus norvegicus,10130,,1,A,,Lung,2048.0,Intermediate,,50597,N,1,CHEMBL627021,BAO_0000218,
7653,Rattus norvegicus,10130,,1,A,,Muscle tissue,2385.0,Intermediate,,50597,N,1,CHEMBL627022,BAO_0000218,
7654,Rattus norvegicus,10130,,1,A,,,,Intermediate,,50597,N,1,CHEMBL627023,BAO_0000218,
7655,Rattus norvegicus,10130,,1,A,,Spleen,2106.0,Intermediate,,50597,N,1,CHEMBL627024,BAO_0000218,
7656,Rattus norvegicus,10130,,1,A,,Thyroid gland,2046.0,Intermediate,,50597,N,1,CHEMBL627025,BAO_0000218,
7657,Rattus norvegicus,10130,,1,A,,Kidney,2113.0,Intermediate,,50597,N,1,CHEMBL627026,BAO_0000218,
7658,Rattus norvegicus,10130,,1,A,,Blood,178.0,Intermediate,,50597,N,1,CHEMBL627027,BAO_0000218,
7659,Rattus norvegicus,10130,,1,A,,Brain,955.0,Intermediate,,50597,N,1,CHEMBL627028,BAO_0000218,
7660,Rattus norvegicus,10130,,1,A,,Heart,948.0,Intermediate,,50597,N,1,CHEMBL627029,BAO_0000218,
7661,Rattus norvegicus,10130,,1,A,,Kidney,2113.0,Intermediate,,50597,N,1,CHEMBL627030,BAO_0000218,
7662,Rattus norvegicus,10130,,1,A,,Liver,2107.0,Intermediate,,50597,N,1,CHEMBL627031,BAO_0000218,
7663,Rattus norvegicus,10130,,1,A,,Lung,2048.0,Intermediate,,50597,N,1,CHEMBL627032,BAO_0000218,
7664,Rattus norvegicus,10130,,1,A,,Muscle tissue,2385.0,Intermediate,,50597,N,1,CHEMBL627033,BAO_0000218,
7665,Rattus norvegicus,10130,,1,A,,,,Intermediate,,50597,N,1,CHEMBL627034,BAO_0000218,
7666,Rattus norvegicus,10130,,1,A,,Spleen,2106.0,Intermediate,,50597,N,1,CHEMBL627035,BAO_0000218,
7667,Rattus norvegicus,10130,,1,A,,Thyroid gland,2046.0,Intermediate,,50597,N,1,CHEMBL627036,BAO_0000218,
7668,Rattus norvegicus,10130,,1,A,,Blood,178.0,Intermediate,,50597,N,1,CHEMBL875340,BAO_0000218,
7669,Rattus norvegicus,10130,,1,A,,Heart,948.0,Intermediate,,50597,N,1,CHEMBL627037,BAO_0000218,
7670,Rattus norvegicus,10130,,1,A,,Kidney,2113.0,Intermediate,,50597,N,1,CHEMBL627038,BAO_0000218,
7671,Rattus norvegicus,10130,,1,A,,Liver,2107.0,Intermediate,,50597,N,1,CHEMBL627039,BAO_0000218,
7672,Rattus norvegicus,10130,,1,A,,Muscle tissue,2385.0,Intermediate,,50597,N,1,CHEMBL627040,BAO_0000218,
7673,Rattus norvegicus,10130,,1,A,,Spleen,2106.0,Intermediate,,50597,N,1,CHEMBL624663,BAO_0000218,
7674,Rattus norvegicus,10130,,1,A,,Thyroid gland,2046.0,Intermediate,,50597,N,1,CHEMBL625963,BAO_0000218,
7675,Rattus norvegicus,10130,,1,A,,Brain,955.0,Intermediate,,50597,N,1,CHEMBL876799,BAO_0000218,
7676,Rattus norvegicus,10130,,1,A,,Lung,2048.0,Intermediate,,50597,N,1,CHEMBL626133,BAO_0000218,
7677,Rattus norvegicus,10130,,1,A,,,,Intermediate,,50597,N,1,CHEMBL626134,BAO_0000218,
7678,Rattus norvegicus,6295,,1,A,,,,Intermediate,,50597,N,1,CHEMBL626135,BAO_0000218,
7679,Rattus norvegicus,6296,,1,A,,,,Intermediate,,50597,N,1,CHEMBL626136,BAO_0000218,
7680,Rattus norvegicus,6296,,1,A,,,,Intermediate,,50597,N,1,CHEMBL626137,BAO_0000218,
7681,Rattus norvegicus,6295,,1,A,,,,Intermediate,,50597,N,1,CHEMBL626138,BAO_0000218,
7682,Rattus norvegicus,6296,,1,A,,,,Intermediate,,50597,N,1,CHEMBL626139,BAO_0000218,
7683,Rattus norvegicus,17260,,1,A,,,,Intermediate,,50597,N,1,CHEMBL626140,BAO_0000218,
7684,Rattus norvegicus,17260,,1,A,,,,Intermediate,,50597,N,1,CHEMBL626141,BAO_0000218,
7685,Rattus norvegicus,17686,,1,A,,,,Intermediate,,50597,N,1,CHEMBL626142,BAO_0000218,
7686,Rattus norvegicus,9866,,1,A,,Muscle tissue,2385.0,Intermediate,,50597,N,1,CHEMBL627930,BAO_0000218,
7687,Rattus norvegicus,9866,,1,A,,Muscle tissue,2385.0,Intermediate,,50597,N,1,CHEMBL627931,BAO_0000218,
7688,Rattus norvegicus,9866,,1,A,,Muscle tissue,2385.0,Intermediate,,50597,N,1,CHEMBL627932,BAO_0000218,
7689,Rattus norvegicus,9866,,1,A,,Spleen,2106.0,Intermediate,,50597,N,1,CHEMBL627933,BAO_0000218,
7690,Rattus norvegicus,9866,,1,A,,Spleen,2106.0,Intermediate,,50597,N,1,CHEMBL627934,BAO_0000218,
7691,Rattus norvegicus,9866,,1,A,,Spleen,2106.0,Intermediate,,50597,N,1,CHEMBL627935,BAO_0000218,
7692,Rattus norvegicus,9866,,1,A,,Blood,178.0,Intermediate,,50597,N,1,CHEMBL627936,BAO_0000218,
7693,Rattus norvegicus,9866,,1,A,,Blood,178.0,Intermediate,,50597,N,1,CHEMBL627937,BAO_0000218,
7694,Rattus norvegicus,9866,,1,A,,Blood,178.0,Intermediate,,50597,N,1,CHEMBL627938,BAO_0000218,
7695,Rattus norvegicus,9866,,1,A,,Blood,178.0,Intermediate,,50597,N,1,CHEMBL627939,BAO_0000218,
7696,Rattus norvegicus,9866,,1,A,,Blood,178.0,Intermediate,,50597,N,1,CHEMBL627940,BAO_0000218,
7697,Rattus norvegicus,9866,,1,A,,Blood,178.0,Intermediate,,50597,N,1,CHEMBL627941,BAO_0000218,
7698,Rattus norvegicus,9866,,1,A,,Blood,178.0,Intermediate,,50597,N,1,CHEMBL876800,BAO_0000218,
7699,Rattus norvegicus,9866,,1,A,,Blood,178.0,Intermediate,,50597,N,1,CHEMBL627942,BAO_0000218,
7700,Rattus norvegicus,9866,,1,A,,Blood,178.0,Intermediate,,50597,N,1,CHEMBL627943,BAO_0000218,
7701,Rattus norvegicus,9866,,1,A,,Blood,178.0,Intermediate,,50597,N,1,CHEMBL627944,BAO_0000218,
7702,Rattus norvegicus,9866,,1,A,,Blood,178.0,Intermediate,,50597,N,1,CHEMBL627945,BAO_0000218,
7703,Rattus norvegicus,9866,,1,A,,Blood,178.0,Intermediate,,50597,N,1,CHEMBL628584,BAO_0000218,
7704,Rattus norvegicus,9866,,1,A,,Blood,178.0,Intermediate,,50597,N,1,CHEMBL628585,BAO_0000218,
7705,Rattus norvegicus,9866,,1,A,,Blood,178.0,Intermediate,,50597,N,1,CHEMBL628586,BAO_0000218,
7706,Rattus norvegicus,9866,,1,A,,Blood,178.0,Intermediate,,50597,N,1,CHEMBL628587,BAO_0000218,
7707,Rattus norvegicus,9866,,1,A,,Blood,178.0,Intermediate,,50597,N,1,CHEMBL628588,BAO_0000218,
7708,Rattus norvegicus,9866,,1,A,,Blood,178.0,Intermediate,,50597,N,1,CHEMBL628589,BAO_0000218,
7709,Rattus norvegicus,9866,,1,A,,Blood,178.0,Intermediate,,50597,N,1,CHEMBL625304,BAO_0000218,
7710,Rattus norvegicus,9866,,1,A,,Blood,178.0,Intermediate,,50597,N,1,CHEMBL625305,BAO_0000218,
7711,Rattus norvegicus,9866,,1,A,,Blood,178.0,Intermediate,,50597,N,1,CHEMBL625306,BAO_0000218,
7712,Rattus norvegicus,9866,,1,A,,Blood,178.0,Intermediate,,50597,N,1,CHEMBL625307,BAO_0000218,
7713,Rattus norvegicus,9866,,1,A,,Blood,178.0,Intermediate,,50597,N,1,CHEMBL625308,BAO_0000218,
7714,Rattus norvegicus,9866,,1,A,,Blood,178.0,Intermediate,,50597,N,1,CHEMBL627740,BAO_0000218,
7715,Rattus norvegicus,9866,,1,A,,Blood,178.0,Intermediate,,50597,N,1,CHEMBL627741,BAO_0000218,
7716,Rattus norvegicus,9866,,1,A,,Blood,178.0,Intermediate,,50597,N,1,CHEMBL627742,BAO_0000218,
7717,Rattus norvegicus,9866,,1,A,,Blood,178.0,Intermediate,,50597,N,1,CHEMBL627743,BAO_0000218,
7718,Rattus norvegicus,9866,,1,A,,Blood,178.0,Intermediate,,50597,N,1,CHEMBL627744,BAO_0000218,
7719,Rattus norvegicus,9866,,1,A,,Bone,10000001.0,Intermediate,,50597,N,1,CHEMBL627745,BAO_0000218,
7720,Rattus norvegicus,9866,,1,A,,Bone,10000001.0,Intermediate,,50597,N,1,CHEMBL627746,BAO_0000218,
7721,Rattus norvegicus,9866,,1,A,,Bone,10000001.0,Intermediate,,50597,N,1,CHEMBL627747,BAO_0000218,
7722,Rattus norvegicus,9866,,1,A,,Bone,10000001.0,Intermediate,,50597,N,1,CHEMBL876810,BAO_0000218,
7723,Rattus norvegicus,9866,,1,A,,Bone,10000001.0,Intermediate,,50597,N,1,CHEMBL627748,BAO_0000218,
7724,Rattus norvegicus,9866,,1,A,,Bone,10000001.0,Intermediate,,50597,N,1,CHEMBL627749,BAO_0000218,
7725,Rattus norvegicus,9866,,1,A,,Bone,10000001.0,Intermediate,,50597,N,1,CHEMBL627750,BAO_0000218,
7726,Rattus norvegicus,9866,,1,A,,Bone,10000001.0,Intermediate,,50597,N,1,CHEMBL618728,BAO_0000218,
7727,Rattus norvegicus,9866,,1,A,,Bone,10000001.0,Intermediate,,50597,N,1,CHEMBL618729,BAO_0000218,
7728,Rattus norvegicus,9866,,1,A,,Bone,10000001.0,Intermediate,,50597,N,1,CHEMBL618730,BAO_0000218,
7729,Rattus norvegicus,9866,,1,A,,Bone,10000001.0,Intermediate,,50597,N,1,CHEMBL618731,BAO_0000218,
7730,Rattus norvegicus,9866,,1,A,,Bone,10000001.0,Intermediate,,50597,N,1,CHEMBL618732,BAO_0000218,
7731,Rattus norvegicus,9866,,1,A,,Bone,10000001.0,Intermediate,,50597,N,1,CHEMBL618733,BAO_0000218,
7732,Rattus norvegicus,9866,,1,A,,Bone,10000001.0,Intermediate,,50597,N,1,CHEMBL618734,BAO_0000218,
7733,Rattus norvegicus,9866,,1,A,,Bone,10000001.0,Intermediate,,50597,N,1,CHEMBL618735,BAO_0000218,
7734,Rattus norvegicus,9866,,1,A,,Bone,10000001.0,Intermediate,,50597,N,1,CHEMBL876602,BAO_0000218,
7735,Rattus norvegicus,9866,,1,A,,Bone,10000001.0,Intermediate,,50597,N,1,CHEMBL618736,BAO_0000218,
7736,Rattus norvegicus,9866,,1,A,,Bone,10000001.0,Intermediate,,50597,N,1,CHEMBL618737,BAO_0000218,
7737,Rattus norvegicus,9866,,1,A,,Bone,10000001.0,Intermediate,,50597,N,1,CHEMBL618738,BAO_0000218,
7738,Rattus norvegicus,9866,,1,A,,Bone,10000001.0,Intermediate,,50597,N,1,CHEMBL618739,BAO_0000218,
7739,Rattus norvegicus,9866,,1,A,,Bone,10000001.0,Intermediate,,50597,N,1,CHEMBL618740,BAO_0000218,
7740,Rattus norvegicus,9866,,1,A,,Bone,10000001.0,Intermediate,,50597,N,1,CHEMBL618741,BAO_0000218,
7741,Rattus norvegicus,9866,,1,A,,Bone,10000001.0,Intermediate,,50597,N,1,CHEMBL618742,BAO_0000218,
7742,Rattus norvegicus,9866,,1,A,,Bone,10000001.0,Intermediate,,50597,N,1,CHEMBL618743,BAO_0000218,
7743,Rattus norvegicus,17752,,1,A,,Plasma,1969.0,Intermediate,,50597,N,1,CHEMBL618744,BAO_0000218,
7744,Rattus norvegicus,5610,,1,A,,,,Intermediate,,50597,N,1,CHEMBL618745,BAO_0000218,
7745,Rattus norvegicus,5939,,1,A,,,,Intermediate,,50597,N,1,CHEMBL620479,BAO_0000218,
7746,Rattus norvegicus,5939,,1,A,,,,Intermediate,,50597,N,1,CHEMBL620480,BAO_0000218,
7747,Rattus norvegicus,17771,,1,A,,,,Intermediate,,50597,N,1,CHEMBL620481,BAO_0000218,
7748,Rattus norvegicus,1974,,1,A,,,,Intermediate,,50597,N,1,CHEMBL620482,BAO_0000218,
7749,Rattus norvegicus,4239,,1,A,,,,Intermediate,,50597,N,1,CHEMBL876603,BAO_0000218,
7750,Rattus norvegicus,6681,,1,A,,,,Intermediate,,50597,N,1,CHEMBL620483,BAO_0000218,
7751,Rattus norvegicus,17752,,1,A,,,,Intermediate,,50597,N,1,CHEMBL620484,BAO_0000218,
7752,Rattus norvegicus,6046,,1,A,,,,Intermediate,,50597,N,1,CHEMBL620485,BAO_0000218,
7753,Rattus norvegicus,6685,,1,A,,,,Intermediate,,50597,N,1,CHEMBL620486,BAO_0000218,
7754,Rattus norvegicus,6685,,1,A,,,,Intermediate,,50597,N,1,CHEMBL620487,BAO_0000218,
7755,Rattus norvegicus,6685,,1,A,,,,Intermediate,,50597,N,1,CHEMBL620488,BAO_0000218,
7756,Rattus norvegicus,4727,,1,A,,,,Intermediate,,50597,N,1,CHEMBL620489,BAO_0000218,
