assay_tax_id,confidence_score,src_assay_id,assay_type,assay_category,variant_id,tissue_id,chembl_id,assay_strain,bao_format,assay_cell_type,tid,assay_test_type,assay_subcellular_fraction,relationship_type,assay_id,doc_id,src_id,cell_id,curated_by,assay_organism,description,assay_tissue
9606.0,1.0,,F,,,,CHEMBL615127,,BAO_0000219,143B,80001.0,,,N,11.0,17430.0,1.0,163.0,Intermediate,Homo sapiens,In vitro cell cytotoxicity against 143B-LTK cell lines expressed in HSV-1 TK,
9606.0,1.0,,F,,,,CHEMBL615128,,BAO_0000219,143B,80001.0,,,N,12.0,17774.0,1.0,163.0,Expert,Homo sapiens,In vitro cell cytotoxicity was determined against 143B-LTK cell line,
1280.0,1.0,,F,,,,CHEMBL857900,,BAO_0000218,,50185.0,,,N,13.0,11324.0,1.0,,Intermediate,Staphylococcus aureus,"The compound was tested for minimum inhibitory concentration in Staphylococcus aureus,147N penicillin sensitive Staphylococcus aureus",
1280.0,1.0,,F,,,,CHEMBL615129,,BAO_0000218,,50185.0,,,N,14.0,11324.0,1.0,,Intermediate,Staphylococcus aureus,"The compound was tested for minimum inhibitory concentration in Staphylococcus aureus,147N penicillin sensitive Staphylococcus aureus",
1280.0,1.0,,F,,,,CHEMBL615130,,BAO_0000218,,50185.0,,,N,15.0,11324.0,1.0,,Intermediate,Staphylococcus aureus,"The compound was tested for minimum inhibitory concentration in Staphylococcus aureus,147N penicillin sensitive Staphylococcus aureus",
1280.0,1.0,,F,,,,CHEMBL615131,,BAO_0000218,,50185.0,,,N,16.0,11324.0,1.0,,Intermediate,Staphylococcus aureus,"The compound was tested for minimum inhibitory concentration in Staphylococcus aureus,147N penicillin sensitive Staphylococcus aureus",
10116.0,9.0,,A,,,,CHEMBL884521,,BAO_0000357,,100122.0,,,D,17.0,11347.0,1.0,,Expert,Rattus norvegicus,Inhibition of cytochrome P450 progesterone 15-alpha hydroxylase,
,8.0,,B,,,,CHEMBL615132,,BAO_0000357,,12054.0,,,H,18.0,16474.0,1.0,,Autocuration,,Concentration that cause 50% activation of human reticulocyte 15-lipoxygenase (15-HLO),
,8.0,,B,,,,CHEMBL615133,,BAO_0000019,,12054.0,,,H,19.0,10091.0,1.0,,Autocuration,,Inhibition of partially purified 15-lipoxygenase from human leukocytes,
,8.0,,B,,,,CHEMBL615134,,BAO_0000357,,12054.0,,,H,20.0,16474.0,1.0,,Autocuration,,Inhibitory activity against human reticulocyte 15-lipoxygenase (15-HLO),
,8.0,,B,,,,CHEMBL615135,,BAO_0000357,,12054.0,,,H,21.0,16474.0,1.0,,Autocuration,,Compound was evaluated for the percent increase in activation concentration of human reticulocyte 15-lipoxygenase (15-HLO),
,8.0,,B,,,,CHEMBL615136,,BAO_0000357,,12054.0,,,H,22.0,16474.0,1.0,,Autocuration,,Inhibitory activity against human reticulocyte 15-lipoxygenase (15-HLO),
,8.0,,B,,,,CHEMBL615137,,BAO_0000357,,12054.0,,,H,23.0,16474.0,1.0,,Autocuration,,Inhibitory activity against human reticulocyte 15-lipoxygenase (15-HLO); NI is no inhibition,
,8.0,,B,,,,CHEMBL615138,,BAO_0000357,,12054.0,,,H,24.0,16474.0,1.0,,Autocuration,,Inhibitory activity against human reticulocyte 15-lipoxygenase (15-HLO); NI is no inhibition,
,0.0,,B,,,,CHEMBL836324,,BAO_0000219,,22226.0,,,U,25.0,14352.0,1.0,,Autocuration,,"Inhibitory concentration against 15-lipoxygenase, by inhibiting 15-HETE production by human umbilical vein endothelial cells (HUVEC) stimulated by calcium ionophore A 23187 at concentration of 10e-5 M.",
9986.0,8.0,,B,,,,CHEMBL615139,,BAO_0000357,,12054.0,,,H,26.0,5646.0,1.0,,Autocuration,Oryctolagus cuniculus,In vitro inhibitory activity of compound on rabbit reticulocyte 15-lipoxygenase,
9986.0,8.0,,B,,,,CHEMBL615140,,BAO_0000357,,12054.0,,,H,27.0,5646.0,1.0,,Autocuration,Oryctolagus cuniculus,Inhibition of rabbit reticulocyte 15-lipoxygenase by compound (30 uM),
,8.0,,B,,,,CHEMBL615141,,BAO_0000219,,12426.0,,,H,28.0,10997.0,1.0,,Autocuration,,Inhibitory activity against 15-lipoxygenase in rat polymorphonuclear leukocytes,
3847.0,8.0,,B,,,,CHEMBL615142,,BAO_0000357,,12054.0,,,H,29.0,6309.0,1.0,,Autocuration,soya bean,Inhibitory activity against 15-lipoxygenase was determined obtained from soya bean,
3847.0,8.0,,B,,,,CHEMBL615143,,BAO_0000357,,12054.0,,,H,30.0,167.0,1.0,,Autocuration,Glycine max,Inhibitory activity against soybean 15-lipoxygenase was evaluated,
3847.0,8.0,,B,,,,CHEMBL615144,,BAO_0000357,,12054.0,,,H,31.0,167.0,1.0,,Autocuration,Glycine max,Inhibitory activity against soybean 15-lipoxygenase was evaluated at 100 uM,
3847.0,8.0,,B,,,,CHEMBL872867,,BAO_0000357,,12054.0,,,H,32.0,11087.0,1.0,,Autocuration,Glycine max,The compound was tested for the in vitro inhibition of 15-lipoxygenase of soybean at a concentration of 10 uM,
3847.0,8.0,,B,,,,CHEMBL615145,,BAO_0000357,,12054.0,,,H,33.0,11087.0,1.0,,Autocuration,Glycine max,The compound was tested for the in vitro inhibition of 15-lipoxygenase of soybean at a concentration of 100 uM,
3847.0,8.0,,B,,,,CHEMBL615146,,BAO_0000357,,12054.0,,,H,34.0,13622.0,1.0,,Autocuration,Glycine max,Compound was tested in vitro for inhibition of 15-lipoxygenase soybean,
3847.0,8.0,,B,,,,CHEMBL615147,,BAO_0000357,,12054.0,,,H,35.0,13622.0,1.0,,Autocuration,Glycine max,Compound at 100 uM was tested in vitro for inhibition of 15-lipoxygenase soybean,
10116.0,0.0,,A,,,,CHEMBL615148,,BAO_0000019,,22226.0,,,U,36.0,11347.0,1.0,,Autocuration,Rattus norvegicus,Inhibition of cytochrome P450 progesterone 16-alpha hydroxylase,
562.0,0.0,,B,,,,CHEMBL615149,,BAO_0000019,,22226.0,,,U,37.0,5926.0,1.0,,Autocuration,Escherichia coli,Binding affinity against bacterial 16S rRNA using mass spectrometry based assay,
,0.0,,B,,,,CHEMBL615150,,BAO_0000019,,22226.0,,,U,38.0,4567.0,1.0,,Autocuration,,Dissociation constant with dimeric 16S rRNA RNA construct B,
,3.0,,B,,,,CHEMBL615151,,BAO_0000225,,22222.0,,,M,39.0,3782.0,1.0,,Intermediate,,Dissociation constant towards 16S rRNA construct A,
,3.0,,B,,,,CHEMBL615152,,BAO_0000225,,22222.0,,,M,40.0,3782.0,1.0,,Intermediate,,Dissociation constant towards 16S rRNA construct B,
562.0,3.0,,B,,,,CHEMBL615153,,BAO_0000225,,100263.0,,,M,41.0,4466.0,1.0,,Expert,Escherichia coli,Binding affinity of aminoglycoside to 16S ribosomal RNA A-site in Escherichia coli,
562.0,3.0,,B,,,,CHEMBL615154,,BAO_0000225,,100263.0,,,M,42.0,6592.0,1.0,,Expert,Escherichia coli,Binding affinity for the 16S ribosomal RNA A-site of Escherichia coli,
,8.0,,B,,,,CHEMBL615155,,BAO_0000019,,13053.0,,,H,43.0,898.0,1.0,,Autocuration,,Inhibitory activity against human placenta 17-beta-hydroxysteroid dehydrogenase type 2 (17-beta-HSD type 2),
,8.0,,B,,,,CHEMBL615156,,BAO_0000019,,13053.0,,,H,44.0,898.0,1.0,,Autocuration,,Inhibitory constant against human placenta 17-beta-hydroxysteroid dehydrogenase type 2 (17-beta-HSD type 2),
9606.0,8.0,,B,,,,CHEMBL615157,,BAO_0000019,,20001.0,,,H,45.0,13163.0,1.0,,Autocuration,Homo sapiens,The compound was tested at a concentration of 1 uM for inhibitory activity against 17 beta-hydroxysteroid dehydrogenase from human placental microsomes,
9606.0,8.0,,B,,,,CHEMBL615158,,BAO_0000019,,20001.0,,,H,46.0,13163.0,1.0,,Autocuration,Homo sapiens,The compound was tested at a concentration of 1 uM for inhibitory activity against 17 beta-hydroxysteroid dehydrogenase from human placental microsomes,
10116.0,9.0,,B,,,,CHEMBL615159,,BAO_0000019,,12971.0,,,D,47.0,10691.0,1.0,,Expert,Rattus norvegicus,"Inhibition of 17-alpha-hydroxylase/17,20 lyase from rat testes microsomal preparation",
10116.0,9.0,,B,,,,CHEMBL615172,,BAO_0000019,,12971.0,,,D,48.0,10691.0,1.0,,Expert,Rattus norvegicus,"Inhibition of 17-alpha-hydroxylase/17,20 lyase from rat testes microsomal preparation",
10116.0,9.0,,B,,,,CHEMBL615173,,BAO_0000019,,12971.0,,,D,49.0,10691.0,1.0,,Expert,Rattus norvegicus,"Percent inhibition of 17-alpha-hydroxylase/17,20 lyase of rat testes microsomes at 100 uM",
10116.0,9.0,,B,,,,CHEMBL615174,,BAO_0000019,,12971.0,,,D,50.0,10691.0,1.0,,Expert,Rattus norvegicus,"Percent inhibition of Steroid 17-alpha-hydroxylase/17,20 lyase of rat testes microsomes at 100 uM",
,8.0,,B,,,,CHEMBL884518,,BAO_0000019,,13053.0,,,H,51.0,898.0,1.0,,Autocuration,,Inhibitory activity against human placenta 17-beta-hydroxysteroid dehydrogenase type 2 (17-beta-HSD type 2),
,8.0,,B,,,,CHEMBL615175,,BAO_0000357,,11512.0,,,H,52.0,912.0,1.0,,Autocuration,,Compound was tested for the inhibition of 17-beta-hydroxysteroid dehydrogenase type 1(17-beta-HSD type 1),
,8.0,,B,,,,CHEMBL615176,,BAO_0000357,,11512.0,,,H,53.0,912.0,1.0,,Autocuration,,Compound was tested for the inhibition of 17-beta-hydroxysteroid dehydrogenase type 1(17-beta-HSD type 1) at 1 uM concentration,
,8.0,,B,,,,CHEMBL615177,,BAO_0000357,,11512.0,,,H,54.0,912.0,1.0,,Autocuration,,Compound was tested for the inhibition of 17-beta-hydroxysteroid dehydrogenase type 1(17-beta-HSD type 1) at 10 uM concentration,
10116.0,5.0,,B,,,,CHEMBL615178,,BAO_0000249,,104740.0,,Membranes,D,55.0,15103.0,1.0,,Autocuration,Rattus norvegicus,Selectivity ratio of binding affinity towards mu to delta receptors of rat brain membranes,
9606.0,1.0,,F,,,,CHEMBL615179,,BAO_0000219,1A9,80002.0,,,N,56.0,5116.0,1.0,506.0,Intermediate,Homo sapiens,Cytotoxicity against ovarian cancer cell line (1A-9) of humans was determined,
10116.0,7.0,,F,,,,CHEMBL615180,,BAO_0000219,Oocytes,104835.0,,,D,57.0,14578.0,1.0,,Autocuration,Rattus norvegicus,Functional antagonism by electrical assays in Xenopus oocytes expressing 1A/2A NMDA receptor subtype,
10116.0,7.0,,F,,,,CHEMBL615181,,BAO_0000219,Oocytes,104821.0,,,D,58.0,14578.0,1.0,,Autocuration,Rattus norvegicus,Functional antagonism by electrical assays in Xenopus oocytes expressing the 1A/2B NMDA receptor,
10116.0,7.0,,F,,,,CHEMBL615182,,BAO_0000219,Oocytes,104848.0,,,D,59.0,14578.0,1.0,,Autocuration,Rattus norvegicus,Functional antagonism by electrical assays in Xenopus oocytes expressing the 1A/2C NMDA receptor,
9606.0,1.0,,F,,,,CHEMBL615183,,BAO_0000219,1A9,80002.0,,,N,60.0,4787.0,1.0,506.0,Expert,Homo sapiens,In vitro effective concentration required to reduce the number of human ovarian cancer (1A9) after 3-day incubation,
9606.0,1.0,,F,,,,CHEMBL615184,,BAO_0000219,1A9,80002.0,,,N,61.0,4787.0,1.0,506.0,Intermediate,Homo sapiens,In vitro effective concentration required to reduce the number of human ovarian cancer cells (1A9) after 3-day incubation,
9606.0,1.0,,F,,,,CHEMBL615185,,BAO_0000219,1A9,80002.0,,,N,62.0,3547.0,1.0,506.0,Intermediate,Homo sapiens,Cytotoxic activity against human ovarian cancer (1A9) cell line,
9606.0,1.0,,F,,,,CHEMBL615186,,BAO_0000219,1A9,80002.0,,,N,63.0,3547.0,1.0,506.0,Intermediate,Homo sapiens,Cytotoxic activity against human ovarian cancer (1A9) cell line; ND=Not determined,
9606.0,1.0,,F,,,,CHEMBL615187,,BAO_0000219,1A9,80002.0,,,N,64.0,6726.0,1.0,506.0,Intermediate,Homo sapiens,Effective dose of compound against replication of 1A9 cell line was evaluated,
9606.0,1.0,,F,,,,CHEMBL885343,,BAO_0000219,1A9,80002.0,,,N,65.0,3455.0,1.0,506.0,Expert,Homo sapiens,In vitro cytotoxic activity was determined against ovarian cancer (1A9) cell line,
9606.0,1.0,,F,,,,CHEMBL615188,,BAO_0000219,1A9,80002.0,,,N,66.0,5726.0,1.0,506.0,Intermediate,Homo sapiens,In vitro cytotoxicity evaluated against human ovarian cancer (1A9 cell line),
9606.0,1.0,,F,,,,CHEMBL615189,,BAO_0000219,1A9,80002.0,,,N,67.0,5726.0,1.0,506.0,Intermediate,Homo sapiens,In vitro cytotoxicity evaluated against human ovarian cancer (1A9 cell line); NA is not active,
9606.0,1.0,,F,,,,CHEMBL615190,,BAO_0000219,1A9,80002.0,,,N,68.0,5726.0,1.0,506.0,Intermediate,Homo sapiens,In vitro percent inhibition evaluated against human ovarian cancer (1A9 cell line) at >20 ug/mL,
9606.0,1.0,,F,,,,CHEMBL615191,,BAO_0000219,1A9,80002.0,,,N,69.0,3395.0,1.0,506.0,Intermediate,Homo sapiens,Inhibitory activity against Taxol resistant 1A9 cell lines,
9606.0,1.0,,F,,,,CHEMBL615192,,BAO_0000219,1A9,80002.0,,,N,70.0,3415.0,1.0,506.0,Expert,Homo sapiens,Cytotoxicity against human ovarian cancer (1A9) cell lines.,
9606.0,1.0,,F,,,,CHEMBL827083,,BAO_0000219,1A9,80002.0,,,N,71.0,3415.0,1.0,506.0,Expert,Homo sapiens,Percentage inhibition of human ovarian cancer (1A9) cell lines.,
9606.0,1.0,,F,,,,CHEMBL615193,,BAO_0000219,1A9,80002.0,,,N,72.0,17099.0,1.0,506.0,Expert,Homo sapiens,Effective dose required for inhibitory activity against 1A9 human tumor cell line.,
9606.0,1.0,,F,,,,CHEMBL615194,,BAO_0000219,1A9,80002.0,,,N,73.0,17099.0,1.0,506.0,Intermediate,Homo sapiens,Percent inhibition against 1A9 human tumor cell line at 0.10 ug/mL,
9606.0,1.0,,F,,,,CHEMBL615195,,BAO_0000219,1A9,80002.0,,,N,74.0,17099.0,1.0,506.0,Intermediate,Homo sapiens,Percent inhibition against 1A9 human tumor cell line at <0.00008 ug/mL,
9606.0,1.0,,F,,,,CHEMBL615196,,BAO_0000219,1A9,80002.0,,,N,75.0,17099.0,1.0,506.0,Intermediate,Homo sapiens,Percent inhibition against 1A9 human tumor cell line at >10 ug/mL,
9606.0,1.0,,F,,,,CHEMBL615197,,BAO_0000219,Jurkat,81072.0,,,N,76.0,17721.0,1.0,503.0,Intermediate,Homo sapiens,Inhibitory concentration against Jurkat cells,
,0.0,,F,,,,CHEMBL615198,,BAO_0000019,,22226.0,,,U,77.0,1229.0,1.0,,Intermediate,,In vitro anticancer activity against 2 NCI SCLC cell lines; inactive,
10116.0,9.0,,A,,,,CHEMBL615199,,BAO_0000357,,100121.0,,,D,78.0,11347.0,1.0,,Expert,Rattus norvegicus,Inhibition of cytochrome P450 progesterone 2-alpha-hydroxylase,
,8.0,,B,,,,CHEMBL615200,,BAO_0000357,,11231.0,,,H,79.0,17117.0,1.0,,Expert,,"In vitro inhibition of human 2,3-oxidosqualene cyclase.",
,8.0,,B,,,,CHEMBL615201,,BAO_0000357,,11231.0,,,H,80.0,17117.0,1.0,,Expert,,"In vitro inhibition of human 2,3-oxidosqualene cyclase.",
,8.0,,B,,,,CHEMBL615202,,BAO_0000357,,11231.0,,,H,81.0,17117.0,1.0,,Expert,,"In vitro inhibition of human 2,3-oxidosqualene cyclase at 100 nM.",
5476.0,8.0,,B,,,,CHEMBL615203,,BAO_0000251,,11231.0,,Microsomes,H,82.0,11375.0,1.0,,Autocuration,Candida albicans,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene cyclase in Candida albicans microsomes",
5476.0,8.0,,B,,,,CHEMBL615204,,BAO_0000251,,11231.0,,Microsomes,H,83.0,11375.0,1.0,,Autocuration,Candida albicans,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in Candida albicans microsomes",
4932.0,8.0,,B,,,,CHEMBL615205,,BAO_0000251,,11231.0,,Microsomes,H,84.0,11375.0,1.0,,Autocuration,Saccharomyces cerevisiae,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene cyclase in Saccharomyces cerevisiae microsomes",
4932.0,8.0,,B,,,,CHEMBL615206,,BAO_0000251,,11231.0,,Microsomes,H,85.0,11375.0,1.0,,Autocuration,Saccharomyces cerevisiae,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in Saccharomyces cerevisiae microsomes",
9823.0,8.0,,B,,,2107.0,CHEMBL615207,,BAO_0000251,,12083.0,,Microsomes,H,86.0,11375.0,1.0,,Autocuration,Sus scrofa,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in pig liver microsomes",Liver
10116.0,8.0,,B,,,,CHEMBL827084,,BAO_0000019,,11231.0,,,H,87.0,791.0,1.0,,Autocuration,Rattus norvegicus,"Concentration required to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase",
10116.0,8.0,,B,,,,CHEMBL615208,,BAO_0000019,,11231.0,,,H,88.0,791.0,1.0,,Autocuration,Rattus norvegicus,"Concentration required to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase (OSC)",
10116.0,8.0,,B,,,,CHEMBL615209,,BAO_0000019,,11231.0,,,H,89.0,791.0,1.0,,Autocuration,Rattus norvegicus,"Evaluated for its activity to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase, activity expressed as Ki",
10116.0,9.0,,B,,,2107.0,CHEMBL615210,,BAO_0000251,,12083.0,,Microsomes,D,90.0,11375.0,1.0,,Autocuration,Rattus norvegicus,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene cyclase in rat liver microsomes",Liver
10116.0,9.0,,B,,,2107.0,CHEMBL615211,,BAO_0000251,,12083.0,,Microsomes,D,91.0,11375.0,1.0,,Autocuration,Rattus norvegicus,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in rat liver microsomes",Liver
10116.0,9.0,,B,,,2107.0,CHEMBL615212,,BAO_0000251,,12083.0,,Microsomes,D,92.0,153.0,1.0,,Autocuration,Rattus norvegicus,"Compound was evaluated for inhibitory activity against 2,3-oxidosqualene-lanosterol cyclase in rat liver microsomes",Liver
,8.0,,B,,,,CHEMBL615213,,BAO_0000357,,11377.0,,,H,93.0,8269.0,1.0,,Expert,,Molar concentration needed to give 50% prevention of 2-5A (Adenosine dependent endoribonuclease),
,8.0,,B,,,,CHEMBL615273,,BAO_0000357,,11377.0,,,H,94.0,8269.0,1.0,,Expert,,Molar concentration required to displace 50% of the radiolabeled probe from 2-5A (Adenosine dependent endoribonuclease) in endonuclease-nitrocellulose complex,
9606.0,1.0,,F,,,,CHEMBL615274,,BAO_0000219,HepG2,81020.0,,,N,95.0,17653.0,1.0,726.0,Expert,Homo sapiens,In vitro cytotoxic concentration required to inhibit hepatitisB virus (HBV) replication in 2.2.15 cell line,
9606.0,1.0,,F,,,,CHEMBL615275,,BAO_0000219,HepG2,81020.0,,,N,96.0,14277.0,1.0,726.0,Intermediate,Homo sapiens,50% Effective concentration of compound required for inhibiting intracellular viral replicative intermediate DNA in HBV-transfected 2.2.15 cell line.,
9606.0,1.0,,F,,,,CHEMBL615276,,BAO_0000219,HepG2,81020.0,,,N,97.0,1717.0,1.0,726.0,Intermediate,Homo sapiens,Antiviral activity against Hepatitis B virus in 2.2.15 cell line,
9606.0,1.0,,F,,,,CHEMBL615277,,BAO_0000219,HepG2,81020.0,,,N,98.0,14091.0,1.0,726.0,Intermediate,Homo sapiens,In vitro effective concentration against hepatitis B virus was determined in 2.2.15 cells,
9606.0,1.0,,F,,,,CHEMBL615326,,BAO_0000219,HepG2,81020.0,,,N,99.0,14091.0,1.0,726.0,Intermediate,Homo sapiens,In vitro effective concentration against hepatitis B virus was determined in 2.2.15 cells; Not determined,
10407.0,1.0,,F,,,,CHEMBL883130,,BAO_0000218,,50606.0,,,N,100.0,17653.0,1.0,,Expert,Hepatitis B virus,In vitro effective concentration required to inhibit hepatitisB virus (HBV) replication in 2.2.15 cell line,
9606.0,1.0,,F,,,,CHEMBL884519,,BAO_0000219,HepG2,81020.0,,,N,101.0,13105.0,1.0,726.0,Intermediate,Homo sapiens,Ability to inhibit the episomal HBV-DNA in 2.2.15 cells.,
9606.0,1.0,,F,,,,CHEMBL615327,,BAO_0000219,HepG2,81020.0,,,N,102.0,1717.0,1.0,726.0,Intermediate,Homo sapiens,Concentration required to inhibit 50% of 2.2.15 cell line,
9606.0,1.0,,A,,,,CHEMBL615328,,BAO_0000219,HepG2,81020.0,,,N,103.0,13105.0,1.0,726.0,Intermediate,Homo sapiens,Anti viral activity against 2.2.15 cells (concentration required to reduce the log phase cell growth by 50%).,
9606.0,1.0,,F,,,,CHEMBL615329,,BAO_0000218,2.2.15,50587.0,,,N,104.0,13600.0,1.0,,Intermediate,Homo sapiens,Cytotoxic activity of compound against uninfected 2.2.15 cells.,
9606.0,1.0,,F,,,,CHEMBL615330,,BAO_0000218,2.2.15,50587.0,,,N,105.0,13467.0,1.0,,Intermediate,Homo sapiens,Anti hepatitis-B virus activity was evaluated in 2.2.15 cells.,
10407.0,1.0,,F,,,,CHEMBL615331,,BAO_0000218,2.2.15,50606.0,,,N,106.0,17477.0,1.0,,Expert,Hepatitis B virus,"Inhibition of the replication of HBV in 2.2.15 cells, by DNA hybridization assay",
9606.0,1.0,,F,,,,CHEMBL615332,,BAO_0000218,2.2.15,50587.0,,,N,107.0,1593.0,1.0,,Intermediate,Homo sapiens,In vitro anti-HBV activity in 2.2.15 cells,
9606.0,1.0,,F,,,,CHEMBL615333,,BAO_0000218,2.2.15,50587.0,,,N,108.0,1593.0,1.0,,Intermediate,Homo sapiens,In vitro anti-HBV activity in 2.2.15 cells; Not determined,
9606.0,1.0,,F,,,,CHEMBL615334,,BAO_0000218,2.2.15,50587.0,,,N,109.0,15089.0,1.0,,Intermediate,Homo sapiens,The compound was tested in vitro for the anti-HBV activity against 2.2.15 cells,
9606.0,1.0,,F,,,,CHEMBL615335,,BAO_0000218,2.2.15,50587.0,,,N,110.0,15089.0,1.0,,Intermediate,Homo sapiens,The compound was tested in vitro for the anti-HBV activity in 2.2.15 cells,
9606.0,1.0,,F,,,,CHEMBL615336,,BAO_0000218,2.2.15,50587.0,,,N,111.0,1593.0,1.0,,Intermediate,Homo sapiens,Cytotoxicity in 2.2.15 cells,
9606.0,1.0,,F,,,,CHEMBL615337,,BAO_0000218,2.2.15,50587.0,,,N,112.0,1593.0,1.0,,Intermediate,Homo sapiens,Cytotoxicity in 2.2.15 cells; Not determined,
9606.0,1.0,,F,,,,CHEMBL615338,,BAO_0000218,2.2.15,50587.0,,,N,113.0,13600.0,1.0,,Intermediate,Homo sapiens,Inhibitory activity of compound against hepatitis B virus (HBV) in growing cultures of 2.2.15 cells,
9606.0,1.0,,F,,,,CHEMBL615339,,BAO_0000218,2.2.15,50587.0,,,N,114.0,13467.0,1.0,,Intermediate,Homo sapiens,The growth inhibition activity for the compound was evaluated in 2.2.15 cells.,
9606.0,1.0,,F,,,,CHEMBL615340,,BAO_0000218,2.2.15,50587.0,,,N,115.0,13467.0,1.0,,Intermediate,Homo sapiens,Selectivity index was determined from the ratio of IC50 to the EC50 values evaluated in 2.2.15 cells.,
9606.0,1.0,,F,,,,CHEMBL615341,,BAO_0000219,HepG2,81020.0,,,N,116.0,14764.0,1.0,726.0,Intermediate,Homo sapiens,Antiviral activity against HBV was determined in 2.215 cell line,
9606.0,0.0,,B,,,,CHEMBL615342,,BAO_0000251,,22226.0,,Microsomes,U,117.0,6531.0,1.0,,Autocuration,Homo sapiens,Inhibition of 20-HETE synthesis in human renal microsomes,
,0.0,,B,,,,CHEMBL615343,,BAO_0000019,,22226.0,,,U,118.0,17322.0,1.0,,Autocuration,,Inhibitory activity against 20-HETE production from arachidonic acid using human renal microsome 20-HETE synthase.,
9606.0,1.0,,F,,,,CHEMBL615344,,BAO_0000219,2008,80612.0,,,N,119.0,17072.0,1.0,388.0,Intermediate,Homo sapiens,Inhibitory concentration against 2008 (ovarian) cells,
9606.0,1.0,,F,,,,CHEMBL615345,,BAO_0000219,2008,80612.0,,,N,120.0,16936.0,1.0,388.0,Intermediate,Homo sapiens,50% Growth inhibitory concentration( GI 50 ) by using 2008 human ovarian carcinoma cell lines.,
9606.0,1.0,,F,,,,CHEMBL615346,,BAO_0000219,2008,80612.0,,,N,121.0,16936.0,1.0,388.0,Intermediate,Homo sapiens,Compound was tested for 50% growth inhibitory concentration by using human ovarian carcinoma cell lines (2008),
9606.0,1.0,,F,,,,CHEMBL615347,,BAO_0000219,2008,80612.0,,,N,122.0,17146.0,1.0,388.0,Intermediate,Homo sapiens,Direct cytotoxicity against the selected tumor cell line 2008 was determined especially on ovarian adenocarcinoma derived cells,
9606.0,1.0,,F,,,,CHEMBL615348,,BAO_0000219,2008,80612.0,,,N,123.0,17146.0,1.0,388.0,Intermediate,Homo sapiens,Direct cytotoxicity against the selected tumor cell line 2008 was determined especially on ovarian adenocarcinoma derived cells; not detected,
9606.0,1.0,,F,,,,CHEMBL827085,,BAO_0000219,2008/R,80613.0,,,N,124.0,10797.0,1.0,561.0,Intermediate,Homo sapiens,In vitro inhibition of 2008/R ovarian cancer cell line,
