assays_assay_id,assays_src_assay_id,assays_assay_tax_id,assays_assay_tissue,assays_variant_id,assays_assay_subcellular_fraction,assays_confidence_score,assays_assay_type,assays_relationship_type,assays_curated_by,assays_doc_id,assays_tid,assays_src_id,assays_chembl_id,assays_cell_id,assays_bao_format,assays_tissue_id
7650,,10116.0,Heart,,,1,A,N,Intermediate,10130,50597,1,CHEMBL627019,,BAO_0000218,948.0
7651,,10116.0,Liver,,,1,A,N,Intermediate,10130,50597,1,CHEMBL627020,,BAO_0000218,2107.0
7652,,10116.0,Lung,,,1,A,N,Intermediate,10130,50597,1,CHEMBL627021,,BAO_0000218,2048.0
7653,,10116.0,Muscle tissue,,,1,A,N,Intermediate,10130,50597,1,CHEMBL627022,,BAO_0000218,2385.0
7654,,10116.0,,,,1,A,N,Intermediate,10130,50597,1,CHEMBL627023,,BAO_0000218,
7655,,10116.0,Spleen,,,1,A,N,Intermediate,10130,50597,1,CHEMBL627024,,BAO_0000218,2106.0
7656,,10116.0,Thyroid gland,,,1,A,N,Intermediate,10130,50597,1,CHEMBL627025,,BAO_0000218,2046.0
7657,,10116.0,Kidney,,,1,A,N,Intermediate,10130,50597,1,CHEMBL627026,,BAO_0000218,2113.0
7658,,10116.0,Blood,,,1,A,N,Intermediate,10130,50597,1,CHEMBL627027,,BAO_0000218,178.0
7659,,10116.0,Brain,,,1,A,N,Intermediate,10130,50597,1,CHEMBL627028,,BAO_0000218,955.0
7660,,10116.0,Heart,,,1,A,N,Intermediate,10130,50597,1,CHEMBL627029,,BAO_0000218,948.0
7661,,10116.0,Kidney,,,1,A,N,Intermediate,10130,50597,1,CHEMBL627030,,BAO_0000218,2113.0
7662,,10116.0,Liver,,,1,A,N,Intermediate,10130,50597,1,CHEMBL627031,,BAO_0000218,2107.0
7663,,10116.0,Lung,,,1,A,N,Intermediate,10130,50597,1,CHEMBL627032,,BAO_0000218,2048.0
7664,,10116.0,Muscle tissue,,,1,A,N,Intermediate,10130,50597,1,CHEMBL627033,,BAO_0000218,2385.0
7665,,10116.0,,,,1,A,N,Intermediate,10130,50597,1,CHEMBL627034,,BAO_0000218,
7666,,10116.0,Spleen,,,1,A,N,Intermediate,10130,50597,1,CHEMBL627035,,BAO_0000218,2106.0
7667,,10116.0,Thyroid gland,,,1,A,N,Intermediate,10130,50597,1,CHEMBL627036,,BAO_0000218,2046.0
7668,,10116.0,Blood,,,1,A,N,Intermediate,10130,50597,1,CHEMBL875340,,BAO_0000218,178.0
7669,,10116.0,Heart,,,1,A,N,Intermediate,10130,50597,1,CHEMBL627037,,BAO_0000218,948.0
7670,,10116.0,Kidney,,,1,A,N,Intermediate,10130,50597,1,CHEMBL627038,,BAO_0000218,2113.0
7671,,10116.0,Liver,,,1,A,N,Intermediate,10130,50597,1,CHEMBL627039,,BAO_0000218,2107.0
7672,,10116.0,Muscle tissue,,,1,A,N,Intermediate,10130,50597,1,CHEMBL627040,,BAO_0000218,2385.0
7673,,10116.0,Spleen,,,1,A,N,Intermediate,10130,50597,1,CHEMBL624663,,BAO_0000218,2106.0
7674,,10116.0,Thyroid gland,,,1,A,N,Intermediate,10130,50597,1,CHEMBL625963,,BAO_0000218,2046.0
7675,,10116.0,Brain,,,1,A,N,Intermediate,10130,50597,1,CHEMBL876799,,BAO_0000218,955.0
7676,,10116.0,Lung,,,1,A,N,Intermediate,10130,50597,1,CHEMBL626133,,BAO_0000218,2048.0
7677,,10116.0,,,,1,A,N,Intermediate,10130,50597,1,CHEMBL626134,,BAO_0000218,
7678,,10116.0,,,,1,A,N,Intermediate,6295,50597,1,CHEMBL626135,,BAO_0000218,
7679,,10116.0,,,,1,A,N,Intermediate,6296,50597,1,CHEMBL626136,,BAO_0000218,
7680,,10116.0,,,,1,A,N,Intermediate,6296,50597,1,CHEMBL626137,,BAO_0000218,
7681,,10116.0,,,,1,A,N,Intermediate,6295,50597,1,CHEMBL626138,,BAO_0000218,
7682,,10116.0,,,,1,A,N,Intermediate,6296,50597,1,CHEMBL626139,,BAO_0000218,
7683,,10116.0,,,,1,A,N,Intermediate,17260,50597,1,CHEMBL626140,,BAO_0000218,
7684,,10116.0,,,,1,A,N,Intermediate,17260,50597,1,CHEMBL626141,,BAO_0000218,
7685,,10116.0,,,,1,A,N,Intermediate,17686,50597,1,CHEMBL626142,,BAO_0000218,
7686,,10116.0,Muscle tissue,,,1,A,N,Intermediate,9866,50597,1,CHEMBL627930,,BAO_0000218,2385.0
7687,,10116.0,Muscle tissue,,,1,A,N,Intermediate,9866,50597,1,CHEMBL627931,,BAO_0000218,2385.0
7688,,10116.0,Muscle tissue,,,1,A,N,Intermediate,9866,50597,1,CHEMBL627932,,BAO_0000218,2385.0
7689,,10116.0,Spleen,,,1,A,N,Intermediate,9866,50597,1,CHEMBL627933,,BAO_0000218,2106.0
7690,,10116.0,Spleen,,,1,A,N,Intermediate,9866,50597,1,CHEMBL627934,,BAO_0000218,2106.0
7691,,10116.0,Spleen,,,1,A,N,Intermediate,9866,50597,1,CHEMBL627935,,BAO_0000218,2106.0
7692,,10116.0,Blood,,,1,A,N,Intermediate,9866,50597,1,CHEMBL627936,,BAO_0000218,178.0
7693,,10116.0,Blood,,,1,A,N,Intermediate,9866,50597,1,CHEMBL627937,,BAO_0000218,178.0
7694,,10116.0,Blood,,,1,A,N,Intermediate,9866,50597,1,CHEMBL627938,,BAO_0000218,178.0
7695,,10116.0,Blood,,,1,A,N,Intermediate,9866,50597,1,CHEMBL627939,,BAO_0000218,178.0
7696,,10116.0,Blood,,,1,A,N,Intermediate,9866,50597,1,CHEMBL627940,,BAO_0000218,178.0
7697,,10116.0,Blood,,,1,A,N,Intermediate,9866,50597,1,CHEMBL627941,,BAO_0000218,178.0
7698,,10116.0,Blood,,,1,A,N,Intermediate,9866,50597,1,CHEMBL876800,,BAO_0000218,178.0
7699,,10116.0,Blood,,,1,A,N,Intermediate,9866,50597,1,CHEMBL627942,,BAO_0000218,178.0
7700,,10116.0,Blood,,,1,A,N,Intermediate,9866,50597,1,CHEMBL627943,,BAO_0000218,178.0
7701,,10116.0,Blood,,,1,A,N,Intermediate,9866,50597,1,CHEMBL627944,,BAO_0000218,178.0
7702,,10116.0,Blood,,,1,A,N,Intermediate,9866,50597,1,CHEMBL627945,,BAO_0000218,178.0
7703,,10116.0,Blood,,,1,A,N,Intermediate,9866,50597,1,CHEMBL628584,,BAO_0000218,178.0
7704,,10116.0,Blood,,,1,A,N,Intermediate,9866,50597,1,CHEMBL628585,,BAO_0000218,178.0
7705,,10116.0,Blood,,,1,A,N,Intermediate,9866,50597,1,CHEMBL628586,,BAO_0000218,178.0
7706,,10116.0,Blood,,,1,A,N,Intermediate,9866,50597,1,CHEMBL628587,,BAO_0000218,178.0
7707,,10116.0,Blood,,,1,A,N,Intermediate,9866,50597,1,CHEMBL628588,,BAO_0000218,178.0
7708,,10116.0,Blood,,,1,A,N,Intermediate,9866,50597,1,CHEMBL628589,,BAO_0000218,178.0
7709,,10116.0,Blood,,,1,A,N,Intermediate,9866,50597,1,CHEMBL625304,,BAO_0000218,178.0
7710,,10116.0,Blood,,,1,A,N,Intermediate,9866,50597,1,CHEMBL625305,,BAO_0000218,178.0
7711,,10116.0,Blood,,,1,A,N,Intermediate,9866,50597,1,CHEMBL625306,,BAO_0000218,178.0
7712,,10116.0,Blood,,,1,A,N,Intermediate,9866,50597,1,CHEMBL625307,,BAO_0000218,178.0
7713,,10116.0,Blood,,,1,A,N,Intermediate,9866,50597,1,CHEMBL625308,,BAO_0000218,178.0
7714,,10116.0,Blood,,,1,A,N,Intermediate,9866,50597,1,CHEMBL627740,,BAO_0000218,178.0
7715,,10116.0,Blood,,,1,A,N,Intermediate,9866,50597,1,CHEMBL627741,,BAO_0000218,178.0
7716,,10116.0,Blood,,,1,A,N,Intermediate,9866,50597,1,CHEMBL627742,,BAO_0000218,178.0
7717,,10116.0,Blood,,,1,A,N,Intermediate,9866,50597,1,CHEMBL627743,,BAO_0000218,178.0
7718,,10116.0,Blood,,,1,A,N,Intermediate,9866,50597,1,CHEMBL627744,,BAO_0000218,178.0
7719,,10116.0,Bone,,,1,A,N,Intermediate,9866,50597,1,CHEMBL627745,,BAO_0000218,10000001.0
7720,,10116.0,Bone,,,1,A,N,Intermediate,9866,50597,1,CHEMBL627746,,BAO_0000218,10000001.0
7721,,10116.0,Bone,,,1,A,N,Intermediate,9866,50597,1,CHEMBL627747,,BAO_0000218,10000001.0
7722,,10116.0,Bone,,,1,A,N,Intermediate,9866,50597,1,CHEMBL876810,,BAO_0000218,10000001.0
7723,,10116.0,Bone,,,1,A,N,Intermediate,9866,50597,1,CHEMBL627748,,BAO_0000218,10000001.0
7724,,10116.0,Bone,,,1,A,N,Intermediate,9866,50597,1,CHEMBL627749,,BAO_0000218,10000001.0
7725,,10116.0,Bone,,,1,A,N,Intermediate,9866,50597,1,CHEMBL627750,,BAO_0000218,10000001.0
7726,,10116.0,Bone,,,1,A,N,Intermediate,9866,50597,1,CHEMBL618728,,BAO_0000218,10000001.0
7727,,10116.0,Bone,,,1,A,N,Intermediate,9866,50597,1,CHEMBL618729,,BAO_0000218,10000001.0
7728,,10116.0,Bone,,,1,A,N,Intermediate,9866,50597,1,CHEMBL618730,,BAO_0000218,10000001.0
7729,,10116.0,Bone,,,1,A,N,Intermediate,9866,50597,1,CHEMBL618731,,BAO_0000218,10000001.0
7730,,10116.0,Bone,,,1,A,N,Intermediate,9866,50597,1,CHEMBL618732,,BAO_0000218,10000001.0
7731,,10116.0,Bone,,,1,A,N,Intermediate,9866,50597,1,CHEMBL618733,,BAO_0000218,10000001.0
7732,,10116.0,Bone,,,1,A,N,Intermediate,9866,50597,1,CHEMBL618734,,BAO_0000218,10000001.0
7733,,10116.0,Bone,,,1,A,N,Intermediate,9866,50597,1,CHEMBL618735,,BAO_0000218,10000001.0
7734,,10116.0,Bone,,,1,A,N,Intermediate,9866,50597,1,CHEMBL876602,,BAO_0000218,10000001.0
7735,,10116.0,Bone,,,1,A,N,Intermediate,9866,50597,1,CHEMBL618736,,BAO_0000218,10000001.0
7736,,10116.0,Bone,,,1,A,N,Intermediate,9866,50597,1,CHEMBL618737,,BAO_0000218,10000001.0
7737,,10116.0,Bone,,,1,A,N,Intermediate,9866,50597,1,CHEMBL618738,,BAO_0000218,10000001.0
7738,,10116.0,Bone,,,1,A,N,Intermediate,9866,50597,1,CHEMBL618739,,BAO_0000218,10000001.0
7739,,10116.0,Bone,,,1,A,N,Intermediate,9866,50597,1,CHEMBL618740,,BAO_0000218,10000001.0
7740,,10116.0,Bone,,,1,A,N,Intermediate,9866,50597,1,CHEMBL618741,,BAO_0000218,10000001.0
7741,,10116.0,Bone,,,1,A,N,Intermediate,9866,50597,1,CHEMBL618742,,BAO_0000218,10000001.0
7742,,10116.0,Bone,,,1,A,N,Intermediate,9866,50597,1,CHEMBL618743,,BAO_0000218,10000001.0
7743,,10116.0,Plasma,,,1,A,N,Intermediate,17752,50597,1,CHEMBL618744,,BAO_0000218,1969.0
7744,,10116.0,,,,1,A,N,Intermediate,5610,50597,1,CHEMBL618745,,BAO_0000218,
7745,,10116.0,,,,1,A,N,Intermediate,5939,50597,1,CHEMBL620479,,BAO_0000218,
7746,,10116.0,,,,1,A,N,Intermediate,5939,50597,1,CHEMBL620480,,BAO_0000218,
7747,,10116.0,,,,1,A,N,Intermediate,17771,50597,1,CHEMBL620481,,BAO_0000218,
7748,,10116.0,,,,1,A,N,Intermediate,1974,50597,1,CHEMBL620482,,BAO_0000218,
7749,,10116.0,,,,1,A,N,Intermediate,4239,50597,1,CHEMBL876603,,BAO_0000218,
7750,,10116.0,,,,1,A,N,Intermediate,6681,50597,1,CHEMBL620483,,BAO_0000218,
7751,,10116.0,,,,1,A,N,Intermediate,17752,50597,1,CHEMBL620484,,BAO_0000218,
7752,,10116.0,,,,1,A,N,Intermediate,6046,50597,1,CHEMBL620485,,BAO_0000218,
7753,,10116.0,,,,1,A,N,Intermediate,6685,50597,1,CHEMBL620486,,BAO_0000218,
7754,,10116.0,,,,1,A,N,Intermediate,6685,50597,1,CHEMBL620487,,BAO_0000218,
7755,,10116.0,,,,1,A,N,Intermediate,6685,50597,1,CHEMBL620488,,BAO_0000218,
7756,,10116.0,,,,1,A,N,Intermediate,4727,50597,1,CHEMBL620489,,BAO_0000218,
7757,,10116.0,,,,1,A,N,Intermediate,1088,50597,1,CHEMBL620490,,BAO_0000218,
7758,,10116.0,,,,1,A,N,Intermediate,5610,50597,1,CHEMBL620491,,BAO_0000218,
7759,,10116.0,Plasma,,,1,A,N,Intermediate,3032,50597,1,CHEMBL876604,,BAO_0000218,1969.0
7760,,10116.0,,,,1,A,N,Intermediate,5199,50597,1,CHEMBL620492,,BAO_0000218,
7761,,10116.0,,,,1,A,N,Intermediate,14941,50597,1,CHEMBL620493,,BAO_0000218,
7762,,10116.0,,,,1,A,N,Intermediate,4408,50597,1,CHEMBL620494,,BAO_0000218,
7763,,10116.0,Plasma,,,1,A,N,Intermediate,2552,50597,1,CHEMBL620495,,BAO_0000218,1969.0
7764,,10116.0,Plasma,,,1,A,N,Intermediate,5199,50597,1,CHEMBL620496,,BAO_0000218,1969.0
7765,,10116.0,Plasma,,,1,A,N,Intermediate,15662,50597,1,CHEMBL620497,,BAO_0000218,1969.0
7766,,10116.0,Plasma,,,1,A,N,Intermediate,1465,50597,1,CHEMBL620498,,BAO_0000218,1969.0
7767,,10116.0,Plasma,,,1,A,N,Intermediate,1446,50597,1,CHEMBL620499,,BAO_0000218,1969.0
7768,,10116.0,Plasma,,,1,A,N,Intermediate,6824,50597,1,CHEMBL620500,,BAO_0000218,1969.0
7769,,10116.0,Plasma,,,1,A,N,Intermediate,17533,50597,1,CHEMBL873809,,BAO_0000218,1969.0
7770,,10116.0,,,,1,A,N,Intermediate,5979,50597,1,CHEMBL620501,,BAO_0000218,
7771,,10116.0,,,,1,A,N,Intermediate,4689,50597,1,CHEMBL620502,,BAO_0000218,
7772,,10116.0,,,,1,A,N,Intermediate,4689,50597,1,CHEMBL620503,,BAO_0000218,
7773,,10116.0,,,,1,A,N,Intermediate,2463,50597,1,CHEMBL620504,,BAO_0000218,
7774,,10116.0,,,,1,A,N,Intermediate,4883,50597,1,CHEMBL876605,,BAO_0000218,
7775,,10116.0,,,,1,A,N,Intermediate,4883,50597,1,CHEMBL620505,,BAO_0000218,
