tid,assay_type,tissue_id,variant_id,cell_id,confidence_score,assay_strain,bao_format,assay_id,src_id,relationship_type,doc_id,assay_category,src_assay_id,curated_by,assay_subcellular_fraction,assay_test_type,chembl_id,description,assay_organism,assay_tissue,assay_tax_id,assay_cell_type
104835,F,,,,7,,BAO_0000219,57,1,D,14578,,,Autocuration,,,CHEMBL615180,Functional antagonism by electrical assays in Xenopus oocytes expressing 1A/2A NMDA receptor subtype,Rattus norvegicus,,10116.0,Oocytes
104821,F,,,,7,,BAO_0000219,58,1,D,14578,,,Autocuration,,,CHEMBL615181,Functional antagonism by electrical assays in Xenopus oocytes expressing the 1A/2B NMDA receptor,Rattus norvegicus,,10116.0,Oocytes
104848,F,,,,7,,BAO_0000219,59,1,D,14578,,,Autocuration,,,CHEMBL615182,Functional antagonism by electrical assays in Xenopus oocytes expressing the 1A/2C NMDA receptor,Rattus norvegicus,,10116.0,Oocytes
80002,F,,,506.0,1,,BAO_0000219,60,1,N,4787,,,Expert,,,CHEMBL615183,In vitro effective concentration required to reduce the number of human ovarian cancer (1A9) after 3-day incubation,Homo sapiens,,9606.0,1A9
80002,F,,,506.0,1,,BAO_0000219,61,1,N,4787,,,Intermediate,,,CHEMBL615184,In vitro effective concentration required to reduce the number of human ovarian cancer cells (1A9) after 3-day incubation,Homo sapiens,,9606.0,1A9
80002,F,,,506.0,1,,BAO_0000219,62,1,N,3547,,,Intermediate,,,CHEMBL615185,Cytotoxic activity against human ovarian cancer (1A9) cell line,Homo sapiens,,9606.0,1A9
80002,F,,,506.0,1,,BAO_0000219,63,1,N,3547,,,Intermediate,,,CHEMBL615186,Cytotoxic activity against human ovarian cancer (1A9) cell line; ND=Not determined,Homo sapiens,,9606.0,1A9
80002,F,,,506.0,1,,BAO_0000219,64,1,N,6726,,,Intermediate,,,CHEMBL615187,Effective dose of compound against replication of 1A9 cell line was evaluated,Homo sapiens,,9606.0,1A9
80002,F,,,506.0,1,,BAO_0000219,65,1,N,3455,,,Expert,,,CHEMBL885343,In vitro cytotoxic activity was determined against ovarian cancer (1A9) cell line,Homo sapiens,,9606.0,1A9
80002,F,,,506.0,1,,BAO_0000219,66,1,N,5726,,,Intermediate,,,CHEMBL615188,In vitro cytotoxicity evaluated against human ovarian cancer (1A9 cell line),Homo sapiens,,9606.0,1A9
80002,F,,,506.0,1,,BAO_0000219,67,1,N,5726,,,Intermediate,,,CHEMBL615189,In vitro cytotoxicity evaluated against human ovarian cancer (1A9 cell line); NA is not active,Homo sapiens,,9606.0,1A9
80002,F,,,506.0,1,,BAO_0000219,68,1,N,5726,,,Intermediate,,,CHEMBL615190,In vitro percent inhibition evaluated against human ovarian cancer (1A9 cell line) at >20 ug/mL,Homo sapiens,,9606.0,1A9
80002,F,,,506.0,1,,BAO_0000219,69,1,N,3395,,,Intermediate,,,CHEMBL615191,Inhibitory activity against Taxol resistant 1A9 cell lines,Homo sapiens,,9606.0,1A9
80002,F,,,506.0,1,,BAO_0000219,70,1,N,3415,,,Expert,,,CHEMBL615192,Cytotoxicity against human ovarian cancer (1A9) cell lines.,Homo sapiens,,9606.0,1A9
80002,F,,,506.0,1,,BAO_0000219,71,1,N,3415,,,Expert,,,CHEMBL827083,Percentage inhibition of human ovarian cancer (1A9) cell lines.,Homo sapiens,,9606.0,1A9
80002,F,,,506.0,1,,BAO_0000219,72,1,N,17099,,,Expert,,,CHEMBL615193,Effective dose required for inhibitory activity against 1A9 human tumor cell line.,Homo sapiens,,9606.0,1A9
80002,F,,,506.0,1,,BAO_0000219,73,1,N,17099,,,Intermediate,,,CHEMBL615194,Percent inhibition against 1A9 human tumor cell line at 0.10 ug/mL,Homo sapiens,,9606.0,1A9
80002,F,,,506.0,1,,BAO_0000219,74,1,N,17099,,,Intermediate,,,CHEMBL615195,Percent inhibition against 1A9 human tumor cell line at <0.00008 ug/mL,Homo sapiens,,9606.0,1A9
80002,F,,,506.0,1,,BAO_0000219,75,1,N,17099,,,Intermediate,,,CHEMBL615196,Percent inhibition against 1A9 human tumor cell line at >10 ug/mL,Homo sapiens,,9606.0,1A9
81072,F,,,503.0,1,,BAO_0000219,76,1,N,17721,,,Intermediate,,,CHEMBL615197,Inhibitory concentration against Jurkat cells,Homo sapiens,,9606.0,Jurkat
22226,F,,,,0,,BAO_0000019,77,1,U,1229,,,Intermediate,,,CHEMBL615198,In vitro anticancer activity against 2 NCI SCLC cell lines; inactive,,,,
100121,A,,,,9,,BAO_0000357,78,1,D,11347,,,Expert,,,CHEMBL615199,Inhibition of cytochrome P450 progesterone 2-alpha-hydroxylase,Rattus norvegicus,,10116.0,
11231,B,,,,8,,BAO_0000357,79,1,H,17117,,,Expert,,,CHEMBL615200,"In vitro inhibition of human 2,3-oxidosqualene cyclase.",,,,
11231,B,,,,8,,BAO_0000357,80,1,H,17117,,,Expert,,,CHEMBL615201,"In vitro inhibition of human 2,3-oxidosqualene cyclase.",,,,
11231,B,,,,8,,BAO_0000357,81,1,H,17117,,,Expert,,,CHEMBL615202,"In vitro inhibition of human 2,3-oxidosqualene cyclase at 100 nM.",,,,
11231,B,,,,8,,BAO_0000251,82,1,H,11375,,,Autocuration,Microsomes,,CHEMBL615203,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene cyclase in Candida albicans microsomes",Candida albicans,,5476.0,
11231,B,,,,8,,BAO_0000251,83,1,H,11375,,,Autocuration,Microsomes,,CHEMBL615204,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in Candida albicans microsomes",Candida albicans,,5476.0,
11231,B,,,,8,,BAO_0000251,84,1,H,11375,,,Autocuration,Microsomes,,CHEMBL615205,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene cyclase in Saccharomyces cerevisiae microsomes",Saccharomyces cerevisiae,,4932.0,
11231,B,,,,8,,BAO_0000251,85,1,H,11375,,,Autocuration,Microsomes,,CHEMBL615206,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in Saccharomyces cerevisiae microsomes",Saccharomyces cerevisiae,,4932.0,
12083,B,2107.0,,,8,,BAO_0000251,86,1,H,11375,,,Autocuration,Microsomes,,CHEMBL615207,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in pig liver microsomes",Sus scrofa,Liver,9823.0,
11231,B,,,,8,,BAO_0000019,87,1,H,791,,,Autocuration,,,CHEMBL827084,"Concentration required to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase",Rattus norvegicus,,10116.0,
11231,B,,,,8,,BAO_0000019,88,1,H,791,,,Autocuration,,,CHEMBL615208,"Concentration required to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase (OSC)",Rattus norvegicus,,10116.0,
11231,B,,,,8,,BAO_0000019,89,1,H,791,,,Autocuration,,,CHEMBL615209,"Evaluated for its activity to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase, activity expressed as Ki",Rattus norvegicus,,10116.0,
12083,B,2107.0,,,9,,BAO_0000251,90,1,D,11375,,,Autocuration,Microsomes,,CHEMBL615210,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene cyclase in rat liver microsomes",Rattus norvegicus,Liver,10116.0,
12083,B,2107.0,,,9,,BAO_0000251,91,1,D,11375,,,Autocuration,Microsomes,,CHEMBL615211,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in rat liver microsomes",Rattus norvegicus,Liver,10116.0,
12083,B,2107.0,,,9,,BAO_0000251,92,1,D,153,,,Autocuration,Microsomes,,CHEMBL615212,"Compound was evaluated for inhibitory activity against 2,3-oxidosqualene-lanosterol cyclase in rat liver microsomes",Rattus norvegicus,Liver,10116.0,
11377,B,,,,8,,BAO_0000357,93,1,H,8269,,,Expert,,,CHEMBL615213,Molar concentration needed to give 50% prevention of 2-5A (Adenosine dependent endoribonuclease),,,,
11377,B,,,,8,,BAO_0000357,94,1,H,8269,,,Expert,,,CHEMBL615273,Molar concentration required to displace 50% of the radiolabeled probe from 2-5A (Adenosine dependent endoribonuclease) in endonuclease-nitrocellulose complex,,,,
81020,F,,,726.0,1,,BAO_0000219,95,1,N,17653,,,Expert,,,CHEMBL615274,In vitro cytotoxic concentration required to inhibit hepatitisB virus (HBV) replication in 2.2.15 cell line,Homo sapiens,,9606.0,HepG2
81020,F,,,726.0,1,,BAO_0000219,96,1,N,14277,,,Intermediate,,,CHEMBL615275,50% Effective concentration of compound required for inhibiting intracellular viral replicative intermediate DNA in HBV-transfected 2.2.15 cell line.,Homo sapiens,,9606.0,HepG2
81020,F,,,726.0,1,,BAO_0000219,97,1,N,1717,,,Intermediate,,,CHEMBL615276,Antiviral activity against Hepatitis B virus in 2.2.15 cell line,Homo sapiens,,9606.0,HepG2
81020,F,,,726.0,1,,BAO_0000219,98,1,N,14091,,,Intermediate,,,CHEMBL615277,In vitro effective concentration against hepatitis B virus was determined in 2.2.15 cells,Homo sapiens,,9606.0,HepG2
81020,F,,,726.0,1,,BAO_0000219,99,1,N,14091,,,Intermediate,,,CHEMBL615326,In vitro effective concentration against hepatitis B virus was determined in 2.2.15 cells; Not determined,Homo sapiens,,9606.0,HepG2
50606,F,,,,1,,BAO_0000218,100,1,N,17653,,,Expert,,,CHEMBL883130,In vitro effective concentration required to inhibit hepatitisB virus (HBV) replication in 2.2.15 cell line,Hepatitis B virus,,10407.0,
81020,F,,,726.0,1,,BAO_0000219,101,1,N,13105,,,Intermediate,,,CHEMBL884519,Ability to inhibit the episomal HBV-DNA in 2.2.15 cells.,Homo sapiens,,9606.0,HepG2
81020,F,,,726.0,1,,BAO_0000219,102,1,N,1717,,,Intermediate,,,CHEMBL615327,Concentration required to inhibit 50% of 2.2.15 cell line,Homo sapiens,,9606.0,HepG2
81020,A,,,726.0,1,,BAO_0000219,103,1,N,13105,,,Intermediate,,,CHEMBL615328,Anti viral activity against 2.2.15 cells (concentration required to reduce the log phase cell growth by 50%).,Homo sapiens,,9606.0,HepG2
50587,F,,,,1,,BAO_0000218,104,1,N,13600,,,Intermediate,,,CHEMBL615329,Cytotoxic activity of compound against uninfected 2.2.15 cells.,Homo sapiens,,9606.0,2.2.15
50587,F,,,,1,,BAO_0000218,105,1,N,13467,,,Intermediate,,,CHEMBL615330,Anti hepatitis-B virus activity was evaluated in 2.2.15 cells.,Homo sapiens,,9606.0,2.2.15
50606,F,,,,1,,BAO_0000218,106,1,N,17477,,,Expert,,,CHEMBL615331,"Inhibition of the replication of HBV in 2.2.15 cells, by DNA hybridization assay",Hepatitis B virus,,10407.0,2.2.15
50587,F,,,,1,,BAO_0000218,107,1,N,1593,,,Intermediate,,,CHEMBL615332,In vitro anti-HBV activity in 2.2.15 cells,Homo sapiens,,9606.0,2.2.15
50587,F,,,,1,,BAO_0000218,108,1,N,1593,,,Intermediate,,,CHEMBL615333,In vitro anti-HBV activity in 2.2.15 cells; Not determined,Homo sapiens,,9606.0,2.2.15
50587,F,,,,1,,BAO_0000218,109,1,N,15089,,,Intermediate,,,CHEMBL615334,The compound was tested in vitro for the anti-HBV activity against 2.2.15 cells,Homo sapiens,,9606.0,2.2.15
50587,F,,,,1,,BAO_0000218,110,1,N,15089,,,Intermediate,,,CHEMBL615335,The compound was tested in vitro for the anti-HBV activity in 2.2.15 cells,Homo sapiens,,9606.0,2.2.15
50587,F,,,,1,,BAO_0000218,111,1,N,1593,,,Intermediate,,,CHEMBL615336,Cytotoxicity in 2.2.15 cells,Homo sapiens,,9606.0,2.2.15
50587,F,,,,1,,BAO_0000218,112,1,N,1593,,,Intermediate,,,CHEMBL615337,Cytotoxicity in 2.2.15 cells; Not determined,Homo sapiens,,9606.0,2.2.15
50587,F,,,,1,,BAO_0000218,113,1,N,13600,,,Intermediate,,,CHEMBL615338,Inhibitory activity of compound against hepatitis B virus (HBV) in growing cultures of 2.2.15 cells,Homo sapiens,,9606.0,2.2.15
50587,F,,,,1,,BAO_0000218,114,1,N,13467,,,Intermediate,,,CHEMBL615339,The growth inhibition activity for the compound was evaluated in 2.2.15 cells.,Homo sapiens,,9606.0,2.2.15
50587,F,,,,1,,BAO_0000218,115,1,N,13467,,,Intermediate,,,CHEMBL615340,Selectivity index was determined from the ratio of IC50 to the EC50 values evaluated in 2.2.15 cells.,Homo sapiens,,9606.0,2.2.15
81020,F,,,726.0,1,,BAO_0000219,116,1,N,14764,,,Intermediate,,,CHEMBL615341,Antiviral activity against HBV was determined in 2.215 cell line,Homo sapiens,,9606.0,HepG2
22226,B,,,,0,,BAO_0000251,117,1,U,6531,,,Autocuration,Microsomes,,CHEMBL615342,Inhibition of 20-HETE synthesis in human renal microsomes,Homo sapiens,,9606.0,
22226,B,,,,0,,BAO_0000019,118,1,U,17322,,,Autocuration,,,CHEMBL615343,Inhibitory activity against 20-HETE production from arachidonic acid using human renal microsome 20-HETE synthase.,,,,
80612,F,,,388.0,1,,BAO_0000219,119,1,N,17072,,,Intermediate,,,CHEMBL615344,Inhibitory concentration against 2008 (ovarian) cells,Homo sapiens,,9606.0,2008
80612,F,,,388.0,1,,BAO_0000219,120,1,N,16936,,,Intermediate,,,CHEMBL615345,50% Growth inhibitory concentration( GI 50 ) by using 2008 human ovarian carcinoma cell lines.,Homo sapiens,,9606.0,2008
80612,F,,,388.0,1,,BAO_0000219,121,1,N,16936,,,Intermediate,,,CHEMBL615346,Compound was tested for 50% growth inhibitory concentration by using human ovarian carcinoma cell lines (2008),Homo sapiens,,9606.0,2008
80612,F,,,388.0,1,,BAO_0000219,122,1,N,17146,,,Intermediate,,,CHEMBL615347,Direct cytotoxicity against the selected tumor cell line 2008 was determined especially on ovarian adenocarcinoma derived cells,Homo sapiens,,9606.0,2008
80612,F,,,388.0,1,,BAO_0000219,123,1,N,17146,,,Intermediate,,,CHEMBL615348,Direct cytotoxicity against the selected tumor cell line 2008 was determined especially on ovarian adenocarcinoma derived cells; not detected,Homo sapiens,,9606.0,2008
80613,F,,,561.0,1,,BAO_0000219,124,1,N,10797,,,Intermediate,,,CHEMBL827085,In vitro inhibition of 2008/R ovarian cancer cell line,Homo sapiens,,9606.0,2008/R
80613,F,,,561.0,1,,BAO_0000219,125,1,N,10797,,,Intermediate,,,CHEMBL615349,In vitro inhibition of 2008/R ovarian cancer cell line; NA= Not achievable,Homo sapiens,,9606.0,2008/R
80614,F,,,389.0,1,,BAO_0000219,126,1,N,10797,,,Intermediate,,,CHEMBL615350,In vitro inhibition of 2008/S ovarian cancer cell line,Homo sapiens,,9606.0,2008/S
80614,F,,,389.0,1,,BAO_0000219,127,1,N,10797,,,Intermediate,,,CHEMBL615351,In vitro inhibition of 2008/S ovarian cancer cell line; NA= Not achievable,Homo sapiens,,9606.0,2008/S
100256,B,,,,2,,BAO_0000220,128,1,S,4823,,,Expert,,,CHEMBL615352,Tested in vitro for inhibition of chymotrypsin like activity of purified human 20S proteasome,Homo sapiens,,9606.0,
100256,B,,,,2,,BAO_0000220,129,1,S,12912,,,Intermediate,,,CHEMBL615353,Compound was evaluated for inhibitory activity against 20S proteasome from human liver and brain,Homo sapiens,,9606.0,
100256,B,,,,2,,BAO_0000220,130,1,S,2957,,,Expert,,,CHEMBL615354,Inhibition of chymotrypsin-like activity of 20S proteasome,,,,
100256,B,,,,2,,BAO_0000220,131,1,S,2957,,,Expert,,,CHEMBL615355,Inhibition of chymotrypsin-like activity of 20S proteasome; value ranges from 10-20 uM,,,,
100256,B,,,,2,,BAO_0000220,132,1,S,3260,,,Intermediate,,,CHEMBL615356,Inhibitory activity against 20S proteosome,,,,
22226,B,,,,0,,BAO_0000019,133,1,U,3451,,,Autocuration,,,CHEMBL615357,Compound was tested for inhibitory activity against tryptase,Homo sapiens,,9606.0,
81020,F,,,726.0,1,,BAO_0000219,134,1,N,13885,,,Intermediate,,,CHEMBL615358,Concentration required to inhibit 50% of extracellular circular replication of HBV DNA using 2215 cell line,Homo sapiens,,9606.0,HepG2
81020,F,,,726.0,1,,BAO_0000219,135,1,N,13885,,,Intermediate,,,CHEMBL827086,Concentration required to inhibit 50% of intracellular circular replication of HBV DNA using 2215 cell line,Homo sapiens,,9606.0,HepG2
22226,B,,,,0,,BAO_0000019,136,1,U,3676,,,Autocuration,,,CHEMBL615359,Compound was tested for the inhibition of Alpha-glucosidase,,,,
235,B,,,,8,,BAO_0000357,137,1,H,6043,,,Autocuration,,,CHEMBL615360,Inhibitory concentration against human neutrophil elastase (HNE),,,,
22226,F,948.0,,,0,,BAO_0000218,138,1,U,11140,,,Autocuration,,,CHEMBL615361,Change in heart rate was expressed in percent at at a dose 0.002 mg/kg iv in anesthetized rat,Rattus norvegicus,Heart,10116.0,
