film_id,attore_id
243,134
376,138
43,123
984,164
370,126
551,191
21,105
778,140
320,42
250,100
985,82
547,38
372,61
749,161
709,193
124,80
519,6
342,151
514,9
347,126
917,43
684,177
932,42
700,21
961,114
719,194
144,67
966,146
36,116
56,33
414,120
282,49
229,136
785,117
560,195
672,83
243,58
766,67
89,161
913,114
703,151
101,57
51,73
778,117
139,170
416,45
645,75
868,133
737,165
256,126
605,102
77,140
95,186
330,45
577,123
555,37
310,17
906,187
80,193
88,44
58,28
37,12
249,63
554,167
422,186
536,198
57,67
207,66
473,165
497,125
216,12
458,77
326,15
914,10
256,67
599,87
276,43
329,198
144,57
131,151
3,123
688,26
431,147
892,139
743,72
407,128
538,132
984,59
485,102
563,100
801,110
501,38
714,57
233,47
118,11
731,111
305,33
597,64
846,7
288,50
241,59
983,21
401,136
321,74
252,176
725,67
134,48
588,37
38,190
797,30
930,97
904,132
787,47
838,90
540,46
628,135
636,119
394,104
94,92
311,118
393,57
233,40
638,71
671,128
446,85
341,141
242,79
402,145
358,28
208,130
268,53
966,3
604,157
975,84
292,107
647,116
146,178
166,192
86,78
676,66
708,147
63,56
95,165
468,117
90,34
845,144
307,122
383,56
622,180
85,27
410,89
771,172
920,75
849,107
369,2
452,133
31,2
956,74
446,137
752,8
499,36
833,43
244,67
495,183
576,196
134,57
298,147
316,58
25,187
152,181
412,119
520,129
425,39
52,177
527,151
600,22
942,103
372,146
780,61
497,21
734,21
834,129
428,62
103,51
529,139
297,85
207,92
194,106
537,170
251,76
877,19
717,50
728,12
162,13
208,159
786,119
699,111
829,141
927,152
824,98
339,114
42,105
785,199
612,35
365,149
869,130
508,102
961,110
650,76
17,12
190,91
673,23
516,65
231,112
90,92
447,57
1,1
827,177
503,6
359,195
664,145
824,158
329,102
529,90
383,5
846,152
600,54
483,178
266,189
744,75
928,173
513,13
157,87
954,169
75,150
197,117
721,98
677,182
39,104
395,198
145,2
764,177
858,105
938,65
29,6
151,112
834,191
636,99
185,74
940,88
162,173
296,85
882,185
338,188
767,61
405,173
201,35
827,174
574,84
754,54
27,170
791,127
885,195
361,195
130,144
320,131
678,51
250,49
942,41
945,12
81,132
538,77
938,153
563,147
856,167
779,41
84,44
667,32
718,100
133,133
687,80
673,169
916,93
531,197
890,175
129,175
902,74
959,17
67,47
776,79
17,100
649,177
62,110
599,78
442,90
847,153
416,170
83,181
35,95
596,175
551,95
938,77
421,56
203,52
116,200
336,128
278,108
802,119
870,76
473,79
689,52
480,153
342,97
732,153
654,186
6,21
206,150
301,182
956,72
476,153
455,135
901,90
432,117
752,141
927,161
731,36
778,175
96,137
316,117
873,83
337,85
414,70
221,103
952,44
317,126
880,90
938,129
332,81
964,22
572,118
204,9
612,18
805,7
299,79
171,5
971,60
642,113
953,127
770,17
179,192
867,166
195,181
361,1
519,83
353,38
417,14
85,179
592,173
673,195
125,34
27,99
795,56
73,176
989,37
128,40
910,129
302,115
364,135
948,14
84,99
606,25
320,96
478,46
392,63
964,152
14,28
819,191
85,60
38,166
497,68
232,81
82,189
587,39
581,158
1,20
312,128
224,187
136,106
14,137
235,23
480,123
22,95
608,43
52,83
170,121
103,92
237,114
936,73
817,179
249,129
941,155
636,72
737,111
449,29
892,181
464,198
295,147
295,48
862,76
37,112
367,23
722,9
540,2
249,72
775,94
772,73
781,195
793,38
450,171
359,27
114,57
713,42
492,189
616,135
872,171
724,41
191,141
991,92
492,75
638,191
527,42
471,65
612,162
774,101
378,103
152,19
20,155
669,111
79,143
428,94
439,106
997,198
255,68
601,158
825,44
634,22
820,23
231,120
525,130
917,137
746,120
773,188
473,89
33,182
19,5
48,127
719,175
874,93
281,21
387,36
967,3
81,36
921,131
56,137
696,128
377,132
336,184
847,121
925,170
349,169
451,6
467,73
679,190
853,174
344,43
784,20
39,145
483,175
320,39
694,185
823,73
262,60
316,82
752,9
895,8
451,151
892,56
79,4
713,94
483,158
486,153
434,9
512,92
155,12
431,157
703,61
433,49
626,158
286,165
624,134
961,87
90,161
846,115
181,171
133,148
484,74
642,184
141,195
265,78
310,190
491,173
862,139
856,70
300,66
856,112
795,26
772,175
642,100
508,37
385,172
907,159
915,105
416,12
665,128
2,85
309,104
565,30
963,180
517,102
188,168
249,86
539,3
340,55
852,179
728,56
661,157
322,94
967,100
619,38
922,42
853,23
420,95
569,36
206,94
161,194
835,157
796,198
885,155
45,163
771,127
549,171
829,50
473,144
945,104
630,85
332,152
346,200
418,102
880,31
172,34
978,99
476,39
753,43
494,145
373,139
278,63
951,97
887,117
785,19
537,74
105,23
197,64
413,62
895,85
263,28
977,175
920,129
578,192
379,108
414,15
618,174
615,65
812,85
199,126
858,80
713,59
588,179
698,154
494,195
669,129
410,43
16,12
600,159
830,120
249,41
121,162
994,105
160,38
12,146
678,168
794,142
60,76
694,10
95,149
862,183
504,144
835,99
178,147
632,50
5,59
321,157
256,53
357,2
647,150
81,98
200,102
599,48
957,17
392,26
121,200
424,120
316,5
819,192
688,173
262,156
421,165
738,42
312,97
919,100
359,43
492,184
760,86
521,17
215,194
732,113
144,195
449,124
702,140
467,154
702,108
706,68
494,131
490,99
752,86
476,65
881,88
846,96
614,128
685,3
125,15
277,115
585,106
80,173
950,160
153,155
609,181
625,181
561,18
552,9
66,131
88,135
786,123
307,56
592,119
154,173
863,141
992,169
