assay_id,assay_test_type,assay_organism,assay_category,assay_type,relationship_type,curated_by,assay_tissue,assay_tax_id,description,tid,variant_id,src_assay_id,src_id,doc_id,bao_format,confidence_score,chembl_id,cell_id,tissue_id
7559,In vivo,Rattus norvegicus,,A,N,Intermediate,,10116.0,Evaluated for pharmacokinetic parameter half-life in rat at the dose 50 mg/kg,50597,,,1,429,BAO_0000218,1,CHEMBL621131,,
7560,In vivo,Rattus norvegicus,,A,N,Intermediate,,10116.0,Half life (T1/2) after oral administration in rat,50597,,,1,5656,BAO_0000218,1,CHEMBL621132,,
7561,In vivo,Rattus norvegicus,,A,N,Intermediate,,10116.0,Half life of compound after iv administration of 20 mg/kg dose in rat,50597,,,1,4413,BAO_0000218,1,CHEMBL621133,,
7562,In vivo,Rattus norvegicus,,A,N,Expert,,10116.0,Half life of compound determined in rat after iv administration at a dose of 10 mg/kg,50597,,,1,3598,BAO_0000218,1,CHEMBL621312,,
7563,,Rattus norvegicus,,A,N,Intermediate,,10116.0,Half life of compound was determined in rat,50597,,,1,17267,BAO_0000218,1,CHEMBL621313,,
7564,,Rattus norvegicus,,A,N,Intermediate,Blood,10116.0,Half life of compound was determined in rat blood,50597,,,1,4727,BAO_0000218,1,CHEMBL621314,,178.0
7565,In vivo,Rattus norvegicus,,A,N,Intermediate,,10116.0,Half life at 1 mg/kg was determined in rat,50597,,,1,17651,BAO_0000218,1,CHEMBL621315,,
7566,In vivo,Rattus norvegicus,,A,N,Intermediate,,10116.0,Half life at 10 mg/kg was determined in rat,50597,,,1,17651,BAO_0000218,1,CHEMBL621316,,
7567,,Rattus norvegicus,,A,N,Intermediate,,10116.0,Half life in rats,50597,,,1,401,BAO_0000218,1,CHEMBL621317,,
7568,,Rattus norvegicus,,A,N,Intermediate,,10116.0,Half life in rats in hours,50597,,,1,4942,BAO_0000218,1,CHEMBL621318,,
7569,In vivo,Rattus norvegicus,,A,N,Intermediate,,10116.0,Half life following 10 mg/kg intravenous or 50 mg/kg oral dosing in rats was determined,50597,,,1,17735,BAO_0000218,1,CHEMBL621319,,
7570,In vivo,Rattus norvegicus,,A,N,Intermediate,,10116.0,Half life was calculated at a single intravenous administration of 20 mg/kg in rat,50597,,,1,6056,BAO_0000218,1,CHEMBL621377,,
7571,,Rattus norvegicus,,A,N,Intermediate,,10116.0,Half life was determined,50597,,,1,5213,BAO_0000218,1,CHEMBL621378,,
7572,In vivo,Rattus norvegicus,,A,N,Intermediate,,10116.0,Half life after i.v. administration,50597,,,1,6616,BAO_0000218,1,CHEMBL876599,,
7573,In vivo,Rattus norvegicus,,A,N,Intermediate,,10116.0,Half life in rat after intravenous administration at a concentration 0.5 mg/kg,50597,,,1,5937,BAO_0000218,1,CHEMBL621379,,
7574,,Rattus norvegicus,,A,N,Intermediate,Plasma,10116.0,Half life in rat plasma,50597,,,1,5819,BAO_0000218,1,CHEMBL621380,,1969.0
7575,,Rattus norvegicus,,A,N,Intermediate,Plasma,10116.0,Half life in rat plasma; Not detected,50597,,,1,5819,BAO_0000218,1,CHEMBL621381,,1969.0
7576,,Rattus norvegicus,,A,N,Intermediate,,10116.0,Half life in rats,50597,,,1,6803,BAO_0000218,1,CHEMBL618515,,
7577,In vivo,Rattus norvegicus,,A,N,Intermediate,,10116.0,Half life period of compound was determined after peroral administration,50597,,,1,17804,BAO_0000218,1,CHEMBL618516,,
7578,In vivo,Rattus norvegicus,,A,N,Intermediate,,10116.0,Half life period of compound was determined at a dose of 3 mg/kg by intravenous administration,50597,,,1,17804,BAO_0000218,1,CHEMBL618517,,
7579,,Rattus norvegicus,,A,N,Intermediate,,10116.0,Half life period in rat,50597,,,1,5948,BAO_0000218,1,CHEMBL618518,,
7580,In vivo,Rattus norvegicus,,A,N,Intermediate,,10116.0,Half life period was evaluated against Sprague-Dawley rats at a dose of 15 mg/kg after iv administration,50597,,,1,1916,BAO_0000218,1,CHEMBL618519,,
7581,In vivo,Rattus norvegicus,,A,N,Intermediate,,10116.0,Half life period was evaluated in Sprague-Dawley rats at a dose of 15 mg/kg after po administration,50597,,,1,1916,BAO_0000218,1,CHEMBL618698,,
7582,In vivo,Rattus norvegicus,,A,N,Intermediate,,10116.0,Half life period was evaluated in Sprague-Dawley rats at a dose of 15 mg/kg after po administration; Not available,50597,,,1,1916,BAO_0000218,1,CHEMBL618862,,
7583,In vivo,Rattus norvegicus,,A,N,Intermediate,,10116.0,Half life period was determined after intravenous administration at a dose 5 mg/kg to male Sprague-Dawley rats,50597,,,1,4890,BAO_0000218,1,CHEMBL618863,,
7584,In vivo,Rattus norvegicus,,A,N,Intermediate,,10116.0,Half life period was determined for compound after intravenous administration in rats at 24 uM/kg,50597,,,1,17764,BAO_0000218,1,CHEMBL618864,,
7585,In vivo,Rattus norvegicus,,A,N,Intermediate,,10116.0,Half life time in rat the dose of 2 mg/kg,50597,,,1,4727,BAO_0000218,1,CHEMBL618865,,
7586,In vivo,Rattus norvegicus,,A,N,Intermediate,,10116.0,Half-life 24 hr after 10 mg/kg iv administration in rats,50597,,,1,17509,BAO_0000218,1,CHEMBL618866,,
7587,In vivo,Rattus norvegicus,,A,N,Intermediate,,10116.0,Half-life 24 hr after 2 mg/kg iv administration in rats,50597,,,1,17509,BAO_0000218,1,CHEMBL618867,,
7588,,Rattus norvegicus,,A,N,Intermediate,,10116.0,Half-life consistent with the observed metabolic steady state in rats,50597,,,1,6597,BAO_0000218,1,CHEMBL875828,,
7589,In vivo,Rattus norvegicus,,A,N,Intermediate,,10116.0,Half-life following 10 mg/kg intravenous or 50 mg/kg oral dosing in rats was determined,50597,,,1,17735,BAO_0000218,1,CHEMBL618868,,
7590,,Rattus norvegicus,,A,N,Intermediate,,10116.0,Half-life for oxidative metabolic stability was determined using male human,50597,,,1,6597,BAO_0000218,1,CHEMBL618869,,
7591,In vivo,Rattus norvegicus,,A,N,Intermediate,,10116.0,"Half-life in fischer rats at 5 mg/kg dose, administered intravenously",50597,,,1,17670,BAO_0000218,1,CHEMBL618870,,
7592,,Rattus norvegicus,,A,N,Intermediate,Plasma,10116.0,Half-life in rat plasma,50597,,,1,1696,BAO_0000218,1,CHEMBL618871,,1969.0
7593,,Rattus norvegicus,,A,N,Intermediate,Plasma,10116.0,Half-life in rat plasma was determined,50597,,,1,1742,BAO_0000218,1,CHEMBL618872,,1969.0
7594,,Rattus norvegicus,,A,N,Intermediate,,10116.0,Half-life in rats was determined,50597,,,1,17800,BAO_0000218,1,CHEMBL873816,,
7595,,,,A,U,Autocuration,,,Area under curve of acid 2a was determined by HPLC at a dosage of 54.5 mg/kg administered intragastrically by gavage method in dog,22224,,,1,12923,BAO_0000218,0,CHEMBL618873,,
7596,,,,A,U,Autocuration,,,Area under curve after oral dose of 0.1 mg//kg,22224,,,1,11954,BAO_0000019,0,CHEMBL621602,,
7597,,,,A,U,Autocuration,,,Area under curve after oral dose of 0.3 mg/kg,22224,,,1,11954,BAO_0000218,0,CHEMBL621603,,
7598,,,,A,U,Autocuration,,,Area under curve after oral dose of 1 mg/kg,22224,,,1,11954,BAO_0000218,0,CHEMBL621604,,
7599,,,,A,U,Autocuration,,,Area under curve after oral dose of 10 mg/kg,22224,,,1,11954,BAO_0000218,0,CHEMBL621605,,
7600,,,,A,U,Autocuration,,,Area under curve after oral dose of 23.4 mg/kg,22224,,,1,11954,BAO_0000218,0,CHEMBL621606,,
7601,,,,A,U,Autocuration,,,Area under curve after oral dose of 3 mg/kg,22224,,,1,11954,BAO_0000218,0,CHEMBL621607,,
7602,,,,A,U,Autocuration,,,Area under curve after oral dose of 3.87 mg/kg,22224,,,1,11954,BAO_0000218,0,CHEMBL621608,,
7603,,,,A,U,Autocuration,,,Area under curve was determined,22224,,,1,5237,BAO_0000019,0,CHEMBL621609,,
7604,,,,A,U,Autocuration,,,Area under curve at a dose of 10 mg/kg,22224,,,1,4026,BAO_0000218,0,CHEMBL621610,,
7605,,Rattus norvegicus,,A,N,Intermediate,,10116.0,Area under curve was determined; ND=No data,50597,,,1,5237,BAO_0000218,1,CHEMBL621611,,
7606,,Rattus norvegicus,,A,N,Intermediate,,10116.0,Area under curve was evaluated in rat brain when administered intraperitoneally at a dose of 10 mg/kg for 4 or 6 hours,50597,,,1,14793,BAO_0000218,1,CHEMBL621612,,
7607,,Rattus norvegicus,,A,N,Intermediate,,10116.0,Area under curve was evaluated in rat brain when administered intraperitoneally at a dose of 10 mg/kg for infinite hours,50597,,,1,14793,BAO_0000218,1,CHEMBL622308,,
7608,,Rattus norvegicus,,A,N,Intermediate,,10116.0,Area under curve was evaluated in rat brain when administered intravenously at a dose of 10 mg/kg for 4 or 6 hours,50597,,,1,14793,BAO_0000218,1,CHEMBL622309,,
7609,,Rattus norvegicus,,A,N,Intermediate,,10116.0,Area under curve was evaluated in rat brain when administered intravenously at a dose of 10 mg/kg for infinite hours,50597,,,1,14793,BAO_0000218,1,CHEMBL622310,,
7610,,Rattus norvegicus,,A,N,Intermediate,,10116.0,Area under curve was evaluated in rat brain when administered perorally at a dose of 100 mg/kg for 4 or 6 hours,50597,,,1,14793,BAO_0000218,1,CHEMBL622311,,
7611,,Rattus norvegicus,,A,N,Intermediate,,10116.0,Area under curve was evaluated in rat brain when administered perorally at a dose of 100 mg/kg for infinite hours; Not calculated,50597,,,1,14793,BAO_0000218,1,CHEMBL622312,,
7612,,Rattus norvegicus,,A,N,Intermediate,,10116.0,Area under curve was evaluated in rat brain when administered perorally at a dose of 10 mg/kg for 4 or 6 hours,50597,,,1,14793,BAO_0000218,1,CHEMBL622931,,
7613,,Rattus norvegicus,,A,N,Intermediate,,10116.0,Area under curve was evaluated in rat brain when administered perorally at a dose of 10 mg/kg for infinite hours; Not calculated,50597,,,1,14793,BAO_0000218,1,CHEMBL622932,,
7614,,Rattus norvegicus,,A,N,Intermediate,Plasma,10116.0,Area under curve was evaluated in rat plasma when administered intraperitoneally at a dose of 10 mg/kg for 4 or 6 hours,50597,,,1,14793,BAO_0000218,1,CHEMBL622736,,1969.0
7615,,Rattus norvegicus,,A,N,Intermediate,Plasma,10116.0,Area under curve was evaluated in rat plasma when administered intraperitoneally at a dose of 10 mg/kg for infinite hours,50597,,,1,14793,BAO_0000218,1,CHEMBL622737,,1969.0
7616,,Rattus norvegicus,,A,N,Intermediate,Plasma,10116.0,Area under curve was evaluated in rat plasma when administered intravenously at a dose of 10 mg/kg for 4 or 6 hours,50597,,,1,14793,BAO_0000218,1,CHEMBL622738,,1969.0
7617,,Rattus norvegicus,,A,N,Intermediate,Plasma,10116.0,Area under curve was evaluated in rat plasma when administered intravenously at a dose of 10 mg/kg for infinite hours,50597,,,1,14793,BAO_0000218,1,CHEMBL622739,,1969.0
7618,,Rattus norvegicus,,A,N,Intermediate,Plasma,10116.0,Area under curve was evaluated in rat plasma when administered perorally at a dose of 100 mg/kg for 4 or 6 hours,50597,,,1,14793,BAO_0000218,1,CHEMBL622740,,1969.0
7619,,Rattus norvegicus,,A,N,Intermediate,Plasma,10116.0,Area under curve was evaluated in rat plasma when administered perorally at a dose of 100 mg/kg for infinite hours,50597,,,1,14793,BAO_0000218,1,CHEMBL622741,,1969.0
7620,,Rattus norvegicus,,A,N,Intermediate,Plasma,10116.0,Area under curve was evaluated in rat plasma when administered perorally at a dose of 10 mg/kg for 4 or 6 hours,50597,,,1,14793,BAO_0000218,1,CHEMBL622742,,1969.0
7621,,Rattus norvegicus,,A,N,Intermediate,Plasma,10116.0,Area under curve was evaluated in rat plasma when administered perorally at a dose of 10 mg/kg for infinite hours,50597,,,1,14793,BAO_0000218,1,CHEMBL622743,,1969.0
7622,,Mus musculus,,A,N,Intermediate,Plasma,10090.0,AUC in mice,50594,,,1,11637,BAO_0000218,1,CHEMBL622744,,1969.0
7623,,,,A,U,Autocuration,,,Area under curve was measured from the graph obtained from concentration Vs time,22224,,,1,11149,BAO_0000019,0,CHEMBL624134,,
7624,,,,A,U,Autocuration,,,Area under curve value of compound per hour after oral administration,22224,,,1,10016,BAO_0000019,0,CHEMBL624135,,
7625,,Rattus norvegicus,,A,N,Intermediate,,10116.0,Area under curve was determined after oral administration in rats,50597,,,1,17796,BAO_0000218,1,CHEMBL624136,,
7626,,Rattus norvegicus,,A,N,Intermediate,,10116.0,Area under curve was determined after oral administration in rats; No data,50597,,,1,17796,BAO_0000218,1,CHEMBL624137,,
7627,,Rattus norvegicus,,A,N,Intermediate,,10116.0,Area under curve was determined after oral administration in rats;No data,50597,,,1,17796,BAO_0000218,1,CHEMBL624320,,
7628,,Canis lupus familiaris,,A,N,Intermediate,,9615.0,Area under curve was determined by HPLC at a dosage of 2.27 mg/kg administered intravenously by bolus method in dog,50588,,,1,12923,BAO_0000218,1,CHEMBL624321,,
7629,,Rattus norvegicus,,A,N,Intermediate,,10116.0,Area under curve was determined for the compound after iv dose of 4.74 mg/kg in rats,50597,,,1,15372,BAO_0000218,1,CHEMBL624322,,
7630,,Rattus norvegicus,,A,N,Intermediate,,10116.0,Area under curve was determined for the compound after iv dose of 5.06 in rats,50597,,,1,15372,BAO_0000218,1,CHEMBL624323,,
7631,,Rattus norvegicus,,A,N,Intermediate,,10116.0,Area under curve was determined for the compound after iv dose of 5.10 mg/kg in rats,50597,,,1,15372,BAO_0000218,1,CHEMBL624324,,
7632,,Rattus norvegicus,,A,N,Intermediate,,10116.0,Area under curve was determined for the compound after po dose of 5.01 mg/kg in rats,50597,,,1,15372,BAO_0000218,1,CHEMBL624325,,
7633,,Rattus norvegicus,,A,N,Intermediate,,10116.0,Area under curve was determined for the compound after po dose of 5.03 mg/kg in rats,50597,,,1,15372,BAO_0000218,1,CHEMBL624326,,
7634,,Rattus norvegicus,,A,N,Intermediate,,10116.0,Area under curve was determined for the compound after po dose of 5.22 mg/kg in rats,50597,,,1,15372,BAO_0000218,1,CHEMBL624327,,
7635,,Rattus norvegicus,,A,N,Intermediate,,10116.0,Area under curve was determined for the compound after po dose of 5.46 mg/kg in rats,50597,,,1,15372,BAO_0000218,1,CHEMBL624328,,
7636,,Canis lupus familiaris,,A,N,Intermediate,,9615.0,Area under curve was determined in Dogs after peroral administration,50588,,,1,14169,BAO_0000218,1,CHEMBL627848,,
7637,,Rattus norvegicus,,A,N,Intermediate,,10116.0,Area under curve was determined in Rats after peroral administration,50597,,,1,14169,BAO_0000218,1,CHEMBL627849,,
7638,,Rattus norvegicus,,A,N,Intermediate,,10116.0,Area under curve was determined in carotid blood of rat when administered intradermally,50597,,,1,14258,BAO_0000218,1,CHEMBL627850,,
7639,,Rattus norvegicus,,A,N,Intermediate,,10116.0,Area under curve was determined in portal blood of rat when administered intradermally,50597,,,1,14258,BAO_0000218,1,CHEMBL627851,,
7640,,Mus musculus,,A,N,Intermediate,,10090.0,Area under curve was determined using 0.4% Methyl cellulose (MC) as vehicle. Compound was administered intravenously to nude mice at a dose of 25 mg/kg,50594,,,1,15011,BAO_0000218,1,CHEMBL627852,,
7641,,Mus musculus,,A,N,Intermediate,,10090.0,Area under curve was determined using 0.4% Methyl cellulose (MC) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg,50594,,,1,15011,BAO_0000218,1,CHEMBL627853,,
7642,,Mus musculus,,A,N,Intermediate,,10090.0,Area under curve was determined using 0.4% Methyl cellulose (MC) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg (micronized sample),50594,,,1,15011,BAO_0000218,1,CHEMBL627854,,
7643,,Mus musculus,,A,N,Intermediate,,10090.0,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered intravenously to nude mice at a dose of 25 mg/kg,50594,,,1,15011,BAO_0000218,1,CHEMBL627855,,
7644,,Mus musculus,,A,N,Intermediate,,10090.0,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered intravenously to nude mice at a dose of 25 mg/kg (run time 7 hr),50594,,,1,15011,BAO_0000218,1,CHEMBL627856,,
7645,,Mus musculus,,A,N,Intermediate,,10090.0,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg,50594,,,1,15011,BAO_0000218,1,CHEMBL875339,,
7646,,Mus musculus,,A,N,Intermediate,,10090.0,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg (Run time = 7 hr),50594,,,1,15011,BAO_0000218,1,CHEMBL627857,,
7647,In vivo,Rattus norvegicus,,A,N,Intermediate,Spleen,10116.0,Biodistribution of the radiolabeled compound (2-5 uCi) in rat spleen 65 mins after i.v. administration,50597,,,1,11195,BAO_0000218,1,CHEMBL627858,,2106.0
7648,,Rattus norvegicus,,A,N,Intermediate,Blood,10116.0,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in blood; Expressed as percent dose/organ,50597,,,1,10130,BAO_0000218,1,CHEMBL627859,,178.0
7649,,Rattus norvegicus,,A,N,Intermediate,Brain,10116.0,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in brain; Expressed as percent dose/organ,50597,,,1,10130,BAO_0000218,1,CHEMBL627860,,955.0
7650,,Rattus norvegicus,,A,N,Intermediate,Heart,10116.0,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in heart; Expressed as percent dose/organ,50597,,,1,10130,BAO_0000218,1,CHEMBL627019,,948.0
7651,,Rattus norvegicus,,A,N,Intermediate,Liver,10116.0,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in liver; Expressed as percent dose/organ,50597,,,1,10130,BAO_0000218,1,CHEMBL627020,,2107.0
7652,,Rattus norvegicus,,A,N,Intermediate,Lung,10116.0,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in lung; Expressed as percent dose/organ,50597,,,1,10130,BAO_0000218,1,CHEMBL627021,,2048.0
7653,,Rattus norvegicus,,A,N,Intermediate,Muscle tissue,10116.0,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in muscle; Expressed as percent dose/organ,50597,,,1,10130,BAO_0000218,1,CHEMBL627022,,2385.0
7654,,Rattus norvegicus,,A,N,Intermediate,,10116.0,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in skin; Expressed as percent dose/organ,50597,,,1,10130,BAO_0000218,1,CHEMBL627023,,
7655,,Rattus norvegicus,,A,N,Intermediate,Spleen,10116.0,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in spleen; Expressed as percent dose/organ,50597,,,1,10130,BAO_0000218,1,CHEMBL627024,,2106.0
7656,,Rattus norvegicus,,A,N,Intermediate,Thyroid gland,10116.0,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in thyroid; Expressed as percent dose/organ,50597,,,1,10130,BAO_0000218,1,CHEMBL627025,,2046.0
7657,,Rattus norvegicus,,A,N,Intermediate,Kidney,10116.0,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in kidney; Expressed as percent dose/organ,50597,,,1,10130,BAO_0000218,1,CHEMBL627026,,2113.0
7658,,Rattus norvegicus,,A,N,Intermediate,Blood,10116.0,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in blood; Expressed as percent dose/organ,50597,,,1,10130,BAO_0000218,1,CHEMBL627027,,178.0
7659,,Rattus norvegicus,,A,N,Intermediate,Brain,10116.0,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in brain; Expressed as percent dose/organ,50597,,,1,10130,BAO_0000218,1,CHEMBL627028,,955.0
7660,,Rattus norvegicus,,A,N,Intermediate,Heart,10116.0,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in heart; Expressed as percent dose/organ,50597,,,1,10130,BAO_0000218,1,CHEMBL627029,,948.0
7661,,Rattus norvegicus,,A,N,Intermediate,Kidney,10116.0,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in kidney; Expressed as percent dose/organ,50597,,,1,10130,BAO_0000218,1,CHEMBL627030,,2113.0
7662,,Rattus norvegicus,,A,N,Intermediate,Liver,10116.0,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in liver; Expressed as percent dose/organ,50597,,,1,10130,BAO_0000218,1,CHEMBL627031,,2107.0
7663,,Rattus norvegicus,,A,N,Intermediate,Lung,10116.0,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in lung; Expressed as percent dose/organ,50597,,,1,10130,BAO_0000218,1,CHEMBL627032,,2048.0
7664,,Rattus norvegicus,,A,N,Intermediate,Muscle tissue,10116.0,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in muscle; Expressed as percent dose/organ,50597,,,1,10130,BAO_0000218,1,CHEMBL627033,,2385.0
7665,,Rattus norvegicus,,A,N,Intermediate,,10116.0,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in skin; Expressed as percent dose/organ,50597,,,1,10130,BAO_0000218,1,CHEMBL627034,,
7666,,Rattus norvegicus,,A,N,Intermediate,Spleen,10116.0,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in spleen; Expressed as percent dose/organ,50597,,,1,10130,BAO_0000218,1,CHEMBL627035,,2106.0
