curated_by,assay_category,src_id,assay_cell_type,assay_strain,description,assay_subcellular_fraction,chembl_id,relationship_type,confidence_score,src_assay_id,cell_id,assay_organism,assay_tax_id,bao_format,tid,variant_id,assay_id,assay_tissue,doc_id,assay_type,assay_test_type,tissue_id
Intermediate,,1,,,"The compound was tested for minimum inhibitory concentration in Staphylococcus aureus,147N penicillin sensitive Staphylococcus aureus",,CHEMBL615131,N,1,,,Staphylococcus aureus,1280.0,BAO_0000218,50185,,16,,11324,F,,
Expert,,1,,,Inhibition of cytochrome P450 progesterone 15-alpha hydroxylase,,CHEMBL884521,D,9,,,Rattus norvegicus,10116.0,BAO_0000357,100122,,17,,11347,A,,
Autocuration,,1,,,Concentration that cause 50% activation of human reticulocyte 15-lipoxygenase (15-HLO),,CHEMBL615132,H,8,,,,,BAO_0000357,12054,,18,,16474,B,,
Autocuration,,1,,,Inhibition of partially purified 15-lipoxygenase from human leukocytes,,CHEMBL615133,H,8,,,,,BAO_0000019,12054,,19,,10091,B,,
Autocuration,,1,,,Inhibitory activity against human reticulocyte 15-lipoxygenase (15-HLO),,CHEMBL615134,H,8,,,,,BAO_0000357,12054,,20,,16474,B,,
Autocuration,,1,,,Compound was evaluated for the percent increase in activation concentration of human reticulocyte 15-lipoxygenase (15-HLO),,CHEMBL615135,H,8,,,,,BAO_0000357,12054,,21,,16474,B,,
Autocuration,,1,,,Inhibitory activity against human reticulocyte 15-lipoxygenase (15-HLO),,CHEMBL615136,H,8,,,,,BAO_0000357,12054,,22,,16474,B,,
Autocuration,,1,,,Inhibitory activity against human reticulocyte 15-lipoxygenase (15-HLO); NI is no inhibition,,CHEMBL615137,H,8,,,,,BAO_0000357,12054,,23,,16474,B,,
Autocuration,,1,,,Inhibitory activity against human reticulocyte 15-lipoxygenase (15-HLO); NI is no inhibition,,CHEMBL615138,H,8,,,,,BAO_0000357,12054,,24,,16474,B,,
Autocuration,,1,,,"Inhibitory concentration against 15-lipoxygenase, by inhibiting 15-HETE production by human umbilical vein endothelial cells (HUVEC) stimulated by calcium ionophore A 23187 at concentration of 10e-5 M.",,CHEMBL836324,U,0,,,,,BAO_0000219,22226,,25,,14352,B,,
Autocuration,,1,,,In vitro inhibitory activity of compound on rabbit reticulocyte 15-lipoxygenase,,CHEMBL615139,H,8,,,Oryctolagus cuniculus,9986.0,BAO_0000357,12054,,26,,5646,B,,
Autocuration,,1,,,Inhibition of rabbit reticulocyte 15-lipoxygenase by compound (30 uM),,CHEMBL615140,H,8,,,Oryctolagus cuniculus,9986.0,BAO_0000357,12054,,27,,5646,B,,
Autocuration,,1,,,Inhibitory activity against 15-lipoxygenase in rat polymorphonuclear leukocytes,,CHEMBL615141,H,8,,,,,BAO_0000219,12426,,28,,10997,B,,
Autocuration,,1,,,Inhibitory activity against 15-lipoxygenase was determined obtained from soya bean,,CHEMBL615142,H,8,,,soya bean,3847.0,BAO_0000357,12054,,29,,6309,B,,
Autocuration,,1,,,Inhibitory activity against soybean 15-lipoxygenase was evaluated,,CHEMBL615143,H,8,,,Glycine max,3847.0,BAO_0000357,12054,,30,,167,B,,
Autocuration,,1,,,Inhibitory activity against soybean 15-lipoxygenase was evaluated at 100 uM,,CHEMBL615144,H,8,,,Glycine max,3847.0,BAO_0000357,12054,,31,,167,B,,
Autocuration,,1,,,The compound was tested for the in vitro inhibition of 15-lipoxygenase of soybean at a concentration of 10 uM,,CHEMBL872867,H,8,,,Glycine max,3847.0,BAO_0000357,12054,,32,,11087,B,,
Autocuration,,1,,,The compound was tested for the in vitro inhibition of 15-lipoxygenase of soybean at a concentration of 100 uM,,CHEMBL615145,H,8,,,Glycine max,3847.0,BAO_0000357,12054,,33,,11087,B,,
Autocuration,,1,,,Compound was tested in vitro for inhibition of 15-lipoxygenase soybean,,CHEMBL615146,H,8,,,Glycine max,3847.0,BAO_0000357,12054,,34,,13622,B,,
Autocuration,,1,,,Compound at 100 uM was tested in vitro for inhibition of 15-lipoxygenase soybean,,CHEMBL615147,H,8,,,Glycine max,3847.0,BAO_0000357,12054,,35,,13622,B,,
Autocuration,,1,,,Inhibition of cytochrome P450 progesterone 16-alpha hydroxylase,,CHEMBL615148,U,0,,,Rattus norvegicus,10116.0,BAO_0000019,22226,,36,,11347,A,,
Autocuration,,1,,,Binding affinity against bacterial 16S rRNA using mass spectrometry based assay,,CHEMBL615149,U,0,,,Escherichia coli,562.0,BAO_0000019,22226,,37,,5926,B,,
Autocuration,,1,,,Dissociation constant with dimeric 16S rRNA RNA construct B,,CHEMBL615150,U,0,,,,,BAO_0000019,22226,,38,,4567,B,,
Intermediate,,1,,,Dissociation constant towards 16S rRNA construct A,,CHEMBL615151,M,3,,,,,BAO_0000225,22222,,39,,3782,B,,
Intermediate,,1,,,Dissociation constant towards 16S rRNA construct B,,CHEMBL615152,M,3,,,,,BAO_0000225,22222,,40,,3782,B,,
Expert,,1,,,Binding affinity of aminoglycoside to 16S ribosomal RNA A-site in Escherichia coli,,CHEMBL615153,M,3,,,Escherichia coli,562.0,BAO_0000225,100263,,41,,4466,B,,
Expert,,1,,,Binding affinity for the 16S ribosomal RNA A-site of Escherichia coli,,CHEMBL615154,M,3,,,Escherichia coli,562.0,BAO_0000225,100263,,42,,6592,B,,
Autocuration,,1,,,Inhibitory activity against human placenta 17-beta-hydroxysteroid dehydrogenase type 2 (17-beta-HSD type 2),,CHEMBL615155,H,8,,,,,BAO_0000019,13053,,43,,898,B,,
Autocuration,,1,,,Inhibitory constant against human placenta 17-beta-hydroxysteroid dehydrogenase type 2 (17-beta-HSD type 2),,CHEMBL615156,H,8,,,,,BAO_0000019,13053,,44,,898,B,,
Autocuration,,1,,,The compound was tested at a concentration of 1 uM for inhibitory activity against 17 beta-hydroxysteroid dehydrogenase from human placental microsomes,,CHEMBL615157,H,8,,,Homo sapiens,9606.0,BAO_0000019,20001,,45,,13163,B,,
Autocuration,,1,,,The compound was tested at a concentration of 1 uM for inhibitory activity against 17 beta-hydroxysteroid dehydrogenase from human placental microsomes,,CHEMBL615158,H,8,,,Homo sapiens,9606.0,BAO_0000019,20001,,46,,13163,B,,
Expert,,1,,,"Inhibition of 17-alpha-hydroxylase/17,20 lyase from rat testes microsomal preparation",,CHEMBL615159,D,9,,,Rattus norvegicus,10116.0,BAO_0000019,12971,,47,,10691,B,,
Expert,,1,,,"Inhibition of 17-alpha-hydroxylase/17,20 lyase from rat testes microsomal preparation",,CHEMBL615172,D,9,,,Rattus norvegicus,10116.0,BAO_0000019,12971,,48,,10691,B,,
Expert,,1,,,"Percent inhibition of 17-alpha-hydroxylase/17,20 lyase of rat testes microsomes at 100 uM",,CHEMBL615173,D,9,,,Rattus norvegicus,10116.0,BAO_0000019,12971,,49,,10691,B,,
Expert,,1,,,"Percent inhibition of Steroid 17-alpha-hydroxylase/17,20 lyase of rat testes microsomes at 100 uM",,CHEMBL615174,D,9,,,Rattus norvegicus,10116.0,BAO_0000019,12971,,50,,10691,B,,
Autocuration,,1,,,Inhibitory activity against human placenta 17-beta-hydroxysteroid dehydrogenase type 2 (17-beta-HSD type 2),,CHEMBL884518,H,8,,,,,BAO_0000019,13053,,51,,898,B,,
Autocuration,,1,,,Compound was tested for the inhibition of 17-beta-hydroxysteroid dehydrogenase type 1(17-beta-HSD type 1),,CHEMBL615175,H,8,,,,,BAO_0000357,11512,,52,,912,B,,
Autocuration,,1,,,Compound was tested for the inhibition of 17-beta-hydroxysteroid dehydrogenase type 1(17-beta-HSD type 1) at 1 uM concentration,,CHEMBL615176,H,8,,,,,BAO_0000357,11512,,53,,912,B,,
Autocuration,,1,,,Compound was tested for the inhibition of 17-beta-hydroxysteroid dehydrogenase type 1(17-beta-HSD type 1) at 10 uM concentration,,CHEMBL615177,H,8,,,,,BAO_0000357,11512,,54,,912,B,,
Autocuration,,1,,,Selectivity ratio of binding affinity towards mu to delta receptors of rat brain membranes,Membranes,CHEMBL615178,D,5,,,Rattus norvegicus,10116.0,BAO_0000249,104740,,55,,15103,B,,
Intermediate,,1,1A9,,Cytotoxicity against ovarian cancer cell line (1A-9) of humans was determined,,CHEMBL615179,N,1,,506.0,Homo sapiens,9606.0,BAO_0000219,80002,,56,,5116,F,,
Autocuration,,1,Oocytes,,Functional antagonism by electrical assays in Xenopus oocytes expressing 1A/2A NMDA receptor subtype,,CHEMBL615180,D,7,,,Rattus norvegicus,10116.0,BAO_0000219,104835,,57,,14578,F,,
Autocuration,,1,Oocytes,,Functional antagonism by electrical assays in Xenopus oocytes expressing the 1A/2B NMDA receptor,,CHEMBL615181,D,7,,,Rattus norvegicus,10116.0,BAO_0000219,104821,,58,,14578,F,,
Autocuration,,1,Oocytes,,Functional antagonism by electrical assays in Xenopus oocytes expressing the 1A/2C NMDA receptor,,CHEMBL615182,D,7,,,Rattus norvegicus,10116.0,BAO_0000219,104848,,59,,14578,F,,
Expert,,1,1A9,,In vitro effective concentration required to reduce the number of human ovarian cancer (1A9) after 3-day incubation,,CHEMBL615183,N,1,,506.0,Homo sapiens,9606.0,BAO_0000219,80002,,60,,4787,F,,
Intermediate,,1,1A9,,In vitro effective concentration required to reduce the number of human ovarian cancer cells (1A9) after 3-day incubation,,CHEMBL615184,N,1,,506.0,Homo sapiens,9606.0,BAO_0000219,80002,,61,,4787,F,,
Intermediate,,1,1A9,,Cytotoxic activity against human ovarian cancer (1A9) cell line,,CHEMBL615185,N,1,,506.0,Homo sapiens,9606.0,BAO_0000219,80002,,62,,3547,F,,
Intermediate,,1,1A9,,Cytotoxic activity against human ovarian cancer (1A9) cell line; ND=Not determined,,CHEMBL615186,N,1,,506.0,Homo sapiens,9606.0,BAO_0000219,80002,,63,,3547,F,,
Intermediate,,1,1A9,,Effective dose of compound against replication of 1A9 cell line was evaluated,,CHEMBL615187,N,1,,506.0,Homo sapiens,9606.0,BAO_0000219,80002,,64,,6726,F,,
Expert,,1,1A9,,In vitro cytotoxic activity was determined against ovarian cancer (1A9) cell line,,CHEMBL885343,N,1,,506.0,Homo sapiens,9606.0,BAO_0000219,80002,,65,,3455,F,,
Intermediate,,1,1A9,,In vitro cytotoxicity evaluated against human ovarian cancer (1A9 cell line),,CHEMBL615188,N,1,,506.0,Homo sapiens,9606.0,BAO_0000219,80002,,66,,5726,F,,
Intermediate,,1,1A9,,In vitro cytotoxicity evaluated against human ovarian cancer (1A9 cell line); NA is not active,,CHEMBL615189,N,1,,506.0,Homo sapiens,9606.0,BAO_0000219,80002,,67,,5726,F,,
Intermediate,,1,1A9,,In vitro percent inhibition evaluated against human ovarian cancer (1A9 cell line) at >20 ug/mL,,CHEMBL615190,N,1,,506.0,Homo sapiens,9606.0,BAO_0000219,80002,,68,,5726,F,,
Intermediate,,1,1A9,,Inhibitory activity against Taxol resistant 1A9 cell lines,,CHEMBL615191,N,1,,506.0,Homo sapiens,9606.0,BAO_0000219,80002,,69,,3395,F,,
Expert,,1,1A9,,Cytotoxicity against human ovarian cancer (1A9) cell lines.,,CHEMBL615192,N,1,,506.0,Homo sapiens,9606.0,BAO_0000219,80002,,70,,3415,F,,
Expert,,1,1A9,,Percentage inhibition of human ovarian cancer (1A9) cell lines.,,CHEMBL827083,N,1,,506.0,Homo sapiens,9606.0,BAO_0000219,80002,,71,,3415,F,,
Expert,,1,1A9,,Effective dose required for inhibitory activity against 1A9 human tumor cell line.,,CHEMBL615193,N,1,,506.0,Homo sapiens,9606.0,BAO_0000219,80002,,72,,17099,F,,
Intermediate,,1,1A9,,Percent inhibition against 1A9 human tumor cell line at 0.10 ug/mL,,CHEMBL615194,N,1,,506.0,Homo sapiens,9606.0,BAO_0000219,80002,,73,,17099,F,,
Intermediate,,1,1A9,,Percent inhibition against 1A9 human tumor cell line at <0.00008 ug/mL,,CHEMBL615195,N,1,,506.0,Homo sapiens,9606.0,BAO_0000219,80002,,74,,17099,F,,
Intermediate,,1,1A9,,Percent inhibition against 1A9 human tumor cell line at >10 ug/mL,,CHEMBL615196,N,1,,506.0,Homo sapiens,9606.0,BAO_0000219,80002,,75,,17099,F,,
Intermediate,,1,Jurkat,,Inhibitory concentration against Jurkat cells,,CHEMBL615197,N,1,,503.0,Homo sapiens,9606.0,BAO_0000219,81072,,76,,17721,F,,
Intermediate,,1,,,In vitro anticancer activity against 2 NCI SCLC cell lines; inactive,,CHEMBL615198,U,0,,,,,BAO_0000019,22226,,77,,1229,F,,
Expert,,1,,,Inhibition of cytochrome P450 progesterone 2-alpha-hydroxylase,,CHEMBL615199,D,9,,,Rattus norvegicus,10116.0,BAO_0000357,100121,,78,,11347,A,,
Expert,,1,,,"In vitro inhibition of human 2,3-oxidosqualene cyclase.",,CHEMBL615200,H,8,,,,,BAO_0000357,11231,,79,,17117,B,,
Expert,,1,,,"In vitro inhibition of human 2,3-oxidosqualene cyclase.",,CHEMBL615201,H,8,,,,,BAO_0000357,11231,,80,,17117,B,,
Expert,,1,,,"In vitro inhibition of human 2,3-oxidosqualene cyclase at 100 nM.",,CHEMBL615202,H,8,,,,,BAO_0000357,11231,,81,,17117,B,,
Autocuration,,1,,,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene cyclase in Candida albicans microsomes",Microsomes,CHEMBL615203,H,8,,,Candida albicans,5476.0,BAO_0000251,11231,,82,,11375,B,,
Autocuration,,1,,,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in Candida albicans microsomes",Microsomes,CHEMBL615204,H,8,,,Candida albicans,5476.0,BAO_0000251,11231,,83,,11375,B,,
Autocuration,,1,,,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene cyclase in Saccharomyces cerevisiae microsomes",Microsomes,CHEMBL615205,H,8,,,Saccharomyces cerevisiae,4932.0,BAO_0000251,11231,,84,,11375,B,,
Autocuration,,1,,,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in Saccharomyces cerevisiae microsomes",Microsomes,CHEMBL615206,H,8,,,Saccharomyces cerevisiae,4932.0,BAO_0000251,11231,,85,,11375,B,,
Autocuration,,1,,,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in pig liver microsomes",Microsomes,CHEMBL615207,H,8,,,Sus scrofa,9823.0,BAO_0000251,12083,,86,Liver,11375,B,,2107.0
Autocuration,,1,,,"Concentration required to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase",,CHEMBL827084,H,8,,,Rattus norvegicus,10116.0,BAO_0000019,11231,,87,,791,B,,
Autocuration,,1,,,"Concentration required to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase (OSC)",,CHEMBL615208,H,8,,,Rattus norvegicus,10116.0,BAO_0000019,11231,,88,,791,B,,
Autocuration,,1,,,"Evaluated for its activity to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase, activity expressed as Ki",,CHEMBL615209,H,8,,,Rattus norvegicus,10116.0,BAO_0000019,11231,,89,,791,B,,
Autocuration,,1,,,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene cyclase in rat liver microsomes",Microsomes,CHEMBL615210,D,9,,,Rattus norvegicus,10116.0,BAO_0000251,12083,,90,Liver,11375,B,,2107.0
Autocuration,,1,,,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in rat liver microsomes",Microsomes,CHEMBL615211,D,9,,,Rattus norvegicus,10116.0,BAO_0000251,12083,,91,Liver,11375,B,,2107.0
Autocuration,,1,,,"Compound was evaluated for inhibitory activity against 2,3-oxidosqualene-lanosterol cyclase in rat liver microsomes",Microsomes,CHEMBL615212,D,9,,,Rattus norvegicus,10116.0,BAO_0000251,12083,,92,Liver,153,B,,2107.0
Expert,,1,,,Molar concentration needed to give 50% prevention of 2-5A (Adenosine dependent endoribonuclease),,CHEMBL615213,H,8,,,,,BAO_0000357,11377,,93,,8269,B,,
Expert,,1,,,Molar concentration required to displace 50% of the radiolabeled probe from 2-5A (Adenosine dependent endoribonuclease) in endonuclease-nitrocellulose complex,,CHEMBL615273,H,8,,,,,BAO_0000357,11377,,94,,8269,B,,
Expert,,1,HepG2,,In vitro cytotoxic concentration required to inhibit hepatitisB virus (HBV) replication in 2.2.15 cell line,,CHEMBL615274,N,1,,726.0,Homo sapiens,9606.0,BAO_0000219,81020,,95,,17653,F,,
Intermediate,,1,HepG2,,50% Effective concentration of compound required for inhibiting intracellular viral replicative intermediate DNA in HBV-transfected 2.2.15 cell line.,,CHEMBL615275,N,1,,726.0,Homo sapiens,9606.0,BAO_0000219,81020,,96,,14277,F,,
Intermediate,,1,HepG2,,Antiviral activity against Hepatitis B virus in 2.2.15 cell line,,CHEMBL615276,N,1,,726.0,Homo sapiens,9606.0,BAO_0000219,81020,,97,,1717,F,,
Intermediate,,1,HepG2,,In vitro effective concentration against hepatitis B virus was determined in 2.2.15 cells,,CHEMBL615277,N,1,,726.0,Homo sapiens,9606.0,BAO_0000219,81020,,98,,14091,F,,
Intermediate,,1,HepG2,,In vitro effective concentration against hepatitis B virus was determined in 2.2.15 cells; Not determined,,CHEMBL615326,N,1,,726.0,Homo sapiens,9606.0,BAO_0000219,81020,,99,,14091,F,,
Expert,,1,,,In vitro effective concentration required to inhibit hepatitisB virus (HBV) replication in 2.2.15 cell line,,CHEMBL883130,N,1,,,Hepatitis B virus,10407.0,BAO_0000218,50606,,100,,17653,F,,
Intermediate,,1,HepG2,,Ability to inhibit the episomal HBV-DNA in 2.2.15 cells.,,CHEMBL884519,N,1,,726.0,Homo sapiens,9606.0,BAO_0000219,81020,,101,,13105,F,,
Intermediate,,1,HepG2,,Concentration required to inhibit 50% of 2.2.15 cell line,,CHEMBL615327,N,1,,726.0,Homo sapiens,9606.0,BAO_0000219,81020,,102,,1717,F,,
Intermediate,,1,HepG2,,Anti viral activity against 2.2.15 cells (concentration required to reduce the log phase cell growth by 50%).,,CHEMBL615328,N,1,,726.0,Homo sapiens,9606.0,BAO_0000219,81020,,103,,13105,A,,
Intermediate,,1,2.2.15,,Cytotoxic activity of compound against uninfected 2.2.15 cells.,,CHEMBL615329,N,1,,,Homo sapiens,9606.0,BAO_0000218,50587,,104,,13600,F,,
Intermediate,,1,2.2.15,,Anti hepatitis-B virus activity was evaluated in 2.2.15 cells.,,CHEMBL615330,N,1,,,Homo sapiens,9606.0,BAO_0000218,50587,,105,,13467,F,,
Expert,,1,2.2.15,,"Inhibition of the replication of HBV in 2.2.15 cells, by DNA hybridization assay",,CHEMBL615331,N,1,,,Hepatitis B virus,10407.0,BAO_0000218,50606,,106,,17477,F,,
Intermediate,,1,2.2.15,,In vitro anti-HBV activity in 2.2.15 cells,,CHEMBL615332,N,1,,,Homo sapiens,9606.0,BAO_0000218,50587,,107,,1593,F,,
Intermediate,,1,2.2.15,,In vitro anti-HBV activity in 2.2.15 cells; Not determined,,CHEMBL615333,N,1,,,Homo sapiens,9606.0,BAO_0000218,50587,,108,,1593,F,,
Intermediate,,1,2.2.15,,The compound was tested in vitro for the anti-HBV activity against 2.2.15 cells,,CHEMBL615334,N,1,,,Homo sapiens,9606.0,BAO_0000218,50587,,109,,15089,F,,
Intermediate,,1,2.2.15,,The compound was tested in vitro for the anti-HBV activity in 2.2.15 cells,,CHEMBL615335,N,1,,,Homo sapiens,9606.0,BAO_0000218,50587,,110,,15089,F,,
Intermediate,,1,2.2.15,,Cytotoxicity in 2.2.15 cells,,CHEMBL615336,N,1,,,Homo sapiens,9606.0,BAO_0000218,50587,,111,,1593,F,,
Intermediate,,1,2.2.15,,Cytotoxicity in 2.2.15 cells; Not determined,,CHEMBL615337,N,1,,,Homo sapiens,9606.0,BAO_0000218,50587,,112,,1593,F,,
Intermediate,,1,2.2.15,,Inhibitory activity of compound against hepatitis B virus (HBV) in growing cultures of 2.2.15 cells,,CHEMBL615338,N,1,,,Homo sapiens,9606.0,BAO_0000218,50587,,113,,13600,F,,
Intermediate,,1,2.2.15,,The growth inhibition activity for the compound was evaluated in 2.2.15 cells.,,CHEMBL615339,N,1,,,Homo sapiens,9606.0,BAO_0000218,50587,,114,,13467,F,,
Intermediate,,1,2.2.15,,Selectivity index was determined from the ratio of IC50 to the EC50 values evaluated in 2.2.15 cells.,,CHEMBL615340,N,1,,,Homo sapiens,9606.0,BAO_0000218,50587,,115,,13467,F,,
Intermediate,,1,HepG2,,Antiviral activity against HBV was determined in 2.215 cell line,,CHEMBL615341,N,1,,726.0,Homo sapiens,9606.0,BAO_0000219,81020,,116,,14764,F,,
Autocuration,,1,,,Inhibition of 20-HETE synthesis in human renal microsomes,Microsomes,CHEMBL615342,U,0,,,Homo sapiens,9606.0,BAO_0000251,22226,,117,,6531,B,,
Autocuration,,1,,,Inhibitory activity against 20-HETE production from arachidonic acid using human renal microsome 20-HETE synthase.,,CHEMBL615343,U,0,,,,,BAO_0000019,22226,,118,,17322,B,,
Intermediate,,1,2008,,Inhibitory concentration against 2008 (ovarian) cells,,CHEMBL615344,N,1,,388.0,Homo sapiens,9606.0,BAO_0000219,80612,,119,,17072,F,,
Intermediate,,1,2008,,50% Growth inhibitory concentration( GI 50 ) by using 2008 human ovarian carcinoma cell lines.,,CHEMBL615345,N,1,,388.0,Homo sapiens,9606.0,BAO_0000219,80612,,120,,16936,F,,
Intermediate,,1,2008,,Compound was tested for 50% growth inhibitory concentration by using human ovarian carcinoma cell lines (2008),,CHEMBL615346,N,1,,388.0,Homo sapiens,9606.0,BAO_0000219,80612,,121,,16936,F,,
Intermediate,,1,2008,,Direct cytotoxicity against the selected tumor cell line 2008 was determined especially on ovarian adenocarcinoma derived cells,,CHEMBL615347,N,1,,388.0,Homo sapiens,9606.0,BAO_0000219,80612,,122,,17146,F,,
Intermediate,,1,2008,,Direct cytotoxicity against the selected tumor cell line 2008 was determined especially on ovarian adenocarcinoma derived cells; not detected,,CHEMBL615348,N,1,,388.0,Homo sapiens,9606.0,BAO_0000219,80612,,123,,17146,F,,
Intermediate,,1,2008/R,,In vitro inhibition of 2008/R ovarian cancer cell line,,CHEMBL827085,N,1,,561.0,Homo sapiens,9606.0,BAO_0000219,80613,,124,,10797,F,,
Intermediate,,1,2008/R,,In vitro inhibition of 2008/R ovarian cancer cell line; NA= Not achievable,,CHEMBL615349,N,1,,561.0,Homo sapiens,9606.0,BAO_0000219,80613,,125,,10797,F,,
Intermediate,,1,2008/S,,In vitro inhibition of 2008/S ovarian cancer cell line,,CHEMBL615350,N,1,,389.0,Homo sapiens,9606.0,BAO_0000219,80614,,126,,10797,F,,
Intermediate,,1,2008/S,,In vitro inhibition of 2008/S ovarian cancer cell line; NA= Not achievable,,CHEMBL615351,N,1,,389.0,Homo sapiens,9606.0,BAO_0000219,80614,,127,,10797,F,,
Expert,,1,,,Tested in vitro for inhibition of chymotrypsin like activity of purified human 20S proteasome,,CHEMBL615352,S,2,,,Homo sapiens,9606.0,BAO_0000220,100256,,128,,4823,B,,
Intermediate,,1,,,Compound was evaluated for inhibitory activity against 20S proteasome from human liver and brain,,CHEMBL615353,S,2,,,Homo sapiens,9606.0,BAO_0000220,100256,,129,,12912,B,,
Expert,,1,,,Inhibition of chymotrypsin-like activity of 20S proteasome,,CHEMBL615354,S,2,,,,,BAO_0000220,100256,,130,,2957,B,,
Expert,,1,,,Inhibition of chymotrypsin-like activity of 20S proteasome; value ranges from 10-20 uM,,CHEMBL615355,S,2,,,,,BAO_0000220,100256,,131,,2957,B,,
Intermediate,,1,,,Inhibitory activity against 20S proteosome,,CHEMBL615356,S,2,,,,,BAO_0000220,100256,,132,,3260,B,,
Autocuration,,1,,,Compound was tested for inhibitory activity against tryptase,,CHEMBL615357,U,0,,,Homo sapiens,9606.0,BAO_0000019,22226,,133,,3451,B,,
Intermediate,,1,HepG2,,Concentration required to inhibit 50% of extracellular circular replication of HBV DNA using 2215 cell line,,CHEMBL615358,N,1,,726.0,Homo sapiens,9606.0,BAO_0000219,81020,,134,,13885,F,,
Intermediate,,1,HepG2,,Concentration required to inhibit 50% of intracellular circular replication of HBV DNA using 2215 cell line,,CHEMBL827086,N,1,,726.0,Homo sapiens,9606.0,BAO_0000219,81020,,135,,13885,F,,
Autocuration,,1,,,Compound was tested for the inhibition of Alpha-glucosidase,,CHEMBL615359,U,0,,,,,BAO_0000019,22226,,136,,3676,B,,
Autocuration,,1,,,Inhibitory concentration against human neutrophil elastase (HNE),,CHEMBL615360,H,8,,,,,BAO_0000357,235,,137,,6043,B,,
Autocuration,,1,,,Change in heart rate was expressed in percent at at a dose 0.002 mg/kg iv in anesthetized rat,,CHEMBL615361,U,0,,,Rattus norvegicus,10116.0,BAO_0000218,22226,,138,Heart,11140,F,,948.0
