FiYe,SeN,IndiIs,ChiIs,CounRegPe,FuCenN,ProgProc,TrDev,Biodi,SecN,Sta,OrganiID,FCeID,UntAmoPrBud,BraID,CouRegID,YouIss,GenEqu,OrgS,CouRegN,FSTCPe,OrganiNa,OrganTy,BrNa,ClimChaMiti,Deserti,PartiDeveAGoGove,UrbIss,DisIss,ICTAAToFoDevelo,KnowlFoDev,OrganCl,ContiID,ContN,ProBrCounID,SecID,SePerc,AmoSp
2009/2010,Material relief assistance and services,0,0,0.3,MHO Non Food - CORE,Uncoded: Pre-APP,0,0,MHO Huma Organization & Food Assistance,Terminating,1014663,5311,3000000.0,B5100,X3,0,1,INTERNATIONAL NGO,Asia MC,0.0,ICRC Appeals via CRCS,Canadian Non-Profit Making,MFM Global Issues and Development,0,0,0,0,0,0,0,Civil Society,3,Asia,X3,72010,1.0,900000.0
2009/2010,Material relief assistance and services,0,0,0.05,MHO Non Food - CORE,Uncoded: Pre-APP,0,0,MHO Huma Organization & Food Assistance,Terminating,1014663,5311,3000000.0,B5100,X4,0,1,INTERNATIONAL NGO,Europe MC,0.0,ICRC Appeals via CRCS,Canadian Non-Profit Making,MFM Global Issues and Development,0,0,0,0,0,0,0,Civil Society,5,Europe,X4,72010,1.0,150000.0
2009/2010,Material relief assistance and services,0,0,0.5,MHO Non Food - CORE,Uncoded: Pre-APP,0,0,MHO Huma Organization & Food Assistance,Terminating,1014663,5311,3000000.0,B5100,X1,0,1,INTERNATIONAL NGO,Africa MC,0.0,ICRC Appeals via CRCS,Canadian Non-Profit Making,MFM Global Issues and Development,0,0,0,0,0,0,0,Civil Society,2,Africa,X1,72010,1.0,1500000.0
2009/2010,Material relief assistance and services,0,0,0.15,MHO Non Food - CORE,Uncoded: Pre-APP,0,0,MHO Huma Organization & Food Assistance,Terminating,1014663,5311,3000000.0,B5100,X2,0,1,INTERNATIONAL NGO,Americas MC,0.0,ICRC Appeals via CRCS,Canadian Non-Profit Making,MFM Global Issues and Development,0,0,0,0,0,0,0,Civil Society,1,America,X2,72010,1.0,450000.0
2009/2010,Material relief assistance and services,0,0,0.3,MHO Non Food - CORE,Uncoded: Pre-APP,0,0,MHO Huma Organization & Food Assistance,Terminating,1014663,5311,3000000.0,B5100,X3,0,1,INTERNATIONAL NGO,Asia MC,0.0,ICRC Appeals via CRCS,Canadian Non-Profit Making,MFM Global Issues and Development,0,0,0,0,0,0,0,Civil Society,3,Asia,X3,72010,1.0,900000.0
2009/2010,Material relief assistance and services,0,0,0.05,MHO Non Food - CORE,Uncoded: Pre-APP,0,0,MHO Huma Organization & Food Assistance,Terminating,1014663,5311,3000000.0,B5100,X4,0,1,INTERNATIONAL NGO,Europe MC,0.0,ICRC Appeals via CRCS,Canadian Non-Profit Making,MFM Global Issues and Development,0,0,0,0,0,0,0,Civil Society,5,Europe,X4,72010,1.0,150000.0
2009/2010,Material relief assistance and services,0,0,1.0,MHI Non-Food INIT,Uncoded: Pre-APP,0,0,MHI International Humanitarian Assis ops,Closed,1015332,5303,500000.0,B5100,LK,0,0,NGO,Sri Lanka,0.0,Mines Advisory Group,Foreign Non-Profit Making,MFM Global Issues and Development,0,0,0,0,0,0,0,Civil Society,3,Asia,LK,72010,1.0,500000.0
2009/2010,Material relief assistance and services,0,0,1.0,MHI Non-Food INIT,Uncoded: Pre-APP,0,0,MHI International Humanitarian Assis ops,Closed,1015331,5303,500000.0,B5100,LK,0,0,NGO,Sri Lanka,0.0,The Halo Trust,Foreign Non-Profit Making,MFM Global Issues and Development,0,0,0,0,0,0,0,Civil Society,3,Asia,LK,72010,1.0,500000.0
2009/2010,Relief co-ordination; protection and support services,0,0,0.5,MHO Inst Strengtherning,Uncoded: Pre-APP,0,0,MHO Huma Organization & Food Assistance,Closed,1002035,5230,600000.0,B5100,X1,0,0,NGO,Africa MC,0.0,International Crisis Group,Foreign Non-Profit Making,MFM Global Issues and Development,0,0,1,0,0,0,1,Civil Society,2,Africa,X1,72050,1.0,150000.0
2009/2010,Relief co-ordination; protection and support services,0,0,0.1,MHO Inst Strengtherning,Uncoded: Pre-APP,0,0,MHO Huma Organization & Food Assistance,Closed,1002035,5230,600000.0,B5100,X2,0,0,NGO,Americas MC,0.0,International Crisis Group,Foreign Non-Profit Making,MFM Global Issues and Development,0,0,1,0,0,0,1,Civil Society,1,America,X2,72050,1.0,30000.0
2009/2010,Relief co-ordination; protection and support services,0,0,0.3,MHO Inst Strengtherning,Uncoded: Pre-APP,0,0,MHO Huma Organization & Food Assistance,Closed,1002035,5230,600000.0,B5100,X3,0,0,NGO,Asia MC,0.0,International Crisis Group,Foreign Non-Profit Making,MFM Global Issues and Development,0,0,1,0,0,0,1,Civil Society,3,Asia,X3,72050,1.0,90000.0
2009/2010,Relief co-ordination; protection and support services,0,0,0.1,MHO Inst Strengtherning,Uncoded: Pre-APP,0,0,MHO Huma Organization & Food Assistance,Closed,1002035,5230,600000.0,B5100,X4,0,0,NGO,Europe MC,0.0,International Crisis Group,Foreign Non-Profit Making,MFM Global Issues and Development,0,0,1,0,0,0,1,Civil Society,5,Europe,X4,72050,1.0,30000.0
2009/2010,Emergency food aid,0,0,1.0,MHI Food INIT,Uncoded: Pre-APP,0,0,MHI International Humanitarian Assis ops,Closed,1001721,5309,1800000.0,B5100,YE,0,0,UNITED NATIONS,Yemen,0.0,WFP - World Food Programme,Foreign Non-Profit Making,MFM Global Issues and Development,0,0,0,0,0,0,0,Multilateral,3,Asia,YE,72040,1.0,500000.0
2009/2010,Emergency food aid,0,0,1.0,MHI Food INIT,Uncoded: Pre-APP,0,0,MHI International Humanitarian Assis ops,Closed,1001721,5309,3000000.0,B5100,CO,0,0,UNITED NATIONS,Colombia,0.0,WFP - World Food Programme,Foreign Non-Profit Making,MFM Global Issues and Development,0,0,0,0,0,0,0,Multilateral,1,America,CO,72040,1.0,1500000.0
2009/2010,Emergency food aid,0,0,1.0,MHI Food INIT,Uncoded: Pre-APP,0,0,MHI International Humanitarian Assis ops,Closed,1001721,5309,6500000.0,B5100,TD,0,1,UNITED NATIONS,Chad,0.0,WFP - World Food Programme,Foreign Non-Profit Making,MFM Global Issues and Development,0,0,0,0,0,0,0,Multilateral,2,Africa,TD,72040,1.0,6500000.0
2009/2010,Emergency food aid,0,0,1.0,MHI Food INIT,Uncoded: Pre-APP,0,0,MHI International Humanitarian Assis ops,Closed,1001721,5309,22450000.0,B5100,SD,0,0,UNITED NATIONS,Sudan,0.0,WFP - World Food Programme,Foreign Non-Profit Making,MFM Global Issues and Development,0,0,0,0,0,0,0,Multilateral,2,Africa,SD,72040,1.0,3950000.0
2009/2010,Material relief assistance and services,0,0,0.45,MHO Non Food - CORE,Uncoded: Pre-APP,0,0,MHO Huma Organization & Food Assistance,Closed,1001730,5311,14000000.0,B5100,X1,0,1,UNITED NATIONS,Africa MC,0.0,UNHCR - United Nations High Commissioner for Refugees,Foreign Non-Profit Making,MFM Global Issues and Development,0,0,0,0,0,0,0,Multilateral,2,Africa,X1,72010,1.0,6300000.0
2009/2010,Material relief assistance and services,0,0,0.05,MHO Non Food - CORE,Uncoded: Pre-APP,0,0,MHO Huma Organization & Food Assistance,Closed,1001730,5311,14000000.0,B5100,X2,0,1,UNITED NATIONS,Americas MC,0.0,UNHCR - United Nations High Commissioner for Refugees,Foreign Non-Profit Making,MFM Global Issues and Development,0,0,0,0,0,0,0,Multilateral,1,America,X2,72010,1.0,700000.0
2009/2010,Material relief assistance and services,0,0,0.45,MHO Non Food - CORE,Uncoded: Pre-APP,0,0,MHO Huma Organization & Food Assistance,Closed,1001730,5311,14000000.0,B5100,X3,0,1,UNITED NATIONS,Asia MC,0.0,UNHCR - United Nations High Commissioner for Refugees,Foreign Non-Profit Making,MFM Global Issues and Development,0,0,0,0,0,0,0,Multilateral,3,Asia,X3,72010,1.0,6300000.0
2009/2010,Material relief assistance and services,0,0,0.05,MHO Non Food - CORE,Uncoded: Pre-APP,0,0,MHO Huma Organization & Food Assistance,Closed,1001730,5311,14000000.0,B5100,X4,0,1,UNITED NATIONS,Europe MC,0.0,UNHCR - United Nations High Commissioner for Refugees,Foreign Non-Profit Making,MFM Global Issues and Development,0,0,0,0,0,0,0,Multilateral,5,Europe,X4,72010,1.0,700000.0
2009/2010,Material relief assistance and services,0,0,1.0,MHI Non-Food INIT,Uncoded: Pre-APP,0,0,MHI International Humanitarian Assis ops,Closed,1014663,5303,500000.0,B5100,X3,0,0,INTERNATIONAL NGO,Asia MC,0.0,ICRC Appeals via CRCS,Canadian Non-Profit Making,MFM Global Issues and Development,0,0,0,0,0,0,0,Civil Society,3,Asia,X3,72010,1.0,500000.0
2009/2010,Relief co-ordination; protection and support services,0,0,0.5,MHI Non-Food INIT,Uncoded: Pre-APP,0,0,MHI International Humanitarian Assis ops,Closed,1003586,5303,2700000.0,B5100,X1,0,0,UNITED NATIONS,Africa MC,0.0,OCHA - Office for the Coordination of Humanitarian Affairs,Foreign Non-Profit Making,MFM Global Issues and Development,0,0,0,0,0,0,0,Multilateral,2,Africa,X1,72050,1.0,1350000.0
2009/2010,Relief co-ordination; protection and support services,0,0,0.15,MHI Non-Food INIT,Uncoded: Pre-APP,0,0,MHI International Humanitarian Assis ops,Closed,1003586,5303,2700000.0,B5100,X2,0,0,UNITED NATIONS,Americas MC,0.0,OCHA - Office for the Coordination of Humanitarian Affairs,Foreign Non-Profit Making,MFM Global Issues and Development,0,0,0,0,0,0,0,Multilateral,1,America,X2,72050,1.0,405000.0
2009/2010,Relief co-ordination; protection and support services,0,0,0.3,MHI Non-Food INIT,Uncoded: Pre-APP,0,0,MHI International Humanitarian Assis ops,Closed,1003586,5303,2700000.0,B5100,X3,0,0,UNITED NATIONS,Asia MC,0.0,OCHA - Office for the Coordination of Humanitarian Affairs,Foreign Non-Profit Making,MFM Global Issues and Development,0,0,0,0,0,0,0,Multilateral,3,Asia,X3,72050,1.0,810000.0
2009/2010,Relief co-ordination; protection and support services,0,0,0.05,MHI Non-Food INIT,Uncoded: Pre-APP,0,0,MHI International Humanitarian Assis ops,Closed,1003586,5303,2700000.0,B5100,X4,0,0,UNITED NATIONS,Europe MC,0.0,OCHA - Office for the Coordination of Humanitarian Affairs,Foreign Non-Profit Making,MFM Global Issues and Development,0,0,0,0,0,0,0,Multilateral,5,Europe,X4,72050,1.0,135000.0
2009/2010,Agricultural policy and administrative management,0,0,0.0065,*World Bank Group,Uncoded: Pre-APP,1,0,*Bretton Woods Inst Fin Prog,Operational,1001306,5461,30000000.0,B5100,AF,0,1,IFI,Afghanistan,0.1,World Bank,Foreign Non-Profit Making,MFM Global Issues and Development,0,0,0,0,0,0,0,Multilateral,3,Asia,AF,31110,0.2,39000.0
2009/2010,Agricultural development,0,0,0.0065,*World Bank Group,Uncoded: Pre-APP,1,0,*Bretton Woods Inst Fin Prog,Operational,1001306,5461,30000000.0,B5100,AF,0,1,IFI,Afghanistan,0.1,World Bank,Foreign Non-Profit Making,MFM Global Issues and Development,0,0,0,0,0,0,0,Multilateral,3,Asia,AF,31120,0.2,39000.0
2009/2010,Agricultural inputs,0,0,0.0065,*World Bank Group,Uncoded: Pre-APP,1,0,*Bretton Woods Inst Fin Prog,Operational,1001306,5461,30000000.0,B5100,AF,0,1,IFI,Afghanistan,0.1,World Bank,Foreign Non-Profit Making,MFM Global Issues and Development,0,0,0,0,0,0,0,Multilateral,3,Asia,AF,31150,0.1,19500.0
2009/2010,Food crop production,0,0,0.0065,*World Bank Group,Uncoded: Pre-APP,1,0,*Bretton Woods Inst Fin Prog,Operational,1001306,5461,30000000.0,B5100,AF,0,1,IFI,Afghanistan,0.1,World Bank,Foreign Non-Profit Making,MFM Global Issues and Development,0,0,0,0,0,0,0,Multilateral,3,Asia,AF,31161,0.1,19500.0
2009/2010,Agricultural extension,0,0,0.0065,*World Bank Group,Uncoded: Pre-APP,1,0,*Bretton Woods Inst Fin Prog,Operational,1001306,5461,30000000.0,B5100,AF,0,1,IFI,Afghanistan,0.1,World Bank,Foreign Non-Profit Making,MFM Global Issues and Development,0,0,0,0,0,0,0,Multilateral,3,Asia,AF,31166,0.1,19500.0
2009/2010,Agricultural research,0,0,0.0065,*World Bank Group,Uncoded: Pre-APP,1,0,*Bretton Woods Inst Fin Prog,Operational,1001306,5461,30000000.0,B5100,AF,0,1,IFI,Afghanistan,0.1,World Bank,Foreign Non-Profit Making,MFM Global Issues and Development,0,0,0,0,0,0,0,Multilateral,3,Asia,AF,31182,0.1,19500.0
2009/2010,Agricultural services,0,0,0.0065,*World Bank Group,Uncoded: Pre-APP,1,0,*Bretton Woods Inst Fin Prog,Operational,1001306,5461,30000000.0,B5100,AF,0,1,IFI,Afghanistan,0.1,World Bank,Foreign Non-Profit Making,MFM Global Issues and Development,0,0,0,0,0,0,0,Multilateral,3,Asia,AF,31191,0.1,19500.0
2009/2010,Agricultural financial services,0,0,0.0065,*World Bank Group,Uncoded: Pre-APP,1,0,*Bretton Woods Inst Fin Prog,Operational,1001306,5461,30000000.0,B5100,AF,0,1,IFI,Afghanistan,0.1,World Bank,Foreign Non-Profit Making,MFM Global Issues and Development,0,0,0,0,0,0,0,Multilateral,3,Asia,AF,31193,0.1,19500.0
2009/2010,Agricultural policy and administrative management,0,0,0.105,*World Bank Group,Uncoded: Pre-APP,1,0,*Bretton Woods Inst Fin Prog,Operational,1001306,5461,30000000.0,B5100,BD,0,1,IFI,Bangladesh,0.1,World Bank,Foreign Non-Profit Making,MFM Global Issues and Development,0,0,0,0,0,0,0,Multilateral,3,Asia,BD,31110,0.2,630000.0
2009/2010,Agricultural development,0,0,0.105,*World Bank Group,Uncoded: Pre-APP,1,0,*Bretton Woods Inst Fin Prog,Operational,1001306,5461,30000000.0,B5100,BD,0,1,IFI,Bangladesh,0.1,World Bank,Foreign Non-Profit Making,MFM Global Issues and Development,0,0,0,0,0,0,0,Multilateral,3,Asia,BD,31120,0.2,630000.0
2009/2010,Agricultural inputs,0,0,0.105,*World Bank Group,Uncoded: Pre-APP,1,0,*Bretton Woods Inst Fin Prog,Operational,1001306,5461,30000000.0,B5100,BD,0,1,IFI,Bangladesh,0.1,World Bank,Foreign Non-Profit Making,MFM Global Issues and Development,0,0,0,0,0,0,0,Multilateral,3,Asia,BD,31150,0.1,315000.0
2009/2010,Food crop production,0,0,0.105,*World Bank Group,Uncoded: Pre-APP,1,0,*Bretton Woods Inst Fin Prog,Operational,1001306,5461,30000000.0,B5100,BD,0,1,IFI,Bangladesh,0.1,World Bank,Foreign Non-Profit Making,MFM Global Issues and Development,0,0,0,0,0,0,0,Multilateral,3,Asia,BD,31161,0.1,315000.0
2009/2010,Agricultural extension,0,0,0.105,*World Bank Group,Uncoded: Pre-APP,1,0,*Bretton Woods Inst Fin Prog,Operational,1001306,5461,30000000.0,B5100,BD,0,1,IFI,Bangladesh,0.1,World Bank,Foreign Non-Profit Making,MFM Global Issues and Development,0,0,0,0,0,0,0,Multilateral,3,Asia,BD,31166,0.1,315000.0
2009/2010,Agricultural research,0,0,0.105,*World Bank Group,Uncoded: Pre-APP,1,0,*Bretton Woods Inst Fin Prog,Operational,1001306,5461,30000000.0,B5100,BD,0,1,IFI,Bangladesh,0.1,World Bank,Foreign Non-Profit Making,MFM Global Issues and Development,0,0,0,0,0,0,0,Multilateral,3,Asia,BD,31182,0.1,315000.0
2009/2010,Agricultural services,0,0,0.105,*World Bank Group,Uncoded: Pre-APP,1,0,*Bretton Woods Inst Fin Prog,Operational,1001306,5461,30000000.0,B5100,BD,0,1,IFI,Bangladesh,0.1,World Bank,Foreign Non-Profit Making,MFM Global Issues and Development,0,0,0,0,0,0,0,Multilateral,3,Asia,BD,31191,0.1,315000.0
2009/2010,Agricultural financial services,0,0,0.105,*World Bank Group,Uncoded: Pre-APP,1,0,*Bretton Woods Inst Fin Prog,Operational,1001306,5461,30000000.0,B5100,BD,0,1,IFI,Bangladesh,0.1,World Bank,Foreign Non-Profit Making,MFM Global Issues and Development,0,0,0,0,0,0,0,Multilateral,3,Asia,BD,31193,0.1,315000.0
2009/2010,Agricultural policy and administrative management,0,0,0.0081,*World Bank Group,Uncoded: Pre-APP,1,0,*Bretton Woods Inst Fin Prog,Operational,1001306,5461,30000000.0,B5100,BI,0,1,IFI,Burundi,0.1,World Bank,Foreign Non-Profit Making,MFM Global Issues and Development,0,0,0,0,0,0,0,Multilateral,2,Africa,BI,31110,0.2,48600.0
2009/2010,Agricultural development,0,0,0.0081,*World Bank Group,Uncoded: Pre-APP,1,0,*Bretton Woods Inst Fin Prog,Operational,1001306,5461,30000000.0,B5100,BI,0,1,IFI,Burundi,0.1,World Bank,Foreign Non-Profit Making,MFM Global Issues and Development,0,0,0,0,0,0,0,Multilateral,2,Africa,BI,31120,0.2,48600.0
2009/2010,Agricultural inputs,0,0,0.0081,*World Bank Group,Uncoded: Pre-APP,1,0,*Bretton Woods Inst Fin Prog,Operational,1001306,5461,30000000.0,B5100,BI,0,1,IFI,Burundi,0.1,World Bank,Foreign Non-Profit Making,MFM Global Issues and Development,0,0,0,0,0,0,0,Multilateral,2,Africa,BI,31150,0.1,24300.0
2009/2010,Food crop production,0,0,0.0081,*World Bank Group,Uncoded: Pre-APP,1,0,*Bretton Woods Inst Fin Prog,Operational,1001306,5461,30000000.0,B5100,BI,0,1,IFI,Burundi,0.1,World Bank,Foreign Non-Profit Making,MFM Global Issues and Development,0,0,0,0,0,0,0,Multilateral,2,Africa,BI,31161,0.1,24300.0
2009/2010,Agricultural extension,0,0,0.0081,*World Bank Group,Uncoded: Pre-APP,1,0,*Bretton Woods Inst Fin Prog,Operational,1001306,5461,30000000.0,B5100,BI,0,1,IFI,Burundi,0.1,World Bank,Foreign Non-Profit Making,MFM Global Issues and Development,0,0,0,0,0,0,0,Multilateral,2,Africa,BI,31166,0.1,24300.0
2009/2010,Agricultural research,0,0,0.0081,*World Bank Group,Uncoded: Pre-APP,1,0,*Bretton Woods Inst Fin Prog,Operational,1001306,5461,30000000.0,B5100,BI,0,1,IFI,Burundi,0.1,World Bank,Foreign Non-Profit Making,MFM Global Issues and Development,0,0,0,0,0,0,0,Multilateral,2,Africa,BI,31182,0.1,24300.0
2009/2010,Agricultural services,0,0,0.0081,*World Bank Group,Uncoded: Pre-APP,1,0,*Bretton Woods Inst Fin Prog,Operational,1001306,5461,30000000.0,B5100,BI,0,1,IFI,Burundi,0.1,World Bank,Foreign Non-Profit Making,MFM Global Issues and Development,0,0,0,0,0,0,0,Multilateral,2,Africa,BI,31191,0.1,24300.0
2009/2010,Agricultural financial services,0,0,0.0081,*World Bank Group,Uncoded: Pre-APP,1,0,*Bretton Woods Inst Fin Prog,Operational,1001306,5461,30000000.0,B5100,BI,0,1,IFI,Burundi,0.1,World Bank,Foreign Non-Profit Making,MFM Global Issues and Development,0,0,0,0,0,0,0,Multilateral,2,Africa,BI,31193,0.1,24300.0
2009/2010,Agricultural policy and administrative management,0,0,0.0073,*World Bank Group,Uncoded: Pre-APP,1,0,*Bretton Woods Inst Fin Prog,Operational,1001306,5461,30000000.0,B5100,BJ,0,1,IFI,Benin,0.1,World Bank,Foreign Non-Profit Making,MFM Global Issues and Development,0,0,0,0,0,0,0,Multilateral,2,Africa,BJ,31110,0.2,43800.0
2009/2010,Agricultural development,0,0,0.0073,*World Bank Group,Uncoded: Pre-APP,1,0,*Bretton Woods Inst Fin Prog,Operational,1001306,5461,30000000.0,B5100,BJ,0,1,IFI,Benin,0.1,World Bank,Foreign Non-Profit Making,MFM Global Issues and Development,0,0,0,0,0,0,0,Multilateral,2,Africa,BJ,31120,0.2,43800.0
2009/2010,Agricultural inputs,0,0,0.0073,*World Bank Group,Uncoded: Pre-APP,1,0,*Bretton Woods Inst Fin Prog,Operational,1001306,5461,30000000.0,B5100,BJ,0,1,IFI,Benin,0.1,World Bank,Foreign Non-Profit Making,MFM Global Issues and Development,0,0,0,0,0,0,0,Multilateral,2,Africa,BJ,31150,0.1,21900.0
2009/2010,Food crop production,0,0,0.0073,*World Bank Group,Uncoded: Pre-APP,1,0,*Bretton Woods Inst Fin Prog,Operational,1001306,5461,30000000.0,B5100,BJ,0,1,IFI,Benin,0.1,World Bank,Foreign Non-Profit Making,MFM Global Issues and Development,0,0,0,0,0,0,0,Multilateral,2,Africa,BJ,31161,0.1,21900.0
2009/2010,Agricultural extension,0,0,0.0073,*World Bank Group,Uncoded: Pre-APP,1,0,*Bretton Woods Inst Fin Prog,Operational,1001306,5461,30000000.0,B5100,BJ,0,1,IFI,Benin,0.1,World Bank,Foreign Non-Profit Making,MFM Global Issues and Development,0,0,0,0,0,0,0,Multilateral,2,Africa,BJ,31166,0.1,21900.0
2009/2010,Agricultural research,0,0,0.0073,*World Bank Group,Uncoded: Pre-APP,1,0,*Bretton Woods Inst Fin Prog,Operational,1001306,5461,30000000.0,B5100,BJ,0,1,IFI,Benin,0.1,World Bank,Foreign Non-Profit Making,MFM Global Issues and Development,0,0,0,0,0,0,0,Multilateral,2,Africa,BJ,31182,0.1,21900.0
2009/2010,Agricultural services,0,0,0.0073,*World Bank Group,Uncoded: Pre-APP,1,0,*Bretton Woods Inst Fin Prog,Operational,1001306,5461,30000000.0,B5100,BJ,0,1,IFI,Benin,0.1,World Bank,Foreign Non-Profit Making,MFM Global Issues and Development,0,0,0,0,0,0,0,Multilateral,2,Africa,BJ,31191,0.1,21900.0
2009/2010,Agricultural financial services,0,0,0.0073,*World Bank Group,Uncoded: Pre-APP,1,0,*Bretton Woods Inst Fin Prog,Operational,1001306,5461,30000000.0,B5100,BJ,0,1,IFI,Benin,0.1,World Bank,Foreign Non-Profit Making,MFM Global Issues and Development,0,0,0,0,0,0,0,Multilateral,2,Africa,BJ,31193,0.1,21900.0
2009/2010,Agricultural policy and administrative management,0,0,0.0057,*World Bank Group,Uncoded: Pre-APP,1,0,*Bretton Woods Inst Fin Prog,Operational,1001306,5461,30000000.0,B5100,CF,0,1,IFI,Central Afr.Rep,0.1,World Bank,Foreign Non-Profit Making,MFM Global Issues and Development,0,0,0,0,0,0,0,Multilateral,2,Africa,CF,31110,0.2,34200.0
2009/2010,Agricultural development,0,0,0.0057,*World Bank Group,Uncoded: Pre-APP,1,0,*Bretton Woods Inst Fin Prog,Operational,1001306,5461,30000000.0,B5100,CF,0,1,IFI,Central Afr.Rep,0.1,World Bank,Foreign Non-Profit Making,MFM Global Issues and Development,0,0,0,0,0,0,0,Multilateral,2,Africa,CF,31120,0.2,34200.0
2009/2010,Agricultural inputs,0,0,0.0057,*World Bank Group,Uncoded: Pre-APP,1,0,*Bretton Woods Inst Fin Prog,Operational,1001306,5461,30000000.0,B5100,CF,0,1,IFI,Central Afr.Rep,0.1,World Bank,Foreign Non-Profit Making,MFM Global Issues and Development,0,0,0,0,0,0,0,Multilateral,2,Africa,CF,31150,0.1,17100.0
2009/2010,Food crop production,0,0,0.0057,*World Bank Group,Uncoded: Pre-APP,1,0,*Bretton Woods Inst Fin Prog,Operational,1001306,5461,30000000.0,B5100,CF,0,1,IFI,Central Afr.Rep,0.1,World Bank,Foreign Non-Profit Making,MFM Global Issues and Development,0,0,0,0,0,0,0,Multilateral,2,Africa,CF,31161,0.1,17100.0
