assay_id,doc_id,confidence_score,assay_strain,cell_id,assay_category,curated_by,tissue_id,assay_cell_type,assay_tissue,assay_tax_id,relationship_type,src_id,src_assay_id,chembl_id,bao_format,variant_id
7580,1916,1,,,,Intermediate,,,,10116.0,N,1,,CHEMBL618519,BAO_0000218,
7581,1916,1,,,,Intermediate,,,,10116.0,N,1,,CHEMBL618698,BAO_0000218,
7582,1916,1,,,,Intermediate,,,,10116.0,N,1,,CHEMBL618862,BAO_0000218,
7583,4890,1,,,,Intermediate,,,,10116.0,N,1,,CHEMBL618863,BAO_0000218,
7584,17764,1,,,,Intermediate,,,,10116.0,N,1,,CHEMBL618864,BAO_0000218,
7585,4727,1,,,,Intermediate,,,,10116.0,N,1,,CHEMBL618865,BAO_0000218,
7586,17509,1,,,,Intermediate,,,,10116.0,N,1,,CHEMBL618866,BAO_0000218,
7587,17509,1,,,,Intermediate,,,,10116.0,N,1,,CHEMBL618867,BAO_0000218,
7588,6597,1,,,,Intermediate,,,,10116.0,N,1,,CHEMBL875828,BAO_0000218,
7589,17735,1,,,,Intermediate,,,,10116.0,N,1,,CHEMBL618868,BAO_0000218,
7590,6597,1,,,,Intermediate,,,,10116.0,N,1,,CHEMBL618869,BAO_0000218,
7591,17670,1,,,,Intermediate,,,,10116.0,N,1,,CHEMBL618870,BAO_0000218,
7592,1696,1,,,,Intermediate,1969.0,,Plasma,10116.0,N,1,,CHEMBL618871,BAO_0000218,
7593,1742,1,,,,Intermediate,1969.0,,Plasma,10116.0,N,1,,CHEMBL618872,BAO_0000218,
7594,17800,1,,,,Intermediate,,,,10116.0,N,1,,CHEMBL873816,BAO_0000218,
7595,12923,0,,,,Autocuration,,,,,U,1,,CHEMBL618873,BAO_0000218,
7596,11954,0,,,,Autocuration,,,,,U,1,,CHEMBL621602,BAO_0000019,
7597,11954,0,,,,Autocuration,,,,,U,1,,CHEMBL621603,BAO_0000218,
7598,11954,0,,,,Autocuration,,,,,U,1,,CHEMBL621604,BAO_0000218,
7599,11954,0,,,,Autocuration,,,,,U,1,,CHEMBL621605,BAO_0000218,
7600,11954,0,,,,Autocuration,,,,,U,1,,CHEMBL621606,BAO_0000218,
7601,11954,0,,,,Autocuration,,,,,U,1,,CHEMBL621607,BAO_0000218,
7602,11954,0,,,,Autocuration,,,,,U,1,,CHEMBL621608,BAO_0000218,
7603,5237,0,,,,Autocuration,,,,,U,1,,CHEMBL621609,BAO_0000019,
7604,4026,0,,,,Autocuration,,,,,U,1,,CHEMBL621610,BAO_0000218,
7605,5237,1,,,,Intermediate,,,,10116.0,N,1,,CHEMBL621611,BAO_0000218,
7606,14793,1,,,,Intermediate,,,,10116.0,N,1,,CHEMBL621612,BAO_0000218,
7607,14793,1,,,,Intermediate,,,,10116.0,N,1,,CHEMBL622308,BAO_0000218,
7608,14793,1,,,,Intermediate,,,,10116.0,N,1,,CHEMBL622309,BAO_0000218,
7609,14793,1,,,,Intermediate,,,,10116.0,N,1,,CHEMBL622310,BAO_0000218,
7610,14793,1,,,,Intermediate,,,,10116.0,N,1,,CHEMBL622311,BAO_0000218,
7611,14793,1,,,,Intermediate,,,,10116.0,N,1,,CHEMBL622312,BAO_0000218,
7612,14793,1,,,,Intermediate,,,,10116.0,N,1,,CHEMBL622931,BAO_0000218,
7613,14793,1,,,,Intermediate,,,,10116.0,N,1,,CHEMBL622932,BAO_0000218,
7614,14793,1,,,,Intermediate,1969.0,,Plasma,10116.0,N,1,,CHEMBL622736,BAO_0000218,
7615,14793,1,,,,Intermediate,1969.0,,Plasma,10116.0,N,1,,CHEMBL622737,BAO_0000218,
7616,14793,1,,,,Intermediate,1969.0,,Plasma,10116.0,N,1,,CHEMBL622738,BAO_0000218,
7617,14793,1,,,,Intermediate,1969.0,,Plasma,10116.0,N,1,,CHEMBL622739,BAO_0000218,
7618,14793,1,,,,Intermediate,1969.0,,Plasma,10116.0,N,1,,CHEMBL622740,BAO_0000218,
7619,14793,1,,,,Intermediate,1969.0,,Plasma,10116.0,N,1,,CHEMBL622741,BAO_0000218,
7620,14793,1,,,,Intermediate,1969.0,,Plasma,10116.0,N,1,,CHEMBL622742,BAO_0000218,
7621,14793,1,,,,Intermediate,1969.0,,Plasma,10116.0,N,1,,CHEMBL622743,BAO_0000218,
7622,11637,1,,,,Intermediate,1969.0,,Plasma,10090.0,N,1,,CHEMBL622744,BAO_0000218,
7623,11149,0,,,,Autocuration,,,,,U,1,,CHEMBL624134,BAO_0000019,
7624,10016,0,,,,Autocuration,,,,,U,1,,CHEMBL624135,BAO_0000019,
7625,17796,1,,,,Intermediate,,,,10116.0,N,1,,CHEMBL624136,BAO_0000218,
7626,17796,1,,,,Intermediate,,,,10116.0,N,1,,CHEMBL624137,BAO_0000218,
7627,17796,1,,,,Intermediate,,,,10116.0,N,1,,CHEMBL624320,BAO_0000218,
7628,12923,1,,,,Intermediate,,,,9615.0,N,1,,CHEMBL624321,BAO_0000218,
7629,15372,1,,,,Intermediate,,,,10116.0,N,1,,CHEMBL624322,BAO_0000218,
7630,15372,1,,,,Intermediate,,,,10116.0,N,1,,CHEMBL624323,BAO_0000218,
7631,15372,1,,,,Intermediate,,,,10116.0,N,1,,CHEMBL624324,BAO_0000218,
7632,15372,1,,,,Intermediate,,,,10116.0,N,1,,CHEMBL624325,BAO_0000218,
7633,15372,1,,,,Intermediate,,,,10116.0,N,1,,CHEMBL624326,BAO_0000218,
7634,15372,1,,,,Intermediate,,,,10116.0,N,1,,CHEMBL624327,BAO_0000218,
7635,15372,1,,,,Intermediate,,,,10116.0,N,1,,CHEMBL624328,BAO_0000218,
7636,14169,1,,,,Intermediate,,,,9615.0,N,1,,CHEMBL627848,BAO_0000218,
7637,14169,1,,,,Intermediate,,,,10116.0,N,1,,CHEMBL627849,BAO_0000218,
7638,14258,1,,,,Intermediate,,,,10116.0,N,1,,CHEMBL627850,BAO_0000218,
7639,14258,1,,,,Intermediate,,,,10116.0,N,1,,CHEMBL627851,BAO_0000218,
7640,15011,1,,,,Intermediate,,,,10090.0,N,1,,CHEMBL627852,BAO_0000218,
7641,15011,1,,,,Intermediate,,,,10090.0,N,1,,CHEMBL627853,BAO_0000218,
7642,15011,1,,,,Intermediate,,,,10090.0,N,1,,CHEMBL627854,BAO_0000218,
7643,15011,1,,,,Intermediate,,,,10090.0,N,1,,CHEMBL627855,BAO_0000218,
7644,15011,1,,,,Intermediate,,,,10090.0,N,1,,CHEMBL627856,BAO_0000218,
7645,15011,1,,,,Intermediate,,,,10090.0,N,1,,CHEMBL875339,BAO_0000218,
7646,15011,1,,,,Intermediate,,,,10090.0,N,1,,CHEMBL627857,BAO_0000218,
7647,11195,1,,,,Intermediate,2106.0,,Spleen,10116.0,N,1,,CHEMBL627858,BAO_0000218,
7648,10130,1,,,,Intermediate,178.0,,Blood,10116.0,N,1,,CHEMBL627859,BAO_0000218,
7649,10130,1,,,,Intermediate,955.0,,Brain,10116.0,N,1,,CHEMBL627860,BAO_0000218,
7650,10130,1,,,,Intermediate,948.0,,Heart,10116.0,N,1,,CHEMBL627019,BAO_0000218,
7651,10130,1,,,,Intermediate,2107.0,,Liver,10116.0,N,1,,CHEMBL627020,BAO_0000218,
7652,10130,1,,,,Intermediate,2048.0,,Lung,10116.0,N,1,,CHEMBL627021,BAO_0000218,
7653,10130,1,,,,Intermediate,2385.0,,Muscle tissue,10116.0,N,1,,CHEMBL627022,BAO_0000218,
7654,10130,1,,,,Intermediate,,,,10116.0,N,1,,CHEMBL627023,BAO_0000218,
7655,10130,1,,,,Intermediate,2106.0,,Spleen,10116.0,N,1,,CHEMBL627024,BAO_0000218,
7656,10130,1,,,,Intermediate,2046.0,,Thyroid gland,10116.0,N,1,,CHEMBL627025,BAO_0000218,
7657,10130,1,,,,Intermediate,2113.0,,Kidney,10116.0,N,1,,CHEMBL627026,BAO_0000218,
7658,10130,1,,,,Intermediate,178.0,,Blood,10116.0,N,1,,CHEMBL627027,BAO_0000218,
7659,10130,1,,,,Intermediate,955.0,,Brain,10116.0,N,1,,CHEMBL627028,BAO_0000218,
7660,10130,1,,,,Intermediate,948.0,,Heart,10116.0,N,1,,CHEMBL627029,BAO_0000218,
7661,10130,1,,,,Intermediate,2113.0,,Kidney,10116.0,N,1,,CHEMBL627030,BAO_0000218,
7662,10130,1,,,,Intermediate,2107.0,,Liver,10116.0,N,1,,CHEMBL627031,BAO_0000218,
7663,10130,1,,,,Intermediate,2048.0,,Lung,10116.0,N,1,,CHEMBL627032,BAO_0000218,
7664,10130,1,,,,Intermediate,2385.0,,Muscle tissue,10116.0,N,1,,CHEMBL627033,BAO_0000218,
7665,10130,1,,,,Intermediate,,,,10116.0,N,1,,CHEMBL627034,BAO_0000218,
7666,10130,1,,,,Intermediate,2106.0,,Spleen,10116.0,N,1,,CHEMBL627035,BAO_0000218,
7667,10130,1,,,,Intermediate,2046.0,,Thyroid gland,10116.0,N,1,,CHEMBL627036,BAO_0000218,
7668,10130,1,,,,Intermediate,178.0,,Blood,10116.0,N,1,,CHEMBL875340,BAO_0000218,
7669,10130,1,,,,Intermediate,948.0,,Heart,10116.0,N,1,,CHEMBL627037,BAO_0000218,
7670,10130,1,,,,Intermediate,2113.0,,Kidney,10116.0,N,1,,CHEMBL627038,BAO_0000218,
7671,10130,1,,,,Intermediate,2107.0,,Liver,10116.0,N,1,,CHEMBL627039,BAO_0000218,
7672,10130,1,,,,Intermediate,2385.0,,Muscle tissue,10116.0,N,1,,CHEMBL627040,BAO_0000218,
7673,10130,1,,,,Intermediate,2106.0,,Spleen,10116.0,N,1,,CHEMBL624663,BAO_0000218,
7674,10130,1,,,,Intermediate,2046.0,,Thyroid gland,10116.0,N,1,,CHEMBL625963,BAO_0000218,
7675,10130,1,,,,Intermediate,955.0,,Brain,10116.0,N,1,,CHEMBL876799,BAO_0000218,
7676,10130,1,,,,Intermediate,2048.0,,Lung,10116.0,N,1,,CHEMBL626133,BAO_0000218,
7677,10130,1,,,,Intermediate,,,,10116.0,N,1,,CHEMBL626134,BAO_0000218,
7678,6295,1,,,,Intermediate,,,,10116.0,N,1,,CHEMBL626135,BAO_0000218,
7679,6296,1,,,,Intermediate,,,,10116.0,N,1,,CHEMBL626136,BAO_0000218,
7680,6296,1,,,,Intermediate,,,,10116.0,N,1,,CHEMBL626137,BAO_0000218,
7681,6295,1,,,,Intermediate,,,,10116.0,N,1,,CHEMBL626138,BAO_0000218,
7682,6296,1,,,,Intermediate,,,,10116.0,N,1,,CHEMBL626139,BAO_0000218,
7683,17260,1,,,,Intermediate,,,,10116.0,N,1,,CHEMBL626140,BAO_0000218,
7684,17260,1,,,,Intermediate,,,,10116.0,N,1,,CHEMBL626141,BAO_0000218,
7685,17686,1,,,,Intermediate,,,,10116.0,N,1,,CHEMBL626142,BAO_0000218,
7686,9866,1,,,,Intermediate,2385.0,,Muscle tissue,10116.0,N,1,,CHEMBL627930,BAO_0000218,
7687,9866,1,,,,Intermediate,2385.0,,Muscle tissue,10116.0,N,1,,CHEMBL627931,BAO_0000218,
7688,9866,1,,,,Intermediate,2385.0,,Muscle tissue,10116.0,N,1,,CHEMBL627932,BAO_0000218,
7689,9866,1,,,,Intermediate,2106.0,,Spleen,10116.0,N,1,,CHEMBL627933,BAO_0000218,
7690,9866,1,,,,Intermediate,2106.0,,Spleen,10116.0,N,1,,CHEMBL627934,BAO_0000218,
7691,9866,1,,,,Intermediate,2106.0,,Spleen,10116.0,N,1,,CHEMBL627935,BAO_0000218,
7692,9866,1,,,,Intermediate,178.0,,Blood,10116.0,N,1,,CHEMBL627936,BAO_0000218,
7693,9866,1,,,,Intermediate,178.0,,Blood,10116.0,N,1,,CHEMBL627937,BAO_0000218,
7694,9866,1,,,,Intermediate,178.0,,Blood,10116.0,N,1,,CHEMBL627938,BAO_0000218,
7695,9866,1,,,,Intermediate,178.0,,Blood,10116.0,N,1,,CHEMBL627939,BAO_0000218,
7696,9866,1,,,,Intermediate,178.0,,Blood,10116.0,N,1,,CHEMBL627940,BAO_0000218,
7697,9866,1,,,,Intermediate,178.0,,Blood,10116.0,N,1,,CHEMBL627941,BAO_0000218,
7698,9866,1,,,,Intermediate,178.0,,Blood,10116.0,N,1,,CHEMBL876800,BAO_0000218,
7699,9866,1,,,,Intermediate,178.0,,Blood,10116.0,N,1,,CHEMBL627942,BAO_0000218,
7700,9866,1,,,,Intermediate,178.0,,Blood,10116.0,N,1,,CHEMBL627943,BAO_0000218,
7701,9866,1,,,,Intermediate,178.0,,Blood,10116.0,N,1,,CHEMBL627944,BAO_0000218,
7702,9866,1,,,,Intermediate,178.0,,Blood,10116.0,N,1,,CHEMBL627945,BAO_0000218,
7703,9866,1,,,,Intermediate,178.0,,Blood,10116.0,N,1,,CHEMBL628584,BAO_0000218,
7704,9866,1,,,,Intermediate,178.0,,Blood,10116.0,N,1,,CHEMBL628585,BAO_0000218,
7705,9866,1,,,,Intermediate,178.0,,Blood,10116.0,N,1,,CHEMBL628586,BAO_0000218,
7706,9866,1,,,,Intermediate,178.0,,Blood,10116.0,N,1,,CHEMBL628587,BAO_0000218,
7707,9866,1,,,,Intermediate,178.0,,Blood,10116.0,N,1,,CHEMBL628588,BAO_0000218,
7708,9866,1,,,,Intermediate,178.0,,Blood,10116.0,N,1,,CHEMBL628589,BAO_0000218,
7709,9866,1,,,,Intermediate,178.0,,Blood,10116.0,N,1,,CHEMBL625304,BAO_0000218,
7710,9866,1,,,,Intermediate,178.0,,Blood,10116.0,N,1,,CHEMBL625305,BAO_0000218,
7711,9866,1,,,,Intermediate,178.0,,Blood,10116.0,N,1,,CHEMBL625306,BAO_0000218,
7712,9866,1,,,,Intermediate,178.0,,Blood,10116.0,N,1,,CHEMBL625307,BAO_0000218,
7713,9866,1,,,,Intermediate,178.0,,Blood,10116.0,N,1,,CHEMBL625308,BAO_0000218,
7714,9866,1,,,,Intermediate,178.0,,Blood,10116.0,N,1,,CHEMBL627740,BAO_0000218,
7715,9866,1,,,,Intermediate,178.0,,Blood,10116.0,N,1,,CHEMBL627741,BAO_0000218,
7716,9866,1,,,,Intermediate,178.0,,Blood,10116.0,N,1,,CHEMBL627742,BAO_0000218,
7717,9866,1,,,,Intermediate,178.0,,Blood,10116.0,N,1,,CHEMBL627743,BAO_0000218,
7718,9866,1,,,,Intermediate,178.0,,Blood,10116.0,N,1,,CHEMBL627744,BAO_0000218,
7719,9866,1,,,,Intermediate,10000001.0,,Bone,10116.0,N,1,,CHEMBL627745,BAO_0000218,
7720,9866,1,,,,Intermediate,10000001.0,,Bone,10116.0,N,1,,CHEMBL627746,BAO_0000218,
7721,9866,1,,,,Intermediate,10000001.0,,Bone,10116.0,N,1,,CHEMBL627747,BAO_0000218,
7722,9866,1,,,,Intermediate,10000001.0,,Bone,10116.0,N,1,,CHEMBL876810,BAO_0000218,
7723,9866,1,,,,Intermediate,10000001.0,,Bone,10116.0,N,1,,CHEMBL627748,BAO_0000218,
7724,9866,1,,,,Intermediate,10000001.0,,Bone,10116.0,N,1,,CHEMBL627749,BAO_0000218,
7725,9866,1,,,,Intermediate,10000001.0,,Bone,10116.0,N,1,,CHEMBL627750,BAO_0000218,
7726,9866,1,,,,Intermediate,10000001.0,,Bone,10116.0,N,1,,CHEMBL618728,BAO_0000218,
7727,9866,1,,,,Intermediate,10000001.0,,Bone,10116.0,N,1,,CHEMBL618729,BAO_0000218,
7728,9866,1,,,,Intermediate,10000001.0,,Bone,10116.0,N,1,,CHEMBL618730,BAO_0000218,
7729,9866,1,,,,Intermediate,10000001.0,,Bone,10116.0,N,1,,CHEMBL618731,BAO_0000218,
7730,9866,1,,,,Intermediate,10000001.0,,Bone,10116.0,N,1,,CHEMBL618732,BAO_0000218,
7731,9866,1,,,,Intermediate,10000001.0,,Bone,10116.0,N,1,,CHEMBL618733,BAO_0000218,
7732,9866,1,,,,Intermediate,10000001.0,,Bone,10116.0,N,1,,CHEMBL618734,BAO_0000218,
7733,9866,1,,,,Intermediate,10000001.0,,Bone,10116.0,N,1,,CHEMBL618735,BAO_0000218,
7734,9866,1,,,,Intermediate,10000001.0,,Bone,10116.0,N,1,,CHEMBL876602,BAO_0000218,
7735,9866,1,,,,Intermediate,10000001.0,,Bone,10116.0,N,1,,CHEMBL618736,BAO_0000218,
7736,9866,1,,,,Intermediate,10000001.0,,Bone,10116.0,N,1,,CHEMBL618737,BAO_0000218,
7737,9866,1,,,,Intermediate,10000001.0,,Bone,10116.0,N,1,,CHEMBL618738,BAO_0000218,
7738,9866,1,,,,Intermediate,10000001.0,,Bone,10116.0,N,1,,CHEMBL618739,BAO_0000218,
7739,9866,1,,,,Intermediate,10000001.0,,Bone,10116.0,N,1,,CHEMBL618740,BAO_0000218,
7740,9866,1,,,,Intermediate,10000001.0,,Bone,10116.0,N,1,,CHEMBL618741,BAO_0000218,
7741,9866,1,,,,Intermediate,10000001.0,,Bone,10116.0,N,1,,CHEMBL618742,BAO_0000218,
7742,9866,1,,,,Intermediate,10000001.0,,Bone,10116.0,N,1,,CHEMBL618743,BAO_0000218,
7743,17752,1,,,,Intermediate,1969.0,,Plasma,10116.0,N,1,,CHEMBL618744,BAO_0000218,
7744,5610,1,,,,Intermediate,,,,10116.0,N,1,,CHEMBL618745,BAO_0000218,
7745,5939,1,,,,Intermediate,,,,10116.0,N,1,,CHEMBL620479,BAO_0000218,
7746,5939,1,,,,Intermediate,,,,10116.0,N,1,,CHEMBL620480,BAO_0000218,
7747,17771,1,,,,Intermediate,,,,10116.0,N,1,,CHEMBL620481,BAO_0000218,
7748,1974,1,,,,Intermediate,,,,10116.0,N,1,,CHEMBL620482,BAO_0000218,
7749,4239,1,,,,Intermediate,,,,10116.0,N,1,,CHEMBL876603,BAO_0000218,
7750,6681,1,,,,Intermediate,,,,10116.0,N,1,,CHEMBL620483,BAO_0000218,
7751,17752,1,,,,Intermediate,,,,10116.0,N,1,,CHEMBL620484,BAO_0000218,
7752,6046,1,,,,Intermediate,,,,10116.0,N,1,,CHEMBL620485,BAO_0000218,
7753,6685,1,,,,Intermediate,,,,10116.0,N,1,,CHEMBL620486,BAO_0000218,
7754,6685,1,,,,Intermediate,,,,10116.0,N,1,,CHEMBL620487,BAO_0000218,
7755,6685,1,,,,Intermediate,,,,10116.0,N,1,,CHEMBL620488,BAO_0000218,
7756,4727,1,,,,Intermediate,,,,10116.0,N,1,,CHEMBL620489,BAO_0000218,
7757,1088,1,,,,Intermediate,,,,10116.0,N,1,,CHEMBL620490,BAO_0000218,
7758,5610,1,,,,Intermediate,,,,10116.0,N,1,,CHEMBL620491,BAO_0000218,
7759,3032,1,,,,Intermediate,1969.0,,Plasma,10116.0,N,1,,CHEMBL876604,BAO_0000218,
7760,5199,1,,,,Intermediate,,,,10116.0,N,1,,CHEMBL620492,BAO_0000218,
7761,14941,1,,,,Intermediate,,,,10116.0,N,1,,CHEMBL620493,BAO_0000218,
7762,4408,1,,,,Intermediate,,,,10116.0,N,1,,CHEMBL620494,BAO_0000218,
7763,2552,1,,,,Intermediate,1969.0,,Plasma,10116.0,N,1,,CHEMBL620495,BAO_0000218,
7764,5199,1,,,,Intermediate,1969.0,,Plasma,10116.0,N,1,,CHEMBL620496,BAO_0000218,
7765,15662,1,,,,Intermediate,1969.0,,Plasma,10116.0,N,1,,CHEMBL620497,BAO_0000218,
7766,1465,1,,,,Intermediate,1969.0,,Plasma,10116.0,N,1,,CHEMBL620498,BAO_0000218,
7767,1446,1,,,,Intermediate,1969.0,,Plasma,10116.0,N,1,,CHEMBL620499,BAO_0000218,
7768,6824,1,,,,Intermediate,1969.0,,Plasma,10116.0,N,1,,CHEMBL620500,BAO_0000218,
7769,17533,1,,,,Intermediate,1969.0,,Plasma,10116.0,N,1,,CHEMBL873809,BAO_0000218,
7770,5979,1,,,,Intermediate,,,,10116.0,N,1,,CHEMBL620501,BAO_0000218,
7771,4689,1,,,,Intermediate,,,,10116.0,N,1,,CHEMBL620502,BAO_0000218,
7772,4689,1,,,,Intermediate,,,,10116.0,N,1,,CHEMBL620503,BAO_0000218,
7773,2463,1,,,,Intermediate,,,,10116.0,N,1,,CHEMBL620504,BAO_0000218,
7774,4883,1,,,,Intermediate,,,,10116.0,N,1,,CHEMBL876605,BAO_0000218,
7775,4883,1,,,,Intermediate,,,,10116.0,N,1,,CHEMBL620505,BAO_0000218,
7776,15662,1,,,,Intermediate,1969.0,,Plasma,10116.0,N,1,,CHEMBL873811,BAO_0000218,
7777,3598,1,,,,Expert,,,,10116.0,N,1,,CHEMBL624016,BAO_0000218,
7778,4576,1,,,,Intermediate,,,,10116.0,N,1,,CHEMBL624017,BAO_0000218,
7779,4576,1,,,,Intermediate,,,,10116.0,N,1,,CHEMBL624018,BAO_0000218,
7780,4576,1,,,,Intermediate,,,,10116.0,N,1,,CHEMBL624019,BAO_0000218,
7781,4910,1,,,,Intermediate,955.0,,Brain,10116.0,N,1,,CHEMBL624020,BAO_0000218,
7782,4891,1,,,,Intermediate,,,,10116.0,N,1,,CHEMBL624201,BAO_0000218,
7783,429,1,,,,Intermediate,,,,10116.0,N,1,,CHEMBL872528,BAO_0000218,
7784,5974,1,,,,Intermediate,,,,10116.0,N,1,,CHEMBL624202,BAO_0000218,
7785,5974,1,,,,Intermediate,,,,10116.0,N,1,,CHEMBL624203,BAO_0000218,
7786,5974,1,,,,Intermediate,,,,10116.0,N,1,,CHEMBL624350,BAO_0000218,
7787,5974,1,,,,Intermediate,,,,10116.0,N,1,,CHEMBL621320,BAO_0000218,
7788,17582,1,,,,Intermediate,,,,10116.0,N,1,,CHEMBL621321,BAO_0000218,
7789,4026,1,,,,Intermediate,,,,10116.0,N,1,,CHEMBL621322,BAO_0000218,
7790,4890,1,,,,Intermediate,,,,10116.0,N,1,,CHEMBL621323,BAO_0000218,
7791,6571,1,,,,Intermediate,,,,10116.0,N,1,,CHEMBL621324,BAO_0000218,
7792,4727,1,,,,Intermediate,,,,10116.0,N,1,,CHEMBL621325,BAO_0000218,
