assays_assay_id,assays_bao_format,assays_assay_tissue,assays_cell_id,assays_curated_by,assays_src_assay_id,assays_assay_cell_type,assays_assay_subcellular_fraction,assays_tid,assays_relationship_type,assays_confidence_score,assays_src_id,assays_chembl_id,assays_tissue_id,assays_variant_id
7624,BAO_0000019,,,Autocuration,,,,22224,U,0,1,CHEMBL624135,,
7625,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL624136,,
7626,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL624137,,
7627,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL624320,,
7628,BAO_0000218,,,Intermediate,,,,50588,N,1,1,CHEMBL624321,,
7629,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL624322,,
7630,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL624323,,
7631,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL624324,,
7632,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL624325,,
7633,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL624326,,
7634,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL624327,,
7635,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL624328,,
7636,BAO_0000218,,,Intermediate,,,,50588,N,1,1,CHEMBL627848,,
7637,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL627849,,
7638,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL627850,,
7639,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL627851,,
7640,BAO_0000218,,,Intermediate,,,,50594,N,1,1,CHEMBL627852,,
7641,BAO_0000218,,,Intermediate,,,,50594,N,1,1,CHEMBL627853,,
7642,BAO_0000218,,,Intermediate,,,,50594,N,1,1,CHEMBL627854,,
7643,BAO_0000218,,,Intermediate,,,,50594,N,1,1,CHEMBL627855,,
7644,BAO_0000218,,,Intermediate,,,,50594,N,1,1,CHEMBL627856,,
7645,BAO_0000218,,,Intermediate,,,,50594,N,1,1,CHEMBL875339,,
7646,BAO_0000218,,,Intermediate,,,,50594,N,1,1,CHEMBL627857,,
7647,BAO_0000218,Spleen,,Intermediate,,,,50597,N,1,1,CHEMBL627858,2106.0,
7648,BAO_0000218,Blood,,Intermediate,,,,50597,N,1,1,CHEMBL627859,178.0,
7649,BAO_0000218,Brain,,Intermediate,,,,50597,N,1,1,CHEMBL627860,955.0,
7650,BAO_0000218,Heart,,Intermediate,,,,50597,N,1,1,CHEMBL627019,948.0,
7651,BAO_0000218,Liver,,Intermediate,,,,50597,N,1,1,CHEMBL627020,2107.0,
7652,BAO_0000218,Lung,,Intermediate,,,,50597,N,1,1,CHEMBL627021,2048.0,
7653,BAO_0000218,Muscle tissue,,Intermediate,,,,50597,N,1,1,CHEMBL627022,2385.0,
7654,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL627023,,
7655,BAO_0000218,Spleen,,Intermediate,,,,50597,N,1,1,CHEMBL627024,2106.0,
7656,BAO_0000218,Thyroid gland,,Intermediate,,,,50597,N,1,1,CHEMBL627025,2046.0,
7657,BAO_0000218,Kidney,,Intermediate,,,,50597,N,1,1,CHEMBL627026,2113.0,
7658,BAO_0000218,Blood,,Intermediate,,,,50597,N,1,1,CHEMBL627027,178.0,
7659,BAO_0000218,Brain,,Intermediate,,,,50597,N,1,1,CHEMBL627028,955.0,
7660,BAO_0000218,Heart,,Intermediate,,,,50597,N,1,1,CHEMBL627029,948.0,
7661,BAO_0000218,Kidney,,Intermediate,,,,50597,N,1,1,CHEMBL627030,2113.0,
7662,BAO_0000218,Liver,,Intermediate,,,,50597,N,1,1,CHEMBL627031,2107.0,
7663,BAO_0000218,Lung,,Intermediate,,,,50597,N,1,1,CHEMBL627032,2048.0,
7664,BAO_0000218,Muscle tissue,,Intermediate,,,,50597,N,1,1,CHEMBL627033,2385.0,
7665,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL627034,,
7666,BAO_0000218,Spleen,,Intermediate,,,,50597,N,1,1,CHEMBL627035,2106.0,
7667,BAO_0000218,Thyroid gland,,Intermediate,,,,50597,N,1,1,CHEMBL627036,2046.0,
7668,BAO_0000218,Blood,,Intermediate,,,,50597,N,1,1,CHEMBL875340,178.0,
7669,BAO_0000218,Heart,,Intermediate,,,,50597,N,1,1,CHEMBL627037,948.0,
7670,BAO_0000218,Kidney,,Intermediate,,,,50597,N,1,1,CHEMBL627038,2113.0,
7671,BAO_0000218,Liver,,Intermediate,,,,50597,N,1,1,CHEMBL627039,2107.0,
7672,BAO_0000218,Muscle tissue,,Intermediate,,,,50597,N,1,1,CHEMBL627040,2385.0,
7673,BAO_0000218,Spleen,,Intermediate,,,,50597,N,1,1,CHEMBL624663,2106.0,
7674,BAO_0000218,Thyroid gland,,Intermediate,,,,50597,N,1,1,CHEMBL625963,2046.0,
7675,BAO_0000218,Brain,,Intermediate,,,,50597,N,1,1,CHEMBL876799,955.0,
7676,BAO_0000218,Lung,,Intermediate,,,,50597,N,1,1,CHEMBL626133,2048.0,
7677,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL626134,,
7678,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL626135,,
7679,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL626136,,
7680,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL626137,,
7681,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL626138,,
7682,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL626139,,
7683,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL626140,,
7684,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL626141,,
7685,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL626142,,
7686,BAO_0000218,Muscle tissue,,Intermediate,,,,50597,N,1,1,CHEMBL627930,2385.0,
7687,BAO_0000218,Muscle tissue,,Intermediate,,,,50597,N,1,1,CHEMBL627931,2385.0,
7688,BAO_0000218,Muscle tissue,,Intermediate,,,,50597,N,1,1,CHEMBL627932,2385.0,
7689,BAO_0000218,Spleen,,Intermediate,,,,50597,N,1,1,CHEMBL627933,2106.0,
7690,BAO_0000218,Spleen,,Intermediate,,,,50597,N,1,1,CHEMBL627934,2106.0,
7691,BAO_0000218,Spleen,,Intermediate,,,,50597,N,1,1,CHEMBL627935,2106.0,
7692,BAO_0000218,Blood,,Intermediate,,,,50597,N,1,1,CHEMBL627936,178.0,
7693,BAO_0000218,Blood,,Intermediate,,,,50597,N,1,1,CHEMBL627937,178.0,
7694,BAO_0000218,Blood,,Intermediate,,,,50597,N,1,1,CHEMBL627938,178.0,
7695,BAO_0000218,Blood,,Intermediate,,,,50597,N,1,1,CHEMBL627939,178.0,
7696,BAO_0000218,Blood,,Intermediate,,,,50597,N,1,1,CHEMBL627940,178.0,
7697,BAO_0000218,Blood,,Intermediate,,,,50597,N,1,1,CHEMBL627941,178.0,
7698,BAO_0000218,Blood,,Intermediate,,,,50597,N,1,1,CHEMBL876800,178.0,
7699,BAO_0000218,Blood,,Intermediate,,,,50597,N,1,1,CHEMBL627942,178.0,
7700,BAO_0000218,Blood,,Intermediate,,,,50597,N,1,1,CHEMBL627943,178.0,
7701,BAO_0000218,Blood,,Intermediate,,,,50597,N,1,1,CHEMBL627944,178.0,
7702,BAO_0000218,Blood,,Intermediate,,,,50597,N,1,1,CHEMBL627945,178.0,
7703,BAO_0000218,Blood,,Intermediate,,,,50597,N,1,1,CHEMBL628584,178.0,
7704,BAO_0000218,Blood,,Intermediate,,,,50597,N,1,1,CHEMBL628585,178.0,
7705,BAO_0000218,Blood,,Intermediate,,,,50597,N,1,1,CHEMBL628586,178.0,
7706,BAO_0000218,Blood,,Intermediate,,,,50597,N,1,1,CHEMBL628587,178.0,
7707,BAO_0000218,Blood,,Intermediate,,,,50597,N,1,1,CHEMBL628588,178.0,
7708,BAO_0000218,Blood,,Intermediate,,,,50597,N,1,1,CHEMBL628589,178.0,
7709,BAO_0000218,Blood,,Intermediate,,,,50597,N,1,1,CHEMBL625304,178.0,
7710,BAO_0000218,Blood,,Intermediate,,,,50597,N,1,1,CHEMBL625305,178.0,
7711,BAO_0000218,Blood,,Intermediate,,,,50597,N,1,1,CHEMBL625306,178.0,
7712,BAO_0000218,Blood,,Intermediate,,,,50597,N,1,1,CHEMBL625307,178.0,
7713,BAO_0000218,Blood,,Intermediate,,,,50597,N,1,1,CHEMBL625308,178.0,
7714,BAO_0000218,Blood,,Intermediate,,,,50597,N,1,1,CHEMBL627740,178.0,
7715,BAO_0000218,Blood,,Intermediate,,,,50597,N,1,1,CHEMBL627741,178.0,
7716,BAO_0000218,Blood,,Intermediate,,,,50597,N,1,1,CHEMBL627742,178.0,
7717,BAO_0000218,Blood,,Intermediate,,,,50597,N,1,1,CHEMBL627743,178.0,
7718,BAO_0000218,Blood,,Intermediate,,,,50597,N,1,1,CHEMBL627744,178.0,
7719,BAO_0000218,Bone,,Intermediate,,,,50597,N,1,1,CHEMBL627745,10000001.0,
7720,BAO_0000218,Bone,,Intermediate,,,,50597,N,1,1,CHEMBL627746,10000001.0,
7721,BAO_0000218,Bone,,Intermediate,,,,50597,N,1,1,CHEMBL627747,10000001.0,
7722,BAO_0000218,Bone,,Intermediate,,,,50597,N,1,1,CHEMBL876810,10000001.0,
7723,BAO_0000218,Bone,,Intermediate,,,,50597,N,1,1,CHEMBL627748,10000001.0,
7724,BAO_0000218,Bone,,Intermediate,,,,50597,N,1,1,CHEMBL627749,10000001.0,
7725,BAO_0000218,Bone,,Intermediate,,,,50597,N,1,1,CHEMBL627750,10000001.0,
7726,BAO_0000218,Bone,,Intermediate,,,,50597,N,1,1,CHEMBL618728,10000001.0,
7727,BAO_0000218,Bone,,Intermediate,,,,50597,N,1,1,CHEMBL618729,10000001.0,
7728,BAO_0000218,Bone,,Intermediate,,,,50597,N,1,1,CHEMBL618730,10000001.0,
7729,BAO_0000218,Bone,,Intermediate,,,,50597,N,1,1,CHEMBL618731,10000001.0,
7730,BAO_0000218,Bone,,Intermediate,,,,50597,N,1,1,CHEMBL618732,10000001.0,
7731,BAO_0000218,Bone,,Intermediate,,,,50597,N,1,1,CHEMBL618733,10000001.0,
7732,BAO_0000218,Bone,,Intermediate,,,,50597,N,1,1,CHEMBL618734,10000001.0,
7733,BAO_0000218,Bone,,Intermediate,,,,50597,N,1,1,CHEMBL618735,10000001.0,
7734,BAO_0000218,Bone,,Intermediate,,,,50597,N,1,1,CHEMBL876602,10000001.0,
7735,BAO_0000218,Bone,,Intermediate,,,,50597,N,1,1,CHEMBL618736,10000001.0,
7736,BAO_0000218,Bone,,Intermediate,,,,50597,N,1,1,CHEMBL618737,10000001.0,
7737,BAO_0000218,Bone,,Intermediate,,,,50597,N,1,1,CHEMBL618738,10000001.0,
7738,BAO_0000218,Bone,,Intermediate,,,,50597,N,1,1,CHEMBL618739,10000001.0,
7739,BAO_0000218,Bone,,Intermediate,,,,50597,N,1,1,CHEMBL618740,10000001.0,
7740,BAO_0000218,Bone,,Intermediate,,,,50597,N,1,1,CHEMBL618741,10000001.0,
7741,BAO_0000218,Bone,,Intermediate,,,,50597,N,1,1,CHEMBL618742,10000001.0,
7742,BAO_0000218,Bone,,Intermediate,,,,50597,N,1,1,CHEMBL618743,10000001.0,
7743,BAO_0000218,Plasma,,Intermediate,,,,50597,N,1,1,CHEMBL618744,1969.0,
7744,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL618745,,
7745,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL620479,,
7746,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL620480,,
7747,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL620481,,
7748,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL620482,,
7749,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL876603,,
7750,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL620483,,
7751,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL620484,,
7752,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL620485,,
7753,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL620486,,
7754,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL620487,,
7755,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL620488,,
7756,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL620489,,
7757,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL620490,,
7758,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL620491,,
7759,BAO_0000218,Plasma,,Intermediate,,,,50597,N,1,1,CHEMBL876604,1969.0,
7760,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL620492,,
7761,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL620493,,
7762,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL620494,,
7763,BAO_0000218,Plasma,,Intermediate,,,,50597,N,1,1,CHEMBL620495,1969.0,
7764,BAO_0000218,Plasma,,Intermediate,,,,50597,N,1,1,CHEMBL620496,1969.0,
7765,BAO_0000218,Plasma,,Intermediate,,,,50597,N,1,1,CHEMBL620497,1969.0,
7766,BAO_0000218,Plasma,,Intermediate,,,,50597,N,1,1,CHEMBL620498,1969.0,
7767,BAO_0000218,Plasma,,Intermediate,,,,50597,N,1,1,CHEMBL620499,1969.0,
7768,BAO_0000218,Plasma,,Intermediate,,,,50597,N,1,1,CHEMBL620500,1969.0,
7769,BAO_0000218,Plasma,,Intermediate,,,,50597,N,1,1,CHEMBL873809,1969.0,
7770,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL620501,,
7771,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL620502,,
7772,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL620503,,
7773,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL620504,,
7774,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL876605,,
7775,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL620505,,
7776,BAO_0000218,Plasma,,Intermediate,,,,50597,N,1,1,CHEMBL873811,1969.0,
7777,BAO_0000218,,,Expert,,,,50597,N,1,1,CHEMBL624016,,
7778,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL624017,,
7779,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL624018,,
7780,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL624019,,
7781,BAO_0000218,Brain,,Intermediate,,,,50597,N,1,1,CHEMBL624020,955.0,
7782,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL624201,,
7783,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL872528,,
7784,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL624202,,
7785,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL624203,,
7786,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL624350,,
7787,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL621320,,
7788,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL621321,,
7789,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL621322,,
7790,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL621323,,
7791,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL621324,,
7792,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL621325,,
7793,BAO_0000218,Plasma,,Intermediate,,,,50597,N,1,1,CHEMBL875837,1969.0,
7794,BAO_0000218,Plasma,,Intermediate,,,,50597,N,1,1,CHEMBL621326,1969.0,
7795,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL621327,,
7796,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL621328,,
7797,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL621329,,
7798,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL621330,,
7799,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL621331,,
7800,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL621332,,
7801,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL621333,,
7802,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL621334,,
7803,BAO_0000218,,,Intermediate,,,,50594,N,1,1,CHEMBL621335,,
7804,BAO_0000218,,,Intermediate,,,,50588,N,1,1,CHEMBL621336,,
7805,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL621337,,
7806,BAO_0000218,,,Intermediate,,,,50588,N,1,1,CHEMBL621338,,
7807,BAO_0000218,,,Intermediate,,,,50588,N,1,1,CHEMBL875838,,
7808,BAO_0000218,,,Intermediate,,,,50588,N,1,1,CHEMBL621339,,
7809,BAO_0000218,,,Intermediate,,,,50588,N,1,1,CHEMBL621340,,
7810,BAO_0000218,,,Autocuration,,,,22224,U,0,1,CHEMBL621341,,
7811,BAO_0000019,,,Autocuration,,,,22224,U,0,1,CHEMBL621342,,
7812,BAO_0000019,,,Autocuration,,,,22224,U,0,1,CHEMBL621343,,
7813,BAO_0000218,,,Intermediate,,,,50594,N,1,1,CHEMBL621344,,
7814,BAO_0000218,,,Intermediate,,,,50594,N,1,1,CHEMBL621345,,
7815,BAO_0000019,,,Autocuration,,,,22224,U,0,1,CHEMBL621346,,
7816,BAO_0000218,,,Autocuration,,,,22224,U,0,1,CHEMBL621347,,
7817,BAO_0000218,,,Intermediate,,,,50588,N,1,1,CHEMBL621348,,
7818,BAO_0000019,Blood,,Autocuration,,,,22224,U,0,1,CHEMBL621349,178.0,
7819,BAO_0000019,Blood,,Autocuration,,,,22224,U,0,1,CHEMBL621350,178.0,
7820,BAO_0000019,Blood,,Autocuration,,,,22224,U,0,1,CHEMBL875839,178.0,
7821,BAO_0000019,Blood,,Autocuration,,,,22224,U,0,1,CHEMBL620211,178.0,
7822,BAO_0000019,Blood,,Autocuration,,,,22224,U,0,1,CHEMBL620212,178.0,
7823,BAO_0000019,Blood,,Autocuration,,,,22224,U,0,1,CHEMBL620213,178.0,
7824,BAO_0000218,Plasma,,Intermediate,,,,50797,N,1,1,CHEMBL620214,1969.0,
7825,BAO_0000218,Plasma,,Intermediate,,,,50797,N,1,1,CHEMBL620215,1969.0,
7826,BAO_0000218,Plasma,,Intermediate,,,,50797,N,1,1,CHEMBL620216,1969.0,
