rental_id,customer_id,staff_id,amount,payment_date,payment_id
15897,15,1,4.99,2005-08-23 17:12:31,415
13968,15,2,0.0,2006-02-14 15:16:03,417
335,16,1,3.99,2005-05-27 03:07:10,418
593,16,1,2.99,2005-05-28 13:33:23,419
3348,16,2,0.99,2005-06-21 11:16:42,426
3548,16,1,0.99,2005-07-06 02:23:39,427
4219,16,2,2.99,2005-07-07 12:11:22,428
6100,16,1,4.99,2005-07-11 06:40:31,431
7489,16,2,0.99,2005-07-27 19:39:38,432
10687,16,2,2.99,2005-08-01 17:53:02,437
11308,16,2,0.99,2005-08-02 15:50:44,439
12104,16,2,2.99,2005-08-17 22:53:00,440
12358,16,1,4.99,2005-08-18 07:41:43,441
12577,16,1,7.99,2005-08-18 15:39:46,442
13391,16,1,4.99,2005-08-19 22:01:42,444
2684,17,1,8.99,2005-06-19 12:29:08,451
8213,17,1,2.99,2005-07-28 23:37:33,457
9092,17,2,8.99,2005-07-30 08:30:56,458
9138,17,1,2.99,2005-07-30 10:11:52,459
14346,17,1,2.99,2005-08-21 08:42:26,466
15752,17,2,5.99,2005-08-23 12:41:38,467
50,18,1,2.99,2005-05-25 06:44:53,468
1451,18,2,5.99,2005-06-15 19:30:18,471
4672,18,2,3.99,2005-07-08 10:15:38,475
4724,18,2,3.99,2005-07-08 12:46:30,476
8122,18,2,2.99,2005-07-28 19:27:37,480
9114,18,2,4.99,2005-07-30 09:13:21,483
11439,18,2,4.99,2005-08-02 20:22:45,487
12333,18,2,0.99,2005-08-18 06:51:39,488
696,19,2,2.99,2005-05-29 01:59:10,495
3423,19,2,2.99,2005-06-21 17:38:02,498
11869,19,1,5.99,2005-08-17 14:10:22,506
1558,20,2,0.99,2005-06-16 02:33:53,517
2343,20,2,4.99,2005-06-18 11:46:26,519
3350,20,1,4.99,2005-06-21 11:21:38,520
4407,20,1,2.99,2005-07-07 21:39:45,522
6267,20,2,6.99,2005-07-11 15:53:00,525
7217,20,2,4.99,2005-07-27 09:31:44,526
8127,20,2,2.99,2005-07-28 19:45:19,528
10284,20,2,4.99,2005-08-01 03:33:19,531
14613,20,2,2.99,2005-08-21 18:03:20,539
15161,20,1,1.99,2005-08-22 14:37:22,541
15460,20,1,2.99,2005-08-23 01:10:42,543
2235,21,2,7.99,2005-06-18 04:08:50,547
3212,21,1,10.99,2005-06-21 01:04:35,551
5772,21,1,3.99,2005-07-10 13:27:40,553
6943,21,2,1.99,2005-07-26 23:28:13,555
7994,21,1,0.99,2005-07-28 14:56:54,556
11970,21,2,0.99,2005-08-17 17:53:09,564
14077,21,2,8.99,2005-08-20 23:24:07,574
14869,21,1,4.99,2005-08-22 03:20:26,577
14933,21,1,2.99,2006-02-14 15:16:03,578
14564,22,1,6.99,2005-08-21 16:24:43,595
15658,22,1,4.99,2005-08-23 08:48:43,598
12222,22,1,4.99,2006-02-14 15:16:03,600
1090,23,2,0.99,2005-05-31 12:03:44,603
3055,23,1,4.99,2005-06-20 13:19:58,607
3781,23,2,2.99,2005-07-06 13:53:41,610
6213,23,1,2.99,2005-07-11 12:43:07,612
6238,23,1,2.99,2005-07-11 14:20:18,613
8718,23,2,0.99,2005-07-29 17:41:14,617
9209,23,2,5.99,2005-07-30 12:55:36,618
11501,23,2,2.99,2005-08-16 23:04:53,623
13290,23,2,2.99,2005-08-19 18:31:50,624
2116,24,2,4.99,2005-06-17 20:16:12,635
2963,24,2,7.99,2005-06-20 07:33:09,637
4378,24,2,2.99,2005-07-07 20:29:08,639
11546,24,2,2.99,2005-08-17 00:57:36,649
12999,24,1,1.99,2005-08-19 07:34:53,652
13247,24,1,0.99,2005-08-19 16:45:59,654
11642,25,1,0.99,2005-08-17 04:48:05,679
15512,25,1,0.99,2005-08-23 02:57:30,683
15972,25,1,5.99,2005-08-23 20:00:30,684
796,26,1,2.99,2005-05-29 16:59:44,685
1440,26,1,5.99,2005-06-15 18:53:14,687
1706,26,2,4.99,2005-06-16 14:01:02,688
4274,26,1,4.99,2005-07-07 14:42:04,695
7328,26,2,0.99,2005-07-27 13:55:18,704
14183,26,2,4.99,2005-08-21 03:24:29,713
14603,26,2,1.99,2005-08-21 17:51:06,715
15722,26,1,7.99,2005-08-23 11:16:29,718
1310,27,1,4.99,2005-06-15 10:11:42,720
1480,27,2,4.99,2005-06-15 21:17:17,721
1699,27,2,2.99,2005-06-16 13:05:09,722
5552,27,1,0.99,2005-07-10 03:01:19,730
5736,27,1,4.99,2005-07-10 11:45:48,731
6658,27,2,4.99,2005-07-12 11:13:21,734
9244,27,2,0.99,2005-07-30 14:06:53,736
12021,27,2,5.99,2005-08-17 19:52:43,745
12531,27,1,2.99,2005-08-18 13:57:50,747
868,28,1,2.99,2005-05-30 04:19:55,751
1240,28,2,2.99,2005-06-15 04:58:07,752
1543,28,1,4.99,2005-06-16 01:24:08,753
3845,28,1,0.99,2005-07-06 16:38:14,757
14540,28,2,2.99,2005-08-21 15:34:23,778
15491,28,1,2.99,2005-08-23 02:08:40,780
194,29,2,1.99,2005-05-26 06:52:33,782
2801,29,2,2.99,2005-06-19 19:18:09,787
3324,29,1,2.99,2005-06-21 08:49:16,789
7237,29,2,3.99,2005-07-27 10:12:36,795
9392,29,2,4.99,2005-07-30 19:50:13,799
11079,29,1,4.99,2005-08-02 07:29:10,803
12488,29,1,4.99,2005-08-18 12:48:22,805
12508,29,1,2.99,2005-08-18 13:20:13,806
12569,29,2,6.99,2005-08-18 15:20:46,807
13436,29,1,0.99,2005-08-19 23:36:25,810
1895,30,2,2.99,2005-06-17 04:25:12,819
5108,30,1,9.99,2005-07-09 06:44:30,826
5289,30,1,0.99,2005-07-09 15:14:08,827
13682,30,1,4.99,2005-08-20 08:50:39,846
15063,30,1,4.99,2005-08-22 10:39:51,849
15544,30,1,4.99,2005-08-23 04:17:56,850
2233,31,1,0.99,2005-06-18 03:57:36,854
3117,31,2,2.99,2005-06-20 18:05:15,860
7464,31,2,2.99,2005-07-27 18:49:42,872
15682,31,2,6.99,2005-08-23 09:37:34,876
803,32,2,4.99,2005-05-29 17:52:30,879
1887,32,2,6.99,2005-06-17 03:53:18,881
4434,32,1,2.99,2005-07-07 22:48:34,886
6122,32,1,3.99,2005-07-11 07:58:07,892
6450,32,2,2.99,2005-07-12 00:49:05,893
7589,32,1,5.99,2005-07-27 23:23:36,895
8390,32,2,5.99,2005-07-29 05:52:26,897
11831,32,2,4.99,2005-08-17 12:54:47,901
14075,32,1,0.99,2005-08-20 23:18:54,905
14570,32,2,5.99,2005-08-21 16:32:32,906
1301,33,1,10.99,2005-06-15 09:46:33,908
5723,33,1,4.99,2005-07-10 11:14:48,912
14623,33,1,0.99,2005-08-21 18:29:13,924
15115,33,2,2.99,2005-08-22 12:28:01,926
3508,34,2,3.99,2005-07-06 00:24:25,931
7015,34,2,2.99,2005-07-27 02:15:01,936
9160,34,1,3.99,2005-07-30 11:17:33,939
10615,34,1,4.99,2005-08-01 14:58:14,941
14686,34,1,5.99,2005-08-21 20:32:08,950
14701,34,2,7.99,2005-08-21 20:54:32,951
3112,35,2,4.99,2005-06-20 17:53:30,959
5323,35,2,0.99,2005-07-09 16:34:07,964
6147,35,1,5.99,2005-07-11 09:13:08,967
6572,35,1,4.99,2005-07-12 05:56:38,970
7140,35,1,4.99,2005-07-27 06:54:12,971
9033,35,2,2.99,2005-07-30 06:07:42,974
9579,35,1,6.99,2005-07-31 02:59:20,975
349,36,1,0.99,2005-05-27 04:53:11,984
4560,36,2,4.99,2005-07-08 04:58:48,988
8391,36,1,2.99,2005-07-29 05:52:50,996
8952,36,1,4.99,2005-07-30 03:20:38,997
9805,36,2,0.99,2005-07-31 11:11:10,999
10525,36,2,2.99,2005-08-01 11:53:17,1000
10964,36,2,6.99,2005-08-02 03:56:23,1003
13564,36,2,1.99,2005-08-20 04:34:46,1007
3734,37,1,5.99,2005-07-06 11:40:27,1017
5425,37,1,5.99,2005-07-09 21:02:26,1018
7939,37,2,0.99,2005-07-28 12:45:47,1019
11176,37,1,3.99,2005-08-02 10:39:43,1023
16035,37,2,0.99,2005-08-23 22:08:04,1033
4202,38,1,5.99,2005-07-07 11:23:48,1039
5273,38,1,2.99,2005-07-09 14:31:24,1043
6864,38,1,5.99,2005-07-12 19:59:25,1046
7158,38,2,4.99,2005-07-27 07:23:58,1048
9216,38,2,0.99,2005-07-30 13:11:19,1053
12092,38,2,0.99,2005-08-17 22:28:15,1061
14632,38,2,2.99,2005-08-21 18:48:06,1064
14787,38,1,6.99,2005-08-22 00:25:59,1065
15738,38,1,5.99,2005-08-23 11:55:50,1067
2631,39,1,4.99,2005-06-19 08:49:53,1072
5451,39,1,4.99,2005-07-09 22:22:10,1078
5515,39,2,2.99,2005-07-10 01:12:44,1079
8805,39,1,2.99,2005-07-29 21:29:58,1084
10251,39,1,4.99,2005-08-01 02:39:12,1089
10639,39,1,9.99,2005-08-01 15:44:43,1092
12268,39,2,0.99,2005-08-18 04:26:54,1093
2993,40,1,4.99,2005-06-20 09:12:12,1100
5777,40,2,2.99,2005-07-10 13:38:41,1103
6502,40,1,0.99,2005-07-12 03:15:45,1105
13951,40,1,2.99,2005-08-20 17:58:11,1121
4294,41,2,9.99,2005-07-07 15:56:23,1127
7153,41,2,4.99,2005-07-27 07:15:38,1131
8712,41,1,2.99,2005-07-29 17:30:06,1137
10064,41,1,2.99,2005-07-31 19:27:02,1139
12173,41,2,3.99,2005-08-18 01:08:34,1144
15860,41,2,4.99,2005-08-23 16:08:40,1147
5199,42,2,4.99,2005-07-09 10:50:56,1155
8095,42,1,6.99,2005-07-28 18:32:40,1163
8499,42,1,3.99,2005-07-29 09:10:41,1165
10935,42,1,5.99,2005-08-02 02:54:53,1172
12478,42,1,4.99,2005-08-18 12:25:16,1173
15407,42,1,0.0,2006-02-14 15:16:03,1178
123,43,2,4.99,2005-05-25 20:26:42,1179
1544,43,2,4.99,2005-06-16 01:28:22,1181
4498,43,1,2.99,2005-07-08 02:07:50,1183
5162,43,1,4.99,2005-07-09 09:00:11,1184
5401,43,1,4.99,2005-07-09 19:59:10,1185
5831,43,1,2.99,2005-07-10 16:34:02,1186
6680,43,2,0.99,2005-07-12 12:01:56,1189
7868,43,2,4.99,2005-07-28 10:08:55,1191
8376,43,2,4.99,2005-07-29 05:25:32,1192
14649,43,1,4.99,2005-08-21 19:19:21,1196
15745,43,1,0.0,2006-02-14 15:16:03,1202
1497,44,1,3.99,2005-06-15 21:56:39,1208
5849,44,2,6.99,2005-07-10 17:32:33,1216
8775,44,2,4.99,2005-07-29 20:05:38,1220
12345,44,2,3.99,2005-08-18 07:16:58,1223
12982,44,2,4.99,2005-08-19 07:06:34,1226
15054,44,2,2.99,2005-08-22 10:14:33,1227
2722,45,2,4.99,2005-06-19 14:55:17,1232
5637,45,1,0.99,2005-07-10 06:31:37,1238
11004,45,1,8.99,2005-08-02 05:04:18,1246
11488,45,2,3.99,2005-08-02 22:35:15,1249
13340,45,1,3.99,2005-08-19 20:18:39,1251
14576,45,1,6.99,2005-08-21 16:52:03,1253
401,46,2,2.99,2005-05-27 12:57:55,1256
938,46,1,2.99,2005-05-30 14:47:31,1258
2144,46,2,0.99,2005-06-17 22:05:40,1261
3916,46,1,4.99,2005-07-06 20:18:50,1267
8152,46,2,3.99,2005-07-28 20:53:05,1270
9045,46,2,8.99,2005-07-30 06:36:57,1271
9806,46,2,2.99,2005-07-31 11:13:49,1272
12095,46,2,4.99,2005-08-17 22:32:37,1278
12238,46,2,2.99,2005-08-18 03:25:08,1279
12298,46,1,2.99,2005-08-18 05:30:31,1281
13226,46,1,0.99,2005-08-19 16:05:36,1283
14144,46,2,4.99,2005-08-21 02:10:57,1284
15438,46,1,2.99,2005-08-23 00:31:57,1287
300,47,1,6.99,2005-05-26 20:57:00,1292
4064,47,2,5.99,2005-07-07 04:29:20,1297
6337,47,1,3.99,2005-07-11 19:30:47,1301
8863,47,1,3.99,2005-07-29 23:52:01,1304
11477,47,2,5.99,2005-08-02 22:09:01,1307
390,48,1,4.99,2005-05-27 11:02:26,1314
1164,49,1,0.99,2005-06-14 23:16:26,1333
3615,49,2,0.99,2005-07-06 05:47:47,1339
5491,49,1,2.99,2005-07-10 00:09:45,1340
6521,49,1,7.99,2005-07-12 04:06:11,1343
905,50,1,4.99,2005-05-30 10:25:00,1359
7383,50,1,4.99,2005-07-27 15:46:53,1373
8089,50,1,0.99,2005-07-28 18:26:47,1374
8619,50,1,5.99,2005-07-29 13:50:08,1376
9615,50,1,4.99,2005-07-31 03:59:56,1378
10165,50,2,0.99,2005-07-31 23:21:23,1381
10261,50,2,4.99,2005-08-01 02:58:27,1383
1028,51,2,4.99,2005-05-31 03:48:05,1394
1373,51,2,1.99,2005-06-15 14:48:04,1395
1477,51,1,0.99,2005-06-15 21:11:18,1396
5473,51,1,7.99,2005-07-09 23:19:11,1400
7398,51,1,6.99,2005-07-27 16:07:22,1403
13098,51,2,2.99,2005-08-19 10:51:59,1417
13302,51,1,2.99,2005-08-19 18:54:26,1418
3196,52,2,4.99,2005-06-21 00:02:28,1429
7284,52,2,0.99,2005-07-27 12:12:04,1435
12200,52,2,2.99,2005-08-18 02:12:33,1446
12520,52,2,0.99,2005-08-18 13:42:45,1447
12001,52,1,4.99,2006-02-14 15:16:03,1453
378,53,1,2.99,2005-05-27 09:23:22,1455
1107,53,1,2.99,2005-05-31 15:04:05,1459
3898,53,2,4.99,2005-07-06 19:12:37,1466
12054,53,1,5.99,2005-08-17 20:59:56,1473
13789,53,2,2.99,2005-08-20 12:16:38,1476
14091,53,2,0.99,2005-08-21 00:11:17,1478
441,54,2,4.99,2005-05-27 18:11:05,1485
545,54,2,3.99,2005-05-28 07:10:20,1486
2323,54,2,6.99,2005-06-18 09:55:02,1489
5992,54,1,2.99,2005-07-11 01:06:21,1494
12775,54,2,5.99,2005-08-18 23:35:56,1505
2062,55,2,2.99,2005-06-17 15:56:43,1517
9302,55,1,2.99,2005-07-30 16:34:57,1525
13345,55,1,6.99,2005-08-19 20:25:24,1532
341,56,1,5.99,2005-05-27 04:01:42,1536
569,56,1,6.99,2005-05-28 10:12:41,1538
7942,56,2,0.99,2005-07-28 12:49:44,1550
8285,56,1,0.99,2005-07-29 02:00:18,1551
11656,56,1,4.99,2005-08-17 05:11:09,1556
152,57,2,9.99,2005-05-26 00:41:10,1565
2360,57,1,4.99,2005-06-18 13:11:13,1569
2910,57,2,7.99,2005-06-20 03:31:18,1570
3727,57,1,4.99,2005-07-06 11:16:43,1572
4226,57,2,4.99,2005-07-07 12:37:56,1573
9211,57,1,1.99,2005-07-30 12:59:45,1583
276,58,2,7.99,2005-05-26 17:16:07,1594
761,58,2,0.99,2005-05-29 11:09:01,1595
2191,58,1,4.99,2005-06-18 01:33:09,1596
4131,58,2,4.99,2005-07-07 07:53:18,1600
7063,58,1,9.99,2005-07-27 03:52:27,1602
7487,58,2,4.99,2005-07-27 19:32:45,1603
12292,58,2,8.99,2005-08-18 05:08:54,1611
13973,58,2,4.99,2005-08-20 18:52:43,1615
14665,58,1,6.99,2005-08-21 19:49:46,1617
15326,58,2,0.99,2006-02-14 15:16:03,1619
1154,59,1,5.99,2005-05-31 21:42:09,1622
1269,59,1,2.99,2005-06-15 07:29:59,1623
4384,59,1,4.99,2005-07-07 20:46:45,1627
4891,59,1,3.99,2005-07-08 20:06:19,1629
5830,59,1,4.99,2005-07-10 16:34:00,1632
8643,59,2,4.99,2005-07-29 14:45:23,1634
13282,59,2,2.99,2005-08-19 18:08:18,1639
14135,59,1,5.99,2005-08-21 01:53:54,1642
15905,59,2,2.99,2005-08-23 17:33:04,1646
1482,60,2,4.99,2005-06-15 21:18:16,1650
6282,60,1,5.99,2005-07-11 16:46:22,1654
7067,60,2,0.99,2005-07-27 03:55:10,1655
11404,60,1,8.99,2005-08-02 19:12:40,1662
8029,61,2,6.99,2005-07-28 16:11:21,1675
8651,61,1,3.99,2005-07-29 15:02:18,1677
12072,61,1,9.99,2005-08-17 21:50:25,1681
15089,61,2,6.99,2005-08-22 11:34:06,1684
15681,61,1,1.99,2005-08-23 09:35:34,1685
1241,62,2,6.99,2005-06-15 04:59:43,1688
1587,62,1,0.99,2005-06-16 04:52:28,1690
4159,62,2,4.99,2005-07-07 09:10:57,1696
14594,62,2,2.99,2005-08-21 17:34:24,1705
9795,63,1,0.99,2005-07-31 10:47:19,1721
10148,63,2,0.99,2005-07-31 22:19:16,1723
12342,63,2,2.99,2005-08-18 07:12:46,1726
14931,63,1,3.99,2005-08-22 05:38:55,1731
4819,64,2,5.99,2005-07-08 17:19:15,1742
6457,64,2,0.99,2005-07-12 01:06:35,1748
7045,64,2,0.99,2005-07-27 03:27:35,1751
7476,64,1,1.99,2005-07-27 19:08:56,1753
10185,64,2,0.99,2005-08-01 00:12:11,1758
295,65,1,4.99,2005-05-26 20:33:20,1767
933,66,2,4.99,2005-05-30 13:08:45,1789
4165,66,2,6.99,2005-07-07 09:23:27,1801
4911,66,2,5.99,2005-07-08 21:20:26,1802
6290,66,1,8.99,2005-07-11 17:12:42,1804
9091,66,1,5.99,2005-07-30 08:30:45,1809
10419,66,1,0.99,2005-08-01 08:13:22,1810
13900,66,1,2.99,2005-08-20 16:05:41,1816
15026,66,2,4.99,2005-08-22 09:01:52,1821
2064,67,1,3.99,2005-06-17 15:57:56,1825
4090,67,2,4.99,2005-07-07 05:47:33,1829
11295,67,1,8.99,2005-08-02 15:10:06,1837
13437,67,2,4.99,2005-08-19 23:37:52,1839
13837,67,2,2.99,2005-08-20 14:19:03,1842
1828,68,2,5.99,2005-06-16 22:04:34,1845
1957,68,2,8.99,2005-06-17 08:50:58,1846
2633,68,2,2.99,2005-06-19 08:53:10,1847
6512,68,1,4.99,2005-07-12 03:42:49,1855
9339,68,2,3.99,2005-07-30 18:03:28,1856
14947,68,1,1.99,2005-08-22 06:07:52,1865
1549,69,1,2.99,2005-06-16 01:57:15,1869
3358,69,1,4.99,2005-06-21 11:56:40,1870
6785,69,2,6.99,2005-07-12 16:30:57,1877
9193,69,2,2.99,2005-07-30 12:28:42,1879
9612,69,1,2.99,2005-07-31 03:58:31,1880
11943,69,1,3.99,2005-08-17 17:00:42,1882
12012,69,1,2.99,2005-08-17 19:20:48,1883
12218,70,2,4.99,2005-08-18 02:48:14,1904
12581,70,1,6.99,2005-08-18 15:49:15,1905
12951,70,1,3.99,2005-08-19 05:56:44,1906
199,71,1,2.99,2005-05-26 07:11:58,1910
1873,71,2,2.99,2005-06-17 02:38:28,1912
5543,71,1,8.99,2005-07-10 02:48:03,1918
6020,71,2,0.99,2005-07-11 02:08:55,1921
6739,71,1,5.99,2005-07-12 14:22:08,1922
8128,71,2,2.99,2005-07-28 19:46:06,1926
8668,71,1,4.99,2005-07-29 15:41:31,1929
8956,71,1,0.99,2005-07-30 03:32:29,1932
14781,71,2,4.99,2005-08-22 00:15:12,1936
2294,72,2,4.99,2005-06-18 07:46:34,1943
9027,72,1,2.99,2005-07-30 05:58:27,1951
11422,72,2,5.99,2005-08-02 19:52:08,1956
11679,72,1,4.99,2005-08-17 06:08:54,1958
12020,72,2,2.99,2005-08-17 19:50:33,1960
12593,72,2,0.99,2005-08-18 16:17:54,1962
13660,72,2,4.99,2005-08-20 08:05:56,1966
14020,72,1,0.99,2005-08-20 20:59:43,1967
4327,73,2,2.99,2005-07-07 18:01:39,1974
6645,73,1,2.99,2005-07-12 10:39:55,1978
8377,73,1,4.99,2005-07-29 05:27:40,1981
9776,73,1,2.99,2005-07-31 10:01:03,1983
10434,73,2,4.99,2005-08-01 08:47:00,1984
11609,73,2,3.99,2005-08-17 03:41:11,1988
2498,74,1,1.99,2005-06-18 22:56:26,1995
10051,74,2,3.99,2005-07-31 19:14:20,2008
15325,74,2,4.99,2005-08-22 20:27:38,2017
2161,75,1,7.99,2005-06-17 23:39:50,2024
4179,75,2,2.99,2005-07-07 10:17:15,2029
6486,75,1,0.99,2005-07-12 02:09:36,2035
6530,75,2,0.99,2005-07-12 04:33:19,2036
9168,75,2,5.99,2005-07-30 11:31:17,2044
10726,75,1,3.99,2005-08-01 19:14:53,2049
12412,75,1,5.99,2005-08-18 09:49:52,2055
12426,75,1,4.99,2005-08-18 10:24:11,2056
1487,76,2,0.99,2005-06-15 21:27:42,2064
8357,76,2,2.99,2005-07-29 04:59:44,2074
14637,76,1,2.99,2005-08-21 19:01:00,2082
15169,76,2,4.99,2005-08-22 15:21:56,2083
15566,76,1,10.99,2005-08-23 05:17:23,2084
319,77,2,2.99,2005-05-26 23:52:13,2085
6168,77,2,0.99,2005-07-11 10:21:38,2096
10886,77,1,2.99,2005-08-02 00:52:34,2103
10991,77,2,0.99,2005-08-02 04:41:12,2105
11767,77,2,7.99,2005-08-17 10:00:40,2107
13752,77,2,9.99,2005-08-20 11:17:45,2110
15359,77,2,2.99,2005-08-22 21:34:00,2112
2207,78,1,2.99,2005-06-18 02:19:21,2113
2949,78,2,6.99,2005-06-20 06:05:53,2114
7957,78,1,6.99,2005-07-28 13:34:08,2127
8920,78,2,4.99,2005-07-30 01:59:24,2128
10350,78,2,3.99,2005-08-01 05:30:05,2130
10942,78,1,10.99,2005-08-02 03:16:31,2133
13124,78,2,5.99,2005-08-19 11:55:59,2136
13432,78,1,0.99,2005-08-19 23:29:06,2137
14716,78,1,0.99,2005-08-21 21:29:55,2140
14862,78,2,7.99,2005-08-22 02:51:41,2142
3748,79,1,2.99,2005-07-06 12:11:22,2150
4049,79,2,4.99,2005-07-07 03:34:53,2151
8849,79,1,2.99,2005-07-29 23:21:01,2158
9814,79,1,1.99,2005-07-31 11:29:46,2159
9989,79,1,0.99,2005-07-31 17:22:39,2161
11641,79,2,4.99,2005-08-17 04:45:39,2163
13026,79,2,2.99,2005-08-19 08:22:45,2164
5420,80,2,3.99,2005-07-09 20:48:42,2173
6199,80,1,5.99,2005-07-11 12:16:03,2175
6417,80,2,6.99,2005-07-11 23:35:11,2176
6707,80,2,1.99,2005-07-12 13:07:55,2177
10690,80,1,8.99,2005-08-01 18:05:54,2183
11839,80,2,0.99,2005-08-17 13:08:45,2185
14916,80,1,0.99,2005-08-22 04:56:57,2192
16012,80,1,5.99,2005-08-23 21:13:39,2194
289,81,1,0.99,2005-05-26 20:01:09,2196
2854,81,1,5.99,2005-06-19 23:11:48,2198
4983,81,2,9.99,2005-07-09 00:34:16,2201
10456,81,2,0.99,2005-08-01 09:17:21,2206
11837,81,1,5.99,2005-08-17 13:04:41,2207
