rental_id,amount,payment_id,customer_id,staff_id,payment_date
3423,2.99,498,19,2,2005-06-21 17:38:02
11869,5.99,506,19,1,2005-08-17 14:10:22
1558,0.99,517,20,2,2005-06-16 02:33:53
2343,4.99,519,20,2,2005-06-18 11:46:26
3350,4.99,520,20,1,2005-06-21 11:21:38
4407,2.99,522,20,1,2005-07-07 21:39:45
6267,6.99,525,20,2,2005-07-11 15:53:00
7217,4.99,526,20,2,2005-07-27 09:31:44
8127,2.99,528,20,2,2005-07-28 19:45:19
10284,4.99,531,20,2,2005-08-01 03:33:19
14613,2.99,539,20,2,2005-08-21 18:03:20
15161,1.99,541,20,1,2005-08-22 14:37:22
15460,2.99,543,20,1,2005-08-23 01:10:42
2235,7.99,547,21,2,2005-06-18 04:08:50
3212,10.99,551,21,1,2005-06-21 01:04:35
5772,3.99,553,21,1,2005-07-10 13:27:40
6943,1.99,555,21,2,2005-07-26 23:28:13
7994,0.99,556,21,1,2005-07-28 14:56:54
11970,0.99,564,21,2,2005-08-17 17:53:09
14077,8.99,574,21,2,2005-08-20 23:24:07
14869,4.99,577,21,1,2005-08-22 03:20:26
14933,2.99,578,21,1,2006-02-14 15:16:03
14564,6.99,595,22,1,2005-08-21 16:24:43
15658,4.99,598,22,1,2005-08-23 08:48:43
12222,4.99,600,22,1,2006-02-14 15:16:03
1090,0.99,603,23,2,2005-05-31 12:03:44
3055,4.99,607,23,1,2005-06-20 13:19:58
3781,2.99,610,23,2,2005-07-06 13:53:41
6213,2.99,612,23,1,2005-07-11 12:43:07
6238,2.99,613,23,1,2005-07-11 14:20:18
8718,0.99,617,23,2,2005-07-29 17:41:14
9209,5.99,618,23,2,2005-07-30 12:55:36
11501,2.99,623,23,2,2005-08-16 23:04:53
13290,2.99,624,23,2,2005-08-19 18:31:50
2116,4.99,635,24,2,2005-06-17 20:16:12
2963,7.99,637,24,2,2005-06-20 07:33:09
4378,2.99,639,24,2,2005-07-07 20:29:08
11546,2.99,649,24,2,2005-08-17 00:57:36
12999,1.99,652,24,1,2005-08-19 07:34:53
13247,0.99,654,24,1,2005-08-19 16:45:59
11642,0.99,679,25,1,2005-08-17 04:48:05
15512,0.99,683,25,1,2005-08-23 02:57:30
15972,5.99,684,25,1,2005-08-23 20:00:30
796,2.99,685,26,1,2005-05-29 16:59:44
1440,5.99,687,26,1,2005-06-15 18:53:14
1706,4.99,688,26,2,2005-06-16 14:01:02
4274,4.99,695,26,1,2005-07-07 14:42:04
7328,0.99,704,26,2,2005-07-27 13:55:18
14183,4.99,713,26,2,2005-08-21 03:24:29
14603,1.99,715,26,2,2005-08-21 17:51:06
15722,7.99,718,26,1,2005-08-23 11:16:29
1310,4.99,720,27,1,2005-06-15 10:11:42
1480,4.99,721,27,2,2005-06-15 21:17:17
1699,2.99,722,27,2,2005-06-16 13:05:09
5552,0.99,730,27,1,2005-07-10 03:01:19
5736,4.99,731,27,1,2005-07-10 11:45:48
6658,4.99,734,27,2,2005-07-12 11:13:21
9244,0.99,736,27,2,2005-07-30 14:06:53
12021,5.99,745,27,2,2005-08-17 19:52:43
12531,2.99,747,27,1,2005-08-18 13:57:50
868,2.99,751,28,1,2005-05-30 04:19:55
1240,2.99,752,28,2,2005-06-15 04:58:07
1543,4.99,753,28,1,2005-06-16 01:24:08
3845,0.99,757,28,1,2005-07-06 16:38:14
14540,2.99,778,28,2,2005-08-21 15:34:23
15491,2.99,780,28,1,2005-08-23 02:08:40
194,1.99,782,29,2,2005-05-26 06:52:33
2801,2.99,787,29,2,2005-06-19 19:18:09
3324,2.99,789,29,1,2005-06-21 08:49:16
7237,3.99,795,29,2,2005-07-27 10:12:36
9392,4.99,799,29,2,2005-07-30 19:50:13
11079,4.99,803,29,1,2005-08-02 07:29:10
12488,4.99,805,29,1,2005-08-18 12:48:22
12508,2.99,806,29,1,2005-08-18 13:20:13
12569,6.99,807,29,2,2005-08-18 15:20:46
13436,0.99,810,29,1,2005-08-19 23:36:25
1895,2.99,819,30,2,2005-06-17 04:25:12
5108,9.99,826,30,1,2005-07-09 06:44:30
5289,0.99,827,30,1,2005-07-09 15:14:08
13682,4.99,846,30,1,2005-08-20 08:50:39
15063,4.99,849,30,1,2005-08-22 10:39:51
15544,4.99,850,30,1,2005-08-23 04:17:56
2233,0.99,854,31,1,2005-06-18 03:57:36
3117,2.99,860,31,2,2005-06-20 18:05:15
7464,2.99,872,31,2,2005-07-27 18:49:42
15682,6.99,876,31,2,2005-08-23 09:37:34
803,4.99,879,32,2,2005-05-29 17:52:30
1887,6.99,881,32,2,2005-06-17 03:53:18
4434,2.99,886,32,1,2005-07-07 22:48:34
6122,3.99,892,32,1,2005-07-11 07:58:07
6450,2.99,893,32,2,2005-07-12 00:49:05
7589,5.99,895,32,1,2005-07-27 23:23:36
8390,5.99,897,32,2,2005-07-29 05:52:26
11831,4.99,901,32,2,2005-08-17 12:54:47
14075,0.99,905,32,1,2005-08-20 23:18:54
14570,5.99,906,32,2,2005-08-21 16:32:32
1301,10.99,908,33,1,2005-06-15 09:46:33
5723,4.99,912,33,1,2005-07-10 11:14:48
14623,0.99,924,33,1,2005-08-21 18:29:13
15115,2.99,926,33,2,2005-08-22 12:28:01
3508,3.99,931,34,2,2005-07-06 00:24:25
7015,2.99,936,34,2,2005-07-27 02:15:01
9160,3.99,939,34,1,2005-07-30 11:17:33
10615,4.99,941,34,1,2005-08-01 14:58:14
14686,5.99,950,34,1,2005-08-21 20:32:08
14701,7.99,951,34,2,2005-08-21 20:54:32
3112,4.99,959,35,2,2005-06-20 17:53:30
5323,0.99,964,35,2,2005-07-09 16:34:07
6147,5.99,967,35,1,2005-07-11 09:13:08
6572,4.99,970,35,1,2005-07-12 05:56:38
7140,4.99,971,35,1,2005-07-27 06:54:12
9033,2.99,974,35,2,2005-07-30 06:07:42
9579,6.99,975,35,1,2005-07-31 02:59:20
349,0.99,984,36,1,2005-05-27 04:53:11
4560,4.99,988,36,2,2005-07-08 04:58:48
8391,2.99,996,36,1,2005-07-29 05:52:50
8952,4.99,997,36,1,2005-07-30 03:20:38
9805,0.99,999,36,2,2005-07-31 11:11:10
10525,2.99,1000,36,2,2005-08-01 11:53:17
10964,6.99,1003,36,2,2005-08-02 03:56:23
13564,1.99,1007,36,2,2005-08-20 04:34:46
3734,5.99,1017,37,1,2005-07-06 11:40:27
5425,5.99,1018,37,1,2005-07-09 21:02:26
7939,0.99,1019,37,2,2005-07-28 12:45:47
11176,3.99,1023,37,1,2005-08-02 10:39:43
16035,0.99,1033,37,2,2005-08-23 22:08:04
4202,5.99,1039,38,1,2005-07-07 11:23:48
5273,2.99,1043,38,1,2005-07-09 14:31:24
6864,5.99,1046,38,1,2005-07-12 19:59:25
7158,4.99,1048,38,2,2005-07-27 07:23:58
9216,0.99,1053,38,2,2005-07-30 13:11:19
12092,0.99,1061,38,2,2005-08-17 22:28:15
14632,2.99,1064,38,2,2005-08-21 18:48:06
14787,6.99,1065,38,1,2005-08-22 00:25:59
15738,5.99,1067,38,1,2005-08-23 11:55:50
2631,4.99,1072,39,1,2005-06-19 08:49:53
5451,4.99,1078,39,1,2005-07-09 22:22:10
5515,2.99,1079,39,2,2005-07-10 01:12:44
8805,2.99,1084,39,1,2005-07-29 21:29:58
10251,4.99,1089,39,1,2005-08-01 02:39:12
10639,9.99,1092,39,1,2005-08-01 15:44:43
12268,0.99,1093,39,2,2005-08-18 04:26:54
2993,4.99,1100,40,1,2005-06-20 09:12:12
5777,2.99,1103,40,2,2005-07-10 13:38:41
6502,0.99,1105,40,1,2005-07-12 03:15:45
13951,2.99,1121,40,1,2005-08-20 17:58:11
4294,9.99,1127,41,2,2005-07-07 15:56:23
7153,4.99,1131,41,2,2005-07-27 07:15:38
8712,2.99,1137,41,1,2005-07-29 17:30:06
10064,2.99,1139,41,1,2005-07-31 19:27:02
12173,3.99,1144,41,2,2005-08-18 01:08:34
15860,4.99,1147,41,2,2005-08-23 16:08:40
5199,4.99,1155,42,2,2005-07-09 10:50:56
8095,6.99,1163,42,1,2005-07-28 18:32:40
8499,3.99,1165,42,1,2005-07-29 09:10:41
10935,5.99,1172,42,1,2005-08-02 02:54:53
12478,4.99,1173,42,1,2005-08-18 12:25:16
15407,0.0,1178,42,1,2006-02-14 15:16:03
123,4.99,1179,43,2,2005-05-25 20:26:42
1544,4.99,1181,43,2,2005-06-16 01:28:22
4498,2.99,1183,43,1,2005-07-08 02:07:50
5162,4.99,1184,43,1,2005-07-09 09:00:11
5401,4.99,1185,43,1,2005-07-09 19:59:10
5831,2.99,1186,43,1,2005-07-10 16:34:02
6680,0.99,1189,43,2,2005-07-12 12:01:56
7868,4.99,1191,43,2,2005-07-28 10:08:55
8376,4.99,1192,43,2,2005-07-29 05:25:32
14649,4.99,1196,43,1,2005-08-21 19:19:21
15745,0.0,1202,43,1,2006-02-14 15:16:03
1497,3.99,1208,44,1,2005-06-15 21:56:39
5849,6.99,1216,44,2,2005-07-10 17:32:33
8775,4.99,1220,44,2,2005-07-29 20:05:38
12345,3.99,1223,44,2,2005-08-18 07:16:58
12982,4.99,1226,44,2,2005-08-19 07:06:34
15054,2.99,1227,44,2,2005-08-22 10:14:33
2722,4.99,1232,45,2,2005-06-19 14:55:17
5637,0.99,1238,45,1,2005-07-10 06:31:37
11004,8.99,1246,45,1,2005-08-02 05:04:18
11488,3.99,1249,45,2,2005-08-02 22:35:15
13340,3.99,1251,45,1,2005-08-19 20:18:39
14576,6.99,1253,45,1,2005-08-21 16:52:03
401,2.99,1256,46,2,2005-05-27 12:57:55
938,2.99,1258,46,1,2005-05-30 14:47:31
2144,0.99,1261,46,2,2005-06-17 22:05:40
3916,4.99,1267,46,1,2005-07-06 20:18:50
8152,3.99,1270,46,2,2005-07-28 20:53:05
9045,8.99,1271,46,2,2005-07-30 06:36:57
9806,2.99,1272,46,2,2005-07-31 11:13:49
12095,4.99,1278,46,2,2005-08-17 22:32:37
12238,2.99,1279,46,2,2005-08-18 03:25:08
12298,2.99,1281,46,1,2005-08-18 05:30:31
13226,0.99,1283,46,1,2005-08-19 16:05:36
14144,4.99,1284,46,2,2005-08-21 02:10:57
15438,2.99,1287,46,1,2005-08-23 00:31:57
300,6.99,1292,47,1,2005-05-26 20:57:00
4064,5.99,1297,47,2,2005-07-07 04:29:20
6337,3.99,1301,47,1,2005-07-11 19:30:47
8863,3.99,1304,47,1,2005-07-29 23:52:01
11477,5.99,1307,47,2,2005-08-02 22:09:01
390,4.99,1314,48,1,2005-05-27 11:02:26
1164,0.99,1333,49,1,2005-06-14 23:16:26
3615,0.99,1339,49,2,2005-07-06 05:47:47
5491,2.99,1340,49,1,2005-07-10 00:09:45
6521,7.99,1343,49,1,2005-07-12 04:06:11
905,4.99,1359,50,1,2005-05-30 10:25:00
7383,4.99,1373,50,1,2005-07-27 15:46:53
8089,0.99,1374,50,1,2005-07-28 18:26:47
8619,5.99,1376,50,1,2005-07-29 13:50:08
9615,4.99,1378,50,1,2005-07-31 03:59:56
10165,0.99,1381,50,2,2005-07-31 23:21:23
10261,4.99,1383,50,2,2005-08-01 02:58:27
1028,4.99,1394,51,2,2005-05-31 03:48:05
1373,1.99,1395,51,2,2005-06-15 14:48:04
1477,0.99,1396,51,1,2005-06-15 21:11:18
5473,7.99,1400,51,1,2005-07-09 23:19:11
7398,6.99,1403,51,1,2005-07-27 16:07:22
13098,2.99,1417,51,2,2005-08-19 10:51:59
13302,2.99,1418,51,1,2005-08-19 18:54:26
3196,4.99,1429,52,2,2005-06-21 00:02:28
7284,0.99,1435,52,2,2005-07-27 12:12:04
12200,2.99,1446,52,2,2005-08-18 02:12:33
12520,0.99,1447,52,2,2005-08-18 13:42:45
12001,4.99,1453,52,1,2006-02-14 15:16:03
378,2.99,1455,53,1,2005-05-27 09:23:22
1107,2.99,1459,53,1,2005-05-31 15:04:05
3898,4.99,1466,53,2,2005-07-06 19:12:37
12054,5.99,1473,53,1,2005-08-17 20:59:56
13789,2.99,1476,53,2,2005-08-20 12:16:38
14091,0.99,1478,53,2,2005-08-21 00:11:17
441,4.99,1485,54,2,2005-05-27 18:11:05
545,3.99,1486,54,2,2005-05-28 07:10:20
2323,6.99,1489,54,2,2005-06-18 09:55:02
5992,2.99,1494,54,1,2005-07-11 01:06:21
12775,5.99,1505,54,2,2005-08-18 23:35:56
2062,2.99,1517,55,2,2005-06-17 15:56:43
9302,2.99,1525,55,1,2005-07-30 16:34:57
13345,6.99,1532,55,1,2005-08-19 20:25:24
341,5.99,1536,56,1,2005-05-27 04:01:42
569,6.99,1538,56,1,2005-05-28 10:12:41
7942,0.99,1550,56,2,2005-07-28 12:49:44
8285,0.99,1551,56,1,2005-07-29 02:00:18
11656,4.99,1556,56,1,2005-08-17 05:11:09
152,9.99,1565,57,2,2005-05-26 00:41:10
2360,4.99,1569,57,1,2005-06-18 13:11:13
2910,7.99,1570,57,2,2005-06-20 03:31:18
3727,4.99,1572,57,1,2005-07-06 11:16:43
4226,4.99,1573,57,2,2005-07-07 12:37:56
9211,1.99,1583,57,1,2005-07-30 12:59:45
276,7.99,1594,58,2,2005-05-26 17:16:07
761,0.99,1595,58,2,2005-05-29 11:09:01
2191,4.99,1596,58,1,2005-06-18 01:33:09
4131,4.99,1600,58,2,2005-07-07 07:53:18
7063,9.99,1602,58,1,2005-07-27 03:52:27
7487,4.99,1603,58,2,2005-07-27 19:32:45
12292,8.99,1611,58,2,2005-08-18 05:08:54
13973,4.99,1615,58,2,2005-08-20 18:52:43
14665,6.99,1617,58,1,2005-08-21 19:49:46
15326,0.99,1619,58,2,2006-02-14 15:16:03
1154,5.99,1622,59,1,2005-05-31 21:42:09
1269,2.99,1623,59,1,2005-06-15 07:29:59
4384,4.99,1627,59,1,2005-07-07 20:46:45
4891,3.99,1629,59,1,2005-07-08 20:06:19
5830,4.99,1632,59,1,2005-07-10 16:34:00
8643,4.99,1634,59,2,2005-07-29 14:45:23
13282,2.99,1639,59,2,2005-08-19 18:08:18
14135,5.99,1642,59,1,2005-08-21 01:53:54
15905,2.99,1646,59,2,2005-08-23 17:33:04
1482,4.99,1650,60,2,2005-06-15 21:18:16
6282,5.99,1654,60,1,2005-07-11 16:46:22
7067,0.99,1655,60,2,2005-07-27 03:55:10
11404,8.99,1662,60,1,2005-08-02 19:12:40
8029,6.99,1675,61,2,2005-07-28 16:11:21
8651,3.99,1677,61,1,2005-07-29 15:02:18
12072,9.99,1681,61,1,2005-08-17 21:50:25
15089,6.99,1684,61,2,2005-08-22 11:34:06
15681,1.99,1685,61,1,2005-08-23 09:35:34
1241,6.99,1688,62,2,2005-06-15 04:59:43
1587,0.99,1690,62,1,2005-06-16 04:52:28
4159,4.99,1696,62,2,2005-07-07 09:10:57
14594,2.99,1705,62,2,2005-08-21 17:34:24
9795,0.99,1721,63,1,2005-07-31 10:47:19
10148,0.99,1723,63,2,2005-07-31 22:19:16
12342,2.99,1726,63,2,2005-08-18 07:12:46
14931,3.99,1731,63,1,2005-08-22 05:38:55
4819,5.99,1742,64,2,2005-07-08 17:19:15
6457,0.99,1748,64,2,2005-07-12 01:06:35
7045,0.99,1751,64,2,2005-07-27 03:27:35
7476,1.99,1753,64,1,2005-07-27 19:08:56
10185,0.99,1758,64,2,2005-08-01 00:12:11
295,4.99,1767,65,1,2005-05-26 20:33:20
933,4.99,1789,66,2,2005-05-30 13:08:45
4165,6.99,1801,66,2,2005-07-07 09:23:27
4911,5.99,1802,66,2,2005-07-08 21:20:26
6290,8.99,1804,66,1,2005-07-11 17:12:42
9091,5.99,1809,66,1,2005-07-30 08:30:45
10419,0.99,1810,66,1,2005-08-01 08:13:22
13900,2.99,1816,66,1,2005-08-20 16:05:41
15026,4.99,1821,66,2,2005-08-22 09:01:52
2064,3.99,1825,67,1,2005-06-17 15:57:56
4090,4.99,1829,67,2,2005-07-07 05:47:33
11295,8.99,1837,67,1,2005-08-02 15:10:06
13437,4.99,1839,67,2,2005-08-19 23:37:52
13837,2.99,1842,67,2,2005-08-20 14:19:03
1828,5.99,1845,68,2,2005-06-16 22:04:34
1957,8.99,1846,68,2,2005-06-17 08:50:58
2633,2.99,1847,68,2,2005-06-19 08:53:10
6512,4.99,1855,68,1,2005-07-12 03:42:49
9339,3.99,1856,68,2,2005-07-30 18:03:28
14947,1.99,1865,68,1,2005-08-22 06:07:52
1549,2.99,1869,69,1,2005-06-16 01:57:15
3358,4.99,1870,69,1,2005-06-21 11:56:40
6785,6.99,1877,69,2,2005-07-12 16:30:57
9193,2.99,1879,69,2,2005-07-30 12:28:42
9612,2.99,1880,69,1,2005-07-31 03:58:31
11943,3.99,1882,69,1,2005-08-17 17:00:42
12012,2.99,1883,69,1,2005-08-17 19:20:48
12218,4.99,1904,70,2,2005-08-18 02:48:14
12581,6.99,1905,70,1,2005-08-18 15:49:15
12951,3.99,1906,70,1,2005-08-19 05:56:44
199,2.99,1910,71,1,2005-05-26 07:11:58
1873,2.99,1912,71,2,2005-06-17 02:38:28
5543,8.99,1918,71,1,2005-07-10 02:48:03
6020,0.99,1921,71,2,2005-07-11 02:08:55
6739,5.99,1922,71,1,2005-07-12 14:22:08
8128,2.99,1926,71,2,2005-07-28 19:46:06
8668,4.99,1929,71,1,2005-07-29 15:41:31
8956,0.99,1932,71,1,2005-07-30 03:32:29
14781,4.99,1936,71,2,2005-08-22 00:15:12
2294,4.99,1943,72,2,2005-06-18 07:46:34
9027,2.99,1951,72,1,2005-07-30 05:58:27
11422,5.99,1956,72,2,2005-08-02 19:52:08
11679,4.99,1958,72,1,2005-08-17 06:08:54
12020,2.99,1960,72,2,2005-08-17 19:50:33
12593,0.99,1962,72,2,2005-08-18 16:17:54
13660,4.99,1966,72,2,2005-08-20 08:05:56
14020,0.99,1967,72,1,2005-08-20 20:59:43
4327,2.99,1974,73,2,2005-07-07 18:01:39
6645,2.99,1978,73,1,2005-07-12 10:39:55
8377,4.99,1981,73,1,2005-07-29 05:27:40
9776,2.99,1983,73,1,2005-07-31 10:01:03
10434,4.99,1984,73,2,2005-08-01 08:47:00
11609,3.99,1988,73,2,2005-08-17 03:41:11
2498,1.99,1995,74,1,2005-06-18 22:56:26
10051,3.99,2008,74,2,2005-07-31 19:14:20
15325,4.99,2017,74,2,2005-08-22 20:27:38
2161,7.99,2024,75,1,2005-06-17 23:39:50
4179,2.99,2029,75,2,2005-07-07 10:17:15
6486,0.99,2035,75,1,2005-07-12 02:09:36
6530,0.99,2036,75,2,2005-07-12 04:33:19
9168,5.99,2044,75,2,2005-07-30 11:31:17
10726,3.99,2049,75,1,2005-08-01 19:14:53
12412,5.99,2055,75,1,2005-08-18 09:49:52
12426,4.99,2056,75,1,2005-08-18 10:24:11
1487,0.99,2064,76,2,2005-06-15 21:27:42
8357,2.99,2074,76,2,2005-07-29 04:59:44
14637,2.99,2082,76,1,2005-08-21 19:01:00
15169,4.99,2083,76,2,2005-08-22 15:21:56
15566,10.99,2084,76,1,2005-08-23 05:17:23
319,2.99,2085,77,2,2005-05-26 23:52:13
6168,0.99,2096,77,2,2005-07-11 10:21:38
10886,2.99,2103,77,1,2005-08-02 00:52:34
10991,0.99,2105,77,2,2005-08-02 04:41:12
11767,7.99,2107,77,2,2005-08-17 10:00:40
13752,9.99,2110,77,2,2005-08-20 11:17:45
15359,2.99,2112,77,2,2005-08-22 21:34:00
2207,2.99,2113,78,1,2005-06-18 02:19:21
2949,6.99,2114,78,2,2005-06-20 06:05:53
7957,6.99,2127,78,1,2005-07-28 13:34:08
8920,4.99,2128,78,2,2005-07-30 01:59:24
10350,3.99,2130,78,2,2005-08-01 05:30:05
10942,10.99,2133,78,1,2005-08-02 03:16:31
13124,5.99,2136,78,2,2005-08-19 11:55:59
13432,0.99,2137,78,1,2005-08-19 23:29:06
14716,0.99,2140,78,1,2005-08-21 21:29:55
14862,7.99,2142,78,2,2005-08-22 02:51:41
3748,2.99,2150,79,1,2005-07-06 12:11:22
4049,4.99,2151,79,2,2005-07-07 03:34:53
8849,2.99,2158,79,1,2005-07-29 23:21:01
9814,1.99,2159,79,1,2005-07-31 11:29:46
9989,0.99,2161,79,1,2005-07-31 17:22:39
11641,4.99,2163,79,2,2005-08-17 04:45:39
13026,2.99,2164,79,2,2005-08-19 08:22:45
5420,3.99,2173,80,2,2005-07-09 20:48:42
6199,5.99,2175,80,1,2005-07-11 12:16:03
6417,6.99,2176,80,2,2005-07-11 23:35:11
6707,1.99,2177,80,2,2005-07-12 13:07:55
10690,8.99,2183,80,1,2005-08-01 18:05:54
11839,0.99,2185,80,2,2005-08-17 13:08:45
14916,0.99,2192,80,1,2005-08-22 04:56:57
16012,5.99,2194,80,1,2005-08-23 21:13:39
289,0.99,2196,81,1,2005-05-26 20:01:09
2854,5.99,2198,81,1,2005-06-19 23:11:48
4983,9.99,2201,81,2,2005-07-09 00:34:16
10456,0.99,2206,81,2,2005-08-01 09:17:21
11837,5.99,2207,81,1,2005-08-17 13:04:41
