release_year,film_id,original_language_id,description,title,replacement_cost,rental_rate,language,rental_duration,length,rating
2006,34,,A Touching Epistle of a Madman And a Mad Cow who must Defeat a Student in Nigeria,ARABIA DOGMA,29.99,0.99,English,6,62,NC-17
2006,35,,A Action-Packed Reflection of a Pastry Chef And a Composer who must Discover a Mad Scientist in The First Manned Space Station,ARACHNOPHOBIA ROLLERCOASTER,24.99,2.99,English,4,147,PG-13
2006,36,,A Emotional Epistle of a Forensic Psychologist And a Butler who must Challenge a Waitress in An Abandoned Mine Shaft,ARGONAUTS TOWN,12.99,0.99,English,7,127,PG-13
2006,37,,A Brilliant Panorama of a Mad Scientist And a Mad Cow who must Meet a Pioneer in A Monastery,ARIZONA BANG,28.99,2.99,English,3,121,PG
2006,38,,A Beautiful Yarn of a Pioneer And a Monkey who must Pursue a Explorer in The Sahara Desert,ARK RIDGEMONT,25.99,0.99,English,6,68,NC-17
2006,39,,A Fast-Paced Tale of a Boat And a Teacher who must Succumb a Composer in An Abandoned Mine Shaft,ARMAGEDDON LOST,10.99,0.99,English,5,99,G
2006,40,,A Boring Saga of a Database Administrator And a Womanizer who must Battle a Waitress in Nigeria,ARMY FLINTSTONES,22.99,0.99,English,4,148,R
2006,41,,A Fanciful Documentary of a Mad Cow And a Womanizer who must Find a Dentist in Berlin,ARSENIC INDEPENDENCE,17.99,0.99,English,4,137,PG
2006,42,,A Stunning Reflection of a Robot And a Moose who must Challenge a Woman in California,ARTIST COLDBLOODED,10.99,2.99,English,5,170,NC-17
2006,43,,A Thrilling Yarn of a Feminist And a Hunter who must Fight a Technical Writer in A Shark Tank,ATLANTIS CAUSE,15.99,2.99,English,6,170,G
2006,44,,A Fast-Paced Panorama of a Technical Writer And a Mad Scientist who must Find a Feminist in An Abandoned Mine Shaft,ATTACKS HATE,21.99,4.99,English,5,113,PG-13
2006,45,,A Astounding Panorama of a Composer And a Frisbee who must Reach a Husband in Ancient Japan,ATTRACTION NEWTON,14.99,4.99,English,5,83,PG-13
2006,46,,A Beautiful Tale of a Dentist And a Mad Cow who must Battle a Moose in The Sahara Desert,AUTUMN CROW,13.99,4.99,English,3,108,G
2006,47,,A Boring Character Study of a A Shark And a Girl who must Outrace a Feminist in An Abandoned Mine Shaft,BABY HALL,23.99,4.99,English,5,153,NC-17
2006,48,,A Stunning Character Study of a Mad Scientist And a Mad Cow who must Kill a Car in A Monastery,BACKLASH UNDEFEATED,24.99,4.99,English,3,118,PG-13
2006,49,,A Emotional Panorama of a Pioneer And a Composer who must Escape a Mad Scientist in A Jet Boat,BADMAN DAWN,22.99,2.99,English,6,162,R
2006,50,,A Stunning Drama of a Forensic Psychologist And a Husband who must Overcome a Waitress in A Monastery,BAKED CLEOPATRA,20.99,2.99,English,3,182,G
2006,51,,A Insightful Panorama of a Forensic Psychologist And a Mad Cow who must Build a Mad Scientist in The First Manned Space Station,BALLOON HOMEWARD,10.99,2.99,English,5,75,NC-17
2006,52,,A Thrilling Documentary of a Composer And a Monkey who must Find a Feminist in California,BALLROOM MOCKINGBIRD,29.99,0.99,English,6,173,G
2006,53,,A Epic Drama of a Madman And a Cat who must Face a A Shark in An Abandoned Amusement Park,BANG KWAI,25.99,2.99,English,5,87,NC-17
2006,54,,A Awe-Inspiring Drama of a Car And a Pastry Chef who must Chase a Crocodile in The First Manned Space Station,BANGER PINOCCHIO,15.99,0.99,English,5,113,R
2006,55,,A Awe-Inspiring Story of a Feminist And a Cat who must Conquer a Dog in A Monastery,BARBARELLA STREETCAR,27.99,2.99,English,6,65,G
2006,56,,A Intrepid Story of a Cat And a Student who must Vanquish a Girl in An Abandoned Amusement Park,BAREFOOT MANCHURIAN,15.99,2.99,English,6,129,G
2006,57,,A Stunning Epistle of a Man And a Husband who must Reach a Mad Scientist in A Jet Boat,BASIC EASY,18.99,2.99,English,4,90,PG-13
2006,58,,A Fateful Display of a Womanizer And a Mad Scientist who must Outgun a A Shark in Soviet Georgia,BEACH HEARTBREAKERS,16.99,2.99,English,6,122,G
2006,59,,A Astounding Saga of a Dog And a Boy who must Kill a Teacher in The First Manned Space Station,BEAR GRACELAND,20.99,2.99,English,4,160,R
2006,60,,A Awe-Inspiring Epistle of a Student And a Squirrel who must Defeat a Boy in Ancient China,BEAST HUNCHBACK,22.99,4.99,English,3,89,R
2006,61,,A Fast-Paced Display of a Composer And a Moose who must Sink a Robot in An Abandoned Mine Shaft,BEAUTY GREASE,28.99,4.99,English,5,175,G
2006,62,,A Astounding Panorama of a Lumberjack And a Dog who must Redeem a Woman in An Abandoned Fun House,BED HIGHBALL,23.99,2.99,English,5,106,NC-17
2006,63,,A Astounding Character Study of a Madman And a Robot who must Meet a Mad Scientist in An Abandoned Fun House,BEDAZZLED MARRIED,21.99,0.99,English,6,73,PG
2006,64,,A Epic Display of a Pioneer And a Student who must Challenge a Butler in The Gulf of Mexico,BEETHOVEN EXORCIST,26.99,0.99,English,6,151,PG-13
2006,65,,A Unbelieveable Drama of a Student And a Husband who must Outrace a Sumo Wrestler in Berlin,BEHAVIOR RUNAWAY,20.99,4.99,English,3,100,PG
2006,66,,A Astounding Panorama of a Man And a Monkey who must Discover a Man in The First Manned Space Station,BENEATH RUSH,27.99,0.99,English,6,53,NC-17
2006,67,,A Taut Saga of a Crocodile And a Boy who must Overcome a Technical Writer in Ancient China,BERETS AGENT,24.99,2.99,English,5,77,PG-13
2006,68,,A Emotional Character Study of a Boat And a Pioneer who must Find a Explorer in A Shark Tank,BETRAYED REAR,26.99,4.99,English,5,122,NC-17
2006,69,,A Fanciful Documentary of a Womanizer And a Boat who must Defeat a Madman in The First Manned Space Station,BEVERLY OUTLAW,21.99,2.99,English,3,85,R
2006,70,,A Astounding Drama of a Astronaut And a Cat who must Discover a Woman in The First Manned Space Station,BIKINI BORROWERS,26.99,4.99,English,7,142,NC-17
2006,71,,A Emotional Reflection of a Teacher And a Man who must Meet a Cat in The First Manned Space Station,BILKO ANONYMOUS,25.99,4.99,English,3,100,PG-13
2006,72,,A Stunning Saga of a Mad Scientist And a Forensic Psychologist who must Challenge a Squirrel in A MySQL Convention,BILL OTHERS,12.99,2.99,English,6,93,PG
2006,73,,A Touching Tale of a Girl And a Crocodile who must Discover a Waitress in Nigeria,BINGO TALENTED,22.99,2.99,English,5,150,PG-13
2006,74,,A Fanciful Panorama of a Husband And a Pioneer who must Outgun a Dog in A Baloon,BIRCH ANTITRUST,18.99,4.99,English,4,162,PG
2006,75,,A Thrilling Documentary of a Car And a Student who must Sink a Hunter in The Canadian Rockies,BIRD INDEPENDENCE,14.99,4.99,English,6,163,G
2006,76,,A Fast-Paced Saga of a Frisbee And a Astronaut who must Overcome a Feminist in Ancient India,BIRDCAGE CASPER,23.99,0.99,English,4,103,NC-17
2006,77,,A Boring Story of a Womanizer And a Pioneer who must Face a Dog in California,BIRDS PERDITION,15.99,4.99,English,5,61,G
2006,78,,A Intrepid Yarn of a Pastry Chef And a Mad Scientist who must Challenge a Secret Agent in Ancient Japan,BLACKOUT PRIVATE,12.99,2.99,English,7,85,PG
2006,79,,A Thoughtful Character Study of a Frisbee And a Pastry Chef who must Fight a Dentist in The First Manned Space Station,BLADE POLISH,10.99,0.99,English,5,114,PG-13
2006,80,,A Emotional Documentary of a Student And a Girl who must Build a Boat in Nigeria,BLANKET BEVERLY,21.99,2.99,English,7,148,G
2006,81,,A Touching Drama of a Robot And a Dentist who must Meet a Hunter in A Jet Boat,BLINDNESS GUN,29.99,4.99,English,6,103,PG-13
2006,82,,A Boring Drama of a Explorer And a Man who must Kill a Lumberjack in A Manhattan Penthouse,BLOOD ARGONAUTS,13.99,0.99,English,3,71,G
2006,83,,A Insightful Documentary of a Boat And a Composer who must Meet a Forensic Psychologist in An Abandoned Fun House,BLUES INSTINCT,18.99,2.99,English,5,50,G
2006,84,,A Awe-Inspiring Story of a Waitress And a Dog who must Discover a Dentist in Ancient Japan,BOILED DARES,13.99,4.99,English,7,102,PG
2006,85,,A Fast-Paced Story of a Crocodile And a Robot who must Find a Moose in Ancient Japan,BONNIE HOLOCAUST,29.99,0.99,English,4,63,G
2006,86,,A Lacklusture Character Study of a Husband And a Sumo Wrestler who must Succumb a Technical Writer in The Gulf of Mexico,BOOGIE AMELIE,11.99,4.99,English,6,121,R
2006,87,,A Fateful Panorama of a Crocodile And a Boy who must Defeat a Monkey in The Gulf of Mexico,BOONDOCK BALLROOM,14.99,0.99,English,7,76,NC-17
2006,88,,A Touching Epistle of a Frisbee And a Husband who must Pursue a Student in Nigeria,BORN SPINAL,17.99,4.99,English,7,179,PG
2006,89,,A Brilliant Epistle of a Teacher And a Sumo Wrestler who must Defeat a Man in An Abandoned Fun House,BORROWERS BEDAZZLED,22.99,0.99,English,7,63,G
2006,90,,A Fateful Epistle of a Moose And a Monkey who must Confront a Lumberjack in Ancient China,BOULEVARD MOB,11.99,0.99,English,3,63,R
2006,91,,A Thrilling Panorama of a Database Administrator And a Astronaut who must Challenge a Lumberjack in A Baloon,BOUND CHEAPER,17.99,0.99,English,5,98,PG
2006,92,,A Fast-Paced Yarn of a Waitress And a Composer who must Outgun a Dentist in California,BOWFINGER GABLES,19.99,4.99,English,7,72,NC-17
2006,93,,A Amazing Epistle of a Moose And a Crocodile who must Outrace a Dog in Berlin,BRANNIGAN SUNRISE,27.99,4.99,English,4,121,PG
2006,94,,A Insightful Story of a Dog And a Pastry Chef who must Battle a Girl in Berlin,BRAVEHEART HUMAN,14.99,2.99,English,7,176,PG-13
2006,95,,A Beautiful Reflection of a Student And a Student who must Fight a Moose in Berlin,BREAKFAST GOLDFINGER,18.99,4.99,English,5,123,G
2006,96,,A Beautiful Display of a Secret Agent And a Monkey who must Battle a Sumo Wrestler in An Abandoned Mine Shaft,BREAKING HOME,21.99,2.99,English,4,169,PG-13
2006,97,,A Epic Tale of a Robot And a Monkey who must Vanquish a Man in New Orleans,BRIDE INTRIGUE,24.99,0.99,English,7,56,G
2006,98,,A Fateful Yarn of a Lumberjack And a Feminist who must Conquer a Student in A Jet Boat,BRIGHT ENCOUNTERS,12.99,4.99,English,4,73,PG-13
2006,99,,A Fateful Saga of a A Shark And a Technical Writer who must Find a Woman in A Jet Boat,BRINGING HYSTERICAL,14.99,2.99,English,7,136,PG
2006,100,,A Beautiful Drama of a Dentist And a Composer who must Battle a Sumo Wrestler in The First Manned Space Station,BROOKLYN DESERT,21.99,4.99,English,7,161,R
2006,101,,A Fateful Character Study of a Butler And a Technical Writer who must Sink a Astronaut in Ancient Japan,BROTHERHOOD BLANKET,26.99,0.99,English,3,73,R
2006,102,,A Awe-Inspiring Panorama of a Crocodile And a Moose who must Confront a Girl in A Baloon,BUBBLE GROSSE,20.99,4.99,English,4,60,R
2006,103,,A Amazing Display of a Girl And a Womanizer who must Succumb a Lumberjack in A Baloon Factory,BUCKET BROTHERHOOD,27.99,4.99,English,7,133,PG
2006,104,,A Awe-Inspiring Character Study of a Secret Agent And a Boat who must Find a Squirrel in The First Manned Space Station,BUGSY SONG,17.99,2.99,English,4,119,G
2006,105,,A Fanciful Drama of a Moose And a Squirrel who must Conquer a Pioneer in The Canadian Rockies,BULL SHAWSHANK,21.99,0.99,English,6,125,NC-17
2006,106,,A Amazing Display of a Mad Cow And a Pioneer who must Redeem a Sumo Wrestler in The Outback,BULWORTH COMMANDMENTS,14.99,2.99,English,4,61,G
2006,107,,A Emotional Story of a Feminist And a Feminist who must Escape a Pastry Chef in A MySQL Convention,BUNCH MINDS,13.99,2.99,English,4,63,G
2006,108,,A Lacklusture Yarn of a Feminist And a Database Administrator who must Face a Hunter in New Orleans,BUTCH PANTHER,19.99,0.99,English,6,67,PG-13
2006,109,,A Fateful Story of a Girl And a Composer who must Conquer a Husband in A Shark Tank,BUTTERFLY CHOCOLAT,17.99,0.99,English,3,89,G
2006,110,,A Stunning Epistle of a Boat And a Man who must Challenge a A Shark in A Baloon Factory,CABIN FLASH,25.99,0.99,English,4,53,NC-17
2006,111,,A Awe-Inspiring Epistle of a Woman And a Madman who must Fight a Robot in Soviet Georgia,CADDYSHACK JEDI,17.99,0.99,English,3,52,NC-17
2006,112,,A Thrilling Drama of a Frisbee And a Lumberjack who must Sink a Man in Nigeria,CALENDAR GUNFIGHT,22.99,4.99,English,4,120,NC-17
2006,113,,A Thrilling Yarn of a Database Administrator And a Robot who must Battle a Database Administrator in Ancient India,CALIFORNIA BIRDS,19.99,4.99,English,4,75,NC-17
2006,114,,A Touching Character Study of a Woman And a Waitress who must Battle a Pastry Chef in A MySQL Convention,CAMELOT VACATION,26.99,0.99,English,3,61,NC-17
2006,115,,A Astounding Drama of a Crocodile And a Mad Cow who must Build a Robot in A Jet Boat,CAMPUS REMEMBER,27.99,2.99,English,5,167,R
2006,116,,A Brilliant Epistle of a Composer And a Database Administrator who must Vanquish a Mad Scientist in The First Manned Space Station,CANDIDATE PERDITION,10.99,2.99,English,4,70,R
2006,117,,A Fanciful Character Study of a Monkey And a Explorer who must Build a Astronaut in An Abandoned Fun House,CANDLES GRAPES,15.99,4.99,English,6,135,NC-17
2006,118,,A Thoughtful Reflection of a Waitress And a Feminist who must Escape a Squirrel in A Manhattan Penthouse,CANYON STOCK,26.99,0.99,English,7,85,R
2006,119,,A Fateful Saga of a Moose And a Car who must Pursue a Woman in A MySQL Convention,CAPER MOTIONS,22.99,0.99,English,6,176,G
2006,120,,A Fanciful Tale of a Pioneer And a Technical Writer who must Outgun a Pioneer in A Shark Tank,CARIBBEAN LIBERTY,16.99,4.99,English,3,92,NC-17
2006,121,,A Astounding Character Study of a Composer And a Student who must Overcome a Composer in A Monastery,CAROL TEXAS,15.99,2.99,English,4,151,PG
2006,122,,A Amazing Epistle of a Student And a Astronaut who must Discover a Frisbee in The Canadian Rockies,CARRIE BUNCH,11.99,0.99,English,7,114,PG
2006,123,,A Amazing Panorama of a Crocodile And a Forensic Psychologist who must Pursue a Secret Agent in The First Manned Space Station,CASABLANCA SUPER,22.99,4.99,English,6,85,G
2006,124,,A Intrepid Documentary of a Boat And a Crocodile who must Chase a Robot in The Sahara Desert,CASPER DRAGONFLY,16.99,4.99,English,3,163,PG-13
2006,125,,A Intrepid Drama of a Frisbee And a Hunter who must Kill a Secret Agent in New Orleans,CASSIDY WYOMING,19.99,2.99,English,5,61,NC-17
2006,126,,A Insightful Yarn of a A Shark And a Pastry Chef who must Face a Boy in A Monastery,CASUALTIES ENCINO,16.99,4.99,English,3,179,G
2006,127,,A Fast-Paced Panorama of a Girl And a A Shark who must Confront a Boy in Ancient India,CAT CONEHEADS,14.99,4.99,English,5,112,G
2006,128,,A Boring Reflection of a Lumberjack And a Feminist who must Discover a Woman in Nigeria,CATCH AMISTAD,10.99,0.99,English,7,183,G
2006,129,,A Taut Tale of a Explorer And a Pastry Chef who must Conquer a Hunter in A MySQL Convention,CAUSE DATE,16.99,2.99,English,3,179,R
2006,130,,A Amazing Documentary of a Secret Agent And a Astronaut who must Vanquish a Hunter in A Shark Tank,CELEBRITY HORN,24.99,0.99,English,7,110,PG-13
2006,131,,A Beautiful Character Study of a Sumo Wrestler And a Dentist who must Find a Dog in California,CENTER DINOSAUR,12.99,4.99,English,5,152,PG
2006,132,,A Beautiful Documentary of a Boy And a Robot who must Discover a Squirrel in Australia,CHAINSAW UPTOWN,25.99,0.99,English,6,114,PG
2006,133,,A Fateful Reflection of a Moose And a Husband who must Overcome a Monkey in Nigeria,CHAMBER ITALIAN,14.99,4.99,English,7,117,NC-17
2006,134,,A Amazing Story of a Mad Cow And a Dog who must Kill a Husband in A Monastery,CHAMPION FLATLINERS,21.99,4.99,English,4,51,PG
2006,135,,A Astounding Story of a Forensic Psychologist And a Forensic Psychologist who must Overcome a Moose in Ancient China,CHANCE RESURRECTION,22.99,2.99,English,3,70,R
2006,136,,A Boring Drama of a Dog And a Forensic Psychologist who must Outrace a Explorer in Ancient India,CHAPLIN LICENSE,26.99,2.99,English,7,146,NC-17
2006,137,,A Action-Packed Display of a Man And a Waitress who must Build a Dog in A MySQL Convention,CHARADE DUFFEL,21.99,2.99,English,3,66,PG
2006,138,,A Unbelieveable Epistle of a Robot And a Husband who must Chase a Robot in The First Manned Space Station,CHARIOTS CONSPIRACY,29.99,2.99,English,5,71,R
2006,139,,A Astounding Saga of a Technical Writer And a Butler who must Battle a Butler in A Shark Tank,CHASING FIGHT,21.99,4.99,English,7,114,PG
2006,140,,A Emotional Character Study of a Pioneer And a Girl who must Discover a Dog in Ancient Japan,CHEAPER CLYDE,23.99,0.99,English,6,87,G
2006,141,,A Fateful Yarn of a Mad Cow And a Waitress who must Battle a Student in California,CHICAGO NORTH,11.99,4.99,English,6,185,PG-13
2006,142,,A Emotional Drama of a Dog And a Explorer who must Outrace a Technical Writer in Australia,CHICKEN HELLFIGHTERS,24.99,0.99,English,3,122,PG
2006,143,,A Lacklusture Epistle of a Boat And a Technical Writer who must Fight a A Shark in The Canadian Rockies,CHILL LUCK,17.99,0.99,English,6,142,PG
2006,144,,A Brilliant Panorama of a Technical Writer And a Lumberjack who must Escape a Butler in Ancient India,CHINATOWN GLADIATOR,24.99,4.99,English,7,61,PG
2006,145,,A Epic Documentary of a Sumo Wrestler And a Butler who must Kill a Car in Ancient India,CHISUM BEHAVIOR,25.99,4.99,English,5,124,G
2006,146,,A Boring Epistle of a Boat And a Database Administrator who must Kill a Sumo Wrestler in The First Manned Space Station,CHITTY LOCK,24.99,2.99,English,6,107,G
2006,147,,A Action-Packed Epistle of a Dentist And a Moose who must Meet a Mad Cow in Ancient Japan,CHOCOLAT HARRY,16.99,0.99,English,5,101,NC-17
2006,148,,A Unbelieveable Story of a Mad Scientist And a Technical Writer who must Discover a Composer in Ancient China,CHOCOLATE DUCK,13.99,2.99,English,3,132,R
2006,149,,A Action-Packed Epistle of a Feminist And a Astronaut who must Conquer a Boat in A Manhattan Penthouse,CHRISTMAS MOONSHINE,21.99,0.99,English,7,150,NC-17
2006,150,,A Stunning Character Study of a Composer And a Mad Cow who must Succumb a Cat in Soviet Georgia,CIDER DESIRE,9.99,2.99,English,7,101,PG
2006,151,,A Brilliant Saga of a Pastry Chef And a Hunter who must Confront a Butler in Berlin,CINCINATTI WHISPERER,26.99,4.99,English,5,143,NC-17
2006,152,,A Thoughtful Drama of a Pastry Chef And a Dentist who must Pursue a Girl in A Baloon,CIRCUS YOUTH,13.99,2.99,English,5,90,PG-13
2006,153,,A Fanciful Character Study of a Technical Writer And a Husband who must Redeem a Robot in The Outback,CITIZEN SHREK,18.99,0.99,English,7,165,G
2006,154,,A Amazing Yarn of a Composer And a Squirrel who must Escape a Astronaut in Australia,CLASH FREDDY,12.99,2.99,English,6,81,G
2006,155,,A Fanciful Documentary of a Crocodile And a Technical Writer who must Fight a A Shark in A Baloon,CLEOPATRA DEVIL,26.99,0.99,English,6,150,PG-13
2006,156,,A Thrilling Display of a Sumo Wrestler And a Girl who must Confront a Man in A Baloon,CLERKS ANGELS,15.99,4.99,English,3,164,G
2006,157,,A Insightful Documentary of a Technical Writer And a Feminist who must Challenge a Cat in A Baloon,CLOCKWORK PARADISE,29.99,0.99,English,7,143,PG-13
2006,158,,A Amazing Drama of a Car And a Robot who must Pursue a Dentist in New Orleans,CLONES PINOCCHIO,16.99,2.99,English,6,124,R
2006,159,,A Unbelieveable Panorama of a Frisbee And a Hunter who must Vanquish a Monkey in Ancient India,CLOSER BANG,12.99,4.99,English,5,58,R
2006,160,,A Epic Tale of a Pioneer And a Hunter who must Escape a Girl in A U-Boat,CLUB GRAFFITI,12.99,0.99,English,4,65,PG-13
2006,161,,A Taut Tale of a Butler And a Mad Scientist who must Build a Crocodile in Ancient China,CLUE GRAIL,27.99,4.99,English,6,70,NC-17
2006,162,,A Taut Tale of a Car And a Pioneer who must Conquer a Sumo Wrestler in An Abandoned Fun House,CLUELESS BUCKET,13.99,2.99,English,4,95,R
2006,163,,A Beautiful Yarn of a Astronaut And a Frisbee who must Overcome a Explorer in A Jet Boat,CLYDE THEORY,29.99,0.99,English,4,139,PG-13
2006,164,,A Astounding Documentary of a Mad Cow And a Pioneer who must Challenge a Butler in The Sahara Desert,COAST RAINBOW,20.99,0.99,English,4,55,PG
2006,165,,A Brilliant Panorama of a Dentist And a Moose who must Find a Student in The Gulf of Mexico,COLDBLOODED DARLING,27.99,4.99,English,7,70,G
2006,166,,A Thoughtful Panorama of a Car And a Crocodile who must Sink a Monkey in The Sahara Desert,COLOR PHILADELPHIA,19.99,2.99,English,6,149,G
2006,167,,A Awe-Inspiring Drama of a Boy And a Frisbee who must Escape a Pastry Chef in California,COMA HEAD,10.99,4.99,English,6,109,NC-17
2006,168,,A Boring Saga of a Lumberjack And a Monkey who must Find a Monkey in The Gulf of Mexico,COMANCHEROS ENEMY,23.99,0.99,English,5,67,R
2006,169,,A Unbelieveable Panorama of a Pioneer And a Husband who must Meet a Mad Cow in An Abandoned Mine Shaft,COMFORTS RUSH,19.99,2.99,English,3,76,NC-17
2006,170,,A Awe-Inspiring Tale of a Forensic Psychologist And a Woman who must Challenge a Database Administrator in Ancient Japan,COMMAND DARLING,28.99,4.99,English,5,120,PG-13
2006,171,,A Fanciful Saga of a Student And a Mad Scientist who must Battle a Hunter in An Abandoned Mine Shaft,COMMANDMENTS EXPRESS,13.99,4.99,English,6,59,R
2006,172,,A Touching Story of a Womanizer And a Composer who must Pursue a Husband in Nigeria,CONEHEADS SMOOCHY,12.99,4.99,English,7,112,NC-17
2006,173,,A Insightful Story of a Car And a Boy who must Battle a Technical Writer in A Baloon,CONFESSIONS MAGUIRE,25.99,4.99,English,7,65,PG-13
2006,174,,A Stunning Reflection of a Cat And a Woman who must Find a Astronaut in Ancient Japan,CONFIDENTIAL INTERVIEW,13.99,4.99,English,6,180,NC-17
2006,175,,A Stunning Epistle of a Cat And a Forensic Psychologist who must Confront a Pioneer in A Baloon,CONFUSED CANDLES,27.99,2.99,English,3,122,PG-13
2006,176,,A Touching Documentary of a Cat And a Pastry Chef who must Find a Lumberjack in A Baloon,CONGENIALITY QUEST,21.99,0.99,English,6,87,PG-13
2006,177,,A Unbelieveable Drama of a Crocodile And a Mad Cow who must Reach a Dentist in A Shark Tank,CONNECTICUT TRAMP,20.99,4.99,English,4,172,R
2006,178,,A Fateful Documentary of a Crocodile And a Husband who must Face a Husband in The First Manned Space Station,CONNECTION MICROCOSMOS,25.99,0.99,English,6,115,G
2006,179,,A Taut Drama of a Mad Scientist And a Man who must Escape a Pioneer in An Abandoned Mine Shaft,CONQUERER NUTS,14.99,4.99,English,4,173,G
