assay_tax_id,assay_tissue,cell_id,variant_id,assay_subcellular_fraction,assay_cell_type,chembl_id,assay_organism,assay_test_type,confidence_score,doc_id,assay_category,description,relationship_type,bao_format,src_assay_id,curated_by,tid,assay_id,assay_strain,src_id,tissue_id,assay_type
,,,,,,CHEMBL615132,,,8,16474,,Concentration that cause 50% activation of human reticulocyte 15-lipoxygenase (15-HLO),H,BAO_0000357,,Autocuration,12054,18,,1,,B
,,,,,,CHEMBL615133,,,8,10091,,Inhibition of partially purified 15-lipoxygenase from human leukocytes,H,BAO_0000019,,Autocuration,12054,19,,1,,B
,,,,,,CHEMBL615134,,,8,16474,,Inhibitory activity against human reticulocyte 15-lipoxygenase (15-HLO),H,BAO_0000357,,Autocuration,12054,20,,1,,B
,,,,,,CHEMBL615135,,,8,16474,,Compound was evaluated for the percent increase in activation concentration of human reticulocyte 15-lipoxygenase (15-HLO),H,BAO_0000357,,Autocuration,12054,21,,1,,B
,,,,,,CHEMBL615136,,,8,16474,,Inhibitory activity against human reticulocyte 15-lipoxygenase (15-HLO),H,BAO_0000357,,Autocuration,12054,22,,1,,B
,,,,,,CHEMBL615137,,,8,16474,,Inhibitory activity against human reticulocyte 15-lipoxygenase (15-HLO); NI is no inhibition,H,BAO_0000357,,Autocuration,12054,23,,1,,B
,,,,,,CHEMBL615138,,,8,16474,,Inhibitory activity against human reticulocyte 15-lipoxygenase (15-HLO); NI is no inhibition,H,BAO_0000357,,Autocuration,12054,24,,1,,B
,,,,,,CHEMBL836324,,,0,14352,,"Inhibitory concentration against 15-lipoxygenase, by inhibiting 15-HETE production by human umbilical vein endothelial cells (HUVEC) stimulated by calcium ionophore A 23187 at concentration of 10e-5 M.",U,BAO_0000219,,Autocuration,22226,25,,1,,B
9986.0,,,,,,CHEMBL615139,Oryctolagus cuniculus,,8,5646,,In vitro inhibitory activity of compound on rabbit reticulocyte 15-lipoxygenase,H,BAO_0000357,,Autocuration,12054,26,,1,,B
9986.0,,,,,,CHEMBL615140,Oryctolagus cuniculus,,8,5646,,Inhibition of rabbit reticulocyte 15-lipoxygenase by compound (30 uM),H,BAO_0000357,,Autocuration,12054,27,,1,,B
,,,,,,CHEMBL615141,,,8,10997,,Inhibitory activity against 15-lipoxygenase in rat polymorphonuclear leukocytes,H,BAO_0000219,,Autocuration,12426,28,,1,,B
3847.0,,,,,,CHEMBL615142,soya bean,,8,6309,,Inhibitory activity against 15-lipoxygenase was determined obtained from soya bean,H,BAO_0000357,,Autocuration,12054,29,,1,,B
3847.0,,,,,,CHEMBL615143,Glycine max,,8,167,,Inhibitory activity against soybean 15-lipoxygenase was evaluated,H,BAO_0000357,,Autocuration,12054,30,,1,,B
3847.0,,,,,,CHEMBL615144,Glycine max,,8,167,,Inhibitory activity against soybean 15-lipoxygenase was evaluated at 100 uM,H,BAO_0000357,,Autocuration,12054,31,,1,,B
3847.0,,,,,,CHEMBL872867,Glycine max,,8,11087,,The compound was tested for the in vitro inhibition of 15-lipoxygenase of soybean at a concentration of 10 uM,H,BAO_0000357,,Autocuration,12054,32,,1,,B
3847.0,,,,,,CHEMBL615145,Glycine max,,8,11087,,The compound was tested for the in vitro inhibition of 15-lipoxygenase of soybean at a concentration of 100 uM,H,BAO_0000357,,Autocuration,12054,33,,1,,B
3847.0,,,,,,CHEMBL615146,Glycine max,,8,13622,,Compound was tested in vitro for inhibition of 15-lipoxygenase soybean,H,BAO_0000357,,Autocuration,12054,34,,1,,B
3847.0,,,,,,CHEMBL615147,Glycine max,,8,13622,,Compound at 100 uM was tested in vitro for inhibition of 15-lipoxygenase soybean,H,BAO_0000357,,Autocuration,12054,35,,1,,B
10116.0,,,,,,CHEMBL615148,Rattus norvegicus,,0,11347,,Inhibition of cytochrome P450 progesterone 16-alpha hydroxylase,U,BAO_0000019,,Autocuration,22226,36,,1,,A
562.0,,,,,,CHEMBL615149,Escherichia coli,,0,5926,,Binding affinity against bacterial 16S rRNA using mass spectrometry based assay,U,BAO_0000019,,Autocuration,22226,37,,1,,B
,,,,,,CHEMBL615150,,,0,4567,,Dissociation constant with dimeric 16S rRNA RNA construct B,U,BAO_0000019,,Autocuration,22226,38,,1,,B
,,,,,,CHEMBL615151,,,3,3782,,Dissociation constant towards 16S rRNA construct A,M,BAO_0000225,,Intermediate,22222,39,,1,,B
,,,,,,CHEMBL615152,,,3,3782,,Dissociation constant towards 16S rRNA construct B,M,BAO_0000225,,Intermediate,22222,40,,1,,B
562.0,,,,,,CHEMBL615153,Escherichia coli,,3,4466,,Binding affinity of aminoglycoside to 16S ribosomal RNA A-site in Escherichia coli,M,BAO_0000225,,Expert,100263,41,,1,,B
562.0,,,,,,CHEMBL615154,Escherichia coli,,3,6592,,Binding affinity for the 16S ribosomal RNA A-site of Escherichia coli,M,BAO_0000225,,Expert,100263,42,,1,,B
,,,,,,CHEMBL615155,,,8,898,,Inhibitory activity against human placenta 17-beta-hydroxysteroid dehydrogenase type 2 (17-beta-HSD type 2),H,BAO_0000019,,Autocuration,13053,43,,1,,B
,,,,,,CHEMBL615156,,,8,898,,Inhibitory constant against human placenta 17-beta-hydroxysteroid dehydrogenase type 2 (17-beta-HSD type 2),H,BAO_0000019,,Autocuration,13053,44,,1,,B
9606.0,,,,,,CHEMBL615157,Homo sapiens,,8,13163,,The compound was tested at a concentration of 1 uM for inhibitory activity against 17 beta-hydroxysteroid dehydrogenase from human placental microsomes,H,BAO_0000019,,Autocuration,20001,45,,1,,B
9606.0,,,,,,CHEMBL615158,Homo sapiens,,8,13163,,The compound was tested at a concentration of 1 uM for inhibitory activity against 17 beta-hydroxysteroid dehydrogenase from human placental microsomes,H,BAO_0000019,,Autocuration,20001,46,,1,,B
10116.0,,,,,,CHEMBL615159,Rattus norvegicus,,9,10691,,"Inhibition of 17-alpha-hydroxylase/17,20 lyase from rat testes microsomal preparation",D,BAO_0000019,,Expert,12971,47,,1,,B
10116.0,,,,,,CHEMBL615172,Rattus norvegicus,,9,10691,,"Inhibition of 17-alpha-hydroxylase/17,20 lyase from rat testes microsomal preparation",D,BAO_0000019,,Expert,12971,48,,1,,B
10116.0,,,,,,CHEMBL615173,Rattus norvegicus,,9,10691,,"Percent inhibition of 17-alpha-hydroxylase/17,20 lyase of rat testes microsomes at 100 uM",D,BAO_0000019,,Expert,12971,49,,1,,B
10116.0,,,,,,CHEMBL615174,Rattus norvegicus,,9,10691,,"Percent inhibition of Steroid 17-alpha-hydroxylase/17,20 lyase of rat testes microsomes at 100 uM",D,BAO_0000019,,Expert,12971,50,,1,,B
,,,,,,CHEMBL884518,,,8,898,,Inhibitory activity against human placenta 17-beta-hydroxysteroid dehydrogenase type 2 (17-beta-HSD type 2),H,BAO_0000019,,Autocuration,13053,51,,1,,B
,,,,,,CHEMBL615175,,,8,912,,Compound was tested for the inhibition of 17-beta-hydroxysteroid dehydrogenase type 1(17-beta-HSD type 1),H,BAO_0000357,,Autocuration,11512,52,,1,,B
,,,,,,CHEMBL615176,,,8,912,,Compound was tested for the inhibition of 17-beta-hydroxysteroid dehydrogenase type 1(17-beta-HSD type 1) at 1 uM concentration,H,BAO_0000357,,Autocuration,11512,53,,1,,B
,,,,,,CHEMBL615177,,,8,912,,Compound was tested for the inhibition of 17-beta-hydroxysteroid dehydrogenase type 1(17-beta-HSD type 1) at 10 uM concentration,H,BAO_0000357,,Autocuration,11512,54,,1,,B
10116.0,,,,Membranes,,CHEMBL615178,Rattus norvegicus,,5,15103,,Selectivity ratio of binding affinity towards mu to delta receptors of rat brain membranes,D,BAO_0000249,,Autocuration,104740,55,,1,,B
9606.0,,506.0,,,1A9,CHEMBL615179,Homo sapiens,,1,5116,,Cytotoxicity against ovarian cancer cell line (1A-9) of humans was determined,N,BAO_0000219,,Intermediate,80002,56,,1,,F
10116.0,,,,,Oocytes,CHEMBL615180,Rattus norvegicus,,7,14578,,Functional antagonism by electrical assays in Xenopus oocytes expressing 1A/2A NMDA receptor subtype,D,BAO_0000219,,Autocuration,104835,57,,1,,F
10116.0,,,,,Oocytes,CHEMBL615181,Rattus norvegicus,,7,14578,,Functional antagonism by electrical assays in Xenopus oocytes expressing the 1A/2B NMDA receptor,D,BAO_0000219,,Autocuration,104821,58,,1,,F
10116.0,,,,,Oocytes,CHEMBL615182,Rattus norvegicus,,7,14578,,Functional antagonism by electrical assays in Xenopus oocytes expressing the 1A/2C NMDA receptor,D,BAO_0000219,,Autocuration,104848,59,,1,,F
9606.0,,506.0,,,1A9,CHEMBL615183,Homo sapiens,,1,4787,,In vitro effective concentration required to reduce the number of human ovarian cancer (1A9) after 3-day incubation,N,BAO_0000219,,Expert,80002,60,,1,,F
9606.0,,506.0,,,1A9,CHEMBL615184,Homo sapiens,,1,4787,,In vitro effective concentration required to reduce the number of human ovarian cancer cells (1A9) after 3-day incubation,N,BAO_0000219,,Intermediate,80002,61,,1,,F
9606.0,,506.0,,,1A9,CHEMBL615185,Homo sapiens,,1,3547,,Cytotoxic activity against human ovarian cancer (1A9) cell line,N,BAO_0000219,,Intermediate,80002,62,,1,,F
9606.0,,506.0,,,1A9,CHEMBL615186,Homo sapiens,,1,3547,,Cytotoxic activity against human ovarian cancer (1A9) cell line; ND=Not determined,N,BAO_0000219,,Intermediate,80002,63,,1,,F
9606.0,,506.0,,,1A9,CHEMBL615187,Homo sapiens,,1,6726,,Effective dose of compound against replication of 1A9 cell line was evaluated,N,BAO_0000219,,Intermediate,80002,64,,1,,F
9606.0,,506.0,,,1A9,CHEMBL885343,Homo sapiens,,1,3455,,In vitro cytotoxic activity was determined against ovarian cancer (1A9) cell line,N,BAO_0000219,,Expert,80002,65,,1,,F
9606.0,,506.0,,,1A9,CHEMBL615188,Homo sapiens,,1,5726,,In vitro cytotoxicity evaluated against human ovarian cancer (1A9 cell line),N,BAO_0000219,,Intermediate,80002,66,,1,,F
9606.0,,506.0,,,1A9,CHEMBL615189,Homo sapiens,,1,5726,,In vitro cytotoxicity evaluated against human ovarian cancer (1A9 cell line); NA is not active,N,BAO_0000219,,Intermediate,80002,67,,1,,F
9606.0,,506.0,,,1A9,CHEMBL615190,Homo sapiens,,1,5726,,In vitro percent inhibition evaluated against human ovarian cancer (1A9 cell line) at >20 ug/mL,N,BAO_0000219,,Intermediate,80002,68,,1,,F
9606.0,,506.0,,,1A9,CHEMBL615191,Homo sapiens,,1,3395,,Inhibitory activity against Taxol resistant 1A9 cell lines,N,BAO_0000219,,Intermediate,80002,69,,1,,F
9606.0,,506.0,,,1A9,CHEMBL615192,Homo sapiens,,1,3415,,Cytotoxicity against human ovarian cancer (1A9) cell lines.,N,BAO_0000219,,Expert,80002,70,,1,,F
9606.0,,506.0,,,1A9,CHEMBL827083,Homo sapiens,,1,3415,,Percentage inhibition of human ovarian cancer (1A9) cell lines.,N,BAO_0000219,,Expert,80002,71,,1,,F
9606.0,,506.0,,,1A9,CHEMBL615193,Homo sapiens,,1,17099,,Effective dose required for inhibitory activity against 1A9 human tumor cell line.,N,BAO_0000219,,Expert,80002,72,,1,,F
9606.0,,506.0,,,1A9,CHEMBL615194,Homo sapiens,,1,17099,,Percent inhibition against 1A9 human tumor cell line at 0.10 ug/mL,N,BAO_0000219,,Intermediate,80002,73,,1,,F
9606.0,,506.0,,,1A9,CHEMBL615195,Homo sapiens,,1,17099,,Percent inhibition against 1A9 human tumor cell line at <0.00008 ug/mL,N,BAO_0000219,,Intermediate,80002,74,,1,,F
9606.0,,506.0,,,1A9,CHEMBL615196,Homo sapiens,,1,17099,,Percent inhibition against 1A9 human tumor cell line at >10 ug/mL,N,BAO_0000219,,Intermediate,80002,75,,1,,F
9606.0,,503.0,,,Jurkat,CHEMBL615197,Homo sapiens,,1,17721,,Inhibitory concentration against Jurkat cells,N,BAO_0000219,,Intermediate,81072,76,,1,,F
,,,,,,CHEMBL615198,,,0,1229,,In vitro anticancer activity against 2 NCI SCLC cell lines; inactive,U,BAO_0000019,,Intermediate,22226,77,,1,,F
10116.0,,,,,,CHEMBL615199,Rattus norvegicus,,9,11347,,Inhibition of cytochrome P450 progesterone 2-alpha-hydroxylase,D,BAO_0000357,,Expert,100121,78,,1,,A
,,,,,,CHEMBL615200,,,8,17117,,"In vitro inhibition of human 2,3-oxidosqualene cyclase.",H,BAO_0000357,,Expert,11231,79,,1,,B
,,,,,,CHEMBL615201,,,8,17117,,"In vitro inhibition of human 2,3-oxidosqualene cyclase.",H,BAO_0000357,,Expert,11231,80,,1,,B
,,,,,,CHEMBL615202,,,8,17117,,"In vitro inhibition of human 2,3-oxidosqualene cyclase at 100 nM.",H,BAO_0000357,,Expert,11231,81,,1,,B
5476.0,,,,Microsomes,,CHEMBL615203,Candida albicans,,8,11375,,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene cyclase in Candida albicans microsomes",H,BAO_0000251,,Autocuration,11231,82,,1,,B
5476.0,,,,Microsomes,,CHEMBL615204,Candida albicans,,8,11375,,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in Candida albicans microsomes",H,BAO_0000251,,Autocuration,11231,83,,1,,B
4932.0,,,,Microsomes,,CHEMBL615205,Saccharomyces cerevisiae,,8,11375,,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene cyclase in Saccharomyces cerevisiae microsomes",H,BAO_0000251,,Autocuration,11231,84,,1,,B
4932.0,,,,Microsomes,,CHEMBL615206,Saccharomyces cerevisiae,,8,11375,,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in Saccharomyces cerevisiae microsomes",H,BAO_0000251,,Autocuration,11231,85,,1,,B
9823.0,Liver,,,Microsomes,,CHEMBL615207,Sus scrofa,,8,11375,,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in pig liver microsomes",H,BAO_0000251,,Autocuration,12083,86,,1,2107.0,B
10116.0,,,,,,CHEMBL827084,Rattus norvegicus,,8,791,,"Concentration required to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase",H,BAO_0000019,,Autocuration,11231,87,,1,,B
10116.0,,,,,,CHEMBL615208,Rattus norvegicus,,8,791,,"Concentration required to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase (OSC)",H,BAO_0000019,,Autocuration,11231,88,,1,,B
10116.0,,,,,,CHEMBL615209,Rattus norvegicus,,8,791,,"Evaluated for its activity to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase, activity expressed as Ki",H,BAO_0000019,,Autocuration,11231,89,,1,,B
10116.0,Liver,,,Microsomes,,CHEMBL615210,Rattus norvegicus,,9,11375,,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene cyclase in rat liver microsomes",D,BAO_0000251,,Autocuration,12083,90,,1,2107.0,B
10116.0,Liver,,,Microsomes,,CHEMBL615211,Rattus norvegicus,,9,11375,,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in rat liver microsomes",D,BAO_0000251,,Autocuration,12083,91,,1,2107.0,B
10116.0,Liver,,,Microsomes,,CHEMBL615212,Rattus norvegicus,,9,153,,"Compound was evaluated for inhibitory activity against 2,3-oxidosqualene-lanosterol cyclase in rat liver microsomes",D,BAO_0000251,,Autocuration,12083,92,,1,2107.0,B
,,,,,,CHEMBL615213,,,8,8269,,Molar concentration needed to give 50% prevention of 2-5A (Adenosine dependent endoribonuclease),H,BAO_0000357,,Expert,11377,93,,1,,B
,,,,,,CHEMBL615273,,,8,8269,,Molar concentration required to displace 50% of the radiolabeled probe from 2-5A (Adenosine dependent endoribonuclease) in endonuclease-nitrocellulose complex,H,BAO_0000357,,Expert,11377,94,,1,,B
9606.0,,726.0,,,HepG2,CHEMBL615274,Homo sapiens,,1,17653,,In vitro cytotoxic concentration required to inhibit hepatitisB virus (HBV) replication in 2.2.15 cell line,N,BAO_0000219,,Expert,81020,95,,1,,F
9606.0,,726.0,,,HepG2,CHEMBL615275,Homo sapiens,,1,14277,,50% Effective concentration of compound required for inhibiting intracellular viral replicative intermediate DNA in HBV-transfected 2.2.15 cell line.,N,BAO_0000219,,Intermediate,81020,96,,1,,F
9606.0,,726.0,,,HepG2,CHEMBL615276,Homo sapiens,,1,1717,,Antiviral activity against Hepatitis B virus in 2.2.15 cell line,N,BAO_0000219,,Intermediate,81020,97,,1,,F
9606.0,,726.0,,,HepG2,CHEMBL615277,Homo sapiens,,1,14091,,In vitro effective concentration against hepatitis B virus was determined in 2.2.15 cells,N,BAO_0000219,,Intermediate,81020,98,,1,,F
9606.0,,726.0,,,HepG2,CHEMBL615326,Homo sapiens,,1,14091,,In vitro effective concentration against hepatitis B virus was determined in 2.2.15 cells; Not determined,N,BAO_0000219,,Intermediate,81020,99,,1,,F
10407.0,,,,,,CHEMBL883130,Hepatitis B virus,,1,17653,,In vitro effective concentration required to inhibit hepatitisB virus (HBV) replication in 2.2.15 cell line,N,BAO_0000218,,Expert,50606,100,,1,,F
9606.0,,726.0,,,HepG2,CHEMBL884519,Homo sapiens,,1,13105,,Ability to inhibit the episomal HBV-DNA in 2.2.15 cells.,N,BAO_0000219,,Intermediate,81020,101,,1,,F
9606.0,,726.0,,,HepG2,CHEMBL615327,Homo sapiens,,1,1717,,Concentration required to inhibit 50% of 2.2.15 cell line,N,BAO_0000219,,Intermediate,81020,102,,1,,F
9606.0,,726.0,,,HepG2,CHEMBL615328,Homo sapiens,,1,13105,,Anti viral activity against 2.2.15 cells (concentration required to reduce the log phase cell growth by 50%).,N,BAO_0000219,,Intermediate,81020,103,,1,,A
9606.0,,,,,2.2.15,CHEMBL615329,Homo sapiens,,1,13600,,Cytotoxic activity of compound against uninfected 2.2.15 cells.,N,BAO_0000218,,Intermediate,50587,104,,1,,F
9606.0,,,,,2.2.15,CHEMBL615330,Homo sapiens,,1,13467,,Anti hepatitis-B virus activity was evaluated in 2.2.15 cells.,N,BAO_0000218,,Intermediate,50587,105,,1,,F
10407.0,,,,,2.2.15,CHEMBL615331,Hepatitis B virus,,1,17477,,"Inhibition of the replication of HBV in 2.2.15 cells, by DNA hybridization assay",N,BAO_0000218,,Expert,50606,106,,1,,F
9606.0,,,,,2.2.15,CHEMBL615332,Homo sapiens,,1,1593,,In vitro anti-HBV activity in 2.2.15 cells,N,BAO_0000218,,Intermediate,50587,107,,1,,F
9606.0,,,,,2.2.15,CHEMBL615333,Homo sapiens,,1,1593,,In vitro anti-HBV activity in 2.2.15 cells; Not determined,N,BAO_0000218,,Intermediate,50587,108,,1,,F
9606.0,,,,,2.2.15,CHEMBL615334,Homo sapiens,,1,15089,,The compound was tested in vitro for the anti-HBV activity against 2.2.15 cells,N,BAO_0000218,,Intermediate,50587,109,,1,,F
9606.0,,,,,2.2.15,CHEMBL615335,Homo sapiens,,1,15089,,The compound was tested in vitro for the anti-HBV activity in 2.2.15 cells,N,BAO_0000218,,Intermediate,50587,110,,1,,F
9606.0,,,,,2.2.15,CHEMBL615336,Homo sapiens,,1,1593,,Cytotoxicity in 2.2.15 cells,N,BAO_0000218,,Intermediate,50587,111,,1,,F
9606.0,,,,,2.2.15,CHEMBL615337,Homo sapiens,,1,1593,,Cytotoxicity in 2.2.15 cells; Not determined,N,BAO_0000218,,Intermediate,50587,112,,1,,F
9606.0,,,,,2.2.15,CHEMBL615338,Homo sapiens,,1,13600,,Inhibitory activity of compound against hepatitis B virus (HBV) in growing cultures of 2.2.15 cells,N,BAO_0000218,,Intermediate,50587,113,,1,,F
9606.0,,,,,2.2.15,CHEMBL615339,Homo sapiens,,1,13467,,The growth inhibition activity for the compound was evaluated in 2.2.15 cells.,N,BAO_0000218,,Intermediate,50587,114,,1,,F
9606.0,,,,,2.2.15,CHEMBL615340,Homo sapiens,,1,13467,,Selectivity index was determined from the ratio of IC50 to the EC50 values evaluated in 2.2.15 cells.,N,BAO_0000218,,Intermediate,50587,115,,1,,F
9606.0,,726.0,,,HepG2,CHEMBL615341,Homo sapiens,,1,14764,,Antiviral activity against HBV was determined in 2.215 cell line,N,BAO_0000219,,Intermediate,81020,116,,1,,F
9606.0,,,,Microsomes,,CHEMBL615342,Homo sapiens,,0,6531,,Inhibition of 20-HETE synthesis in human renal microsomes,U,BAO_0000251,,Autocuration,22226,117,,1,,B
,,,,,,CHEMBL615343,,,0,17322,,Inhibitory activity against 20-HETE production from arachidonic acid using human renal microsome 20-HETE synthase.,U,BAO_0000019,,Autocuration,22226,118,,1,,B
9606.0,,388.0,,,2008,CHEMBL615344,Homo sapiens,,1,17072,,Inhibitory concentration against 2008 (ovarian) cells,N,BAO_0000219,,Intermediate,80612,119,,1,,F
9606.0,,388.0,,,2008,CHEMBL615345,Homo sapiens,,1,16936,,50% Growth inhibitory concentration( GI 50 ) by using 2008 human ovarian carcinoma cell lines.,N,BAO_0000219,,Intermediate,80612,120,,1,,F
9606.0,,388.0,,,2008,CHEMBL615346,Homo sapiens,,1,16936,,Compound was tested for 50% growth inhibitory concentration by using human ovarian carcinoma cell lines (2008),N,BAO_0000219,,Intermediate,80612,121,,1,,F
9606.0,,388.0,,,2008,CHEMBL615347,Homo sapiens,,1,17146,,Direct cytotoxicity against the selected tumor cell line 2008 was determined especially on ovarian adenocarcinoma derived cells,N,BAO_0000219,,Intermediate,80612,122,,1,,F
9606.0,,388.0,,,2008,CHEMBL615348,Homo sapiens,,1,17146,,Direct cytotoxicity against the selected tumor cell line 2008 was determined especially on ovarian adenocarcinoma derived cells; not detected,N,BAO_0000219,,Intermediate,80612,123,,1,,F
9606.0,,561.0,,,2008/R,CHEMBL827085,Homo sapiens,,1,10797,,In vitro inhibition of 2008/R ovarian cancer cell line,N,BAO_0000219,,Intermediate,80613,124,,1,,F
9606.0,,561.0,,,2008/R,CHEMBL615349,Homo sapiens,,1,10797,,In vitro inhibition of 2008/R ovarian cancer cell line; NA= Not achievable,N,BAO_0000219,,Intermediate,80613,125,,1,,F
9606.0,,389.0,,,2008/S,CHEMBL615350,Homo sapiens,,1,10797,,In vitro inhibition of 2008/S ovarian cancer cell line,N,BAO_0000219,,Intermediate,80614,126,,1,,F
9606.0,,389.0,,,2008/S,CHEMBL615351,Homo sapiens,,1,10797,,In vitro inhibition of 2008/S ovarian cancer cell line; NA= Not achievable,N,BAO_0000219,,Intermediate,80614,127,,1,,F
9606.0,,,,,,CHEMBL615352,Homo sapiens,,2,4823,,Tested in vitro for inhibition of chymotrypsin like activity of purified human 20S proteasome,S,BAO_0000220,,Expert,100256,128,,1,,B
9606.0,,,,,,CHEMBL615353,Homo sapiens,,2,12912,,Compound was evaluated for inhibitory activity against 20S proteasome from human liver and brain,S,BAO_0000220,,Intermediate,100256,129,,1,,B
,,,,,,CHEMBL615354,,,2,2957,,Inhibition of chymotrypsin-like activity of 20S proteasome,S,BAO_0000220,,Expert,100256,130,,1,,B
,,,,,,CHEMBL615355,,,2,2957,,Inhibition of chymotrypsin-like activity of 20S proteasome; value ranges from 10-20 uM,S,BAO_0000220,,Expert,100256,131,,1,,B
,,,,,,CHEMBL615356,,,2,3260,,Inhibitory activity against 20S proteosome,S,BAO_0000220,,Intermediate,100256,132,,1,,B
9606.0,,,,,,CHEMBL615357,Homo sapiens,,0,3451,,Compound was tested for inhibitory activity against tryptase,U,BAO_0000019,,Autocuration,22226,133,,1,,B
9606.0,,726.0,,,HepG2,CHEMBL615358,Homo sapiens,,1,13885,,Concentration required to inhibit 50% of extracellular circular replication of HBV DNA using 2215 cell line,N,BAO_0000219,,Intermediate,81020,134,,1,,F
9606.0,,726.0,,,HepG2,CHEMBL827086,Homo sapiens,,1,13885,,Concentration required to inhibit 50% of intracellular circular replication of HBV DNA using 2215 cell line,N,BAO_0000219,,Intermediate,81020,135,,1,,F
,,,,,,CHEMBL615359,,,0,3676,,Compound was tested for the inhibition of Alpha-glucosidase,U,BAO_0000019,,Autocuration,22226,136,,1,,B
,,,,,,CHEMBL615360,,,8,6043,,Inhibitory concentration against human neutrophil elastase (HNE),H,BAO_0000357,,Autocuration,235,137,,1,,B
10116.0,Heart,,,,,CHEMBL615361,Rattus norvegicus,,0,11140,,Change in heart rate was expressed in percent at at a dose 0.002 mg/kg iv in anesthetized rat,U,BAO_0000218,,Autocuration,22226,138,,1,948.0,F
