cell_id,assay_tissue,assay_organism,curated_by,src_id,tid,assay_type,relationship_type,assay_test_type,variant_id,tissue_id,confidence_score,chembl_id,assay_category,assay_tax_id,assay_id,src_assay_id,description,assay_subcellular_fraction,doc_id,assay_strain,assay_cell_type,bao_format
,,,Autocuration,1,12054,B,H,,,,8,CHEMBL615138,,,24,,Inhibitory activity against human reticulocyte 15-lipoxygenase (15-HLO); NI is no inhibition,,16474,,,BAO_0000357
,,,Autocuration,1,22226,B,U,,,,0,CHEMBL836324,,,25,,"Inhibitory concentration against 15-lipoxygenase, by inhibiting 15-HETE production by human umbilical vein endothelial cells (HUVEC) stimulated by calcium ionophore A 23187 at concentration of 10e-5 M.",,14352,,,BAO_0000219
,,Oryctolagus cuniculus,Autocuration,1,12054,B,H,,,,8,CHEMBL615139,,9986.0,26,,In vitro inhibitory activity of compound on rabbit reticulocyte 15-lipoxygenase,,5646,,,BAO_0000357
,,Oryctolagus cuniculus,Autocuration,1,12054,B,H,,,,8,CHEMBL615140,,9986.0,27,,Inhibition of rabbit reticulocyte 15-lipoxygenase by compound (30 uM),,5646,,,BAO_0000357
,,,Autocuration,1,12426,B,H,,,,8,CHEMBL615141,,,28,,Inhibitory activity against 15-lipoxygenase in rat polymorphonuclear leukocytes,,10997,,,BAO_0000219
,,soya bean,Autocuration,1,12054,B,H,,,,8,CHEMBL615142,,3847.0,29,,Inhibitory activity against 15-lipoxygenase was determined obtained from soya bean,,6309,,,BAO_0000357
,,Glycine max,Autocuration,1,12054,B,H,,,,8,CHEMBL615143,,3847.0,30,,Inhibitory activity against soybean 15-lipoxygenase was evaluated,,167,,,BAO_0000357
,,Glycine max,Autocuration,1,12054,B,H,,,,8,CHEMBL615144,,3847.0,31,,Inhibitory activity against soybean 15-lipoxygenase was evaluated at 100 uM,,167,,,BAO_0000357
,,Glycine max,Autocuration,1,12054,B,H,,,,8,CHEMBL872867,,3847.0,32,,The compound was tested for the in vitro inhibition of 15-lipoxygenase of soybean at a concentration of 10 uM,,11087,,,BAO_0000357
,,Glycine max,Autocuration,1,12054,B,H,,,,8,CHEMBL615145,,3847.0,33,,The compound was tested for the in vitro inhibition of 15-lipoxygenase of soybean at a concentration of 100 uM,,11087,,,BAO_0000357
,,Glycine max,Autocuration,1,12054,B,H,,,,8,CHEMBL615146,,3847.0,34,,Compound was tested in vitro for inhibition of 15-lipoxygenase soybean,,13622,,,BAO_0000357
,,Glycine max,Autocuration,1,12054,B,H,,,,8,CHEMBL615147,,3847.0,35,,Compound at 100 uM was tested in vitro for inhibition of 15-lipoxygenase soybean,,13622,,,BAO_0000357
,,Rattus norvegicus,Autocuration,1,22226,A,U,,,,0,CHEMBL615148,,10116.0,36,,Inhibition of cytochrome P450 progesterone 16-alpha hydroxylase,,11347,,,BAO_0000019
,,Escherichia coli,Autocuration,1,22226,B,U,,,,0,CHEMBL615149,,562.0,37,,Binding affinity against bacterial 16S rRNA using mass spectrometry based assay,,5926,,,BAO_0000019
,,,Autocuration,1,22226,B,U,,,,0,CHEMBL615150,,,38,,Dissociation constant with dimeric 16S rRNA RNA construct B,,4567,,,BAO_0000019
,,,Intermediate,1,22222,B,M,,,,3,CHEMBL615151,,,39,,Dissociation constant towards 16S rRNA construct A,,3782,,,BAO_0000225
,,,Intermediate,1,22222,B,M,,,,3,CHEMBL615152,,,40,,Dissociation constant towards 16S rRNA construct B,,3782,,,BAO_0000225
,,Escherichia coli,Expert,1,100263,B,M,,,,3,CHEMBL615153,,562.0,41,,Binding affinity of aminoglycoside to 16S ribosomal RNA A-site in Escherichia coli,,4466,,,BAO_0000225
,,Escherichia coli,Expert,1,100263,B,M,,,,3,CHEMBL615154,,562.0,42,,Binding affinity for the 16S ribosomal RNA A-site of Escherichia coli,,6592,,,BAO_0000225
,,,Autocuration,1,13053,B,H,,,,8,CHEMBL615155,,,43,,Inhibitory activity against human placenta 17-beta-hydroxysteroid dehydrogenase type 2 (17-beta-HSD type 2),,898,,,BAO_0000019
,,,Autocuration,1,13053,B,H,,,,8,CHEMBL615156,,,44,,Inhibitory constant against human placenta 17-beta-hydroxysteroid dehydrogenase type 2 (17-beta-HSD type 2),,898,,,BAO_0000019
,,Homo sapiens,Autocuration,1,20001,B,H,,,,8,CHEMBL615157,,9606.0,45,,The compound was tested at a concentration of 1 uM for inhibitory activity against 17 beta-hydroxysteroid dehydrogenase from human placental microsomes,,13163,,,BAO_0000019
,,Homo sapiens,Autocuration,1,20001,B,H,,,,8,CHEMBL615158,,9606.0,46,,The compound was tested at a concentration of 1 uM for inhibitory activity against 17 beta-hydroxysteroid dehydrogenase from human placental microsomes,,13163,,,BAO_0000019
,,Rattus norvegicus,Expert,1,12971,B,D,,,,9,CHEMBL615159,,10116.0,47,,"Inhibition of 17-alpha-hydroxylase/17,20 lyase from rat testes microsomal preparation",,10691,,,BAO_0000019
,,Rattus norvegicus,Expert,1,12971,B,D,,,,9,CHEMBL615172,,10116.0,48,,"Inhibition of 17-alpha-hydroxylase/17,20 lyase from rat testes microsomal preparation",,10691,,,BAO_0000019
,,Rattus norvegicus,Expert,1,12971,B,D,,,,9,CHEMBL615173,,10116.0,49,,"Percent inhibition of 17-alpha-hydroxylase/17,20 lyase of rat testes microsomes at 100 uM",,10691,,,BAO_0000019
,,Rattus norvegicus,Expert,1,12971,B,D,,,,9,CHEMBL615174,,10116.0,50,,"Percent inhibition of Steroid 17-alpha-hydroxylase/17,20 lyase of rat testes microsomes at 100 uM",,10691,,,BAO_0000019
,,,Autocuration,1,13053,B,H,,,,8,CHEMBL884518,,,51,,Inhibitory activity against human placenta 17-beta-hydroxysteroid dehydrogenase type 2 (17-beta-HSD type 2),,898,,,BAO_0000019
,,,Autocuration,1,11512,B,H,,,,8,CHEMBL615175,,,52,,Compound was tested for the inhibition of 17-beta-hydroxysteroid dehydrogenase type 1(17-beta-HSD type 1),,912,,,BAO_0000357
,,,Autocuration,1,11512,B,H,,,,8,CHEMBL615176,,,53,,Compound was tested for the inhibition of 17-beta-hydroxysteroid dehydrogenase type 1(17-beta-HSD type 1) at 1 uM concentration,,912,,,BAO_0000357
,,,Autocuration,1,11512,B,H,,,,8,CHEMBL615177,,,54,,Compound was tested for the inhibition of 17-beta-hydroxysteroid dehydrogenase type 1(17-beta-HSD type 1) at 10 uM concentration,,912,,,BAO_0000357
,,Rattus norvegicus,Autocuration,1,104740,B,D,,,,5,CHEMBL615178,,10116.0,55,,Selectivity ratio of binding affinity towards mu to delta receptors of rat brain membranes,Membranes,15103,,,BAO_0000249
506.0,,Homo sapiens,Intermediate,1,80002,F,N,,,,1,CHEMBL615179,,9606.0,56,,Cytotoxicity against ovarian cancer cell line (1A-9) of humans was determined,,5116,,1A9,BAO_0000219
,,Rattus norvegicus,Autocuration,1,104835,F,D,,,,7,CHEMBL615180,,10116.0,57,,Functional antagonism by electrical assays in Xenopus oocytes expressing 1A/2A NMDA receptor subtype,,14578,,Oocytes,BAO_0000219
,,Rattus norvegicus,Autocuration,1,104821,F,D,,,,7,CHEMBL615181,,10116.0,58,,Functional antagonism by electrical assays in Xenopus oocytes expressing the 1A/2B NMDA receptor,,14578,,Oocytes,BAO_0000219
,,Rattus norvegicus,Autocuration,1,104848,F,D,,,,7,CHEMBL615182,,10116.0,59,,Functional antagonism by electrical assays in Xenopus oocytes expressing the 1A/2C NMDA receptor,,14578,,Oocytes,BAO_0000219
506.0,,Homo sapiens,Expert,1,80002,F,N,,,,1,CHEMBL615183,,9606.0,60,,In vitro effective concentration required to reduce the number of human ovarian cancer (1A9) after 3-day incubation,,4787,,1A9,BAO_0000219
506.0,,Homo sapiens,Intermediate,1,80002,F,N,,,,1,CHEMBL615184,,9606.0,61,,In vitro effective concentration required to reduce the number of human ovarian cancer cells (1A9) after 3-day incubation,,4787,,1A9,BAO_0000219
506.0,,Homo sapiens,Intermediate,1,80002,F,N,,,,1,CHEMBL615185,,9606.0,62,,Cytotoxic activity against human ovarian cancer (1A9) cell line,,3547,,1A9,BAO_0000219
506.0,,Homo sapiens,Intermediate,1,80002,F,N,,,,1,CHEMBL615186,,9606.0,63,,Cytotoxic activity against human ovarian cancer (1A9) cell line; ND=Not determined,,3547,,1A9,BAO_0000219
506.0,,Homo sapiens,Intermediate,1,80002,F,N,,,,1,CHEMBL615187,,9606.0,64,,Effective dose of compound against replication of 1A9 cell line was evaluated,,6726,,1A9,BAO_0000219
506.0,,Homo sapiens,Expert,1,80002,F,N,,,,1,CHEMBL885343,,9606.0,65,,In vitro cytotoxic activity was determined against ovarian cancer (1A9) cell line,,3455,,1A9,BAO_0000219
506.0,,Homo sapiens,Intermediate,1,80002,F,N,,,,1,CHEMBL615188,,9606.0,66,,In vitro cytotoxicity evaluated against human ovarian cancer (1A9 cell line),,5726,,1A9,BAO_0000219
506.0,,Homo sapiens,Intermediate,1,80002,F,N,,,,1,CHEMBL615189,,9606.0,67,,In vitro cytotoxicity evaluated against human ovarian cancer (1A9 cell line); NA is not active,,5726,,1A9,BAO_0000219
506.0,,Homo sapiens,Intermediate,1,80002,F,N,,,,1,CHEMBL615190,,9606.0,68,,In vitro percent inhibition evaluated against human ovarian cancer (1A9 cell line) at >20 ug/mL,,5726,,1A9,BAO_0000219
506.0,,Homo sapiens,Intermediate,1,80002,F,N,,,,1,CHEMBL615191,,9606.0,69,,Inhibitory activity against Taxol resistant 1A9 cell lines,,3395,,1A9,BAO_0000219
506.0,,Homo sapiens,Expert,1,80002,F,N,,,,1,CHEMBL615192,,9606.0,70,,Cytotoxicity against human ovarian cancer (1A9) cell lines.,,3415,,1A9,BAO_0000219
506.0,,Homo sapiens,Expert,1,80002,F,N,,,,1,CHEMBL827083,,9606.0,71,,Percentage inhibition of human ovarian cancer (1A9) cell lines.,,3415,,1A9,BAO_0000219
506.0,,Homo sapiens,Expert,1,80002,F,N,,,,1,CHEMBL615193,,9606.0,72,,Effective dose required for inhibitory activity against 1A9 human tumor cell line.,,17099,,1A9,BAO_0000219
506.0,,Homo sapiens,Intermediate,1,80002,F,N,,,,1,CHEMBL615194,,9606.0,73,,Percent inhibition against 1A9 human tumor cell line at 0.10 ug/mL,,17099,,1A9,BAO_0000219
506.0,,Homo sapiens,Intermediate,1,80002,F,N,,,,1,CHEMBL615195,,9606.0,74,,Percent inhibition against 1A9 human tumor cell line at <0.00008 ug/mL,,17099,,1A9,BAO_0000219
506.0,,Homo sapiens,Intermediate,1,80002,F,N,,,,1,CHEMBL615196,,9606.0,75,,Percent inhibition against 1A9 human tumor cell line at >10 ug/mL,,17099,,1A9,BAO_0000219
503.0,,Homo sapiens,Intermediate,1,81072,F,N,,,,1,CHEMBL615197,,9606.0,76,,Inhibitory concentration against Jurkat cells,,17721,,Jurkat,BAO_0000219
,,,Intermediate,1,22226,F,U,,,,0,CHEMBL615198,,,77,,In vitro anticancer activity against 2 NCI SCLC cell lines; inactive,,1229,,,BAO_0000019
,,Rattus norvegicus,Expert,1,100121,A,D,,,,9,CHEMBL615199,,10116.0,78,,Inhibition of cytochrome P450 progesterone 2-alpha-hydroxylase,,11347,,,BAO_0000357
,,,Expert,1,11231,B,H,,,,8,CHEMBL615200,,,79,,"In vitro inhibition of human 2,3-oxidosqualene cyclase.",,17117,,,BAO_0000357
,,,Expert,1,11231,B,H,,,,8,CHEMBL615201,,,80,,"In vitro inhibition of human 2,3-oxidosqualene cyclase.",,17117,,,BAO_0000357
,,,Expert,1,11231,B,H,,,,8,CHEMBL615202,,,81,,"In vitro inhibition of human 2,3-oxidosqualene cyclase at 100 nM.",,17117,,,BAO_0000357
,,Candida albicans,Autocuration,1,11231,B,H,,,,8,CHEMBL615203,,5476.0,82,,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene cyclase in Candida albicans microsomes",Microsomes,11375,,,BAO_0000251
,,Candida albicans,Autocuration,1,11231,B,H,,,,8,CHEMBL615204,,5476.0,83,,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in Candida albicans microsomes",Microsomes,11375,,,BAO_0000251
,,Saccharomyces cerevisiae,Autocuration,1,11231,B,H,,,,8,CHEMBL615205,,4932.0,84,,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene cyclase in Saccharomyces cerevisiae microsomes",Microsomes,11375,,,BAO_0000251
,,Saccharomyces cerevisiae,Autocuration,1,11231,B,H,,,,8,CHEMBL615206,,4932.0,85,,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in Saccharomyces cerevisiae microsomes",Microsomes,11375,,,BAO_0000251
,Liver,Sus scrofa,Autocuration,1,12083,B,H,,,2107.0,8,CHEMBL615207,,9823.0,86,,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in pig liver microsomes",Microsomes,11375,,,BAO_0000251
,,Rattus norvegicus,Autocuration,1,11231,B,H,,,,8,CHEMBL827084,,10116.0,87,,"Concentration required to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase",,791,,,BAO_0000019
,,Rattus norvegicus,Autocuration,1,11231,B,H,,,,8,CHEMBL615208,,10116.0,88,,"Concentration required to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase (OSC)",,791,,,BAO_0000019
,,Rattus norvegicus,Autocuration,1,11231,B,H,,,,8,CHEMBL615209,,10116.0,89,,"Evaluated for its activity to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase, activity expressed as Ki",,791,,,BAO_0000019
,Liver,Rattus norvegicus,Autocuration,1,12083,B,D,,,2107.0,9,CHEMBL615210,,10116.0,90,,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene cyclase in rat liver microsomes",Microsomes,11375,,,BAO_0000251
,Liver,Rattus norvegicus,Autocuration,1,12083,B,D,,,2107.0,9,CHEMBL615211,,10116.0,91,,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in rat liver microsomes",Microsomes,11375,,,BAO_0000251
,Liver,Rattus norvegicus,Autocuration,1,12083,B,D,,,2107.0,9,CHEMBL615212,,10116.0,92,,"Compound was evaluated for inhibitory activity against 2,3-oxidosqualene-lanosterol cyclase in rat liver microsomes",Microsomes,153,,,BAO_0000251
,,,Expert,1,11377,B,H,,,,8,CHEMBL615213,,,93,,Molar concentration needed to give 50% prevention of 2-5A (Adenosine dependent endoribonuclease),,8269,,,BAO_0000357
,,,Expert,1,11377,B,H,,,,8,CHEMBL615273,,,94,,Molar concentration required to displace 50% of the radiolabeled probe from 2-5A (Adenosine dependent endoribonuclease) in endonuclease-nitrocellulose complex,,8269,,,BAO_0000357
726.0,,Homo sapiens,Expert,1,81020,F,N,,,,1,CHEMBL615274,,9606.0,95,,In vitro cytotoxic concentration required to inhibit hepatitisB virus (HBV) replication in 2.2.15 cell line,,17653,,HepG2,BAO_0000219
726.0,,Homo sapiens,Intermediate,1,81020,F,N,,,,1,CHEMBL615275,,9606.0,96,,50% Effective concentration of compound required for inhibiting intracellular viral replicative intermediate DNA in HBV-transfected 2.2.15 cell line.,,14277,,HepG2,BAO_0000219
726.0,,Homo sapiens,Intermediate,1,81020,F,N,,,,1,CHEMBL615276,,9606.0,97,,Antiviral activity against Hepatitis B virus in 2.2.15 cell line,,1717,,HepG2,BAO_0000219
726.0,,Homo sapiens,Intermediate,1,81020,F,N,,,,1,CHEMBL615277,,9606.0,98,,In vitro effective concentration against hepatitis B virus was determined in 2.2.15 cells,,14091,,HepG2,BAO_0000219
726.0,,Homo sapiens,Intermediate,1,81020,F,N,,,,1,CHEMBL615326,,9606.0,99,,In vitro effective concentration against hepatitis B virus was determined in 2.2.15 cells; Not determined,,14091,,HepG2,BAO_0000219
,,Hepatitis B virus,Expert,1,50606,F,N,,,,1,CHEMBL883130,,10407.0,100,,In vitro effective concentration required to inhibit hepatitisB virus (HBV) replication in 2.2.15 cell line,,17653,,,BAO_0000218
726.0,,Homo sapiens,Intermediate,1,81020,F,N,,,,1,CHEMBL884519,,9606.0,101,,Ability to inhibit the episomal HBV-DNA in 2.2.15 cells.,,13105,,HepG2,BAO_0000219
726.0,,Homo sapiens,Intermediate,1,81020,F,N,,,,1,CHEMBL615327,,9606.0,102,,Concentration required to inhibit 50% of 2.2.15 cell line,,1717,,HepG2,BAO_0000219
726.0,,Homo sapiens,Intermediate,1,81020,A,N,,,,1,CHEMBL615328,,9606.0,103,,Anti viral activity against 2.2.15 cells (concentration required to reduce the log phase cell growth by 50%).,,13105,,HepG2,BAO_0000219
,,Homo sapiens,Intermediate,1,50587,F,N,,,,1,CHEMBL615329,,9606.0,104,,Cytotoxic activity of compound against uninfected 2.2.15 cells.,,13600,,2.2.15,BAO_0000218
,,Homo sapiens,Intermediate,1,50587,F,N,,,,1,CHEMBL615330,,9606.0,105,,Anti hepatitis-B virus activity was evaluated in 2.2.15 cells.,,13467,,2.2.15,BAO_0000218
,,Hepatitis B virus,Expert,1,50606,F,N,,,,1,CHEMBL615331,,10407.0,106,,"Inhibition of the replication of HBV in 2.2.15 cells, by DNA hybridization assay",,17477,,2.2.15,BAO_0000218
,,Homo sapiens,Intermediate,1,50587,F,N,,,,1,CHEMBL615332,,9606.0,107,,In vitro anti-HBV activity in 2.2.15 cells,,1593,,2.2.15,BAO_0000218
,,Homo sapiens,Intermediate,1,50587,F,N,,,,1,CHEMBL615333,,9606.0,108,,In vitro anti-HBV activity in 2.2.15 cells; Not determined,,1593,,2.2.15,BAO_0000218
,,Homo sapiens,Intermediate,1,50587,F,N,,,,1,CHEMBL615334,,9606.0,109,,The compound was tested in vitro for the anti-HBV activity against 2.2.15 cells,,15089,,2.2.15,BAO_0000218
,,Homo sapiens,Intermediate,1,50587,F,N,,,,1,CHEMBL615335,,9606.0,110,,The compound was tested in vitro for the anti-HBV activity in 2.2.15 cells,,15089,,2.2.15,BAO_0000218
,,Homo sapiens,Intermediate,1,50587,F,N,,,,1,CHEMBL615336,,9606.0,111,,Cytotoxicity in 2.2.15 cells,,1593,,2.2.15,BAO_0000218
,,Homo sapiens,Intermediate,1,50587,F,N,,,,1,CHEMBL615337,,9606.0,112,,Cytotoxicity in 2.2.15 cells; Not determined,,1593,,2.2.15,BAO_0000218
,,Homo sapiens,Intermediate,1,50587,F,N,,,,1,CHEMBL615338,,9606.0,113,,Inhibitory activity of compound against hepatitis B virus (HBV) in growing cultures of 2.2.15 cells,,13600,,2.2.15,BAO_0000218
,,Homo sapiens,Intermediate,1,50587,F,N,,,,1,CHEMBL615339,,9606.0,114,,The growth inhibition activity for the compound was evaluated in 2.2.15 cells.,,13467,,2.2.15,BAO_0000218
,,Homo sapiens,Intermediate,1,50587,F,N,,,,1,CHEMBL615340,,9606.0,115,,Selectivity index was determined from the ratio of IC50 to the EC50 values evaluated in 2.2.15 cells.,,13467,,2.2.15,BAO_0000218
726.0,,Homo sapiens,Intermediate,1,81020,F,N,,,,1,CHEMBL615341,,9606.0,116,,Antiviral activity against HBV was determined in 2.215 cell line,,14764,,HepG2,BAO_0000219
,,Homo sapiens,Autocuration,1,22226,B,U,,,,0,CHEMBL615342,,9606.0,117,,Inhibition of 20-HETE synthesis in human renal microsomes,Microsomes,6531,,,BAO_0000251
,,,Autocuration,1,22226,B,U,,,,0,CHEMBL615343,,,118,,Inhibitory activity against 20-HETE production from arachidonic acid using human renal microsome 20-HETE synthase.,,17322,,,BAO_0000019
388.0,,Homo sapiens,Intermediate,1,80612,F,N,,,,1,CHEMBL615344,,9606.0,119,,Inhibitory concentration against 2008 (ovarian) cells,,17072,,2008,BAO_0000219
388.0,,Homo sapiens,Intermediate,1,80612,F,N,,,,1,CHEMBL615345,,9606.0,120,,50% Growth inhibitory concentration( GI 50 ) by using 2008 human ovarian carcinoma cell lines.,,16936,,2008,BAO_0000219
388.0,,Homo sapiens,Intermediate,1,80612,F,N,,,,1,CHEMBL615346,,9606.0,121,,Compound was tested for 50% growth inhibitory concentration by using human ovarian carcinoma cell lines (2008),,16936,,2008,BAO_0000219
388.0,,Homo sapiens,Intermediate,1,80612,F,N,,,,1,CHEMBL615347,,9606.0,122,,Direct cytotoxicity against the selected tumor cell line 2008 was determined especially on ovarian adenocarcinoma derived cells,,17146,,2008,BAO_0000219
388.0,,Homo sapiens,Intermediate,1,80612,F,N,,,,1,CHEMBL615348,,9606.0,123,,Direct cytotoxicity against the selected tumor cell line 2008 was determined especially on ovarian adenocarcinoma derived cells; not detected,,17146,,2008,BAO_0000219
561.0,,Homo sapiens,Intermediate,1,80613,F,N,,,,1,CHEMBL827085,,9606.0,124,,In vitro inhibition of 2008/R ovarian cancer cell line,,10797,,2008/R,BAO_0000219
561.0,,Homo sapiens,Intermediate,1,80613,F,N,,,,1,CHEMBL615349,,9606.0,125,,In vitro inhibition of 2008/R ovarian cancer cell line; NA= Not achievable,,10797,,2008/R,BAO_0000219
389.0,,Homo sapiens,Intermediate,1,80614,F,N,,,,1,CHEMBL615350,,9606.0,126,,In vitro inhibition of 2008/S ovarian cancer cell line,,10797,,2008/S,BAO_0000219
389.0,,Homo sapiens,Intermediate,1,80614,F,N,,,,1,CHEMBL615351,,9606.0,127,,In vitro inhibition of 2008/S ovarian cancer cell line; NA= Not achievable,,10797,,2008/S,BAO_0000219
,,Homo sapiens,Expert,1,100256,B,S,,,,2,CHEMBL615352,,9606.0,128,,Tested in vitro for inhibition of chymotrypsin like activity of purified human 20S proteasome,,4823,,,BAO_0000220
,,Homo sapiens,Intermediate,1,100256,B,S,,,,2,CHEMBL615353,,9606.0,129,,Compound was evaluated for inhibitory activity against 20S proteasome from human liver and brain,,12912,,,BAO_0000220
,,,Expert,1,100256,B,S,,,,2,CHEMBL615354,,,130,,Inhibition of chymotrypsin-like activity of 20S proteasome,,2957,,,BAO_0000220
,,,Expert,1,100256,B,S,,,,2,CHEMBL615355,,,131,,Inhibition of chymotrypsin-like activity of 20S proteasome; value ranges from 10-20 uM,,2957,,,BAO_0000220
,,,Intermediate,1,100256,B,S,,,,2,CHEMBL615356,,,132,,Inhibitory activity against 20S proteosome,,3260,,,BAO_0000220
,,Homo sapiens,Autocuration,1,22226,B,U,,,,0,CHEMBL615357,,9606.0,133,,Compound was tested for inhibitory activity against tryptase,,3451,,,BAO_0000019
726.0,,Homo sapiens,Intermediate,1,81020,F,N,,,,1,CHEMBL615358,,9606.0,134,,Concentration required to inhibit 50% of extracellular circular replication of HBV DNA using 2215 cell line,,13885,,HepG2,BAO_0000219
726.0,,Homo sapiens,Intermediate,1,81020,F,N,,,,1,CHEMBL827086,,9606.0,135,,Concentration required to inhibit 50% of intracellular circular replication of HBV DNA using 2215 cell line,,13885,,HepG2,BAO_0000219
,,,Autocuration,1,22226,B,U,,,,0,CHEMBL615359,,,136,,Compound was tested for the inhibition of Alpha-glucosidase,,3676,,,BAO_0000019
,,,Autocuration,1,235,B,H,,,,8,CHEMBL615360,,,137,,Inhibitory concentration against human neutrophil elastase (HNE),,6043,,,BAO_0000357
,Heart,Rattus norvegicus,Autocuration,1,22226,F,U,,,948.0,0,CHEMBL615361,,10116.0,138,,Change in heart rate was expressed in percent at at a dose 0.002 mg/kg iv in anesthetized rat,,11140,,,BAO_0000218
