amount,inventory_id,rental_id,rental_date,rstaff_id,payment_date,return_date,customer_id,pstaff_id,payment_id
4.99,1984,12556,2005-08-18 14:49:55,2,2005-08-18 14:49:55,2005-08-24 15:20:55,3,2,80
8.99,3241,13403,2005-08-19 22:18:07,1,2005-08-19 22:18:07,2005-08-27 19:23:07,3,1,81
2.99,2526,13610,2005-08-20 06:14:12,2,2005-08-20 06:14:12,2005-08-26 00:44:12,3,2,82
8.99,1427,14699,2005-08-21 20:50:48,2,2005-08-21 20:50:48,2005-08-29 18:08:48,3,2,83
0.99,1685,15038,2005-08-22 09:37:27,1,2005-08-22 09:37:27,2005-08-23 14:39:27,3,2,84
2.99,2468,15619,2005-08-23 07:10:14,2,2005-08-23 07:10:14,2005-08-26 07:21:14,3,1,85
4.99,1075,1297,2005-06-15 09:31:28,1,2005-06-15 09:31:28,2005-06-19 04:33:28,4,1,86
0.99,280,1633,2005-06-16 08:08:40,1,2005-06-16 08:08:40,2005-06-17 11:12:40,4,1,87
2.99,185,1707,2005-06-16 14:01:27,1,2005-06-16 14:01:27,2005-06-18 09:35:27,4,2,88
0.99,97,1735,2005-06-16 15:51:52,1,2005-06-16 15:51:52,2005-06-20 13:27:52,4,2,89
0.99,2495,2043,2005-06-17 14:31:12,2,2005-06-17 14:31:12,2005-06-19 11:04:12,4,2,90
5.99,2065,2642,2005-06-19 09:39:01,1,2005-06-19 09:39:01,2005-06-25 08:33:01,4,1,91
2.99,4385,7660,2005-07-28 02:10:10,2,2005-07-28 02:10:10,2005-07-30 04:29:10,4,1,92
2.99,3587,7718,2005-07-28 04:37:59,2,2005-07-28 04:37:59,2005-07-29 09:20:59,4,2,93
3.99,165,8741,2005-07-29 18:44:57,2,2005-07-29 18:44:57,2005-08-03 18:25:57,4,1,94
5.99,4117,9100,2005-07-30 08:46:09,1,2005-07-30 08:46:09,2005-08-05 10:34:09,4,1,95
5.99,2980,9371,2005-07-30 18:58:00,1,2005-07-30 18:58:00,2005-08-03 15:14:00,4,1,96
0.99,57,11069,2005-08-02 07:09:34,1,2005-08-02 07:09:34,2005-08-08 08:39:34,4,2,97
2.99,4311,11110,2005-08-02 08:20:31,2,2005-08-02 08:20:31,2005-08-04 05:06:31,4,1,98
4.99,3071,11529,2005-08-17 00:28:01,2,2005-08-17 00:28:01,2005-08-19 04:47:01,4,2,99
2.99,1976,12151,2005-08-18 00:14:03,2,2005-08-18 00:14:03,2005-08-18 23:52:03,4,1,100
8.99,2479,12294,2005-08-18 05:14:44,2,2005-08-18 05:14:44,2005-08-27 01:32:44,4,2,101
1.99,132,12856,2005-08-19 02:19:13,2,2005-08-19 02:19:13,2005-08-23 07:49:13,4,2,102
2.99,3373,13704,2005-08-20 09:32:04,2,2005-08-20 09:32:04,2005-08-23 14:29:04,4,1,103
6.99,3822,13807,2005-08-20 12:55:40,2,2005-08-20 12:55:40,2005-08-28 09:06:40,4,1,104
4.99,984,14225,2005-08-21 04:53:37,2,2005-08-21 04:53:37,2005-08-25 23:39:37,4,2,105
2.99,2553,15147,2005-08-22 13:58:23,2,2005-08-22 13:58:23,2005-08-28 14:33:23,4,1,106
1.99,3308,15635,2005-08-23 07:43:00,1,2005-08-23 07:43:00,2005-08-27 10:47:00,4,2,107
0.99,4124,731,2005-05-29 07:25:16,1,2005-05-29 07:25:16,2005-05-30 05:21:16,5,1,108
6.99,301,1085,2005-05-31 11:15:43,1,2005-05-31 11:15:43,2005-06-07 12:02:43,5,1,109
1.99,3998,1142,2005-05-31 19:46:38,1,2005-05-31 19:46:38,2005-06-05 14:03:38,5,1,110
3.99,3277,1502,2005-06-15 22:03:14,2,2005-06-15 22:03:14,2005-06-23 18:42:14,5,1,111
2.99,2466,1631,2005-06-16 08:01:02,1,2005-06-16 08:01:02,2005-06-19 09:04:02,5,2,112
4.99,4323,2063,2005-06-17 15:56:53,1,2005-06-17 15:56:53,2005-06-21 14:19:53,5,2,113
2.99,1105,2570,2005-06-19 04:20:13,1,2005-06-19 04:20:13,2005-06-25 07:00:13,5,2,114
4.99,1183,3126,2005-06-20 18:38:22,1,2005-06-20 18:38:22,2005-06-26 00:00:22,5,2,115
4.99,600,3677,2005-07-06 09:11:58,2,2005-07-06 09:11:58,2005-07-08 10:50:58,5,2,116
2.99,4463,4889,2005-07-08 20:04:43,2,2005-07-08 20:04:43,2005-07-13 17:57:43,5,2,117
4.99,1871,5016,2005-07-09 01:57:57,1,2005-07-09 01:57:57,2005-07-09 22:07:57,5,1,118
5.99,957,5118,2005-07-09 07:13:52,2,2005-07-09 07:13:52,2005-07-18 05:18:52,5,2,119
1.99,416,5156,2005-07-09 08:51:42,2,2005-07-09 08:51:42,2005-07-15 03:59:42,5,2,120
0.99,2348,5721,2005-07-10 11:09:35,2,2005-07-10 11:09:35,2005-07-17 16:41:35,5,2,121
8.99,2153,6042,2005-07-11 03:17:04,1,2005-07-11 03:17:04,2005-07-19 07:08:04,5,1,122
3.99,4364,6663,2005-07-12 11:27:35,1,2005-07-12 11:27:35,2005-07-21 16:35:35,5,1,123
4.99,1434,6685,2005-07-12 12:16:28,1,2005-07-12 12:16:28,2005-07-19 17:03:28,5,2,124
0.99,3333,7293,2005-07-27 12:37:28,2,2005-07-27 12:37:28,2005-07-30 15:12:28,5,2,125
0.99,92,7652,2005-07-28 01:50:29,2,2005-07-28 01:50:29,2005-07-30 22:23:29,5,2,126
3.99,111,7829,2005-07-28 08:43:39,1,2005-07-28 08:43:39,2005-08-04 14:33:39,5,2,127
2.99,28,8263,2005-07-29 01:11:23,2,2005-07-29 01:11:23,2005-07-31 01:53:23,5,1,128
1.99,711,8978,2005-07-30 04:14:28,1,2005-07-30 04:14:28,2005-08-06 09:08:28,5,1,129
4.99,1522,9493,2005-07-30 23:52:30,1,2005-07-30 23:52:30,2005-08-08 05:22:30,5,1,130
3.99,4400,9888,2005-07-31 14:00:53,2,2005-07-31 14:00:53,2005-08-08 18:51:53,5,1,131
4.99,2587,10609,2005-08-01 14:48:45,2,2005-08-01 14:48:45,2005-08-04 13:41:45,5,2,132
0.99,3022,10625,2005-08-01 15:27:10,1,2005-08-01 15:27:10,2005-08-02 13:16:10,5,1,133
4.99,3701,11001,2005-08-02 04:56:45,1,2005-08-02 04:56:45,2005-08-11 08:04:45,5,2,134
4.99,4376,11179,2005-08-02 10:50:06,1,2005-08-02 10:50:06,2005-08-04 05:24:06,5,1,135
3.99,1299,11930,2005-08-17 16:28:53,1,2005-08-17 16:28:53,2005-08-25 10:31:53,5,2,136
9.99,3482,12145,2005-08-18 00:10:04,1,2005-08-18 00:10:04,2005-08-26 00:51:04,5,1,137
2.99,1595,12797,2005-08-19 00:24:08,2,2005-08-19 00:24:08,2005-08-21 22:53:08,5,1,138
1.99,1192,13063,2005-08-19 09:45:41,2,2005-08-19 09:45:41,2005-08-24 09:11:41,5,1,139
0.99,3387,13877,2005-08-20 15:16:18,1,2005-08-20 15:16:18,2005-08-22 18:20:18,5,2,140
6.99,2177,14053,2005-08-20 22:13:59,2,2005-08-20 22:13:59,2005-08-26 20:50:59,5,2,141
6.99,2623,14430,2005-08-21 11:31:11,1,2005-08-21 11:31:11,2005-08-26 06:29:11,5,1,142
2.99,169,14494,2005-08-21 14:02:50,2,2005-08-21 14:02:50,2005-08-22 16:45:50,5,2,143
0.99,61,15232,2005-08-22 17:37:02,1,2005-08-22 17:37:02,2005-08-25 18:45:02,5,2,144
0.99,1574,13209,2006-02-14 15:16:03,2,2006-02-14 15:16:03,,5,2,145
4.99,3938,57,2005-05-25 08:43:32,2,2005-05-25 08:43:32,2005-05-29 06:42:32,6,2,146
2.99,375,577,2005-05-28 11:09:14,2,2005-05-28 11:09:14,2005-06-01 13:27:14,6,1,147
0.99,1290,916,2005-05-30 11:25:01,1,2005-05-30 11:25:01,2005-05-31 09:06:01,6,2,148
3.99,3317,1575,2005-06-16 03:41:38,2,2005-06-16 03:41:38,2005-06-22 03:01:38,6,1,149
2.99,2363,1841,2005-06-16 23:44:13,1,2005-06-16 23:44:13,2005-06-22 04:09:13,6,2,150
0.99,2085,1966,2005-06-17 09:19:45,1,2005-06-17 09:19:45,2005-06-20 11:19:45,6,1,151
0.99,1818,2345,2005-06-18 12:03:23,2,2005-06-18 12:03:23,2005-06-22 14:25:23,6,1,152
0.99,1261,3983,2005-07-06 23:14:21,2,2005-07-06 23:14:21,2005-07-12 17:55:21,6,2,153
2.99,3693,4278,2005-07-07 14:53:24,2,2005-07-07 14:53:24,2005-07-13 14:21:24,6,2,154
0.99,1686,5553,2005-07-10 03:03:35,2,2005-07-10 03:03:35,2005-07-14 07:49:35,6,1,155
5.99,2699,6211,2005-07-11 12:39:01,2,2005-07-11 12:39:01,2005-07-20 15:59:01,6,2,156
7.99,2686,6248,2005-07-11 15:01:54,1,2005-07-11 15:01:54,2005-07-19 16:58:54,6,1,157
0.99,3804,6686,2005-07-12 12:18:38,2,2005-07-12 12:18:38,2005-07-13 17:56:38,6,2,158
2.99,3136,7099,2005-07-27 05:03:44,2,2005-07-27 05:03:44,2005-07-29 00:12:44,6,2,159
2.99,1929,7136,2005-07-27 06:38:25,1,2005-07-27 06:38:25,2005-08-03 05:13:25,6,2,160
0.99,731,8101,2005-07-28 18:47:23,1,2005-07-28 18:47:23,2005-07-31 16:23:23,6,1,161
2.99,3692,10271,2005-08-01 03:13:39,1,2005-08-01 03:13:39,2005-08-07 23:40:39,6,1,162
2.99,3617,11023,2005-08-02 05:36:38,1,2005-08-02 05:36:38,2005-08-10 05:39:38,6,1,163
3.99,3952,11398,2005-08-02 18:55:15,2,2005-08-02 18:55:15,2005-08-10 19:50:15,6,1,164
6.99,1670,11591,2005-08-17 02:29:41,1,2005-08-17 02:29:41,2005-08-23 20:47:41,6,1,165
0.99,98,11727,2005-08-17 08:12:20,1,2005-08-17 08:12:20,2005-08-19 12:45:20,6,1,166
0.99,3888,11853,2005-08-17 13:39:32,2,2005-08-17 13:39:32,2005-08-23 18:44:32,6,1,167
2.99,2858,12254,2005-08-18 04:05:29,1,2005-08-18 04:05:29,2005-08-23 04:17:29,6,2,168
6.99,3837,13451,2005-08-20 00:18:25,1,2005-08-20 00:18:25,2005-08-29 01:08:25,6,2,169
7.99,3544,14329,2005-08-21 08:22:56,2,2005-08-21 08:22:56,2005-08-28 02:22:56,6,1,170
4.99,1325,14377,2005-08-21 09:49:28,1,2005-08-21 09:49:28,2005-08-29 13:34:28,6,1,171
5.99,1291,15509,2005-08-23 02:51:24,2,2005-08-23 02:51:24,2005-08-31 06:21:24,6,1,172
0.99,2565,15603,2005-08-23 06:41:32,1,2005-08-23 06:41:32,2005-08-28 08:51:32,6,2,173
5.99,3318,46,2005-05-25 06:04:08,2,2005-05-25 06:04:08,2005-06-02 08:18:08,7,2,174
0.99,4278,117,2005-05-25 19:30:46,2,2005-05-25 19:30:46,2005-05-31 23:59:46,7,2,175
2.99,2803,748,2005-05-29 09:27:00,1,2005-05-29 09:27:00,2005-06-03 04:25:00,7,2,176
4.99,3109,975,2005-05-30 21:07:15,2,2005-05-30 21:07:15,2005-06-03 01:48:15,7,1,177
5.99,2484,1063,2005-05-31 08:44:29,1,2005-05-31 08:44:29,2005-06-09 08:00:29,7,1,178
0.99,2368,1810,2005-06-16 21:06:00,1,2005-06-16 21:06:00,2005-06-21 21:24:00,7,2,179
2.99,4042,2250,2005-06-18 05:03:36,2,2005-06-18 05:03:36,2005-06-22 02:25:36,7,1,180
0.99,2877,2709,2005-06-19 14:00:26,2,2005-06-19 14:00:26,2005-06-23 14:56:26,7,1,181
4.99,468,2888,2005-06-20 01:50:56,2,2005-06-20 01:50:56,2005-06-22 05:05:56,7,1,182
0.99,1950,3007,2005-06-20 10:11:53,2,2005-06-20 10:11:53,2005-06-25 04:51:53,7,1,183
5.99,2812,3639,2005-07-06 07:09:17,2,2005-07-06 07:09:17,2005-07-15 05:12:17,7,2,184
2.99,3024,4238,2005-07-07 13:22:20,2,2005-07-07 13:22:20,2005-07-10 07:44:20,7,2,185
5.99,3929,4787,2005-07-08 16:16:04,2,2005-07-08 16:16:04,2005-07-14 18:02:04,7,2,186
4.99,2441,4856,2005-07-08 18:47:38,2,2005-07-08 18:47:38,2005-07-13 15:02:38,7,1,187
8.99,3913,5441,2005-07-09 21:52:05,1,2005-07-09 21:52:05,2005-07-17 02:54:05,7,1,188
7.99,3920,5921,2005-07-10 21:35:12,1,2005-07-10 21:35:12,2005-07-18 19:59:12,7,1,189
1.99,3123,6174,2005-07-11 10:36:28,2,2005-07-11 10:36:28,2005-07-18 16:19:28,7,1,190
2.99,1393,6295,2005-07-11 17:30:58,1,2005-07-11 17:30:58,2005-07-15 15:50:58,7,1,191
3.99,3645,6761,2005-07-12 15:17:42,2,2005-07-12 15:17:42,2005-07-18 17:59:42,7,2,192
5.99,3104,8422,2005-07-29 07:02:55,1,2005-07-29 07:02:55,2005-08-03 12:35:55,7,2,193
7.99,3480,9624,2005-07-31 04:30:03,1,2005-07-31 04:30:03,2005-08-06 09:13:03,7,2,194
6.99,1580,10330,2005-08-01 04:57:04,2,2005-08-01 04:57:04,2005-08-07 23:00:04,7,2,195
5.99,739,10423,2005-08-01 08:19:53,1,2005-08-01 08:19:53,2005-08-08 10:25:53,7,1,196
4.99,1512,10514,2005-08-01 11:39:26,2,2005-08-01 11:39:26,2005-08-03 07:53:26,7,1,197
4.99,4374,10644,2005-08-01 15:52:00,1,2005-08-01 15:52:00,2005-08-08 16:08:00,7,2,198
3.99,2272,10989,2005-08-02 04:40:54,2,2005-08-02 04:40:54,2005-08-09 03:39:54,7,2,199
7.99,2155,11542,2005-08-17 00:51:32,2,2005-08-17 00:51:32,2005-08-24 20:29:32,7,2,200
8.99,1822,12367,2005-08-18 07:57:14,2,2005-08-18 07:57:14,2005-08-27 07:07:14,7,1,201
2.99,75,12730,2005-08-18 21:55:01,1,2005-08-18 21:55:01,2005-08-22 01:23:01,7,1,202
2.99,4045,13373,2005-08-19 21:23:31,1,2005-08-19 21:23:31,2005-08-25 22:38:31,7,2,203
2.99,2866,13476,2005-08-20 01:06:04,1,2005-08-20 01:06:04,2005-08-24 23:56:04,7,1,204
0.99,3424,13594,2005-08-20 05:53:31,1,2005-08-20 05:53:31,2005-08-23 09:01:31,7,1,205
5.99,714,14222,2005-08-21 04:49:48,2,2005-08-21 04:49:48,2005-08-25 05:34:48,7,1,206
6.99,2867,866,2005-05-30 03:43:54,1,2005-05-30 03:43:54,2005-06-08 04:28:54,8,2,207
2.99,187,1305,2005-06-15 09:59:16,2,2005-06-15 09:59:16,2005-06-19 09:48:16,8,2,208
5.99,1907,2095,2005-06-17 18:21:35,2,2005-06-17 18:21:35,2005-06-23 23:49:35,8,1,209
4.99,2388,3114,2005-06-20 17:57:47,2,2005-06-20 17:57:47,2005-06-21 19:18:47,8,2,210
5.99,2189,3475,2005-07-05 23:01:21,2,2005-07-05 23:01:21,2005-07-13 23:07:21,8,1,211
0.99,4054,4003,2005-07-07 00:09:02,1,2005-07-07 00:09:02,2005-07-08 04:27:02,8,1,212
2.99,1979,4175,2005-07-07 10:02:03,2,2005-07-07 10:02:03,2005-07-10 06:09:03,8,2,213
3.99,3153,4409,2005-07-07 21:47:29,2,2005-07-07 21:47:29,2005-07-11 20:14:29,8,2,214
3.99,1503,4503,2005-07-08 02:17:12,1,2005-07-08 02:17:12,2005-07-13 08:12:12,8,1,215
2.99,2520,5300,2005-07-09 15:40:46,1,2005-07-09 15:40:46,2005-07-15 13:46:46,8,1,216
2.99,2522,5341,2005-07-09 17:13:23,2,2005-07-09 17:13:23,2005-07-14 18:11:23,8,2,217
4.99,1936,6375,2005-07-11 21:39:46,2,2005-07-11 21:39:46,2005-07-18 02:12:46,8,1,218
0.99,1841,6647,2005-07-12 10:43:53,1,2005-07-12 10:43:53,2005-07-14 05:37:53,8,1,219
1.99,3278,8809,2005-07-29 21:42:49,1,2005-07-29 21:42:49,2005-08-04 01:13:49,8,1,220
2.99,2773,9629,2005-07-31 04:54:43,1,2005-07-31 04:54:43,2005-08-02 08:36:43,8,2,221
0.99,8,10141,2005-07-31 22:08:29,1,2005-07-31 22:08:29,2005-08-06 16:59:29,8,2,222
2.99,2195,10561,2005-08-01 13:05:35,2,2005-08-01 13:05:35,2005-08-04 08:34:35,8,2,223
9.99,971,11232,2005-08-02 13:04:12,1,2005-08-02 13:04:12,2005-08-10 15:39:12,8,1,224
2.99,172,11284,2005-08-02 14:42:45,2,2005-08-02 14:42:45,2005-08-04 11:55:45,8,2,225
2.99,3877,12613,2005-08-18 17:16:01,2,2005-08-18 17:16:01,2005-08-23 18:40:01,8,1,226
0.99,2270,14114,2005-08-21 01:07:11,1,2005-08-21 01:07:11,2005-08-24 20:33:11,8,1,227
7.99,4275,15374,2005-08-22 22:09:09,1,2005-08-22 22:09:09,2005-08-31 01:10:09,8,1,228
2.99,2937,15764,2005-08-23 13:05:10,1,2005-08-23 13:05:10,2005-08-25 16:15:10,8,1,229
4.99,4511,15805,2005-08-23 14:31:19,2,2005-08-23 14:31:19,2005-08-25 19:01:19,8,1,230
4.99,2756,350,2005-05-27 05:01:28,2,2005-05-27 05:01:28,2005-06-04 05:01:28,9,2,231
0.99,886,877,2005-05-30 05:48:59,1,2005-05-30 05:48:59,2005-06-02 09:30:59,9,2,232
4.99,2279,1075,2005-05-31 10:13:34,1,2005-05-31 10:13:34,2005-06-09 08:11:34,9,2,233
7.99,3926,3142,2005-06-20 19:59:28,2,2005-06-20 19:59:28,2005-06-28 19:51:28,9,2,234
4.99,3773,3262,2005-06-21 04:08:43,1,2005-06-21 04:08:43,2005-06-28 02:55:43,9,2,235
2.99,1395,4454,2005-07-07 23:37:00,1,2005-07-07 23:37:00,2005-07-11 02:30:00,9,1,236
0.99,4279,4748,2005-07-08 13:59:38,1,2005-07-08 13:59:38,2005-07-15 16:51:38,9,2,237
1.99,2484,4796,2005-07-08 16:35:44,2,2005-07-08 16:35:44,2005-07-13 11:08:44,9,1,238
2.99,4265,5659,2005-07-10 07:45:40,1,2005-07-10 07:45:40,2005-07-15 05:20:40,9,1,239
4.99,3483,6019,2005-07-11 02:08:29,2,2005-07-11 02:08:29,2005-07-13 02:19:29,9,2,240
5.99,3540,6165,2005-07-11 10:17:29,1,2005-07-11 10:17:29,2005-07-17 07:27:29,9,1,241
0.99,3790,7616,2005-07-28 00:15:26,1,2005-07-28 00:15:26,2005-07-30 21:52:26,9,2,242
2.99,2052,7801,2005-07-28 07:51:56,1,2005-07-28 07:51:56,2005-07-30 12:18:56,9,1,243
4.99,4127,9043,2005-07-30 06:34:07,1,2005-07-30 06:34:07,2005-08-02 01:16:07,9,1,244
0.99,2435,10451,2005-08-01 09:11:25,2,2005-08-01 09:11:25,2005-08-03 12:37:25,9,1,245
