city_id,city,country_id
230,Jaffna,88
272,Kitwe,109
528,Tarlac,75
306,Lincoln,103
365,Nezahualcóyotl,60
235,Jaroslavl,80
56,Basel,91
239,Jhansi,44
103,Carmen,60
545,Tórshavn,32
526,Tanshui,92
449,San Bernardino,103
253,Kakamigahara,50
10,Akishima,50
218,Ikerre,69
305,Lima,74
21,Alvorada,15
165,Ezeiza,6
575,Witten,38
586,Yerevan,7
30,Araçatuba,15
47,Baiyin,23
576,Woodridge,8
300,Lethbridge,20
391,Ozamis,75
223,Ipoh,59
427,Rampur,44
556,Uruapan,60
359,Nam Dinh,105
481,Sirjan,46
585,Yaoundé,19
308,Lipetsk,80
180,Gaziantep,97
154,El Fuerte,60
414,Portoviejo,28
591,Yuzhou,23
210,Huai´an,23
523,Tanauan,75
327,Mardan,72
322,Manchester,103
52,Bamenda,19
323,Mandaluyong,75
554,Uluberia,44
32,Arecibo,77
144,Dhule (Dhulia),44
588,Yingkou,23
240,Jinchang,23
405,Pereira,24
489,Songkhla,94
169,Firozabad,44
459,Santiago de Compostela,87
233,Jalib al-Shuyukh,53
409,Plock,76
171,Fontana,103
527,Tanza,75
567,Vicente López,6
66,Belém,15
512,Székesfehérvár,43
407,Pingxiang,23
579,Xi´angtan,23
128,Córdoba,6
541,Torreón,60
349,Myingyan,64
9,Ahmadnagar,44
551,Udine,49
429,Ranchi,44
510,Syktyvkar,80
207,Hohhot,23
373,Ocumare del Tuy,104
393,Pachuca de Soto,60
280,Kragujevac,108
5,Adana,97
237,Jedda,82
67,Benguela,4
50,Balikesir,97
590,Yuncheng,23
1,A Coruña (La Coruña),87
33,Arlington,103
344,Mosul,47
335,Mexicali,60
294,Lapu-Lapu,75
596,Zaria,69
196,Halifax,20
168,Fengshan,92
13,al-Hawiya,82
428,Rancagua,22
276,Koriyama,50
17,Alessandria,49
245,Joliet,103
555,Urawa,50
326,Maracaíbo,104
347,Mwanza,93
566,Varanasi (Benares),44
102,Caracas,104
113,Cheju,86
94,Brockton,103
275,Konotop,100
100,Cam Ranh,105
422,Qinhuangdao,23
288,La Paz,60
39,Atšinsk,80
151,Ede,67
140,Dayton,103
104,Cavite,75
26,Anápolis,15
238,Jelets,80
205,Hiroshima,50
452,San Juan Bautista Tuxtepec,60
331,Matsue,50
493,South Hill,5
408,Pjatigorsk,80
599,Zhoushan,23
198,Halle/Saale,38
98,Cabuyao,75
231,Jaipur,44
120,Citrus Heights,103
511,Syrakusa,49
193,Haining,23
479,Simferopol,100
426,Rajkot,44
142,Denizli,97
265,Kermanshah,46
571,Vinh,105
57,Bat Yam,48
304,Lilongwe,58
45,Bahía Blanca,6
225,Ivanovo,80
126,Compton,103
505,Sumqayit,10
155,El Monte,103
290,La Romana,27
143,Dhaka,12
115,Chisinau,61
497,Springs,85
114,Chiayi,92
260,Kanazawa,50
441,Saint Louis,103
366,Nha Trang,105
3,Abu Dhabi,101
41,Augusta-Richmond County,103
309,Livorno,49
145,Dongying,23
16,al-Qatif,82
80,Binzhou,23
29,Apeldoorn,67
28,Aparecida de Goiânia,15
368,Novi Sad,108
486,São Leopoldo,15
424,Quilmes,6
256,Kamakura,50
550,Udaipur,44
435,Rockford,103
548,Tuguegarao,75
149,Dundee,102
271,Kisumu,52
495,Southend-on-Sea,102
529,Tarsus,97
132,Cumaná,104
341,Monclova,60
453,San Lorenzo,73
345,Mukatševe,100
121,Città del Vaticano,41
266,Kilis,97
557,Usak,97
11,Akron,103
332,Meixian,23
503,Sullana,74
478,Siliguri (Shiliguri),44
177,Garden Grove,103
20,Almirante Brown,6
248,Juiz de Fora,15
88,Bradford,102
446,Salinas,103
69,Benin City,69
184,Gorontalo,45
187,Greensboro,103
301,Lhokseumawe,45
343,Moscow,80
509,Surakarta,45
342,Monywa,64
157,Emeishan,23
361,Nantou,92
95,Bucuresti,78
390,Oyo,69
318,Madiun,45
105,Cayenne,35
236,Jastrzebie-Zdrój,76
211,Hubli-Dharwad,44
491,Soshanguve,85
