bao_format,curated_by,assay_test_type,cell_id,src_id,assay_category,assay_tissue,assay_cell_type,tissue_id,chembl_id,variant_id,assay_id,description,assay_tax_id,tid,assay_subcellular_fraction,assay_organism,confidence_score,doc_id,assay_strain,src_assay_id,relationship_type,assay_type
BAO_0000219,Expert,,163.0,1,,,143B,,CHEMBL615128,,12,In vitro cell cytotoxicity was determined against 143B-LTK cell line,9606.0,80001,,Homo sapiens,1,17774,,,N,F
BAO_0000218,Intermediate,,,1,,,,,CHEMBL857900,,13,"The compound was tested for minimum inhibitory concentration in Staphylococcus aureus,147N penicillin sensitive Staphylococcus aureus",1280.0,50185,,Staphylococcus aureus,1,11324,,,N,F
BAO_0000218,Intermediate,,,1,,,,,CHEMBL615129,,14,"The compound was tested for minimum inhibitory concentration in Staphylococcus aureus,147N penicillin sensitive Staphylococcus aureus",1280.0,50185,,Staphylococcus aureus,1,11324,,,N,F
BAO_0000218,Intermediate,,,1,,,,,CHEMBL615130,,15,"The compound was tested for minimum inhibitory concentration in Staphylococcus aureus,147N penicillin sensitive Staphylococcus aureus",1280.0,50185,,Staphylococcus aureus,1,11324,,,N,F
BAO_0000218,Intermediate,,,1,,,,,CHEMBL615131,,16,"The compound was tested for minimum inhibitory concentration in Staphylococcus aureus,147N penicillin sensitive Staphylococcus aureus",1280.0,50185,,Staphylococcus aureus,1,11324,,,N,F
BAO_0000357,Expert,,,1,,,,,CHEMBL884521,,17,Inhibition of cytochrome P450 progesterone 15-alpha hydroxylase,10116.0,100122,,Rattus norvegicus,9,11347,,,D,A
BAO_0000357,Autocuration,,,1,,,,,CHEMBL615132,,18,Concentration that cause 50% activation of human reticulocyte 15-lipoxygenase (15-HLO),,12054,,,8,16474,,,H,B
BAO_0000019,Autocuration,,,1,,,,,CHEMBL615133,,19,Inhibition of partially purified 15-lipoxygenase from human leukocytes,,12054,,,8,10091,,,H,B
BAO_0000357,Autocuration,,,1,,,,,CHEMBL615134,,20,Inhibitory activity against human reticulocyte 15-lipoxygenase (15-HLO),,12054,,,8,16474,,,H,B
BAO_0000357,Autocuration,,,1,,,,,CHEMBL615135,,21,Compound was evaluated for the percent increase in activation concentration of human reticulocyte 15-lipoxygenase (15-HLO),,12054,,,8,16474,,,H,B
BAO_0000357,Autocuration,,,1,,,,,CHEMBL615136,,22,Inhibitory activity against human reticulocyte 15-lipoxygenase (15-HLO),,12054,,,8,16474,,,H,B
BAO_0000357,Autocuration,,,1,,,,,CHEMBL615137,,23,Inhibitory activity against human reticulocyte 15-lipoxygenase (15-HLO); NI is no inhibition,,12054,,,8,16474,,,H,B
BAO_0000357,Autocuration,,,1,,,,,CHEMBL615138,,24,Inhibitory activity against human reticulocyte 15-lipoxygenase (15-HLO); NI is no inhibition,,12054,,,8,16474,,,H,B
BAO_0000219,Autocuration,,,1,,,,,CHEMBL836324,,25,"Inhibitory concentration against 15-lipoxygenase, by inhibiting 15-HETE production by human umbilical vein endothelial cells (HUVEC) stimulated by calcium ionophore A 23187 at concentration of 10e-5 M.",,22226,,,0,14352,,,U,B
BAO_0000357,Autocuration,,,1,,,,,CHEMBL615139,,26,In vitro inhibitory activity of compound on rabbit reticulocyte 15-lipoxygenase,9986.0,12054,,Oryctolagus cuniculus,8,5646,,,H,B
BAO_0000357,Autocuration,,,1,,,,,CHEMBL615140,,27,Inhibition of rabbit reticulocyte 15-lipoxygenase by compound (30 uM),9986.0,12054,,Oryctolagus cuniculus,8,5646,,,H,B
BAO_0000219,Autocuration,,,1,,,,,CHEMBL615141,,28,Inhibitory activity against 15-lipoxygenase in rat polymorphonuclear leukocytes,,12426,,,8,10997,,,H,B
BAO_0000357,Autocuration,,,1,,,,,CHEMBL615142,,29,Inhibitory activity against 15-lipoxygenase was determined obtained from soya bean,3847.0,12054,,soya bean,8,6309,,,H,B
BAO_0000357,Autocuration,,,1,,,,,CHEMBL615143,,30,Inhibitory activity against soybean 15-lipoxygenase was evaluated,3847.0,12054,,Glycine max,8,167,,,H,B
BAO_0000357,Autocuration,,,1,,,,,CHEMBL615144,,31,Inhibitory activity against soybean 15-lipoxygenase was evaluated at 100 uM,3847.0,12054,,Glycine max,8,167,,,H,B
BAO_0000357,Autocuration,,,1,,,,,CHEMBL872867,,32,The compound was tested for the in vitro inhibition of 15-lipoxygenase of soybean at a concentration of 10 uM,3847.0,12054,,Glycine max,8,11087,,,H,B
BAO_0000357,Autocuration,,,1,,,,,CHEMBL615145,,33,The compound was tested for the in vitro inhibition of 15-lipoxygenase of soybean at a concentration of 100 uM,3847.0,12054,,Glycine max,8,11087,,,H,B
BAO_0000357,Autocuration,,,1,,,,,CHEMBL615146,,34,Compound was tested in vitro for inhibition of 15-lipoxygenase soybean,3847.0,12054,,Glycine max,8,13622,,,H,B
BAO_0000357,Autocuration,,,1,,,,,CHEMBL615147,,35,Compound at 100 uM was tested in vitro for inhibition of 15-lipoxygenase soybean,3847.0,12054,,Glycine max,8,13622,,,H,B
BAO_0000019,Autocuration,,,1,,,,,CHEMBL615148,,36,Inhibition of cytochrome P450 progesterone 16-alpha hydroxylase,10116.0,22226,,Rattus norvegicus,0,11347,,,U,A
BAO_0000019,Autocuration,,,1,,,,,CHEMBL615149,,37,Binding affinity against bacterial 16S rRNA using mass spectrometry based assay,562.0,22226,,Escherichia coli,0,5926,,,U,B
BAO_0000019,Autocuration,,,1,,,,,CHEMBL615150,,38,Dissociation constant with dimeric 16S rRNA RNA construct B,,22226,,,0,4567,,,U,B
BAO_0000225,Intermediate,,,1,,,,,CHEMBL615151,,39,Dissociation constant towards 16S rRNA construct A,,22222,,,3,3782,,,M,B
BAO_0000225,Intermediate,,,1,,,,,CHEMBL615152,,40,Dissociation constant towards 16S rRNA construct B,,22222,,,3,3782,,,M,B
BAO_0000225,Expert,,,1,,,,,CHEMBL615153,,41,Binding affinity of aminoglycoside to 16S ribosomal RNA A-site in Escherichia coli,562.0,100263,,Escherichia coli,3,4466,,,M,B
BAO_0000225,Expert,,,1,,,,,CHEMBL615154,,42,Binding affinity for the 16S ribosomal RNA A-site of Escherichia coli,562.0,100263,,Escherichia coli,3,6592,,,M,B
BAO_0000019,Autocuration,,,1,,,,,CHEMBL615155,,43,Inhibitory activity against human placenta 17-beta-hydroxysteroid dehydrogenase type 2 (17-beta-HSD type 2),,13053,,,8,898,,,H,B
BAO_0000019,Autocuration,,,1,,,,,CHEMBL615156,,44,Inhibitory constant against human placenta 17-beta-hydroxysteroid dehydrogenase type 2 (17-beta-HSD type 2),,13053,,,8,898,,,H,B
BAO_0000019,Autocuration,,,1,,,,,CHEMBL615157,,45,The compound was tested at a concentration of 1 uM for inhibitory activity against 17 beta-hydroxysteroid dehydrogenase from human placental microsomes,9606.0,20001,,Homo sapiens,8,13163,,,H,B
BAO_0000019,Autocuration,,,1,,,,,CHEMBL615158,,46,The compound was tested at a concentration of 1 uM for inhibitory activity against 17 beta-hydroxysteroid dehydrogenase from human placental microsomes,9606.0,20001,,Homo sapiens,8,13163,,,H,B
BAO_0000019,Expert,,,1,,,,,CHEMBL615159,,47,"Inhibition of 17-alpha-hydroxylase/17,20 lyase from rat testes microsomal preparation",10116.0,12971,,Rattus norvegicus,9,10691,,,D,B
BAO_0000019,Expert,,,1,,,,,CHEMBL615172,,48,"Inhibition of 17-alpha-hydroxylase/17,20 lyase from rat testes microsomal preparation",10116.0,12971,,Rattus norvegicus,9,10691,,,D,B
BAO_0000019,Expert,,,1,,,,,CHEMBL615173,,49,"Percent inhibition of 17-alpha-hydroxylase/17,20 lyase of rat testes microsomes at 100 uM",10116.0,12971,,Rattus norvegicus,9,10691,,,D,B
BAO_0000019,Expert,,,1,,,,,CHEMBL615174,,50,"Percent inhibition of Steroid 17-alpha-hydroxylase/17,20 lyase of rat testes microsomes at 100 uM",10116.0,12971,,Rattus norvegicus,9,10691,,,D,B
BAO_0000019,Autocuration,,,1,,,,,CHEMBL884518,,51,Inhibitory activity against human placenta 17-beta-hydroxysteroid dehydrogenase type 2 (17-beta-HSD type 2),,13053,,,8,898,,,H,B
BAO_0000357,Autocuration,,,1,,,,,CHEMBL615175,,52,Compound was tested for the inhibition of 17-beta-hydroxysteroid dehydrogenase type 1(17-beta-HSD type 1),,11512,,,8,912,,,H,B
BAO_0000357,Autocuration,,,1,,,,,CHEMBL615176,,53,Compound was tested for the inhibition of 17-beta-hydroxysteroid dehydrogenase type 1(17-beta-HSD type 1) at 1 uM concentration,,11512,,,8,912,,,H,B
BAO_0000357,Autocuration,,,1,,,,,CHEMBL615177,,54,Compound was tested for the inhibition of 17-beta-hydroxysteroid dehydrogenase type 1(17-beta-HSD type 1) at 10 uM concentration,,11512,,,8,912,,,H,B
BAO_0000249,Autocuration,,,1,,,,,CHEMBL615178,,55,Selectivity ratio of binding affinity towards mu to delta receptors of rat brain membranes,10116.0,104740,Membranes,Rattus norvegicus,5,15103,,,D,B
BAO_0000219,Intermediate,,506.0,1,,,1A9,,CHEMBL615179,,56,Cytotoxicity against ovarian cancer cell line (1A-9) of humans was determined,9606.0,80002,,Homo sapiens,1,5116,,,N,F
BAO_0000219,Autocuration,,,1,,,Oocytes,,CHEMBL615180,,57,Functional antagonism by electrical assays in Xenopus oocytes expressing 1A/2A NMDA receptor subtype,10116.0,104835,,Rattus norvegicus,7,14578,,,D,F
BAO_0000219,Autocuration,,,1,,,Oocytes,,CHEMBL615181,,58,Functional antagonism by electrical assays in Xenopus oocytes expressing the 1A/2B NMDA receptor,10116.0,104821,,Rattus norvegicus,7,14578,,,D,F
BAO_0000219,Autocuration,,,1,,,Oocytes,,CHEMBL615182,,59,Functional antagonism by electrical assays in Xenopus oocytes expressing the 1A/2C NMDA receptor,10116.0,104848,,Rattus norvegicus,7,14578,,,D,F
BAO_0000219,Expert,,506.0,1,,,1A9,,CHEMBL615183,,60,In vitro effective concentration required to reduce the number of human ovarian cancer (1A9) after 3-day incubation,9606.0,80002,,Homo sapiens,1,4787,,,N,F
BAO_0000219,Intermediate,,506.0,1,,,1A9,,CHEMBL615184,,61,In vitro effective concentration required to reduce the number of human ovarian cancer cells (1A9) after 3-day incubation,9606.0,80002,,Homo sapiens,1,4787,,,N,F
BAO_0000219,Intermediate,,506.0,1,,,1A9,,CHEMBL615185,,62,Cytotoxic activity against human ovarian cancer (1A9) cell line,9606.0,80002,,Homo sapiens,1,3547,,,N,F
BAO_0000219,Intermediate,,506.0,1,,,1A9,,CHEMBL615186,,63,Cytotoxic activity against human ovarian cancer (1A9) cell line; ND=Not determined,9606.0,80002,,Homo sapiens,1,3547,,,N,F
BAO_0000219,Intermediate,,506.0,1,,,1A9,,CHEMBL615187,,64,Effective dose of compound against replication of 1A9 cell line was evaluated,9606.0,80002,,Homo sapiens,1,6726,,,N,F
BAO_0000219,Expert,,506.0,1,,,1A9,,CHEMBL885343,,65,In vitro cytotoxic activity was determined against ovarian cancer (1A9) cell line,9606.0,80002,,Homo sapiens,1,3455,,,N,F
BAO_0000219,Intermediate,,506.0,1,,,1A9,,CHEMBL615188,,66,In vitro cytotoxicity evaluated against human ovarian cancer (1A9 cell line),9606.0,80002,,Homo sapiens,1,5726,,,N,F
BAO_0000219,Intermediate,,506.0,1,,,1A9,,CHEMBL615189,,67,In vitro cytotoxicity evaluated against human ovarian cancer (1A9 cell line); NA is not active,9606.0,80002,,Homo sapiens,1,5726,,,N,F
BAO_0000219,Intermediate,,506.0,1,,,1A9,,CHEMBL615190,,68,In vitro percent inhibition evaluated against human ovarian cancer (1A9 cell line) at >20 ug/mL,9606.0,80002,,Homo sapiens,1,5726,,,N,F
BAO_0000219,Intermediate,,506.0,1,,,1A9,,CHEMBL615191,,69,Inhibitory activity against Taxol resistant 1A9 cell lines,9606.0,80002,,Homo sapiens,1,3395,,,N,F
BAO_0000219,Expert,,506.0,1,,,1A9,,CHEMBL615192,,70,Cytotoxicity against human ovarian cancer (1A9) cell lines.,9606.0,80002,,Homo sapiens,1,3415,,,N,F
BAO_0000219,Expert,,506.0,1,,,1A9,,CHEMBL827083,,71,Percentage inhibition of human ovarian cancer (1A9) cell lines.,9606.0,80002,,Homo sapiens,1,3415,,,N,F
BAO_0000219,Expert,,506.0,1,,,1A9,,CHEMBL615193,,72,Effective dose required for inhibitory activity against 1A9 human tumor cell line.,9606.0,80002,,Homo sapiens,1,17099,,,N,F
BAO_0000219,Intermediate,,506.0,1,,,1A9,,CHEMBL615194,,73,Percent inhibition against 1A9 human tumor cell line at 0.10 ug/mL,9606.0,80002,,Homo sapiens,1,17099,,,N,F
BAO_0000219,Intermediate,,506.0,1,,,1A9,,CHEMBL615195,,74,Percent inhibition against 1A9 human tumor cell line at <0.00008 ug/mL,9606.0,80002,,Homo sapiens,1,17099,,,N,F
BAO_0000219,Intermediate,,506.0,1,,,1A9,,CHEMBL615196,,75,Percent inhibition against 1A9 human tumor cell line at >10 ug/mL,9606.0,80002,,Homo sapiens,1,17099,,,N,F
BAO_0000219,Intermediate,,503.0,1,,,Jurkat,,CHEMBL615197,,76,Inhibitory concentration against Jurkat cells,9606.0,81072,,Homo sapiens,1,17721,,,N,F
BAO_0000019,Intermediate,,,1,,,,,CHEMBL615198,,77,In vitro anticancer activity against 2 NCI SCLC cell lines; inactive,,22226,,,0,1229,,,U,F
BAO_0000357,Expert,,,1,,,,,CHEMBL615199,,78,Inhibition of cytochrome P450 progesterone 2-alpha-hydroxylase,10116.0,100121,,Rattus norvegicus,9,11347,,,D,A
BAO_0000357,Expert,,,1,,,,,CHEMBL615200,,79,"In vitro inhibition of human 2,3-oxidosqualene cyclase.",,11231,,,8,17117,,,H,B
BAO_0000357,Expert,,,1,,,,,CHEMBL615201,,80,"In vitro inhibition of human 2,3-oxidosqualene cyclase.",,11231,,,8,17117,,,H,B
BAO_0000357,Expert,,,1,,,,,CHEMBL615202,,81,"In vitro inhibition of human 2,3-oxidosqualene cyclase at 100 nM.",,11231,,,8,17117,,,H,B
BAO_0000251,Autocuration,,,1,,,,,CHEMBL615203,,82,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene cyclase in Candida albicans microsomes",5476.0,11231,Microsomes,Candida albicans,8,11375,,,H,B
BAO_0000251,Autocuration,,,1,,,,,CHEMBL615204,,83,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in Candida albicans microsomes",5476.0,11231,Microsomes,Candida albicans,8,11375,,,H,B
BAO_0000251,Autocuration,,,1,,,,,CHEMBL615205,,84,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene cyclase in Saccharomyces cerevisiae microsomes",4932.0,11231,Microsomes,Saccharomyces cerevisiae,8,11375,,,H,B
BAO_0000251,Autocuration,,,1,,,,,CHEMBL615206,,85,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in Saccharomyces cerevisiae microsomes",4932.0,11231,Microsomes,Saccharomyces cerevisiae,8,11375,,,H,B
BAO_0000251,Autocuration,,,1,,Liver,,2107.0,CHEMBL615207,,86,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in pig liver microsomes",9823.0,12083,Microsomes,Sus scrofa,8,11375,,,H,B
BAO_0000019,Autocuration,,,1,,,,,CHEMBL827084,,87,"Concentration required to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase",10116.0,11231,,Rattus norvegicus,8,791,,,H,B
BAO_0000019,Autocuration,,,1,,,,,CHEMBL615208,,88,"Concentration required to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase (OSC)",10116.0,11231,,Rattus norvegicus,8,791,,,H,B
BAO_0000019,Autocuration,,,1,,,,,CHEMBL615209,,89,"Evaluated for its activity to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase, activity expressed as Ki",10116.0,11231,,Rattus norvegicus,8,791,,,H,B
BAO_0000251,Autocuration,,,1,,Liver,,2107.0,CHEMBL615210,,90,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene cyclase in rat liver microsomes",10116.0,12083,Microsomes,Rattus norvegicus,9,11375,,,D,B
BAO_0000251,Autocuration,,,1,,Liver,,2107.0,CHEMBL615211,,91,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in rat liver microsomes",10116.0,12083,Microsomes,Rattus norvegicus,9,11375,,,D,B
BAO_0000251,Autocuration,,,1,,Liver,,2107.0,CHEMBL615212,,92,"Compound was evaluated for inhibitory activity against 2,3-oxidosqualene-lanosterol cyclase in rat liver microsomes",10116.0,12083,Microsomes,Rattus norvegicus,9,153,,,D,B
BAO_0000357,Expert,,,1,,,,,CHEMBL615213,,93,Molar concentration needed to give 50% prevention of 2-5A (Adenosine dependent endoribonuclease),,11377,,,8,8269,,,H,B
BAO_0000357,Expert,,,1,,,,,CHEMBL615273,,94,Molar concentration required to displace 50% of the radiolabeled probe from 2-5A (Adenosine dependent endoribonuclease) in endonuclease-nitrocellulose complex,,11377,,,8,8269,,,H,B
BAO_0000219,Expert,,726.0,1,,,HepG2,,CHEMBL615274,,95,In vitro cytotoxic concentration required to inhibit hepatitisB virus (HBV) replication in 2.2.15 cell line,9606.0,81020,,Homo sapiens,1,17653,,,N,F
BAO_0000219,Intermediate,,726.0,1,,,HepG2,,CHEMBL615275,,96,50% Effective concentration of compound required for inhibiting intracellular viral replicative intermediate DNA in HBV-transfected 2.2.15 cell line.,9606.0,81020,,Homo sapiens,1,14277,,,N,F
BAO_0000219,Intermediate,,726.0,1,,,HepG2,,CHEMBL615276,,97,Antiviral activity against Hepatitis B virus in 2.2.15 cell line,9606.0,81020,,Homo sapiens,1,1717,,,N,F
BAO_0000219,Intermediate,,726.0,1,,,HepG2,,CHEMBL615277,,98,In vitro effective concentration against hepatitis B virus was determined in 2.2.15 cells,9606.0,81020,,Homo sapiens,1,14091,,,N,F
BAO_0000219,Intermediate,,726.0,1,,,HepG2,,CHEMBL615326,,99,In vitro effective concentration against hepatitis B virus was determined in 2.2.15 cells; Not determined,9606.0,81020,,Homo sapiens,1,14091,,,N,F
BAO_0000218,Expert,,,1,,,,,CHEMBL883130,,100,In vitro effective concentration required to inhibit hepatitisB virus (HBV) replication in 2.2.15 cell line,10407.0,50606,,Hepatitis B virus,1,17653,,,N,F
BAO_0000219,Intermediate,,726.0,1,,,HepG2,,CHEMBL884519,,101,Ability to inhibit the episomal HBV-DNA in 2.2.15 cells.,9606.0,81020,,Homo sapiens,1,13105,,,N,F
BAO_0000219,Intermediate,,726.0,1,,,HepG2,,CHEMBL615327,,102,Concentration required to inhibit 50% of 2.2.15 cell line,9606.0,81020,,Homo sapiens,1,1717,,,N,F
BAO_0000219,Intermediate,,726.0,1,,,HepG2,,CHEMBL615328,,103,Anti viral activity against 2.2.15 cells (concentration required to reduce the log phase cell growth by 50%).,9606.0,81020,,Homo sapiens,1,13105,,,N,A
BAO_0000218,Intermediate,,,1,,,2.2.15,,CHEMBL615329,,104,Cytotoxic activity of compound against uninfected 2.2.15 cells.,9606.0,50587,,Homo sapiens,1,13600,,,N,F
BAO_0000218,Intermediate,,,1,,,2.2.15,,CHEMBL615330,,105,Anti hepatitis-B virus activity was evaluated in 2.2.15 cells.,9606.0,50587,,Homo sapiens,1,13467,,,N,F
BAO_0000218,Expert,,,1,,,2.2.15,,CHEMBL615331,,106,"Inhibition of the replication of HBV in 2.2.15 cells, by DNA hybridization assay",10407.0,50606,,Hepatitis B virus,1,17477,,,N,F
BAO_0000218,Intermediate,,,1,,,2.2.15,,CHEMBL615332,,107,In vitro anti-HBV activity in 2.2.15 cells,9606.0,50587,,Homo sapiens,1,1593,,,N,F
BAO_0000218,Intermediate,,,1,,,2.2.15,,CHEMBL615333,,108,In vitro anti-HBV activity in 2.2.15 cells; Not determined,9606.0,50587,,Homo sapiens,1,1593,,,N,F
BAO_0000218,Intermediate,,,1,,,2.2.15,,CHEMBL615334,,109,The compound was tested in vitro for the anti-HBV activity against 2.2.15 cells,9606.0,50587,,Homo sapiens,1,15089,,,N,F
BAO_0000218,Intermediate,,,1,,,2.2.15,,CHEMBL615335,,110,The compound was tested in vitro for the anti-HBV activity in 2.2.15 cells,9606.0,50587,,Homo sapiens,1,15089,,,N,F
BAO_0000218,Intermediate,,,1,,,2.2.15,,CHEMBL615336,,111,Cytotoxicity in 2.2.15 cells,9606.0,50587,,Homo sapiens,1,1593,,,N,F
BAO_0000218,Intermediate,,,1,,,2.2.15,,CHEMBL615337,,112,Cytotoxicity in 2.2.15 cells; Not determined,9606.0,50587,,Homo sapiens,1,1593,,,N,F
BAO_0000218,Intermediate,,,1,,,2.2.15,,CHEMBL615338,,113,Inhibitory activity of compound against hepatitis B virus (HBV) in growing cultures of 2.2.15 cells,9606.0,50587,,Homo sapiens,1,13600,,,N,F
BAO_0000218,Intermediate,,,1,,,2.2.15,,CHEMBL615339,,114,The growth inhibition activity for the compound was evaluated in 2.2.15 cells.,9606.0,50587,,Homo sapiens,1,13467,,,N,F
BAO_0000218,Intermediate,,,1,,,2.2.15,,CHEMBL615340,,115,Selectivity index was determined from the ratio of IC50 to the EC50 values evaluated in 2.2.15 cells.,9606.0,50587,,Homo sapiens,1,13467,,,N,F
BAO_0000219,Intermediate,,726.0,1,,,HepG2,,CHEMBL615341,,116,Antiviral activity against HBV was determined in 2.215 cell line,9606.0,81020,,Homo sapiens,1,14764,,,N,F
BAO_0000251,Autocuration,,,1,,,,,CHEMBL615342,,117,Inhibition of 20-HETE synthesis in human renal microsomes,9606.0,22226,Microsomes,Homo sapiens,0,6531,,,U,B
BAO_0000019,Autocuration,,,1,,,,,CHEMBL615343,,118,Inhibitory activity against 20-HETE production from arachidonic acid using human renal microsome 20-HETE synthase.,,22226,,,0,17322,,,U,B
BAO_0000219,Intermediate,,388.0,1,,,2008,,CHEMBL615344,,119,Inhibitory concentration against 2008 (ovarian) cells,9606.0,80612,,Homo sapiens,1,17072,,,N,F
BAO_0000219,Intermediate,,388.0,1,,,2008,,CHEMBL615345,,120,50% Growth inhibitory concentration( GI 50 ) by using 2008 human ovarian carcinoma cell lines.,9606.0,80612,,Homo sapiens,1,16936,,,N,F
BAO_0000219,Intermediate,,388.0,1,,,2008,,CHEMBL615346,,121,Compound was tested for 50% growth inhibitory concentration by using human ovarian carcinoma cell lines (2008),9606.0,80612,,Homo sapiens,1,16936,,,N,F
BAO_0000219,Intermediate,,388.0,1,,,2008,,CHEMBL615347,,122,Direct cytotoxicity against the selected tumor cell line 2008 was determined especially on ovarian adenocarcinoma derived cells,9606.0,80612,,Homo sapiens,1,17146,,,N,F
BAO_0000219,Intermediate,,388.0,1,,,2008,,CHEMBL615348,,123,Direct cytotoxicity against the selected tumor cell line 2008 was determined especially on ovarian adenocarcinoma derived cells; not detected,9606.0,80612,,Homo sapiens,1,17146,,,N,F
BAO_0000219,Intermediate,,561.0,1,,,2008/R,,CHEMBL827085,,124,In vitro inhibition of 2008/R ovarian cancer cell line,9606.0,80613,,Homo sapiens,1,10797,,,N,F
BAO_0000219,Intermediate,,561.0,1,,,2008/R,,CHEMBL615349,,125,In vitro inhibition of 2008/R ovarian cancer cell line; NA= Not achievable,9606.0,80613,,Homo sapiens,1,10797,,,N,F
BAO_0000219,Intermediate,,389.0,1,,,2008/S,,CHEMBL615350,,126,In vitro inhibition of 2008/S ovarian cancer cell line,9606.0,80614,,Homo sapiens,1,10797,,,N,F
BAO_0000219,Intermediate,,389.0,1,,,2008/S,,CHEMBL615351,,127,In vitro inhibition of 2008/S ovarian cancer cell line; NA= Not achievable,9606.0,80614,,Homo sapiens,1,10797,,,N,F
BAO_0000220,Expert,,,1,,,,,CHEMBL615352,,128,Tested in vitro for inhibition of chymotrypsin like activity of purified human 20S proteasome,9606.0,100256,,Homo sapiens,2,4823,,,S,B
BAO_0000220,Intermediate,,,1,,,,,CHEMBL615353,,129,Compound was evaluated for inhibitory activity against 20S proteasome from human liver and brain,9606.0,100256,,Homo sapiens,2,12912,,,S,B
BAO_0000220,Expert,,,1,,,,,CHEMBL615354,,130,Inhibition of chymotrypsin-like activity of 20S proteasome,,100256,,,2,2957,,,S,B
BAO_0000220,Expert,,,1,,,,,CHEMBL615355,,131,Inhibition of chymotrypsin-like activity of 20S proteasome; value ranges from 10-20 uM,,100256,,,2,2957,,,S,B
BAO_0000220,Intermediate,,,1,,,,,CHEMBL615356,,132,Inhibitory activity against 20S proteosome,,100256,,,2,3260,,,S,B
BAO_0000019,Autocuration,,,1,,,,,CHEMBL615357,,133,Compound was tested for inhibitory activity against tryptase,9606.0,22226,,Homo sapiens,0,3451,,,U,B
BAO_0000219,Intermediate,,726.0,1,,,HepG2,,CHEMBL615358,,134,Concentration required to inhibit 50% of extracellular circular replication of HBV DNA using 2215 cell line,9606.0,81020,,Homo sapiens,1,13885,,,N,F
BAO_0000219,Intermediate,,726.0,1,,,HepG2,,CHEMBL827086,,135,Concentration required to inhibit 50% of intracellular circular replication of HBV DNA using 2215 cell line,9606.0,81020,,Homo sapiens,1,13885,,,N,F
BAO_0000019,Autocuration,,,1,,,,,CHEMBL615359,,136,Compound was tested for the inhibition of Alpha-glucosidase,,22226,,,0,3676,,,U,B
BAO_0000357,Autocuration,,,1,,,,,CHEMBL615360,,137,Inhibitory concentration against human neutrophil elastase (HNE),,235,,,8,6043,,,H,B
BAO_0000218,Autocuration,,,1,,Heart,,948.0,CHEMBL615361,,138,Change in heart rate was expressed in percent at at a dose 0.002 mg/kg iv in anesthetized rat,10116.0,22226,,Rattus norvegicus,0,11140,,,U,F
