assays_assay_id,assays_assay_organism,assays_tissue_id,assays_chembl_id,assays_description,assays_assay_test_type,assays_doc_id,assays_assay_tissue,assays_tid,assays_variant_id,assays_assay_category,assays_bao_format,assays_src_assay_id,assays_curated_by,assays_assay_subcellular_fraction,assays_assay_tax_id,assays_relationship_type,assays_confidence_score,assays_src_id,assays_cell_id
7586,Rattus norvegicus,,CHEMBL618866,Half-life 24 hr after 10 mg/kg iv administration in rats,In vivo,17509,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
7587,Rattus norvegicus,,CHEMBL618867,Half-life 24 hr after 2 mg/kg iv administration in rats,In vivo,17509,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
7588,Rattus norvegicus,,CHEMBL875828,Half-life consistent with the observed metabolic steady state in rats,,6597,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
7589,Rattus norvegicus,,CHEMBL618868,Half-life following 10 mg/kg intravenous or 50 mg/kg oral dosing in rats was determined,In vivo,17735,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
7590,Rattus norvegicus,,CHEMBL618869,Half-life for oxidative metabolic stability was determined using male human,,6597,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
7591,Rattus norvegicus,,CHEMBL618870,"Half-life in fischer rats at 5 mg/kg dose, administered intravenously",In vivo,17670,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
7592,Rattus norvegicus,1969.0,CHEMBL618871,Half-life in rat plasma,,1696,Plasma,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
7593,Rattus norvegicus,1969.0,CHEMBL618872,Half-life in rat plasma was determined,,1742,Plasma,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
7594,Rattus norvegicus,,CHEMBL873816,Half-life in rats was determined,,17800,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
7595,,,CHEMBL618873,Area under curve of acid 2a was determined by HPLC at a dosage of 54.5 mg/kg administered intragastrically by gavage method in dog,,12923,,22224,,,BAO_0000218,,Autocuration,,,U,0,1,
7596,,,CHEMBL621602,Area under curve after oral dose of 0.1 mg//kg,,11954,,22224,,,BAO_0000019,,Autocuration,,,U,0,1,
7597,,,CHEMBL621603,Area under curve after oral dose of 0.3 mg/kg,,11954,,22224,,,BAO_0000218,,Autocuration,,,U,0,1,
7598,,,CHEMBL621604,Area under curve after oral dose of 1 mg/kg,,11954,,22224,,,BAO_0000218,,Autocuration,,,U,0,1,
7599,,,CHEMBL621605,Area under curve after oral dose of 10 mg/kg,,11954,,22224,,,BAO_0000218,,Autocuration,,,U,0,1,
7600,,,CHEMBL621606,Area under curve after oral dose of 23.4 mg/kg,,11954,,22224,,,BAO_0000218,,Autocuration,,,U,0,1,
7601,,,CHEMBL621607,Area under curve after oral dose of 3 mg/kg,,11954,,22224,,,BAO_0000218,,Autocuration,,,U,0,1,
7602,,,CHEMBL621608,Area under curve after oral dose of 3.87 mg/kg,,11954,,22224,,,BAO_0000218,,Autocuration,,,U,0,1,
7603,,,CHEMBL621609,Area under curve was determined,,5237,,22224,,,BAO_0000019,,Autocuration,,,U,0,1,
7604,,,CHEMBL621610,Area under curve at a dose of 10 mg/kg,,4026,,22224,,,BAO_0000218,,Autocuration,,,U,0,1,
7605,Rattus norvegicus,,CHEMBL621611,Area under curve was determined; ND=No data,,5237,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
7606,Rattus norvegicus,,CHEMBL621612,Area under curve was evaluated in rat brain when administered intraperitoneally at a dose of 10 mg/kg for 4 or 6 hours,,14793,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
7607,Rattus norvegicus,,CHEMBL622308,Area under curve was evaluated in rat brain when administered intraperitoneally at a dose of 10 mg/kg for infinite hours,,14793,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
7608,Rattus norvegicus,,CHEMBL622309,Area under curve was evaluated in rat brain when administered intravenously at a dose of 10 mg/kg for 4 or 6 hours,,14793,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
7609,Rattus norvegicus,,CHEMBL622310,Area under curve was evaluated in rat brain when administered intravenously at a dose of 10 mg/kg for infinite hours,,14793,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
7610,Rattus norvegicus,,CHEMBL622311,Area under curve was evaluated in rat brain when administered perorally at a dose of 100 mg/kg for 4 or 6 hours,,14793,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
7611,Rattus norvegicus,,CHEMBL622312,Area under curve was evaluated in rat brain when administered perorally at a dose of 100 mg/kg for infinite hours; Not calculated,,14793,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
7612,Rattus norvegicus,,CHEMBL622931,Area under curve was evaluated in rat brain when administered perorally at a dose of 10 mg/kg for 4 or 6 hours,,14793,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
7613,Rattus norvegicus,,CHEMBL622932,Area under curve was evaluated in rat brain when administered perorally at a dose of 10 mg/kg for infinite hours; Not calculated,,14793,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
7614,Rattus norvegicus,1969.0,CHEMBL622736,Area under curve was evaluated in rat plasma when administered intraperitoneally at a dose of 10 mg/kg for 4 or 6 hours,,14793,Plasma,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
7615,Rattus norvegicus,1969.0,CHEMBL622737,Area under curve was evaluated in rat plasma when administered intraperitoneally at a dose of 10 mg/kg for infinite hours,,14793,Plasma,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
7616,Rattus norvegicus,1969.0,CHEMBL622738,Area under curve was evaluated in rat plasma when administered intravenously at a dose of 10 mg/kg for 4 or 6 hours,,14793,Plasma,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
7617,Rattus norvegicus,1969.0,CHEMBL622739,Area under curve was evaluated in rat plasma when administered intravenously at a dose of 10 mg/kg for infinite hours,,14793,Plasma,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
7618,Rattus norvegicus,1969.0,CHEMBL622740,Area under curve was evaluated in rat plasma when administered perorally at a dose of 100 mg/kg for 4 or 6 hours,,14793,Plasma,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
7619,Rattus norvegicus,1969.0,CHEMBL622741,Area under curve was evaluated in rat plasma when administered perorally at a dose of 100 mg/kg for infinite hours,,14793,Plasma,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
7620,Rattus norvegicus,1969.0,CHEMBL622742,Area under curve was evaluated in rat plasma when administered perorally at a dose of 10 mg/kg for 4 or 6 hours,,14793,Plasma,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
7621,Rattus norvegicus,1969.0,CHEMBL622743,Area under curve was evaluated in rat plasma when administered perorally at a dose of 10 mg/kg for infinite hours,,14793,Plasma,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
7622,Mus musculus,1969.0,CHEMBL622744,AUC in mice,,11637,Plasma,50594,,,BAO_0000218,,Intermediate,,10090.0,N,1,1,
7623,,,CHEMBL624134,Area under curve was measured from the graph obtained from concentration Vs time,,11149,,22224,,,BAO_0000019,,Autocuration,,,U,0,1,
7624,,,CHEMBL624135,Area under curve value of compound per hour after oral administration,,10016,,22224,,,BAO_0000019,,Autocuration,,,U,0,1,
7625,Rattus norvegicus,,CHEMBL624136,Area under curve was determined after oral administration in rats,,17796,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
7626,Rattus norvegicus,,CHEMBL624137,Area under curve was determined after oral administration in rats; No data,,17796,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
7627,Rattus norvegicus,,CHEMBL624320,Area under curve was determined after oral administration in rats;No data,,17796,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
7628,Canis lupus familiaris,,CHEMBL624321,Area under curve was determined by HPLC at a dosage of 2.27 mg/kg administered intravenously by bolus method in dog,,12923,,50588,,,BAO_0000218,,Intermediate,,9615.0,N,1,1,
7629,Rattus norvegicus,,CHEMBL624322,Area under curve was determined for the compound after iv dose of 4.74 mg/kg in rats,,15372,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
7630,Rattus norvegicus,,CHEMBL624323,Area under curve was determined for the compound after iv dose of 5.06 in rats,,15372,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
7631,Rattus norvegicus,,CHEMBL624324,Area under curve was determined for the compound after iv dose of 5.10 mg/kg in rats,,15372,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
7632,Rattus norvegicus,,CHEMBL624325,Area under curve was determined for the compound after po dose of 5.01 mg/kg in rats,,15372,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
7633,Rattus norvegicus,,CHEMBL624326,Area under curve was determined for the compound after po dose of 5.03 mg/kg in rats,,15372,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
7634,Rattus norvegicus,,CHEMBL624327,Area under curve was determined for the compound after po dose of 5.22 mg/kg in rats,,15372,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
7635,Rattus norvegicus,,CHEMBL624328,Area under curve was determined for the compound after po dose of 5.46 mg/kg in rats,,15372,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
7636,Canis lupus familiaris,,CHEMBL627848,Area under curve was determined in Dogs after peroral administration,,14169,,50588,,,BAO_0000218,,Intermediate,,9615.0,N,1,1,
7637,Rattus norvegicus,,CHEMBL627849,Area under curve was determined in Rats after peroral administration,,14169,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
7638,Rattus norvegicus,,CHEMBL627850,Area under curve was determined in carotid blood of rat when administered intradermally,,14258,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
7639,Rattus norvegicus,,CHEMBL627851,Area under curve was determined in portal blood of rat when administered intradermally,,14258,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
7640,Mus musculus,,CHEMBL627852,Area under curve was determined using 0.4% Methyl cellulose (MC) as vehicle. Compound was administered intravenously to nude mice at a dose of 25 mg/kg,,15011,,50594,,,BAO_0000218,,Intermediate,,10090.0,N,1,1,
7641,Mus musculus,,CHEMBL627853,Area under curve was determined using 0.4% Methyl cellulose (MC) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg,,15011,,50594,,,BAO_0000218,,Intermediate,,10090.0,N,1,1,
7642,Mus musculus,,CHEMBL627854,Area under curve was determined using 0.4% Methyl cellulose (MC) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg (micronized sample),,15011,,50594,,,BAO_0000218,,Intermediate,,10090.0,N,1,1,
7643,Mus musculus,,CHEMBL627855,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered intravenously to nude mice at a dose of 25 mg/kg,,15011,,50594,,,BAO_0000218,,Intermediate,,10090.0,N,1,1,
7644,Mus musculus,,CHEMBL627856,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered intravenously to nude mice at a dose of 25 mg/kg (run time 7 hr),,15011,,50594,,,BAO_0000218,,Intermediate,,10090.0,N,1,1,
7645,Mus musculus,,CHEMBL875339,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg,,15011,,50594,,,BAO_0000218,,Intermediate,,10090.0,N,1,1,
7646,Mus musculus,,CHEMBL627857,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg (Run time = 7 hr),,15011,,50594,,,BAO_0000218,,Intermediate,,10090.0,N,1,1,
7647,Rattus norvegicus,2106.0,CHEMBL627858,Biodistribution of the radiolabeled compound (2-5 uCi) in rat spleen 65 mins after i.v. administration,In vivo,11195,Spleen,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
7648,Rattus norvegicus,178.0,CHEMBL627859,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in blood; Expressed as percent dose/organ,,10130,Blood,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
7649,Rattus norvegicus,955.0,CHEMBL627860,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in brain; Expressed as percent dose/organ,,10130,Brain,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
7650,Rattus norvegicus,948.0,CHEMBL627019,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in heart; Expressed as percent dose/organ,,10130,Heart,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
7651,Rattus norvegicus,2107.0,CHEMBL627020,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in liver; Expressed as percent dose/organ,,10130,Liver,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
7652,Rattus norvegicus,2048.0,CHEMBL627021,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in lung; Expressed as percent dose/organ,,10130,Lung,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
7653,Rattus norvegicus,2385.0,CHEMBL627022,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in muscle; Expressed as percent dose/organ,,10130,Muscle tissue,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
7654,Rattus norvegicus,,CHEMBL627023,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in skin; Expressed as percent dose/organ,,10130,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
7655,Rattus norvegicus,2106.0,CHEMBL627024,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in spleen; Expressed as percent dose/organ,,10130,Spleen,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
7656,Rattus norvegicus,2046.0,CHEMBL627025,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in thyroid; Expressed as percent dose/organ,,10130,Thyroid gland,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
7657,Rattus norvegicus,2113.0,CHEMBL627026,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in kidney; Expressed as percent dose/organ,,10130,Kidney,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
7658,Rattus norvegicus,178.0,CHEMBL627027,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in blood; Expressed as percent dose/organ,,10130,Blood,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
7659,Rattus norvegicus,955.0,CHEMBL627028,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in brain; Expressed as percent dose/organ,,10130,Brain,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
7660,Rattus norvegicus,948.0,CHEMBL627029,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in heart; Expressed as percent dose/organ,,10130,Heart,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
7661,Rattus norvegicus,2113.0,CHEMBL627030,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in kidney; Expressed as percent dose/organ,,10130,Kidney,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
7662,Rattus norvegicus,2107.0,CHEMBL627031,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in liver; Expressed as percent dose/organ,,10130,Liver,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
7663,Rattus norvegicus,2048.0,CHEMBL627032,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in lung; Expressed as percent dose/organ,,10130,Lung,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
7664,Rattus norvegicus,2385.0,CHEMBL627033,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in muscle; Expressed as percent dose/organ,,10130,Muscle tissue,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
7665,Rattus norvegicus,,CHEMBL627034,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in skin; Expressed as percent dose/organ,,10130,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
7666,Rattus norvegicus,2106.0,CHEMBL627035,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in spleen; Expressed as percent dose/organ,,10130,Spleen,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
