assay_id,assay_organism,chembl_id,curated_by,assay_tissue,description,assay_category,relationship_type,assay_tax_id,doc_id,tid,assay_type,assay_test_type,assay_strain,assay_cell_type,assay_subcellular_fraction,confidence_score
84,Saccharomyces cerevisiae,CHEMBL615205,Autocuration,,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene cyclase in Saccharomyces cerevisiae microsomes",,H,4932.0,11375,11231,B,,,,Microsomes,8
85,Saccharomyces cerevisiae,CHEMBL615206,Autocuration,,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in Saccharomyces cerevisiae microsomes",,H,4932.0,11375,11231,B,,,,Microsomes,8
86,Sus scrofa,CHEMBL615207,Autocuration,Liver,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in pig liver microsomes",,H,9823.0,11375,12083,B,,,,Microsomes,8
87,Rattus norvegicus,CHEMBL827084,Autocuration,,"Concentration required to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase",,H,10116.0,791,11231,B,,,,,8
88,Rattus norvegicus,CHEMBL615208,Autocuration,,"Concentration required to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase (OSC)",,H,10116.0,791,11231,B,,,,,8
89,Rattus norvegicus,CHEMBL615209,Autocuration,,"Evaluated for its activity to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase, activity expressed as Ki",,H,10116.0,791,11231,B,,,,,8
90,Rattus norvegicus,CHEMBL615210,Autocuration,Liver,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene cyclase in rat liver microsomes",,D,10116.0,11375,12083,B,,,,Microsomes,9
91,Rattus norvegicus,CHEMBL615211,Autocuration,Liver,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in rat liver microsomes",,D,10116.0,11375,12083,B,,,,Microsomes,9
92,Rattus norvegicus,CHEMBL615212,Autocuration,Liver,"Compound was evaluated for inhibitory activity against 2,3-oxidosqualene-lanosterol cyclase in rat liver microsomes",,D,10116.0,153,12083,B,,,,Microsomes,9
93,,CHEMBL615213,Expert,,Molar concentration needed to give 50% prevention of 2-5A (Adenosine dependent endoribonuclease),,H,,8269,11377,B,,,,,8
94,,CHEMBL615273,Expert,,Molar concentration required to displace 50% of the radiolabeled probe from 2-5A (Adenosine dependent endoribonuclease) in endonuclease-nitrocellulose complex,,H,,8269,11377,B,,,,,8
95,Homo sapiens,CHEMBL615274,Expert,,In vitro cytotoxic concentration required to inhibit hepatitisB virus (HBV) replication in 2.2.15 cell line,,N,9606.0,17653,81020,F,,,HepG2,,1
96,Homo sapiens,CHEMBL615275,Intermediate,,50% Effective concentration of compound required for inhibiting intracellular viral replicative intermediate DNA in HBV-transfected 2.2.15 cell line.,,N,9606.0,14277,81020,F,,,HepG2,,1
97,Homo sapiens,CHEMBL615276,Intermediate,,Antiviral activity against Hepatitis B virus in 2.2.15 cell line,,N,9606.0,1717,81020,F,,,HepG2,,1
98,Homo sapiens,CHEMBL615277,Intermediate,,In vitro effective concentration against hepatitis B virus was determined in 2.2.15 cells,,N,9606.0,14091,81020,F,,,HepG2,,1
99,Homo sapiens,CHEMBL615326,Intermediate,,In vitro effective concentration against hepatitis B virus was determined in 2.2.15 cells; Not determined,,N,9606.0,14091,81020,F,,,HepG2,,1
100,Hepatitis B virus,CHEMBL883130,Expert,,In vitro effective concentration required to inhibit hepatitisB virus (HBV) replication in 2.2.15 cell line,,N,10407.0,17653,50606,F,,,,,1
101,Homo sapiens,CHEMBL884519,Intermediate,,Ability to inhibit the episomal HBV-DNA in 2.2.15 cells.,,N,9606.0,13105,81020,F,,,HepG2,,1
102,Homo sapiens,CHEMBL615327,Intermediate,,Concentration required to inhibit 50% of 2.2.15 cell line,,N,9606.0,1717,81020,F,,,HepG2,,1
103,Homo sapiens,CHEMBL615328,Intermediate,,Anti viral activity against 2.2.15 cells (concentration required to reduce the log phase cell growth by 50%).,,N,9606.0,13105,81020,A,,,HepG2,,1
104,Homo sapiens,CHEMBL615329,Intermediate,,Cytotoxic activity of compound against uninfected 2.2.15 cells.,,N,9606.0,13600,50587,F,,,2.2.15,,1
105,Homo sapiens,CHEMBL615330,Intermediate,,Anti hepatitis-B virus activity was evaluated in 2.2.15 cells.,,N,9606.0,13467,50587,F,,,2.2.15,,1
106,Hepatitis B virus,CHEMBL615331,Expert,,"Inhibition of the replication of HBV in 2.2.15 cells, by DNA hybridization assay",,N,10407.0,17477,50606,F,,,2.2.15,,1
107,Homo sapiens,CHEMBL615332,Intermediate,,In vitro anti-HBV activity in 2.2.15 cells,,N,9606.0,1593,50587,F,,,2.2.15,,1
108,Homo sapiens,CHEMBL615333,Intermediate,,In vitro anti-HBV activity in 2.2.15 cells; Not determined,,N,9606.0,1593,50587,F,,,2.2.15,,1
109,Homo sapiens,CHEMBL615334,Intermediate,,The compound was tested in vitro for the anti-HBV activity against 2.2.15 cells,,N,9606.0,15089,50587,F,,,2.2.15,,1
110,Homo sapiens,CHEMBL615335,Intermediate,,The compound was tested in vitro for the anti-HBV activity in 2.2.15 cells,,N,9606.0,15089,50587,F,,,2.2.15,,1
111,Homo sapiens,CHEMBL615336,Intermediate,,Cytotoxicity in 2.2.15 cells,,N,9606.0,1593,50587,F,,,2.2.15,,1
112,Homo sapiens,CHEMBL615337,Intermediate,,Cytotoxicity in 2.2.15 cells; Not determined,,N,9606.0,1593,50587,F,,,2.2.15,,1
113,Homo sapiens,CHEMBL615338,Intermediate,,Inhibitory activity of compound against hepatitis B virus (HBV) in growing cultures of 2.2.15 cells,,N,9606.0,13600,50587,F,,,2.2.15,,1
114,Homo sapiens,CHEMBL615339,Intermediate,,The growth inhibition activity for the compound was evaluated in 2.2.15 cells.,,N,9606.0,13467,50587,F,,,2.2.15,,1
115,Homo sapiens,CHEMBL615340,Intermediate,,Selectivity index was determined from the ratio of IC50 to the EC50 values evaluated in 2.2.15 cells.,,N,9606.0,13467,50587,F,,,2.2.15,,1
116,Homo sapiens,CHEMBL615341,Intermediate,,Antiviral activity against HBV was determined in 2.215 cell line,,N,9606.0,14764,81020,F,,,HepG2,,1
117,Homo sapiens,CHEMBL615342,Autocuration,,Inhibition of 20-HETE synthesis in human renal microsomes,,U,9606.0,6531,22226,B,,,,Microsomes,0
118,,CHEMBL615343,Autocuration,,Inhibitory activity against 20-HETE production from arachidonic acid using human renal microsome 20-HETE synthase.,,U,,17322,22226,B,,,,,0
119,Homo sapiens,CHEMBL615344,Intermediate,,Inhibitory concentration against 2008 (ovarian) cells,,N,9606.0,17072,80612,F,,,2008,,1
120,Homo sapiens,CHEMBL615345,Intermediate,,50% Growth inhibitory concentration( GI 50 ) by using 2008 human ovarian carcinoma cell lines.,,N,9606.0,16936,80612,F,,,2008,,1
121,Homo sapiens,CHEMBL615346,Intermediate,,Compound was tested for 50% growth inhibitory concentration by using human ovarian carcinoma cell lines (2008),,N,9606.0,16936,80612,F,,,2008,,1
122,Homo sapiens,CHEMBL615347,Intermediate,,Direct cytotoxicity against the selected tumor cell line 2008 was determined especially on ovarian adenocarcinoma derived cells,,N,9606.0,17146,80612,F,,,2008,,1
123,Homo sapiens,CHEMBL615348,Intermediate,,Direct cytotoxicity against the selected tumor cell line 2008 was determined especially on ovarian adenocarcinoma derived cells; not detected,,N,9606.0,17146,80612,F,,,2008,,1
124,Homo sapiens,CHEMBL827085,Intermediate,,In vitro inhibition of 2008/R ovarian cancer cell line,,N,9606.0,10797,80613,F,,,2008/R,,1
125,Homo sapiens,CHEMBL615349,Intermediate,,In vitro inhibition of 2008/R ovarian cancer cell line; NA= Not achievable,,N,9606.0,10797,80613,F,,,2008/R,,1
126,Homo sapiens,CHEMBL615350,Intermediate,,In vitro inhibition of 2008/S ovarian cancer cell line,,N,9606.0,10797,80614,F,,,2008/S,,1
127,Homo sapiens,CHEMBL615351,Intermediate,,In vitro inhibition of 2008/S ovarian cancer cell line; NA= Not achievable,,N,9606.0,10797,80614,F,,,2008/S,,1
128,Homo sapiens,CHEMBL615352,Expert,,Tested in vitro for inhibition of chymotrypsin like activity of purified human 20S proteasome,,S,9606.0,4823,100256,B,,,,,2
129,Homo sapiens,CHEMBL615353,Intermediate,,Compound was evaluated for inhibitory activity against 20S proteasome from human liver and brain,,S,9606.0,12912,100256,B,,,,,2
130,,CHEMBL615354,Expert,,Inhibition of chymotrypsin-like activity of 20S proteasome,,S,,2957,100256,B,,,,,2
131,,CHEMBL615355,Expert,,Inhibition of chymotrypsin-like activity of 20S proteasome; value ranges from 10-20 uM,,S,,2957,100256,B,,,,,2
132,,CHEMBL615356,Intermediate,,Inhibitory activity against 20S proteosome,,S,,3260,100256,B,,,,,2
133,Homo sapiens,CHEMBL615357,Autocuration,,Compound was tested for inhibitory activity against tryptase,,U,9606.0,3451,22226,B,,,,,0
134,Homo sapiens,CHEMBL615358,Intermediate,,Concentration required to inhibit 50% of extracellular circular replication of HBV DNA using 2215 cell line,,N,9606.0,13885,81020,F,,,HepG2,,1
135,Homo sapiens,CHEMBL827086,Intermediate,,Concentration required to inhibit 50% of intracellular circular replication of HBV DNA using 2215 cell line,,N,9606.0,13885,81020,F,,,HepG2,,1
136,,CHEMBL615359,Autocuration,,Compound was tested for the inhibition of Alpha-glucosidase,,U,,3676,22226,B,,,,,0
137,,CHEMBL615360,Autocuration,,Inhibitory concentration against human neutrophil elastase (HNE),,H,,6043,235,B,,,,,8
138,Rattus norvegicus,CHEMBL615361,Autocuration,Heart,Change in heart rate was expressed in percent at at a dose 0.002 mg/kg iv in anesthetized rat,,U,10116.0,11140,22226,F,,,,,0
139,,CHEMBL615362,Autocuration,,90% inhibition of the 20 Mycobacterium avium complex (MAC) clinical isolates,,H,,10543,19640,F,,,,,8
140,,CHEMBL615363,Expert,,Minimum inhibitory concentration of compound against 20 Mycobacterium avium complex (MAC) clinical isolates,,H,,10543,19640,F,,,,,8
141,,CHEMBL615364,Autocuration,,Minimum inhibitory concentration of compound against 20 Mycobacterium avium complex (MAC) clinical isolates,,H,,10543,19640,B,,,,,8
142,,CHEMBL615365,Expert,,90% inhibition of the 20 Mycobacterium avium complex (MAC) clinical isolates,,H,,10543,19640,F,,,,,8
143,Mus musculus,CHEMBL615366,Intermediate,,In Vitro evaluation for the growth inhibition of Subline (P388/AMSA) Leukemia cell lines,,N,10090.0,11365,80360,F,,,P338,,1
144,Mus musculus,CHEMBL615367,Intermediate,,In Vitro evaluation for the growth inhibition of Subline (P388/CP) Leukemia cell lines,,N,10090.0,11365,80360,F,,,P338,,1
145,Homo sapiens,CHEMBL615368,Intermediate,,Compound was evaluated for the inhibition of cell replication human peripheral blood lymphocytes (PBL's).,,N,9606.0,11803,80384,F,,,PBL,,1
146,Ovis aries,CHEMBL615369,Autocuration,,Compound was evaluated for the inhibition of cell replication sheep choroid plexus (SCP) cells,,U,9940.0,11803,22226,F,,,,,0
147,Ovis aries,CHEMBL615370,Autocuration,,Compound was evaluated for the inhibition of cell replication sheep choroid plexus (SCP) cells.,,U,9940.0,11803,22226,F,,,,,0
148,,CHEMBL615673,Autocuration,,Compound is evaluated in vitro for the inhibition single mutant of HIV-1 RT (Y181C),,H,,12278,191,B,,,,,8
149,Homo sapiens,CHEMBL615674,Autocuration,,Compound was evaluated for its inhibitory effect on thymidine [3H]dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-5,,U,9606.0,8249,22226,F,,,,,0
150,Homo sapiens,CHEMBL615675,Autocuration,,Compound was evaluated for its inhibitory effect on thymidine [3H]-dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-6,,U,9606.0,8249,22226,F,,,,,0
151,Homo sapiens,CHEMBL615676,Autocuration,,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in at conc. 10e-7,,U,9606.0,8249,22226,F,,,CCRF-CEM,,0
152,Homo sapiens,CHEMBL615677,Autocuration,,Compound was evaluated for its inhibitory effect on thymidine ([3H]-dThd) incorporation into DNA of CEM cells in culture at conc. 10e-4,,U,9606.0,8249,22226,F,,,CCRF-CEM,,0
153,Homo sapiens,CHEMBL615678,Autocuration,,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in culture at conc. 10e-5,,U,9606.0,8249,22226,F,,,CCRF-CEM,,0
154,Homo sapiens,CHEMBL615679,Autocuration,,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in culture at conc. 10e-6,,U,9606.0,8249,22226,F,,,CCRF-CEM,,0
155,Homo sapiens,CHEMBL615680,Autocuration,,Compound was evaluated for its inhibitory effect on thymidine ([3H]-dThd) incorporation into DNA of CEM/MTX cells in at conc. 10e-7.,,U,9606.0,8249,22226,F,,,,,0
156,Homo sapiens,CHEMBL615681,Autocuration,,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-4,,U,9606.0,8249,22226,F,,,,,0
157,,CHEMBL857972,Autocuration,,In vitro binding affinity towards (alpha-4)2(beta-2)3 neuronal nicotinic acetylcholine receptor in P2 membrane fractions of rat forebrain,,H,,16992,104290,B,,,,,6
158,Streptococcus pyogenes,CHEMBL857899,Intermediate,,Minimum inhibitory concentration of compound against Streptococcus pyogenus septicemia in the mouse,,N,1314.0,10543,50264,F,,,,,1
159,Human herpesvirus 3,CHEMBL615371,Intermediate,,Antiviral activity against 07/1 strain of thymidine kinase negative (TK-) Varicella-Zoster Virus (VZV),,N,10335.0,17833,50527,F,,,,,1
160,vericilla zoster virus,CHEMBL615372,Expert,,Antiviral activity against 07/1 strain of VZV in HEL (human erythroleukemia) cells.,,N,10335.0,17290,50527,F,,,HEL,,1
161,vericilla zoster virus,CHEMBL615373,Intermediate,,Antiviral activity against 07/1 strain of VZV; ND: No data,,N,10335.0,17290,50527,F,,,,,1
