cognome,attore_id,film_id,nome
BERRY,91,48,CHRISTOPHER
DEGENERES,41,212,JODIE
BERGMAN,121,154,LIZA
DAMON,81,215,SCARLETT
HOPE,161,90,HARVEY
CRONYN,49,407,ANNE
TAUTOU,59,984,DUSTIN
PINKETT,54,658,PENELOPE
CHASE,176,401,JON
HOPKINS,113,322,MORGAN
WILLIAMS,137,410,MORGAN
WOOD,13,29,UMA
WILLIS,83,165,BEN
DREYFUSS,173,928,ALAN
MCCONAUGHEY,77,612,CARY
CAGE,11,532,ZERO
LOLLOBRIGIDA,5,817,JOHNNY
KILMER,153,64,MINNIE
BULLOCK,167,25,LAURENCE
PENN,133,338,RICHARD
KILMER,153,938,MINNIE
HACKMAN,32,65,TIM
NOLTE,150,551,JAYNE
AKROYD,58,800,CHRISTIAN
PALTROW,69,761,KENNETH
WOOD,13,597,UMA
DUKAKIS,36,410,BURT
WAYNE,29,944,ALEC
MONROE,120,641,PENELOPE
TANDY,155,885,IAN
BENING,174,827,MICHAEL
BAILEY,67,731,JESSICA
LEIGH,103,315,MATTHEW
TEMPLE,149,899,RUSSELL
MCQUEEN,27,273,JULIA
WILSON,168,678,WILL
AKROYD,58,551,CHRISTIAN
HARRIS,56,521,DAN
DEGENERES,41,779,JODIE
NEESON,61,362,CHRISTIAN
TRACY,20,527,LUCILLE
FAWCETT,199,689,JULIA
CROWE,105,333,SIDNEY
BAILEY,190,173,AUDREY
WINSLET,147,305,FAY
PENN,133,410,RICHARD
CHASE,176,150,JON
CRAWFORD,129,910,DARYL
PHOENIX,51,627,GARY
KILMER,162,32,OPRAH
AKROYD,182,679,DEBBIE
BALL,187,17,RENEE
BASINGER,158,473,VIVIEN
BOLGER,185,845,MICHAEL
DEGENERES,107,162,GINA
MOSTEL,99,414,JIM
PENN,133,452,RICHARD
BERRY,60,253,HENRY
DUKAKIS,188,102,ROCK
STREEP,24,126,CAMERON
HURT,140,693,WHOOPI
HOPPER,132,930,ADAM
DUKAKIS,36,381,BURT
OLIVIER,34,794,AUDREY
GARLAND,127,47,KEVIN
LEIGH,103,318,MATTHEW
DUNST,106,166,GROUCHO
NOLTE,125,908,ALBERT
ZELLWEGER,111,382,CAMERON
HOPPER,132,538,ADAM
WILLIS,83,529,BEN
VOIGHT,17,236,HELEN
MANSFIELD,136,288,ED
DEPP,160,469,CHRIS
BASINGER,158,437,VIVIEN
HESTON,151,703,GEOFFREY
HARRIS,152,891,BEN
WILLIS,83,340,BEN
HOPKINS,50,504,NATALIE
HACKMAN,175,405,WILLIAM
CARREY,181,152,MATTHEW
WALKEN,196,795,BELA
TEMPLE,53,573,MENA
MCCONAUGHEY,70,964,MICHELLE
JOVOVICH,43,105,KIRK
TORN,94,13,KENNETH
PECK,30,945,SANDRA
PALTROW,21,700,KIRSTEN
CRUZ,80,342,RALPH
ZELLWEGER,85,383,MINNIE
WILLIAMS,137,249,MORGAN
WILLIAMS,72,969,SEAN
TORN,94,402,KENNETH
SUVARI,192,485,JOHN
PENN,73,936,GARY
HESTON,151,232,GEOFFREY
PALTROW,69,466,KENNETH
LOLLOBRIGIDA,5,202,JOHNNY
TANDY,155,1000,IAN
NOLTE,150,270,JAYNE
WEST,163,307,CHRISTOPHER
PENN,133,210,RICHARD
WAHLBERG,95,329,DARYL
MIRANDA,42,673,TOM
GOODING,139,200,EWAN
MCCONAUGHEY,77,442,CARY
MOSTEL,99,475,JIM
WILLIS,96,209,GENE
GUINESS,90,838,SEAN
STREEP,24,178,CAMERON
JACKMAN,131,921,JANE
BENING,174,705,MICHAEL
GOODING,139,746,EWAN
SINATRA,78,689,GROUCHO
GARLAND,165,437,AL
NICHOLSON,6,256,BETTE
PENN,73,548,GARY
CRONYN,104,309,PENELOPE
WILLIAMS,72,609,SEAN
CARREY,181,579,MATTHEW
DEE,138,561,LUCILLE
CRONYN,49,282,ANNE
MIRANDA,42,922,TOM
WAYNE,29,519,ALEC
BIRCH,189,509,CUBA
TOMEI,126,419,FRANCES
HOFFMAN,79,750,MAE
PINKETT,54,970,PENELOPE
POSEY,75,744,BURT
TOMEI,126,21,FRANCES
TEMPLE,200,419,THORA
PFEIFFER,171,181,OLYMPIA
MCDORMAND,114,13,MORGAN
BLOOM,25,697,KEVIN
CRUZ,80,212,RALPH
WINSLET,147,251,FAY
ASTAIRE,76,568,ANGELINA
GARLAND,165,421,AL
NEESON,62,988,JAYNE
WAHLBERG,2,518,NICK
GUINESS,179,960,ED
PECK,87,606,SPENCER
ALLEN,145,527,KIM
GUINESS,1,605,PENELOPE
TEMPLE,149,178,RUSSELL
PECK,30,87,SANDRA
CHASE,176,726,JON
PFEIFFER,171,166,OLYMPIA
BRODY,39,320,GOLDIE
JOVOVICH,43,833,KIRK
TRACY,117,42,RENEE
KILMER,45,797,REESE
TORN,102,20,WALTER
DEAN,143,560,RIVER
PFEIFFER,171,219,OLYMPIA
NOLTE,108,350,WARREN
MANSFIELD,136,56,ED
HURT,140,135,WHOOPI
WILLIAMS,72,623,SEAN
TEMPLE,193,80,BURT
HACKMAN,175,424,WILLIAM
DAMON,81,458,SCARLETT
SINATRA,78,265,GROUCHO
RYDER,142,859,JADA
CHASE,176,859,JON
TOMEI,126,468,FRANCES
PENN,133,514,RICHARD
NOLTE,122,489,SALMA
KEITEL,198,499,MARY
PFEIFFER,171,296,OLYMPIA
TORN,102,200,WALTER
MCQUEEN,128,26,CATE
GOODING,191,84,GREGORY
HUDSON,65,347,ANGELA
JOHANSSON,64,616,RAY
CRONYN,104,394,PENELOPE
MCCONAUGHEY,70,504,MICHELLE
NOLTE,122,649,SALMA
JOHANSSON,146,969,ALBERT
GOODING,139,57,EWAN
HARRIS,56,795,DAN
WRAY,63,932,CAMERON
NOLTE,108,9,WARREN
BRIDGES,98,824,CHRIS
BERRY,60,85,HENRY
KILMER,23,833,SANDRA
NEESON,62,393,JAYNE
SOBIESKI,31,299,SISSY
CAGE,11,854,ZERO
KEITEL,198,568,MARY
AKROYD,58,68,CHRISTIAN
WOOD,156,705,FAY
HOPPER,132,987,ADAM
BOLGER,37,467,VAL
DAMON,81,260,SCARLETT
ALLEN,194,738,MERYL
DUKAKIS,36,380,BURT
TANDY,66,706,MARY
WITHERSPOON,144,228,ANGELA
HOFFMAN,28,827,WOODY
CRAWFORD,26,795,RIP
WILLIS,83,268,BEN
WILLIS,83,369,BEN
PENN,133,390,RICHARD
MCQUEEN,128,564,CATE
VOIGHT,17,957,HELEN
BAILEY,67,242,JESSICA
COSTNER,16,453,FRED
CLOSE,183,495,RUSSELL
GUINESS,90,633,SEAN
HOFFMAN,169,673,KENNETH
MIRANDA,42,861,TOM
DENCH,89,410,CHARLIZE
DAVIS,4,635,JENNIFER
GOODING,191,378,GREGORY
MCDORMAND,114,841,MORGAN
PHOENIX,51,112,GARY
GOLDBERG,46,836,PARKER
GUINESS,90,197,SEAN
BRIDGES,98,829,CHRIS
STALLONE,44,937,NICK
GOODING,191,834,GREGORY
DAVIS,101,263,SUSAN
HOPKINS,113,726,MORGAN
PESCI,88,304,KENNETH
DAVIS,4,909,JENNIFER
CRUZ,80,260,RALPH
TORN,102,828,WALTER
WAHLBERG,2,555,NICK
WAHLBERG,95,207,DARYL
GOODING,191,819,GREGORY
GOODING,139,107,EWAN
PALTROW,69,15,KENNETH
GIBSON,154,141,MERYL
TEMPLE,200,80,THORA
BERRY,60,754,HENRY
BASINGER,158,177,VIVIEN
WILLIS,164,23,HUMPHREY
MARX,22,294,ELVIS
WILSON,168,56,WILL
PALTROW,21,734,KIRSTEN
WOOD,156,646,FAY
COSTNER,16,269,FRED
SILVERSTONE,195,677,JAYNE
AKROYD,58,242,CHRISTIAN
HESTON,151,167,GEOFFREY
DERN,109,48,SYLVESTER
GARLAND,127,333,KEVIN
PENN,133,51,RICHARD
GARLAND,127,846,KEVIN
SILVERSTONE,180,874,JEFF
JOLIE,82,497,WOODY
KILMER,162,612,OPRAH
ZELLWEGER,111,699,CAMERON
DAVIS,110,513,SUSAN
CAGE,40,233,JOHNNY
WAHLBERG,95,424,DARYL
JOVOVICH,43,462,KIRK
CHASE,3,329,ED
TORN,18,561,DAN
CRAWFORD,26,186,RIP
ALLEN,118,553,CUBA
HOPPER,170,15,MENA
CRUISE,57,134,JUDE
TRACY,117,316,RENEE
JOHANSSON,146,191,ALBERT
PALTROW,21,507,KIRSTEN
HUDSON,65,556,ANGELA
CHAPLIN,86,905,GREG
STREEP,116,36,DAN
POSEY,75,301,BURT
BACALL,112,312,RUSSELL
NEESON,62,54,JAYNE
WAHLBERG,95,828,DARYL
COSTNER,16,886,FRED
GUINESS,179,489,ED
BALL,187,222,RENEE
WINSLET,68,325,RIP
TEMPLE,53,961,MENA
WEST,163,719,CHRISTOPHER
HOPKINS,50,111,NATALIE
ZELLWEGER,111,414,CAMERON
DEAN,35,748,JUDY
WILSON,168,115,WILL
STALLONE,44,490,NICK
BRODY,159,342,LAURA
PALTROW,21,159,KIRSTEN
KILMER,45,978,REESE
ASTAIRE,76,348,ANGELINA
BERRY,12,728,KARL
DUKAKIS,36,387,BURT
MANSFIELD,136,243,ED
CRUZ,80,280,RALPH
GARLAND,165,832,AL
PECK,87,199,SPENCER
GUINESS,1,506,PENELOPE
KEITEL,130,809,GRETA
WILLIS,83,655,BEN
BENING,124,742,SCARLETT
TEMPLE,200,537,THORA
POSEY,75,143,BURT
WAYNE,29,488,ALEC
MCQUEEN,27,503,JULIA
BOLGER,37,588,VAL
KILMER,153,988,MINNIE
BERGEN,14,284,VIVIEN
REYNOLDS,135,541,RITA
DUNST,106,399,GROUCHO
HUDSON,65,658,ANGELA
TAUTOU,59,72,DUSTIN
GARLAND,184,967,HUMPHREY
AKROYD,92,453,KIRSTEN
PRESLEY,93,325,ELLEN
GRANT,71,359,ADAM
STREEP,116,584,DAN
MCCONAUGHEY,77,749,CARY
BIRCH,189,896,CUBA
TRACY,117,812,RENEE
HUNT,52,879,CARMEN
HARRIS,141,380,CATE
HOFFMAN,169,642,KENNETH
BAILEY,190,234,AUDREY
KEITEL,198,309,MARY
CAGE,40,521,JOHNNY
WILSON,168,92,WILL
DEE,148,133,EMILY
TEMPLE,53,122,MENA
GUINESS,90,676,SEAN
MOSTEL,7,618,GRACE
CRONYN,49,250,ANNE
CLOSE,183,520,RUSSELL
HACKMAN,175,616,WILLIAM
MCQUEEN,128,614,CATE
BOLGER,37,966,VAL
TEMPLE,200,346,THORA
VOIGHT,17,770,HELEN
KILMER,23,370,SANDRA
GUINESS,179,159,ED
ZELLWEGER,85,85,MINNIE
MCQUEEN,27,873,JULIA
HOFFMAN,169,505,KENNETH
CRAWFORD,129,938,DARYL
CAGE,40,737,JOHNNY
HOFFMAN,28,679,WOODY
BALE,115,391,HARRISON
HUDSON,65,97,ANGELA
TEMPLE,53,51,MENA
WEST,197,147,REESE
BALL,187,76,RENEE
GOODING,191,420,GREGORY
BOLGER,185,920,MICHAEL
DENCH,123,246,JULIANNE
OLIVIER,15,635,CUBA
DEE,138,970,LUCILLE
TRACY,20,714,LUCILLE
WALKEN,196,837,BELA
ALLEN,194,98,MERYL
OLIVIER,15,125,CUBA
MANSFIELD,136,842,ED
GOODING,139,862,EWAN
NOLTE,108,702,WARREN
MONROE,178,164,LISA
WEST,197,370,REESE
JOHANSSON,8,205,MATTHEW
SWANK,9,722,JOE
WAHLBERG,95,431,DARYL
GIBSON,154,314,MERYL
BERRY,12,16,KARL
CHAPLIN,86,636,GREG
DAVIS,101,511,SUSAN
PRESLEY,93,835,ELLEN
NOLTE,108,378,WARREN
JACKMAN,119,171,WARREN
HOPKINS,134,927,GENE
WALKEN,196,524,BELA
WAYNE,29,273,ALEC
NOLTE,150,873,JAYNE
BRODY,39,71,GOLDIE
MONROE,120,144,PENELOPE
JOHANSSON,146,512,ALBERT
AKROYD,58,858,CHRISTIAN
DEGENERES,107,277,GINA
CRUZ,80,124,RALPH
WOOD,13,17,UMA
BENING,174,780,MICHAEL
HOPE,161,526,HARVEY
POSEY,75,436,BURT
PFEIFFER,171,779,OLYMPIA
GOLDBERG,46,567,PARKER
BENING,124,449,SCARLETT
CAGE,40,223,JOHNNY
SILVERSTONE,195,392,JAYNE
WILLIAMS,137,6,MORGAN
WAHLBERG,95,420,DARYL
LOLLOBRIGIDA,5,203,JOHNNY
BOLGER,185,437,MICHAEL
HOFFMAN,79,299,MAE
TEMPLE,193,937,BURT
SWANK,9,811,JOE
TRACY,20,165,LUCILLE
MCDORMAND,114,861,MORGAN
CAGE,11,283,ZERO
NOLTE,108,1,WARREN
PALTROW,69,202,KENNETH
WILSON,168,685,WILL
HOFFMAN,79,262,MAE
AKROYD,58,856,CHRISTIAN
SUVARI,192,763,JOHN
KEITEL,74,956,MILLA
TAUTOU,59,862,DUSTIN
KILMER,153,756,MINNIE
BASINGER,158,840,VIVIEN
WAHLBERG,95,855,DARYL
WILSON,168,305,WILL
WINSLET,147,333,FAY
TEMPLE,149,811,RUSSELL
GARLAND,127,286,KEVIN
CAGE,40,799,JOHNNY
CHASE,176,872,JON
BOLGER,37,277,VAL
WEST,163,409,CHRISTOPHER
RYDER,142,501,JADA
DUKAKIS,188,849,ROCK
DAVIS,101,700,SUSAN
DAVIS,110,292,SUSAN
STALLONE,44,751,NICK
WAHLBERG,95,22,DARYL
CRONYN,49,716,ANNE
JOLIE,82,468,WOODY
DAY-LEWIS,48,245,FRANCES
BULLOCK,167,856,LAURENCE
BACALL,112,565,RUSSELL
PESCI,88,87,KENNETH
PHOENIX,51,678,GARY
CRAWFORD,129,89,DARYL
MANSFIELD,136,193,ED
DUKAKIS,188,988,ROCK
MCKELLEN,177,543,GENE
VOIGHT,17,378,HELEN
MALDEN,157,183,GRETA
MCQUEEN,128,212,CATE
TEMPLE,149,72,RUSSELL
GOLDBERG,46,980,PARKER
SINATRA,78,393,GROUCHO
MCDORMAND,114,827,MORGAN
BOLGER,37,529,VAL
BULLOCK,167,882,LAURENCE
DAY-LEWIS,48,295,FRANCES
DAVIS,101,936,SUSAN
WOOD,13,346,UMA
PFEIFFER,171,953,OLYMPIA
TANDY,66,608,MARY
BRODY,39,425,GOLDIE
DEAN,143,660,RIVER
HOPKINS,113,719,MORGAN
NOLTE,108,894,WARREN
BERRY,12,880,KARL
SWANK,9,926,JOE
DENCH,123,234,JULIANNE
GOODING,191,914,GREGORY
HOPPER,132,133,ADAM
DEGENERES,107,905,GINA
DAVIS,101,758,SUSAN
BACALL,112,173,RUSSELL
KEITEL,198,536,MARY
BRODY,159,549,LAURA
DAVIS,110,435,SUSAN
BIRCH,189,43,CUBA
WILLIS,96,54,GENE
NOLTE,150,233,JAYNE
TAUTOU,59,772,DUSTIN
WILLIAMS,172,639,GROUCHO
SILVERSTONE,180,657,JEFF
BIRCH,189,378,CUBA
STREEP,24,148,CAMERON
HOPKINS,50,417,NATALIE
FAWCETT,19,217,BOB
TORN,94,475,KENNETH
WOOD,13,513,UMA
BULLOCK,167,628,LAURENCE
HOPKINS,134,936,GENE
CAGE,11,485,ZERO
NOLTE,108,887,WARREN
NOLTE,125,683,ALBERT
NOLTE,150,447,JAYNE
NOLTE,150,105,JAYNE
WEST,163,303,CHRISTOPHER
BENING,124,312,SCARLETT
CRAWFORD,26,329,RIP
SWANK,9,752,JOE
FAWCETT,19,266,BOB
NOLTE,108,6,WARREN
GUINESS,90,391,SEAN
TAUTOU,59,88,DUSTIN
GUINESS,90,771,SEAN
BAILEY,190,278,AUDREY
BRODY,39,587,GOLDIE
BERRY,60,493,HENRY
HACKMAN,175,890,WILLIAM
BOLGER,37,572,VAL
DUNST,106,934,GROUCHO
ZELLWEGER,85,895,MINNIE
PENN,73,379,GARY
POSEY,75,764,BURT
NEESON,61,648,CHRISTIAN
TORN,102,326,WALTER
WINSLET,68,213,RIP
BARRYMORE,47,508,JULIA
WRAY,63,781,CAMERON
DAY-LEWIS,48,287,FRANCES
MANSFIELD,136,271,ED
STREEP,24,585,CAMERON
GARLAND,184,169,HUMPHREY
DAMON,81,4,SCARLETT
ALLEN,194,161,MERYL
DENCH,89,864,CHARLIZE
HESTON,151,131,GEOFFREY
DAVIS,110,360,SUSAN
WILLIAMS,72,296,SEAN
BRODY,39,648,GOLDIE
BARRYMORE,47,944,JULIA
BOLGER,185,880,MICHAEL
ALLEN,194,86,MERYL
PECK,33,112,MILLA
WEST,163,833,CHRISTOPHER
BALE,115,703,HARRISON
MCCONAUGHEY,77,153,CARY
BERRY,12,838,KARL
BOLGER,37,840,VAL
ASTAIRE,76,474,ANGELINA
PENN,133,727,RICHARD
PECK,30,565,SANDRA
BALL,187,538,RENEE
CAGE,11,709,ZERO
TEMPLE,149,992,RUSSELL
NEESON,62,295,JAYNE
GOLDBERG,46,407,PARKER
BLOOM,25,311,KEVIN
CAGE,40,868,JOHNNY
DENCH,89,833,CHARLIZE
TEMPLE,149,365,RUSSELL
ZELLWEGER,111,919,CAMERON
KILMER,45,467,REESE
KILMER,162,636,OPRAH
KEITEL,198,806,MARY
ZELLWEGER,85,478,MINNIE
MONROE,120,208,PENELOPE
DUKAKIS,188,770,ROCK
PESCI,88,234,KENNETH
BRIDGES,98,634,CHRIS
KILMER,162,274,OPRAH
KEITEL,130,43,GRETA
TANDY,155,630,IAN
TRACY,20,478,LUCILLE
DERN,109,463,SYLVESTER
CAGE,11,395,ZERO
NOLTE,122,76,SALMA
LEIGH,103,378,MATTHEW
CARREY,181,907,MATTHEW
KILMER,55,620,FAY
DUNST,106,241,GROUCHO
HOPPER,170,764,MENA
ASTAIRE,76,866,ANGELINA
COSTNER,16,779,FRED
WILSON,168,196,WILL
BRODY,159,561,LAURA
PHOENIX,51,153,GARY
PINKETT,54,990,PENELOPE
TEMPLE,149,95,RUSSELL
JOHANSSON,64,557,RAY
SILVERSTONE,180,847,JEFF
AKROYD,58,254,CHRISTIAN
BENING,124,260,SCARLETT
WEST,163,166,CHRISTOPHER
HARRIS,152,153,BEN
GOLDBERG,46,319,PARKER
HACKMAN,175,842,WILLIAM
KEITEL,198,555,MARY
BERGEN,14,948,VIVIEN
TORN,102,845,WALTER
DAVIS,4,379,JENNIFER
SWANK,9,697,JOE
LOLLOBRIGIDA,5,172,JOHNNY
PALTROW,69,88,KENNETH
OLIVIER,34,525,AUDREY
GOLDBERG,46,830,PARKER
HOFFMAN,79,141,MAE
LOLLOBRIGIDA,5,411,JOHNNY
NEESON,62,231,JAYNE
DAY-LEWIS,48,345,FRANCES
BERGMAN,121,771,LIZA
DREYFUSS,173,405,ALAN
DEE,138,125,LUCILLE
SUVARI,192,682,JOHN
BENING,124,987,SCARLETT
WILSON,168,237,WILL
HUNT,52,584,CARMEN
DEGENERES,107,62,GINA
DREYFUSS,173,529,ALAN
PENN,133,270,RICHARD
NEESON,62,375,JAYNE
DAY-LEWIS,48,164,FRANCES
DAMON,81,643,SCARLETT
HURT,140,835,WHOOPI
HOPKINS,50,897,NATALIE
WAHLBERG,95,245,DARYL
BERRY,91,849,CHRISTOPHER
TRACY,117,395,RENEE
BRIDGES,98,705,CHRIS
PENN,133,635,RICHARD
MCQUEEN,128,899,CATE
WEST,197,916,REESE
DEE,138,885,LUCILLE
OLIVIER,34,393,AUDREY
JACKMAN,131,450,JANE
DUKAKIS,36,915,BURT
MARX,22,349,ELVIS
GARLAND,165,473,AL
BRIDGES,98,120,CHRIS
WILLIS,164,15,HUMPHREY
HOPE,161,89,HARVEY
NEESON,61,832,CHRISTIAN
SILVERSTONE,195,359,JAYNE
BENING,174,830,MICHAEL
JOHANSSON,64,87,RAY
DENCH,123,494,JULIANNE
REYNOLDS,135,65,RITA
TAUTOU,59,689,DUSTIN
PECK,87,253,SPENCER
MONROE,178,974,LISA
WAHLBERG,2,31,NICK
WILLIAMS,137,745,MORGAN
CRUISE,57,16,JUDE
FAWCETT,19,428,BOB
WITHERSPOON,144,272,ANGELA
BOLGER,37,989,VAL
HOPKINS,113,723,MORGAN
DEGENERES,107,445,GINA
DAMON,81,332,SCARLETT
BERRY,60,376,HENRY
JACKMAN,119,172,WARREN
PITT,84,39,JAMES
DENCH,123,446,JULIANNE
KILMER,23,636,SANDRA
TRACY,117,831,RENEE
BULLOCK,167,800,LAURENCE
KEITEL,74,117,MILLA
HUDSON,65,371,ANGELA
WOOD,13,144,UMA
TORN,102,268,WALTER
STALLONE,44,94,NICK
CHAPLIN,86,486,GREG
BERRY,12,213,KARL
HOPKINS,134,278,GENE
MOSTEL,99,618,JIM
KILMER,23,766,SANDRA
DAVIS,110,539,SUSAN
DEGENERES,107,973,GINA
MONROE,120,994,PENELOPE
TORN,94,533,KENNETH
CRAWFORD,129,418,DARYL
STALLONE,44,944,NICK
TEMPLE,149,153,RUSSELL
LEIGH,103,735,MATTHEW
GOODING,139,706,EWAN
WALKEN,196,919,BELA
TEMPLE,149,146,RUSSELL
ZELLWEGER,111,407,CAMERON
JOHANSSON,64,124,RAY
BERRY,60,665,HENRY
MARX,22,291,ELVIS
KILMER,55,307,FAY
PFEIFFER,171,560,OLYMPIA
AKROYD,92,838,KIRSTEN
WALKEN,196,156,BELA
BULLOCK,167,191,LAURENCE
ASTAIRE,76,650,ANGELINA
HOPKINS,50,672,NATALIE
TEMPLE,193,352,BURT
NICHOLSON,6,70,BETTE
KEITEL,130,112,GRETA
GOODING,139,447,EWAN
NICHOLSON,6,826,BETTE
CRAWFORD,129,202,DARYL
PALTROW,21,6,KIRSTEN
COSTNER,16,87,FRED
BULLOCK,167,120,LAURENCE
AKROYD,92,505,KIRSTEN
BOLGER,37,900,VAL
ASTAIRE,76,68,ANGELINA
