ammontare,noleggio_id,data_pagamento,cliente_id,personale_id,pagamento_id
4.99,6495,2005-07-12 02:57:02,19,2,500
5.99,9157,2005-07-30 11:06:23,19,1,501
0.99,9256,2005-07-30 14:29:29,19,1,502
7.99,10176,2005-07-31 23:40:35,19,1,504
5.99,11869,2005-08-17 14:10:22,19,1,506
2.99,202,2005-05-26 07:27:36,20,2,514
1.99,546,2005-05-28 07:16:25,20,2,516
4.99,3350,2005-06-21 11:21:38,20,1,520
3.99,4011,2005-07-07 00:48:25,20,2,521
5.99,7864,2005-07-28 10:06:10,20,2,527
4.99,10284,2005-08-01 03:33:19,20,2,531
0.99,12180,2005-08-18 01:28:15,20,1,535
6.99,15057,2005-08-22 10:19:58,20,2,540
4.99,2830,2005-06-19 21:14:33,21,2,550
10.99,3212,2005-06-21 01:04:35,21,1,551
1.99,6943,2005-07-26 23:28:13,21,2,555
0.99,7994,2005-07-28 14:56:54,21,1,556
0.99,11072,2005-08-02 07:10:57,21,2,563
4.99,12660,2005-08-18 19:07:23,21,2,566
6.99,12774,2005-08-18 23:34:22,21,1,567
9.99,13699,2005-08-20 09:26:14,21,1,572
8.99,820,2005-05-29 21:07:22,22,2,581
6.99,5294,2005-07-09 15:23:42,22,1,584
2.99,5815,2005-07-10 15:48:19,22,1,585
7.99,7705,2005-07-28 04:02:58,22,1,587
0.99,9410,2005-07-30 20:38:05,22,2,588
0.99,12809,2005-08-19 00:42:24,22,2,592
7.99,15134,2005-08-22 13:18:25,22,1,596
8.99,129,2005-05-25 21:20:03,23,1,601
1.99,2753,2005-06-19 16:44:35,23,1,604
7.99,7155,2005-07-27 07:18:46,23,1,615
2.99,8015,2005-07-28 15:33:03,23,1,616
3.99,9718,2005-07-31 08:25:03,23,2,620
2.99,10898,2005-08-02 01:29:57,23,1,622
0.99,13511,2005-08-20 02:21:40,23,2,627
2.99,1716,2005-06-16 14:39:31,24,1,633
5.99,2451,2005-06-18 19:28:02,24,1,636
1.99,7266,2005-07-27 11:22:17,24,1,643
2.99,10491,2005-08-01 10:38:27,24,2,647
8.99,12165,2005-08-18 00:53:37,24,2,650
2.99,12745,2005-08-18 22:22:45,24,1,651
7.99,90,2005-05-25 14:31:25,25,1,656
2.99,1033,2005-05-31 04:50:07,25,2,657
2.99,4282,2005-07-07 15:26:31,25,1,664
0.99,4319,2005-07-07 17:50:27,25,1,665
2.99,8667,2005-07-29 15:40:57,25,2,670
2.99,9334,2005-07-30 17:56:38,25,2,673
4.99,14236,2005-08-21 05:13:16,25,1,682
5.99,15972,2005-08-23 20:00:30,25,1,684
2.99,1105,2005-05-31 14:33:56,26,2,686
3.99,2416,2005-06-18 17:07:34,26,2,690
2.99,4065,2005-07-07 04:32:28,26,1,694
4.99,4382,2005-07-07 20:41:03,26,1,696
2.99,6243,2005-07-11 14:53:25,26,2,703
5.99,11744,2005-08-17 08:54:30,26,1,711
4.99,13111,2005-08-19 11:25:10,26,2,712
4.99,14183,2005-08-21 03:24:29,26,2,713
7.99,14677,2005-08-21 20:12:30,26,1,716
2.99,787,2005-05-29 16:03:03,27,2,719
4.99,1480,2005-06-15 21:17:17,27,2,721
3.99,1960,2005-06-17 08:59:57,27,2,723
0.99,4038,2005-07-07 02:52:53,27,2,728
5.99,4510,2005-07-08 02:34:51,27,1,729
0.99,6115,2005-07-11 07:36:50,27,2,732
1.99,7927,2005-07-28 12:13:42,27,1,735
7.99,10794,2005-08-01 21:51:15,27,1,740
8.99,11661,2005-08-17 05:25:57,27,1,743
5.99,12021,2005-08-17 19:52:43,27,2,745
2.99,12531,2005-08-18 13:57:50,27,1,747
4.99,13816,2005-08-20 13:13:56,27,2,748
9.99,7580,2005-07-27 23:07:40,28,1,764
4.99,9705,2005-07-31 07:40:33,28,2,769
2.99,10116,2005-07-31 21:14:02,28,2,770
0.99,12359,2005-08-18 07:44:05,28,1,775
1.99,194,2005-05-26 06:52:33,29,2,782
0.99,2673,2005-06-19 11:42:20,29,1,784
1.99,10899,2005-08-02 01:30:21,29,2,802
2.99,12508,2005-08-18 13:20:13,29,1,806
0.99,13436,2005-08-19 23:36:25,29,1,810
7.99,14985,2005-08-22 07:35:56,29,1,815
7.99,5972,2005-07-11 00:08:54,30,2,828
2.99,6359,2005-07-11 21:06:17,30,2,830
2.99,7394,2005-07-27 16:03:08,30,2,831
4.99,7769,2005-07-28 06:45:23,30,2,832
4.99,8038,2005-07-28 16:32:55,30,2,834
2.99,9998,2005-07-31 17:40:35,30,1,840
6.99,10235,2005-08-01 01:57:48,30,1,841
2.99,12240,2005-08-18 03:27:11,30,1,842
0.99,14339,2005-08-21 08:37:15,30,1,847
2.99,15829,2005-08-23 15:17:14,30,2,851
4.99,1656,2005-06-16 10:05:40,31,2,852
0.99,2233,2005-06-18 03:57:36,31,1,854
6.99,2341,2005-06-18 11:35:30,31,2,855
7.99,2396,2005-06-18 15:49:48,31,1,856
1.99,3172,2005-06-20 22:19:25,31,2,861
9.99,4738,2005-07-08 13:24:58,31,2,866
4.99,6580,2005-07-12 06:26:10,31,2,868
0.99,12377,2005-08-18 08:26:05,31,1,875
4.99,803,2005-05-29 17:52:30,32,2,879
6.99,1887,2005-06-17 03:53:18,32,2,881
5.99,2624,2005-06-19 08:22:09,32,2,883
2.99,3500,2005-07-06 00:11:13,32,1,885
2.99,4771,2005-07-08 15:33:32,32,2,887
9.99,5307,2005-07-09 15:57:15,32,1,889
2.99,5954,2005-07-10 23:22:01,32,1,891
5.99,8390,2005-07-29 05:52:26,32,2,897
2.99,8914,2005-07-30 01:42:03,32,2,899
4.99,11135,2005-08-02 09:22:25,32,1,900
10.99,1301,2005-06-15 09:46:33,33,1,908
5.99,4095,2005-07-07 06:01:48,33,1,910
4.99,5723,2005-07-10 11:14:48,33,1,912
4.99,9040,2005-07-30 06:31:45,33,1,915
0.99,14623,2005-08-21 18:29:13,33,1,924
5.99,15096,2005-08-22 11:43:04,33,1,925
4.99,1900,2005-06-17 04:29:58,34,1,928
5.99,5918,2005-07-10 21:32:06,34,2,935
0.99,7532,2005-07-27 21:20:52,34,1,938
0.99,11096,2005-08-02 08:05:19,34,2,942
2.99,11505,2005-08-16 23:18:47,34,1,943
4.99,11701,2005-08-17 07:15:47,34,2,944
2.99,12286,2005-08-18 04:57:59,34,2,945
5.99,14686,2005-08-21 20:32:08,34,1,950
2.99,2743,2005-06-19 16:15:56,35,1,958
2.99,5013,2005-07-09 01:46:45,35,1,963
0.99,5323,2005-07-09 16:34:07,35,2,964
5.99,5916,2005-07-10 21:26:31,35,1,965
4.99,6401,2005-07-11 22:44:34,35,1,968
5.99,8971,2005-07-30 04:03:58,35,1,973
1.99,11298,2005-08-02 15:32:32,35,1,976
7.99,11452,2005-08-02 20:59:52,35,1,977
4.99,14735,2005-08-21 22:25:09,35,2,983
0.99,5403,2005-07-09 20:07:09,36,1,990
2.99,9369,2005-07-30 18:52:19,36,1,998
0.99,9805,2005-07-31 11:11:10,36,2,999
2.99,13562,2005-08-20 04:31:45,36,2,1006
1.99,13564,2005-08-20 04:34:46,36,2,1007
4.99,15657,2005-08-23 08:42:40,36,2,1010
9.99,8419,2005-07-29 06:54:48,37,1,1020
4.99,13147,2005-08-19 12:55:09,37,2,1025
2.99,14532,2005-08-21 15:15:03,37,2,1030
3.99,3392,2005-06-21 15:12:44,38,2,1038
4.99,4300,2005-07-07 16:36:16,38,1,1041
4.99,4644,2005-07-08 09:14:29,38,2,1042
0.99,12092,2005-08-17 22:28:15,38,2,1061
1.99,12187,2005-08-18 01:45:50,38,2,1062
2.99,14632,2005-08-21 18:48:06,38,2,1064
5.99,15738,2005-08-23 11:55:50,38,1,1067
6.99,4712,2005-07-08 12:10:50,39,2,1076
7.99,4727,2005-07-08 12:54:15,39,2,1077
2.99,5515,2005-07-10 01:12:44,39,2,1079
2.99,6045,2005-07-11 03:21:05,39,1,1080
1.99,8366,2005-07-29 05:11:14,39,2,1082
4.99,12459,2005-08-18 11:25:11,39,2,1094
4.99,128,2005-05-25 21:19:53,40,1,1097
4.99,2993,2005-06-20 09:12:12,40,1,1100
0.99,3428,2005-06-21 18:39:34,40,1,1101
2.99,5777,2005-07-10 13:38:41,40,2,1103
1.99,9975,2005-07-31 16:53:43,40,1,1112
0.99,11919,2005-08-17 16:08:49,40,2,1114
2.99,13951,2005-08-20 17:58:11,40,1,1121
2.99,15193,2005-08-22 16:06:49,40,1,1123
7.99,3246,2005-06-21 03:10:01,41,2,1125
4.99,4543,2005-07-08 04:06:55,41,1,1128
1.99,7517,2005-07-27 20:57:07,41,1,1132
2.99,8225,2005-07-28 23:59:29,41,2,1136
7.99,10170,2005-07-31 23:27:31,41,1,1140
0.99,12821,2005-08-19 01:07:02,41,2,1145
7.99,14539,2005-08-21 15:29:47,41,2,1146
0.99,1534,2005-06-16 00:49:32,42,2,1150
4.99,2302,2005-06-18 08:27:33,42,1,1153
3.99,5652,2005-07-10 07:18:58,42,2,1157
2.99,6179,2005-07-11 10:59:59,42,1,1158
2.99,6799,2005-07-12 16:52:13,42,1,1159
0.99,6925,2005-07-26 22:52:32,42,1,1160
6.99,10060,2005-07-31 19:23:00,42,2,1169
2.99,10345,2005-08-01 05:18:56,42,2,1170
0.0,15407,2006-02-14 15:16:03,42,1,1178
2.99,4498,2005-07-08 02:07:50,43,1,1183
0.99,6680,2005-07-12 12:01:56,43,2,1189
4.99,9204,2005-07-30 12:43:58,43,1,1193
4.99,15155,2005-08-22 14:27:46,43,2,1198
2.99,15945,2005-08-23 18:51:41,43,2,1200
3.98,15644,2006-02-14 15:16:03,43,2,1201
0.99,721,2005-05-29 05:28:47,44,2,1206
3.99,1497,2005-06-15 21:56:39,44,1,1208
3.99,2809,2005-06-19 19:40:27,44,1,1210
8.99,5787,2005-07-10 14:08:49,44,1,1215
4.99,5909,2005-07-10 20:46:13,44,2,1217
2.99,11364,2005-08-02 17:53:36,44,1,1222
6.99,12790,2005-08-19 00:16:54,44,1,1225
0.99,3444,2005-06-21 20:39:39,45,2,1234
0.99,4843,2005-07-08 18:27:28,45,1,1235
3.99,7961,2005-07-28 13:47:21,45,1,1243
8.99,11004,2005-08-02 05:04:18,45,1,1246
2.99,11483,2005-08-02 22:28:22,45,2,1248
4.99,13394,2005-08-19 22:05:19,45,2,1252
10.99,15812,2005-08-23 14:47:26,45,1,1254
2.99,401,2005-05-27 12:57:55,46,2,1256
4.99,1214,2005-06-15 03:18:40,46,2,1260
2.99,2203,2005-06-18 02:10:42,46,1,1262
4.99,3916,2005-07-06 20:18:50,46,1,1267
0.99,7336,2005-07-27 14:11:45,46,1,1269
2.99,10088,2005-07-31 20:16:21,46,1,1273
5.99,10827,2005-08-01 23:13:00,46,1,1276
0.99,13226,2005-08-19 16:05:36,46,1,1283
4.99,14940,2005-08-22 05:54:03,46,1,1286
0.99,15708,2005-08-23 10:35:51,46,1,1288
3.99,175,2005-05-26 03:46:26,47,2,1290
4.99,207,2005-05-26 08:04:38,47,2,1291
5.99,4064,2005-07-07 04:29:20,47,2,1297
0.99,5174,2005-07-09 09:31:59,47,1,1298
3.99,6337,2005-07-11 19:30:47,47,1,1301
2.99,4367,2005-07-07 19:52:01,48,1,1318
3.99,6498,2005-07-12 03:05:38,48,2,1320
2.99,7920,2005-07-28 12:01:19,48,1,1321
2.99,14536,2005-08-21 15:22:50,48,2,1327
3.99,239,2005-05-26 12:30:26,49,1,1330
4.99,1010,2005-05-31 01:57:32,49,2,1332
4.99,3575,2005-07-06 03:36:19,49,2,1338
2.99,5491,2005-07-10 00:09:45,49,1,1340
7.99,6521,2005-07-12 04:06:11,49,1,1343
4.99,7209,2005-07-27 09:16:53,49,2,1345
6.99,14627,2005-08-21 18:35:54,49,1,1355
4.99,763,2005-05-29 11:32:15,50,1,1357
2.99,3169,2005-06-20 21:55:54,50,2,1365
4.99,5641,2005-07-10 06:43:43,50,2,1368
9.99,5681,2005-07-10 08:48:39,50,2,1369
8.99,6667,2005-07-12 11:36:22,50,1,1372
0.99,8089,2005-07-28 18:26:47,50,1,1374
4.99,9615,2005-07-31 03:59:56,50,1,1378
6.99,10180,2005-07-31 23:57:43,50,2,1382
7.99,10485,2005-08-01 10:20:34,50,2,1384
7.99,13136,2005-08-19 12:24:23,50,2,1387
6.99,15388,2005-08-22 22:49:23,50,2,1390
4.99,16015,2005-08-23 21:25:03,50,1,1391
1.99,1373,2005-06-15 14:48:04,51,2,1395
0.99,1477,2005-06-15 21:11:18,51,1,1396
4.99,11685,2005-08-17 06:39:16,51,2,1413
6.99,11751,2005-08-17 09:07:56,51,2,1414
2.99,13098,2005-08-19 10:51:59,51,2,1417
2.99,13302,2005-08-19 18:54:26,51,1,1418
0.99,874,2005-05-30 05:36:21,52,1,1425
0.99,2232,2005-06-18 03:54:31,52,2,1427
4.99,3196,2005-06-21 00:02:28,52,2,1429
0.99,7284,2005-07-27 12:12:04,52,2,1435
4.99,7627,2005-07-28 00:56:47,52,2,1437
3.99,9749,2005-07-31 09:18:33,52,2,1440
0.99,10591,2005-08-01 14:12:29,52,2,1442
2.99,12200,2005-08-18 02:12:33,52,2,1446
2.99,14820,2005-08-22 01:18:37,52,2,1449
9.99,856,2005-05-30 02:01:21,53,2,1458
0.99,1964,2005-06-17 09:10:09,53,1,1460
2.99,2388,2005-06-18 15:26:30,53,1,1461
2.99,5185,2005-07-09 10:14:39,53,2,1467
3.99,10594,2005-08-01 14:14:59,53,1,1472
5.99,14119,2005-08-21 01:15:59,53,2,1479
7.98,11657,2006-02-14 15:16:03,53,2,1482
4.99,441,2005-05-27 18:11:05,54,2,1485
4.99,2647,2005-06-19 09:57:56,54,1,1490
2.99,6560,2005-07-12 05:22:06,54,2,1496
4.99,11182,2005-08-02 10:55:14,54,1,1502
0.99,12872,2005-08-19 02:57:37,54,2,1507
4.99,555,2005-05-28 08:31:14,55,1,1513
2.99,1825,2005-06-16 21:53:05,55,2,1516
2.99,2062,2005-06-17 15:56:43,55,2,1517
4.99,3149,2005-06-20 20:34:55,55,1,1520
4.99,7050,2005-07-27 03:33:17,55,2,1523
5.99,9596,2005-07-31 03:28:47,55,2,1526
4.99,12776,2005-08-18 23:37:33,55,1,1529
4.99,15296,2005-08-22 19:37:20,55,1,1534
5.99,341,2005-05-27 04:01:42,56,1,1536
6.99,1795,2005-06-16 20:09:01,56,2,1539
2.99,7385,2005-07-27 15:49:46,56,1,1548
4.99,11656,2005-08-17 05:11:09,56,1,1556
4.99,12713,2005-08-18 21:07:28,56,2,1558
8.99,13560,2005-08-20 04:17:16,56,2,1559
4.99,6482,2005-07-12 01:50:21,57,2,1577
0.99,15571,2005-08-23 05:26:30,57,2,1591
0.99,230,2005-05-26 11:31:50,58,1,1593
2.99,9561,2005-07-31 02:22:13,58,2,1605
8.99,12292,2005-08-18 05:08:54,58,2,1611
5.99,14305,2005-08-21 07:29:05,58,2,1616
4.99,14989,2005-08-22 07:47:07,58,1,1618
3.99,1728,2005-06-16 15:29:29,59,1,1624
3.99,5207,2005-07-09 11:15:44,59,1,1631
4.99,7991,2005-07-28 14:45:45,59,1,1633
5.99,12833,2005-08-19 01:42:28,59,1,1638
2.99,13573,2005-08-20 05:10:14,59,1,1640
5.99,14977,2005-08-22 07:12:53,59,1,1643
4.99,2394,2005-06-18 15:42:30,60,2,1651
2.99,3473,2005-07-05 22:57:34,60,2,1652
3.99,7331,2005-07-27 13:57:50,60,1,1656
4.99,11092,2005-08-02 07:58:50,60,1,1661
7.99,12614,2005-08-18 17:16:03,60,2,1664
2.99,11379,2005-08-02 18:16:55,61,2,1680
6.99,15089,2005-08-22 11:34:06,61,2,1684
2.99,3843,2005-07-06 16:35:40,62,2,1695
2.99,5292,2005-07-09 15:16:54,62,2,1697
5.99,11297,2005-08-02 15:22:47,62,1,1701
8.99,13512,2005-08-20 02:27:13,62,2,1703
0.99,1818,2005-06-16 21:30:34,63,2,1709
6.99,5585,2005-07-10 04:15:43,63,1,1712
4.99,5788,2005-07-10 14:10:22,63,2,1713
0.99,9795,2005-07-31 10:47:19,63,1,1721
4.99,11902,2005-08-17 15:37:34,63,1,1725
8.99,13624,2005-08-20 06:51:02,63,1,1730
3.99,14931,2005-08-22 05:38:55,63,1,1731
4.99,494,2005-05-28 00:39:31,64,1,1734
2.99,1001,2005-05-31 00:46:31,64,1,1736
0.99,1335,2005-06-15 11:51:30,64,2,1737
4.99,4288,2005-07-07 15:38:25,64,1,1740
5.99,4819,2005-07-08 17:19:15,64,2,1742
5.99,4971,2005-07-08 23:54:49,64,2,1743
2.99,9832,2005-07-31 12:01:49,64,1,1755
2.99,13773,2005-08-20 11:50:14,64,1,1762
0.99,14316,2005-08-21 07:59:47,64,2,1765
0.99,657,2005-05-28 20:23:09,65,2,1768
7.99,2173,2005-06-18 00:08:20,65,1,1769
4.99,3051,2005-06-20 13:06:52,65,1,1770
3.99,4635,2005-07-08 08:42:40,65,2,1773
3.99,9293,2005-07-30 16:12:28,65,1,1779
8.99,11227,2005-08-02 12:48:05,65,1,1781
4.99,933,2005-05-30 13:08:45,66,2,1789
4.99,2106,2005-06-17 19:29:03,66,1,1792
2.99,2571,2005-06-19 04:20:14,66,2,1793
6.99,3395,2005-06-21 15:19:19,66,2,1796
4.99,3573,2005-07-06 03:33:48,66,1,1797
8.99,6290,2005-07-11 17:12:42,66,1,1804
3.99,6402,2005-07-11 22:46:10,66,1,1806
0.99,12699,2005-08-18 20:20:59,66,1,1815
2.99,14123,2005-08-21 01:31:25,66,2,1817
2.99,14351,2005-08-21 09:04:20,66,2,1819
8.99,15598,2005-08-23 06:23:26,66,1,1822
9.99,331,2005-05-27 02:22:26,67,2,1823
2.99,767,2005-05-29 12:20:19,67,1,1824
0.99,7895,2005-07-28 10:57:15,67,2,1834
8.99,11295,2005-08-02 15:10:06,67,1,1837
2.99,13652,2005-08-20 07:52:34,67,1,1840
2.99,13837,2005-08-20 14:19:03,67,2,1842
4.99,14967,2005-08-22 06:46:03,67,2,1843
2.99,15085,2005-08-22 11:19:22,67,2,1844
6.99,4555,2005-07-08 04:48:36,68,2,1853
3.99,9538,2005-07-31 01:25:22,68,1,1857
2.99,12742,2005-08-18 22:22:03,68,2,1861
0.99,14242,2005-08-21 05:25:59,68,2,1863
4.99,15524,2005-08-23 03:36:26,68,1,1866
4.99,3358,2005-06-21 11:56:40,69,1,1870
6.99,6385,2005-07-11 22:07:32,69,1,1876
3.99,14311,2005-08-21 07:45:47,69,2,1887
0.99,11995,2006-02-14 15:16:03,69,2,1891
4.99,2472,2005-06-18 20:32:40,70,1,1893
4.99,7036,2005-07-27 03:06:12,70,2,1896
0.99,8550,2005-07-29 11:12:37,70,2,1899
4.99,13680,2005-08-20 08:44:06,70,2,1907
3.99,15616,2005-08-23 07:06:38,70,1,1909
4.99,2374,2005-06-18 14:44:06,71,1,1913
4.99,7550,2005-07-27 21:55:07,71,1,1924
4.99,7982,2005-07-28 14:19:59,71,2,1925
2.99,8128,2005-07-28 19:46:06,71,2,1926
2.99,8293,2005-07-29 02:30:50,71,1,1927
0.99,16000,2005-08-23 20:44:36,71,1,1939
4.99,8228,2005-07-29 00:08:58,72,2,1950
4.99,11679,2005-08-17 06:08:54,72,1,1958
0.99,12448,2005-08-18 10:59:04,72,1,1961
0.99,13145,2005-08-19 12:53:53,72,1,1963
0.99,14020,2005-08-20 20:59:43,72,1,1967
0.99,1669,2005-06-16 10:20:20,73,1,1972
9.99,6514,2005-07-12 03:47:44,73,1,1977
4.99,10434,2005-08-01 08:47:00,73,2,1984
4.99,12291,2005-08-18 05:08:37,73,2,1989
2.99,16002,2005-08-23 20:47:12,73,2,1992
0.99,2517,2005-06-19 00:11:26,74,2,1996
2.99,6475,2005-07-12 01:36:57,74,1,2004
6.99,7304,2005-07-27 12:56:56,74,1,2005
3.99,10051,2005-07-31 19:14:20,74,2,2008
1.99,13583,2005-08-20 05:29:45,74,1,2014
0.99,15500,2005-08-23 02:39:37,74,2,2018
4.99,2738,2005-06-19 15:56:30,75,2,2025
6.99,3062,2005-06-20 13:50:00,75,2,2026
4.99,3210,2005-06-21 01:00:25,75,1,2027
0.99,4511,2005-07-08 02:36:21,75,2,2030
3.99,6092,2005-07-11 05:51:31,75,1,2034
0.99,7843,2005-07-28 09:10:22,75,1,2040
2.99,7897,2005-07-28 11:01:51,75,2,2041
9.99,9783,2005-07-31 10:15:46,75,1,2047
0.99,12239,2005-08-18 03:26:42,75,2,2053
4.99,12426,2005-08-18 10:24:11,75,1,2056
0.99,12662,2005-08-18 19:10:41,75,1,2057
8.97,13534,2006-02-14 15:16:03,75,2,2059
0.99,3416,2005-06-21 17:05:29,76,2,2069
2.99,9312,2005-07-30 16:59:17,76,2,2077
4.99,10795,2005-08-01 21:56:37,76,2,2079
2.99,14637,2005-08-21 19:01:00,76,1,2082
2.99,3151,2005-06-20 20:36:53,77,1,2093
6.99,2949,2005-06-20 06:05:53,78,2,2114
7.99,3248,2005-06-21 03:12:21,78,2,2115
2.99,4627,2005-07-08 08:24:39,78,2,2118
1.99,5078,2005-07-09 05:20:24,78,1,2120
0.99,6005,2005-07-11 01:36:42,78,1,2122
8.99,12474,2005-08-18 12:10:03,78,2,2134
0.99,14716,2005-08-21 21:29:55,78,1,2140
2.99,16039,2005-08-23 22:18:51,78,2,2143
2.99,5205,2005-07-09 10:56:37,79,2,2154
9.99,7220,2005-07-27 09:35:54,79,1,2157
2.99,8849,2005-07-29 23:21:01,79,1,2158
1.99,9814,2005-07-31 11:29:46,79,1,2159
6.99,9845,2005-07-31 12:28:05,79,2,2160
0.99,14179,2005-08-21 03:14:27,79,1,2165
3.99,3367,2005-06-21 13:08:21,80,1,2168
8.99,4268,2005-07-07 14:36:05,80,2,2170
3.99,5420,2005-07-09 20:48:42,80,2,2173
6.99,6417,2005-07-11 23:35:11,80,2,2176
6.99,10656,2005-08-01 16:38:04,80,1,2182
