inventory_id,film_id,store_id
1949,424,2
1885,410,2
1423,311,2
2391,521,2
2233,483,1
1145,253,1
2444,533,1
2572,563,1
2690,590,2
3620,790,2
3820,836,1
1679,366,2
1303,287,2
1698,370,1
3052,670,1
1249,276,1
1653,361,1
1877,409,1
365,80,1
4129,897,2
1623,354,2
3518,771,1
2793,613,1
3282,723,1
3792,830,2
4225,918,2
4508,985,1
3330,733,1
635,138,2
4100,892,2
1253,277,1
2104,456,2
3388,744,1
2569,563,1
1266,281,1
1744,379,2
192,43,2
3495,765,1
2758,605,2
41,9,1
2727,598,1
354,78,2
2201,476,2
2839,623,1
3050,670,1
3152,692,2
3194,702,1
3590,785,1
524,115,2
2399,524,2
866,190,2
3324,731,2
3985,869,1
4112,894,2
1048,234,1
135,27,1
4299,937,1
4454,973,1
3005,659,2
1585,348,2
2545,558,2
744,162,2
368,81,1
503,112,1
1755,381,2
978,218,2
572,124,2
558,121,2
3841,841,2
451,100,1
2995,657,1
8,1,2
3523,771,2
1168,258,2
641,139,1
4399,961,2
2313,502,2
1292,285,2
1884,410,2
1936,421,2
3895,850,2
17,4,1
1860,406,1
3690,807,1
2393,522,2
1328,293,2
3165,695,1
3619,790,1
958,213,1
864,190,2
373,82,1
1618,353,2
463,102,2
4440,970,2
3823,837,2
2326,505,2
1198,266,2
3743,818,2
2661,584,1
2997,657,1
2024,440,1
1345,296,1
4403,962,1
240,54,2
2646,580,1
4497,982,1
1994,434,2
1655,361,2
3735,816,2
3872,846,2
2748,603,1
2601,571,2
583,127,1
124,25,1
2251,486,2
2467,540,1
1143,253,1
353,78,1
491,109,2
2412,526,2
4469,976,2
1513,330,2
3598,786,2
2259,488,2
3044,668,1
3922,856,1
4555,994,1
4242,922,2
3042,667,2
3382,743,1
1224,271,2
1029,231,1
4400,962,1
1892,412,2
2855,625,2
847,186,1
3314,729,2
1501,329,1
2390,521,2
2405,525,1
2274,491,2
3974,865,2
2520,554,1
4566,997,1
180,39,2
231,51,2
1829,397,2
685,150,1
3596,786,1
2834,621,2
1659,362,1
1024,229,1
278,62,2
4370,953,1
1986,433,1
3541,774,1
1597,350,1
2087,452,2
3897,851,1
2211,478,2
286,64,2
3251,715,2
3712,812,1
390,86,1
4276,930,2
1221,271,1
4550,993,1
615,133,2
3513,769,2
4522,987,1
2673,586,2
4295,936,2
677,147,2
2308,501,2
169,37,1
186,42,2
1028,230,1
275,61,1
4457,973,2
3028,665,1
1905,415,1
732,160,1
1968,429,2
4239,922,1
1640,358,1
1316,291,1
2296,500,1
4429,968,1
2500,549,2
3193,702,1
526,116,1
1183,263,2
3993,870,1
2305,501,1
2230,482,1
298,67,2
1902,414,2
3652,797,2
3409,747,2
1411,309,1
3358,737,2
3184,698,2
777,170,1
1773,385,1
3202,704,1
3796,831,1
2477,542,2
1444,316,2
2448,534,2
637,138,2
1449,317,2
2314,502,2
2386,521,1
2723,597,2
773,169,1
1812,394,1
1049,234,1
31,6,2
69,13,2
624,135,2
2912,640,2
2291,496,2
1712,373,2
105,21,2
1650,360,1
4107,893,2
2826,620,2
3429,752,2
267,59,2
3228,709,1
820,179,1
2775,609,2
1110,246,2
258,57,2
2494,547,2
11,2,2
2463,538,2
3641,795,1
1944,423,2
1220,270,2
1666,363,2
406,90,1
3109,683,1
655,142,1
1302,287,2
3011,661,1
314,70,2
3505,767,2
1583,347,1
3647,796,2
1788,388,2
634,138,1
2875,630,2
3349,735,2
2765,608,1
4222,918,2
1900,414,1
1795,390,1
2118,459,2
1457,319,2
1488,326,2
3932,857,2
3923,856,1
4487,980,1
1550,340,1
2930,644,1
549,119,2
3428,752,2
2268,490,1
325,72,2
4490,981,1
1225,271,2
932,206,2
4133,898,1
1403,307,2
2933,644,2
940,208,1
2179,471,1
1402,307,1
953,212,2
4142,900,1
4204,914,2
2476,542,2
906,201,1
3177,697,2
1868,408,1
2358,513,2
3810,834,2
2939,645,2
2795,614,1
2663,585,2
3915,854,2
1733,377,2
2353,512,1
3001,658,2
1107,245,2
1153,255,1
1364,301,1
411,91,1
2536,556,2
1361,300,2
3070,675,1
819,179,1
1036,231,2
1461,320,1
2670,586,1
4384,958,1
401,89,1
4530,989,1
1980,432,1
1285,284,2
3459,759,1
4559,995,1
3884,849,1
2950,647,2
3728,815,1
2312,502,1
2106,457,1
578,126,2
1152,254,2
2732,599,2
2705,594,1
2960,649,2
3426,751,2
1769,383,2
3857,844,2
545,119,1
3157,693,2
4001,871,2
952,212,1
1462,320,2
3071,676,1
437,97,1
1058,235,2
2,1,1
4023,876,1
4260,926,2
1870,408,1
3212,706,1
3080,677,2
3296,725,2
166,35,2
2257,488,2
52,10,2
2829,621,1
2216,479,2
4307,938,1
668,145,2
1760,382,1
3067,674,1
1136,252,1
1233,273,1
455,100,2
2862,627,2
2676,587,1
318,71,2
1497,328,2
1729,377,1
872,191,2
2886,633,2
2175,469,2
846,185,1
507,112,2
3806,833,2
1127,250,2
3440,754,2
1935,420,2
1207,268,2
103,21,1
849,186,2
3875,847,2
1894,412,2
3830,838,2
1443,316,2
2783,610,2
1827,397,1
2539,557,1
1838,399,2
805,175,2
2929,644,1
483,107,2
454,100,1
2377,518,2
2329,506,1
1595,349,2
4446,972,1
4076,888,1
4096,892,1
1479,323,2
1370,301,2
1472,322,1
1691,369,1
4475,978,1
3946,861,1
646,140,2
3054,670,2
3107,683,1
1141,252,2
4408,963,2
212,48,1
4330,944,2
1920,417,1
3192,702,1
1398,306,1
1584,347,1
2421,528,1
1377,302,2
4024,877,1
2103,456,2
37,8,2
1839,400,1
589,129,1
2861,627,2
1915,416,2
4262,927,1
3988,869,2
3714,812,2
3694,808,2
2256,488,1
761,166,1
3883,849,1
2561,561,1
1325,293,1
177,39,2
3825,838,1
3351,736,1
2955,648,1
1736,378,1
4139,899,1
1453,319,1
1524,333,2
3653,797,2
3077,677,1
2643,579,2
499,111,2
1532,335,1
395,88,2
3494,765,1
1522,333,1
293,66,1
3869,846,1
438,97,1
4503,983,1
2803,615,2
1674,366,1
1026,229,2
224,50,1
1156,255,1
522,115,2
1924,418,1
2406,525,2
3943,859,2
1429,313,1
3242,711,2
943,209,1
3150,691,2
1081,241,1
1210,269,2
1073,239,2
1261,280,1
3254,716,1
2088,452,2
1507,330,1
334,74,1
4135,898,1
4220,917,2
1568,344,2
733,160,2
2019,439,1
51,10,2
234,52,2
3529,772,2
21,4,2
1984,433,1
2002,436,1
136,27,1
495,110,1
909,202,1
1030,231,1
3473,761,2
4005,872,2
1591,349,1
1939,421,2
1186,264,2
4149,901,2
347,77,1
2944,646,2
4008,873,1
1959,427,1
4189,912,1
2573,563,2
595,130,1
3222,707,2
4073,888,1
4231,920,1
2594,570,1
2170,468,2
2935,645,1
3623,791,1
336,74,1
2822,619,2
2714,595,2
1973,430,2
1830,397,2
4283,932,2
1112,247,1
2579,565,1
3386,743,2
981,219,1
3069,675,1
666,145,2
1331,294,1
1448,317,1
3750,820,1
1878,409,2
3456,758,2
3452,757,1
4032,878,2
1610,352,2
1134,251,2
2598,571,1
783,172,1
2919,641,2
4318,941,1
412,91,1
4184,911,1
4382,957,2
1434,314,1
1616,353,2
3601,787,1
1229,272,1
1146,253,2
3845,842,1
143,29,1
48,10,1
101,20,1
1335,295,1
225,50,2
907,201,1
3183,698,1
1174,260,2
3586,784,2
757,165,2
1649,360,1
2014,438,2
196,44,1
2299,500,1
3416,748,2
2756,604,2
2439,532,2
436,97,1
2905,638,2
235,53,1
1817,395,1
2482,544,2
2141,463,1
4191,912,1
3477,762,2
2570,563,1
4164,905,1
2062,447,2
1638,357,2
1656,361,2
3236,710,1
3960,863,2
3063,673,1
127,25,1
665,143,2
4158,902,2
3615,789,2
2174,469,2
427,94,1
1964,428,2
4041,880,1
2443,533,1
2550,559,2
1675,366,1
2729,599,1
2522,554,2
821,179,1
806,175,2
4296,936,2
4027,877,2
622,135,2
2181,471,2
4515,986,1
3751,820,2
4388,958,2
2767,608,2
2717,596,2
4521,987,1
3352,736,1
3716,813,2
1343,296,1
802,174,2
1432,313,2
709,155,1
4563,996,1
4065,886,1
602,131,1
2636,578,2
1515,331,1
202,45,1
3887,849,2
1281,284,1
4347,948,1
568,123,1
30,6,2
167,37,1
3241,711,2
4087,891,1
2240,484,2
1201,267,1
3515,770,2
3061,672,2
937,207,1
2295,499,1
3257,716,2
834,183,1
3186,698,2
4517,986,1
3095,680,2
1170,259,1
2911,639,2
1976,431,2
1357,299,1
2209,478,1
372,82,1
660,143,1
2344,510,1
4153,902,1
2229,482,1
784,172,1
1322,292,2
2632,577,1
1262,280,1
3275,722,1
1175,261,1
1213,269,2
3749,820,1
3509,768,1
3609,789,1
1422,311,2
3113,683,2
4489,980,2
3220,707,2
4180,910,2
290,65,2
3132,688,2
2020,439,1
4437,970,2
2784,611,1
2800,615,2
3312,729,2
2623,575,2
118,23,2
749,164,1
1463,320,2
67,13,2
3276,722,1
3377,741,1
112,22,2
2395,523,1
2417,527,2
1078,240,2
1389,304,2
2047,445,1
3430,752,2
4364,951,2
98,19,2
1644,358,2
2279,493,2
3326,732,1
4179,910,2
3889,850,1
3573,782,1
1874,409,1
4410,964,1
1373,302,1
720,158,1
4305,938,1
2143,463,2
1260,280,1
1222,271,1
3914,854,2
3936,858,2
3681,805,2
2634,578,1
2484,545,1
2331,506,1
3010,661,1
445,99,1
2018,439,1
1580,346,2
2909,639,2
4331,944,2
2583,567,1
1790,389,1
2860,626,2
2603,571,2
322,72,1
1394,305,2
1664,363,2
3267,720,1
3227,709,1
4389,958,2
580,127,1
85,17,2
704,154,1
1130,250,2
134,26,2
198,44,2
3187,699,1
3949,861,2
4348,948,1
163,35,1
57,11,2
1035,231,2
845,185,1
2213,479,1
114,22,2
3672,804,1
19,4,1
2236,484,1
1977,431,2
1158,255,2
3025,664,2
597,130,2
302,68,2
284,64,2
2650,580,2
2450,535,1
2311,502,1
3086,678,1
2823,620,1
2280,493,2
3331,733,1
2519,554,1
4564,996,1
1802,391,2
4202,914,1
3401,746,1
3303,727,2
573,124,2
2224,481,1
1000,223,2
1934,420,2
4099,892,2
4316,940,1
3497,766,1
3816,835,2
1108,245,2
1384,304,1
4175,908,1
2276,492,1
150,31,2
772,168,1
2491,546,2
2523,554,2
2154,465,2
1226,272,1
2760,606,1
875,193,1
1737,378,1
3390,744,2
3462,759,2
1844,402,1
883,194,2
1001,224,1
3155,693,1
3083,677,2
3710,812,1
3885,849,2
2516,553,2
3375,740,2
1020,228,2
4106,893,2
1400,307,1
3094,680,2
3182,698,1
348,77,1
632,137,2
2949,647,2
4355,949,1
2593,570,1
4449,972,2
3898,851,1
3655,798,1
3667,803,1
4248,923,2
645,140,1
4402,962,1
1450,317,2
2768,608,2
3288,724,2
1916,416,2
3489,764,2
1330,294,1
4147,901,1
446,99,1
828,181,2
517,114,2
4136,898,2
3630,792,2
1909,415,2
4436,970,1
289,65,2
4167,906,1
876,193,1
972,216,2
1405,307,2
2093,453,2
910,202,1
4287,933,1
599,130,2
1704,371,1
3169,696,2
3081,677,2
4406,963,2
2585,567,2
3098,681,1
4212,915,2
512,114,1
4063,886,1
919,204,1
3780,827,2
12,3,2
1115,247,2
2764,606,2
2157,466,1
4183,911,1
1410,309,1
1378,303,1
1552,341,1
2340,509,2
3006,660,1
3243,714,2
3707,811,1
2038,443,2
4528,988,2
125,25,1
3850,843,1
4452,973,1
2773,609,1
725,159,1
291,66,1
3807,833,2
1680,366,2
2137,462,2
4387,958,2
1563,343,1
1843,402,1
3591,785,1
4524,987,2
3232,709,2
2327,505,2
194,43,2
2127,460,2
3901,851,2
3628,791,2
2697,592,1
1536,336,1
661,143,1
880,193,2
814,177,2
3540,774,1
3574,782,1
470,103,2
754,165,1
3676,804,2
1725,376,1
3294,725,1
2874,630,2
1715,374,1
2628,576,2
3483,763,2
233,52,2
664,143,2
2725,598,1
89,18,1
2588,568,1
1151,254,2
2076,450,2
1094,243,2
2807,616,2
4199,913,2
567,123,1
1092,243,2
287,65,2
887,197,1
2708,595,1
4050,881,2
1824,396,2
967,215,2
795,174,1
3444,755,1
4256,925,1
676,147,2
4520,986,2
484,107,2
2457,536,2
690,151,1
3319,730,2
1619,353,2
3306,728,1
1925,418,1
2398,524,2
947,210,2
4491,981,1
865,190,2
2528,555,2
3722,814,1
4425,967,2
4039,879,2
1144,253,1
2414,527,1
3818,835,2
276,61,2
2051,445,2
2234,483,2
3853,843,2
2173,469,2
639,139,1
3708,811,1
2208,478,1
1025,229,2
3663,800,2
1193,266,1
2852,625,1
3564,778,2
3705,810,2
4465,975,2
174,39,1
1648,360,1
7,1,2
3821,836,1
1246,275,1
3572,782,1
2863,627,2
2006,437,1
1710,373,1
2260,489,1
3481,763,1
535,117,1
2979,652,1
2436,531,2
811,176,2
798,174,1
4351,948,2
3344,735,1
1440,315,2
2932,644,2
3088,679,1
2946,647,1
2254,487,2
3547,775,2
403,89,2
3673,804,1
4124,896,2
3525,772,1
1019,228,2
1494,327,1
4125,897,1
3588,785,1
1489,326,2
4527,988,1
2771,609,1
467,103,1
3725,814,2
4101,893,1
4334,945,1
432,95,2
431,95,2
2678,588,2
1067,238,1
3550,776,2
3577,782,2
2031,442,1
149,31,1
4208,915,1
890,199,1
1499,328,2
3669,803,1
2958,649,1
747,163,2
2135,462,1
3122,686,1
1811,393,1
1116,247,2
2248,486,1
2026,440,2
1380,303,1
3800,832,1
3851,843,1
3759,823,1
172,37,2
4417,966,1
3555,777,1
594,130,1
1559,342,1
402,89,2
4146,901,1
3287,724,1
730,159,2
3811,835,1
556,121,1
3074,676,2
3861,845,1
1893,412,2
2383,520,1
1241,274,2
1951,425,2
2611,572,2
506,112,2
3421,749,2
1016,228,1
2510,551,2
2426,529,1
3563,778,2
3342,734,2
2901,638,1
3965,864,1
2495,547,2
816,177,2
1757,382,1
829,181,2
4227,919,1
2332,506,1
2083,451,2
1383,303,2
1194,266,1
2108,457,2
4362,951,2
1495,327,2
2509,551,2
2193,474,2
1230,273,1
2897,637,1
4579,1000,2
2513,552,2
2584,567,1
2965,650,1
679,149,1
542,118,2
245,55,1
644,140,1
1950,424,2
2819,619,2
930,206,2
1883,410,1
4035,879,1
3092,680,1
3248,715,1
3199,702,2
144,30,1
54,11,1
176,39,1
4451,973,1
2323,504,2
229,51,2
986,220,1
1113,247,1
1312,290,1
3249,715,1
2889,634,2
2134,462,1
552,120,1
4311,939,2
3471,760,2
2968,650,2
2685,589,2
4484,979,2
418,91,2
227,51,1
1244,275,1
836,183,1
2452,535,1
4097,892,2
1709,373,1
4271,929,1
2923,643,1
3730,816,1
3778,827,2
3395,745,1
928,206,1
1778,387,1
3144,690,2
190,43,1
3693,807,2
1602,350,2
162,35,1
3870,846,2
3491,764,2
3863,845,2
739,162,1
1161,256,2
824,180,2
1667,364,1
651,141,1
2671,586,2
529,116,2
4134,898,1
3516,770,2
1375,302,2
1835,398,2
2630,577,1
649,141,1
2616,574,1
4255,925,1
2124,460,2
3809,834,2
3114,683,2
4120,895,2
44,9,2
3924,856,2
3864,845,2
425,93,2
4459,974,1
3939,859,1
1123,249,2
1063,236,2
1374,302,2
4356,949,1
109,22,1
1385,304,1
2971,651,1
3522,771,2
1818,395,1
1981,432,1
3770,825,1
2610,572,2
2859,626,2
3096,680,2
3824,837,2
3325,731,2
3500,767,1
448,99,2
3072,676,1
1558,341,2
458,101,1
608,132,1
3937,858,2
3024,664,1
1111,246,2
2710,595,1
809,176,1
2122,460,1
2287,496,1
891,199,1
159,34,2
1888,412,1
548,119,2
221,49,2
3954,862,2
1054,234,2
3138,689,2
2857,626,2
630,137,2
3606,788,2
268,59,2
1518,331,2
3060,672,2
1278,283,1
1447,317,1
3031,665,1
710,155,1
2333,506,2
1529,334,2
3827,838,2
4047,880,2
3801,833,1
3718,813,2
3234,710,1
2669,586,1
587,127,2
415,91,2
3501,767,1
2967,650,2
4361,951,1
780,170,2
3004,659,2
788,172,2
3706,810,2
638,139,1
4144,900,2
3508,768,1
4013,873,2
2315,502,2
296,67,2
4219,917,1
702,154,1
421,92,2
3091,679,2
2825,620,2
1258,279,1
2293,498,1
2817,619,1
3104,682,1
4460,974,1
4156,902,2
922,205,1
2801,615,2
199,44,2
4070,887,1
726,159,1
1603,350,2
2155,465,2
1620,354,1
2639,579,1
3745,819,1
998,222,2
2310,502,1
2894,636,1
2698,592,2
1509,330,1
2831,621,1
1344,296,1
1933,420,2
4494,981,2
4478,979,1
1728,376,2
4272,930,1
3715,812,2
1527,334,1
3034,665,2
4300,937,1
3531,773,1
3181,698,1
2165,468,1
667,145,2
4541,991,2
3124,687,1
4470,976,2
3736,816,2
335,74,1
2352,512,1
3075,676,2
2779,610,1
1792,389,2
4090,891,2
2161,467,1
4535,989,2
569,123,2
3215,706,2
3835,840,1
1283,284,1
745,163,2
2292,498,1
2592,569,1
1348,297,2
168,37,1
1519,331,2
1661,363,1
128,25,2
3292,725,1
3697,809,2
308,69,2
4259,926,2
2071,449,2
4190,912,1
1356,299,1
2973,651,2
4269,929,1
3724,814,2
171,37,2
1814,394,1
1162,257,2
1326,293,1
3893,850,2
4280,931,2
1023,229,1
331,73,2
1719,374,2
618,134,2
1369,301,2
420,92,1
3704,810,2
1050,234,1
2892,635,2
4036,879,1
1159,256,2
2132,461,2
1761,382,2
607,132,1
1120,248,2
3625,791,2
1017,228,1
2116,458,2
925,205,1
2518,554,1
3983,868,1
1469,321,1
2763,606,2
1767,383,1
2759,606,1
261,58,2
771,168,1
4293,936,1
2346,510,1
4549,993,1
104,21,2
3334,733,2
1727,376,2
4115,895,1
3173,697,1
1911,416,1
2974,651,2
2843,624,1
3058,672,2
742,162,2
879,193,2
2945,646,2
139,28,1
3928,857,1
3016,662,2
1635,357,2
1745,379,2
515,114,1
1996,434,2
3277,722,2
3160,694,1
1021,228,2
1684,367,1
4148,901,1
893,199,2
4443,971,1
559,121,2
1643,358,2
4215,916,2
457,101,1
4516,986,1
1561,342,1
759,166,1
1848,402,2
1541,337,2
3131,688,2
3951,862,1
3291,724,2
4553,993,2
1234,273,2
1080,241,1
4538,991,1
3702,810,1
2455,536,1
2499,549,1
4383,957,2
2125,460,2
73,15,2
382,84,1
584,127,2
4168,906,2
247,55,2
3022,663,2
1044,233,1
2167,468,1
3665,800,2
3711,812,1
1037,232,1
3136,689,1
1102,245,1
2189,473,2
2306,501,1
2425,529,1
1239,274,1
4053,882,1
4343,946,2
3819,836,1
3033,665,2
3323,731,2
929,206,1
1445,317,1
1069,239,1
4267,928,1
1751,380,2
1215,270,1
2060,447,1
3966,864,1
3219,707,2
4453,973,1
4210,915,1
1401,307,1
107,21,2
3317,730,1
3470,760,2
3879,848,1
3964,864,1
84,17,2
1858,405,2
3037,666,1
3799,832,1
4025,877,1
60,12,1
1801,391,2
3977,867,1
3389,744,1
4551,993,2
1928,418,2
2221,480,2
62,12,1
808,176,1
4243,922,2
2271,491,1
2977,652,1
1510,330,1
3223,708,1
2101,456,1
3203,704,1
3878,848,1
1549,340,1
266,59,1
4238,921,2
4026,877,1
4317,941,1
1673,365,2
1076,239,2
3726,814,2
3638,794,2
1274,282,1
3794,831,1
3127,687,2
3486,764,1
1931,420,1
4119,895,2
279,62,2
2232,483,1
1681,367,1
694,152,1
3822,837,2
2604,572,1
3701,810,1
751,164,2
2427,530,1
640,139,1
1456,319,2
3256,716,2
3204,704,2
1407,308,1
3633,793,1
3766,824,2
277,61,2
2490,546,2
4468,976,2
1431,313,1
1988,433,2
1692,369,1
3014,662,1
3589,785,1
4326,942,2
4360,951,1
3645,796,1
3125,687,1
2599,571,1
4504,983,1
1129,250,2
1636,357,2
292,66,1
1365,301,1
3045,668,1
2387,521,1
1932,420,1
4,1,1
1512,330,2
4232,920,1
56,11,1
1282,284,1
3487,764,1
2319,504,1
3605,788,1
2869,629,2
3533,773,1
2000,436,1
1966,429,1
4414,965,1
1970,429,2
4546,992,2
2560,561,1
1103,245,1
3929,857,1
4261,927,1
2990,655,2
2504,550,1
1237,274,1
2413,526,2
2694,591,2
877,193,2
530,116,2
3154,693,1
1051,234,1
64,12,2
4000,871,1
927,206,1
899,200,1
4082,890,1
2223,481,1
1336,295,1
2873,630,2
3991,870,1
3644,796,1
119,23,2
399,89,1
3506,767,2
4536,990,2
1427,312,2
2770,608,2
2376,518,2
1647,360,1
2638,579,1
3539,774,1
1211,269,2
2828,621,1
100,20,1
561,122,1
1879,409,2
260,58,2
3668,803,1
1849,403,1
42,9,1
1523,333,1
1741,378,2
2778,609,2
3422,749,2
2235,483,2
4432,969,1
360,79,1
1947,424,1
173,37,2
3488,764,2
4235,921,1
2042,444,1
3366,738,2
2298,500,1
3400,745,2
3774,826,2
2942,646,1
3468,760,2
931,206,2
1601,350,2
4045,880,2
3321,730,2
4411,964,1
1768,383,2
1852,403,1
682,149,2
1496,327,2
90,18,2
4431,969,1
1235,273,2
903,200,2
1963,428,1
4080,890,1
4471,976,2
439,97,1
1166,258,2
2797,614,2
3411,748,1
717,157,2
320,72,1
2129,461,1
884,194,2
4170,906,2
3911,853,1
1337,295,1
3297,725,2
2148,464,2
1740,378,2
4394,960,2
2089,453,1
2431,531,1
2660,583,2
4277,930,2
3786,829,1
131,26,1
1476,323,2
2149,464,2
1466,321,1
4192,912,2
3682,805,2
1309,288,2
1516,331,1
3450,756,2
2164,467,2
1483,324,2
516,114,2
4185,911,2
684,150,1
570,123,2
3472,761,2
2999,657,2
1324,292,2
2776,609,2
3683,805,2
2009,437,2
4575,1000,1
2456,536,1
4567,998,2
478,105,2
3741,818,1
2253,487,2
3530,772,2
32,7,1
2774,609,1
2422,528,1
4161,904,1
3135,689,1
3742,818,2
4539,991,1
3538,773,2
3206,704,2
1425,312,2
4405,963,1
1845,402,1
1088,242,2
3631,792,2
4234,920,2
191,43,1
3304,727,2
3788,829,2
2931,644,2
3305,727,2
3618,790,1
1009,226,2
3757,822,2
3953,862,1
2641,579,1
4526,988,1
4505,983,1
658,142,2
729,159,2
1032,231,1
1646,358,2
2991,655,2
1927,418,2
983,219,1
3956,863,1
2534,556,1
2438,532,2
1105,245,2
2320,504,1
2040,444,1
1083,241,1
3093,680,1
1046,233,2
2364,514,2
844,184,2
3396,745,1
4015,875,1
566,122,2
2952,648,1
2904,638,1
3896,851,1
2664,585,2
2813,618,2
4042,880,1
1359,300,1
1716,374,2
1045,233,1
4253,924,2
6,1,2
1629,356,1
2204,476,2
2487,545,1
3170,696,2
3217,707,1
1362,300,2
1837,399,2
2609,572,2
3979,867,1
1589,349,1
904,200,2
2707,595,1
3008,660,2
246,55,2
4342,946,2
2649,580,2
3171,696,2
1245,275,1
3123,687,1
823,180,2
1200,267,1
252,56,2
2075,450,1
956,213,1
933,206,2
182,40,2
2068,448,2
3987,869,1
3476,762,2
2493,546,2
3829,838,2
1216,270,1
1176,261,1
3610,789,1
3311,729,2
4476,978,1
1784,388,1
2680,588,2
2870,629,2
1436,314,2
2303,500,2
4519,986,2
3142,690,1
2359,513,2
797,174,1
1056,235,1
3279,723,1
3580,783,1
4209,915,1
1560,342,1
3944,859,2
1693,369,1
4123,896,2
3295,725,2
1090,243,1
3595,786,1
935,207,1
980,218,2
