miller2_FiYe,miller2_OrgCl,miller2_OrganT,miller2_TrDev,miller2_Biodiv,miller2_ContiID,miller2_FCeID,miller2_OrgaSu,miller2_KnowFoDev,miller2_BilaAiMar,miller2_IndIss,miller2_AmoSp,miller2_ICTAATFDev,miller2_SeN,miller2_ContiNa,miller2_OrgID,miller2_ClimChaMiti,miller2_ChiIss,miller2_CoRePe,miller2_SecPer,miller2_MaxCIDAContr,miller2_IRTCPe,miller2_CliChAdap,miller2_CouReNa,miller2_UrIs,miller2_ProPr,miller2_PBATy,miller2_EnviSustain,miller2_Dese,miller2_PartDeveAGoGove,miller2_YoIs,miller2_DisIss,miller2_GenEqu,miller2_OrganiN,miller2_PrBroCoID,miller2_CounRegID,miller2_SecID,miller2_SecN
2009/2010,Multilateral,Foreign Non-Profit Making,0,0,2,5309,UNITED NATIONS,0,1,0,3950000.0,0,MHI International Humanitarian Assis ops,Africa,1001721,0,0,1.0,1.0,22450000.0,0.0,0,Sudan,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0,0,WFP - World Food Programme,SD,SD,72040,Emergency food aid
2009/2010,Multilateral,Foreign Non-Profit Making,0,0,2,5311,UNITED NATIONS,0,0,0,6300000.0,0,MHO Huma Organization & Food Assistance,Africa,1001730,0,0,0.45,1.0,14000000.0,0.0,0,Africa MC,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0,1,UNHCR - United Nations High Commissioner for Refugees,X1,X1,72010,Material relief assistance and services
2009/2010,Multilateral,Foreign Non-Profit Making,0,0,1,5311,UNITED NATIONS,0,0,0,700000.0,0,MHO Huma Organization & Food Assistance,America,1001730,0,0,0.05,1.0,14000000.0,0.0,0,Americas MC,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0,1,UNHCR - United Nations High Commissioner for Refugees,X2,X2,72010,Material relief assistance and services
2009/2010,Multilateral,Foreign Non-Profit Making,0,0,3,5311,UNITED NATIONS,0,0,0,6300000.0,0,MHO Huma Organization & Food Assistance,Asia,1001730,0,0,0.45,1.0,14000000.0,0.0,0,Asia MC,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0,1,UNHCR - United Nations High Commissioner for Refugees,X3,X3,72010,Material relief assistance and services
2009/2010,Multilateral,Foreign Non-Profit Making,0,0,5,5311,UNITED NATIONS,0,0,0,700000.0,0,MHO Huma Organization & Food Assistance,Europe,1001730,0,0,0.05,1.0,14000000.0,0.0,0,Europe MC,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0,1,UNHCR - United Nations High Commissioner for Refugees,X4,X4,72010,Material relief assistance and services
2009/2010,Civil Society,Canadian Non-Profit Making,0,0,3,5303,INTERNATIONAL NGO,0,1,0,500000.0,0,MHI International Humanitarian Assis ops,Asia,1014663,0,0,1.0,1.0,500000.0,0.0,0,Asia MC,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0,0,ICRC Appeals via CRCS,X3,X3,72010,Material relief assistance and services
2009/2010,Multilateral,Foreign Non-Profit Making,0,0,2,5303,UNITED NATIONS,0,1,0,1350000.0,0,MHI International Humanitarian Assis ops,Africa,1003586,0,0,0.5,1.0,2700000.0,0.0,0,Africa MC,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0,0,OCHA - Office for the Coordination of Humanitarian Affairs,X1,X1,72050,Relief co-ordination; protection and support services
2009/2010,Multilateral,Foreign Non-Profit Making,0,0,1,5303,UNITED NATIONS,0,1,0,405000.0,0,MHI International Humanitarian Assis ops,America,1003586,0,0,0.15,1.0,2700000.0,0.0,0,Americas MC,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0,0,OCHA - Office for the Coordination of Humanitarian Affairs,X2,X2,72050,Relief co-ordination; protection and support services
2009/2010,Multilateral,Foreign Non-Profit Making,0,0,3,5303,UNITED NATIONS,0,1,0,810000.0,0,MHI International Humanitarian Assis ops,Asia,1003586,0,0,0.3,1.0,2700000.0,0.0,0,Asia MC,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0,0,OCHA - Office for the Coordination of Humanitarian Affairs,X3,X3,72050,Relief co-ordination; protection and support services
2009/2010,Multilateral,Foreign Non-Profit Making,0,0,5,5303,UNITED NATIONS,0,1,0,135000.0,0,MHI International Humanitarian Assis ops,Europe,1003586,0,0,0.05,1.0,2700000.0,0.0,0,Europe MC,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0,0,OCHA - Office for the Coordination of Humanitarian Affairs,X4,X4,72050,Relief co-ordination; protection and support services
2009/2010,Multilateral,Foreign Non-Profit Making,1,0,3,5461,IFI,0,1,0,39000.0,0,*Bretton Woods Inst Fin Prog,Asia,1001306,0,0,0.0065,0.2,30000000.0,0.0,0,Afghanistan,0,Uncoded: Pre-APP,Not PBA,1,0,0,0,0,1,World Bank,AF,AF,31110,Agricultural policy and administrative management
2009/2010,Multilateral,Foreign Non-Profit Making,1,0,3,5461,IFI,0,1,0,39000.0,0,*Bretton Woods Inst Fin Prog,Asia,1001306,0,0,0.0065,0.2,30000000.0,0.0,0,Afghanistan,0,Uncoded: Pre-APP,Not PBA,1,0,0,0,0,1,World Bank,AF,AF,31120,Agricultural development
2009/2010,Multilateral,Foreign Non-Profit Making,1,0,3,5461,IFI,0,1,0,19500.0,0,*Bretton Woods Inst Fin Prog,Asia,1001306,0,0,0.0065,0.1,30000000.0,0.0,0,Afghanistan,0,Uncoded: Pre-APP,Not PBA,1,0,0,0,0,1,World Bank,AF,AF,31150,Agricultural inputs
2009/2010,Multilateral,Foreign Non-Profit Making,1,0,3,5461,IFI,0,1,0,19500.0,0,*Bretton Woods Inst Fin Prog,Asia,1001306,0,0,0.0065,0.1,30000000.0,0.0,0,Afghanistan,0,Uncoded: Pre-APP,Not PBA,1,0,0,0,0,1,World Bank,AF,AF,31161,Food crop production
2009/2010,Multilateral,Foreign Non-Profit Making,1,0,3,5461,IFI,0,1,0,19500.0,0,*Bretton Woods Inst Fin Prog,Asia,1001306,0,0,0.0065,0.1,30000000.0,0.0,0,Afghanistan,0,Uncoded: Pre-APP,Not PBA,1,0,0,0,0,1,World Bank,AF,AF,31166,Agricultural extension
2009/2010,Multilateral,Foreign Non-Profit Making,1,0,3,5461,IFI,0,1,0,19500.0,0,*Bretton Woods Inst Fin Prog,Asia,1001306,0,0,0.0065,0.1,30000000.0,0.0,0,Afghanistan,0,Uncoded: Pre-APP,Not PBA,1,0,0,0,0,1,World Bank,AF,AF,31182,Agricultural research
2009/2010,Multilateral,Foreign Non-Profit Making,1,0,3,5461,IFI,0,1,0,19500.0,0,*Bretton Woods Inst Fin Prog,Asia,1001306,0,0,0.0065,0.1,30000000.0,0.0,0,Afghanistan,0,Uncoded: Pre-APP,Not PBA,1,0,0,0,0,1,World Bank,AF,AF,31191,Agricultural services
2009/2010,Multilateral,Foreign Non-Profit Making,1,0,3,5461,IFI,0,1,0,19500.0,0,*Bretton Woods Inst Fin Prog,Asia,1001306,0,0,0.0065,0.1,30000000.0,0.0,0,Afghanistan,0,Uncoded: Pre-APP,Not PBA,1,0,0,0,0,1,World Bank,AF,AF,31193,Agricultural financial services
2009/2010,Multilateral,Foreign Non-Profit Making,1,0,3,5461,IFI,0,1,0,630000.0,0,*Bretton Woods Inst Fin Prog,Asia,1001306,0,0,0.105,0.2,30000000.0,0.0,0,Bangladesh,0,Uncoded: Pre-APP,Not PBA,1,0,0,0,0,1,World Bank,BD,BD,31110,Agricultural policy and administrative management
2009/2010,Multilateral,Foreign Non-Profit Making,1,0,3,5461,IFI,0,1,0,630000.0,0,*Bretton Woods Inst Fin Prog,Asia,1001306,0,0,0.105,0.2,30000000.0,0.0,0,Bangladesh,0,Uncoded: Pre-APP,Not PBA,1,0,0,0,0,1,World Bank,BD,BD,31120,Agricultural development
2009/2010,Multilateral,Foreign Non-Profit Making,1,0,3,5461,IFI,0,1,0,315000.0,0,*Bretton Woods Inst Fin Prog,Asia,1001306,0,0,0.105,0.1,30000000.0,0.0,0,Bangladesh,0,Uncoded: Pre-APP,Not PBA,1,0,0,0,0,1,World Bank,BD,BD,31150,Agricultural inputs
2009/2010,Multilateral,Foreign Non-Profit Making,1,0,3,5461,IFI,0,1,0,315000.0,0,*Bretton Woods Inst Fin Prog,Asia,1001306,0,0,0.105,0.1,30000000.0,0.0,0,Bangladesh,0,Uncoded: Pre-APP,Not PBA,1,0,0,0,0,1,World Bank,BD,BD,31161,Food crop production
2009/2010,Multilateral,Foreign Non-Profit Making,1,0,3,5461,IFI,0,1,0,315000.0,0,*Bretton Woods Inst Fin Prog,Asia,1001306,0,0,0.105,0.1,30000000.0,0.0,0,Bangladesh,0,Uncoded: Pre-APP,Not PBA,1,0,0,0,0,1,World Bank,BD,BD,31166,Agricultural extension
2009/2010,Multilateral,Foreign Non-Profit Making,1,0,3,5461,IFI,0,1,0,315000.0,0,*Bretton Woods Inst Fin Prog,Asia,1001306,0,0,0.105,0.1,30000000.0,0.0,0,Bangladesh,0,Uncoded: Pre-APP,Not PBA,1,0,0,0,0,1,World Bank,BD,BD,31182,Agricultural research
2009/2010,Multilateral,Foreign Non-Profit Making,1,0,3,5461,IFI,0,1,0,315000.0,0,*Bretton Woods Inst Fin Prog,Asia,1001306,0,0,0.105,0.1,30000000.0,0.0,0,Bangladesh,0,Uncoded: Pre-APP,Not PBA,1,0,0,0,0,1,World Bank,BD,BD,31191,Agricultural services
2009/2010,Multilateral,Foreign Non-Profit Making,1,0,3,5461,IFI,0,1,0,315000.0,0,*Bretton Woods Inst Fin Prog,Asia,1001306,0,0,0.105,0.1,30000000.0,0.0,0,Bangladesh,0,Uncoded: Pre-APP,Not PBA,1,0,0,0,0,1,World Bank,BD,BD,31193,Agricultural financial services
2009/2010,Multilateral,Foreign Non-Profit Making,1,0,2,5461,IFI,0,1,0,48600.0,0,*Bretton Woods Inst Fin Prog,Africa,1001306,0,0,0.0081,0.2,30000000.0,0.0,0,Burundi,0,Uncoded: Pre-APP,Not PBA,1,0,0,0,0,1,World Bank,BI,BI,31110,Agricultural policy and administrative management
2009/2010,Multilateral,Foreign Non-Profit Making,1,0,2,5461,IFI,0,1,0,48600.0,0,*Bretton Woods Inst Fin Prog,Africa,1001306,0,0,0.0081,0.2,30000000.0,0.0,0,Burundi,0,Uncoded: Pre-APP,Not PBA,1,0,0,0,0,1,World Bank,BI,BI,31120,Agricultural development
2009/2010,Multilateral,Foreign Non-Profit Making,1,0,2,5461,IFI,0,1,0,24300.0,0,*Bretton Woods Inst Fin Prog,Africa,1001306,0,0,0.0081,0.1,30000000.0,0.0,0,Burundi,0,Uncoded: Pre-APP,Not PBA,1,0,0,0,0,1,World Bank,BI,BI,31150,Agricultural inputs
2009/2010,Multilateral,Foreign Non-Profit Making,1,0,2,5461,IFI,0,1,0,24300.0,0,*Bretton Woods Inst Fin Prog,Africa,1001306,0,0,0.0081,0.1,30000000.0,0.0,0,Burundi,0,Uncoded: Pre-APP,Not PBA,1,0,0,0,0,1,World Bank,BI,BI,31161,Food crop production
2009/2010,Multilateral,Foreign Non-Profit Making,1,0,2,5461,IFI,0,1,0,24300.0,0,*Bretton Woods Inst Fin Prog,Africa,1001306,0,0,0.0081,0.1,30000000.0,0.0,0,Burundi,0,Uncoded: Pre-APP,Not PBA,1,0,0,0,0,1,World Bank,BI,BI,31166,Agricultural extension
2009/2010,Multilateral,Foreign Non-Profit Making,1,0,2,5461,IFI,0,1,0,24300.0,0,*Bretton Woods Inst Fin Prog,Africa,1001306,0,0,0.0081,0.1,30000000.0,0.0,0,Burundi,0,Uncoded: Pre-APP,Not PBA,1,0,0,0,0,1,World Bank,BI,BI,31182,Agricultural research
2009/2010,Multilateral,Foreign Non-Profit Making,1,0,2,5461,IFI,0,1,0,24300.0,0,*Bretton Woods Inst Fin Prog,Africa,1001306,0,0,0.0081,0.1,30000000.0,0.0,0,Burundi,0,Uncoded: Pre-APP,Not PBA,1,0,0,0,0,1,World Bank,BI,BI,31191,Agricultural services
2009/2010,Multilateral,Foreign Non-Profit Making,1,0,2,5461,IFI,0,1,0,24300.0,0,*Bretton Woods Inst Fin Prog,Africa,1001306,0,0,0.0081,0.1,30000000.0,0.0,0,Burundi,0,Uncoded: Pre-APP,Not PBA,1,0,0,0,0,1,World Bank,BI,BI,31193,Agricultural financial services
2009/2010,Multilateral,Foreign Non-Profit Making,1,0,2,5461,IFI,0,1,0,43800.0,0,*Bretton Woods Inst Fin Prog,Africa,1001306,0,0,0.0073,0.2,30000000.0,0.0,0,Benin,0,Uncoded: Pre-APP,Not PBA,1,0,0,0,0,1,World Bank,BJ,BJ,31110,Agricultural policy and administrative management
2009/2010,Multilateral,Foreign Non-Profit Making,1,0,2,5461,IFI,0,1,0,43800.0,0,*Bretton Woods Inst Fin Prog,Africa,1001306,0,0,0.0073,0.2,30000000.0,0.0,0,Benin,0,Uncoded: Pre-APP,Not PBA,1,0,0,0,0,1,World Bank,BJ,BJ,31120,Agricultural development
2009/2010,Multilateral,Foreign Non-Profit Making,1,0,2,5461,IFI,0,1,0,21900.0,0,*Bretton Woods Inst Fin Prog,Africa,1001306,0,0,0.0073,0.1,30000000.0,0.0,0,Benin,0,Uncoded: Pre-APP,Not PBA,1,0,0,0,0,1,World Bank,BJ,BJ,31150,Agricultural inputs
2009/2010,Multilateral,Foreign Non-Profit Making,1,0,2,5461,IFI,0,1,0,21900.0,0,*Bretton Woods Inst Fin Prog,Africa,1001306,0,0,0.0073,0.1,30000000.0,0.0,0,Benin,0,Uncoded: Pre-APP,Not PBA,1,0,0,0,0,1,World Bank,BJ,BJ,31161,Food crop production
2009/2010,Multilateral,Foreign Non-Profit Making,1,0,2,5461,IFI,0,1,0,21900.0,0,*Bretton Woods Inst Fin Prog,Africa,1001306,0,0,0.0073,0.1,30000000.0,0.0,0,Benin,0,Uncoded: Pre-APP,Not PBA,1,0,0,0,0,1,World Bank,BJ,BJ,31166,Agricultural extension
2009/2010,Multilateral,Foreign Non-Profit Making,1,0,2,5461,IFI,0,1,0,21900.0,0,*Bretton Woods Inst Fin Prog,Africa,1001306,0,0,0.0073,0.1,30000000.0,0.0,0,Benin,0,Uncoded: Pre-APP,Not PBA,1,0,0,0,0,1,World Bank,BJ,BJ,31182,Agricultural research
2009/2010,Multilateral,Foreign Non-Profit Making,1,0,2,5461,IFI,0,1,0,21900.0,0,*Bretton Woods Inst Fin Prog,Africa,1001306,0,0,0.0073,0.1,30000000.0,0.0,0,Benin,0,Uncoded: Pre-APP,Not PBA,1,0,0,0,0,1,World Bank,BJ,BJ,31191,Agricultural services
2009/2010,Multilateral,Foreign Non-Profit Making,1,0,2,5461,IFI,0,1,0,21900.0,0,*Bretton Woods Inst Fin Prog,Africa,1001306,0,0,0.0073,0.1,30000000.0,0.0,0,Benin,0,Uncoded: Pre-APP,Not PBA,1,0,0,0,0,1,World Bank,BJ,BJ,31193,Agricultural financial services
2009/2010,Multilateral,Foreign Non-Profit Making,1,0,2,5461,IFI,0,1,0,34200.0,0,*Bretton Woods Inst Fin Prog,Africa,1001306,0,0,0.0057,0.2,30000000.0,0.0,0,Central Afr.Rep,0,Uncoded: Pre-APP,Not PBA,1,0,0,0,0,1,World Bank,CF,CF,31110,Agricultural policy and administrative management
2009/2010,Multilateral,Foreign Non-Profit Making,1,0,2,5461,IFI,0,1,0,34200.0,0,*Bretton Woods Inst Fin Prog,Africa,1001306,0,0,0.0057,0.2,30000000.0,0.0,0,Central Afr.Rep,0,Uncoded: Pre-APP,Not PBA,1,0,0,0,0,1,World Bank,CF,CF,31120,Agricultural development
2009/2010,Multilateral,Foreign Non-Profit Making,1,0,2,5461,IFI,0,1,0,17100.0,0,*Bretton Woods Inst Fin Prog,Africa,1001306,0,0,0.0057,0.1,30000000.0,0.0,0,Central Afr.Rep,0,Uncoded: Pre-APP,Not PBA,1,0,0,0,0,1,World Bank,CF,CF,31150,Agricultural inputs
2009/2010,Multilateral,Foreign Non-Profit Making,1,0,2,5461,IFI,0,1,0,17100.0,0,*Bretton Woods Inst Fin Prog,Africa,1001306,0,0,0.0057,0.1,30000000.0,0.0,0,Central Afr.Rep,0,Uncoded: Pre-APP,Not PBA,1,0,0,0,0,1,World Bank,CF,CF,31161,Food crop production
2009/2010,Multilateral,Foreign Non-Profit Making,1,0,2,5461,IFI,0,1,0,17100.0,0,*Bretton Woods Inst Fin Prog,Africa,1001306,0,0,0.0057,0.1,30000000.0,0.0,0,Central Afr.Rep,0,Uncoded: Pre-APP,Not PBA,1,0,0,0,0,1,World Bank,CF,CF,31166,Agricultural extension
2009/2010,Multilateral,Foreign Non-Profit Making,1,0,2,5461,IFI,0,1,0,17100.0,0,*Bretton Woods Inst Fin Prog,Africa,1001306,0,0,0.0057,0.1,30000000.0,0.0,0,Central Afr.Rep,0,Uncoded: Pre-APP,Not PBA,1,0,0,0,0,1,World Bank,CF,CF,31182,Agricultural research
2009/2010,Multilateral,Foreign Non-Profit Making,1,0,2,5461,IFI,0,1,0,17100.0,0,*Bretton Woods Inst Fin Prog,Africa,1001306,0,0,0.0057,0.1,30000000.0,0.0,0,Central Afr.Rep,0,Uncoded: Pre-APP,Not PBA,1,0,0,0,0,1,World Bank,CF,CF,31191,Agricultural services
2009/2010,Multilateral,Foreign Non-Profit Making,1,0,2,5461,IFI,0,1,0,17100.0,0,*Bretton Woods Inst Fin Prog,Africa,1001306,0,0,0.0057,0.1,30000000.0,0.0,0,Central Afr.Rep,0,Uncoded: Pre-APP,Not PBA,1,0,0,0,0,1,World Bank,CF,CF,31193,Agricultural financial services
2009/2010,Multilateral,Foreign Non-Profit Making,1,0,2,5461,IFI,0,1,0,24000.0,0,*Bretton Woods Inst Fin Prog,Africa,1001306,0,0,0.004,0.2,30000000.0,0.0,0,Djibouti,0,Uncoded: Pre-APP,Not PBA,1,0,0,0,0,1,World Bank,DJ,DJ,31110,Agricultural policy and administrative management
2009/2010,Multilateral,Foreign Non-Profit Making,1,0,2,5461,IFI,0,1,0,24000.0,0,*Bretton Woods Inst Fin Prog,Africa,1001306,0,0,0.004,0.2,30000000.0,0.0,0,Djibouti,0,Uncoded: Pre-APP,Not PBA,1,0,0,0,0,1,World Bank,DJ,DJ,31120,Agricultural development
