assays_ASSI,assays_CONSC,assays_VARI,assays_TISI,assays_RELATIT,assays_CURAB,assays_ASSTIS,assays_ASSCET,assays_ASSSUBCELFR,assays_Ti,assays_SI,assays_SRASI,assays_CHEI,assays_CEI,assays_BFO
7672,1,,2385.0,N,Intermediate,Muscle tissue,,,50597,1,,CHEMBL627040,,BAO_0000218
7673,1,,2106.0,N,Intermediate,Spleen,,,50597,1,,CHEMBL624663,,BAO_0000218
7674,1,,2046.0,N,Intermediate,Thyroid gland,,,50597,1,,CHEMBL625963,,BAO_0000218
7675,1,,955.0,N,Intermediate,Brain,,,50597,1,,CHEMBL876799,,BAO_0000218
7676,1,,2048.0,N,Intermediate,Lung,,,50597,1,,CHEMBL626133,,BAO_0000218
7677,1,,,N,Intermediate,,,,50597,1,,CHEMBL626134,,BAO_0000218
7678,1,,,N,Intermediate,,,,50597,1,,CHEMBL626135,,BAO_0000218
7679,1,,,N,Intermediate,,,,50597,1,,CHEMBL626136,,BAO_0000218
7680,1,,,N,Intermediate,,,,50597,1,,CHEMBL626137,,BAO_0000218
7681,1,,,N,Intermediate,,,,50597,1,,CHEMBL626138,,BAO_0000218
7682,1,,,N,Intermediate,,,,50597,1,,CHEMBL626139,,BAO_0000218
7683,1,,,N,Intermediate,,,,50597,1,,CHEMBL626140,,BAO_0000218
7684,1,,,N,Intermediate,,,,50597,1,,CHEMBL626141,,BAO_0000218
7685,1,,,N,Intermediate,,,,50597,1,,CHEMBL626142,,BAO_0000218
7686,1,,2385.0,N,Intermediate,Muscle tissue,,,50597,1,,CHEMBL627930,,BAO_0000218
7687,1,,2385.0,N,Intermediate,Muscle tissue,,,50597,1,,CHEMBL627931,,BAO_0000218
7688,1,,2385.0,N,Intermediate,Muscle tissue,,,50597,1,,CHEMBL627932,,BAO_0000218
7689,1,,2106.0,N,Intermediate,Spleen,,,50597,1,,CHEMBL627933,,BAO_0000218
7690,1,,2106.0,N,Intermediate,Spleen,,,50597,1,,CHEMBL627934,,BAO_0000218
7691,1,,2106.0,N,Intermediate,Spleen,,,50597,1,,CHEMBL627935,,BAO_0000218
7692,1,,178.0,N,Intermediate,Blood,,,50597,1,,CHEMBL627936,,BAO_0000218
7693,1,,178.0,N,Intermediate,Blood,,,50597,1,,CHEMBL627937,,BAO_0000218
7694,1,,178.0,N,Intermediate,Blood,,,50597,1,,CHEMBL627938,,BAO_0000218
7695,1,,178.0,N,Intermediate,Blood,,,50597,1,,CHEMBL627939,,BAO_0000218
7696,1,,178.0,N,Intermediate,Blood,,,50597,1,,CHEMBL627940,,BAO_0000218
7697,1,,178.0,N,Intermediate,Blood,,,50597,1,,CHEMBL627941,,BAO_0000218
7698,1,,178.0,N,Intermediate,Blood,,,50597,1,,CHEMBL876800,,BAO_0000218
7699,1,,178.0,N,Intermediate,Blood,,,50597,1,,CHEMBL627942,,BAO_0000218
7700,1,,178.0,N,Intermediate,Blood,,,50597,1,,CHEMBL627943,,BAO_0000218
7701,1,,178.0,N,Intermediate,Blood,,,50597,1,,CHEMBL627944,,BAO_0000218
7702,1,,178.0,N,Intermediate,Blood,,,50597,1,,CHEMBL627945,,BAO_0000218
7703,1,,178.0,N,Intermediate,Blood,,,50597,1,,CHEMBL628584,,BAO_0000218
7704,1,,178.0,N,Intermediate,Blood,,,50597,1,,CHEMBL628585,,BAO_0000218
7705,1,,178.0,N,Intermediate,Blood,,,50597,1,,CHEMBL628586,,BAO_0000218
7706,1,,178.0,N,Intermediate,Blood,,,50597,1,,CHEMBL628587,,BAO_0000218
7707,1,,178.0,N,Intermediate,Blood,,,50597,1,,CHEMBL628588,,BAO_0000218
7708,1,,178.0,N,Intermediate,Blood,,,50597,1,,CHEMBL628589,,BAO_0000218
7709,1,,178.0,N,Intermediate,Blood,,,50597,1,,CHEMBL625304,,BAO_0000218
7710,1,,178.0,N,Intermediate,Blood,,,50597,1,,CHEMBL625305,,BAO_0000218
7711,1,,178.0,N,Intermediate,Blood,,,50597,1,,CHEMBL625306,,BAO_0000218
7712,1,,178.0,N,Intermediate,Blood,,,50597,1,,CHEMBL625307,,BAO_0000218
7713,1,,178.0,N,Intermediate,Blood,,,50597,1,,CHEMBL625308,,BAO_0000218
7714,1,,178.0,N,Intermediate,Blood,,,50597,1,,CHEMBL627740,,BAO_0000218
7715,1,,178.0,N,Intermediate,Blood,,,50597,1,,CHEMBL627741,,BAO_0000218
7716,1,,178.0,N,Intermediate,Blood,,,50597,1,,CHEMBL627742,,BAO_0000218
7717,1,,178.0,N,Intermediate,Blood,,,50597,1,,CHEMBL627743,,BAO_0000218
7718,1,,178.0,N,Intermediate,Blood,,,50597,1,,CHEMBL627744,,BAO_0000218
7719,1,,10000001.0,N,Intermediate,Bone,,,50597,1,,CHEMBL627745,,BAO_0000218
7720,1,,10000001.0,N,Intermediate,Bone,,,50597,1,,CHEMBL627746,,BAO_0000218
7721,1,,10000001.0,N,Intermediate,Bone,,,50597,1,,CHEMBL627747,,BAO_0000218
7722,1,,10000001.0,N,Intermediate,Bone,,,50597,1,,CHEMBL876810,,BAO_0000218
7723,1,,10000001.0,N,Intermediate,Bone,,,50597,1,,CHEMBL627748,,BAO_0000218
7724,1,,10000001.0,N,Intermediate,Bone,,,50597,1,,CHEMBL627749,,BAO_0000218
7725,1,,10000001.0,N,Intermediate,Bone,,,50597,1,,CHEMBL627750,,BAO_0000218
7726,1,,10000001.0,N,Intermediate,Bone,,,50597,1,,CHEMBL618728,,BAO_0000218
7727,1,,10000001.0,N,Intermediate,Bone,,,50597,1,,CHEMBL618729,,BAO_0000218
7728,1,,10000001.0,N,Intermediate,Bone,,,50597,1,,CHEMBL618730,,BAO_0000218
7729,1,,10000001.0,N,Intermediate,Bone,,,50597,1,,CHEMBL618731,,BAO_0000218
7730,1,,10000001.0,N,Intermediate,Bone,,,50597,1,,CHEMBL618732,,BAO_0000218
7731,1,,10000001.0,N,Intermediate,Bone,,,50597,1,,CHEMBL618733,,BAO_0000218
7732,1,,10000001.0,N,Intermediate,Bone,,,50597,1,,CHEMBL618734,,BAO_0000218
7733,1,,10000001.0,N,Intermediate,Bone,,,50597,1,,CHEMBL618735,,BAO_0000218
7734,1,,10000001.0,N,Intermediate,Bone,,,50597,1,,CHEMBL876602,,BAO_0000218
7735,1,,10000001.0,N,Intermediate,Bone,,,50597,1,,CHEMBL618736,,BAO_0000218
7736,1,,10000001.0,N,Intermediate,Bone,,,50597,1,,CHEMBL618737,,BAO_0000218
7737,1,,10000001.0,N,Intermediate,Bone,,,50597,1,,CHEMBL618738,,BAO_0000218
7738,1,,10000001.0,N,Intermediate,Bone,,,50597,1,,CHEMBL618739,,BAO_0000218
7739,1,,10000001.0,N,Intermediate,Bone,,,50597,1,,CHEMBL618740,,BAO_0000218
7740,1,,10000001.0,N,Intermediate,Bone,,,50597,1,,CHEMBL618741,,BAO_0000218
7741,1,,10000001.0,N,Intermediate,Bone,,,50597,1,,CHEMBL618742,,BAO_0000218
7742,1,,10000001.0,N,Intermediate,Bone,,,50597,1,,CHEMBL618743,,BAO_0000218
7743,1,,1969.0,N,Intermediate,Plasma,,,50597,1,,CHEMBL618744,,BAO_0000218
7744,1,,,N,Intermediate,,,,50597,1,,CHEMBL618745,,BAO_0000218
7745,1,,,N,Intermediate,,,,50597,1,,CHEMBL620479,,BAO_0000218
7746,1,,,N,Intermediate,,,,50597,1,,CHEMBL620480,,BAO_0000218
7747,1,,,N,Intermediate,,,,50597,1,,CHEMBL620481,,BAO_0000218
7748,1,,,N,Intermediate,,,,50597,1,,CHEMBL620482,,BAO_0000218
7749,1,,,N,Intermediate,,,,50597,1,,CHEMBL876603,,BAO_0000218
7750,1,,,N,Intermediate,,,,50597,1,,CHEMBL620483,,BAO_0000218
7751,1,,,N,Intermediate,,,,50597,1,,CHEMBL620484,,BAO_0000218
7752,1,,,N,Intermediate,,,,50597,1,,CHEMBL620485,,BAO_0000218
7753,1,,,N,Intermediate,,,,50597,1,,CHEMBL620486,,BAO_0000218
7754,1,,,N,Intermediate,,,,50597,1,,CHEMBL620487,,BAO_0000218
7755,1,,,N,Intermediate,,,,50597,1,,CHEMBL620488,,BAO_0000218
7756,1,,,N,Intermediate,,,,50597,1,,CHEMBL620489,,BAO_0000218
7757,1,,,N,Intermediate,,,,50597,1,,CHEMBL620490,,BAO_0000218
7758,1,,,N,Intermediate,,,,50597,1,,CHEMBL620491,,BAO_0000218
7759,1,,1969.0,N,Intermediate,Plasma,,,50597,1,,CHEMBL876604,,BAO_0000218
7760,1,,,N,Intermediate,,,,50597,1,,CHEMBL620492,,BAO_0000218
7761,1,,,N,Intermediate,,,,50597,1,,CHEMBL620493,,BAO_0000218
7762,1,,,N,Intermediate,,,,50597,1,,CHEMBL620494,,BAO_0000218
7763,1,,1969.0,N,Intermediate,Plasma,,,50597,1,,CHEMBL620495,,BAO_0000218
7764,1,,1969.0,N,Intermediate,Plasma,,,50597,1,,CHEMBL620496,,BAO_0000218
7765,1,,1969.0,N,Intermediate,Plasma,,,50597,1,,CHEMBL620497,,BAO_0000218
7766,1,,1969.0,N,Intermediate,Plasma,,,50597,1,,CHEMBL620498,,BAO_0000218
7767,1,,1969.0,N,Intermediate,Plasma,,,50597,1,,CHEMBL620499,,BAO_0000218
7768,1,,1969.0,N,Intermediate,Plasma,,,50597,1,,CHEMBL620500,,BAO_0000218
7769,1,,1969.0,N,Intermediate,Plasma,,,50597,1,,CHEMBL873809,,BAO_0000218
7770,1,,,N,Intermediate,,,,50597,1,,CHEMBL620501,,BAO_0000218
7771,1,,,N,Intermediate,,,,50597,1,,CHEMBL620502,,BAO_0000218
7772,1,,,N,Intermediate,,,,50597,1,,CHEMBL620503,,BAO_0000218
7773,1,,,N,Intermediate,,,,50597,1,,CHEMBL620504,,BAO_0000218
7774,1,,,N,Intermediate,,,,50597,1,,CHEMBL876605,,BAO_0000218
7775,1,,,N,Intermediate,,,,50597,1,,CHEMBL620505,,BAO_0000218
7776,1,,1969.0,N,Intermediate,Plasma,,,50597,1,,CHEMBL873811,,BAO_0000218
7777,1,,,N,Expert,,,,50597,1,,CHEMBL624016,,BAO_0000218
7778,1,,,N,Intermediate,,,,50597,1,,CHEMBL624017,,BAO_0000218
7779,1,,,N,Intermediate,,,,50597,1,,CHEMBL624018,,BAO_0000218
7780,1,,,N,Intermediate,,,,50597,1,,CHEMBL624019,,BAO_0000218
7781,1,,955.0,N,Intermediate,Brain,,,50597,1,,CHEMBL624020,,BAO_0000218
7782,1,,,N,Intermediate,,,,50597,1,,CHEMBL624201,,BAO_0000218
7783,1,,,N,Intermediate,,,,50597,1,,CHEMBL872528,,BAO_0000218
7784,1,,,N,Intermediate,,,,50597,1,,CHEMBL624202,,BAO_0000218
7785,1,,,N,Intermediate,,,,50597,1,,CHEMBL624203,,BAO_0000218
7786,1,,,N,Intermediate,,,,50597,1,,CHEMBL624350,,BAO_0000218
7787,1,,,N,Intermediate,,,,50597,1,,CHEMBL621320,,BAO_0000218
7788,1,,,N,Intermediate,,,,50597,1,,CHEMBL621321,,BAO_0000218
7789,1,,,N,Intermediate,,,,50597,1,,CHEMBL621322,,BAO_0000218
7790,1,,,N,Intermediate,,,,50597,1,,CHEMBL621323,,BAO_0000218
7791,1,,,N,Intermediate,,,,50597,1,,CHEMBL621324,,BAO_0000218
7792,1,,,N,Intermediate,,,,50597,1,,CHEMBL621325,,BAO_0000218
7793,1,,1969.0,N,Intermediate,Plasma,,,50597,1,,CHEMBL875837,,BAO_0000218
7794,1,,1969.0,N,Intermediate,Plasma,,,50597,1,,CHEMBL621326,,BAO_0000218
7795,1,,,N,Intermediate,,,,50597,1,,CHEMBL621327,,BAO_0000218
7796,1,,,N,Intermediate,,,,50597,1,,CHEMBL621328,,BAO_0000218
7797,1,,,N,Intermediate,,,,50597,1,,CHEMBL621329,,BAO_0000218
7798,1,,,N,Intermediate,,,,50597,1,,CHEMBL621330,,BAO_0000218
7799,1,,,N,Intermediate,,,,50597,1,,CHEMBL621331,,BAO_0000218
7800,1,,,N,Intermediate,,,,50597,1,,CHEMBL621332,,BAO_0000218
7801,1,,,N,Intermediate,,,,50597,1,,CHEMBL621333,,BAO_0000218
7802,1,,,N,Intermediate,,,,50597,1,,CHEMBL621334,,BAO_0000218
7803,1,,,N,Intermediate,,,,50594,1,,CHEMBL621335,,BAO_0000218
7804,1,,,N,Intermediate,,,,50588,1,,CHEMBL621336,,BAO_0000218
7805,1,,,N,Intermediate,,,,50597,1,,CHEMBL621337,,BAO_0000218
7806,1,,,N,Intermediate,,,,50588,1,,CHEMBL621338,,BAO_0000218
7807,1,,,N,Intermediate,,,,50588,1,,CHEMBL875838,,BAO_0000218
7808,1,,,N,Intermediate,,,,50588,1,,CHEMBL621339,,BAO_0000218
7809,1,,,N,Intermediate,,,,50588,1,,CHEMBL621340,,BAO_0000218
7810,0,,,U,Autocuration,,,,22224,1,,CHEMBL621341,,BAO_0000218
7811,0,,,U,Autocuration,,,,22224,1,,CHEMBL621342,,BAO_0000019
7812,0,,,U,Autocuration,,,,22224,1,,CHEMBL621343,,BAO_0000019
7813,1,,,N,Intermediate,,,,50594,1,,CHEMBL621344,,BAO_0000218
7814,1,,,N,Intermediate,,,,50594,1,,CHEMBL621345,,BAO_0000218
7815,0,,,U,Autocuration,,,,22224,1,,CHEMBL621346,,BAO_0000019
7816,0,,,U,Autocuration,,,,22224,1,,CHEMBL621347,,BAO_0000218
7817,1,,,N,Intermediate,,,,50588,1,,CHEMBL621348,,BAO_0000218
7818,0,,178.0,U,Autocuration,Blood,,,22224,1,,CHEMBL621349,,BAO_0000019
7819,0,,178.0,U,Autocuration,Blood,,,22224,1,,CHEMBL621350,,BAO_0000019
7820,0,,178.0,U,Autocuration,Blood,,,22224,1,,CHEMBL875839,,BAO_0000019
7821,0,,178.0,U,Autocuration,Blood,,,22224,1,,CHEMBL620211,,BAO_0000019
7822,0,,178.0,U,Autocuration,Blood,,,22224,1,,CHEMBL620212,,BAO_0000019
7823,0,,178.0,U,Autocuration,Blood,,,22224,1,,CHEMBL620213,,BAO_0000019
7824,1,,1969.0,N,Intermediate,Plasma,,,50797,1,,CHEMBL620214,,BAO_0000218
7825,1,,1969.0,N,Intermediate,Plasma,,,50797,1,,CHEMBL620215,,BAO_0000218
7826,1,,1969.0,N,Intermediate,Plasma,,,50797,1,,CHEMBL620216,,BAO_0000218
