ASTY,SI,SRASSI,CEI,RELATTY,CUB,ASTIS,ASCETY,ASSCAT,Ti,Descri,ASSTETY,CHI,CONFSCO,BAFOR,ASI,DOI,ASSSUBCFR,ASSTI,TII,VAI,ASST,ASORGA
A,1,,,N,Intermediate,,,,50597,Half-life in rats was determined,,CHEMBL620440,1,BAO_0000218,7547,3169,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Half-life in rats with metabolic oxidation,,CHEMBL620441,1,BAO_0000218,7548,3169,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Half-life in rats,,CHEMBL620442,1,BAO_0000218,7549,3169,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,T 1/2 at a dose of 10 mg/Kg administered intravenously in female hanover-wistar rat,In vivo,CHEMBL620443,1,BAO_0000218,7550,17260,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,T 1/2 at a dose of 10 mg/Kg administered perorally in female hanover-wistar rat,In vivo,CHEMBL620444,1,BAO_0000218,7551,17260,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,T max at a dose of 10 mg/Kg administered intravenously in female hanover-wistar rat,In vivo,CHEMBL620445,1,BAO_0000218,7552,17260,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,T max at a dose of 10 mg/Kg administered perorally in female hanover-wistar rat,In vivo,CHEMBL620446,1,BAO_0000218,7553,17260,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,Plasma,,,50597,Biological half-life measured in plasma of rat,,CHEMBL620447,1,BAO_0000218,7554,2879,,10116.0,1969.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Plasma,,,50597,Biological half-life measured in plasma of rat; 22-25,,CHEMBL621129,1,BAO_0000218,7555,2879,,10116.0,1969.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Plasma,,,50597,Biological half-life measured in plasma of rat; 9-16,,CHEMBL621130,1,BAO_0000218,7556,2879,,10116.0,1969.0,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Compound was evaluated for its half life when administered intravenously in rat,In vivo,CHEMBL873808,1,BAO_0000218,7557,3184,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Compound was evaluated for pharmacokinetic parameter percent bioavailability at 8 h,In vivo,CHEMBL876598,1,BAO_0000218,7558,4891,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Evaluated for pharmacokinetic parameter half-life in rat at the dose 50 mg/kg,In vivo,CHEMBL621131,1,BAO_0000218,7559,429,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Half life (T1/2) after oral administration in rat,In vivo,CHEMBL621132,1,BAO_0000218,7560,5656,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Half life of compound after iv administration of 20 mg/kg dose in rat,In vivo,CHEMBL621133,1,BAO_0000218,7561,4413,,10116.0,,,,Rattus norvegicus
A,1,,,N,Expert,,,,50597,Half life of compound determined in rat after iv administration at a dose of 10 mg/kg,In vivo,CHEMBL621312,1,BAO_0000218,7562,3598,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Half life of compound was determined in rat,,CHEMBL621313,1,BAO_0000218,7563,17267,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,Blood,,,50597,Half life of compound was determined in rat blood,,CHEMBL621314,1,BAO_0000218,7564,4727,,10116.0,178.0,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Half life at 1 mg/kg was determined in rat,In vivo,CHEMBL621315,1,BAO_0000218,7565,17651,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Half life at 10 mg/kg was determined in rat,In vivo,CHEMBL621316,1,BAO_0000218,7566,17651,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Half life in rats,,CHEMBL621317,1,BAO_0000218,7567,401,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Half life in rats in hours,,CHEMBL621318,1,BAO_0000218,7568,4942,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Half life following 10 mg/kg intravenous or 50 mg/kg oral dosing in rats was determined,In vivo,CHEMBL621319,1,BAO_0000218,7569,17735,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Half life was calculated at a single intravenous administration of 20 mg/kg in rat,In vivo,CHEMBL621377,1,BAO_0000218,7570,6056,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Half life was determined,,CHEMBL621378,1,BAO_0000218,7571,5213,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Half life after i.v. administration,In vivo,CHEMBL876599,1,BAO_0000218,7572,6616,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Half life in rat after intravenous administration at a concentration 0.5 mg/kg,In vivo,CHEMBL621379,1,BAO_0000218,7573,5937,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,Plasma,,,50597,Half life in rat plasma,,CHEMBL621380,1,BAO_0000218,7574,5819,,10116.0,1969.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Plasma,,,50597,Half life in rat plasma; Not detected,,CHEMBL621381,1,BAO_0000218,7575,5819,,10116.0,1969.0,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Half life in rats,,CHEMBL618515,1,BAO_0000218,7576,6803,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Half life period of compound was determined after peroral administration,In vivo,CHEMBL618516,1,BAO_0000218,7577,17804,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Half life period of compound was determined at a dose of 3 mg/kg by intravenous administration,In vivo,CHEMBL618517,1,BAO_0000218,7578,17804,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Half life period in rat,,CHEMBL618518,1,BAO_0000218,7579,5948,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Half life period was evaluated against Sprague-Dawley rats at a dose of 15 mg/kg after iv administration,In vivo,CHEMBL618519,1,BAO_0000218,7580,1916,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Half life period was evaluated in Sprague-Dawley rats at a dose of 15 mg/kg after po administration,In vivo,CHEMBL618698,1,BAO_0000218,7581,1916,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Half life period was evaluated in Sprague-Dawley rats at a dose of 15 mg/kg after po administration; Not available,In vivo,CHEMBL618862,1,BAO_0000218,7582,1916,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Half life period was determined after intravenous administration at a dose 5 mg/kg to male Sprague-Dawley rats,In vivo,CHEMBL618863,1,BAO_0000218,7583,4890,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Half life period was determined for compound after intravenous administration in rats at 24 uM/kg,In vivo,CHEMBL618864,1,BAO_0000218,7584,17764,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Half life time in rat the dose of 2 mg/kg,In vivo,CHEMBL618865,1,BAO_0000218,7585,4727,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Half-life 24 hr after 10 mg/kg iv administration in rats,In vivo,CHEMBL618866,1,BAO_0000218,7586,17509,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Half-life 24 hr after 2 mg/kg iv administration in rats,In vivo,CHEMBL618867,1,BAO_0000218,7587,17509,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Half-life consistent with the observed metabolic steady state in rats,,CHEMBL875828,1,BAO_0000218,7588,6597,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Half-life following 10 mg/kg intravenous or 50 mg/kg oral dosing in rats was determined,In vivo,CHEMBL618868,1,BAO_0000218,7589,17735,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Half-life for oxidative metabolic stability was determined using male human,,CHEMBL618869,1,BAO_0000218,7590,6597,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,"Half-life in fischer rats at 5 mg/kg dose, administered intravenously",In vivo,CHEMBL618870,1,BAO_0000218,7591,17670,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,Plasma,,,50597,Half-life in rat plasma,,CHEMBL618871,1,BAO_0000218,7592,1696,,10116.0,1969.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Plasma,,,50597,Half-life in rat plasma was determined,,CHEMBL618872,1,BAO_0000218,7593,1742,,10116.0,1969.0,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Half-life in rats was determined,,CHEMBL873816,1,BAO_0000218,7594,17800,,10116.0,,,,Rattus norvegicus
A,1,,,U,Autocuration,,,,22224,Area under curve of acid 2a was determined by HPLC at a dosage of 54.5 mg/kg administered intragastrically by gavage method in dog,,CHEMBL618873,0,BAO_0000218,7595,12923,,,,,,
A,1,,,U,Autocuration,,,,22224,Area under curve after oral dose of 0.1 mg//kg,,CHEMBL621602,0,BAO_0000019,7596,11954,,,,,,
A,1,,,U,Autocuration,,,,22224,Area under curve after oral dose of 0.3 mg/kg,,CHEMBL621603,0,BAO_0000218,7597,11954,,,,,,
A,1,,,U,Autocuration,,,,22224,Area under curve after oral dose of 1 mg/kg,,CHEMBL621604,0,BAO_0000218,7598,11954,,,,,,
A,1,,,U,Autocuration,,,,22224,Area under curve after oral dose of 10 mg/kg,,CHEMBL621605,0,BAO_0000218,7599,11954,,,,,,
A,1,,,U,Autocuration,,,,22224,Area under curve after oral dose of 23.4 mg/kg,,CHEMBL621606,0,BAO_0000218,7600,11954,,,,,,
A,1,,,U,Autocuration,,,,22224,Area under curve after oral dose of 3 mg/kg,,CHEMBL621607,0,BAO_0000218,7601,11954,,,,,,
A,1,,,U,Autocuration,,,,22224,Area under curve after oral dose of 3.87 mg/kg,,CHEMBL621608,0,BAO_0000218,7602,11954,,,,,,
A,1,,,U,Autocuration,,,,22224,Area under curve was determined,,CHEMBL621609,0,BAO_0000019,7603,5237,,,,,,
A,1,,,U,Autocuration,,,,22224,Area under curve at a dose of 10 mg/kg,,CHEMBL621610,0,BAO_0000218,7604,4026,,,,,,
A,1,,,N,Intermediate,,,,50597,Area under curve was determined; ND=No data,,CHEMBL621611,1,BAO_0000218,7605,5237,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Area under curve was evaluated in rat brain when administered intraperitoneally at a dose of 10 mg/kg for 4 or 6 hours,,CHEMBL621612,1,BAO_0000218,7606,14793,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Area under curve was evaluated in rat brain when administered intraperitoneally at a dose of 10 mg/kg for infinite hours,,CHEMBL622308,1,BAO_0000218,7607,14793,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Area under curve was evaluated in rat brain when administered intravenously at a dose of 10 mg/kg for 4 or 6 hours,,CHEMBL622309,1,BAO_0000218,7608,14793,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Area under curve was evaluated in rat brain when administered intravenously at a dose of 10 mg/kg for infinite hours,,CHEMBL622310,1,BAO_0000218,7609,14793,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Area under curve was evaluated in rat brain when administered perorally at a dose of 100 mg/kg for 4 or 6 hours,,CHEMBL622311,1,BAO_0000218,7610,14793,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Area under curve was evaluated in rat brain when administered perorally at a dose of 100 mg/kg for infinite hours; Not calculated,,CHEMBL622312,1,BAO_0000218,7611,14793,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Area under curve was evaluated in rat brain when administered perorally at a dose of 10 mg/kg for 4 or 6 hours,,CHEMBL622931,1,BAO_0000218,7612,14793,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Area under curve was evaluated in rat brain when administered perorally at a dose of 10 mg/kg for infinite hours; Not calculated,,CHEMBL622932,1,BAO_0000218,7613,14793,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,Plasma,,,50597,Area under curve was evaluated in rat plasma when administered intraperitoneally at a dose of 10 mg/kg for 4 or 6 hours,,CHEMBL622736,1,BAO_0000218,7614,14793,,10116.0,1969.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Plasma,,,50597,Area under curve was evaluated in rat plasma when administered intraperitoneally at a dose of 10 mg/kg for infinite hours,,CHEMBL622737,1,BAO_0000218,7615,14793,,10116.0,1969.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Plasma,,,50597,Area under curve was evaluated in rat plasma when administered intravenously at a dose of 10 mg/kg for 4 or 6 hours,,CHEMBL622738,1,BAO_0000218,7616,14793,,10116.0,1969.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Plasma,,,50597,Area under curve was evaluated in rat plasma when administered intravenously at a dose of 10 mg/kg for infinite hours,,CHEMBL622739,1,BAO_0000218,7617,14793,,10116.0,1969.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Plasma,,,50597,Area under curve was evaluated in rat plasma when administered perorally at a dose of 100 mg/kg for 4 or 6 hours,,CHEMBL622740,1,BAO_0000218,7618,14793,,10116.0,1969.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Plasma,,,50597,Area under curve was evaluated in rat plasma when administered perorally at a dose of 100 mg/kg for infinite hours,,CHEMBL622741,1,BAO_0000218,7619,14793,,10116.0,1969.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Plasma,,,50597,Area under curve was evaluated in rat plasma when administered perorally at a dose of 10 mg/kg for 4 or 6 hours,,CHEMBL622742,1,BAO_0000218,7620,14793,,10116.0,1969.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Plasma,,,50597,Area under curve was evaluated in rat plasma when administered perorally at a dose of 10 mg/kg for infinite hours,,CHEMBL622743,1,BAO_0000218,7621,14793,,10116.0,1969.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Plasma,,,50594,AUC in mice,,CHEMBL622744,1,BAO_0000218,7622,11637,,10090.0,1969.0,,,Mus musculus
A,1,,,U,Autocuration,,,,22224,Area under curve was measured from the graph obtained from concentration Vs time,,CHEMBL624134,0,BAO_0000019,7623,11149,,,,,,
A,1,,,U,Autocuration,,,,22224,Area under curve value of compound per hour after oral administration,,CHEMBL624135,0,BAO_0000019,7624,10016,,,,,,
A,1,,,N,Intermediate,,,,50597,Area under curve was determined after oral administration in rats,,CHEMBL624136,1,BAO_0000218,7625,17796,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Area under curve was determined after oral administration in rats; No data,,CHEMBL624137,1,BAO_0000218,7626,17796,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Area under curve was determined after oral administration in rats;No data,,CHEMBL624320,1,BAO_0000218,7627,17796,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50588,Area under curve was determined by HPLC at a dosage of 2.27 mg/kg administered intravenously by bolus method in dog,,CHEMBL624321,1,BAO_0000218,7628,12923,,9615.0,,,,Canis lupus familiaris
A,1,,,N,Intermediate,,,,50597,Area under curve was determined for the compound after iv dose of 4.74 mg/kg in rats,,CHEMBL624322,1,BAO_0000218,7629,15372,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Area under curve was determined for the compound after iv dose of 5.06 in rats,,CHEMBL624323,1,BAO_0000218,7630,15372,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Area under curve was determined for the compound after iv dose of 5.10 mg/kg in rats,,CHEMBL624324,1,BAO_0000218,7631,15372,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Area under curve was determined for the compound after po dose of 5.01 mg/kg in rats,,CHEMBL624325,1,BAO_0000218,7632,15372,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Area under curve was determined for the compound after po dose of 5.03 mg/kg in rats,,CHEMBL624326,1,BAO_0000218,7633,15372,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Area under curve was determined for the compound after po dose of 5.22 mg/kg in rats,,CHEMBL624327,1,BAO_0000218,7634,15372,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Area under curve was determined for the compound after po dose of 5.46 mg/kg in rats,,CHEMBL624328,1,BAO_0000218,7635,15372,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50588,Area under curve was determined in Dogs after peroral administration,,CHEMBL627848,1,BAO_0000218,7636,14169,,9615.0,,,,Canis lupus familiaris
A,1,,,N,Intermediate,,,,50597,Area under curve was determined in Rats after peroral administration,,CHEMBL627849,1,BAO_0000218,7637,14169,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Area under curve was determined in carotid blood of rat when administered intradermally,,CHEMBL627850,1,BAO_0000218,7638,14258,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Area under curve was determined in portal blood of rat when administered intradermally,,CHEMBL627851,1,BAO_0000218,7639,14258,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50594,Area under curve was determined using 0.4% Methyl cellulose (MC) as vehicle. Compound was administered intravenously to nude mice at a dose of 25 mg/kg,,CHEMBL627852,1,BAO_0000218,7640,15011,,10090.0,,,,Mus musculus
A,1,,,N,Intermediate,,,,50594,Area under curve was determined using 0.4% Methyl cellulose (MC) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg,,CHEMBL627853,1,BAO_0000218,7641,15011,,10090.0,,,,Mus musculus
A,1,,,N,Intermediate,,,,50594,Area under curve was determined using 0.4% Methyl cellulose (MC) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg (micronized sample),,CHEMBL627854,1,BAO_0000218,7642,15011,,10090.0,,,,Mus musculus
A,1,,,N,Intermediate,,,,50594,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered intravenously to nude mice at a dose of 25 mg/kg,,CHEMBL627855,1,BAO_0000218,7643,15011,,10090.0,,,,Mus musculus
A,1,,,N,Intermediate,,,,50594,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered intravenously to nude mice at a dose of 25 mg/kg (run time 7 hr),,CHEMBL627856,1,BAO_0000218,7644,15011,,10090.0,,,,Mus musculus
A,1,,,N,Intermediate,,,,50594,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg,,CHEMBL875339,1,BAO_0000218,7645,15011,,10090.0,,,,Mus musculus
A,1,,,N,Intermediate,,,,50594,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg (Run time = 7 hr),,CHEMBL627857,1,BAO_0000218,7646,15011,,10090.0,,,,Mus musculus
A,1,,,N,Intermediate,Spleen,,,50597,Biodistribution of the radiolabeled compound (2-5 uCi) in rat spleen 65 mins after i.v. administration,In vivo,CHEMBL627858,1,BAO_0000218,7647,11195,,10116.0,2106.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Blood,,,50597,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in blood; Expressed as percent dose/organ,,CHEMBL627859,1,BAO_0000218,7648,10130,,10116.0,178.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Brain,,,50597,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in brain; Expressed as percent dose/organ,,CHEMBL627860,1,BAO_0000218,7649,10130,,10116.0,955.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Heart,,,50597,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in heart; Expressed as percent dose/organ,,CHEMBL627019,1,BAO_0000218,7650,10130,,10116.0,948.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Liver,,,50597,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in liver; Expressed as percent dose/organ,,CHEMBL627020,1,BAO_0000218,7651,10130,,10116.0,2107.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Lung,,,50597,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in lung; Expressed as percent dose/organ,,CHEMBL627021,1,BAO_0000218,7652,10130,,10116.0,2048.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Muscle tissue,,,50597,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in muscle; Expressed as percent dose/organ,,CHEMBL627022,1,BAO_0000218,7653,10130,,10116.0,2385.0,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in skin; Expressed as percent dose/organ,,CHEMBL627023,1,BAO_0000218,7654,10130,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,Spleen,,,50597,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in spleen; Expressed as percent dose/organ,,CHEMBL627024,1,BAO_0000218,7655,10130,,10116.0,2106.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Thyroid gland,,,50597,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in thyroid; Expressed as percent dose/organ,,CHEMBL627025,1,BAO_0000218,7656,10130,,10116.0,2046.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Kidney,,,50597,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in kidney; Expressed as percent dose/organ,,CHEMBL627026,1,BAO_0000218,7657,10130,,10116.0,2113.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Blood,,,50597,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in blood; Expressed as percent dose/organ,,CHEMBL627027,1,BAO_0000218,7658,10130,,10116.0,178.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Brain,,,50597,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in brain; Expressed as percent dose/organ,,CHEMBL627028,1,BAO_0000218,7659,10130,,10116.0,955.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Heart,,,50597,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in heart; Expressed as percent dose/organ,,CHEMBL627029,1,BAO_0000218,7660,10130,,10116.0,948.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Kidney,,,50597,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in kidney; Expressed as percent dose/organ,,CHEMBL627030,1,BAO_0000218,7661,10130,,10116.0,2113.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Liver,,,50597,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in liver; Expressed as percent dose/organ,,CHEMBL627031,1,BAO_0000218,7662,10130,,10116.0,2107.0,,,Rattus norvegicus
