assays_ASI,assays_SRASSI,assays_Descri,assays_ASSCA,assays_BAFO,assays_CHEI,assays_DOI,assays_ASSTI,assays_CURB,assays_SRI,assays_CI,assays_ASSUBCEFR,assays_Ti,assays_RELATY,assays_CONFSCO,assays_TISI,assays_VARII
7553,,T max at a dose of 10 mg/Kg administered perorally in female hanover-wistar rat,,BAO_0000218,CHEMBL620446,17260,10116.0,Intermediate,1,,,50597,N,1,,
7554,,Biological half-life measured in plasma of rat,,BAO_0000218,CHEMBL620447,2879,10116.0,Intermediate,1,,,50597,N,1,1969.0,
7555,,Biological half-life measured in plasma of rat; 22-25,,BAO_0000218,CHEMBL621129,2879,10116.0,Intermediate,1,,,50597,N,1,1969.0,
7556,,Biological half-life measured in plasma of rat; 9-16,,BAO_0000218,CHEMBL621130,2879,10116.0,Intermediate,1,,,50597,N,1,1969.0,
7557,,Compound was evaluated for its half life when administered intravenously in rat,,BAO_0000218,CHEMBL873808,3184,10116.0,Intermediate,1,,,50597,N,1,,
7558,,Compound was evaluated for pharmacokinetic parameter percent bioavailability at 8 h,,BAO_0000218,CHEMBL876598,4891,10116.0,Intermediate,1,,,50597,N,1,,
7559,,Evaluated for pharmacokinetic parameter half-life in rat at the dose 50 mg/kg,,BAO_0000218,CHEMBL621131,429,10116.0,Intermediate,1,,,50597,N,1,,
7560,,Half life (T1/2) after oral administration in rat,,BAO_0000218,CHEMBL621132,5656,10116.0,Intermediate,1,,,50597,N,1,,
7561,,Half life of compound after iv administration of 20 mg/kg dose in rat,,BAO_0000218,CHEMBL621133,4413,10116.0,Intermediate,1,,,50597,N,1,,
7562,,Half life of compound determined in rat after iv administration at a dose of 10 mg/kg,,BAO_0000218,CHEMBL621312,3598,10116.0,Expert,1,,,50597,N,1,,
7563,,Half life of compound was determined in rat,,BAO_0000218,CHEMBL621313,17267,10116.0,Intermediate,1,,,50597,N,1,,
7564,,Half life of compound was determined in rat blood,,BAO_0000218,CHEMBL621314,4727,10116.0,Intermediate,1,,,50597,N,1,178.0,
7565,,Half life at 1 mg/kg was determined in rat,,BAO_0000218,CHEMBL621315,17651,10116.0,Intermediate,1,,,50597,N,1,,
7566,,Half life at 10 mg/kg was determined in rat,,BAO_0000218,CHEMBL621316,17651,10116.0,Intermediate,1,,,50597,N,1,,
7567,,Half life in rats,,BAO_0000218,CHEMBL621317,401,10116.0,Intermediate,1,,,50597,N,1,,
7568,,Half life in rats in hours,,BAO_0000218,CHEMBL621318,4942,10116.0,Intermediate,1,,,50597,N,1,,
7569,,Half life following 10 mg/kg intravenous or 50 mg/kg oral dosing in rats was determined,,BAO_0000218,CHEMBL621319,17735,10116.0,Intermediate,1,,,50597,N,1,,
7570,,Half life was calculated at a single intravenous administration of 20 mg/kg in rat,,BAO_0000218,CHEMBL621377,6056,10116.0,Intermediate,1,,,50597,N,1,,
7571,,Half life was determined,,BAO_0000218,CHEMBL621378,5213,10116.0,Intermediate,1,,,50597,N,1,,
7572,,Half life after i.v. administration,,BAO_0000218,CHEMBL876599,6616,10116.0,Intermediate,1,,,50597,N,1,,
7573,,Half life in rat after intravenous administration at a concentration 0.5 mg/kg,,BAO_0000218,CHEMBL621379,5937,10116.0,Intermediate,1,,,50597,N,1,,
7574,,Half life in rat plasma,,BAO_0000218,CHEMBL621380,5819,10116.0,Intermediate,1,,,50597,N,1,1969.0,
7575,,Half life in rat plasma; Not detected,,BAO_0000218,CHEMBL621381,5819,10116.0,Intermediate,1,,,50597,N,1,1969.0,
7576,,Half life in rats,,BAO_0000218,CHEMBL618515,6803,10116.0,Intermediate,1,,,50597,N,1,,
7577,,Half life period of compound was determined after peroral administration,,BAO_0000218,CHEMBL618516,17804,10116.0,Intermediate,1,,,50597,N,1,,
7578,,Half life period of compound was determined at a dose of 3 mg/kg by intravenous administration,,BAO_0000218,CHEMBL618517,17804,10116.0,Intermediate,1,,,50597,N,1,,
7579,,Half life period in rat,,BAO_0000218,CHEMBL618518,5948,10116.0,Intermediate,1,,,50597,N,1,,
7580,,Half life period was evaluated against Sprague-Dawley rats at a dose of 15 mg/kg after iv administration,,BAO_0000218,CHEMBL618519,1916,10116.0,Intermediate,1,,,50597,N,1,,
7581,,Half life period was evaluated in Sprague-Dawley rats at a dose of 15 mg/kg after po administration,,BAO_0000218,CHEMBL618698,1916,10116.0,Intermediate,1,,,50597,N,1,,
7582,,Half life period was evaluated in Sprague-Dawley rats at a dose of 15 mg/kg after po administration; Not available,,BAO_0000218,CHEMBL618862,1916,10116.0,Intermediate,1,,,50597,N,1,,
7583,,Half life period was determined after intravenous administration at a dose 5 mg/kg to male Sprague-Dawley rats,,BAO_0000218,CHEMBL618863,4890,10116.0,Intermediate,1,,,50597,N,1,,
7584,,Half life period was determined for compound after intravenous administration in rats at 24 uM/kg,,BAO_0000218,CHEMBL618864,17764,10116.0,Intermediate,1,,,50597,N,1,,
7585,,Half life time in rat the dose of 2 mg/kg,,BAO_0000218,CHEMBL618865,4727,10116.0,Intermediate,1,,,50597,N,1,,
7586,,Half-life 24 hr after 10 mg/kg iv administration in rats,,BAO_0000218,CHEMBL618866,17509,10116.0,Intermediate,1,,,50597,N,1,,
7587,,Half-life 24 hr after 2 mg/kg iv administration in rats,,BAO_0000218,CHEMBL618867,17509,10116.0,Intermediate,1,,,50597,N,1,,
7588,,Half-life consistent with the observed metabolic steady state in rats,,BAO_0000218,CHEMBL875828,6597,10116.0,Intermediate,1,,,50597,N,1,,
7589,,Half-life following 10 mg/kg intravenous or 50 mg/kg oral dosing in rats was determined,,BAO_0000218,CHEMBL618868,17735,10116.0,Intermediate,1,,,50597,N,1,,
7590,,Half-life for oxidative metabolic stability was determined using male human,,BAO_0000218,CHEMBL618869,6597,10116.0,Intermediate,1,,,50597,N,1,,
7591,,"Half-life in fischer rats at 5 mg/kg dose, administered intravenously",,BAO_0000218,CHEMBL618870,17670,10116.0,Intermediate,1,,,50597,N,1,,
7592,,Half-life in rat plasma,,BAO_0000218,CHEMBL618871,1696,10116.0,Intermediate,1,,,50597,N,1,1969.0,
7593,,Half-life in rat plasma was determined,,BAO_0000218,CHEMBL618872,1742,10116.0,Intermediate,1,,,50597,N,1,1969.0,
7594,,Half-life in rats was determined,,BAO_0000218,CHEMBL873816,17800,10116.0,Intermediate,1,,,50597,N,1,,
7595,,Area under curve of acid 2a was determined by HPLC at a dosage of 54.5 mg/kg administered intragastrically by gavage method in dog,,BAO_0000218,CHEMBL618873,12923,,Autocuration,1,,,22224,U,0,,
7596,,Area under curve after oral dose of 0.1 mg//kg,,BAO_0000019,CHEMBL621602,11954,,Autocuration,1,,,22224,U,0,,
7597,,Area under curve after oral dose of 0.3 mg/kg,,BAO_0000218,CHEMBL621603,11954,,Autocuration,1,,,22224,U,0,,
7598,,Area under curve after oral dose of 1 mg/kg,,BAO_0000218,CHEMBL621604,11954,,Autocuration,1,,,22224,U,0,,
7599,,Area under curve after oral dose of 10 mg/kg,,BAO_0000218,CHEMBL621605,11954,,Autocuration,1,,,22224,U,0,,
7600,,Area under curve after oral dose of 23.4 mg/kg,,BAO_0000218,CHEMBL621606,11954,,Autocuration,1,,,22224,U,0,,
7601,,Area under curve after oral dose of 3 mg/kg,,BAO_0000218,CHEMBL621607,11954,,Autocuration,1,,,22224,U,0,,
7602,,Area under curve after oral dose of 3.87 mg/kg,,BAO_0000218,CHEMBL621608,11954,,Autocuration,1,,,22224,U,0,,
7603,,Area under curve was determined,,BAO_0000019,CHEMBL621609,5237,,Autocuration,1,,,22224,U,0,,
7604,,Area under curve at a dose of 10 mg/kg,,BAO_0000218,CHEMBL621610,4026,,Autocuration,1,,,22224,U,0,,
7605,,Area under curve was determined; ND=No data,,BAO_0000218,CHEMBL621611,5237,10116.0,Intermediate,1,,,50597,N,1,,
7606,,Area under curve was evaluated in rat brain when administered intraperitoneally at a dose of 10 mg/kg for 4 or 6 hours,,BAO_0000218,CHEMBL621612,14793,10116.0,Intermediate,1,,,50597,N,1,,
7607,,Area under curve was evaluated in rat brain when administered intraperitoneally at a dose of 10 mg/kg for infinite hours,,BAO_0000218,CHEMBL622308,14793,10116.0,Intermediate,1,,,50597,N,1,,
7608,,Area under curve was evaluated in rat brain when administered intravenously at a dose of 10 mg/kg for 4 or 6 hours,,BAO_0000218,CHEMBL622309,14793,10116.0,Intermediate,1,,,50597,N,1,,
7609,,Area under curve was evaluated in rat brain when administered intravenously at a dose of 10 mg/kg for infinite hours,,BAO_0000218,CHEMBL622310,14793,10116.0,Intermediate,1,,,50597,N,1,,
7610,,Area under curve was evaluated in rat brain when administered perorally at a dose of 100 mg/kg for 4 or 6 hours,,BAO_0000218,CHEMBL622311,14793,10116.0,Intermediate,1,,,50597,N,1,,
7611,,Area under curve was evaluated in rat brain when administered perorally at a dose of 100 mg/kg for infinite hours; Not calculated,,BAO_0000218,CHEMBL622312,14793,10116.0,Intermediate,1,,,50597,N,1,,
7612,,Area under curve was evaluated in rat brain when administered perorally at a dose of 10 mg/kg for 4 or 6 hours,,BAO_0000218,CHEMBL622931,14793,10116.0,Intermediate,1,,,50597,N,1,,
7613,,Area under curve was evaluated in rat brain when administered perorally at a dose of 10 mg/kg for infinite hours; Not calculated,,BAO_0000218,CHEMBL622932,14793,10116.0,Intermediate,1,,,50597,N,1,,
7614,,Area under curve was evaluated in rat plasma when administered intraperitoneally at a dose of 10 mg/kg for 4 or 6 hours,,BAO_0000218,CHEMBL622736,14793,10116.0,Intermediate,1,,,50597,N,1,1969.0,
7615,,Area under curve was evaluated in rat plasma when administered intraperitoneally at a dose of 10 mg/kg for infinite hours,,BAO_0000218,CHEMBL622737,14793,10116.0,Intermediate,1,,,50597,N,1,1969.0,
7616,,Area under curve was evaluated in rat plasma when administered intravenously at a dose of 10 mg/kg for 4 or 6 hours,,BAO_0000218,CHEMBL622738,14793,10116.0,Intermediate,1,,,50597,N,1,1969.0,
7617,,Area under curve was evaluated in rat plasma when administered intravenously at a dose of 10 mg/kg for infinite hours,,BAO_0000218,CHEMBL622739,14793,10116.0,Intermediate,1,,,50597,N,1,1969.0,
7618,,Area under curve was evaluated in rat plasma when administered perorally at a dose of 100 mg/kg for 4 or 6 hours,,BAO_0000218,CHEMBL622740,14793,10116.0,Intermediate,1,,,50597,N,1,1969.0,
7619,,Area under curve was evaluated in rat plasma when administered perorally at a dose of 100 mg/kg for infinite hours,,BAO_0000218,CHEMBL622741,14793,10116.0,Intermediate,1,,,50597,N,1,1969.0,
7620,,Area under curve was evaluated in rat plasma when administered perorally at a dose of 10 mg/kg for 4 or 6 hours,,BAO_0000218,CHEMBL622742,14793,10116.0,Intermediate,1,,,50597,N,1,1969.0,
7621,,Area under curve was evaluated in rat plasma when administered perorally at a dose of 10 mg/kg for infinite hours,,BAO_0000218,CHEMBL622743,14793,10116.0,Intermediate,1,,,50597,N,1,1969.0,
7622,,AUC in mice,,BAO_0000218,CHEMBL622744,11637,10090.0,Intermediate,1,,,50594,N,1,1969.0,
7623,,Area under curve was measured from the graph obtained from concentration Vs time,,BAO_0000019,CHEMBL624134,11149,,Autocuration,1,,,22224,U,0,,
7624,,Area under curve value of compound per hour after oral administration,,BAO_0000019,CHEMBL624135,10016,,Autocuration,1,,,22224,U,0,,
7625,,Area under curve was determined after oral administration in rats,,BAO_0000218,CHEMBL624136,17796,10116.0,Intermediate,1,,,50597,N,1,,
7626,,Area under curve was determined after oral administration in rats; No data,,BAO_0000218,CHEMBL624137,17796,10116.0,Intermediate,1,,,50597,N,1,,
7627,,Area under curve was determined after oral administration in rats;No data,,BAO_0000218,CHEMBL624320,17796,10116.0,Intermediate,1,,,50597,N,1,,
7628,,Area under curve was determined by HPLC at a dosage of 2.27 mg/kg administered intravenously by bolus method in dog,,BAO_0000218,CHEMBL624321,12923,9615.0,Intermediate,1,,,50588,N,1,,
7629,,Area under curve was determined for the compound after iv dose of 4.74 mg/kg in rats,,BAO_0000218,CHEMBL624322,15372,10116.0,Intermediate,1,,,50597,N,1,,
7630,,Area under curve was determined for the compound after iv dose of 5.06 in rats,,BAO_0000218,CHEMBL624323,15372,10116.0,Intermediate,1,,,50597,N,1,,
7631,,Area under curve was determined for the compound after iv dose of 5.10 mg/kg in rats,,BAO_0000218,CHEMBL624324,15372,10116.0,Intermediate,1,,,50597,N,1,,
7632,,Area under curve was determined for the compound after po dose of 5.01 mg/kg in rats,,BAO_0000218,CHEMBL624325,15372,10116.0,Intermediate,1,,,50597,N,1,,
7633,,Area under curve was determined for the compound after po dose of 5.03 mg/kg in rats,,BAO_0000218,CHEMBL624326,15372,10116.0,Intermediate,1,,,50597,N,1,,
7634,,Area under curve was determined for the compound after po dose of 5.22 mg/kg in rats,,BAO_0000218,CHEMBL624327,15372,10116.0,Intermediate,1,,,50597,N,1,,
7635,,Area under curve was determined for the compound after po dose of 5.46 mg/kg in rats,,BAO_0000218,CHEMBL624328,15372,10116.0,Intermediate,1,,,50597,N,1,,
7636,,Area under curve was determined in Dogs after peroral administration,,BAO_0000218,CHEMBL627848,14169,9615.0,Intermediate,1,,,50588,N,1,,
7637,,Area under curve was determined in Rats after peroral administration,,BAO_0000218,CHEMBL627849,14169,10116.0,Intermediate,1,,,50597,N,1,,
7638,,Area under curve was determined in carotid blood of rat when administered intradermally,,BAO_0000218,CHEMBL627850,14258,10116.0,Intermediate,1,,,50597,N,1,,
7639,,Area under curve was determined in portal blood of rat when administered intradermally,,BAO_0000218,CHEMBL627851,14258,10116.0,Intermediate,1,,,50597,N,1,,
7640,,Area under curve was determined using 0.4% Methyl cellulose (MC) as vehicle. Compound was administered intravenously to nude mice at a dose of 25 mg/kg,,BAO_0000218,CHEMBL627852,15011,10090.0,Intermediate,1,,,50594,N,1,,
7641,,Area under curve was determined using 0.4% Methyl cellulose (MC) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg,,BAO_0000218,CHEMBL627853,15011,10090.0,Intermediate,1,,,50594,N,1,,
7642,,Area under curve was determined using 0.4% Methyl cellulose (MC) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg (micronized sample),,BAO_0000218,CHEMBL627854,15011,10090.0,Intermediate,1,,,50594,N,1,,
7643,,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered intravenously to nude mice at a dose of 25 mg/kg,,BAO_0000218,CHEMBL627855,15011,10090.0,Intermediate,1,,,50594,N,1,,
7644,,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered intravenously to nude mice at a dose of 25 mg/kg (run time 7 hr),,BAO_0000218,CHEMBL627856,15011,10090.0,Intermediate,1,,,50594,N,1,,
7645,,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg,,BAO_0000218,CHEMBL875339,15011,10090.0,Intermediate,1,,,50594,N,1,,
7646,,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg (Run time = 7 hr),,BAO_0000218,CHEMBL627857,15011,10090.0,Intermediate,1,,,50594,N,1,,
7647,,Biodistribution of the radiolabeled compound (2-5 uCi) in rat spleen 65 mins after i.v. administration,,BAO_0000218,CHEMBL627858,11195,10116.0,Intermediate,1,,,50597,N,1,2106.0,
7648,,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in blood; Expressed as percent dose/organ,,BAO_0000218,CHEMBL627859,10130,10116.0,Intermediate,1,,,50597,N,1,178.0,
7649,,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in brain; Expressed as percent dose/organ,,BAO_0000218,CHEMBL627860,10130,10116.0,Intermediate,1,,,50597,N,1,955.0,
7650,,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in heart; Expressed as percent dose/organ,,BAO_0000218,CHEMBL627019,10130,10116.0,Intermediate,1,,,50597,N,1,948.0,
7651,,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in liver; Expressed as percent dose/organ,,BAO_0000218,CHEMBL627020,10130,10116.0,Intermediate,1,,,50597,N,1,2107.0,
7652,,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in lung; Expressed as percent dose/organ,,BAO_0000218,CHEMBL627021,10130,10116.0,Intermediate,1,,,50597,N,1,2048.0,
7653,,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in muscle; Expressed as percent dose/organ,,BAO_0000218,CHEMBL627022,10130,10116.0,Intermediate,1,,,50597,N,1,2385.0,
7654,,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in skin; Expressed as percent dose/organ,,BAO_0000218,CHEMBL627023,10130,10116.0,Intermediate,1,,,50597,N,1,,
7655,,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in spleen; Expressed as percent dose/organ,,BAO_0000218,CHEMBL627024,10130,10116.0,Intermediate,1,,,50597,N,1,2106.0,
7656,,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in thyroid; Expressed as percent dose/organ,,BAO_0000218,CHEMBL627025,10130,10116.0,Intermediate,1,,,50597,N,1,2046.0,
7657,,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in kidney; Expressed as percent dose/organ,,BAO_0000218,CHEMBL627026,10130,10116.0,Intermediate,1,,,50597,N,1,2113.0,
7658,,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in blood; Expressed as percent dose/organ,,BAO_0000218,CHEMBL627027,10130,10116.0,Intermediate,1,,,50597,N,1,178.0,
7659,,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in brain; Expressed as percent dose/organ,,BAO_0000218,CHEMBL627028,10130,10116.0,Intermediate,1,,,50597,N,1,955.0,
7660,,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in heart; Expressed as percent dose/organ,,BAO_0000218,CHEMBL627029,10130,10116.0,Intermediate,1,,,50597,N,1,948.0,
7661,,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in kidney; Expressed as percent dose/organ,,BAO_0000218,CHEMBL627030,10130,10116.0,Intermediate,1,,,50597,N,1,2113.0,
7662,,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in liver; Expressed as percent dose/organ,,BAO_0000218,CHEMBL627031,10130,10116.0,Intermediate,1,,,50597,N,1,2107.0,
7663,,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in lung; Expressed as percent dose/organ,,BAO_0000218,CHEMBL627032,10130,10116.0,Intermediate,1,,,50597,N,1,2048.0,
7664,,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in muscle; Expressed as percent dose/organ,,BAO_0000218,CHEMBL627033,10130,10116.0,Intermediate,1,,,50597,N,1,2385.0,
7665,,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in skin; Expressed as percent dose/organ,,BAO_0000218,CHEMBL627034,10130,10116.0,Intermediate,1,,,50597,N,1,,
7666,,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in spleen; Expressed as percent dose/organ,,BAO_0000218,CHEMBL627035,10130,10116.0,Intermediate,1,,,50597,N,1,2106.0,
7667,,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in thyroid; Expressed as percent dose/organ,,BAO_0000218,CHEMBL627036,10130,10116.0,Intermediate,1,,,50597,N,1,2046.0,
7668,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in blood; Expressed as percent dose/organ,,BAO_0000218,CHEMBL875340,10130,10116.0,Intermediate,1,,,50597,N,1,178.0,
7669,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in heart; Expressed as percent dose/organ,,BAO_0000218,CHEMBL627037,10130,10116.0,Intermediate,1,,,50597,N,1,948.0,
7670,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in kidney; Expressed as percent dose/organ,,BAO_0000218,CHEMBL627038,10130,10116.0,Intermediate,1,,,50597,N,1,2113.0,
7671,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in liver; Expressed as percent dose/organ,,BAO_0000218,CHEMBL627039,10130,10116.0,Intermediate,1,,,50597,N,1,2107.0,
7672,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in muscle; Expressed as percent dose/organ,,BAO_0000218,CHEMBL627040,10130,10116.0,Intermediate,1,,,50597,N,1,2385.0,
7673,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in spleen; Expressed as percent dose/organ,,BAO_0000218,CHEMBL624663,10130,10116.0,Intermediate,1,,,50597,N,1,2106.0,
7674,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in thyroid; Expressed as percent dose/organ,,BAO_0000218,CHEMBL625963,10130,10116.0,Intermediate,1,,,50597,N,1,2046.0,
7675,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in brain; Expressed as percent dose/organ,,BAO_0000218,CHEMBL876799,10130,10116.0,Intermediate,1,,,50597,N,1,955.0,
7676,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in lung; Expressed as percent dose/organ,,BAO_0000218,CHEMBL626133,10130,10116.0,Intermediate,1,,,50597,N,1,2048.0,
7677,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in skin; Expressed as percent dose/organ,,BAO_0000218,CHEMBL626134,10130,10116.0,Intermediate,1,,,50597,N,1,,
7678,,In vivo concentration in rat liver exposure 8 hour after oral administration 50 mg/kg,,BAO_0000218,CHEMBL626135,6295,10116.0,Intermediate,1,,,50597,N,1,,
7679,,In vivo concentration in rat liver exposure 8 hour after oral administration 50 mg/kg,,BAO_0000218,CHEMBL626136,6296,10116.0,Intermediate,1,,,50597,N,1,,
7680,,In vivo concentration in rat liver exposure 8 hour after oral administration 50 mg/kg; Below detection limit,,BAO_0000218,CHEMBL626137,6296,10116.0,Intermediate,1,,,50597,N,1,,
7681,,In vivo concentration in rat plasma exposure at 8 hour after oral administration 50 mg/kg,,BAO_0000218,CHEMBL626138,6295,10116.0,Intermediate,1,,,50597,N,1,,
7682,,In vivo concentration in rat plasma exposure at 8 hour after oral administration 50 mg/kg,,BAO_0000218,CHEMBL626139,6296,10116.0,Intermediate,1,,,50597,N,1,,
7683,,C max at a dose of 10 mg/Kg administered intravenously in female hanover-wistar rat,,BAO_0000218,CHEMBL626140,17260,10116.0,Intermediate,1,,,50597,N,1,,
7684,,C max at a dose of 10 mg/Kg administered perorally in female hanover-wistar rat,,BAO_0000218,CHEMBL626141,17260,10116.0,Intermediate,1,,,50597,N,1,,
7685,,C24h in rat p.o. at 20 mg/kg concentration,,BAO_0000218,CHEMBL626142,17686,10116.0,Intermediate,1,,,50597,N,1,,
7686,,Biodistribution in normal rat muscle in the presence of 0.005 M Gd/0.01 M lig at 2 hr,,BAO_0000218,CHEMBL627930,9866,10116.0,Intermediate,1,,,50597,N,1,2385.0,
7687,,Biodistribution in normal rat muscle in the presence of 0.01 M Gd/0.05 M lig,,BAO_0000218,CHEMBL627931,9866,10116.0,Intermediate,1,,,50597,N,1,2385.0,
7688,,Biodistribution in normal rat muscle in the presence of NAC Gd 0.01 M lig at 2 hr,,BAO_0000218,CHEMBL627932,9866,10116.0,Intermediate,1,,,50597,N,1,2385.0,
