assays_ASSI,assays_CI,assays_CURAB,assays_TII,assays_ASSSUBCEFRAC,assays_ASSTY,assays_SASSI,assays_ASSTI,assays_ASORG,assays_VARI,assays_CONFSCO,assays_DOI,assays_SRI,assays_BFO,assays_CHI,assays_ASST,assays_ASTI,assays_ASCET,assays_T,assays_RELATITY
7554,,Intermediate,1969.0,,A,,10116.0,Rattus norvegicus,,1,2879,1,BAO_0000218,CHEMBL620447,,Plasma,,50597,N
7555,,Intermediate,1969.0,,A,,10116.0,Rattus norvegicus,,1,2879,1,BAO_0000218,CHEMBL621129,,Plasma,,50597,N
7556,,Intermediate,1969.0,,A,,10116.0,Rattus norvegicus,,1,2879,1,BAO_0000218,CHEMBL621130,,Plasma,,50597,N
7557,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,3184,1,BAO_0000218,CHEMBL873808,,,,50597,N
7558,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,4891,1,BAO_0000218,CHEMBL876598,,,,50597,N
7559,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,429,1,BAO_0000218,CHEMBL621131,,,,50597,N
7560,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,5656,1,BAO_0000218,CHEMBL621132,,,,50597,N
7561,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,4413,1,BAO_0000218,CHEMBL621133,,,,50597,N
7562,,Expert,,,A,,10116.0,Rattus norvegicus,,1,3598,1,BAO_0000218,CHEMBL621312,,,,50597,N
7563,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,17267,1,BAO_0000218,CHEMBL621313,,,,50597,N
7564,,Intermediate,178.0,,A,,10116.0,Rattus norvegicus,,1,4727,1,BAO_0000218,CHEMBL621314,,Blood,,50597,N
7565,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,17651,1,BAO_0000218,CHEMBL621315,,,,50597,N
7566,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,17651,1,BAO_0000218,CHEMBL621316,,,,50597,N
7567,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,401,1,BAO_0000218,CHEMBL621317,,,,50597,N
7568,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,4942,1,BAO_0000218,CHEMBL621318,,,,50597,N
7569,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,17735,1,BAO_0000218,CHEMBL621319,,,,50597,N
7570,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,6056,1,BAO_0000218,CHEMBL621377,,,,50597,N
7571,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,5213,1,BAO_0000218,CHEMBL621378,,,,50597,N
7572,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,6616,1,BAO_0000218,CHEMBL876599,,,,50597,N
7573,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,5937,1,BAO_0000218,CHEMBL621379,,,,50597,N
7574,,Intermediate,1969.0,,A,,10116.0,Rattus norvegicus,,1,5819,1,BAO_0000218,CHEMBL621380,,Plasma,,50597,N
7575,,Intermediate,1969.0,,A,,10116.0,Rattus norvegicus,,1,5819,1,BAO_0000218,CHEMBL621381,,Plasma,,50597,N
7576,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,6803,1,BAO_0000218,CHEMBL618515,,,,50597,N
7577,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,17804,1,BAO_0000218,CHEMBL618516,,,,50597,N
7578,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,17804,1,BAO_0000218,CHEMBL618517,,,,50597,N
7579,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,5948,1,BAO_0000218,CHEMBL618518,,,,50597,N
7580,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,1916,1,BAO_0000218,CHEMBL618519,,,,50597,N
7581,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,1916,1,BAO_0000218,CHEMBL618698,,,,50597,N
7582,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,1916,1,BAO_0000218,CHEMBL618862,,,,50597,N
7583,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,4890,1,BAO_0000218,CHEMBL618863,,,,50597,N
7584,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,17764,1,BAO_0000218,CHEMBL618864,,,,50597,N
7585,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,4727,1,BAO_0000218,CHEMBL618865,,,,50597,N
7586,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,17509,1,BAO_0000218,CHEMBL618866,,,,50597,N
7587,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,17509,1,BAO_0000218,CHEMBL618867,,,,50597,N
7588,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,6597,1,BAO_0000218,CHEMBL875828,,,,50597,N
7589,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,17735,1,BAO_0000218,CHEMBL618868,,,,50597,N
7590,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,6597,1,BAO_0000218,CHEMBL618869,,,,50597,N
7591,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,17670,1,BAO_0000218,CHEMBL618870,,,,50597,N
7592,,Intermediate,1969.0,,A,,10116.0,Rattus norvegicus,,1,1696,1,BAO_0000218,CHEMBL618871,,Plasma,,50597,N
7593,,Intermediate,1969.0,,A,,10116.0,Rattus norvegicus,,1,1742,1,BAO_0000218,CHEMBL618872,,Plasma,,50597,N
7594,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,17800,1,BAO_0000218,CHEMBL873816,,,,50597,N
7595,,Autocuration,,,A,,,,,0,12923,1,BAO_0000218,CHEMBL618873,,,,22224,U
7596,,Autocuration,,,A,,,,,0,11954,1,BAO_0000019,CHEMBL621602,,,,22224,U
7597,,Autocuration,,,A,,,,,0,11954,1,BAO_0000218,CHEMBL621603,,,,22224,U
7598,,Autocuration,,,A,,,,,0,11954,1,BAO_0000218,CHEMBL621604,,,,22224,U
7599,,Autocuration,,,A,,,,,0,11954,1,BAO_0000218,CHEMBL621605,,,,22224,U
7600,,Autocuration,,,A,,,,,0,11954,1,BAO_0000218,CHEMBL621606,,,,22224,U
7601,,Autocuration,,,A,,,,,0,11954,1,BAO_0000218,CHEMBL621607,,,,22224,U
7602,,Autocuration,,,A,,,,,0,11954,1,BAO_0000218,CHEMBL621608,,,,22224,U
7603,,Autocuration,,,A,,,,,0,5237,1,BAO_0000019,CHEMBL621609,,,,22224,U
7604,,Autocuration,,,A,,,,,0,4026,1,BAO_0000218,CHEMBL621610,,,,22224,U
7605,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,5237,1,BAO_0000218,CHEMBL621611,,,,50597,N
7606,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,14793,1,BAO_0000218,CHEMBL621612,,,,50597,N
7607,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,14793,1,BAO_0000218,CHEMBL622308,,,,50597,N
7608,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,14793,1,BAO_0000218,CHEMBL622309,,,,50597,N
7609,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,14793,1,BAO_0000218,CHEMBL622310,,,,50597,N
7610,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,14793,1,BAO_0000218,CHEMBL622311,,,,50597,N
7611,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,14793,1,BAO_0000218,CHEMBL622312,,,,50597,N
7612,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,14793,1,BAO_0000218,CHEMBL622931,,,,50597,N
7613,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,14793,1,BAO_0000218,CHEMBL622932,,,,50597,N
7614,,Intermediate,1969.0,,A,,10116.0,Rattus norvegicus,,1,14793,1,BAO_0000218,CHEMBL622736,,Plasma,,50597,N
7615,,Intermediate,1969.0,,A,,10116.0,Rattus norvegicus,,1,14793,1,BAO_0000218,CHEMBL622737,,Plasma,,50597,N
7616,,Intermediate,1969.0,,A,,10116.0,Rattus norvegicus,,1,14793,1,BAO_0000218,CHEMBL622738,,Plasma,,50597,N
7617,,Intermediate,1969.0,,A,,10116.0,Rattus norvegicus,,1,14793,1,BAO_0000218,CHEMBL622739,,Plasma,,50597,N
7618,,Intermediate,1969.0,,A,,10116.0,Rattus norvegicus,,1,14793,1,BAO_0000218,CHEMBL622740,,Plasma,,50597,N
7619,,Intermediate,1969.0,,A,,10116.0,Rattus norvegicus,,1,14793,1,BAO_0000218,CHEMBL622741,,Plasma,,50597,N
7620,,Intermediate,1969.0,,A,,10116.0,Rattus norvegicus,,1,14793,1,BAO_0000218,CHEMBL622742,,Plasma,,50597,N
7621,,Intermediate,1969.0,,A,,10116.0,Rattus norvegicus,,1,14793,1,BAO_0000218,CHEMBL622743,,Plasma,,50597,N
7622,,Intermediate,1969.0,,A,,10090.0,Mus musculus,,1,11637,1,BAO_0000218,CHEMBL622744,,Plasma,,50594,N
7623,,Autocuration,,,A,,,,,0,11149,1,BAO_0000019,CHEMBL624134,,,,22224,U
7624,,Autocuration,,,A,,,,,0,10016,1,BAO_0000019,CHEMBL624135,,,,22224,U
7625,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,17796,1,BAO_0000218,CHEMBL624136,,,,50597,N
7626,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,17796,1,BAO_0000218,CHEMBL624137,,,,50597,N
7627,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,17796,1,BAO_0000218,CHEMBL624320,,,,50597,N
7628,,Intermediate,,,A,,9615.0,Canis lupus familiaris,,1,12923,1,BAO_0000218,CHEMBL624321,,,,50588,N
7629,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,15372,1,BAO_0000218,CHEMBL624322,,,,50597,N
7630,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,15372,1,BAO_0000218,CHEMBL624323,,,,50597,N
7631,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,15372,1,BAO_0000218,CHEMBL624324,,,,50597,N
7632,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,15372,1,BAO_0000218,CHEMBL624325,,,,50597,N
7633,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,15372,1,BAO_0000218,CHEMBL624326,,,,50597,N
7634,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,15372,1,BAO_0000218,CHEMBL624327,,,,50597,N
7635,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,15372,1,BAO_0000218,CHEMBL624328,,,,50597,N
7636,,Intermediate,,,A,,9615.0,Canis lupus familiaris,,1,14169,1,BAO_0000218,CHEMBL627848,,,,50588,N
7637,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,14169,1,BAO_0000218,CHEMBL627849,,,,50597,N
7638,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,14258,1,BAO_0000218,CHEMBL627850,,,,50597,N
7639,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,14258,1,BAO_0000218,CHEMBL627851,,,,50597,N
7640,,Intermediate,,,A,,10090.0,Mus musculus,,1,15011,1,BAO_0000218,CHEMBL627852,,,,50594,N
7641,,Intermediate,,,A,,10090.0,Mus musculus,,1,15011,1,BAO_0000218,CHEMBL627853,,,,50594,N
7642,,Intermediate,,,A,,10090.0,Mus musculus,,1,15011,1,BAO_0000218,CHEMBL627854,,,,50594,N
7643,,Intermediate,,,A,,10090.0,Mus musculus,,1,15011,1,BAO_0000218,CHEMBL627855,,,,50594,N
7644,,Intermediate,,,A,,10090.0,Mus musculus,,1,15011,1,BAO_0000218,CHEMBL627856,,,,50594,N
7645,,Intermediate,,,A,,10090.0,Mus musculus,,1,15011,1,BAO_0000218,CHEMBL875339,,,,50594,N
7646,,Intermediate,,,A,,10090.0,Mus musculus,,1,15011,1,BAO_0000218,CHEMBL627857,,,,50594,N
7647,,Intermediate,2106.0,,A,,10116.0,Rattus norvegicus,,1,11195,1,BAO_0000218,CHEMBL627858,,Spleen,,50597,N
7648,,Intermediate,178.0,,A,,10116.0,Rattus norvegicus,,1,10130,1,BAO_0000218,CHEMBL627859,,Blood,,50597,N
7649,,Intermediate,955.0,,A,,10116.0,Rattus norvegicus,,1,10130,1,BAO_0000218,CHEMBL627860,,Brain,,50597,N
7650,,Intermediate,948.0,,A,,10116.0,Rattus norvegicus,,1,10130,1,BAO_0000218,CHEMBL627019,,Heart,,50597,N
7651,,Intermediate,2107.0,,A,,10116.0,Rattus norvegicus,,1,10130,1,BAO_0000218,CHEMBL627020,,Liver,,50597,N
7652,,Intermediate,2048.0,,A,,10116.0,Rattus norvegicus,,1,10130,1,BAO_0000218,CHEMBL627021,,Lung,,50597,N
7653,,Intermediate,2385.0,,A,,10116.0,Rattus norvegicus,,1,10130,1,BAO_0000218,CHEMBL627022,,Muscle tissue,,50597,N
7654,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,10130,1,BAO_0000218,CHEMBL627023,,,,50597,N
7655,,Intermediate,2106.0,,A,,10116.0,Rattus norvegicus,,1,10130,1,BAO_0000218,CHEMBL627024,,Spleen,,50597,N
7656,,Intermediate,2046.0,,A,,10116.0,Rattus norvegicus,,1,10130,1,BAO_0000218,CHEMBL627025,,Thyroid gland,,50597,N
7657,,Intermediate,2113.0,,A,,10116.0,Rattus norvegicus,,1,10130,1,BAO_0000218,CHEMBL627026,,Kidney,,50597,N
7658,,Intermediate,178.0,,A,,10116.0,Rattus norvegicus,,1,10130,1,BAO_0000218,CHEMBL627027,,Blood,,50597,N
7659,,Intermediate,955.0,,A,,10116.0,Rattus norvegicus,,1,10130,1,BAO_0000218,CHEMBL627028,,Brain,,50597,N
7660,,Intermediate,948.0,,A,,10116.0,Rattus norvegicus,,1,10130,1,BAO_0000218,CHEMBL627029,,Heart,,50597,N
7661,,Intermediate,2113.0,,A,,10116.0,Rattus norvegicus,,1,10130,1,BAO_0000218,CHEMBL627030,,Kidney,,50597,N
7662,,Intermediate,2107.0,,A,,10116.0,Rattus norvegicus,,1,10130,1,BAO_0000218,CHEMBL627031,,Liver,,50597,N
7663,,Intermediate,2048.0,,A,,10116.0,Rattus norvegicus,,1,10130,1,BAO_0000218,CHEMBL627032,,Lung,,50597,N
7664,,Intermediate,2385.0,,A,,10116.0,Rattus norvegicus,,1,10130,1,BAO_0000218,CHEMBL627033,,Muscle tissue,,50597,N
7665,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,10130,1,BAO_0000218,CHEMBL627034,,,,50597,N
7666,,Intermediate,2106.0,,A,,10116.0,Rattus norvegicus,,1,10130,1,BAO_0000218,CHEMBL627035,,Spleen,,50597,N
7667,,Intermediate,2046.0,,A,,10116.0,Rattus norvegicus,,1,10130,1,BAO_0000218,CHEMBL627036,,Thyroid gland,,50597,N
7668,,Intermediate,178.0,,A,,10116.0,Rattus norvegicus,,1,10130,1,BAO_0000218,CHEMBL875340,,Blood,,50597,N
7669,,Intermediate,948.0,,A,,10116.0,Rattus norvegicus,,1,10130,1,BAO_0000218,CHEMBL627037,,Heart,,50597,N
7670,,Intermediate,2113.0,,A,,10116.0,Rattus norvegicus,,1,10130,1,BAO_0000218,CHEMBL627038,,Kidney,,50597,N
7671,,Intermediate,2107.0,,A,,10116.0,Rattus norvegicus,,1,10130,1,BAO_0000218,CHEMBL627039,,Liver,,50597,N
7672,,Intermediate,2385.0,,A,,10116.0,Rattus norvegicus,,1,10130,1,BAO_0000218,CHEMBL627040,,Muscle tissue,,50597,N
7673,,Intermediate,2106.0,,A,,10116.0,Rattus norvegicus,,1,10130,1,BAO_0000218,CHEMBL624663,,Spleen,,50597,N
7674,,Intermediate,2046.0,,A,,10116.0,Rattus norvegicus,,1,10130,1,BAO_0000218,CHEMBL625963,,Thyroid gland,,50597,N
7675,,Intermediate,955.0,,A,,10116.0,Rattus norvegicus,,1,10130,1,BAO_0000218,CHEMBL876799,,Brain,,50597,N
7676,,Intermediate,2048.0,,A,,10116.0,Rattus norvegicus,,1,10130,1,BAO_0000218,CHEMBL626133,,Lung,,50597,N
7677,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,10130,1,BAO_0000218,CHEMBL626134,,,,50597,N
7678,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,6295,1,BAO_0000218,CHEMBL626135,,,,50597,N
7679,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,6296,1,BAO_0000218,CHEMBL626136,,,,50597,N
7680,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,6296,1,BAO_0000218,CHEMBL626137,,,,50597,N
7681,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,6295,1,BAO_0000218,CHEMBL626138,,,,50597,N
7682,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,6296,1,BAO_0000218,CHEMBL626139,,,,50597,N
7683,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,17260,1,BAO_0000218,CHEMBL626140,,,,50597,N
7684,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,17260,1,BAO_0000218,CHEMBL626141,,,,50597,N
7685,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,17686,1,BAO_0000218,CHEMBL626142,,,,50597,N
7686,,Intermediate,2385.0,,A,,10116.0,Rattus norvegicus,,1,9866,1,BAO_0000218,CHEMBL627930,,Muscle tissue,,50597,N
7687,,Intermediate,2385.0,,A,,10116.0,Rattus norvegicus,,1,9866,1,BAO_0000218,CHEMBL627931,,Muscle tissue,,50597,N
7688,,Intermediate,2385.0,,A,,10116.0,Rattus norvegicus,,1,9866,1,BAO_0000218,CHEMBL627932,,Muscle tissue,,50597,N
7689,,Intermediate,2106.0,,A,,10116.0,Rattus norvegicus,,1,9866,1,BAO_0000218,CHEMBL627933,,Spleen,,50597,N
7690,,Intermediate,2106.0,,A,,10116.0,Rattus norvegicus,,1,9866,1,BAO_0000218,CHEMBL627934,,Spleen,,50597,N
7691,,Intermediate,2106.0,,A,,10116.0,Rattus norvegicus,,1,9866,1,BAO_0000218,CHEMBL627935,,Spleen,,50597,N
7692,,Intermediate,178.0,,A,,10116.0,Rattus norvegicus,,1,9866,1,BAO_0000218,CHEMBL627936,,Blood,,50597,N
7693,,Intermediate,178.0,,A,,10116.0,Rattus norvegicus,,1,9866,1,BAO_0000218,CHEMBL627937,,Blood,,50597,N
7694,,Intermediate,178.0,,A,,10116.0,Rattus norvegicus,,1,9866,1,BAO_0000218,CHEMBL627938,,Blood,,50597,N
7695,,Intermediate,178.0,,A,,10116.0,Rattus norvegicus,,1,9866,1,BAO_0000218,CHEMBL627939,,Blood,,50597,N
7696,,Intermediate,178.0,,A,,10116.0,Rattus norvegicus,,1,9866,1,BAO_0000218,CHEMBL627940,,Blood,,50597,N
7697,,Intermediate,178.0,,A,,10116.0,Rattus norvegicus,,1,9866,1,BAO_0000218,CHEMBL627941,,Blood,,50597,N
7698,,Intermediate,178.0,,A,,10116.0,Rattus norvegicus,,1,9866,1,BAO_0000218,CHEMBL876800,,Blood,,50597,N
7699,,Intermediate,178.0,,A,,10116.0,Rattus norvegicus,,1,9866,1,BAO_0000218,CHEMBL627942,,Blood,,50597,N
7700,,Intermediate,178.0,,A,,10116.0,Rattus norvegicus,,1,9866,1,BAO_0000218,CHEMBL627943,,Blood,,50597,N
7701,,Intermediate,178.0,,A,,10116.0,Rattus norvegicus,,1,9866,1,BAO_0000218,CHEMBL627944,,Blood,,50597,N
7702,,Intermediate,178.0,,A,,10116.0,Rattus norvegicus,,1,9866,1,BAO_0000218,CHEMBL627945,,Blood,,50597,N
7703,,Intermediate,178.0,,A,,10116.0,Rattus norvegicus,,1,9866,1,BAO_0000218,CHEMBL628584,,Blood,,50597,N
7704,,Intermediate,178.0,,A,,10116.0,Rattus norvegicus,,1,9866,1,BAO_0000218,CHEMBL628585,,Blood,,50597,N
7705,,Intermediate,178.0,,A,,10116.0,Rattus norvegicus,,1,9866,1,BAO_0000218,CHEMBL628586,,Blood,,50597,N
7706,,Intermediate,178.0,,A,,10116.0,Rattus norvegicus,,1,9866,1,BAO_0000218,CHEMBL628587,,Blood,,50597,N
7707,,Intermediate,178.0,,A,,10116.0,Rattus norvegicus,,1,9866,1,BAO_0000218,CHEMBL628588,,Blood,,50597,N
7708,,Intermediate,178.0,,A,,10116.0,Rattus norvegicus,,1,9866,1,BAO_0000218,CHEMBL628589,,Blood,,50597,N
7709,,Intermediate,178.0,,A,,10116.0,Rattus norvegicus,,1,9866,1,BAO_0000218,CHEMBL625304,,Blood,,50597,N
7710,,Intermediate,178.0,,A,,10116.0,Rattus norvegicus,,1,9866,1,BAO_0000218,CHEMBL625305,,Blood,,50597,N
7711,,Intermediate,178.0,,A,,10116.0,Rattus norvegicus,,1,9866,1,BAO_0000218,CHEMBL625306,,Blood,,50597,N
7712,,Intermediate,178.0,,A,,10116.0,Rattus norvegicus,,1,9866,1,BAO_0000218,CHEMBL625307,,Blood,,50597,N
7713,,Intermediate,178.0,,A,,10116.0,Rattus norvegicus,,1,9866,1,BAO_0000218,CHEMBL625308,,Blood,,50597,N
7714,,Intermediate,178.0,,A,,10116.0,Rattus norvegicus,,1,9866,1,BAO_0000218,CHEMBL627740,,Blood,,50597,N
7715,,Intermediate,178.0,,A,,10116.0,Rattus norvegicus,,1,9866,1,BAO_0000218,CHEMBL627741,,Blood,,50597,N
7716,,Intermediate,178.0,,A,,10116.0,Rattus norvegicus,,1,9866,1,BAO_0000218,CHEMBL627742,,Blood,,50597,N
7717,,Intermediate,178.0,,A,,10116.0,Rattus norvegicus,,1,9866,1,BAO_0000218,CHEMBL627743,,Blood,,50597,N
7718,,Intermediate,178.0,,A,,10116.0,Rattus norvegicus,,1,9866,1,BAO_0000218,CHEMBL627744,,Blood,,50597,N
7719,,Intermediate,10000001.0,,A,,10116.0,Rattus norvegicus,,1,9866,1,BAO_0000218,CHEMBL627745,,Bone,,50597,N
7720,,Intermediate,10000001.0,,A,,10116.0,Rattus norvegicus,,1,9866,1,BAO_0000218,CHEMBL627746,,Bone,,50597,N
7721,,Intermediate,10000001.0,,A,,10116.0,Rattus norvegicus,,1,9866,1,BAO_0000218,CHEMBL627747,,Bone,,50597,N
7722,,Intermediate,10000001.0,,A,,10116.0,Rattus norvegicus,,1,9866,1,BAO_0000218,CHEMBL876810,,Bone,,50597,N
7723,,Intermediate,10000001.0,,A,,10116.0,Rattus norvegicus,,1,9866,1,BAO_0000218,CHEMBL627748,,Bone,,50597,N
7724,,Intermediate,10000001.0,,A,,10116.0,Rattus norvegicus,,1,9866,1,BAO_0000218,CHEMBL627749,,Bone,,50597,N
7725,,Intermediate,10000001.0,,A,,10116.0,Rattus norvegicus,,1,9866,1,BAO_0000218,CHEMBL627750,,Bone,,50597,N
7726,,Intermediate,10000001.0,,A,,10116.0,Rattus norvegicus,,1,9866,1,BAO_0000218,CHEMBL618728,,Bone,,50597,N
7727,,Intermediate,10000001.0,,A,,10116.0,Rattus norvegicus,,1,9866,1,BAO_0000218,CHEMBL618729,,Bone,,50597,N
7728,,Intermediate,10000001.0,,A,,10116.0,Rattus norvegicus,,1,9866,1,BAO_0000218,CHEMBL618730,,Bone,,50597,N
7729,,Intermediate,10000001.0,,A,,10116.0,Rattus norvegicus,,1,9866,1,BAO_0000218,CHEMBL618731,,Bone,,50597,N
7730,,Intermediate,10000001.0,,A,,10116.0,Rattus norvegicus,,1,9866,1,BAO_0000218,CHEMBL618732,,Bone,,50597,N
7731,,Intermediate,10000001.0,,A,,10116.0,Rattus norvegicus,,1,9866,1,BAO_0000218,CHEMBL618733,,Bone,,50597,N
