variant_id,doc_id,confidence_score,bao_format,description,tid,assay_test_type,assay_tissue,chembl_id,curated_by,assay_tax_id,assay_subcellular_fraction,relationship_type,assay_category,assay_type,assay_id,assay_strain,cell_id,assay_organism,src_id,src_assay_id,tissue_id,assay_cell_type
,17774,1,BAO_0000219,In vitro cell cytotoxicity was determined against 143B-LTK cell line,80001,,,CHEMBL615128,Expert,9606.0,,N,,F,12,,163.0,Homo sapiens,1,,,143B
,11324,1,BAO_0000218,"The compound was tested for minimum inhibitory concentration in Staphylococcus aureus,147N penicillin sensitive Staphylococcus aureus",50185,,,CHEMBL857900,Intermediate,1280.0,,N,,F,13,,,Staphylococcus aureus,1,,,
,11324,1,BAO_0000218,"The compound was tested for minimum inhibitory concentration in Staphylococcus aureus,147N penicillin sensitive Staphylococcus aureus",50185,,,CHEMBL615129,Intermediate,1280.0,,N,,F,14,,,Staphylococcus aureus,1,,,
,11324,1,BAO_0000218,"The compound was tested for minimum inhibitory concentration in Staphylococcus aureus,147N penicillin sensitive Staphylococcus aureus",50185,,,CHEMBL615130,Intermediate,1280.0,,N,,F,15,,,Staphylococcus aureus,1,,,
,11324,1,BAO_0000218,"The compound was tested for minimum inhibitory concentration in Staphylococcus aureus,147N penicillin sensitive Staphylococcus aureus",50185,,,CHEMBL615131,Intermediate,1280.0,,N,,F,16,,,Staphylococcus aureus,1,,,
,11347,9,BAO_0000357,Inhibition of cytochrome P450 progesterone 15-alpha hydroxylase,100122,,,CHEMBL884521,Expert,10116.0,,D,,A,17,,,Rattus norvegicus,1,,,
,16474,8,BAO_0000357,Concentration that cause 50% activation of human reticulocyte 15-lipoxygenase (15-HLO),12054,,,CHEMBL615132,Autocuration,,,H,,B,18,,,,1,,,
,10091,8,BAO_0000019,Inhibition of partially purified 15-lipoxygenase from human leukocytes,12054,,,CHEMBL615133,Autocuration,,,H,,B,19,,,,1,,,
,16474,8,BAO_0000357,Inhibitory activity against human reticulocyte 15-lipoxygenase (15-HLO),12054,,,CHEMBL615134,Autocuration,,,H,,B,20,,,,1,,,
,16474,8,BAO_0000357,Compound was evaluated for the percent increase in activation concentration of human reticulocyte 15-lipoxygenase (15-HLO),12054,,,CHEMBL615135,Autocuration,,,H,,B,21,,,,1,,,
,16474,8,BAO_0000357,Inhibitory activity against human reticulocyte 15-lipoxygenase (15-HLO),12054,,,CHEMBL615136,Autocuration,,,H,,B,22,,,,1,,,
,16474,8,BAO_0000357,Inhibitory activity against human reticulocyte 15-lipoxygenase (15-HLO); NI is no inhibition,12054,,,CHEMBL615137,Autocuration,,,H,,B,23,,,,1,,,
,16474,8,BAO_0000357,Inhibitory activity against human reticulocyte 15-lipoxygenase (15-HLO); NI is no inhibition,12054,,,CHEMBL615138,Autocuration,,,H,,B,24,,,,1,,,
,14352,0,BAO_0000219,"Inhibitory concentration against 15-lipoxygenase, by inhibiting 15-HETE production by human umbilical vein endothelial cells (HUVEC) stimulated by calcium ionophore A 23187 at concentration of 10e-5 M.",22226,,,CHEMBL836324,Autocuration,,,U,,B,25,,,,1,,,
,5646,8,BAO_0000357,In vitro inhibitory activity of compound on rabbit reticulocyte 15-lipoxygenase,12054,,,CHEMBL615139,Autocuration,9986.0,,H,,B,26,,,Oryctolagus cuniculus,1,,,
,5646,8,BAO_0000357,Inhibition of rabbit reticulocyte 15-lipoxygenase by compound (30 uM),12054,,,CHEMBL615140,Autocuration,9986.0,,H,,B,27,,,Oryctolagus cuniculus,1,,,
,10997,8,BAO_0000219,Inhibitory activity against 15-lipoxygenase in rat polymorphonuclear leukocytes,12426,,,CHEMBL615141,Autocuration,,,H,,B,28,,,,1,,,
,6309,8,BAO_0000357,Inhibitory activity against 15-lipoxygenase was determined obtained from soya bean,12054,,,CHEMBL615142,Autocuration,3847.0,,H,,B,29,,,soya bean,1,,,
,167,8,BAO_0000357,Inhibitory activity against soybean 15-lipoxygenase was evaluated,12054,,,CHEMBL615143,Autocuration,3847.0,,H,,B,30,,,Glycine max,1,,,
,167,8,BAO_0000357,Inhibitory activity against soybean 15-lipoxygenase was evaluated at 100 uM,12054,,,CHEMBL615144,Autocuration,3847.0,,H,,B,31,,,Glycine max,1,,,
,11087,8,BAO_0000357,The compound was tested for the in vitro inhibition of 15-lipoxygenase of soybean at a concentration of 10 uM,12054,,,CHEMBL872867,Autocuration,3847.0,,H,,B,32,,,Glycine max,1,,,
,11087,8,BAO_0000357,The compound was tested for the in vitro inhibition of 15-lipoxygenase of soybean at a concentration of 100 uM,12054,,,CHEMBL615145,Autocuration,3847.0,,H,,B,33,,,Glycine max,1,,,
,13622,8,BAO_0000357,Compound was tested in vitro for inhibition of 15-lipoxygenase soybean,12054,,,CHEMBL615146,Autocuration,3847.0,,H,,B,34,,,Glycine max,1,,,
,13622,8,BAO_0000357,Compound at 100 uM was tested in vitro for inhibition of 15-lipoxygenase soybean,12054,,,CHEMBL615147,Autocuration,3847.0,,H,,B,35,,,Glycine max,1,,,
,11347,0,BAO_0000019,Inhibition of cytochrome P450 progesterone 16-alpha hydroxylase,22226,,,CHEMBL615148,Autocuration,10116.0,,U,,A,36,,,Rattus norvegicus,1,,,
,5926,0,BAO_0000019,Binding affinity against bacterial 16S rRNA using mass spectrometry based assay,22226,,,CHEMBL615149,Autocuration,562.0,,U,,B,37,,,Escherichia coli,1,,,
,4567,0,BAO_0000019,Dissociation constant with dimeric 16S rRNA RNA construct B,22226,,,CHEMBL615150,Autocuration,,,U,,B,38,,,,1,,,
,3782,3,BAO_0000225,Dissociation constant towards 16S rRNA construct A,22222,,,CHEMBL615151,Intermediate,,,M,,B,39,,,,1,,,
,3782,3,BAO_0000225,Dissociation constant towards 16S rRNA construct B,22222,,,CHEMBL615152,Intermediate,,,M,,B,40,,,,1,,,
,4466,3,BAO_0000225,Binding affinity of aminoglycoside to 16S ribosomal RNA A-site in Escherichia coli,100263,,,CHEMBL615153,Expert,562.0,,M,,B,41,,,Escherichia coli,1,,,
,6592,3,BAO_0000225,Binding affinity for the 16S ribosomal RNA A-site of Escherichia coli,100263,,,CHEMBL615154,Expert,562.0,,M,,B,42,,,Escherichia coli,1,,,
,898,8,BAO_0000019,Inhibitory activity against human placenta 17-beta-hydroxysteroid dehydrogenase type 2 (17-beta-HSD type 2),13053,,,CHEMBL615155,Autocuration,,,H,,B,43,,,,1,,,
,898,8,BAO_0000019,Inhibitory constant against human placenta 17-beta-hydroxysteroid dehydrogenase type 2 (17-beta-HSD type 2),13053,,,CHEMBL615156,Autocuration,,,H,,B,44,,,,1,,,
,13163,8,BAO_0000019,The compound was tested at a concentration of 1 uM for inhibitory activity against 17 beta-hydroxysteroid dehydrogenase from human placental microsomes,20001,,,CHEMBL615157,Autocuration,9606.0,,H,,B,45,,,Homo sapiens,1,,,
,13163,8,BAO_0000019,The compound was tested at a concentration of 1 uM for inhibitory activity against 17 beta-hydroxysteroid dehydrogenase from human placental microsomes,20001,,,CHEMBL615158,Autocuration,9606.0,,H,,B,46,,,Homo sapiens,1,,,
,10691,9,BAO_0000019,"Inhibition of 17-alpha-hydroxylase/17,20 lyase from rat testes microsomal preparation",12971,,,CHEMBL615159,Expert,10116.0,,D,,B,47,,,Rattus norvegicus,1,,,
,10691,9,BAO_0000019,"Inhibition of 17-alpha-hydroxylase/17,20 lyase from rat testes microsomal preparation",12971,,,CHEMBL615172,Expert,10116.0,,D,,B,48,,,Rattus norvegicus,1,,,
,10691,9,BAO_0000019,"Percent inhibition of 17-alpha-hydroxylase/17,20 lyase of rat testes microsomes at 100 uM",12971,,,CHEMBL615173,Expert,10116.0,,D,,B,49,,,Rattus norvegicus,1,,,
,10691,9,BAO_0000019,"Percent inhibition of Steroid 17-alpha-hydroxylase/17,20 lyase of rat testes microsomes at 100 uM",12971,,,CHEMBL615174,Expert,10116.0,,D,,B,50,,,Rattus norvegicus,1,,,
,898,8,BAO_0000019,Inhibitory activity against human placenta 17-beta-hydroxysteroid dehydrogenase type 2 (17-beta-HSD type 2),13053,,,CHEMBL884518,Autocuration,,,H,,B,51,,,,1,,,
,912,8,BAO_0000357,Compound was tested for the inhibition of 17-beta-hydroxysteroid dehydrogenase type 1(17-beta-HSD type 1),11512,,,CHEMBL615175,Autocuration,,,H,,B,52,,,,1,,,
,912,8,BAO_0000357,Compound was tested for the inhibition of 17-beta-hydroxysteroid dehydrogenase type 1(17-beta-HSD type 1) at 1 uM concentration,11512,,,CHEMBL615176,Autocuration,,,H,,B,53,,,,1,,,
,912,8,BAO_0000357,Compound was tested for the inhibition of 17-beta-hydroxysteroid dehydrogenase type 1(17-beta-HSD type 1) at 10 uM concentration,11512,,,CHEMBL615177,Autocuration,,,H,,B,54,,,,1,,,
,15103,5,BAO_0000249,Selectivity ratio of binding affinity towards mu to delta receptors of rat brain membranes,104740,,,CHEMBL615178,Autocuration,10116.0,Membranes,D,,B,55,,,Rattus norvegicus,1,,,
,5116,1,BAO_0000219,Cytotoxicity against ovarian cancer cell line (1A-9) of humans was determined,80002,,,CHEMBL615179,Intermediate,9606.0,,N,,F,56,,506.0,Homo sapiens,1,,,1A9
,14578,7,BAO_0000219,Functional antagonism by electrical assays in Xenopus oocytes expressing 1A/2A NMDA receptor subtype,104835,,,CHEMBL615180,Autocuration,10116.0,,D,,F,57,,,Rattus norvegicus,1,,,Oocytes
,14578,7,BAO_0000219,Functional antagonism by electrical assays in Xenopus oocytes expressing the 1A/2B NMDA receptor,104821,,,CHEMBL615181,Autocuration,10116.0,,D,,F,58,,,Rattus norvegicus,1,,,Oocytes
,14578,7,BAO_0000219,Functional antagonism by electrical assays in Xenopus oocytes expressing the 1A/2C NMDA receptor,104848,,,CHEMBL615182,Autocuration,10116.0,,D,,F,59,,,Rattus norvegicus,1,,,Oocytes
,4787,1,BAO_0000219,In vitro effective concentration required to reduce the number of human ovarian cancer (1A9) after 3-day incubation,80002,,,CHEMBL615183,Expert,9606.0,,N,,F,60,,506.0,Homo sapiens,1,,,1A9
,4787,1,BAO_0000219,In vitro effective concentration required to reduce the number of human ovarian cancer cells (1A9) after 3-day incubation,80002,,,CHEMBL615184,Intermediate,9606.0,,N,,F,61,,506.0,Homo sapiens,1,,,1A9
,3547,1,BAO_0000219,Cytotoxic activity against human ovarian cancer (1A9) cell line,80002,,,CHEMBL615185,Intermediate,9606.0,,N,,F,62,,506.0,Homo sapiens,1,,,1A9
,3547,1,BAO_0000219,Cytotoxic activity against human ovarian cancer (1A9) cell line; ND=Not determined,80002,,,CHEMBL615186,Intermediate,9606.0,,N,,F,63,,506.0,Homo sapiens,1,,,1A9
,6726,1,BAO_0000219,Effective dose of compound against replication of 1A9 cell line was evaluated,80002,,,CHEMBL615187,Intermediate,9606.0,,N,,F,64,,506.0,Homo sapiens,1,,,1A9
,3455,1,BAO_0000219,In vitro cytotoxic activity was determined against ovarian cancer (1A9) cell line,80002,,,CHEMBL885343,Expert,9606.0,,N,,F,65,,506.0,Homo sapiens,1,,,1A9
,5726,1,BAO_0000219,In vitro cytotoxicity evaluated against human ovarian cancer (1A9 cell line),80002,,,CHEMBL615188,Intermediate,9606.0,,N,,F,66,,506.0,Homo sapiens,1,,,1A9
,5726,1,BAO_0000219,In vitro cytotoxicity evaluated against human ovarian cancer (1A9 cell line); NA is not active,80002,,,CHEMBL615189,Intermediate,9606.0,,N,,F,67,,506.0,Homo sapiens,1,,,1A9
,5726,1,BAO_0000219,In vitro percent inhibition evaluated against human ovarian cancer (1A9 cell line) at >20 ug/mL,80002,,,CHEMBL615190,Intermediate,9606.0,,N,,F,68,,506.0,Homo sapiens,1,,,1A9
,3395,1,BAO_0000219,Inhibitory activity against Taxol resistant 1A9 cell lines,80002,,,CHEMBL615191,Intermediate,9606.0,,N,,F,69,,506.0,Homo sapiens,1,,,1A9
,3415,1,BAO_0000219,Cytotoxicity against human ovarian cancer (1A9) cell lines.,80002,,,CHEMBL615192,Expert,9606.0,,N,,F,70,,506.0,Homo sapiens,1,,,1A9
,3415,1,BAO_0000219,Percentage inhibition of human ovarian cancer (1A9) cell lines.,80002,,,CHEMBL827083,Expert,9606.0,,N,,F,71,,506.0,Homo sapiens,1,,,1A9
,17099,1,BAO_0000219,Effective dose required for inhibitory activity against 1A9 human tumor cell line.,80002,,,CHEMBL615193,Expert,9606.0,,N,,F,72,,506.0,Homo sapiens,1,,,1A9
,17099,1,BAO_0000219,Percent inhibition against 1A9 human tumor cell line at 0.10 ug/mL,80002,,,CHEMBL615194,Intermediate,9606.0,,N,,F,73,,506.0,Homo sapiens,1,,,1A9
,17099,1,BAO_0000219,Percent inhibition against 1A9 human tumor cell line at <0.00008 ug/mL,80002,,,CHEMBL615195,Intermediate,9606.0,,N,,F,74,,506.0,Homo sapiens,1,,,1A9
,17099,1,BAO_0000219,Percent inhibition against 1A9 human tumor cell line at >10 ug/mL,80002,,,CHEMBL615196,Intermediate,9606.0,,N,,F,75,,506.0,Homo sapiens,1,,,1A9
,17721,1,BAO_0000219,Inhibitory concentration against Jurkat cells,81072,,,CHEMBL615197,Intermediate,9606.0,,N,,F,76,,503.0,Homo sapiens,1,,,Jurkat
,1229,0,BAO_0000019,In vitro anticancer activity against 2 NCI SCLC cell lines; inactive,22226,,,CHEMBL615198,Intermediate,,,U,,F,77,,,,1,,,
,11347,9,BAO_0000357,Inhibition of cytochrome P450 progesterone 2-alpha-hydroxylase,100121,,,CHEMBL615199,Expert,10116.0,,D,,A,78,,,Rattus norvegicus,1,,,
,17117,8,BAO_0000357,"In vitro inhibition of human 2,3-oxidosqualene cyclase.",11231,,,CHEMBL615200,Expert,,,H,,B,79,,,,1,,,
,17117,8,BAO_0000357,"In vitro inhibition of human 2,3-oxidosqualene cyclase.",11231,,,CHEMBL615201,Expert,,,H,,B,80,,,,1,,,
,17117,8,BAO_0000357,"In vitro inhibition of human 2,3-oxidosqualene cyclase at 100 nM.",11231,,,CHEMBL615202,Expert,,,H,,B,81,,,,1,,,
,11375,8,BAO_0000251,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene cyclase in Candida albicans microsomes",11231,,,CHEMBL615203,Autocuration,5476.0,Microsomes,H,,B,82,,,Candida albicans,1,,,
,11375,8,BAO_0000251,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in Candida albicans microsomes",11231,,,CHEMBL615204,Autocuration,5476.0,Microsomes,H,,B,83,,,Candida albicans,1,,,
,11375,8,BAO_0000251,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene cyclase in Saccharomyces cerevisiae microsomes",11231,,,CHEMBL615205,Autocuration,4932.0,Microsomes,H,,B,84,,,Saccharomyces cerevisiae,1,,,
,11375,8,BAO_0000251,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in Saccharomyces cerevisiae microsomes",11231,,,CHEMBL615206,Autocuration,4932.0,Microsomes,H,,B,85,,,Saccharomyces cerevisiae,1,,,
,11375,8,BAO_0000251,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in pig liver microsomes",12083,,Liver,CHEMBL615207,Autocuration,9823.0,Microsomes,H,,B,86,,,Sus scrofa,1,,2107.0,
,791,8,BAO_0000019,"Concentration required to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase",11231,,,CHEMBL827084,Autocuration,10116.0,,H,,B,87,,,Rattus norvegicus,1,,,
,791,8,BAO_0000019,"Concentration required to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase (OSC)",11231,,,CHEMBL615208,Autocuration,10116.0,,H,,B,88,,,Rattus norvegicus,1,,,
,791,8,BAO_0000019,"Evaluated for its activity to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase, activity expressed as Ki",11231,,,CHEMBL615209,Autocuration,10116.0,,H,,B,89,,,Rattus norvegicus,1,,,
,11375,9,BAO_0000251,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene cyclase in rat liver microsomes",12083,,Liver,CHEMBL615210,Autocuration,10116.0,Microsomes,D,,B,90,,,Rattus norvegicus,1,,2107.0,
,11375,9,BAO_0000251,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in rat liver microsomes",12083,,Liver,CHEMBL615211,Autocuration,10116.0,Microsomes,D,,B,91,,,Rattus norvegicus,1,,2107.0,
,153,9,BAO_0000251,"Compound was evaluated for inhibitory activity against 2,3-oxidosqualene-lanosterol cyclase in rat liver microsomes",12083,,Liver,CHEMBL615212,Autocuration,10116.0,Microsomes,D,,B,92,,,Rattus norvegicus,1,,2107.0,
,8269,8,BAO_0000357,Molar concentration needed to give 50% prevention of 2-5A (Adenosine dependent endoribonuclease),11377,,,CHEMBL615213,Expert,,,H,,B,93,,,,1,,,
,8269,8,BAO_0000357,Molar concentration required to displace 50% of the radiolabeled probe from 2-5A (Adenosine dependent endoribonuclease) in endonuclease-nitrocellulose complex,11377,,,CHEMBL615273,Expert,,,H,,B,94,,,,1,,,
,17653,1,BAO_0000219,In vitro cytotoxic concentration required to inhibit hepatitisB virus (HBV) replication in 2.2.15 cell line,81020,,,CHEMBL615274,Expert,9606.0,,N,,F,95,,726.0,Homo sapiens,1,,,HepG2
,14277,1,BAO_0000219,50% Effective concentration of compound required for inhibiting intracellular viral replicative intermediate DNA in HBV-transfected 2.2.15 cell line.,81020,,,CHEMBL615275,Intermediate,9606.0,,N,,F,96,,726.0,Homo sapiens,1,,,HepG2
,1717,1,BAO_0000219,Antiviral activity against Hepatitis B virus in 2.2.15 cell line,81020,,,CHEMBL615276,Intermediate,9606.0,,N,,F,97,,726.0,Homo sapiens,1,,,HepG2
,14091,1,BAO_0000219,In vitro effective concentration against hepatitis B virus was determined in 2.2.15 cells,81020,,,CHEMBL615277,Intermediate,9606.0,,N,,F,98,,726.0,Homo sapiens,1,,,HepG2
,14091,1,BAO_0000219,In vitro effective concentration against hepatitis B virus was determined in 2.2.15 cells; Not determined,81020,,,CHEMBL615326,Intermediate,9606.0,,N,,F,99,,726.0,Homo sapiens,1,,,HepG2
,17653,1,BAO_0000218,In vitro effective concentration required to inhibit hepatitisB virus (HBV) replication in 2.2.15 cell line,50606,,,CHEMBL883130,Expert,10407.0,,N,,F,100,,,Hepatitis B virus,1,,,
,13105,1,BAO_0000219,Ability to inhibit the episomal HBV-DNA in 2.2.15 cells.,81020,,,CHEMBL884519,Intermediate,9606.0,,N,,F,101,,726.0,Homo sapiens,1,,,HepG2
,1717,1,BAO_0000219,Concentration required to inhibit 50% of 2.2.15 cell line,81020,,,CHEMBL615327,Intermediate,9606.0,,N,,F,102,,726.0,Homo sapiens,1,,,HepG2
,13105,1,BAO_0000219,Anti viral activity against 2.2.15 cells (concentration required to reduce the log phase cell growth by 50%).,81020,,,CHEMBL615328,Intermediate,9606.0,,N,,A,103,,726.0,Homo sapiens,1,,,HepG2
,13600,1,BAO_0000218,Cytotoxic activity of compound against uninfected 2.2.15 cells.,50587,,,CHEMBL615329,Intermediate,9606.0,,N,,F,104,,,Homo sapiens,1,,,2.2.15
,13467,1,BAO_0000218,Anti hepatitis-B virus activity was evaluated in 2.2.15 cells.,50587,,,CHEMBL615330,Intermediate,9606.0,,N,,F,105,,,Homo sapiens,1,,,2.2.15
,17477,1,BAO_0000218,"Inhibition of the replication of HBV in 2.2.15 cells, by DNA hybridization assay",50606,,,CHEMBL615331,Expert,10407.0,,N,,F,106,,,Hepatitis B virus,1,,,2.2.15
,1593,1,BAO_0000218,In vitro anti-HBV activity in 2.2.15 cells,50587,,,CHEMBL615332,Intermediate,9606.0,,N,,F,107,,,Homo sapiens,1,,,2.2.15
,1593,1,BAO_0000218,In vitro anti-HBV activity in 2.2.15 cells; Not determined,50587,,,CHEMBL615333,Intermediate,9606.0,,N,,F,108,,,Homo sapiens,1,,,2.2.15
,15089,1,BAO_0000218,The compound was tested in vitro for the anti-HBV activity against 2.2.15 cells,50587,,,CHEMBL615334,Intermediate,9606.0,,N,,F,109,,,Homo sapiens,1,,,2.2.15
,15089,1,BAO_0000218,The compound was tested in vitro for the anti-HBV activity in 2.2.15 cells,50587,,,CHEMBL615335,Intermediate,9606.0,,N,,F,110,,,Homo sapiens,1,,,2.2.15
,1593,1,BAO_0000218,Cytotoxicity in 2.2.15 cells,50587,,,CHEMBL615336,Intermediate,9606.0,,N,,F,111,,,Homo sapiens,1,,,2.2.15
,1593,1,BAO_0000218,Cytotoxicity in 2.2.15 cells; Not determined,50587,,,CHEMBL615337,Intermediate,9606.0,,N,,F,112,,,Homo sapiens,1,,,2.2.15
,13600,1,BAO_0000218,Inhibitory activity of compound against hepatitis B virus (HBV) in growing cultures of 2.2.15 cells,50587,,,CHEMBL615338,Intermediate,9606.0,,N,,F,113,,,Homo sapiens,1,,,2.2.15
,13467,1,BAO_0000218,The growth inhibition activity for the compound was evaluated in 2.2.15 cells.,50587,,,CHEMBL615339,Intermediate,9606.0,,N,,F,114,,,Homo sapiens,1,,,2.2.15
,13467,1,BAO_0000218,Selectivity index was determined from the ratio of IC50 to the EC50 values evaluated in 2.2.15 cells.,50587,,,CHEMBL615340,Intermediate,9606.0,,N,,F,115,,,Homo sapiens,1,,,2.2.15
,14764,1,BAO_0000219,Antiviral activity against HBV was determined in 2.215 cell line,81020,,,CHEMBL615341,Intermediate,9606.0,,N,,F,116,,726.0,Homo sapiens,1,,,HepG2
,6531,0,BAO_0000251,Inhibition of 20-HETE synthesis in human renal microsomes,22226,,,CHEMBL615342,Autocuration,9606.0,Microsomes,U,,B,117,,,Homo sapiens,1,,,
,17322,0,BAO_0000019,Inhibitory activity against 20-HETE production from arachidonic acid using human renal microsome 20-HETE synthase.,22226,,,CHEMBL615343,Autocuration,,,U,,B,118,,,,1,,,
,17072,1,BAO_0000219,Inhibitory concentration against 2008 (ovarian) cells,80612,,,CHEMBL615344,Intermediate,9606.0,,N,,F,119,,388.0,Homo sapiens,1,,,2008
,16936,1,BAO_0000219,50% Growth inhibitory concentration( GI 50 ) by using 2008 human ovarian carcinoma cell lines.,80612,,,CHEMBL615345,Intermediate,9606.0,,N,,F,120,,388.0,Homo sapiens,1,,,2008
,16936,1,BAO_0000219,Compound was tested for 50% growth inhibitory concentration by using human ovarian carcinoma cell lines (2008),80612,,,CHEMBL615346,Intermediate,9606.0,,N,,F,121,,388.0,Homo sapiens,1,,,2008
,17146,1,BAO_0000219,Direct cytotoxicity against the selected tumor cell line 2008 was determined especially on ovarian adenocarcinoma derived cells,80612,,,CHEMBL615347,Intermediate,9606.0,,N,,F,122,,388.0,Homo sapiens,1,,,2008
,17146,1,BAO_0000219,Direct cytotoxicity against the selected tumor cell line 2008 was determined especially on ovarian adenocarcinoma derived cells; not detected,80612,,,CHEMBL615348,Intermediate,9606.0,,N,,F,123,,388.0,Homo sapiens,1,,,2008
,10797,1,BAO_0000219,In vitro inhibition of 2008/R ovarian cancer cell line,80613,,,CHEMBL827085,Intermediate,9606.0,,N,,F,124,,561.0,Homo sapiens,1,,,2008/R
,10797,1,BAO_0000219,In vitro inhibition of 2008/R ovarian cancer cell line; NA= Not achievable,80613,,,CHEMBL615349,Intermediate,9606.0,,N,,F,125,,561.0,Homo sapiens,1,,,2008/R
,10797,1,BAO_0000219,In vitro inhibition of 2008/S ovarian cancer cell line,80614,,,CHEMBL615350,Intermediate,9606.0,,N,,F,126,,389.0,Homo sapiens,1,,,2008/S
,10797,1,BAO_0000219,In vitro inhibition of 2008/S ovarian cancer cell line; NA= Not achievable,80614,,,CHEMBL615351,Intermediate,9606.0,,N,,F,127,,389.0,Homo sapiens,1,,,2008/S
,4823,2,BAO_0000220,Tested in vitro for inhibition of chymotrypsin like activity of purified human 20S proteasome,100256,,,CHEMBL615352,Expert,9606.0,,S,,B,128,,,Homo sapiens,1,,,
,12912,2,BAO_0000220,Compound was evaluated for inhibitory activity against 20S proteasome from human liver and brain,100256,,,CHEMBL615353,Intermediate,9606.0,,S,,B,129,,,Homo sapiens,1,,,
,2957,2,BAO_0000220,Inhibition of chymotrypsin-like activity of 20S proteasome,100256,,,CHEMBL615354,Expert,,,S,,B,130,,,,1,,,
,2957,2,BAO_0000220,Inhibition of chymotrypsin-like activity of 20S proteasome; value ranges from 10-20 uM,100256,,,CHEMBL615355,Expert,,,S,,B,131,,,,1,,,
,3260,2,BAO_0000220,Inhibitory activity against 20S proteosome,100256,,,CHEMBL615356,Intermediate,,,S,,B,132,,,,1,,,
,3451,0,BAO_0000019,Compound was tested for inhibitory activity against tryptase,22226,,,CHEMBL615357,Autocuration,9606.0,,U,,B,133,,,Homo sapiens,1,,,
,13885,1,BAO_0000219,Concentration required to inhibit 50% of extracellular circular replication of HBV DNA using 2215 cell line,81020,,,CHEMBL615358,Intermediate,9606.0,,N,,F,134,,726.0,Homo sapiens,1,,,HepG2
,13885,1,BAO_0000219,Concentration required to inhibit 50% of intracellular circular replication of HBV DNA using 2215 cell line,81020,,,CHEMBL827086,Intermediate,9606.0,,N,,F,135,,726.0,Homo sapiens,1,,,HepG2
,3676,0,BAO_0000019,Compound was tested for the inhibition of Alpha-glucosidase,22226,,,CHEMBL615359,Autocuration,,,U,,B,136,,,,1,,,
,6043,8,BAO_0000357,Inhibitory concentration against human neutrophil elastase (HNE),235,,,CHEMBL615360,Autocuration,,,H,,B,137,,,,1,,,
,11140,0,BAO_0000218,Change in heart rate was expressed in percent at at a dose 0.002 mg/kg iv in anesthetized rat,22226,,Heart,CHEMBL615361,Autocuration,10116.0,,U,,F,138,,,Rattus norvegicus,1,,948.0,
