data_noleggio,cliente_id,data_pagamento,data_restituzione,ppersonale_id,ammontare,npersonale_id,pagamento_id,inventario_id,noleggio_id
2005-07-10 00:01:50,341,2005-07-10 00:01:50,2005-07-10 20:43:50,2,4.99,1,9224,1144,5487
2005-08-02 01:12:35,51,2005-08-02 01:12:35,2005-08-09 22:55:35,1,0.99,1,1411,598,10894
2005-06-21 02:18:14,576,2005-06-21 02:18:14,2005-06-26 22:32:14,2,6.99,2,15431,4079,3226
2005-08-23 00:28:16,518,2005-08-23 00:28:16,2005-08-26 04:27:16,2,4.99,2,13964,4378,15434
2005-07-31 05:02:00,595,2005-07-31 05:02:00,2005-08-02 02:04:00,1,2.99,2,15946,321,9631
2005-08-18 10:04:06,158,2005-08-18 10:04:06,2005-08-24 08:45:06,2,5.99,2,4316,4067,12421
2005-06-17 11:32:30,163,2005-06-17 11:32:30,2005-06-22 13:37:30,2,2.99,1,4423,323,2000
2005-07-29 03:18:34,39,2005-07-29 03:18:34,2005-08-06 05:51:34,2,6.99,2,1081,3197,8307
2005-06-18 15:56:53,526,2005-06-18 15:56:53,2005-06-27 14:25:53,2,4.99,2,14144,3001,2398
2005-07-31 02:11:16,382,2005-07-31 02:11:16,2005-08-03 06:58:16,2,0.99,2,10358,2108,9555
2005-07-08 16:32:54,497,2005-07-08 16:32:54,2005-07-09 14:15:54,2,0.99,1,13386,3409,4795
2005-08-21 01:15:59,53,2005-08-21 01:15:59,2005-08-27 23:36:59,2,5.99,2,1479,129,14119
2005-06-15 04:34:27,66,2005-06-15 04:34:27,2005-06-18 08:15:27,1,2.99,1,1790,3182,1236
2005-07-09 20:16:07,475,2005-07-09 20:16:07,2005-07-14 21:41:07,1,0.99,2,12845,3641,5407
2005-05-29 07:00:59,197,2005-05-29 07:00:59,2005-06-06 01:17:59,2,3.99,1,5321,3473,730
2005-05-27 13:28:52,424,2005-05-27 13:28:52,2005-05-29 11:47:52,2,0.99,2,11450,3983,403
2005-07-28 17:22:28,216,2005-07-28 17:22:28,2005-07-29 12:24:28,1,4.99,2,5867,209,8068
2005-08-17 20:40:46,556,2005-08-17 20:40:46,2005-08-20 18:18:46,1,4.99,2,14908,469,12045
2006-02-14 15:16:03,41,2006-02-14 15:16:03,,1,2.99,1,1148,3611,15875
2005-07-06 12:56:31,189,2005-07-06 12:56:31,2005-07-09 14:49:31,1,0.99,1,5133,1573,3763
2005-07-29 08:26:27,408,2005-07-29 08:26:27,2005-08-05 04:26:27,2,3.99,2,11046,2754,8469
2005-07-06 15:01:27,100,2005-07-06 15:01:27,2005-07-15 11:12:27,1,8.99,2,2694,4004,3800
2005-08-18 11:36:55,462,2005-08-18 11:36:55,2005-08-23 13:46:55,1,4.99,1,12492,2686,12466
2005-08-22 23:26:32,156,2005-08-22 23:26:32,2005-08-30 20:22:32,1,6.99,1,4260,165,15408
2005-08-02 00:00:54,41,2005-08-02 00:00:54,2005-08-10 05:37:54,1,5.99,2,1142,2682,10853
2005-08-21 08:08:43,97,2005-08-21 08:08:43,2005-08-25 10:44:43,2,4.99,1,2637,1257,14323
2005-08-23 18:59:33,520,2005-08-23 18:59:33,2005-08-31 13:02:33,1,7.99,2,14019,432,15948
2005-08-18 17:49:28,452,2005-08-18 17:49:28,2005-08-24 12:23:28,1,4.99,1,12219,1457,12630
2005-05-31 00:25:10,413,2005-05-31 00:25:10,2005-06-03 06:05:10,1,4.99,2,11171,4433,999
2005-08-19 15:52:13,526,2005-08-19 15:52:13,2005-08-28 20:53:13,2,8.99,2,14173,3086,13224
2005-06-16 09:24:38,524,2005-06-16 09:24:38,2005-06-17 09:50:38,2,4.99,2,14101,4444,1651
2005-07-29 14:38:17,522,2005-07-29 14:38:17,2005-08-03 14:41:17,1,6.99,1,14059,3947,8642
2005-07-08 23:46:38,455,2005-07-08 23:46:38,2005-07-09 22:19:38,1,2.99,2,12289,1033,4964
2005-08-22 02:31:51,151,2005-08-22 02:31:51,2005-08-26 23:41:51,1,4.99,2,4131,3292,14856
2005-07-31 15:56:35,211,2005-07-31 15:56:35,2005-08-02 12:01:35,1,0.99,2,5737,1646,9953
2005-07-30 16:45:56,82,2005-07-30 16:45:56,2005-08-08 21:15:56,1,8.99,2,2234,1224,9305
2005-07-09 07:19:35,261,2005-07-09 07:19:35,2005-07-16 03:04:35,1,3.99,2,7054,1423,5122
2005-07-06 06:38:21,366,2005-07-06 06:38:21,2005-07-11 03:19:21,2,4.99,1,9884,2583,3632
2005-05-27 15:56:57,522,2005-05-27 15:56:57,2005-06-05 11:45:57,2,5.99,1,14043,1103,426
2005-06-17 03:09:56,134,2005-06-17 03:09:56,2005-06-18 01:49:56,2,0.99,1,3619,159,1881
2005-07-31 14:39:50,120,2005-07-31 14:39:50,2005-08-09 09:39:50,2,6.99,1,3241,4282,9907
2005-05-25 01:17:24,456,2005-05-25 01:17:24,2005-05-31 06:00:24,2,4.99,1,12305,1941,19
2005-07-27 13:00:25,229,2005-07-27 13:00:25,2005-08-03 16:04:25,2,5.99,1,6174,1452,7308
2005-08-21 23:11:23,195,2005-08-21 23:11:23,2005-08-30 20:01:23,2,7.99,2,5279,1156,14751
2005-07-30 09:51:14,372,2005-07-30 09:51:14,2005-08-07 06:23:14,1,5.99,1,10074,3647,9128
2005-08-02 11:01:26,259,2005-08-02 11:01:26,2005-08-11 06:29:26,1,3.99,1,6999,871,11184
2005-07-09 07:20:30,219,2005-07-09 07:20:30,2005-07-14 05:24:30,2,0.99,1,5927,4278,5123
2005-08-19 22:46:35,404,2005-08-19 22:46:35,2005-08-26 18:06:35,2,5.99,1,10933,2806,13412
2005-07-11 21:06:17,30,2005-07-11 21:06:17,2005-07-16 02:51:17,2,2.99,2,830,1656,6359
2005-08-19 20:03:18,74,2005-08-19 20:03:18,2005-08-24 20:09:18,2,0.99,2,2012,1861,13335
2005-05-27 00:49:27,144,2005-05-27 00:49:27,2005-05-30 03:12:27,1,2.99,1,3879,2362,323
2005-07-28 11:49:53,13,2005-07-28 11:49:53,2005-07-29 15:01:53,1,2.99,1,340,3877,7916
2005-08-17 05:00:03,418,2005-08-17 05:00:03,2005-08-22 01:45:03,1,4.99,2,11314,3979,11650
2005-05-27 08:58:15,542,2005-05-27 08:58:15,2005-06-02 04:48:15,2,4.99,1,14578,3197,376
2005-07-27 03:06:09,90,2005-07-27 03:06:09,2005-08-02 21:59:09,2,5.99,2,2448,2439,7035
2005-07-11 03:32:23,154,2005-07-11 03:32:23,2005-07-14 07:39:23,1,0.99,1,4194,975,6048
2005-05-29 12:59:14,476,2005-05-29 12:59:14,2005-06-01 16:05:14,1,2.99,2,12864,353,771
2005-08-19 04:24:35,364,2005-08-19 04:24:35,2005-08-27 07:13:35,2,3.99,2,9853,1747,12912
2005-07-12 06:43:36,472,2005-07-12 06:43:36,2005-07-16 12:18:36,1,2.99,2,12765,1800,6584
2005-07-07 04:37:26,209,2005-07-07 04:37:26,2005-07-13 06:45:26,2,5.99,2,5664,2883,4071
2005-06-21 16:31:27,12,2005-06-21 16:31:27,2005-06-28 12:27:27,1,0.99,2,310,4250,3411
2005-06-15 02:27:07,264,2005-06-15 02:27:07,2005-06-18 22:46:07,1,4.99,2,7128,1097,1206
2005-08-01 04:56:13,302,2005-08-01 04:56:13,2005-08-03 03:54:13,2,0.99,1,8206,2289,10329
2005-07-12 00:59:53,169,2005-07-12 00:59:53,2005-07-14 19:17:53,2,4.99,2,4590,2506,6453
2005-08-22 10:50:13,373,2005-08-22 10:50:13,2005-08-26 05:04:13,1,3.99,2,10121,3268,15068
2005-08-21 02:22:47,518,2005-08-21 02:22:47,2005-08-24 02:36:47,1,4.99,1,13962,3371,14149
2005-08-19 04:27:11,152,2005-08-19 04:27:11,2005-08-20 03:04:11,1,4.99,2,4149,107,12917
2005-07-31 22:10:54,257,2005-07-31 22:10:54,2005-08-09 19:04:54,2,4.99,2,6941,1839,10142
2005-07-10 01:31:22,182,2005-07-10 01:31:22,2005-07-17 05:42:22,1,2.99,2,4961,1956,5521
2005-08-22 13:44:32,351,2005-08-22 13:44:32,2005-08-29 14:19:32,2,4.99,1,9506,1337,15142
2005-08-01 02:07:32,313,2005-08-01 02:07:32,2005-08-07 03:54:32,2,5.99,1,8495,432,10237
2005-07-27 23:54:44,497,2005-07-27 23:54:44,2005-07-29 01:24:44,2,2.99,1,13389,124,7603
2005-08-21 12:21:44,467,2005-08-21 12:21:44,2005-08-22 15:07:44,1,0.99,2,12607,3967,14451
2005-07-30 08:14:27,488,2005-07-30 08:14:27,2005-08-07 14:02:27,2,5.99,1,13176,456,9083
2005-08-01 01:31:56,587,2005-08-01 01:31:56,2005-08-05 21:21:56,2,4.99,2,15725,1443,10224
2005-07-12 17:33:53,376,2005-07-12 17:33:53,2005-07-18 16:28:53,2,2.99,2,10187,669,6807
2005-08-22 11:43:04,33,2005-08-22 11:43:04,2005-08-29 12:16:04,1,5.99,2,925,1983,15096
2005-07-29 07:08:36,441,2005-07-29 07:08:36,2005-07-30 11:54:36,1,4.99,2,11901,1624,8427
2005-07-28 16:11:15,137,2005-07-28 16:11:15,2005-08-05 15:11:15,1,8.99,1,3696,2715,8028
2005-08-19 20:44:00,214,2005-08-19 20:44:00,2005-08-27 01:23:00,2,9.99,2,5823,3523,13350
2005-07-29 21:46:21,245,2005-07-29 21:46:21,2005-08-07 16:51:21,1,10.99,2,6642,2041,8811
2005-07-29 04:41:13,129,2005-07-29 04:41:13,2005-07-30 09:01:13,1,4.99,2,3485,1870,8339
2005-08-22 06:35:50,52,2005-08-22 06:35:50,2005-08-31 04:07:50,2,6.99,2,1451,3274,14961
2005-06-18 19:44:08,185,2005-06-18 19:44:08,2005-06-23 19:14:08,1,4.99,2,5023,1024,2459
2005-06-15 18:30:46,544,2005-06-15 18:30:46,2005-06-24 17:51:46,2,10.99,1,14620,4228,1434
2005-08-19 22:20:49,181,2005-08-19 22:20:49,2005-08-28 21:21:49,2,4.99,1,4942,1554,13405
2005-07-09 09:08:53,590,2005-07-09 09:08:53,2005-07-14 06:01:53,1,0.99,1,15801,280,5165
2005-08-19 18:46:33,373,2005-08-19 18:46:33,2005-08-22 20:45:33,2,2.99,1,10117,4385,13299
2005-08-18 09:19:12,10,2005-08-18 09:19:12,2005-08-26 06:52:12,2,2.99,1,275,1767,12400
2005-08-23 16:44:56,550,2005-08-23 16:44:56,2005-08-24 22:42:56,1,0.99,1,14777,2792,15883
2005-07-06 05:11:04,68,2005-07-06 05:11:04,2005-07-09 02:03:04,1,0.99,2,1850,1317,3598
2005-06-16 14:11:52,347,2005-06-16 14:11:52,2005-06-25 08:49:52,2,8.99,1,9368,273,1711
2005-08-02 03:33:14,54,2005-08-02 03:33:14,2005-08-09 09:20:14,1,4.99,2,1501,4372,10956
2005-07-08 05:12:28,563,2005-07-08 05:12:28,2005-07-17 03:38:28,1,3.99,2,15079,3755,4565
2005-07-09 17:09:17,380,2005-07-09 17:09:17,2005-07-10 21:07:17,2,0.99,2,10284,698,5339
2005-07-08 11:04:53,126,2005-07-08 11:04:53,2005-07-09 07:48:53,1,0.99,1,3393,596,4691
2005-07-11 05:40:35,498,2005-07-11 05:40:35,2005-07-17 07:14:35,1,1.99,2,13421,3796,6088
2005-08-17 18:19:44,198,2005-08-17 18:19:44,2005-08-18 19:14:44,2,2.99,2,5384,2208,11985
2005-06-17 18:40:04,439,2005-06-17 18:40:04,2005-06-23 13:49:04,2,4.99,1,11834,569,2097
2006-02-14 15:16:03,476,2006-02-14 15:16:03,,1,0.99,2,12884,2727,13941
2005-08-02 16:57:37,157,2005-08-02 16:57:37,2005-08-09 19:43:37,2,4.99,1,4283,2968,11335
2005-06-15 10:26:23,138,2005-06-15 10:26:23,2005-06-21 09:25:23,2,0.99,2,3722,3891,1316
2005-08-18 07:02:24,117,2005-08-18 07:02:24,2005-08-20 10:11:24,1,2.99,1,3161,4221,12337
2005-08-17 04:59:26,217,2005-08-17 04:59:26,2005-08-20 04:02:26,1,2.99,2,5898,3222,11649
2005-08-20 04:13:17,564,2005-08-20 04:13:17,2005-08-24 06:38:17,2,0.99,1,15121,1551,13558
2005-07-29 06:52:54,315,2005-07-29 06:52:54,2005-08-05 09:50:54,1,5.99,2,8545,1999,8416
2005-06-19 18:05:11,299,2005-06-19 18:05:11,2005-06-21 16:21:11,1,2.99,2,8110,2809,2774
2005-06-21 02:23:16,83,2005-06-21 02:23:16,2005-06-22 01:37:16,2,4.99,2,2250,215,3230
2005-07-12 01:41:44,483,2005-07-12 01:41:44,2005-07-15 20:48:44,2,4.99,1,13043,2589,6478
2005-08-20 06:20:42,112,2005-08-20 06:20:42,2005-08-28 10:07:42,2,8.99,1,3021,1460,13611
2005-08-01 00:12:36,294,2005-08-01 00:12:36,2005-08-07 05:08:36,2,0.99,1,7966,4563,10186
2005-07-11 09:07:01,540,2005-07-11 09:07:01,2005-07-19 08:21:01,2,7.99,1,14537,1359,6145
2005-07-12 15:13:49,546,2005-07-12 15:13:49,2005-07-20 09:31:49,2,9.99,2,14670,4098,6758
2005-08-22 17:49:35,298,2005-08-22 17:49:35,2005-08-26 18:25:35,1,3.99,2,8103,2545,15245
2005-06-19 05:40:11,556,2005-06-19 05:40:11,2005-06-28 08:11:11,2,5.99,1,14894,2031,2593
2005-07-09 18:04:29,196,2005-07-09 18:04:29,2005-07-15 17:46:29,2,3.99,2,5296,2994,5353
2005-05-25 06:39:35,498,2005-05-25 06:39:35,2005-05-30 10:12:35,2,2.99,2,13405,2965,49
2005-07-28 22:22:35,160,2005-07-28 22:22:35,2005-07-31 19:30:35,1,4.99,1,4353,1249,8184
2005-07-09 10:13:45,394,2005-07-09 10:13:45,2005-07-16 15:55:45,2,4.99,2,10679,2866,5183
2005-06-21 18:07:07,381,2005-06-21 18:07:07,2005-06-27 22:59:07,2,2.99,2,10314,4548,3425
2005-07-30 07:58:12,447,2005-07-30 07:58:12,2005-08-08 06:04:12,2,5.99,1,12071,496,9076
2005-08-18 07:57:47,503,2005-08-18 07:57:47,2005-08-22 11:32:47,2,2.99,1,13565,3343,12370
2005-07-07 08:19:20,456,2005-07-07 08:19:20,2005-07-11 06:54:20,1,3.99,1,12315,1904,4141
2005-08-23 16:45:28,81,2005-08-23 16:45:28,2005-08-27 20:18:28,2,1.99,1,2217,2255,15884
2005-08-01 06:50:26,12,2005-08-01 06:50:26,2005-08-10 10:52:26,2,10.99,1,324,3017,10392
2005-07-12 17:09:08,500,2005-07-12 17:09:08,2005-07-21 22:25:08,2,3.99,1,13475,872,6801
2006-02-14 15:16:03,60,2006-02-14 15:16:03,,2,9.98,2,1670,387,12489
2005-08-01 11:00:20,459,2005-08-01 11:00:20,2005-08-10 11:52:20,1,7.99,2,12405,3293,10499
2005-08-01 02:52:05,566,2005-08-01 02:52:05,2005-08-03 20:54:05,2,2.99,1,15179,1881,10259
2005-07-28 15:25:58,372,2005-07-28 15:25:58,2005-08-04 10:16:58,2,7.99,2,10068,337,8009
2005-07-29 16:07:47,536,2005-07-29 16:07:47,2005-08-02 18:37:47,1,4.99,1,14440,3549,8679
2005-06-17 06:54:42,13,2005-06-17 06:54:42,2005-06-26 02:00:42,1,2.99,1,331,980,1933
2005-08-18 02:50:02,530,2005-08-18 02:50:02,2005-08-22 00:20:02,1,4.99,1,14275,982,12220
2005-07-06 08:11:48,334,2005-07-06 08:11:48,2005-07-09 12:25:48,1,4.99,2,9019,3827,3662
2005-08-02 20:13:14,391,2005-08-02 20:13:14,2005-08-05 15:01:14,2,2.99,1,10612,3154,11434
2005-07-08 08:57:21,75,2005-07-08 08:57:21,2005-07-14 11:22:21,1,5.99,2,2031,2459,4639
2005-06-15 08:16:06,266,2005-06-15 08:16:06,2005-06-21 04:10:06,2,5.99,2,7183,2597,1280
2005-07-31 08:50:08,242,2005-07-31 08:50:08,2005-08-08 12:21:08,1,6.99,2,6551,2605,9730
2005-07-06 20:38:02,114,2005-07-06 20:38:02,2005-07-11 23:35:02,1,2.99,2,3066,187,3924
2005-08-18 17:06:22,486,2005-08-18 17:06:22,2005-08-20 21:30:22,2,2.99,1,13135,2327,12609
2005-07-09 07:35:03,167,2005-07-09 07:35:03,2005-07-10 06:05:03,2,0.99,1,4524,3179,5131
2005-05-26 12:49:01,245,2005-05-26 12:49:01,2005-05-28 11:43:01,1,0.99,2,6623,4438,241
2005-06-17 22:26:23,456,2005-06-17 22:26:23,2005-06-26 17:10:23,2,6.99,1,12309,326,2146
2005-07-31 06:00:52,282,2005-07-31 06:00:52,2005-08-09 04:47:52,2,9.99,2,7646,2332,9658
2005-07-07 17:36:56,29,2005-07-07 17:36:56,2005-07-13 12:00:56,1,0.99,1,791,91,4313
2005-07-28 23:31:05,300,2005-07-28 23:31:05,2005-08-06 17:36:05,1,6.99,1,8150,3424,8210
2005-08-01 06:46:48,502,2005-08-01 06:46:48,2005-08-09 02:55:48,2,4.99,2,13533,1489,10390
2005-07-27 16:58:33,214,2005-07-27 16:58:33,2005-07-30 22:17:33,2,4.99,1,5814,2952,7417
2005-07-30 23:58:36,241,2005-07-30 23:58:36,2005-08-07 21:08:36,1,6.99,2,6519,2808,9500
2005-07-28 11:56:57,416,2005-07-28 11:56:57,2005-07-29 14:06:57,1,2.99,1,11252,2071,7917
2005-06-17 08:50:58,68,2005-06-17 08:50:58,2005-06-26 13:39:58,2,8.99,2,1846,2496,1957
2005-07-06 19:09:15,309,2005-07-06 19:09:15,2005-07-16 00:52:15,2,7.99,2,8388,1755,3896
2005-07-09 04:20:35,221,2005-07-09 04:20:35,2005-07-18 08:09:35,1,5.99,2,5984,917,5058
2005-07-26 23:15:50,592,2005-07-26 23:15:50,2005-07-27 19:14:50,1,0.99,1,15855,1768,6937
2005-07-09 02:35:32,265,2005-07-09 02:35:32,2005-07-17 22:46:32,2,7.99,1,7159,3938,5029
2005-07-09 21:39:35,58,2005-07-09 21:39:35,2005-07-13 17:45:35,2,1.99,2,1601,1993,5439
2005-08-20 06:39:26,365,2005-08-20 06:39:26,2005-08-23 05:22:26,1,2.99,2,9879,1068,13619
2005-06-16 02:47:07,343,2005-06-16 02:47:07,2005-06-24 03:12:07,1,6.99,1,9273,145,1564
2005-08-18 22:22:31,565,2005-08-18 22:22:31,2005-08-27 00:31:31,2,5.99,1,15149,2630,12743
2005-08-02 11:21:34,254,2005-08-02 11:21:34,2005-08-05 05:23:34,1,0.99,1,6860,922,11190
2005-07-28 17:37:28,61,2005-07-28 17:37:28,2005-07-29 11:56:28,2,4.99,2,1676,2175,8075
2005-07-28 14:19:59,71,2005-07-28 14:19:59,2005-07-29 14:09:59,2,4.99,2,1925,668,7982
2005-08-20 10:17:08,415,2005-08-20 10:17:08,2005-08-28 15:35:08,2,8.99,1,11235,4108,13729
2005-07-07 11:54:33,484,2005-07-07 11:54:33,2005-07-08 10:49:33,1,4.99,2,13062,2534,4214
2005-08-01 19:15:09,309,2005-08-01 19:15:09,2005-08-04 19:35:09,1,0.99,1,8404,3133,10728
2005-07-29 05:16:21,121,2005-07-29 05:16:21,2005-08-06 23:16:21,1,6.99,1,3262,1206,8370
2005-07-07 19:02:05,452,2005-07-07 19:02:05,2005-07-09 20:51:05,1,0.99,2,12206,1948,4348
2005-07-11 22:07:26,313,2005-07-11 22:07:26,2005-07-16 22:39:26,1,2.99,1,8490,491,6384
2005-05-27 18:57:02,133,2005-05-27 18:57:02,2005-06-05 18:38:02,2,2.99,1,3587,3890,447
2005-08-01 14:48:45,5,2005-08-01 14:48:45,2005-08-04 13:41:45,2,4.99,2,132,2587,10609
2005-06-17 20:54:58,2,2005-06-17 20:54:58,2005-06-24 00:41:58,1,2.99,2,34,352,2128
2005-07-30 18:39:43,186,2005-07-30 18:39:43,2005-08-04 22:41:43,2,5.99,2,5057,2119,9360
2005-08-20 22:24:35,430,2005-08-20 22:24:35,2005-08-30 02:26:35,1,5.99,1,11618,178,14058
2005-06-15 19:32:52,243,2005-06-15 19:32:52,2005-06-16 13:45:52,1,0.99,1,6568,4348,1452
2005-08-17 11:25:25,501,2005-08-17 11:25:25,2005-08-25 13:03:25,2,6.99,2,13506,40,11799
2005-07-31 06:20:58,592,2005-07-31 06:20:58,2005-08-06 06:09:58,2,6.99,2,15863,4318,9666
2005-07-07 07:26:19,15,2005-07-07 07:26:19,2005-07-14 07:50:19,1,5.99,2,390,1774,4127
2005-05-28 20:23:23,103,2005-05-28 20:23:23,2005-06-06 19:31:23,1,9.99,2,2770,3226,658
2005-07-06 18:46:34,530,2005-07-06 18:46:34,2005-07-07 13:15:34,2,4.99,1,14264,1695,3887
2005-07-08 20:05:38,574,2005-07-08 20:05:38,2005-07-14 14:55:38,2,2.99,2,15375,3576,4890
2005-08-02 10:05:30,436,2005-08-02 10:05:30,2005-08-07 08:30:30,2,0.99,1,11760,3260,11160
2005-08-23 13:22:56,202,2005-08-23 13:22:56,2005-08-26 10:35:56,2,4.99,2,5495,4343,15772
2005-05-25 14:31:25,25,2005-05-25 14:31:25,2005-06-01 10:07:25,1,7.99,1,656,2984,90
2005-08-20 11:38:16,386,2005-08-20 11:38:16,2005-08-27 08:01:16,1,2.99,1,10470,989,13764
2005-07-29 19:55:25,122,2005-07-29 19:55:25,2005-08-05 18:48:25,1,5.99,1,3302,3526,8772
2005-07-28 21:10:30,138,2005-07-28 21:10:30,2005-08-05 16:52:30,2,3.99,2,3734,2446,8160
2005-08-19 02:15:32,232,2005-08-19 02:15:32,2005-08-27 21:26:32,2,2.99,2,6265,3753,12853
2006-02-14 15:16:03,422,2006-02-14 15:16:03,,2,2.99,2,11423,258,15441
2005-07-09 06:34:40,397,2005-07-09 06:34:40,2005-07-10 03:44:40,2,4.99,2,10745,2390,5103
2005-07-27 23:19:29,316,2005-07-27 23:19:29,2005-07-29 23:04:29,2,2.99,1,8570,15,7586
2005-08-19 08:53:57,275,2005-08-19 08:53:57,2005-08-28 08:56:57,1,3.99,2,7456,65,13037
2005-08-20 03:53:16,456,2005-08-20 03:53:16,2005-08-25 04:02:16,1,4.99,1,12325,3122,13547
2005-06-17 22:05:40,46,2005-06-17 22:05:40,2005-06-21 02:53:40,2,0.99,1,1261,3303,2144
2005-07-06 23:32:44,558,2005-07-06 23:32:44,2005-07-14 01:35:44,1,3.99,2,14942,2009,3990
2005-08-20 18:52:17,553,2005-08-20 18:52:17,2005-08-28 15:19:17,1,2.99,1,14848,1687,13972
2005-07-12 21:20:11,377,2005-07-12 21:20:11,2005-07-21 18:55:11,2,7.99,2,10212,2611,6893
2005-06-15 10:11:42,27,2005-06-15 10:11:42,2005-06-16 15:00:42,1,4.99,1,720,2045,1310
2005-08-18 06:43:56,77,2005-08-18 06:43:56,2005-08-23 10:19:56,2,1.99,2,2109,1355,12328
2005-07-11 18:04:26,208,2005-07-11 18:04:26,2005-07-20 14:22:26,2,6.99,2,5641,486,6306
2005-08-19 11:55:13,220,2005-08-19 11:55:13,2005-08-21 05:55:13,2,2.99,2,5971,2804,13123
2005-08-18 20:30:33,474,2005-08-18 20:30:33,2005-08-27 01:22:33,1,4.99,2,12834,1884,12702
2005-07-06 10:46:15,75,2005-07-06 10:46:15,2005-07-07 09:25:15,1,0.99,2,2028,1914,3711
2005-08-23 14:58:06,31,2005-08-23 14:58:06,2005-08-28 13:30:06,2,6.99,1,877,3628,15816
2005-08-18 20:13:08,374,2005-08-18 20:13:08,2005-08-19 18:02:08,2,2.99,2,10142,3989,12696
2005-08-17 01:54:13,590,2005-08-17 01:54:13,2005-08-26 02:00:13,2,5.99,2,15813,192,11578
2005-08-17 00:59:47,323,2005-08-17 00:59:47,2005-08-22 05:09:47,2,0.99,1,8746,480,11548
2005-05-25 21:07:59,439,2005-05-25 21:07:59,2005-05-28 18:51:59,1,2.99,1,11829,2047,126
2005-07-12 03:11:55,219,2005-07-12 03:11:55,2005-07-16 02:08:55,2,1.99,2,5933,2851,6501
2005-07-10 22:06:48,419,2005-07-10 22:06:48,2005-07-12 23:58:48,2,0.99,2,11333,4372,5933
2005-05-31 19:34:52,562,2005-05-31 19:34:52,2005-06-06 17:40:52,1,5.99,1,15050,666,1139
2005-07-10 04:48:29,397,2005-07-10 04:48:29,2005-07-18 10:33:29,2,4.99,2,10746,3412,5598
2005-07-31 22:36:00,179,2005-07-31 22:36:00,2005-08-02 00:03:00,1,4.99,2,4880,141,10156
2005-08-20 21:31:58,260,2005-08-20 21:31:58,2005-08-22 16:28:58,2,2.99,1,7040,2035,14035
2005-07-29 08:40:36,162,2005-07-29 08:40:36,2005-08-01 10:23:36,2,4.99,1,4411,3742,8478
2005-06-17 05:11:27,199,2005-06-17 05:11:27,2005-06-23 23:16:27,1,2.99,1,5395,3903,1910
2005-08-22 04:26:34,299,2005-08-22 04:26:34,2005-08-31 10:04:34,2,6.99,1,8135,1736,14898
2005-08-18 21:07:28,56,2005-08-18 21:07:28,2005-08-24 17:46:28,2,4.99,1,1558,1505,12713
2005-07-10 07:53:51,108,2005-07-10 07:53:51,2005-07-14 12:57:51,1,5.99,2,2916,1878,5661
2005-07-27 14:33:00,195,2005-07-27 14:33:00,2005-08-01 15:01:00,1,2.99,2,5267,861,7349
2005-08-23 17:09:56,585,2005-08-23 17:09:56,2005-08-31 14:51:56,1,6.99,2,15688,528,15896
2005-07-11 16:38:16,236,2005-07-11 16:38:16,2005-07-13 10:57:16,2,4.99,2,6363,835,6281
