actor_id,film_id,title,description,release_year,language,original_language_id,rental_duration,rental_rate,length,replacement_cost,rating,first_name,last_name
51,525,LOATHING LEGALLY,A Boring Epistle of a Pioneer And a Mad Scientist who must Escape a Frisbee in The Gulf of Mexico,2006,English,,4,0.99,140,29.99,R,GARY,PHOENIX
51,734,ROAD ROXANNE,A Boring Character Study of a Waitress And a Astronaut who must Fight a Crocodile in Ancient Japan,2006,English,,4,4.99,158,12.99,R,GARY,PHOENIX
51,891,TIMBERLAND SKY,A Boring Display of a Man And a Dog who must Redeem a Girl in A U-Boat,2006,English,,3,0.99,69,13.99,G,GARY,PHOENIX
51,940,VICTORY ACADEMY,A Insightful Epistle of a Mad Scientist And a Explorer who must Challenge a Cat in The Sahara Desert,2006,English,,6,0.99,64,19.99,PG-13,GARY,PHOENIX
51,5,AFRICAN EGG,A Fast-Paced Documentary of a Pastry Chef And a Dentist who must Pursue a Forensic Psychologist in The Gulf of Mexico,2006,English,,6,2.99,130,22.99,G,GARY,PHOENIX
51,408,HEAD STRANGER,A Thoughtful Saga of a Hunter And a Crocodile who must Confront a Dog in The Gulf of Mexico,2006,English,,4,4.99,69,28.99,R,GARY,PHOENIX
85,895,TOMORROW HUSTLER,A Thoughtful Story of a Moose And a Husband who must Face a Secret Agent in The Sahara Desert,2006,English,,3,2.99,142,21.99,R,MINNIE,ZELLWEGER
85,421,HOLIDAY GAMES,A Insightful Reflection of a Waitress And a Madman who must Pursue a Boy in Ancient Japan,2006,English,,7,4.99,78,10.99,PG-13,MINNIE,ZELLWEGER
85,72,BILL OTHERS,A Stunning Saga of a Mad Scientist And a Forensic Psychologist who must Challenge a Squirrel in A MySQL Convention,2006,English,,6,2.99,93,12.99,PG,MINNIE,ZELLWEGER
85,296,EXPRESS LONELY,A Boring Drama of a Astronaut And a Boat who must Face a Boat in California,2006,English,,5,2.99,178,23.99,R,MINNIE,ZELLWEGER
85,591,MONSOON CAUSE,A Astounding Tale of a Crocodile And a Car who must Outrace a Squirrel in A U-Boat,2006,English,,6,4.99,182,20.99,PG,MINNIE,ZELLWEGER
85,678,PICKUP DRIVING,A Touching Documentary of a Husband And a Boat who must Meet a Pastry Chef in A Baloon Factory,2006,English,,3,2.99,77,23.99,G,MINNIE,ZELLWEGER
85,383,GROOVE FICTION,A Unbelieveable Reflection of a Moose And a A Shark who must Defeat a Lumberjack in An Abandoned Mine Shaft,2006,English,,6,0.99,111,13.99,NC-17,MINNIE,ZELLWEGER
85,2,ACE GOLDFINGER,A Astounding Epistle of a Database Administrator And a Explorer who must Find a Car in Ancient China,2006,English,,3,4.99,48,12.99,G,MINNIE,ZELLWEGER
85,558,MANNEQUIN WORST,A Astounding Saga of a Mad Cow And a Pastry Chef who must Discover a Husband in Ancient India,2006,English,,3,2.99,71,18.99,PG-13,MINNIE,ZELLWEGER
85,337,FRIDA SLIPPER,A Fateful Story of a Lumberjack And a Car who must Escape a Boat in An Abandoned Mine Shaft,2006,English,,6,2.99,73,11.99,R,MINNIE,ZELLWEGER
85,92,BOWFINGER GABLES,A Fast-Paced Yarn of a Waitress And a Composer who must Outgun a Dentist in California,2006,English,,7,4.99,72,19.99,NC-17,MINNIE,ZELLWEGER
85,957,WAR NOTTING,A Boring Drama of a Teacher And a Sumo Wrestler who must Challenge a Secret Agent in The Canadian Rockies,2006,English,,7,4.99,80,26.99,G,MINNIE,ZELLWEGER
85,148,CHOCOLATE DUCK,A Unbelieveable Story of a Mad Scientist And a Technical Writer who must Discover a Composer in Ancient China,2006,English,,3,2.99,132,13.99,R,MINNIE,ZELLWEGER
85,85,BONNIE HOLOCAUST,A Fast-Paced Story of a Crocodile And a Robot who must Find a Moose in Ancient Japan,2006,English,,4,0.99,63,29.99,G,MINNIE,ZELLWEGER
85,869,SUSPECTS QUILLS,A Emotional Epistle of a Pioneer And a Crocodile who must Battle a Man in A Manhattan Penthouse,2006,English,,4,2.99,47,22.99,PG,MINNIE,ZELLWEGER
85,290,EVERYONE CRAFT,A Fateful Display of a Waitress And a Dentist who must Reach a Butler in Nigeria,2006,English,,4,0.99,163,29.99,PG,MINNIE,ZELLWEGER
85,216,DAY UNFAITHFUL,A Stunning Documentary of a Composer And a Mad Scientist who must Find a Technical Writer in A U-Boat,2006,English,,3,4.99,113,16.99,G,MINNIE,ZELLWEGER
85,297,EXTRAORDINARY CONQUERER,A Stunning Story of a Dog And a Feminist who must Face a Forensic Psychologist in Berlin,2006,English,,6,2.99,122,29.99,G,MINNIE,ZELLWEGER
85,875,TALENTED HOMICIDE,A Lacklusture Panorama of a Dentist And a Forensic Psychologist who must Outrace a Pioneer in A U-Boat,2006,English,,6,0.99,173,9.99,PG,MINNIE,ZELLWEGER
85,14,ALICE FANTASIA,A Emotional Drama of a A Shark And a Database Administrator who must Vanquish a Pioneer in Soviet Georgia,2006,English,,6,0.99,94,23.99,NC-17,MINNIE,ZELLWEGER
85,475,JAPANESE RUN,A Awe-Inspiring Epistle of a Feminist And a Girl who must Sink a Girl in The Outback,2006,English,,6,0.99,135,29.99,G,MINNIE,ZELLWEGER
85,812,SMOKING BARBARELLA,A Lacklusture Saga of a Mad Cow And a Mad Scientist who must Sink a Cat in A MySQL Convention,2006,English,,7,0.99,50,13.99,PG-13,MINNIE,ZELLWEGER
85,761,SANTA PARIS,A Emotional Documentary of a Moose And a Car who must Redeem a Mad Cow in A Baloon Factory,2006,English,,7,2.99,154,23.99,PG,MINNIE,ZELLWEGER
85,630,NOTTING SPEAKEASY,A Thoughtful Display of a Butler And a Womanizer who must Find a Waitress in The Canadian Rockies,2006,English,,7,0.99,48,19.99,PG-13,MINNIE,ZELLWEGER
129,348,GANDHI KWAI,A Thoughtful Display of a Mad Scientist And a Secret Agent who must Chase a Boat in Berlin,2006,English,,7,0.99,86,9.99,PG-13,DARYL,CRAWFORD
129,431,HOOSIERS BIRDCAGE,A Astounding Display of a Explorer And a Boat who must Vanquish a Car in The First Manned Space Station,2006,English,,3,2.99,176,12.99,G,DARYL,CRAWFORD
129,962,WASTELAND DIVINE,A Fanciful Story of a Database Administrator And a Womanizer who must Fight a Database Administrator in Ancient China,2006,English,,7,2.99,85,18.99,PG,DARYL,CRAWFORD
129,56,BAREFOOT MANCHURIAN,A Intrepid Story of a Cat And a Student who must Vanquish a Girl in An Abandoned Amusement Park,2006,English,,6,2.99,129,15.99,G,DARYL,CRAWFORD
129,520,LICENSE WEEKEND,A Insightful Story of a Man And a Husband who must Overcome a Madman in A Monastery,2006,English,,7,2.99,91,28.99,NC-17,DARYL,CRAWFORD
129,597,MOONWALKER FOOL,A Epic Drama of a Feminist And a Pioneer who must Sink a Composer in New Orleans,2006,English,,5,4.99,184,12.99,G,DARYL,CRAWFORD
129,471,ISLAND EXORCIST,A Fanciful Panorama of a Technical Writer And a Boy who must Find a Dentist in An Abandoned Fun House,2006,English,,7,2.99,84,23.99,NC-17,DARYL,CRAWFORD
129,418,HOBBIT ALIEN,A Emotional Drama of a Husband And a Girl who must Outgun a Composer in The First Manned Space Station,2006,English,,5,0.99,157,27.99,PG-13,DARYL,CRAWFORD
129,89,BORROWERS BEDAZZLED,A Brilliant Epistle of a Teacher And a Sumo Wrestler who must Defeat a Man in An Abandoned Fun House,2006,English,,7,0.99,63,22.99,G,DARYL,CRAWFORD
129,910,TREATMENT JEKYLL,A Boring Story of a Teacher And a Student who must Outgun a Cat in An Abandoned Mine Shaft,2006,English,,3,0.99,87,19.99,PG,DARYL,CRAWFORD
129,202,DADDY PITTSBURGH,A Epic Story of a A Shark And a Student who must Confront a Explorer in The Gulf of Mexico,2006,English,,5,4.99,161,26.99,G,DARYL,CRAWFORD
129,938,VELVET TERMINATOR,A Lacklusture Tale of a Pastry Chef And a Technical Writer who must Confront a Crocodile in An Abandoned Amusement Park,2006,English,,3,4.99,173,14.99,R,DARYL,CRAWFORD
129,669,PEARL DESTINY,A Lacklusture Yarn of a Astronaut And a Pastry Chef who must Sink a Dog in A U-Boat,2006,English,,3,2.99,74,10.99,NC-17,DARYL,CRAWFORD
129,367,GOLDMINE TYCOON,A Brilliant Epistle of a Composer And a Frisbee who must Conquer a Husband in The Outback,2006,English,,6,0.99,153,20.99,R,DARYL,CRAWFORD
129,684,PIZZA JUMANJI,A Epic Saga of a Cat And a Squirrel who must Outgun a Robot in A U-Boat,2006,English,,4,2.99,173,11.99,NC-17,DARYL,CRAWFORD
129,391,HALF OUTFIELD,A Epic Epistle of a Database Administrator And a Crocodile who must Face a Madman in A Jet Boat,2006,English,,6,2.99,146,25.99,PG-13,DARYL,CRAWFORD
129,826,SPEED SUIT,A Brilliant Display of a Frisbee And a Mad Scientist who must Succumb a Robot in Ancient China,2006,English,,7,4.99,124,19.99,PG-13,DARYL,CRAWFORD
129,640,OPUS ICE,A Fast-Paced Drama of a Hunter And a Boy who must Discover a Feminist in The Sahara Desert,2006,English,,5,4.99,102,21.99,R,DARYL,CRAWFORD
129,705,PURPLE MOVIE,A Boring Display of a Pastry Chef And a Sumo Wrestler who must Discover a Frisbee in An Abandoned Amusement Park,2006,English,,4,2.99,88,9.99,R,DARYL,CRAWFORD
129,230,DIARY PANIC,A Thoughtful Character Study of a Frisbee And a Mad Cow who must Outgun a Man in Ancient India,2006,English,,7,2.99,107,20.99,G,DARYL,CRAWFORD
129,166,COLOR PHILADELPHIA,A Thoughtful Panorama of a Car And a Crocodile who must Sink a Monkey in The Sahara Desert,2006,English,,6,2.99,149,19.99,G,DARYL,CRAWFORD
129,834,SPOILERS HELLFIGHTERS,A Fanciful Story of a Technical Writer And a Squirrel who must Defeat a Dog in The Gulf of Mexico,2006,English,,4,0.99,151,26.99,G,DARYL,CRAWFORD
129,857,STRICTLY SCARFACE,A Touching Reflection of a Crocodile And a Dog who must Chase a Hunter in An Abandoned Fun House,2006,English,,3,2.99,144,24.99,PG-13,DARYL,CRAWFORD
107,348,GANDHI KWAI,A Thoughtful Display of a Mad Scientist And a Secret Agent who must Chase a Boat in Berlin,2006,English,,7,0.99,86,9.99,PG-13,GINA,DEGENERES
107,520,LICENSE WEEKEND,A Insightful Story of a Man And a Husband who must Overcome a Madman in A Monastery,2006,English,,7,2.99,91,28.99,NC-17,GINA,DEGENERES
107,781,SEVEN SWARM,A Unbelieveable Character Study of a Dog And a Mad Cow who must Kill a Monkey in Berlin,2006,English,,4,4.99,127,15.99,R,GINA,DEGENERES
107,637,OPEN AFRICAN,A Lacklusture Drama of a Secret Agent And a Explorer who must Discover a Car in A U-Boat,2006,English,,7,4.99,131,16.99,PG,GINA,DEGENERES
107,292,EXCITEMENT EVE,A Brilliant Documentary of a Monkey And a Car who must Conquer a Crocodile in A Shark Tank,2006,English,,3,0.99,51,20.99,G,GINA,DEGENERES
107,849,STORM HAPPINESS,A Insightful Drama of a Feminist And a A Shark who must Vanquish a Boat in A Shark Tank,2006,English,,6,0.99,57,28.99,NC-17,GINA,DEGENERES
107,62,BED HIGHBALL,A Astounding Panorama of a Lumberjack And a Dog who must Redeem a Woman in An Abandoned Fun House,2006,English,,5,2.99,106,23.99,NC-17,GINA,DEGENERES
107,467,INTRIGUE WORST,A Fanciful Character Study of a Explorer And a Mad Scientist who must Vanquish a Squirrel in A Jet Boat,2006,English,,6,0.99,181,10.99,G,GINA,DEGENERES
107,574,MIDNIGHT WESTWARD,A Taut Reflection of a Husband And a A Shark who must Redeem a Pastry Chef in A Monastery,2006,English,,3,0.99,86,19.99,G,GINA,DEGENERES
107,977,WINDOW SIDE,A Astounding Character Study of a Womanizer And a Hunter who must Escape a Robot in A Monastery,2006,English,,3,2.99,85,25.99,R,GINA,DEGENERES
107,277,ELEPHANT TROJAN,A Beautiful Panorama of a Lumberjack And a Forensic Psychologist who must Overcome a Frisbee in A Baloon,2006,English,,4,4.99,126,24.99,PG-13,GINA,DEGENERES
107,606,MUMMY CREATURES,A Fateful Character Study of a Crocodile And a Monkey who must Meet a Dentist in Australia,2006,English,,3,0.99,160,15.99,NC-17,GINA,DEGENERES
107,571,METAL ARMAGEDDON,A Thrilling Display of a Lumberjack And a Crocodile who must Meet a Monkey in A Baloon Factory,2006,English,,6,2.99,161,26.99,PG-13,GINA,DEGENERES
107,338,FRISCO FORREST,A Beautiful Documentary of a Woman And a Pioneer who must Pursue a Mad Scientist in A Shark Tank,2006,English,,6,4.99,51,23.99,PG,GINA,DEGENERES
107,409,HEARTBREAKERS BRIGHT,A Awe-Inspiring Documentary of a A Shark And a Dentist who must Outrace a Pastry Chef in The Canadian Rockies,2006,English,,3,4.99,59,9.99,G,GINA,DEGENERES
107,165,COLDBLOODED DARLING,A Brilliant Panorama of a Dentist And a Moose who must Find a Student in The Gulf of Mexico,2006,English,,7,4.99,70,27.99,G,GINA,DEGENERES
107,859,SUGAR WONKA,A Touching Story of a Dentist And a Database Administrator who must Conquer a Astronaut in An Abandoned Amusement Park,2006,English,,3,4.99,114,20.99,PG,GINA,DEGENERES
107,905,TRAINSPOTTING STRANGERS,A Fast-Paced Drama of a Pioneer And a Mad Cow who must Challenge a Madman in Ancient Japan,2006,English,,7,4.99,132,10.99,PG-13,GINA,DEGENERES
107,445,HYDE DOCTOR,A Fanciful Documentary of a Boy And a Woman who must Redeem a Womanizer in A Jet Boat,2006,English,,5,2.99,100,11.99,G,GINA,DEGENERES
107,239,DOGMA FAMILY,A Brilliant Character Study of a Database Administrator And a Monkey who must Succumb a Astronaut in New Orleans,2006,English,,5,4.99,122,16.99,G,GINA,DEGENERES
107,369,GOODFELLAS SALUTE,A Unbelieveable Tale of a Dog And a Explorer who must Sink a Mad Cow in A Baloon Factory,2006,English,,4,4.99,56,22.99,PG,GINA,DEGENERES
107,796,SIERRA DIVIDE,A Emotional Character Study of a Frisbee And a Mad Scientist who must Build a Madman in California,2006,English,,3,0.99,135,12.99,NC-17,GINA,DEGENERES
107,392,HALL CASSIDY,A Beautiful Panorama of a Pastry Chef And a A Shark who must Battle a Pioneer in Soviet Georgia,2006,English,,5,4.99,51,13.99,NC-17,GINA,DEGENERES
