ss_tp,ss_tx_d,ss_sbclllr_frctn,chmbl_d,ss_rgnsm,dscrptn,vrnt_d,dc_d,rltnshp_tp,cll_d,crtd_b,ss_ctgr,ss_strn,ss_tss,tss_d,ss_cll_tp,src_d,cnfdnc_scr,src_ss_d,b_frmt,ss_d,ss_tst_tp,td
A,10116.0,,CHEMBL618656,Rattus norvegicus,Compound was tested for solubility in water,,1465,N,,Intermediate,,,,,,1,1,,BAO_0000218,7534,,50597
P,,,CHEMBL618657,,Solubility in phosphate buffered saline (1% DMSO) at pH 6.5 (24 hr equilibration),,5182,U,,Intermediate,,,,,,1,0,,BAO_0000100,7535,,22229
A,10116.0,,CHEMBL618658,Rattus norvegicus,Solubility was determined,,17847,N,,Intermediate,,,,,,1,1,,BAO_0000218,7536,,50597
A,10116.0,,CHEMBL618659,Rattus norvegicus,solubility in water (ug/mL) at 37 degree C.,,15339,N,,Intermediate,,,,,,1,1,,BAO_0000218,7537,,50597
A,10116.0,,CHEMBL618660,Rattus norvegicus,First pass metabolism and metabolic bioavailability using rat hepatic microsomes,,5202,N,,Intermediate,,,,,,1,1,,BAO_0000218,7538,,50597
A,10116.0,,CHEMBL618661,Rattus norvegicus,In vitro stability relative to (+)-AJ76 in rat hepatocyte assay,,1088,N,,Intermediate,,,,,,1,1,,BAO_0000218,7539,,50597
A,10116.0,,CHEMBL873807,Rattus norvegicus,Half life in rats,,3169,N,,Intermediate,,,,,,1,1,,BAO_0000218,7540,,50597
A,10116.0,,CHEMBL618662,Rattus norvegicus,Half life in Dawley rat,,5353,N,,Intermediate,,,,,,1,1,,BAO_0000218,7541,,50597
A,10116.0,,CHEMBL618663,Rattus norvegicus,Half life period after 3 mg/kg iv administration,,2864,N,,Intermediate,,,,,,1,1,,BAO_0000218,7542,In vivo,50597
A,10116.0,,CHEMBL618664,Rattus norvegicus,Half life period after 3 mg/kg iv administration in rat,,2864,N,,Intermediate,,,,,,1,1,,BAO_0000218,7543,In vivo,50597
A,10116.0,,CHEMBL618665,Rattus norvegicus,Half life period after 3 mg/kg iv administration in the rat,,2864,N,,Intermediate,,,,,,1,1,,BAO_0000218,7544,In vivo,50597
A,10116.0,,CHEMBL876498,Rattus norvegicus,Half life period in female Sprague-Dawley rats,,6362,N,,Intermediate,,,,,,1,1,,BAO_0000218,7545,,50597
A,10116.0,,CHEMBL618666,Rattus norvegicus,Half life period in rat,,6249,N,,Intermediate,,,,,,1,1,,BAO_0000218,7546,,50597
A,10116.0,,CHEMBL620440,Rattus norvegicus,Half-life in rats was determined,,3169,N,,Intermediate,,,,,,1,1,,BAO_0000218,7547,,50597
A,10116.0,,CHEMBL620441,Rattus norvegicus,Half-life in rats with metabolic oxidation,,3169,N,,Intermediate,,,,,,1,1,,BAO_0000218,7548,,50597
A,10116.0,,CHEMBL620442,Rattus norvegicus,Half-life in rats,,3169,N,,Intermediate,,,,,,1,1,,BAO_0000218,7549,,50597
A,10116.0,,CHEMBL620443,Rattus norvegicus,T 1/2 at a dose of 10 mg/Kg administered intravenously in female hanover-wistar rat,,17260,N,,Intermediate,,,,,,1,1,,BAO_0000218,7550,In vivo,50597
A,10116.0,,CHEMBL620444,Rattus norvegicus,T 1/2 at a dose of 10 mg/Kg administered perorally in female hanover-wistar rat,,17260,N,,Intermediate,,,,,,1,1,,BAO_0000218,7551,In vivo,50597
A,10116.0,,CHEMBL620445,Rattus norvegicus,T max at a dose of 10 mg/Kg administered intravenously in female hanover-wistar rat,,17260,N,,Intermediate,,,,,,1,1,,BAO_0000218,7552,In vivo,50597
A,10116.0,,CHEMBL620446,Rattus norvegicus,T max at a dose of 10 mg/Kg administered perorally in female hanover-wistar rat,,17260,N,,Intermediate,,,,,,1,1,,BAO_0000218,7553,In vivo,50597
A,10116.0,,CHEMBL620447,Rattus norvegicus,Biological half-life measured in plasma of rat,,2879,N,,Intermediate,,,Plasma,1969.0,,1,1,,BAO_0000218,7554,,50597
A,10116.0,,CHEMBL621129,Rattus norvegicus,Biological half-life measured in plasma of rat; 22-25,,2879,N,,Intermediate,,,Plasma,1969.0,,1,1,,BAO_0000218,7555,,50597
A,10116.0,,CHEMBL621130,Rattus norvegicus,Biological half-life measured in plasma of rat; 9-16,,2879,N,,Intermediate,,,Plasma,1969.0,,1,1,,BAO_0000218,7556,,50597
A,10116.0,,CHEMBL873808,Rattus norvegicus,Compound was evaluated for its half life when administered intravenously in rat,,3184,N,,Intermediate,,,,,,1,1,,BAO_0000218,7557,In vivo,50597
A,10116.0,,CHEMBL876598,Rattus norvegicus,Compound was evaluated for pharmacokinetic parameter percent bioavailability at 8 h,,4891,N,,Intermediate,,,,,,1,1,,BAO_0000218,7558,In vivo,50597
A,10116.0,,CHEMBL621131,Rattus norvegicus,Evaluated for pharmacokinetic parameter half-life in rat at the dose 50 mg/kg,,429,N,,Intermediate,,,,,,1,1,,BAO_0000218,7559,In vivo,50597
A,10116.0,,CHEMBL621132,Rattus norvegicus,Half life (T1/2) after oral administration in rat,,5656,N,,Intermediate,,,,,,1,1,,BAO_0000218,7560,In vivo,50597
A,10116.0,,CHEMBL621133,Rattus norvegicus,Half life of compound after iv administration of 20 mg/kg dose in rat,,4413,N,,Intermediate,,,,,,1,1,,BAO_0000218,7561,In vivo,50597
A,10116.0,,CHEMBL621312,Rattus norvegicus,Half life of compound determined in rat after iv administration at a dose of 10 mg/kg,,3598,N,,Expert,,,,,,1,1,,BAO_0000218,7562,In vivo,50597
A,10116.0,,CHEMBL621313,Rattus norvegicus,Half life of compound was determined in rat,,17267,N,,Intermediate,,,,,,1,1,,BAO_0000218,7563,,50597
A,10116.0,,CHEMBL621314,Rattus norvegicus,Half life of compound was determined in rat blood,,4727,N,,Intermediate,,,Blood,178.0,,1,1,,BAO_0000218,7564,,50597
A,10116.0,,CHEMBL621315,Rattus norvegicus,Half life at 1 mg/kg was determined in rat,,17651,N,,Intermediate,,,,,,1,1,,BAO_0000218,7565,In vivo,50597
A,10116.0,,CHEMBL621316,Rattus norvegicus,Half life at 10 mg/kg was determined in rat,,17651,N,,Intermediate,,,,,,1,1,,BAO_0000218,7566,In vivo,50597
A,10116.0,,CHEMBL621317,Rattus norvegicus,Half life in rats,,401,N,,Intermediate,,,,,,1,1,,BAO_0000218,7567,,50597
A,10116.0,,CHEMBL621318,Rattus norvegicus,Half life in rats in hours,,4942,N,,Intermediate,,,,,,1,1,,BAO_0000218,7568,,50597
A,10116.0,,CHEMBL621319,Rattus norvegicus,Half life following 10 mg/kg intravenous or 50 mg/kg oral dosing in rats was determined,,17735,N,,Intermediate,,,,,,1,1,,BAO_0000218,7569,In vivo,50597
A,10116.0,,CHEMBL621377,Rattus norvegicus,Half life was calculated at a single intravenous administration of 20 mg/kg in rat,,6056,N,,Intermediate,,,,,,1,1,,BAO_0000218,7570,In vivo,50597
A,10116.0,,CHEMBL621378,Rattus norvegicus,Half life was determined,,5213,N,,Intermediate,,,,,,1,1,,BAO_0000218,7571,,50597
A,10116.0,,CHEMBL876599,Rattus norvegicus,Half life after i.v. administration,,6616,N,,Intermediate,,,,,,1,1,,BAO_0000218,7572,In vivo,50597
A,10116.0,,CHEMBL621379,Rattus norvegicus,Half life in rat after intravenous administration at a concentration 0.5 mg/kg,,5937,N,,Intermediate,,,,,,1,1,,BAO_0000218,7573,In vivo,50597
A,10116.0,,CHEMBL621380,Rattus norvegicus,Half life in rat plasma,,5819,N,,Intermediate,,,Plasma,1969.0,,1,1,,BAO_0000218,7574,,50597
A,10116.0,,CHEMBL621381,Rattus norvegicus,Half life in rat plasma; Not detected,,5819,N,,Intermediate,,,Plasma,1969.0,,1,1,,BAO_0000218,7575,,50597
A,10116.0,,CHEMBL618515,Rattus norvegicus,Half life in rats,,6803,N,,Intermediate,,,,,,1,1,,BAO_0000218,7576,,50597
A,10116.0,,CHEMBL618516,Rattus norvegicus,Half life period of compound was determined after peroral administration,,17804,N,,Intermediate,,,,,,1,1,,BAO_0000218,7577,In vivo,50597
A,10116.0,,CHEMBL618517,Rattus norvegicus,Half life period of compound was determined at a dose of 3 mg/kg by intravenous administration,,17804,N,,Intermediate,,,,,,1,1,,BAO_0000218,7578,In vivo,50597
A,10116.0,,CHEMBL618518,Rattus norvegicus,Half life period in rat,,5948,N,,Intermediate,,,,,,1,1,,BAO_0000218,7579,,50597
A,10116.0,,CHEMBL618519,Rattus norvegicus,Half life period was evaluated against Sprague-Dawley rats at a dose of 15 mg/kg after iv administration,,1916,N,,Intermediate,,,,,,1,1,,BAO_0000218,7580,In vivo,50597
A,10116.0,,CHEMBL618698,Rattus norvegicus,Half life period was evaluated in Sprague-Dawley rats at a dose of 15 mg/kg after po administration,,1916,N,,Intermediate,,,,,,1,1,,BAO_0000218,7581,In vivo,50597
A,10116.0,,CHEMBL618862,Rattus norvegicus,Half life period was evaluated in Sprague-Dawley rats at a dose of 15 mg/kg after po administration; Not available,,1916,N,,Intermediate,,,,,,1,1,,BAO_0000218,7582,In vivo,50597
A,10116.0,,CHEMBL618863,Rattus norvegicus,Half life period was determined after intravenous administration at a dose 5 mg/kg to male Sprague-Dawley rats,,4890,N,,Intermediate,,,,,,1,1,,BAO_0000218,7583,In vivo,50597
A,10116.0,,CHEMBL618864,Rattus norvegicus,Half life period was determined for compound after intravenous administration in rats at 24 uM/kg,,17764,N,,Intermediate,,,,,,1,1,,BAO_0000218,7584,In vivo,50597
A,10116.0,,CHEMBL618865,Rattus norvegicus,Half life time in rat the dose of 2 mg/kg,,4727,N,,Intermediate,,,,,,1,1,,BAO_0000218,7585,In vivo,50597
A,10116.0,,CHEMBL618866,Rattus norvegicus,Half-life 24 hr after 10 mg/kg iv administration in rats,,17509,N,,Intermediate,,,,,,1,1,,BAO_0000218,7586,In vivo,50597
A,10116.0,,CHEMBL618867,Rattus norvegicus,Half-life 24 hr after 2 mg/kg iv administration in rats,,17509,N,,Intermediate,,,,,,1,1,,BAO_0000218,7587,In vivo,50597
A,10116.0,,CHEMBL875828,Rattus norvegicus,Half-life consistent with the observed metabolic steady state in rats,,6597,N,,Intermediate,,,,,,1,1,,BAO_0000218,7588,,50597
A,10116.0,,CHEMBL618868,Rattus norvegicus,Half-life following 10 mg/kg intravenous or 50 mg/kg oral dosing in rats was determined,,17735,N,,Intermediate,,,,,,1,1,,BAO_0000218,7589,In vivo,50597
A,10116.0,,CHEMBL618869,Rattus norvegicus,Half-life for oxidative metabolic stability was determined using male human,,6597,N,,Intermediate,,,,,,1,1,,BAO_0000218,7590,,50597
A,10116.0,,CHEMBL618870,Rattus norvegicus,"Half-life in fischer rats at 5 mg/kg dose, administered intravenously",,17670,N,,Intermediate,,,,,,1,1,,BAO_0000218,7591,In vivo,50597
A,10116.0,,CHEMBL618871,Rattus norvegicus,Half-life in rat plasma,,1696,N,,Intermediate,,,Plasma,1969.0,,1,1,,BAO_0000218,7592,,50597
A,10116.0,,CHEMBL618872,Rattus norvegicus,Half-life in rat plasma was determined,,1742,N,,Intermediate,,,Plasma,1969.0,,1,1,,BAO_0000218,7593,,50597
A,10116.0,,CHEMBL873816,Rattus norvegicus,Half-life in rats was determined,,17800,N,,Intermediate,,,,,,1,1,,BAO_0000218,7594,,50597
A,,,CHEMBL618873,,Area under curve of acid 2a was determined by HPLC at a dosage of 54.5 mg/kg administered intragastrically by gavage method in dog,,12923,U,,Autocuration,,,,,,1,0,,BAO_0000218,7595,,22224
A,,,CHEMBL621602,,Area under curve after oral dose of 0.1 mg//kg,,11954,U,,Autocuration,,,,,,1,0,,BAO_0000019,7596,,22224
A,,,CHEMBL621603,,Area under curve after oral dose of 0.3 mg/kg,,11954,U,,Autocuration,,,,,,1,0,,BAO_0000218,7597,,22224
A,,,CHEMBL621604,,Area under curve after oral dose of 1 mg/kg,,11954,U,,Autocuration,,,,,,1,0,,BAO_0000218,7598,,22224
A,,,CHEMBL621605,,Area under curve after oral dose of 10 mg/kg,,11954,U,,Autocuration,,,,,,1,0,,BAO_0000218,7599,,22224
A,,,CHEMBL621606,,Area under curve after oral dose of 23.4 mg/kg,,11954,U,,Autocuration,,,,,,1,0,,BAO_0000218,7600,,22224
A,,,CHEMBL621607,,Area under curve after oral dose of 3 mg/kg,,11954,U,,Autocuration,,,,,,1,0,,BAO_0000218,7601,,22224
A,,,CHEMBL621608,,Area under curve after oral dose of 3.87 mg/kg,,11954,U,,Autocuration,,,,,,1,0,,BAO_0000218,7602,,22224
A,,,CHEMBL621609,,Area under curve was determined,,5237,U,,Autocuration,,,,,,1,0,,BAO_0000019,7603,,22224
A,,,CHEMBL621610,,Area under curve at a dose of 10 mg/kg,,4026,U,,Autocuration,,,,,,1,0,,BAO_0000218,7604,,22224
A,10116.0,,CHEMBL621611,Rattus norvegicus,Area under curve was determined; ND=No data,,5237,N,,Intermediate,,,,,,1,1,,BAO_0000218,7605,,50597
A,10116.0,,CHEMBL621612,Rattus norvegicus,Area under curve was evaluated in rat brain when administered intraperitoneally at a dose of 10 mg/kg for 4 or 6 hours,,14793,N,,Intermediate,,,,,,1,1,,BAO_0000218,7606,,50597
A,10116.0,,CHEMBL622308,Rattus norvegicus,Area under curve was evaluated in rat brain when administered intraperitoneally at a dose of 10 mg/kg for infinite hours,,14793,N,,Intermediate,,,,,,1,1,,BAO_0000218,7607,,50597
A,10116.0,,CHEMBL622309,Rattus norvegicus,Area under curve was evaluated in rat brain when administered intravenously at a dose of 10 mg/kg for 4 or 6 hours,,14793,N,,Intermediate,,,,,,1,1,,BAO_0000218,7608,,50597
A,10116.0,,CHEMBL622310,Rattus norvegicus,Area under curve was evaluated in rat brain when administered intravenously at a dose of 10 mg/kg for infinite hours,,14793,N,,Intermediate,,,,,,1,1,,BAO_0000218,7609,,50597
A,10116.0,,CHEMBL622311,Rattus norvegicus,Area under curve was evaluated in rat brain when administered perorally at a dose of 100 mg/kg for 4 or 6 hours,,14793,N,,Intermediate,,,,,,1,1,,BAO_0000218,7610,,50597
A,10116.0,,CHEMBL622312,Rattus norvegicus,Area under curve was evaluated in rat brain when administered perorally at a dose of 100 mg/kg for infinite hours; Not calculated,,14793,N,,Intermediate,,,,,,1,1,,BAO_0000218,7611,,50597
A,10116.0,,CHEMBL622931,Rattus norvegicus,Area under curve was evaluated in rat brain when administered perorally at a dose of 10 mg/kg for 4 or 6 hours,,14793,N,,Intermediate,,,,,,1,1,,BAO_0000218,7612,,50597
A,10116.0,,CHEMBL622932,Rattus norvegicus,Area under curve was evaluated in rat brain when administered perorally at a dose of 10 mg/kg for infinite hours; Not calculated,,14793,N,,Intermediate,,,,,,1,1,,BAO_0000218,7613,,50597
A,10116.0,,CHEMBL622736,Rattus norvegicus,Area under curve was evaluated in rat plasma when administered intraperitoneally at a dose of 10 mg/kg for 4 or 6 hours,,14793,N,,Intermediate,,,Plasma,1969.0,,1,1,,BAO_0000218,7614,,50597
A,10116.0,,CHEMBL622737,Rattus norvegicus,Area under curve was evaluated in rat plasma when administered intraperitoneally at a dose of 10 mg/kg for infinite hours,,14793,N,,Intermediate,,,Plasma,1969.0,,1,1,,BAO_0000218,7615,,50597
A,10116.0,,CHEMBL622738,Rattus norvegicus,Area under curve was evaluated in rat plasma when administered intravenously at a dose of 10 mg/kg for 4 or 6 hours,,14793,N,,Intermediate,,,Plasma,1969.0,,1,1,,BAO_0000218,7616,,50597
A,10116.0,,CHEMBL622739,Rattus norvegicus,Area under curve was evaluated in rat plasma when administered intravenously at a dose of 10 mg/kg for infinite hours,,14793,N,,Intermediate,,,Plasma,1969.0,,1,1,,BAO_0000218,7617,,50597
A,10116.0,,CHEMBL622740,Rattus norvegicus,Area under curve was evaluated in rat plasma when administered perorally at a dose of 100 mg/kg for 4 or 6 hours,,14793,N,,Intermediate,,,Plasma,1969.0,,1,1,,BAO_0000218,7618,,50597
A,10116.0,,CHEMBL622741,Rattus norvegicus,Area under curve was evaluated in rat plasma when administered perorally at a dose of 100 mg/kg for infinite hours,,14793,N,,Intermediate,,,Plasma,1969.0,,1,1,,BAO_0000218,7619,,50597
A,10116.0,,CHEMBL622742,Rattus norvegicus,Area under curve was evaluated in rat plasma when administered perorally at a dose of 10 mg/kg for 4 or 6 hours,,14793,N,,Intermediate,,,Plasma,1969.0,,1,1,,BAO_0000218,7620,,50597
A,10116.0,,CHEMBL622743,Rattus norvegicus,Area under curve was evaluated in rat plasma when administered perorally at a dose of 10 mg/kg for infinite hours,,14793,N,,Intermediate,,,Plasma,1969.0,,1,1,,BAO_0000218,7621,,50597
A,10090.0,,CHEMBL622744,Mus musculus,AUC in mice,,11637,N,,Intermediate,,,Plasma,1969.0,,1,1,,BAO_0000218,7622,,50594
A,,,CHEMBL624134,,Area under curve was measured from the graph obtained from concentration Vs time,,11149,U,,Autocuration,,,,,,1,0,,BAO_0000019,7623,,22224
A,,,CHEMBL624135,,Area under curve value of compound per hour after oral administration,,10016,U,,Autocuration,,,,,,1,0,,BAO_0000019,7624,,22224
A,10116.0,,CHEMBL624136,Rattus norvegicus,Area under curve was determined after oral administration in rats,,17796,N,,Intermediate,,,,,,1,1,,BAO_0000218,7625,,50597
A,10116.0,,CHEMBL624137,Rattus norvegicus,Area under curve was determined after oral administration in rats; No data,,17796,N,,Intermediate,,,,,,1,1,,BAO_0000218,7626,,50597
A,10116.0,,CHEMBL624320,Rattus norvegicus,Area under curve was determined after oral administration in rats;No data,,17796,N,,Intermediate,,,,,,1,1,,BAO_0000218,7627,,50597
A,9615.0,,CHEMBL624321,Canis lupus familiaris,Area under curve was determined by HPLC at a dosage of 2.27 mg/kg administered intravenously by bolus method in dog,,12923,N,,Intermediate,,,,,,1,1,,BAO_0000218,7628,,50588
A,10116.0,,CHEMBL624322,Rattus norvegicus,Area under curve was determined for the compound after iv dose of 4.74 mg/kg in rats,,15372,N,,Intermediate,,,,,,1,1,,BAO_0000218,7629,,50597
A,10116.0,,CHEMBL624323,Rattus norvegicus,Area under curve was determined for the compound after iv dose of 5.06 in rats,,15372,N,,Intermediate,,,,,,1,1,,BAO_0000218,7630,,50597
A,10116.0,,CHEMBL624324,Rattus norvegicus,Area under curve was determined for the compound after iv dose of 5.10 mg/kg in rats,,15372,N,,Intermediate,,,,,,1,1,,BAO_0000218,7631,,50597
A,10116.0,,CHEMBL624325,Rattus norvegicus,Area under curve was determined for the compound after po dose of 5.01 mg/kg in rats,,15372,N,,Intermediate,,,,,,1,1,,BAO_0000218,7632,,50597
A,10116.0,,CHEMBL624326,Rattus norvegicus,Area under curve was determined for the compound after po dose of 5.03 mg/kg in rats,,15372,N,,Intermediate,,,,,,1,1,,BAO_0000218,7633,,50597
A,10116.0,,CHEMBL624327,Rattus norvegicus,Area under curve was determined for the compound after po dose of 5.22 mg/kg in rats,,15372,N,,Intermediate,,,,,,1,1,,BAO_0000218,7634,,50597
A,10116.0,,CHEMBL624328,Rattus norvegicus,Area under curve was determined for the compound after po dose of 5.46 mg/kg in rats,,15372,N,,Intermediate,,,,,,1,1,,BAO_0000218,7635,,50597
A,9615.0,,CHEMBL627848,Canis lupus familiaris,Area under curve was determined in Dogs after peroral administration,,14169,N,,Intermediate,,,,,,1,1,,BAO_0000218,7636,,50588
A,10116.0,,CHEMBL627849,Rattus norvegicus,Area under curve was determined in Rats after peroral administration,,14169,N,,Intermediate,,,,,,1,1,,BAO_0000218,7637,,50597
A,10116.0,,CHEMBL627850,Rattus norvegicus,Area under curve was determined in carotid blood of rat when administered intradermally,,14258,N,,Intermediate,,,,,,1,1,,BAO_0000218,7638,,50597
A,10116.0,,CHEMBL627851,Rattus norvegicus,Area under curve was determined in portal blood of rat when administered intradermally,,14258,N,,Intermediate,,,,,,1,1,,BAO_0000218,7639,,50597
A,10090.0,,CHEMBL627852,Mus musculus,Area under curve was determined using 0.4% Methyl cellulose (MC) as vehicle. Compound was administered intravenously to nude mice at a dose of 25 mg/kg,,15011,N,,Intermediate,,,,,,1,1,,BAO_0000218,7640,,50594
A,10090.0,,CHEMBL627853,Mus musculus,Area under curve was determined using 0.4% Methyl cellulose (MC) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg,,15011,N,,Intermediate,,,,,,1,1,,BAO_0000218,7641,,50594
A,10090.0,,CHEMBL627854,Mus musculus,Area under curve was determined using 0.4% Methyl cellulose (MC) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg (micronized sample),,15011,N,,Intermediate,,,,,,1,1,,BAO_0000218,7642,,50594
A,10090.0,,CHEMBL627855,Mus musculus,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered intravenously to nude mice at a dose of 25 mg/kg,,15011,N,,Intermediate,,,,,,1,1,,BAO_0000218,7643,,50594
A,10090.0,,CHEMBL627856,Mus musculus,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered intravenously to nude mice at a dose of 25 mg/kg (run time 7 hr),,15011,N,,Intermediate,,,,,,1,1,,BAO_0000218,7644,,50594
A,10090.0,,CHEMBL875339,Mus musculus,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg,,15011,N,,Intermediate,,,,,,1,1,,BAO_0000218,7645,,50594
A,10090.0,,CHEMBL627857,Mus musculus,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg (Run time = 7 hr),,15011,N,,Intermediate,,,,,,1,1,,BAO_0000218,7646,,50594
A,10116.0,,CHEMBL627858,Rattus norvegicus,Biodistribution of the radiolabeled compound (2-5 uCi) in rat spleen 65 mins after i.v. administration,,11195,N,,Intermediate,,,Spleen,2106.0,,1,1,,BAO_0000218,7647,In vivo,50597
A,10116.0,,CHEMBL627859,Rattus norvegicus,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in blood; Expressed as percent dose/organ,,10130,N,,Intermediate,,,Blood,178.0,,1,1,,BAO_0000218,7648,,50597
A,10116.0,,CHEMBL627860,Rattus norvegicus,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in brain; Expressed as percent dose/organ,,10130,N,,Intermediate,,,Brain,955.0,,1,1,,BAO_0000218,7649,,50597
A,10116.0,,CHEMBL627019,Rattus norvegicus,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in heart; Expressed as percent dose/organ,,10130,N,,Intermediate,,,Heart,948.0,,1,1,,BAO_0000218,7650,,50597
A,10116.0,,CHEMBL627020,Rattus norvegicus,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in liver; Expressed as percent dose/organ,,10130,N,,Intermediate,,,Liver,2107.0,,1,1,,BAO_0000218,7651,,50597
A,10116.0,,CHEMBL627021,Rattus norvegicus,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in lung; Expressed as percent dose/organ,,10130,N,,Intermediate,,,Lung,2048.0,,1,1,,BAO_0000218,7652,,50597
A,10116.0,,CHEMBL627022,Rattus norvegicus,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in muscle; Expressed as percent dose/organ,,10130,N,,Intermediate,,,Muscle tissue,2385.0,,1,1,,BAO_0000218,7653,,50597
A,10116.0,,CHEMBL627023,Rattus norvegicus,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in skin; Expressed as percent dose/organ,,10130,N,,Intermediate,,,,,,1,1,,BAO_0000218,7654,,50597
A,10116.0,,CHEMBL627024,Rattus norvegicus,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in spleen; Expressed as percent dose/organ,,10130,N,,Intermediate,,,Spleen,2106.0,,1,1,,BAO_0000218,7655,,50597
A,10116.0,,CHEMBL627025,Rattus norvegicus,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in thyroid; Expressed as percent dose/organ,,10130,N,,Intermediate,,,Thyroid gland,2046.0,,1,1,,BAO_0000218,7656,,50597
A,10116.0,,CHEMBL627026,Rattus norvegicus,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in kidney; Expressed as percent dose/organ,,10130,N,,Intermediate,,,Kidney,2113.0,,1,1,,BAO_0000218,7657,,50597
A,10116.0,,CHEMBL627027,Rattus norvegicus,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in blood; Expressed as percent dose/organ,,10130,N,,Intermediate,,,Blood,178.0,,1,1,,BAO_0000218,7658,,50597
A,10116.0,,CHEMBL627028,Rattus norvegicus,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in brain; Expressed as percent dose/organ,,10130,N,,Intermediate,,,Brain,955.0,,1,1,,BAO_0000218,7659,,50597
A,10116.0,,CHEMBL627029,Rattus norvegicus,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in heart; Expressed as percent dose/organ,,10130,N,,Intermediate,,,Heart,948.0,,1,1,,BAO_0000218,7660,,50597
A,10116.0,,CHEMBL627030,Rattus norvegicus,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in kidney; Expressed as percent dose/organ,,10130,N,,Intermediate,,,Kidney,2113.0,,1,1,,BAO_0000218,7661,,50597
