miller2_FiY,miller2_ProjNu,miller2_OrganiT,miller2_MaxiCIDACont,miller2_ParticiDeveloAnGGov,miller2_ICTAAToFoDeve,miller2_ReProg,miller2_OrganiS,miller2_GenEq,miller2_CounReID,miller2_SecPe,miller2_OrgCla,miller2_IndiIs,miller2_ContID,miller2_DisabIs,miller2_IRTCPe,miller2_BraID,miller2_FSTCPe,miller2_OrgaID,miller2_ClimChMiti,miller2_Desert,miller2_YoIss,miller2_AmSp,miller2_CounRegN,miller2_OrgNa,miller2_ClChaAda,miller2_FuCeN,miller2_KnowFDevel,miller2_CFLI,miller2_DiN,miller2_DiID,miller2_TraDevelo,miller2_UntAmProBud,miller2_ProjBrowCoID,miller2_ChiIs,miller2_PBATy,miller2_EnviSust,miller2_Biod,miller2_UrbIs,miller2_ContiN,miller2_CoRePerc,miller2_SeID,miller2_SecN
2009/2010,M013172001,Canadian Non-Profit Making,3000000.0,0,0,0,INTERNATIONAL NGO,1,X3,1.0,Civil Society,0,3,0,0.0,B5100,0.0,1014663,0,0,0,900000.0,Asia MC,ICRC Appeals via CRCS,0,MHO Non Food - CORE,0,0,MHDInternational Humanitarian Assistance,D5301,0,3000000.0,X3,0,Not PBA,0,0,0,Asia,0.3,72010,Material relief assistance and services
2009/2010,M013172001,Canadian Non-Profit Making,3000000.0,0,0,0,INTERNATIONAL NGO,1,X4,1.0,Civil Society,0,5,0,0.0,B5100,0.0,1014663,0,0,0,150000.0,Europe MC,ICRC Appeals via CRCS,0,MHO Non Food - CORE,0,0,MHDInternational Humanitarian Assistance,D5301,0,3000000.0,X4,0,Not PBA,0,0,0,Europe,0.05,72010,Material relief assistance and services
2009/2010,M013173001,Canadian Non-Profit Making,3000000.0,0,0,0,INTERNATIONAL NGO,1,X1,1.0,Civil Society,0,2,0,0.0,B5100,0.0,1014663,0,0,0,1500000.0,Africa MC,ICRC Appeals via CRCS,0,MHO Non Food - CORE,0,0,MHDInternational Humanitarian Assistance,D5301,0,3000000.0,X1,0,Not PBA,0,0,0,Africa,0.5,72010,Material relief assistance and services
2009/2010,M013173001,Canadian Non-Profit Making,3000000.0,0,0,0,INTERNATIONAL NGO,1,X2,1.0,Civil Society,0,1,0,0.0,B5100,0.0,1014663,0,0,0,450000.0,Americas MC,ICRC Appeals via CRCS,0,MHO Non Food - CORE,0,0,MHDInternational Humanitarian Assistance,D5301,0,3000000.0,X2,0,Not PBA,0,0,0,America,0.15,72010,Material relief assistance and services
2009/2010,M013173001,Canadian Non-Profit Making,3000000.0,0,0,0,INTERNATIONAL NGO,1,X3,1.0,Civil Society,0,3,0,0.0,B5100,0.0,1014663,0,0,0,900000.0,Asia MC,ICRC Appeals via CRCS,0,MHO Non Food - CORE,0,0,MHDInternational Humanitarian Assistance,D5301,0,3000000.0,X3,0,Not PBA,0,0,0,Asia,0.3,72010,Material relief assistance and services
2009/2010,M013173001,Canadian Non-Profit Making,3000000.0,0,0,0,INTERNATIONAL NGO,1,X4,1.0,Civil Society,0,5,0,0.0,B5100,0.0,1014663,0,0,0,150000.0,Europe MC,ICRC Appeals via CRCS,0,MHO Non Food - CORE,0,0,MHDInternational Humanitarian Assistance,D5301,0,3000000.0,X4,0,Not PBA,0,0,0,Europe,0.05,72010,Material relief assistance and services
2009/2010,M013174001,Foreign Non-Profit Making,500000.0,0,0,0,NGO,0,LK,1.0,Civil Society,0,3,0,0.0,B5100,0.0,1015332,0,0,0,500000.0,Sri Lanka,Mines Advisory Group,0,MHI Non-Food INIT,0,0,MHDInternational Humanitarian Assistance,D5301,0,500000.0,LK,0,Not PBA,1,0,0,Asia,1.0,72010,Material relief assistance and services
2009/2010,M013175001,Foreign Non-Profit Making,500000.0,0,0,0,NGO,0,LK,1.0,Civil Society,0,3,0,0.0,B5100,0.0,1015331,0,0,0,500000.0,Sri Lanka,The Halo Trust,0,MHI Non-Food INIT,0,0,MHDInternational Humanitarian Assistance,D5301,0,500000.0,LK,0,Not PBA,1,0,0,Asia,1.0,72010,Material relief assistance and services
2009/2010,M013176001,Foreign Non-Profit Making,600000.0,1,0,0,NGO,0,X1,1.0,Civil Society,0,2,0,0.0,B5100,0.0,1002035,0,0,0,150000.0,Africa MC,International Crisis Group,0,MHO Inst Strengtherning,1,0,MHDInternational Humanitarian Assistance,D5301,0,600000.0,X1,0,Not PBA,1,0,0,Africa,0.5,72050,Relief co-ordination; protection and support services
2009/2010,M013176001,Foreign Non-Profit Making,600000.0,1,0,0,NGO,0,X2,1.0,Civil Society,0,1,0,0.0,B5100,0.0,1002035,0,0,0,30000.0,Americas MC,International Crisis Group,0,MHO Inst Strengtherning,1,0,MHDInternational Humanitarian Assistance,D5301,0,600000.0,X2,0,Not PBA,1,0,0,America,0.1,72050,Relief co-ordination; protection and support services
2009/2010,M013176001,Foreign Non-Profit Making,600000.0,1,0,0,NGO,0,X3,1.0,Civil Society,0,3,0,0.0,B5100,0.0,1002035,0,0,0,90000.0,Asia MC,International Crisis Group,0,MHO Inst Strengtherning,1,0,MHDInternational Humanitarian Assistance,D5301,0,600000.0,X3,0,Not PBA,1,0,0,Asia,0.3,72050,Relief co-ordination; protection and support services
2009/2010,M013176001,Foreign Non-Profit Making,600000.0,1,0,0,NGO,0,X4,1.0,Civil Society,0,5,0,0.0,B5100,0.0,1002035,0,0,0,30000.0,Europe MC,International Crisis Group,0,MHO Inst Strengtherning,1,0,MHDInternational Humanitarian Assistance,D5301,0,600000.0,X4,0,Not PBA,1,0,0,Europe,0.1,72050,Relief co-ordination; protection and support services
2009/2010,M013177001,Foreign Non-Profit Making,1800000.0,0,0,0,UNITED NATIONS,0,YE,1.0,Multilateral,0,3,0,0.0,B5100,0.0,1001721,0,0,0,500000.0,Yemen,WFP - World Food Programme,0,MHI Food INIT,0,0,MHDInternational Humanitarian Assistance,D5301,0,1800000.0,YE,0,Not PBA,0,0,0,Asia,1.0,72040,Emergency food aid
2009/2010,M013178001,Foreign Non-Profit Making,3000000.0,0,0,0,UNITED NATIONS,0,CO,1.0,Multilateral,0,1,0,0.0,B5100,0.0,1001721,0,0,0,1500000.0,Colombia,WFP - World Food Programme,0,MHI Food INIT,0,0,MHDInternational Humanitarian Assistance,D5301,0,3000000.0,CO,0,Not PBA,0,0,0,America,1.0,72040,Emergency food aid
2009/2010,M013180001,Foreign Non-Profit Making,6500000.0,0,0,0,UNITED NATIONS,1,TD,1.0,Multilateral,0,2,0,0.0,B5100,0.0,1001721,0,0,0,6500000.0,Chad,WFP - World Food Programme,0,MHI Food INIT,0,0,MHDInternational Humanitarian Assistance,D5301,0,6500000.0,TD,0,Not PBA,0,0,0,Africa,1.0,72040,Emergency food aid
2009/2010,M013181001,Foreign Non-Profit Making,22450000.0,0,0,0,UNITED NATIONS,0,SD,1.0,Multilateral,0,2,0,0.0,B5100,0.0,1001721,0,0,0,3950000.0,Sudan,WFP - World Food Programme,0,MHI Food INIT,0,0,MHDInternational Humanitarian Assistance,D5301,0,22450000.0,SD,0,Not PBA,0,0,0,Africa,1.0,72040,Emergency food aid
2009/2010,M013182001,Foreign Non-Profit Making,14000000.0,0,0,0,UNITED NATIONS,1,X1,1.0,Multilateral,0,2,0,0.0,B5100,0.0,1001730,0,0,0,6300000.0,Africa MC,UNHCR - United Nations High Commissioner for Refugees,0,MHO Non Food - CORE,0,0,MHDInternational Humanitarian Assistance,D5301,0,14000000.0,X1,0,Not PBA,0,0,0,Africa,0.45,72010,Material relief assistance and services
2009/2010,M013182001,Foreign Non-Profit Making,14000000.0,0,0,0,UNITED NATIONS,1,X2,1.0,Multilateral,0,1,0,0.0,B5100,0.0,1001730,0,0,0,700000.0,Americas MC,UNHCR - United Nations High Commissioner for Refugees,0,MHO Non Food - CORE,0,0,MHDInternational Humanitarian Assistance,D5301,0,14000000.0,X2,0,Not PBA,0,0,0,America,0.05,72010,Material relief assistance and services
2009/2010,M013182001,Foreign Non-Profit Making,14000000.0,0,0,0,UNITED NATIONS,1,X3,1.0,Multilateral,0,3,0,0.0,B5100,0.0,1001730,0,0,0,6300000.0,Asia MC,UNHCR - United Nations High Commissioner for Refugees,0,MHO Non Food - CORE,0,0,MHDInternational Humanitarian Assistance,D5301,0,14000000.0,X3,0,Not PBA,0,0,0,Asia,0.45,72010,Material relief assistance and services
2009/2010,M013182001,Foreign Non-Profit Making,14000000.0,0,0,0,UNITED NATIONS,1,X4,1.0,Multilateral,0,5,0,0.0,B5100,0.0,1001730,0,0,0,700000.0,Europe MC,UNHCR - United Nations High Commissioner for Refugees,0,MHO Non Food - CORE,0,0,MHDInternational Humanitarian Assistance,D5301,0,14000000.0,X4,0,Not PBA,0,0,0,Europe,0.05,72010,Material relief assistance and services
2009/2010,M013183001,Canadian Non-Profit Making,500000.0,0,0,0,INTERNATIONAL NGO,0,X3,1.0,Civil Society,0,3,0,0.0,B5100,0.0,1014663,0,0,0,500000.0,Asia MC,ICRC Appeals via CRCS,0,MHI Non-Food INIT,0,0,MHDInternational Humanitarian Assistance,D5301,0,500000.0,X3,0,Not PBA,0,0,0,Asia,1.0,72010,Material relief assistance and services
2009/2010,M013184001,Foreign Non-Profit Making,2700000.0,0,0,0,UNITED NATIONS,0,X1,1.0,Multilateral,0,2,0,0.0,B5100,0.0,1003586,0,0,0,1350000.0,Africa MC,OCHA - Office for the Coordination of Humanitarian Affairs,0,MHI Non-Food INIT,0,0,MHDInternational Humanitarian Assistance,D5301,0,2700000.0,X1,0,Not PBA,0,0,0,Africa,0.5,72050,Relief co-ordination; protection and support services
2009/2010,M013184001,Foreign Non-Profit Making,2700000.0,0,0,0,UNITED NATIONS,0,X2,1.0,Multilateral,0,1,0,0.0,B5100,0.0,1003586,0,0,0,405000.0,Americas MC,OCHA - Office for the Coordination of Humanitarian Affairs,0,MHI Non-Food INIT,0,0,MHDInternational Humanitarian Assistance,D5301,0,2700000.0,X2,0,Not PBA,0,0,0,America,0.15,72050,Relief co-ordination; protection and support services
2009/2010,M013184001,Foreign Non-Profit Making,2700000.0,0,0,0,UNITED NATIONS,0,X3,1.0,Multilateral,0,3,0,0.0,B5100,0.0,1003586,0,0,0,810000.0,Asia MC,OCHA - Office for the Coordination of Humanitarian Affairs,0,MHI Non-Food INIT,0,0,MHDInternational Humanitarian Assistance,D5301,0,2700000.0,X3,0,Not PBA,0,0,0,Asia,0.3,72050,Relief co-ordination; protection and support services
2009/2010,M013184001,Foreign Non-Profit Making,2700000.0,0,0,0,UNITED NATIONS,0,X4,1.0,Multilateral,0,5,0,0.0,B5100,0.0,1003586,0,0,0,135000.0,Europe MC,OCHA - Office for the Coordination of Humanitarian Affairs,0,MHI Non-Food INIT,0,0,MHDInternational Humanitarian Assistance,D5301,0,2700000.0,X4,0,Not PBA,0,0,0,Europe,0.05,72050,Relief co-ordination; protection and support services
2009/2010,M013185001,Foreign Non-Profit Making,30000000.0,0,0,0,IFI,1,AF,0.2,Multilateral,0,3,0,0.0,B5100,0.1,1001306,0,0,0,39000.0,Afghanistan,World Bank,0,*World Bank Group,0,0,MED Economic Development,D5430,1,30000000.0,AF,0,Not PBA,1,0,0,Asia,0.0065,31110,Agricultural policy and administrative management
2009/2010,M013185001,Foreign Non-Profit Making,30000000.0,0,0,0,IFI,1,AF,0.2,Multilateral,0,3,0,0.0,B5100,0.1,1001306,0,0,0,39000.0,Afghanistan,World Bank,0,*World Bank Group,0,0,MED Economic Development,D5430,1,30000000.0,AF,0,Not PBA,1,0,0,Asia,0.0065,31120,Agricultural development
2009/2010,M013185001,Foreign Non-Profit Making,30000000.0,0,0,0,IFI,1,AF,0.1,Multilateral,0,3,0,0.0,B5100,0.1,1001306,0,0,0,19500.0,Afghanistan,World Bank,0,*World Bank Group,0,0,MED Economic Development,D5430,1,30000000.0,AF,0,Not PBA,1,0,0,Asia,0.0065,31150,Agricultural inputs
2009/2010,M013185001,Foreign Non-Profit Making,30000000.0,0,0,0,IFI,1,AF,0.1,Multilateral,0,3,0,0.0,B5100,0.1,1001306,0,0,0,19500.0,Afghanistan,World Bank,0,*World Bank Group,0,0,MED Economic Development,D5430,1,30000000.0,AF,0,Not PBA,1,0,0,Asia,0.0065,31161,Food crop production
2009/2010,M013185001,Foreign Non-Profit Making,30000000.0,0,0,0,IFI,1,AF,0.1,Multilateral,0,3,0,0.0,B5100,0.1,1001306,0,0,0,19500.0,Afghanistan,World Bank,0,*World Bank Group,0,0,MED Economic Development,D5430,1,30000000.0,AF,0,Not PBA,1,0,0,Asia,0.0065,31166,Agricultural extension
2009/2010,M013185001,Foreign Non-Profit Making,30000000.0,0,0,0,IFI,1,AF,0.1,Multilateral,0,3,0,0.0,B5100,0.1,1001306,0,0,0,19500.0,Afghanistan,World Bank,0,*World Bank Group,0,0,MED Economic Development,D5430,1,30000000.0,AF,0,Not PBA,1,0,0,Asia,0.0065,31182,Agricultural research
2009/2010,M013185001,Foreign Non-Profit Making,30000000.0,0,0,0,IFI,1,AF,0.1,Multilateral,0,3,0,0.0,B5100,0.1,1001306,0,0,0,19500.0,Afghanistan,World Bank,0,*World Bank Group,0,0,MED Economic Development,D5430,1,30000000.0,AF,0,Not PBA,1,0,0,Asia,0.0065,31191,Agricultural services
2009/2010,M013185001,Foreign Non-Profit Making,30000000.0,0,0,0,IFI,1,AF,0.1,Multilateral,0,3,0,0.0,B5100,0.1,1001306,0,0,0,19500.0,Afghanistan,World Bank,0,*World Bank Group,0,0,MED Economic Development,D5430,1,30000000.0,AF,0,Not PBA,1,0,0,Asia,0.0065,31193,Agricultural financial services
2009/2010,M013185001,Foreign Non-Profit Making,30000000.0,0,0,0,IFI,1,BD,0.2,Multilateral,0,3,0,0.0,B5100,0.1,1001306,0,0,0,630000.0,Bangladesh,World Bank,0,*World Bank Group,0,0,MED Economic Development,D5430,1,30000000.0,BD,0,Not PBA,1,0,0,Asia,0.105,31110,Agricultural policy and administrative management
2009/2010,M013185001,Foreign Non-Profit Making,30000000.0,0,0,0,IFI,1,BD,0.2,Multilateral,0,3,0,0.0,B5100,0.1,1001306,0,0,0,630000.0,Bangladesh,World Bank,0,*World Bank Group,0,0,MED Economic Development,D5430,1,30000000.0,BD,0,Not PBA,1,0,0,Asia,0.105,31120,Agricultural development
2009/2010,M013185001,Foreign Non-Profit Making,30000000.0,0,0,0,IFI,1,BD,0.1,Multilateral,0,3,0,0.0,B5100,0.1,1001306,0,0,0,315000.0,Bangladesh,World Bank,0,*World Bank Group,0,0,MED Economic Development,D5430,1,30000000.0,BD,0,Not PBA,1,0,0,Asia,0.105,31150,Agricultural inputs
2009/2010,M013185001,Foreign Non-Profit Making,30000000.0,0,0,0,IFI,1,BD,0.1,Multilateral,0,3,0,0.0,B5100,0.1,1001306,0,0,0,315000.0,Bangladesh,World Bank,0,*World Bank Group,0,0,MED Economic Development,D5430,1,30000000.0,BD,0,Not PBA,1,0,0,Asia,0.105,31161,Food crop production
2009/2010,M013185001,Foreign Non-Profit Making,30000000.0,0,0,0,IFI,1,BD,0.1,Multilateral,0,3,0,0.0,B5100,0.1,1001306,0,0,0,315000.0,Bangladesh,World Bank,0,*World Bank Group,0,0,MED Economic Development,D5430,1,30000000.0,BD,0,Not PBA,1,0,0,Asia,0.105,31166,Agricultural extension
2009/2010,M013185001,Foreign Non-Profit Making,30000000.0,0,0,0,IFI,1,BD,0.1,Multilateral,0,3,0,0.0,B5100,0.1,1001306,0,0,0,315000.0,Bangladesh,World Bank,0,*World Bank Group,0,0,MED Economic Development,D5430,1,30000000.0,BD,0,Not PBA,1,0,0,Asia,0.105,31182,Agricultural research
2009/2010,M013185001,Foreign Non-Profit Making,30000000.0,0,0,0,IFI,1,BD,0.1,Multilateral,0,3,0,0.0,B5100,0.1,1001306,0,0,0,315000.0,Bangladesh,World Bank,0,*World Bank Group,0,0,MED Economic Development,D5430,1,30000000.0,BD,0,Not PBA,1,0,0,Asia,0.105,31191,Agricultural services
2009/2010,M013185001,Foreign Non-Profit Making,30000000.0,0,0,0,IFI,1,BD,0.1,Multilateral,0,3,0,0.0,B5100,0.1,1001306,0,0,0,315000.0,Bangladesh,World Bank,0,*World Bank Group,0,0,MED Economic Development,D5430,1,30000000.0,BD,0,Not PBA,1,0,0,Asia,0.105,31193,Agricultural financial services
2009/2010,M013185001,Foreign Non-Profit Making,30000000.0,0,0,0,IFI,1,BI,0.2,Multilateral,0,2,0,0.0,B5100,0.1,1001306,0,0,0,48600.0,Burundi,World Bank,0,*World Bank Group,0,0,MED Economic Development,D5430,1,30000000.0,BI,0,Not PBA,1,0,0,Africa,0.0081,31110,Agricultural policy and administrative management
2009/2010,M013185001,Foreign Non-Profit Making,30000000.0,0,0,0,IFI,1,BI,0.2,Multilateral,0,2,0,0.0,B5100,0.1,1001306,0,0,0,48600.0,Burundi,World Bank,0,*World Bank Group,0,0,MED Economic Development,D5430,1,30000000.0,BI,0,Not PBA,1,0,0,Africa,0.0081,31120,Agricultural development
2009/2010,M013185001,Foreign Non-Profit Making,30000000.0,0,0,0,IFI,1,BI,0.1,Multilateral,0,2,0,0.0,B5100,0.1,1001306,0,0,0,24300.0,Burundi,World Bank,0,*World Bank Group,0,0,MED Economic Development,D5430,1,30000000.0,BI,0,Not PBA,1,0,0,Africa,0.0081,31150,Agricultural inputs
2009/2010,M013185001,Foreign Non-Profit Making,30000000.0,0,0,0,IFI,1,BI,0.1,Multilateral,0,2,0,0.0,B5100,0.1,1001306,0,0,0,24300.0,Burundi,World Bank,0,*World Bank Group,0,0,MED Economic Development,D5430,1,30000000.0,BI,0,Not PBA,1,0,0,Africa,0.0081,31161,Food crop production
2009/2010,M013185001,Foreign Non-Profit Making,30000000.0,0,0,0,IFI,1,BI,0.1,Multilateral,0,2,0,0.0,B5100,0.1,1001306,0,0,0,24300.0,Burundi,World Bank,0,*World Bank Group,0,0,MED Economic Development,D5430,1,30000000.0,BI,0,Not PBA,1,0,0,Africa,0.0081,31166,Agricultural extension
2009/2010,M013185001,Foreign Non-Profit Making,30000000.0,0,0,0,IFI,1,BI,0.1,Multilateral,0,2,0,0.0,B5100,0.1,1001306,0,0,0,24300.0,Burundi,World Bank,0,*World Bank Group,0,0,MED Economic Development,D5430,1,30000000.0,BI,0,Not PBA,1,0,0,Africa,0.0081,31182,Agricultural research
2009/2010,M013185001,Foreign Non-Profit Making,30000000.0,0,0,0,IFI,1,BI,0.1,Multilateral,0,2,0,0.0,B5100,0.1,1001306,0,0,0,24300.0,Burundi,World Bank,0,*World Bank Group,0,0,MED Economic Development,D5430,1,30000000.0,BI,0,Not PBA,1,0,0,Africa,0.0081,31191,Agricultural services
2009/2010,M013185001,Foreign Non-Profit Making,30000000.0,0,0,0,IFI,1,BI,0.1,Multilateral,0,2,0,0.0,B5100,0.1,1001306,0,0,0,24300.0,Burundi,World Bank,0,*World Bank Group,0,0,MED Economic Development,D5430,1,30000000.0,BI,0,Not PBA,1,0,0,Africa,0.0081,31193,Agricultural financial services
2009/2010,M013185001,Foreign Non-Profit Making,30000000.0,0,0,0,IFI,1,BJ,0.2,Multilateral,0,2,0,0.0,B5100,0.1,1001306,0,0,0,43800.0,Benin,World Bank,0,*World Bank Group,0,0,MED Economic Development,D5430,1,30000000.0,BJ,0,Not PBA,1,0,0,Africa,0.0073,31110,Agricultural policy and administrative management
2009/2010,M013185001,Foreign Non-Profit Making,30000000.0,0,0,0,IFI,1,BJ,0.2,Multilateral,0,2,0,0.0,B5100,0.1,1001306,0,0,0,43800.0,Benin,World Bank,0,*World Bank Group,0,0,MED Economic Development,D5430,1,30000000.0,BJ,0,Not PBA,1,0,0,Africa,0.0073,31120,Agricultural development
2009/2010,M013185001,Foreign Non-Profit Making,30000000.0,0,0,0,IFI,1,BJ,0.1,Multilateral,0,2,0,0.0,B5100,0.1,1001306,0,0,0,21900.0,Benin,World Bank,0,*World Bank Group,0,0,MED Economic Development,D5430,1,30000000.0,BJ,0,Not PBA,1,0,0,Africa,0.0073,31150,Agricultural inputs
2009/2010,M013185001,Foreign Non-Profit Making,30000000.0,0,0,0,IFI,1,BJ,0.1,Multilateral,0,2,0,0.0,B5100,0.1,1001306,0,0,0,21900.0,Benin,World Bank,0,*World Bank Group,0,0,MED Economic Development,D5430,1,30000000.0,BJ,0,Not PBA,1,0,0,Africa,0.0073,31161,Food crop production
2009/2010,M013185001,Foreign Non-Profit Making,30000000.0,0,0,0,IFI,1,BJ,0.1,Multilateral,0,2,0,0.0,B5100,0.1,1001306,0,0,0,21900.0,Benin,World Bank,0,*World Bank Group,0,0,MED Economic Development,D5430,1,30000000.0,BJ,0,Not PBA,1,0,0,Africa,0.0073,31166,Agricultural extension
2009/2010,M013185001,Foreign Non-Profit Making,30000000.0,0,0,0,IFI,1,BJ,0.1,Multilateral,0,2,0,0.0,B5100,0.1,1001306,0,0,0,21900.0,Benin,World Bank,0,*World Bank Group,0,0,MED Economic Development,D5430,1,30000000.0,BJ,0,Not PBA,1,0,0,Africa,0.0073,31182,Agricultural research
2009/2010,M013185001,Foreign Non-Profit Making,30000000.0,0,0,0,IFI,1,BJ,0.1,Multilateral,0,2,0,0.0,B5100,0.1,1001306,0,0,0,21900.0,Benin,World Bank,0,*World Bank Group,0,0,MED Economic Development,D5430,1,30000000.0,BJ,0,Not PBA,1,0,0,Africa,0.0073,31191,Agricultural services
2009/2010,M013185001,Foreign Non-Profit Making,30000000.0,0,0,0,IFI,1,BJ,0.1,Multilateral,0,2,0,0.0,B5100,0.1,1001306,0,0,0,21900.0,Benin,World Bank,0,*World Bank Group,0,0,MED Economic Development,D5430,1,30000000.0,BJ,0,Not PBA,1,0,0,Africa,0.0073,31193,Agricultural financial services
2009/2010,M013185001,Foreign Non-Profit Making,30000000.0,0,0,0,IFI,1,CF,0.2,Multilateral,0,2,0,0.0,B5100,0.1,1001306,0,0,0,34200.0,Central Afr.Rep,World Bank,0,*World Bank Group,0,0,MED Economic Development,D5430,1,30000000.0,CF,0,Not PBA,1,0,0,Africa,0.0057,31110,Agricultural policy and administrative management
2009/2010,M013185001,Foreign Non-Profit Making,30000000.0,0,0,0,IFI,1,CF,0.2,Multilateral,0,2,0,0.0,B5100,0.1,1001306,0,0,0,34200.0,Central Afr.Rep,World Bank,0,*World Bank Group,0,0,MED Economic Development,D5430,1,30000000.0,CF,0,Not PBA,1,0,0,Africa,0.0057,31120,Agricultural development
2009/2010,M013185001,Foreign Non-Profit Making,30000000.0,0,0,0,IFI,1,CF,0.1,Multilateral,0,2,0,0.0,B5100,0.1,1001306,0,0,0,17100.0,Central Afr.Rep,World Bank,0,*World Bank Group,0,0,MED Economic Development,D5430,1,30000000.0,CF,0,Not PBA,1,0,0,Africa,0.0057,31150,Agricultural inputs
