assays_ss_d,assays_ss_tst_tp,assays_vrnt_d,assays_b_frmt,assays_ss_cll_tp,assays_src_d,assays_crtd_b,assays_src_ss_d,assays_td,assays_cll_d,assays_ss_strn,assays_ss_tss,assays_ss_sbclllr_frctn,assays_rltnshp_tp,assays_cnfdnc_scr,assays_chmbl_d,assays_tss_d
7552,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL620445,
7553,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL620446,
7554,,,BAO_0000218,,1,Intermediate,,50597,,,Plasma,,N,1,CHEMBL620447,1969.0
7555,,,BAO_0000218,,1,Intermediate,,50597,,,Plasma,,N,1,CHEMBL621129,1969.0
7556,,,BAO_0000218,,1,Intermediate,,50597,,,Plasma,,N,1,CHEMBL621130,1969.0
7557,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL873808,
7558,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL876598,
7559,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL621131,
7560,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL621132,
7561,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL621133,
7562,In vivo,,BAO_0000218,,1,Expert,,50597,,,,,N,1,CHEMBL621312,
7563,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL621313,
7564,,,BAO_0000218,,1,Intermediate,,50597,,,Blood,,N,1,CHEMBL621314,178.0
7565,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL621315,
7566,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL621316,
7567,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL621317,
7568,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL621318,
7569,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL621319,
7570,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL621377,
7571,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL621378,
7572,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL876599,
7573,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL621379,
7574,,,BAO_0000218,,1,Intermediate,,50597,,,Plasma,,N,1,CHEMBL621380,1969.0
7575,,,BAO_0000218,,1,Intermediate,,50597,,,Plasma,,N,1,CHEMBL621381,1969.0
7576,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL618515,
7577,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL618516,
7578,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL618517,
7579,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL618518,
7580,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL618519,
7581,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL618698,
7582,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL618862,
7583,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL618863,
7584,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL618864,
7585,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL618865,
7586,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL618866,
7587,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL618867,
7588,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL875828,
7589,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL618868,
7590,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL618869,
7591,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL618870,
7592,,,BAO_0000218,,1,Intermediate,,50597,,,Plasma,,N,1,CHEMBL618871,1969.0
7593,,,BAO_0000218,,1,Intermediate,,50597,,,Plasma,,N,1,CHEMBL618872,1969.0
7594,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL873816,
7595,,,BAO_0000218,,1,Autocuration,,22224,,,,,U,0,CHEMBL618873,
7596,,,BAO_0000019,,1,Autocuration,,22224,,,,,U,0,CHEMBL621602,
7597,,,BAO_0000218,,1,Autocuration,,22224,,,,,U,0,CHEMBL621603,
7598,,,BAO_0000218,,1,Autocuration,,22224,,,,,U,0,CHEMBL621604,
7599,,,BAO_0000218,,1,Autocuration,,22224,,,,,U,0,CHEMBL621605,
7600,,,BAO_0000218,,1,Autocuration,,22224,,,,,U,0,CHEMBL621606,
7601,,,BAO_0000218,,1,Autocuration,,22224,,,,,U,0,CHEMBL621607,
7602,,,BAO_0000218,,1,Autocuration,,22224,,,,,U,0,CHEMBL621608,
7603,,,BAO_0000019,,1,Autocuration,,22224,,,,,U,0,CHEMBL621609,
7604,,,BAO_0000218,,1,Autocuration,,22224,,,,,U,0,CHEMBL621610,
7605,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL621611,
7606,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL621612,
7607,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL622308,
7608,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL622309,
7609,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL622310,
7610,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL622311,
7611,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL622312,
7612,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL622931,
7613,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL622932,
7614,,,BAO_0000218,,1,Intermediate,,50597,,,Plasma,,N,1,CHEMBL622736,1969.0
7615,,,BAO_0000218,,1,Intermediate,,50597,,,Plasma,,N,1,CHEMBL622737,1969.0
7616,,,BAO_0000218,,1,Intermediate,,50597,,,Plasma,,N,1,CHEMBL622738,1969.0
7617,,,BAO_0000218,,1,Intermediate,,50597,,,Plasma,,N,1,CHEMBL622739,1969.0
7618,,,BAO_0000218,,1,Intermediate,,50597,,,Plasma,,N,1,CHEMBL622740,1969.0
7619,,,BAO_0000218,,1,Intermediate,,50597,,,Plasma,,N,1,CHEMBL622741,1969.0
7620,,,BAO_0000218,,1,Intermediate,,50597,,,Plasma,,N,1,CHEMBL622742,1969.0
7621,,,BAO_0000218,,1,Intermediate,,50597,,,Plasma,,N,1,CHEMBL622743,1969.0
7622,,,BAO_0000218,,1,Intermediate,,50594,,,Plasma,,N,1,CHEMBL622744,1969.0
7623,,,BAO_0000019,,1,Autocuration,,22224,,,,,U,0,CHEMBL624134,
7624,,,BAO_0000019,,1,Autocuration,,22224,,,,,U,0,CHEMBL624135,
7625,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL624136,
7626,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL624137,
7627,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL624320,
7628,,,BAO_0000218,,1,Intermediate,,50588,,,,,N,1,CHEMBL624321,
7629,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL624322,
7630,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL624323,
7631,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL624324,
7632,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL624325,
7633,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL624326,
7634,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL624327,
7635,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL624328,
7636,,,BAO_0000218,,1,Intermediate,,50588,,,,,N,1,CHEMBL627848,
7637,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL627849,
7638,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL627850,
7639,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL627851,
7640,,,BAO_0000218,,1,Intermediate,,50594,,,,,N,1,CHEMBL627852,
7641,,,BAO_0000218,,1,Intermediate,,50594,,,,,N,1,CHEMBL627853,
7642,,,BAO_0000218,,1,Intermediate,,50594,,,,,N,1,CHEMBL627854,
7643,,,BAO_0000218,,1,Intermediate,,50594,,,,,N,1,CHEMBL627855,
7644,,,BAO_0000218,,1,Intermediate,,50594,,,,,N,1,CHEMBL627856,
7645,,,BAO_0000218,,1,Intermediate,,50594,,,,,N,1,CHEMBL875339,
7646,,,BAO_0000218,,1,Intermediate,,50594,,,,,N,1,CHEMBL627857,
7647,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,Spleen,,N,1,CHEMBL627858,2106.0
7648,,,BAO_0000218,,1,Intermediate,,50597,,,Blood,,N,1,CHEMBL627859,178.0
7649,,,BAO_0000218,,1,Intermediate,,50597,,,Brain,,N,1,CHEMBL627860,955.0
7650,,,BAO_0000218,,1,Intermediate,,50597,,,Heart,,N,1,CHEMBL627019,948.0
7651,,,BAO_0000218,,1,Intermediate,,50597,,,Liver,,N,1,CHEMBL627020,2107.0
7652,,,BAO_0000218,,1,Intermediate,,50597,,,Lung,,N,1,CHEMBL627021,2048.0
7653,,,BAO_0000218,,1,Intermediate,,50597,,,Muscle tissue,,N,1,CHEMBL627022,2385.0
7654,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL627023,
7655,,,BAO_0000218,,1,Intermediate,,50597,,,Spleen,,N,1,CHEMBL627024,2106.0
7656,,,BAO_0000218,,1,Intermediate,,50597,,,Thyroid gland,,N,1,CHEMBL627025,2046.0
7657,,,BAO_0000218,,1,Intermediate,,50597,,,Kidney,,N,1,CHEMBL627026,2113.0
7658,,,BAO_0000218,,1,Intermediate,,50597,,,Blood,,N,1,CHEMBL627027,178.0
7659,,,BAO_0000218,,1,Intermediate,,50597,,,Brain,,N,1,CHEMBL627028,955.0
7660,,,BAO_0000218,,1,Intermediate,,50597,,,Heart,,N,1,CHEMBL627029,948.0
7661,,,BAO_0000218,,1,Intermediate,,50597,,,Kidney,,N,1,CHEMBL627030,2113.0
7662,,,BAO_0000218,,1,Intermediate,,50597,,,Liver,,N,1,CHEMBL627031,2107.0
7663,,,BAO_0000218,,1,Intermediate,,50597,,,Lung,,N,1,CHEMBL627032,2048.0
7664,,,BAO_0000218,,1,Intermediate,,50597,,,Muscle tissue,,N,1,CHEMBL627033,2385.0
7665,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL627034,
7666,,,BAO_0000218,,1,Intermediate,,50597,,,Spleen,,N,1,CHEMBL627035,2106.0
7667,,,BAO_0000218,,1,Intermediate,,50597,,,Thyroid gland,,N,1,CHEMBL627036,2046.0
7668,,,BAO_0000218,,1,Intermediate,,50597,,,Blood,,N,1,CHEMBL875340,178.0
7669,,,BAO_0000218,,1,Intermediate,,50597,,,Heart,,N,1,CHEMBL627037,948.0
7670,,,BAO_0000218,,1,Intermediate,,50597,,,Kidney,,N,1,CHEMBL627038,2113.0
7671,,,BAO_0000218,,1,Intermediate,,50597,,,Liver,,N,1,CHEMBL627039,2107.0
7672,,,BAO_0000218,,1,Intermediate,,50597,,,Muscle tissue,,N,1,CHEMBL627040,2385.0
7673,,,BAO_0000218,,1,Intermediate,,50597,,,Spleen,,N,1,CHEMBL624663,2106.0
7674,,,BAO_0000218,,1,Intermediate,,50597,,,Thyroid gland,,N,1,CHEMBL625963,2046.0
7675,,,BAO_0000218,,1,Intermediate,,50597,,,Brain,,N,1,CHEMBL876799,955.0
7676,,,BAO_0000218,,1,Intermediate,,50597,,,Lung,,N,1,CHEMBL626133,2048.0
7677,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL626134,
7678,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL626135,
7679,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL626136,
7680,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL626137,
7681,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL626138,
7682,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL626139,
7683,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL626140,
7684,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL626141,
7685,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL626142,
7686,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,Muscle tissue,,N,1,CHEMBL627930,2385.0
7687,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,Muscle tissue,,N,1,CHEMBL627931,2385.0
7688,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,Muscle tissue,,N,1,CHEMBL627932,2385.0
7689,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,Spleen,,N,1,CHEMBL627933,2106.0
7690,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,Spleen,,N,1,CHEMBL627934,2106.0
7691,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,Spleen,,N,1,CHEMBL627935,2106.0
7692,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,Blood,,N,1,CHEMBL627936,178.0
7693,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,Blood,,N,1,CHEMBL627937,178.0
7694,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,Blood,,N,1,CHEMBL627938,178.0
7695,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,Blood,,N,1,CHEMBL627939,178.0
7696,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,Blood,,N,1,CHEMBL627940,178.0
7697,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,Blood,,N,1,CHEMBL627941,178.0
7698,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,Blood,,N,1,CHEMBL876800,178.0
7699,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,Blood,,N,1,CHEMBL627942,178.0
7700,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,Blood,,N,1,CHEMBL627943,178.0
7701,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,Blood,,N,1,CHEMBL627944,178.0
7702,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,Blood,,N,1,CHEMBL627945,178.0
7703,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,Blood,,N,1,CHEMBL628584,178.0
7704,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,Blood,,N,1,CHEMBL628585,178.0
7705,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,Blood,,N,1,CHEMBL628586,178.0
7706,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,Blood,,N,1,CHEMBL628587,178.0
7707,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,Blood,,N,1,CHEMBL628588,178.0
7708,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,Blood,,N,1,CHEMBL628589,178.0
7709,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,Blood,,N,1,CHEMBL625304,178.0
7710,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,Blood,,N,1,CHEMBL625305,178.0
7711,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,Blood,,N,1,CHEMBL625306,178.0
7712,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,Blood,,N,1,CHEMBL625307,178.0
7713,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,Blood,,N,1,CHEMBL625308,178.0
7714,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,Blood,,N,1,CHEMBL627740,178.0
7715,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,Blood,,N,1,CHEMBL627741,178.0
7716,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,Blood,,N,1,CHEMBL627742,178.0
7717,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,Blood,,N,1,CHEMBL627743,178.0
7718,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,Blood,,N,1,CHEMBL627744,178.0
7719,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,Bone,,N,1,CHEMBL627745,10000001.0
7720,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,Bone,,N,1,CHEMBL627746,10000001.0
7721,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,Bone,,N,1,CHEMBL627747,10000001.0
7722,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,Bone,,N,1,CHEMBL876810,10000001.0
7723,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,Bone,,N,1,CHEMBL627748,10000001.0
7724,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,Bone,,N,1,CHEMBL627749,10000001.0
7725,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,Bone,,N,1,CHEMBL627750,10000001.0
7726,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,Bone,,N,1,CHEMBL618728,10000001.0
7727,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,Bone,,N,1,CHEMBL618729,10000001.0
7728,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,Bone,,N,1,CHEMBL618730,10000001.0
7729,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,Bone,,N,1,CHEMBL618731,10000001.0
7730,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,Bone,,N,1,CHEMBL618732,10000001.0
7731,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,Bone,,N,1,CHEMBL618733,10000001.0
7732,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,Bone,,N,1,CHEMBL618734,10000001.0
7733,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,Bone,,N,1,CHEMBL618735,10000001.0
7734,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,Bone,,N,1,CHEMBL876602,10000001.0
7735,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,Bone,,N,1,CHEMBL618736,10000001.0
7736,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,Bone,,N,1,CHEMBL618737,10000001.0
7737,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,Bone,,N,1,CHEMBL618738,10000001.0
7738,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,Bone,,N,1,CHEMBL618739,10000001.0
7739,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,Bone,,N,1,CHEMBL618740,10000001.0
7740,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,Bone,,N,1,CHEMBL618741,10000001.0
7741,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,Bone,,N,1,CHEMBL618742,10000001.0
7742,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,Bone,,N,1,CHEMBL618743,10000001.0
7743,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,Plasma,,N,1,CHEMBL618744,1969.0
7744,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL618745,
7745,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL620479,
7746,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL620480,
7747,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL620481,
7748,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL620482,
7749,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL876603,
7750,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL620483,
7751,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL620484,
7752,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL620485,
7753,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL620486,
7754,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL620487,
7755,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL620488,
7756,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL620489,
7757,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL620490,
7758,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL620491,
7759,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,Plasma,,N,1,CHEMBL876604,1969.0
7760,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL620492,
7761,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL620493,
7762,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL620494,
7763,,,BAO_0000218,,1,Intermediate,,50597,,,Plasma,,N,1,CHEMBL620495,1969.0
7764,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,Plasma,,N,1,CHEMBL620496,1969.0
7765,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,Plasma,,N,1,CHEMBL620497,1969.0
7766,,,BAO_0000218,,1,Intermediate,,50597,,,Plasma,,N,1,CHEMBL620498,1969.0
7767,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,Plasma,,N,1,CHEMBL620499,1969.0
7768,,,BAO_0000218,,1,Intermediate,,50597,,,Plasma,,N,1,CHEMBL620500,1969.0
7769,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,Plasma,,N,1,CHEMBL873809,1969.0
7770,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL620501,
7771,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL620502,
7772,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL620503,
7773,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL620504,
7774,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL876605,
7775,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL620505,
7776,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,Plasma,,N,1,CHEMBL873811,1969.0
7777,In vivo,,BAO_0000218,,1,Expert,,50597,,,,,N,1,CHEMBL624016,
7778,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL624017,
7779,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL624018,
7780,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL624019,
7781,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,Brain,,N,1,CHEMBL624020,955.0
7782,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL624201,
7783,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL872528,
7784,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL624202,
7785,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL624203,
7786,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL624350,
7787,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL621320,
7788,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL621321,
7789,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL621322,
7790,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL621323,
7791,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL621324,
7792,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL621325,
7793,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,Plasma,,N,1,CHEMBL875837,1969.0
7794,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,Plasma,,N,1,CHEMBL621326,1969.0
7795,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL621327,
7796,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL621328,
7797,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL621329,
7798,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL621330,
7799,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL621331,
