assays_ASSI,assays_ASSUBCFRA,assays_ASTTY,assays_BAFO,assays_TISI,assays_CEI,assays_ASCTY,assays_T,assays_RELT,assays_CONFISC,assays_CUB,assays_SI,assays_SASSI,assays_CHI,assays_VARI
7545,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL876498,
7546,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL618666,
7547,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL620440,
7548,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL620441,
7549,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL620442,
7550,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL620443,
7551,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL620444,
7552,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL620445,
7553,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL620446,
7554,,,BAO_0000218,1969.0,,,50597,N,1,Intermediate,1,,CHEMBL620447,
7555,,,BAO_0000218,1969.0,,,50597,N,1,Intermediate,1,,CHEMBL621129,
7556,,,BAO_0000218,1969.0,,,50597,N,1,Intermediate,1,,CHEMBL621130,
7557,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL873808,
7558,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL876598,
7559,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL621131,
7560,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL621132,
7561,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL621133,
7562,,In vivo,BAO_0000218,,,,50597,N,1,Expert,1,,CHEMBL621312,
7563,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL621313,
7564,,,BAO_0000218,178.0,,,50597,N,1,Intermediate,1,,CHEMBL621314,
7565,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL621315,
7566,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL621316,
7567,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL621317,
7568,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL621318,
7569,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL621319,
7570,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL621377,
7571,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL621378,
7572,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL876599,
7573,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL621379,
7574,,,BAO_0000218,1969.0,,,50597,N,1,Intermediate,1,,CHEMBL621380,
7575,,,BAO_0000218,1969.0,,,50597,N,1,Intermediate,1,,CHEMBL621381,
7576,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL618515,
7577,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL618516,
7578,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL618517,
7579,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL618518,
7580,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL618519,
7581,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL618698,
7582,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL618862,
7583,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL618863,
7584,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL618864,
7585,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL618865,
7586,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL618866,
7587,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL618867,
7588,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL875828,
7589,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL618868,
7590,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL618869,
7591,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL618870,
7592,,,BAO_0000218,1969.0,,,50597,N,1,Intermediate,1,,CHEMBL618871,
7593,,,BAO_0000218,1969.0,,,50597,N,1,Intermediate,1,,CHEMBL618872,
7594,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL873816,
7595,,,BAO_0000218,,,,22224,U,0,Autocuration,1,,CHEMBL618873,
7596,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL621602,
7597,,,BAO_0000218,,,,22224,U,0,Autocuration,1,,CHEMBL621603,
7598,,,BAO_0000218,,,,22224,U,0,Autocuration,1,,CHEMBL621604,
7599,,,BAO_0000218,,,,22224,U,0,Autocuration,1,,CHEMBL621605,
7600,,,BAO_0000218,,,,22224,U,0,Autocuration,1,,CHEMBL621606,
7601,,,BAO_0000218,,,,22224,U,0,Autocuration,1,,CHEMBL621607,
7602,,,BAO_0000218,,,,22224,U,0,Autocuration,1,,CHEMBL621608,
7603,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL621609,
7604,,,BAO_0000218,,,,22224,U,0,Autocuration,1,,CHEMBL621610,
7605,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL621611,
7606,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL621612,
7607,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL622308,
7608,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL622309,
7609,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL622310,
7610,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL622311,
7611,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL622312,
7612,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL622931,
7613,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL622932,
7614,,,BAO_0000218,1969.0,,,50597,N,1,Intermediate,1,,CHEMBL622736,
7615,,,BAO_0000218,1969.0,,,50597,N,1,Intermediate,1,,CHEMBL622737,
7616,,,BAO_0000218,1969.0,,,50597,N,1,Intermediate,1,,CHEMBL622738,
7617,,,BAO_0000218,1969.0,,,50597,N,1,Intermediate,1,,CHEMBL622739,
7618,,,BAO_0000218,1969.0,,,50597,N,1,Intermediate,1,,CHEMBL622740,
7619,,,BAO_0000218,1969.0,,,50597,N,1,Intermediate,1,,CHEMBL622741,
7620,,,BAO_0000218,1969.0,,,50597,N,1,Intermediate,1,,CHEMBL622742,
7621,,,BAO_0000218,1969.0,,,50597,N,1,Intermediate,1,,CHEMBL622743,
7622,,,BAO_0000218,1969.0,,,50594,N,1,Intermediate,1,,CHEMBL622744,
7623,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL624134,
7624,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL624135,
7625,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL624136,
7626,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL624137,
7627,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL624320,
7628,,,BAO_0000218,,,,50588,N,1,Intermediate,1,,CHEMBL624321,
7629,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL624322,
7630,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL624323,
7631,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL624324,
7632,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL624325,
7633,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL624326,
7634,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL624327,
7635,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL624328,
7636,,,BAO_0000218,,,,50588,N,1,Intermediate,1,,CHEMBL627848,
7637,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL627849,
7638,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL627850,
7639,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL627851,
7640,,,BAO_0000218,,,,50594,N,1,Intermediate,1,,CHEMBL627852,
7641,,,BAO_0000218,,,,50594,N,1,Intermediate,1,,CHEMBL627853,
7642,,,BAO_0000218,,,,50594,N,1,Intermediate,1,,CHEMBL627854,
7643,,,BAO_0000218,,,,50594,N,1,Intermediate,1,,CHEMBL627855,
7644,,,BAO_0000218,,,,50594,N,1,Intermediate,1,,CHEMBL627856,
7645,,,BAO_0000218,,,,50594,N,1,Intermediate,1,,CHEMBL875339,
7646,,,BAO_0000218,,,,50594,N,1,Intermediate,1,,CHEMBL627857,
7647,,In vivo,BAO_0000218,2106.0,,,50597,N,1,Intermediate,1,,CHEMBL627858,
7648,,,BAO_0000218,178.0,,,50597,N,1,Intermediate,1,,CHEMBL627859,
7649,,,BAO_0000218,955.0,,,50597,N,1,Intermediate,1,,CHEMBL627860,
7650,,,BAO_0000218,948.0,,,50597,N,1,Intermediate,1,,CHEMBL627019,
7651,,,BAO_0000218,2107.0,,,50597,N,1,Intermediate,1,,CHEMBL627020,
7652,,,BAO_0000218,2048.0,,,50597,N,1,Intermediate,1,,CHEMBL627021,
7653,,,BAO_0000218,2385.0,,,50597,N,1,Intermediate,1,,CHEMBL627022,
7654,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL627023,
7655,,,BAO_0000218,2106.0,,,50597,N,1,Intermediate,1,,CHEMBL627024,
7656,,,BAO_0000218,2046.0,,,50597,N,1,Intermediate,1,,CHEMBL627025,
7657,,,BAO_0000218,2113.0,,,50597,N,1,Intermediate,1,,CHEMBL627026,
7658,,,BAO_0000218,178.0,,,50597,N,1,Intermediate,1,,CHEMBL627027,
7659,,,BAO_0000218,955.0,,,50597,N,1,Intermediate,1,,CHEMBL627028,
7660,,,BAO_0000218,948.0,,,50597,N,1,Intermediate,1,,CHEMBL627029,
7661,,,BAO_0000218,2113.0,,,50597,N,1,Intermediate,1,,CHEMBL627030,
7662,,,BAO_0000218,2107.0,,,50597,N,1,Intermediate,1,,CHEMBL627031,
7663,,,BAO_0000218,2048.0,,,50597,N,1,Intermediate,1,,CHEMBL627032,
7664,,,BAO_0000218,2385.0,,,50597,N,1,Intermediate,1,,CHEMBL627033,
7665,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL627034,
7666,,,BAO_0000218,2106.0,,,50597,N,1,Intermediate,1,,CHEMBL627035,
7667,,,BAO_0000218,2046.0,,,50597,N,1,Intermediate,1,,CHEMBL627036,
7668,,,BAO_0000218,178.0,,,50597,N,1,Intermediate,1,,CHEMBL875340,
7669,,,BAO_0000218,948.0,,,50597,N,1,Intermediate,1,,CHEMBL627037,
7670,,,BAO_0000218,2113.0,,,50597,N,1,Intermediate,1,,CHEMBL627038,
7671,,,BAO_0000218,2107.0,,,50597,N,1,Intermediate,1,,CHEMBL627039,
7672,,,BAO_0000218,2385.0,,,50597,N,1,Intermediate,1,,CHEMBL627040,
7673,,,BAO_0000218,2106.0,,,50597,N,1,Intermediate,1,,CHEMBL624663,
7674,,,BAO_0000218,2046.0,,,50597,N,1,Intermediate,1,,CHEMBL625963,
7675,,,BAO_0000218,955.0,,,50597,N,1,Intermediate,1,,CHEMBL876799,
7676,,,BAO_0000218,2048.0,,,50597,N,1,Intermediate,1,,CHEMBL626133,
7677,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL626134,
7678,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL626135,
7679,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL626136,
7680,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL626137,
7681,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL626138,
7682,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL626139,
7683,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL626140,
7684,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL626141,
7685,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL626142,
7686,,In vivo,BAO_0000218,2385.0,,,50597,N,1,Intermediate,1,,CHEMBL627930,
7687,,In vivo,BAO_0000218,2385.0,,,50597,N,1,Intermediate,1,,CHEMBL627931,
7688,,In vivo,BAO_0000218,2385.0,,,50597,N,1,Intermediate,1,,CHEMBL627932,
7689,,In vivo,BAO_0000218,2106.0,,,50597,N,1,Intermediate,1,,CHEMBL627933,
7690,,In vivo,BAO_0000218,2106.0,,,50597,N,1,Intermediate,1,,CHEMBL627934,
7691,,In vivo,BAO_0000218,2106.0,,,50597,N,1,Intermediate,1,,CHEMBL627935,
7692,,In vivo,BAO_0000218,178.0,,,50597,N,1,Intermediate,1,,CHEMBL627936,
7693,,In vivo,BAO_0000218,178.0,,,50597,N,1,Intermediate,1,,CHEMBL627937,
7694,,In vivo,BAO_0000218,178.0,,,50597,N,1,Intermediate,1,,CHEMBL627938,
7695,,In vivo,BAO_0000218,178.0,,,50597,N,1,Intermediate,1,,CHEMBL627939,
7696,,In vivo,BAO_0000218,178.0,,,50597,N,1,Intermediate,1,,CHEMBL627940,
7697,,In vivo,BAO_0000218,178.0,,,50597,N,1,Intermediate,1,,CHEMBL627941,
7698,,In vivo,BAO_0000218,178.0,,,50597,N,1,Intermediate,1,,CHEMBL876800,
7699,,In vivo,BAO_0000218,178.0,,,50597,N,1,Intermediate,1,,CHEMBL627942,
7700,,In vivo,BAO_0000218,178.0,,,50597,N,1,Intermediate,1,,CHEMBL627943,
7701,,In vivo,BAO_0000218,178.0,,,50597,N,1,Intermediate,1,,CHEMBL627944,
7702,,In vivo,BAO_0000218,178.0,,,50597,N,1,Intermediate,1,,CHEMBL627945,
7703,,In vivo,BAO_0000218,178.0,,,50597,N,1,Intermediate,1,,CHEMBL628584,
7704,,In vivo,BAO_0000218,178.0,,,50597,N,1,Intermediate,1,,CHEMBL628585,
7705,,In vivo,BAO_0000218,178.0,,,50597,N,1,Intermediate,1,,CHEMBL628586,
7706,,In vivo,BAO_0000218,178.0,,,50597,N,1,Intermediate,1,,CHEMBL628587,
7707,,In vivo,BAO_0000218,178.0,,,50597,N,1,Intermediate,1,,CHEMBL628588,
7708,,In vivo,BAO_0000218,178.0,,,50597,N,1,Intermediate,1,,CHEMBL628589,
7709,,In vivo,BAO_0000218,178.0,,,50597,N,1,Intermediate,1,,CHEMBL625304,
7710,,In vivo,BAO_0000218,178.0,,,50597,N,1,Intermediate,1,,CHEMBL625305,
7711,,In vivo,BAO_0000218,178.0,,,50597,N,1,Intermediate,1,,CHEMBL625306,
7712,,In vivo,BAO_0000218,178.0,,,50597,N,1,Intermediate,1,,CHEMBL625307,
7713,,In vivo,BAO_0000218,178.0,,,50597,N,1,Intermediate,1,,CHEMBL625308,
7714,,In vivo,BAO_0000218,178.0,,,50597,N,1,Intermediate,1,,CHEMBL627740,
7715,,In vivo,BAO_0000218,178.0,,,50597,N,1,Intermediate,1,,CHEMBL627741,
7716,,In vivo,BAO_0000218,178.0,,,50597,N,1,Intermediate,1,,CHEMBL627742,
7717,,In vivo,BAO_0000218,178.0,,,50597,N,1,Intermediate,1,,CHEMBL627743,
7718,,In vivo,BAO_0000218,178.0,,,50597,N,1,Intermediate,1,,CHEMBL627744,
7719,,In vivo,BAO_0000218,10000001.0,,,50597,N,1,Intermediate,1,,CHEMBL627745,
7720,,In vivo,BAO_0000218,10000001.0,,,50597,N,1,Intermediate,1,,CHEMBL627746,
7721,,In vivo,BAO_0000218,10000001.0,,,50597,N,1,Intermediate,1,,CHEMBL627747,
7722,,In vivo,BAO_0000218,10000001.0,,,50597,N,1,Intermediate,1,,CHEMBL876810,
7723,,In vivo,BAO_0000218,10000001.0,,,50597,N,1,Intermediate,1,,CHEMBL627748,
7724,,In vivo,BAO_0000218,10000001.0,,,50597,N,1,Intermediate,1,,CHEMBL627749,
7725,,In vivo,BAO_0000218,10000001.0,,,50597,N,1,Intermediate,1,,CHEMBL627750,
7726,,In vivo,BAO_0000218,10000001.0,,,50597,N,1,Intermediate,1,,CHEMBL618728,
7727,,In vivo,BAO_0000218,10000001.0,,,50597,N,1,Intermediate,1,,CHEMBL618729,
7728,,In vivo,BAO_0000218,10000001.0,,,50597,N,1,Intermediate,1,,CHEMBL618730,
7729,,In vivo,BAO_0000218,10000001.0,,,50597,N,1,Intermediate,1,,CHEMBL618731,
7730,,In vivo,BAO_0000218,10000001.0,,,50597,N,1,Intermediate,1,,CHEMBL618732,
7731,,In vivo,BAO_0000218,10000001.0,,,50597,N,1,Intermediate,1,,CHEMBL618733,
7732,,In vivo,BAO_0000218,10000001.0,,,50597,N,1,Intermediate,1,,CHEMBL618734,
7733,,In vivo,BAO_0000218,10000001.0,,,50597,N,1,Intermediate,1,,CHEMBL618735,
7734,,In vivo,BAO_0000218,10000001.0,,,50597,N,1,Intermediate,1,,CHEMBL876602,
7735,,In vivo,BAO_0000218,10000001.0,,,50597,N,1,Intermediate,1,,CHEMBL618736,
7736,,In vivo,BAO_0000218,10000001.0,,,50597,N,1,Intermediate,1,,CHEMBL618737,
7737,,In vivo,BAO_0000218,10000001.0,,,50597,N,1,Intermediate,1,,CHEMBL618738,
7738,,In vivo,BAO_0000218,10000001.0,,,50597,N,1,Intermediate,1,,CHEMBL618739,
7739,,In vivo,BAO_0000218,10000001.0,,,50597,N,1,Intermediate,1,,CHEMBL618740,
7740,,In vivo,BAO_0000218,10000001.0,,,50597,N,1,Intermediate,1,,CHEMBL618741,
7741,,In vivo,BAO_0000218,10000001.0,,,50597,N,1,Intermediate,1,,CHEMBL618742,
7742,,In vivo,BAO_0000218,10000001.0,,,50597,N,1,Intermediate,1,,CHEMBL618743,
7743,,In vivo,BAO_0000218,1969.0,,,50597,N,1,Intermediate,1,,CHEMBL618744,
7744,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL618745,
7745,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL620479,
7746,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL620480,
7747,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL620481,
7748,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL620482,
7749,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL876603,
7750,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL620483,
7751,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL620484,
7752,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL620485,
7753,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL620486,
7754,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL620487,
7755,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL620488,
7756,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL620489,
7757,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL620490,
7758,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL620491,
7759,,In vivo,BAO_0000218,1969.0,,,50597,N,1,Intermediate,1,,CHEMBL876604,
7760,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL620492,
7761,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL620493,
7762,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL620494,
7763,,,BAO_0000218,1969.0,,,50597,N,1,Intermediate,1,,CHEMBL620495,
7764,,In vivo,BAO_0000218,1969.0,,,50597,N,1,Intermediate,1,,CHEMBL620496,
7765,,In vivo,BAO_0000218,1969.0,,,50597,N,1,Intermediate,1,,CHEMBL620497,
7766,,,BAO_0000218,1969.0,,,50597,N,1,Intermediate,1,,CHEMBL620498,
7767,,In vivo,BAO_0000218,1969.0,,,50597,N,1,Intermediate,1,,CHEMBL620499,
7768,,,BAO_0000218,1969.0,,,50597,N,1,Intermediate,1,,CHEMBL620500,
7769,,In vivo,BAO_0000218,1969.0,,,50597,N,1,Intermediate,1,,CHEMBL873809,
7770,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL620501,
7771,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL620502,
7772,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL620503,
7773,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL620504,
7774,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL876605,
7775,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL620505,
7776,,In vivo,BAO_0000218,1969.0,,,50597,N,1,Intermediate,1,,CHEMBL873811,
7777,,In vivo,BAO_0000218,,,,50597,N,1,Expert,1,,CHEMBL624016,
7778,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL624017,
7779,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL624018,
7780,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL624019,
7781,,In vivo,BAO_0000218,955.0,,,50597,N,1,Intermediate,1,,CHEMBL624020,
7782,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL624201,
7783,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL872528,
7784,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL624202,
7785,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL624203,
7786,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL624350,
7787,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL621320,
7788,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL621321,
7789,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL621322,
7790,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL621323,
7791,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL621324,
7792,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL621325,
7793,,In vivo,BAO_0000218,1969.0,,,50597,N,1,Intermediate,1,,CHEMBL875837,
7794,,In vivo,BAO_0000218,1969.0,,,50597,N,1,Intermediate,1,,CHEMBL621326,
7795,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL621327,
7796,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL621328,
7797,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL621329,
7798,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL621330,
7799,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL621331,
7800,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL621332,
7801,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL621333,
7802,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL621334,
7803,,,BAO_0000218,,,,50594,N,1,Intermediate,1,,CHEMBL621335,
7804,,,BAO_0000218,,,,50588,N,1,Intermediate,1,,CHEMBL621336,
7805,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL621337,
7806,,,BAO_0000218,,,,50588,N,1,Intermediate,1,,CHEMBL621338,
7807,,,BAO_0000218,,,,50588,N,1,Intermediate,1,,CHEMBL875838,
7808,,,BAO_0000218,,,,50588,N,1,Intermediate,1,,CHEMBL621339,
7809,,,BAO_0000218,,,,50588,N,1,Intermediate,1,,CHEMBL621340,
7810,,,BAO_0000218,,,,22224,U,0,Autocuration,1,,CHEMBL621341,
7811,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL621342,
7812,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL621343,
7813,,,BAO_0000218,,,,50594,N,1,Intermediate,1,,CHEMBL621344,
7814,,,BAO_0000218,,,,50594,N,1,Intermediate,1,,CHEMBL621345,
7815,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL621346,
7816,,,BAO_0000218,,,,22224,U,0,Autocuration,1,,CHEMBL621347,
7817,,,BAO_0000218,,,,50588,N,1,Intermediate,1,,CHEMBL621348,
7818,,,BAO_0000019,178.0,,,22224,U,0,Autocuration,1,,CHEMBL621349,
7819,,,BAO_0000019,178.0,,,22224,U,0,Autocuration,1,,CHEMBL621350,
7820,,,BAO_0000019,178.0,,,22224,U,0,Autocuration,1,,CHEMBL875839,
7821,,,BAO_0000019,178.0,,,22224,U,0,Autocuration,1,,CHEMBL620211,
7822,,,BAO_0000019,178.0,,,22224,U,0,Autocuration,1,,CHEMBL620212,
7823,,,BAO_0000019,178.0,,,22224,U,0,Autocuration,1,,CHEMBL620213,
7824,,,BAO_0000218,1969.0,,,50797,N,1,Intermediate,1,,CHEMBL620214,
